"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"195","2019-08-27 13:34:31-03","IAP","PACA-AGP","42826","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","08","10","Brasil","RS","Morretes",NA,NA,NA,NA,"PACA042826",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula humida Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"196","2019-08-27 13:34:31-03","IAP","PACA-AGP","43194","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","09","02","Brasil","RS","ad montem Ferrabras p. NH",NA,NA,NA,NA,"PACA043194",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula humida Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"197","2019-08-27 13:34:31-03","IAP","PACA-AGP","44060","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","10","24","Brasil","RS","Barreto Vianna",NA,NA,NA,NA,"PACA044060",NA,"1954","09","22",NA,NA,NA,"fr. semievoluto. Habitat: in silvula humida Fenofase: fruto semievoluto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"198","2019-08-27 13:34:31-03","IAP","PACA-AGP","4710","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1941","03","10","Brasil","RS","Salto Grande",NA,NA,NA,NA,"PACA004710",NA,"1954","09","22",NA,NA,NA,"ster.&nf;Confirmado por L. Rossi em 1997. Habitat: in dumetosis ripariis","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"199","2019-08-27 13:34:31-03","IAP","PACA-AGP","4878","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1941","02","10","Brasil","RS","Passo do Inferno",NA,NA,NA,NA,"PACA004878",NA,"1954","09","22",NA,NA,NA,"ster.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula campestri","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"200","2019-08-27 13:34:31-03","IAP","PACA-AGP","52175","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1951","11","05","Brasil","RS","Taimbezinho",NA,NA,NA,NA,"PACA052175",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: ad rivum in dumetosis Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"201","2019-08-27 13:34:31-03","IAP","PACA-AGP","55850","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1954","07","17","Brasil","RS","Vila Oliva",NA,NA,NA,NA,"PACA055850",NA,"1955","04","08",NA,NA,NA,"ster.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"202","2019-08-27 13:34:31-03","IAP","PACA-AGP","61127","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","B. Rambo SJ","Rambo, B.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"PACA061127",NA,NA,NA,NA,NA,NA,NA,"Confirmado por L. Rossi em 1997.","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"203","2019-08-27 13:34:31-03","IAP","PACA-AGP","96976","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Ohlweiler","H. G. Konrad",NA,"1995","10","27","Brasil","RS",NA,NA,NA,NA,NA,"PACA096976",NA,"2005",NA,NA,"Passo da Guarda E. A. Maria Santa",NA,NA,"HASU 5213","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"204","2019-08-27 13:34:31-03","IAP","PACA-AGP","50844","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","E. Asplund","Hatschbach, G.","1436","1949","09","07","Brasil","PR","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,"PACA050844",NA,"1954","09","22","Araucaria ad fl. Iguassu",NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in dumetosis ripariis Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"21346","auto","Magnoliopsida",NA,NA,NA,NA,NA
"205","2019-08-27 13:34:31-03","IAP","PACA-AGP","8769","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1942","01","15","Brasil","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"PACA008769",NA,"1954","09","22",NA,NA,NA,"ster.&nf;Confirmado por L. Rossi em 1997. Habitat: ad rivum in dumetosis","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"55856","auto","Magnoliopsida",NA,NA,NA,NA,NA
"206","2019-08-27 13:34:31-03","IAP","PACA-AGP","94717","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","C. Mondin","C. Mondin et al.","1402","1998","08","27","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"PACA094717",NA,"1998","09",NA,"Guaritas, Arroio João Dias",NA,NA,"HASU 6810&nf;c/ ca. 1m alt. Habitat: na mata ciliar Fenofase: flores brancas Hábito: arbusto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"50525","auto","Magnoliopsida",NA,NA,NA,NA,NA
"207","2019-08-27 13:34:31-03","IAP","PACA-AGP","94724","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","J. Larocca","J. Larocca",NA,"1989","08","12","Brasil","RS","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,"PACA094724",NA,NA,NA,NA,"Fazenda Cruzeiro",NA,NA,"HEDU 593&nf;De 1,5m Habitat: beira de mata de eucaliptos, junto à estrada Fenofase: flores creme Hábito: arbusto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"9806","auto","Magnoliopsida",NA,NA,NA,NA,NA
"208","2019-08-27 13:34:31-03","IAP","PACA-AGP","94726","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","C. Mondin","C. Mondin & A. Iob","1836","1999","07","30","Brasil","RS","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,"PACA094726",NA,"1999","07",NA,"Pacheca, Ilha de Santo Antonio",NA,NA,"HASU 7304&nf;c/ ca. 1m alt. Habitat: vegetação arbustiva Fenofase: flores creme Hábito: arbusto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"49429","auto","Magnoliopsida",NA,NA,NA,NA,NA
"209","2019-08-27 13:34:31-03","IAP","PACA-AGP","36538","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"PACA036538",NA,"1954","09","22",NA,NA,NA,"ster.&nf;Confirmado por L. Rossi em 1997. Habitat: in araucarieto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"30776","auto","Magnoliopsida",NA,NA,NA,NA,NA
"210","2019-08-27 13:34:31-03","IAP","PACA-AGP","97507","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Mondin","Paise, G.",NA,"2000","11","18","Brasil","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"PACA097507",NA,NA,NA,NA,"PNAS","960","960","HASU 15949 Habitat: mata com araucária Fenofase: fruto verde","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"30776","auto","Magnoliopsida",NA,NA,NA,NA,NA
"211","2019-08-27 13:34:31-03","IAP","PACA-AGP","41766","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","05","31","Brasil","RS","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,"PACA041766",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in campestribus humidis dumetosis Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"8037","auto","Magnoliopsida",NA,NA,NA,NA,NA
"212","2019-08-27 13:34:31-03","IAP","PACA-AGP","109709","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"N. R. Bastos","31","1989","07","30","Brasil","RS","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,"PACA109709",NA,NA,NA,NA,"Berto Círio.",NA,NA,"1 m alt. Habitat: campo Hábito: arbusto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"8037","auto","Magnoliopsida",NA,NA,NA,NA,NA
"213","2019-08-27 13:34:31-03","IAP","PACA-AGP","94718","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","A. C. Araújo","Ohlweiler, A. A.","245","1996","09","29","Brasil","RS","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,"PACA094718",NA,NA,NA,NA,"P. Getúlio Vargas",NA,NA,"HASU 4214 Habitat: umbrófilo, na mata secundária Hábito: arbusto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"8037","auto","Magnoliopsida",NA,NA,NA,NA,NA
"214","2019-08-27 13:34:31-03","IAP","PACA-AGP","41642","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","05","18","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,"PACA041642",NA,"1954","09","22",NA,NA,NA,"infl. novis.&nf;Confirmado por L. Rossi em 1997. Habitat: in humidis dumetosis Fenofase: infl. mas. novis","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"7214","auto","Magnoliopsida",NA,NA,NA,NA,NA
"215","2019-08-27 13:34:31-03","IAP","PACA-AGP","416","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1932","11","16","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,"PACA000416",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula humida Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"7214","auto","Magnoliopsida",NA,NA,NA,NA,NA
"216","2019-08-27 13:34:31-03","IAP","PACA-AGP","62380","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Camargo, O. R.","1802","1957","09","19","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA062380",NA,"1958","09","27",NA,NA,NA,"fr.&nf;Confirmado por L. Rossi em 1997. Habitat: in dumetosis humidis Fenofase: fruto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA
"217","2019-08-27 13:34:31-03","IAP","PACA-AGP","62307","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Camargo, O. R.","1795","1957","09","19","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA062307",NA,"1958","09","27",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA
"218","2019-08-27 13:34:31-03","IAP","PACA-AGP","43283","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","09","05","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"PACA043283",NA,"1954","09","22","Estação Azevedo",NA,NA,"fl. Habitat: in silvula paludosa Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"21601","auto","Magnoliopsida",NA,NA,NA,NA,NA
"219","2019-08-27 13:34:31-03","IAP","PACA-AGP","48775.1","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1950","09","11","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"PACA048775-1",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula arenosa humida Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"27350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"220","2019-08-27 13:34:31-03","IAP","PACA-AGP","48900","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1950","10","02","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"PACA048900",NA,"1954","09","22",NA,NA,NA,"fr. submaturo. Habitat: in arenosis humidis dumetosis Fenofase: fruto submaturo","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"27350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"221","2019-08-27 13:34:31-03","IAP","PACA-AGP","86505","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","J. Mauhs","Mauhs, J.",NA,"1999","10","04","Brasil","RS","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,"PACA086505",NA,"2001",NA,NA,"Lagoa da Porteira",NA,NA,"fruto. Habitat: borda da mata de restinga Fenofase: fruto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"31350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"222","2019-08-27 13:34:31-03","IAP","PACA-AGP","86377","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","J. Mauhs","Mauhs, J.",NA,"2000","07","25","Brasil","RS","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,"PACA086377",NA,"2001",NA,NA,"Lagoa da Porteira",NA,NA,"folha. Habitat: borda da mata de restinga","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"31350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"223","2019-08-27 13:34:31-03","IAP","PACA-AGP","86367","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","J. Mauhs","Mauhs, J.",NA,"2000","11","29","Brasil","RS","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,"PACA086367",NA,"2001",NA,NA,"Lagoa da Porteira",NA,NA,"folha.","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"31350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"224","2019-08-27 13:34:31-03","IAP","PACA-AGP","86338","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","J. Mauhs","Mauhs, J.",NA,"2000","10",NA,"Brasil","RS","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,"PACA086338",NA,"2001",NA,NA,"Lagoa da Porteira",NA,NA,"folha. Habitat: borda de mata da restinga Ecossistema: RESTINGA","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"31350","auto","Magnoliopsida",NA,NA,NA,NA,NA
"225","2019-08-27 13:34:31-03","IAP","PACA-AGP","62474","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Camargo, O. R.","2198","1957","10","20","Brasil","RS","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"PACA062474",NA,"1958","09","26",NA,NA,NA,"fr. novo.&nf;Confirmado por L. Rossi em 1997. Habitat: in humidis dumetosis Fenofase: fruto novo","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"25060","auto","Magnoliopsida",NA,NA,NA,NA,NA
"226","2019-08-27 13:34:31-03","IAP","PACA-AGP","43560","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","09","23","Brasil","RS","Portão","-51.2419013977051","-29.7017002105713",NA,NA,"PACA043560",NA,"1954","09","22",NA,NA,NA,"fl. Habitat: in silvula campestri humida Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"13735","auto","Magnoliopsida",NA,NA,NA,NA,NA
"227","2019-08-27 13:34:31-03","IAP","PACA-AGP","63668","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Camargo, O. R.",NA,"1958","06","25","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA063668",NA,"1958","09","16",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in dumetosis humidis Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"228","2019-08-27 13:34:31-03","IAP","PACA-AGP","30073","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Emrich, K.",NA,NA,NA,NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA030073",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"229","2019-08-27 13:34:31-03","IAP","PACA-AGP","94725","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.",NA,"V. F. Nunes",NA,"1988","08","23","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA094725",NA,NA,NA,NA,"Campus do Vale, UFRGS, Agronomia",NA,NA,"HEDU 244&nf;Folhas quando arrancadas arrastam consigo uma tira de casca Habitat: interior ou beira de mata Fenofase: flores creme Hábito: arbusto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"230","2019-08-27 13:34:31-03","IAP","PACA-AGP","43340","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1949","09","09","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA043340",NA,"1954","09","22","Morro da Polícia",NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in humidis dumetosis Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"231","2019-08-27 13:34:31-03","IAP","PACA-AGP","37379","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Rambo, B.",NA,"1948","08","21","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA037379",NA,"1954","09","22","Morro da Polícia",NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula campestri Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"29946","auto","Magnoliopsida",NA,NA,NA,NA,NA
"232","2019-08-27 13:34:31-03","IAP","PACA-AGP","94710","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Koch, Virginia","Koch, V.",NA,"1997","09","10","Brasil","RS","Riozinho","-50.4524993896484","-29.6410999298096",NA,NA,"PACA094710",NA,NA,NA,NA,"Fazenda Forjasul","920","920","HASU 6215&nf;Planta espontânea, árvore de pequeno porte; usa-se as fibras da casca para amarração Habitat: ambiente seco, nas bordas de matas","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"18583","auto","Magnoliopsida",NA,NA,NA,NA,NA
"233","2019-08-27 13:34:31-03","IAP","PACA-AGP","58819","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Camargo, O. R.","152","1956","03","01","Brasil","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"PACA058819",NA,"1957","05","07","Estação Exp. de Silvicultura",NA,NA,"ster.&nf;Confirmado por L. Rossi em 1997. Habitat: in dumtosis subpaludosis","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"37819","auto","Magnoliopsida",NA,NA,NA,NA,NA
"234","2019-08-27 13:34:31-03","IAP","PACA-AGP","94715","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","C. Mondin","C. Mondin & C. E. Nascimento","1480","1998","09","23","Brasil","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"PACA094715",NA,"1998","09",NA,"Arroio Vargas",NA,NA,"HASU 6928&nf;com ca. 1,5m alt. Habitat: Na mata ciliar Fenofase: flores brancas Hábito: arbusto","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"47489","auto","Magnoliopsida",NA,NA,NA,NA,NA
"235","2019-08-27 13:34:31-03","IAP","PACA-AGP","94722","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Mondin","Zaremba, R.",NA,"1998","09","18","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA094722",NA,NA,NA,NA,"A3, FLONA",NA,NA,"HASU 9724&nf;Altura + ou - 3,20m Habitat: borda de mata","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"236","2019-08-27 13:34:31-03","IAP","PACA-AGP","86303","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","A. Sehnem SJ","Sehnem, A.","12416","1971","09","05","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA086303",NA,NA,NA,NA,"Taimbesinho",NA,NA,"alt. 900 m. Habitat: arbustum ad rivum in dumetis","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"237","2019-08-27 13:34:31-03","IAP","PACA-AGP","86378","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","R. Wasum","R. Wasum","112","1999","09","07","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"PACA086378",NA,NA,NA,NA,"Várzea do Cedro",NA,NA,"HUCS 13800; arbusto; alt. 800 m. Habitat: interior da mata Hábito: arbusto Ecossistema: MATA","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"76715","auto","Magnoliopsida",NA,NA,NA,NA,NA
"238","2019-08-27 13:34:31-03","IAP","PACA-AGP","25116","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA025116",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula humida Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
"239","2019-08-27 13:34:31-03","IAP","PACA-AGP","33389","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","C. Ritter SJ",NA,"1946","09","10","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA033389",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula subpaludosa Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
"240","2019-08-27 13:34:31-03","IAP","PACA-AGP","33874","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","Henz, E.",NA,"1946","07",NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA033874",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula subpaludosa Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
"241","2019-08-27 13:34:31-03","IAP","PACA-AGP","7291","PreservedSpecimen","Plantae","Thymelaeaceae","Daphnopsis","racemosa","Daphnopsis racemosa","Griseb.","Emrich-Rambo","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"PACA007291",NA,"1954","09","22",NA,NA,NA,"fl.&nf;Confirmado por L. Rossi em 1997. Habitat: in silvula humida Fenofase: flor","Magnoliophyta","Thymelaeales",NA,NA,NA,NA,"10287","auto","Magnoliopsida",NA,NA,NA,NA,NA
