"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"112","2020-08-20 14:57:22-03","UFSC","FLOR","21439","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Falkenberg, D.B.","1484","1984","04","07",NA,"Brasil","Rio Grande do Sul","Pelotas","BR 392, 1 km após acesso da BR 116.","-52.3424987792969","-31.771900177002",NA,NA,NA,"subarbusto, 70cm altura, pétalas alaranjadas, 5 estiletes","FLOR0021439",NA,"51462","auto",NA,"2002","07",NA,NA,NA,NA,NA
"113","2020-08-20 14:57:22-03","UFSC","FLOR","26716","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely, C.","Gomes, J.","s.n.","1950","03","17",NA,"Brasil","Rio Grande do Sul","Pelotas","Horto Botânico do I. A. S.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"FLOR0026716","FLOR0026716","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-08-20 14:57:22-03","UFSC","FLOR","55812","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C.","Bordignon, S.; Knob, A.","1606","1999","03","17",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Guá.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"FLOR0055812",NA,"76715","auto",NA,"2013","01","09",NA,NA,NA,NA
"115","2020-08-20 14:57:22-03","UFSC","FLOR","115","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Reitz, R.; Klein, R.M.","10627","1960","12","27",NA,"Brasil","Santa Catarina","Rancho Queimado","Serra da Boa Vista (na ficha original consta município de São José, mas hoje essa área pertence a Rancho Queimado).","-49.0217018127441","-27.6725006103516","800","800",NA,"erva, flor amarela","FLOR0000115",NA,"17361","auto",NA,"2002","07",NA,NA,NA,NA,NA
"116","2020-08-20 14:57:22-03","UFSC","FLOR","7646","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Falkenberg, D.B.; Berry, P.E.","2263","1985","01","31",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328","1200","1200",NA,"subarbustinho, 0,7m altura, flor alaranjada","FLOR0007646",NA,"48290","auto",NA,"2002","07",NA,NA,NA,NA,NA
"117","2020-08-20 14:57:22-03","UFSC","FLOR","16926","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Falkenberg, D.B.; Berry, P.E. & Brako, L.","4154","1987","01","11",NA,"Brasil","Santa Catarina","Timbé do Sul","BR 285, n subida da Serra da Rocinha.","-49.8471984863281","-28.8302993774414","650","650",NA,"subarbusto, 0,7m altura, pétalas amareladas","FLOR0016926",NA,"15081","auto",NA,"2002","07",NA,NA,NA,NA,NA
"118","2020-08-20 14:57:22-03","UFSC","FLOR","65329","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Slusarski, S.R.","Falkenberg, D.B.","7675","1996","03","26",NA,"Brasil","Santa Catarina","Urubici","Topo do Morro da Igreja, interior da área do CINDACTA.","-49.5917015075684","-28.0149993896484","1800","1800",NA,"subarbusto, 40-50cm, pétalas e estames alaranjados. Mesma planta da coleta 7673 de Falkenberg Habitat: campo","FLOR0065329","FLOR0065329","30102","auto",NA,"2002","08",NA,NA,NA,NA,NA
"119","2021-02-08 12:42:39-03","UFRGS","ICN","177258","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","325","2012","11","29","América do Sul","Brasil","RS","Pinheiro Machado","RS-473","-53.501389","-31.640278","367","367",NA,"Duplicata FURB; Subarbustos de até 1 m de altura. Flores 18-20 mm de diâmetro.; Datum das coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","01","09","-53.501389","-31.640278",NA,NA
"120","2021-02-08 12:42:39-03","UFRGS","ICN","177452","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","292","2013","01","14","América do Sul","Brasil","RS","Quevedos","próximo da cidade","-54.1025","-29.348333","338","338",NA,"Datum da coordenadas WGS-84. Campo úmido.",NA,NA,NA,NA,NA,"2014","05","13","-54.1025","-29.348333",NA,NA
"121","2021-02-08 12:42:39-03","UFRGS","ICN","177454","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","303","2012","11","29","América do Sul","Brasil","RS","Piratini",NA,"-53.1025","-31.446667","266","266",NA,"Subarbustos de até 75 cm de altura. Flores 15-20 mm de diâmetro.; Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-53.1025","-31.446667",NA,NA
"122","2021-02-08 12:42:39-03","UFRGS","ICN","177455","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","305","2012","11","29","América do Sul","Brasil","RS","Piratini",NA,"-53.168056","-31.698333","300","300",NA,"Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-53.168056","-31.698333",NA,NA
"123","2021-02-08 12:42:39-03","UFRGS","ICN","177456","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","308","2012","12","01","América do Sul","Brasil","RS","Santana da Boa Vista","RS-625","-53.203333","-30.859167","263","263",NA,"Subarbustos de até 40 cm de altura. Flores 15-20 mm de diâmetro.; Datum da coordenadas WGS-84. Beira da estrada.",NA,NA,NA,NA,NA,"2014","05","13","-53.203333","-30.859167",NA,NA
"124","2021-02-08 12:42:39-03","UFRGS","ICN","177479","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Rolim, R","254","2013","03","19","América do Sul","Brasil","RS","Jaquirana","RS-110","-50.456667","-28.876111","668","668",NA,"Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-50.456667","-28.876111",NA,NA
"125","2021-02-08 12:42:39-03","UFRGS","ICN","177480","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","259","2012","11","30","América do Sul","Brasil","RS","Caçapava do Sul","BR-392","-53.477778","-30.4975","341","341",NA,"Flores de 14-17 mm de diâmetro; Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-53.477778","-30.4975",NA,NA
"126","2021-02-08 12:42:39-03","UFRGS","ICN","177481","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","277","2012","11","05","América do Sul","Brasil","RS","Barra do Ribeiro","Estrada do Cortado","-51.400278","-30.258056","47","47",NA,"Subarbusto ereto de ca. 1 m de altura. Flores 20 mm de diâmentro.; Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-51.400278","-30.258056",NA,NA
"127","2021-02-08 12:42:39-03","UFRGS","ICN","177497","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","293","2013","01","14","América do Sul","Brasil","RS","Jari","próximo de Santiago","-54.428611","-29.273611","271","271",NA,"Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-54.428611","-29.273611",NA,NA
"128","2021-02-08 12:42:39-03","UFRGS","ICN","177499","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","296","2013","01","14","América do Sul","Brasil","RS","Quevedos",NA,"-54.140556","-29.329167","293","293",NA,"Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-54.140556","-29.329167",NA,NA
"129","2021-02-08 12:42:39-03","UFRGS","ICN","177501","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","301","2012","11","28","América do Sul","Brasil","RS","Santana da Boa Vista",NA,"-53.068056","-30.678889","406","406",NA,"Flores de 14-18 mm de diâmetro.; Datum da coordenadas WGS-84. Beira da estrada.",NA,NA,NA,NA,NA,"2014","05","13","-53.068056","-30.678889",NA,NA
"130","2021-02-08 12:42:39-03","UFRGS","ICN","177502","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","304","2012","11","29","América do Sul","Brasil","RS","Piratini","BR-392","-52.993333","-31.0775","223","223",NA,"Flores 15-20 mm de diâmetro; Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-52.993333","-31.0775",NA,NA
"131","2021-02-08 12:42:39-03","UFRGS","ICN","177510","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","322","2012","11","06","América do Sul","Brasil","RS","Capão do Leão","Pedra do Dedo","-52.544722","-31.768056","200","200",NA,"Datum da coordenadas WGS-84. Campo seco.",NA,NA,NA,NA,NA,"2014","05","13","-52.544722","-31.768056",NA,NA
"132","2021-02-08 12:42:39-03","UFRGS","ICN","177461","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; von Poser, G","331","2012","10","30","América do Sul","Brasil","RS","Arroio dos Ratos",NA,"-51.7291984558105","-30.0771999359131",NA,NA,NA,"Beira da Estrada",NA,NA,"29956","auto",NA,"2014","05","13",NA,NA,NA,NA
"133","2021-02-08 12:42:39-03","UFRGS","ICN","177507","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL","311","2013","01","23","América do Sul","Brasil","RS","Arroio dos Ratos","Estrada Minas do Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,"Subarbustos de até 1,3 m de altura.",NA,NA,"29956","auto",NA,"2014","05","13",NA,NA,NA,NA
"134","2021-02-08 12:42:39-03","UFRGS","ICN","177475","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Bordignon, SAL; E. S.","1529","1999","01","11","América do Sul","Brasil","RS","Capão do Leão","Próximo da pedreira do DEPREC","-52.4838981628418","-31.7632999420166",NA,NA,NA,"Campo seco e pedregoso",NA,NA,"28605","auto",NA,"2014","05","13",NA,NA,NA,NA
"135","2021-02-08 12:42:39-03","UFRGS","ICN","177433","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","aff. carinatum","Hypericum aff. carinatum","Griseb.","Vogel-Ely, C","Bonilha, CL","612","2012","05","04","América do Sul","Brasil","RS","São Lourenço do Sul",NA,"-51.9782981872559","-31.3652992248535",NA,NA,NA,"Lavoura de Arroz, próximo à mata de restinga.",NA,NA,"48842","auto",NA,"2014","05","13",NA,NA,NA,NA
"136","2021-02-08 12:42:42-03","UFRGS","ICN","009037","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely, C","Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","11","02","América do Sul","Brasil","RS",NA,"Banhado 25 km N de Santo Ângelo",NA,NA,NA,NA,NA,"Pétalas amarelas.",NA,NA,NA,NA,NA,"2013","11","04",NA,NA,NA,NA
"137","2021-02-08 12:42:42-03","UFRGS","ICN","040488","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely, C","Fleig, M","900","1978","01","05","América do Sul","Brasil","RS",NA,"Estrada Bom Jesus para Vacaria, saída de Bom Jesus",NA,NA,NA,NA,NA,"Flores amarelas.",NA,NA,NA,NA,NA,"2013","11","04",NA,NA,NA,NA
"138","2021-02-08 12:42:42-03","UFRGS","ICN","044847","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel Ely, C","Sosinski, J","s.n.","1976","05","27","América do Sul","Brasil","RS",NA,"Arredores de Porto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","08",NA,NA,NA,NA
"139","2021-02-08 12:42:42-03","UFRGS","ICN","165406","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Solis Neffa, V; Seijo, GJ","2034","2007","11","15","América do Sul","Uruguai","Rivera",NA,"Bajada de Pena Mitad de la bajada 31°08'35''S 55°54'59''W","-55.916389","-31.143056","264","264",NA,"doação do CTES; hierba erecta, flores anaranjadas",NA,NA,NA,NA,NA,"2013","12","10","-55.916389","-31.143056",NA,NA
"140","2021-02-08 12:42:42-03","UFRGS","ICN","165768","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Grings, M; Silva Filho, PJ","1105","2010","11","02","América do Sul","Brasil","RS","Quaraí","BR 293 5 Km da cidade em direção a Santana do Livramento S 30°25'06.6 W 056°22'39.4","-56.3775","-30.418333",NA,NA,NA,"arbusto de 1 m de altura; com flores amarelas; baixada levemente alagada em beira de rodovia",NA,NA,NA,NA,NA,"2013","11","04","-56.3775","-30.418333",NA,NA
"141","2021-02-08 12:42:42-03","UFRGS","ICN","175916","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Bordignon, SAL; Von Poser, GL","s.n.","2009","11","01","América do Sul","Brasil","RS","Glorinha","RS-030","-50.833333","-29.916667","39","39",NA,"Projeto Estudo de espécies do gênero Hypericum nativas do RS, com vistas a bioprospecção; Subarbusto, ca. 1-1,5 m altura; Banhado",NA,NA,NA,NA,NA,"2013","10","08","-50.833333","-29.916667",NA,NA
"142","2021-02-08 12:42:42-03","UFRGS","ICN","177239","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","183","2013","01","15","América do Sul","Brasil","RS","Maçambará",NA,"-55.515278","-29.029722","169","169",NA,"Banhado na margem da estrada. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-55.515278","-29.029722",NA,NA
"143","2021-02-08 12:42:42-03","UFRGS","ICN","177260","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","184","2012","11","07","América do Sul","Brasil","RS","Rio Grande",NA,"-52.286944","-32.091111","12","12",NA,"Flores amarelas de 15 mm de diâmetro. Inflorescência e carenas com tonalidades avermelhadas.; Banhado. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-52.286944","-32.091111",NA,NA
"144","2021-02-08 12:42:42-03","UFRGS","ICN","177262","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","334","2012","11","06","América do Sul","Brasil","RS","Cristal",NA,"-52.049167","-31.005833","27","27",NA,"Duplicata FLOR; Datum das coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","01","09","-52.049167","-31.005833",NA,NA
"145","2021-02-08 12:42:42-03","UFRGS","ICN","177280","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","185","2012","11","08","América do Sul","Brasil","RS","Santa Vitória do Palmar","margem da BR-471","-52.823889","-32.999722","17","17",NA,"Inflorescências e carenas com tonalidades avermelhadas.; Área úmida. Datum das coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-52.823889","-32.999722",NA,NA
"146","2021-02-08 12:42:42-03","UFRGS","ICN","177281","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","330","2012","11","06","América do Sul","Brasil","RS","Cristal",NA,"-52.049167","-31.005833","27","27",NA,"Datum das coordenadas WGS-84",NA,NA,NA,NA,NA,"2013","01","09","-52.049167","-31.005833",NA,NA
"147","2021-02-08 12:42:42-03","UFRGS","ICN","177282","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","326",NA,NA,NA,"América do Sul","Brasil","RS","Pantano Grande","BR-290","-52.4825","-30.205278","69","69",NA,"Subarbustos de até 1 m de altura.; Datum das coordenadas WGS-84",NA,NA,NA,NA,NA,"2013","01","09","-52.4825","-30.205278",NA,NA
"148","2021-02-08 12:42:42-03","UFRGS","ICN","177409","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Facco, MG","324","2013","03","19","América do Sul","Brasil","RS","Cambará do Sul","RS-020","-50.061389","-28.950278","900","900",NA,"Em vala com água na margem da estrada. Datum da coordenadas WGS-84",NA,NA,NA,NA,NA,"2014","05","13","-50.061389","-28.950278",NA,NA
"149","2021-02-08 12:42:42-03","UFRGS","ICN","178542","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Ely, CV","Silva Filho, PJS; Borges, R","1938","2014","01","15","América do Sul","Brasil","RS","Manoel Viana","Próximo ao Rio Miracatu","-55.338889","-29.597778",NA,NA,NA,"Subarbusto de flores amarelas; Em banhado",NA,NA,NA,NA,NA,"2014","07","28","-55.338889","-29.597778",NA,NA
"150","2021-02-08 12:42:42-03","UFRGS","ICN","177451","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","291","2013","01","14","América do Sul","Brasil","RS","Quevedos",NA,"-54.176389","-29.419722","329","329",NA,"Duplicata PEL; Flores 10-15 mm de diâmetro; Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2014","05","13","-54.176389","-29.419722",NA,NA
"151","2021-02-08 12:42:42-03","UFRGS","ICN","177453","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","300","2012","11","28","América do Sul","Brasil","RS","Encruzilhada do Sul",NA,"-52.868056","-30.626111","264","264",NA,"Flores ca. 17 mm de diâmentro. Pétalas com ápiculo de ca. 2 mm comprimento.; Datum da coordenadas WGS-84. Beira da estrada.",NA,NA,NA,NA,NA,"2014","05","13","-52.868056","-30.626111",NA,NA
"152","2021-02-08 12:42:42-03","UFRGS","ICN","177457","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C","320","2012","12","04","América do Sul","Brasil","RS","Jaquirana","Tainhas, Passo do S","-50.366389","-29.086389","811","811",NA,"Datum da coordenadas WGS-84",NA,NA,NA,NA,NA,"2014","05","13","-50.366389","-29.086389",NA,NA
"153","2021-02-08 12:42:42-03","UFRGS","ICN","177511","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","323","2012","11","05","América do Sul","Brasil","RS","Tapes","Próximo do Arroio Araçá","-51.419444","-30.523333","42","42",NA,"Datum da coordenadas WGS-84. Banhado.",NA,NA,NA,NA,NA,"2014","05","13","-51.419444","-30.523333",NA,NA
"154","2021-02-08 12:42:42-03","UFRGS","ICN","179349","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C","367","2014","10","11","América do Sul","Brasil","RS","Santo Antônio das Missões",NA,"-55.240278","-28.513611","192","192",NA,"Campo úmido na beira da estrada.",NA,NA,NA,NA,NA,"2014","10","16","-55.240278","-28.513611",NA,NA
"155","2021-02-08 12:42:42-03","UFRGS","ICN","182254","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","179","2012","11","29","América do Sul","Brasil","RS","Piratini","próximo da BR-392","-52.993333","-31.0775","223","223",NA,"Subarbustos com ca. 80 cm de altura e flores de 22-25 mm de diâmetro.; Vala na beira da estrada. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","08","-52.993333","-31.0775",NA,NA
"156","2021-02-08 12:42:42-03","UFRGS","ICN","182255","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","180","2012","11","08","América do Sul","Brasil","RS","Santa Vitória do Palmar",NA,"-52.873056","-33.070833","18","18",NA,"Inflorescências e carenas com tonalidades avermelhadas.; Vala alagada na beira da estrada. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","08","-52.873056","-33.070833",NA,NA
"157","2021-02-08 12:42:42-03","UFRGS","ICN","182256","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","181","2013","01","19","América do Sul","Brasil","RS","Cachoeira do Sul",NA,"-52.977222","-30.485556","309","309",NA,"Região muito ocupada pela monocultura de Pinus; Beira da estrada. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","08","-52.977222","-30.485556",NA,NA
"158","2021-02-08 12:42:42-03","UFRGS","ICN","182260","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","170","2012","11","06","América do Sul","Brasil","RS","Cristal","margem da BR-116","-51.985278","-30.964444","30","30",NA,"Subarbustos com até 50 cm de altura. Caule, inflorescências e algumas folhas com tonalidades muito avermelhadas.; Vala com água. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-51.985278","-30.964444",NA,NA
"159","2021-02-08 12:42:42-03","UFRGS","ICN","182262","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","171","2013","01","15","América do Sul","Brasil","RS","Unistalda","margem da BR-287","-55.189722","-29.047222","325","325",NA,"Subarbustos de até 1 m de altura com flores amarelas de ± 15 mm de diâmetro.; Banhado bem conservado na beira da estrada. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-55.189722","-29.047222",NA,NA
"160","2021-02-08 12:42:42-03","UFRGS","ICN","182264","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","172","2012","11","05","América do Sul","Brasil","RS","São Lourenço do Sul","Estrada da Camponesa (paralela à BR-116)","-51.991667","-31.293056","21","21",NA,"Subarbusto 60 cm de altura, densamente ramificado desde a base.; Campo na beira da estrada. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-51.991667","-31.293056",NA,NA
"161","2021-02-08 12:42:42-03","UFRGS","ICN","182266","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","173","2012","11","08","América do Sul","Brasil","RS","Santa Vitória do Palmar","margem da BR-471","-52.737222","-32.911667","14","14",NA,"Subarbustos densamente ramificados desde a base, com até 50 cm de altura. Flores amarelas com ca. 20 mm de diâmetro.; Vala com água. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-52.737222","-32.911667",NA,NA
"162","2021-02-08 12:42:42-03","UFRGS","ICN","182267","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Silva Filho, PJS; Menezes, L","174","2012","11","05","América do Sul","Brasil","RS","Tapes",NA,"-51.458889","-30.585556","81","81",NA,"Subarbustos densamente ramificados desde a base. Cortex esfoliante.; Banhado. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-51.458889","-30.585556",NA,NA
"163","2021-02-08 12:42:42-03","UFRGS","ICN","182269","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Schmidt-Silveira, F","540","2013","07","05","América do Sul","Brasil","RS","Piratini","margem da BR-293","-53.25","-31.616667","28","28",NA,NA,NA,NA,NA,NA,NA,"2013","11","06","-53.25","-31.616667",NA,NA
"164","2021-02-08 12:42:42-03","UFRGS","ICN","182274","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","carinatum","Hypericum carinatum","Griseb.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","176","2013","01","14","América do Sul","Brasil","RS","Quevedos","próximo à Tupanciretã","-54.098056","-29.351111","429","429",NA,"Flores amarelas de 17 mm de diâmetro.; Área úmida na beira da estrada. Datum da coordenadas WGS-84.",NA,NA,NA,NA,NA,"2013","11","06","-54.098056","-29.351111",NA,NA
