"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber"
"240","2020-10-14 10:03:09-03","FURB","FURB","22205","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Stival-Santos, A","2010","03","10","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5275","-27.7175","-48.5275000","-27.7175000","Florística IFFSC 8003 (Arbusto) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB31213","FURB31213","1965","226","226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-10-14 10:03:09-03","FURB","FURB","23231","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Gasper, AL de","2010","04","19","Korte, A.; Kniess, A.","2010","04","01","Brasil","Santa Catarina","Ascurra","Ilze Grande.","-49.3205556","-27","-49.3205556","-27.0000000","Florística IFFSC 634. Não foi encontrada a ficha de coletor.","FURB31206","FURB31206","2425","154","154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-10-14 10:03:09-03","FURB","FURB","23361","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Dreveck, S","2010","03","30","Dreveck, S.; Carneiro, F.E.","2010","03","30","Brasil","Santa Catarina","Timbó","Mundi Central.","-49.2294445","-26.8208334","-49.2294445","-26.8208334","Florística IFFSC 748 (Arbusto) Habitat: Floresta Ombrófila Densa; entorno do fragmento Habito: arbustiva; Fruto verde;","FURB31205","FURB31205","1879","268","268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-10-14 10:03:09-03","FURB","FURB","23497","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2010","04","07","Korte, A.; Kniess, A.","2010","04","07","Brasil","Santa Catarina","Ibirama","Caminho Moema.","-49.5894444","-26.9980555","-49.5894444","-26.9980555","Florística IFFSC 631 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arvoreta;","FURB31209","FURB31209","2569","503","503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-10-14 10:03:09-03","FURB","FURB","24050","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Verdi, M","2010","04","09","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","09","Brasil","Santa Catarina","Rio Fortuna","Rio Indaiá.","-49.0497222","-28.1694445","-49.0497222","-28.1694445","Florística IFFSC 146 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB31256","FURB31256","4281","229","229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-10-14 10:03:09-03","FURB","FURB","24156","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Oliveira, AA de","2010","05","05","Dreveck, S.; Carneiro, F.E.","2010","02","20","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.0516667","-26.4622222","-49.0516667","-26.4622222","Regeneração IFFSC 955 /N/20 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB31194","FURB31194","2122","219","219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-10-14 10:03:09-03","FURB","FURB","24181","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Gasper, AL de","2010","05","24","Dreveck, S.","2010","04","14","Brasil","Santa Catarina","Rodeio","Santa Clara.","-49.3208334","-26.8186111","-49.3208334","-26.8186111","Florística IFFSC 747 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arvoreta; Fruto verde;","FURB31212","FURB31212","2080","192","192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-10-14 10:03:09-03","FURB","FURB","24187","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Gasper, AL de","2010","05","04","Korte, A.; Kniess, A.","2010","04","13","Brasil","Santa Catarina","Witmarsum","Krauer Central.","-49.7705556","-26.9102778","-49.7705556","-26.9102778","Regeneração IFFSC 686 /S/17 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB31214","FURB31214","2712","439","439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-10-14 10:03:09-03","FURB","FURB","24235","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Verdi, M","2010","04","07","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","07","Brasil","Santa Catarina","Armazém","São José dos Macacos/Mineração.","-48.9594444","-28.2625","-48.9594444","-28.2625000","Florística IFFSC 123 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbustiva;","FURB31258","FURB31258","4225","412","412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-10-14 10:03:09-03","FURB","FURB","24568","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2010","01","27","Korte, A.; Kniess, A.","2010","01","27","Brasil","Santa Catarina","Mirim Doce",NA,"-50.1308334","-27.1802778","-50.1308334","-27.1802778","Florística IFFSC 508 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta;","FURB31255","FURB31255","2895","596","596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-10-14 10:03:09-03","FURB","FURB","24599","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2010","04","14","Korte, A.; Kniess, A.","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","Florística IFFSC 688 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB31215","FURB31215","2750","823","823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-10-14 10:03:09-03","FURB","FURB","24713","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Gasper, AL de","2010","05","10","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2010","04","23","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","Florística IFFSC e142b (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; Fruto verde;","FURB31259","FURB31259","1977","445","445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-10-14 10:03:09-03","FURB","FURB","24933","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Verdi, M","2010","05","05","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","05","05","Brasil","Santa Catarina","Santa Rosa de Lima","Nova Fátima.","-49.1369444","-28.0805556","-49.1369444","-28.0805556","Florística IFFSC 170 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB31193","FURB31193","4651","276","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-10-14 10:03:09-03","FURB","FURB","25052","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2010","04","29","Korte, A.; Kniess, A.","2010","04","29","Brasil","Santa Catarina","Agrolândia","Vila dos Koch.","-49.8622222","-27.4508333","-49.8622222","-27.4508333","Florística IFFSC 377 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB31266","FURB31266","2938","544","544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-10-14 10:03:09-03","FURB","FURB","25304","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Gasper, AL de","2010","05","24","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","05","Brasil","Santa Catarina","Balneário Camboriú","Entorno do Parque Interpraias.","-48.6","-27","-48.6000000","-27.0000000","Florística IFFSC 642 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB31244","FURB31244","2701","140","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-10-14 10:03:09-03","FURB","FURB","25450","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2010","05","28","Korte, A.; Kniess, A.","2010","05","07","Brasil","Santa Catarina","Pouso Redondo","Alto Pombinhas.","-50.0416666","-27.2705556","-50.0416666","-27.2705556","Florística IFFSC 457 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: arbusto;","FURB31267","FURB31267","3157","475","475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-10-14 10:03:09-03","FURB","FURB","26068","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2010","06","17","Korte, A.; Kniess, A.","2010","05","19","Brasil","Santa Catarina","Apiúna","Ribeirão Vinte.","-49.4108333","-27.09","-49.4108333","-27.0900000","Florística IFFSC 575 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB31192","FURB31192","3320","333","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-10-14 10:03:09-03","FURB","FURB","26706","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Oliveira, AA de","2010","06","24","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","05","25","Brasil","Santa Catarina","Praia Grande","Pedra Branca, PARNAs Aparados da Serra e Serra Geral.","-50.1297223","-29.2497222","-50.1297223","-29.2497222","Regeneração IFFSC 01 /L/64 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB27892","FURB27892 FURB27892_1","4751","466","466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-10-14 10:03:09-03","FURB","FURB","26737","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Dreveck, S","2010","06","29","Dreveck, S.","2010","06","16","Brasil","Santa Catarina","Rio dos Cedros","Alto Rio dos Cedros.","-49.32","-26.55","-49.3200000","-26.5500000","Florística IFFSC 906 (Arbusto) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração; interior do fragmento Habito: arbusto;","FURB31268","FURB31268","2279","890","890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-10-14 10:03:09-03","FURB","FURB","28668","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Verdi, M","2010","06","08","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","08","Brasil","Santa Catarina","Paulo Lopes","Espraiado/Parque Estadual da Serra do Tabuleiro.","-48.78","-27.99","-48.7800000","-27.9900000","Florística IFFSC 199 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB31239","FURB31239","4875","329","329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-10-14 10:03:09-03","FURB","FURB","29624","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","2010","03","19","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.32","-27.09","-49.3200000","-27.0900000","Florística IFFSC 576 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral","FURB31243","FURB31243","2268","358","358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-10-14 10:03:09-03","FURB","FURB","29628","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2010","08","15","Dreveck, S.; Carneiro, F.E.","2010","02","20","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.0516667","-26.4622222","-49.0516667","-26.4622222","Florística IFFSC 955 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto verde;","FURB31242","FURB31242","1777","219","219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-10-14 10:03:09-03","FURB","FURB","30110","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M",NA,NA,NA,"Korte, A.; Kniess, A.","2010","03","15","Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","-49.4100000","-27.0000000","Florística IFFSC 633 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; flor botão floral","FURB31235","FURB31235","2820","281","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-10-14 10:03:09-03","FURB","FURB","30127","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada.","-48.69","-28.08","-48.6900000","-28.0800000","Florística IFFSC 175 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB31230","FURB31230","4500","147","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-10-14 10:03:09-03","FURB","FURB","30339","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2010","06","29","Korte, A.; Kniess, A.","2010","06","29","Brasil","Santa Catarina","José Boiteux","Rio Platê.","-49.6805556","-26.8202778","-49.6805556","-26.8202778","Florística IFFSC 743 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva;","FURB31231","FURB31231","3912","394","394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-10-14 10:03:09-03","FURB","FURB","30464","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Oliveira, AA de","2010","10","14","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","Regeneração IFFSC 173 /S/115 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto;","FURB31229","FURB31229 FURB31229_1","5049","517","517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-10-14 10:03:09-03","FURB","FURB","31800","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2010","10","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","06","02","Brasil","Santa Catarina","Palhoça","Pedra Branca.","-48.6916666","-27.63","-48.6916666","-27.6300000","Florística IFFSC 318 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arvoreta; Fruto amarelado;","FURB31219","FURB31219","2975","65","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-10-14 10:03:09-03","FURB","FURB","31923","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2010","10","29","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","21","Brasil","Santa Catarina","Florianópolis","Vargem Grande.","-48.43","-27.4791667","-48.4300000","-27.4791667","Florística IFFSC e8005b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; Fruto verde;","FURB31228","FURB31228","2721","211","211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-10-14 10:03:09-03","FURB","FURB","32287","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Verdi, M","2010","08","14","Verdi, M.; Caglioni, E. & Martins, E.M.","2010","08","14","Brasil","Santa Catarina","Taió","Fazenda Tarumã I.","-50.1294445","-26.9994444","-50.1294445","-26.9994444",NA,"FURB31222","FURB31222","5313","808","808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-08 08:53:37-03","FURB","FURB","32365","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Uller, HF","2010","11","24","Uller, H.F.","2010","09","16","Brasil","Santa Catarina","Penha",NA,"-48.6416666","-26.7677778","-48.6416666","-26.7677778",NA,"FURB31221","FURB31221","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-11-08 08:53:37-03","FURB","FURB","32629","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Gasper, AL de","2010","11","26","Schmitt, J.L.","2010","10","20","Brasil","Santa Catarina","Rio dos Cedros","Palmeiras.","-49.3330556","-26.6202778","-49.3330556","-26.6202778",NA,"FURB31233","FURB31233","3122","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-10-14 10:03:09-03","FURB","FURB","32871","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2010","10",NA,"Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","-49.5900000","-28.6200000","Regeneração IFFSC 47 /L/42 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB31218","FURB31218","3013","479","479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-10-14 10:03:09-03","FURB","FURB","32889","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Verdi, M","2010","12","08","Verdi, M.","2010","12","08","Brasil","Santa Catarina","Rio dos Cedros","Rio Esperança.","-49.3305556","-26.6638889","-49.3305556","-26.6638889",NA,"FURB31234","FURB31234","5837","268","268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-10-14 10:03:09-03","FURB","FURB","34538","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Korte, A","2011","05","18","Korte, A.","2011","03","14","Brasil","Santa Catarina","Salete","Ribeirão Cipriano.","-50.04","-27","-50.0400000","-27.0000000","Florística IFFSC 626 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbusto;","FURB31220","FURB31220","1714","435","435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-11-08 08:53:37-03","FURB","FURB","35061","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Dreveck, S","2011","06","15","Dreveck, S.; Stival-Santos, A.","2011","04","05","Brasil","Santa Catarina","Vitor Meireles","Cachoeira do Forno.","-49.9186111","-26.8713889","-49.9186111","-26.8713889",NA,"FURB31191","FURB31191","2557","445","445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-10-14 10:03:09-03","FURB","FURB","36079","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2015","07","10","Carneiro, F.E.","2011","07","15","Brasil","Santa Catarina","Santa Rosa de Lima","PCH do Rio Chapéu - SC-431.","-49.1383333","-28.0702778","-49.1383333","-28.0702778","Área suprimida Habitat: Floresta Ombrófila Densa; Habito: arvoreta; Fruto verde;","FURB31188","FURB31188","40","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-10-14 10:03:09-03","FURB","FURB","36471","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Uller, HF","2011","04","04","Uller, H.F.","2011","04","04","Brasil","Santa Catarina","Blumenau","Campus I - FURB - rua Iguapé.","-49.0788889","-26.9052778","-49.0788889","-26.9052778",NA,"FURB31216","FURB31216","231","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-11-08 08:53:37-03","FURB","FURB","43087","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sobral, M","2015","07","10","Funez, L.A.","2013","12","12","Brasil","Santa Catarina","Rodeio","Morro do Ipiranga.","-49.3766667","-26.9016667","-49.3766667","-26.9016667",NA,"FURB31187","FURB31187","2456","239","239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-10-14 10:03:09-03","FURB","FURB","45414","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Oliveira, AA de","2015","01","12","Oliveira, A.A. de","2015","01","12","Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445","-49.8591667","-28.9794445","Regeneração IFFSC 15 /O/226","FURB31190","FURB31190","931","311","311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-10-14 10:03:09-03","FURB","FURB","46668","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Oliveira, AA de","2015","03","20","Oliveira, A.A. de","2015","03","20","Brasil","Santa Catarina","Santa Terezinha","Morro do Taió.","-50.04","-26.73","-50.0400000","-26.7300000","Regeneração IFFSC 796 /N/27 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; Fruto verde-claro;","FURB31189","FURB31189","1331","765","765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-10-14 10:03:09-03","FURB","FURB","46783","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Bonin Junior, P","2014","08","19","Silva, J.M.","2014","08","12","Brasil","Paraná","Guaratuba","descoberto, próximo à Baia de Guaratuba.","-48.7205556","-25.8983333","-48.7205556","-25.8983333",NA,"FURB31269","FURB31269","8595","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-10-14 10:03:09-03","FURB","FURB","52506","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Farias, D.M.","2017","02","01","Uller, H.F.; Klitzke, A.R; Bollmann, G.O.","2016","08","06","Brasil","Santa Catarina","Anitápolis","Rio das Pedras.","-49.14","-27.9","-49.1400000","-27.9000000","frutos imaturos verdes Habitat: APP de rio Habito: arvoreta","FURB52506","FURB52506","657","554","554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-10-14 10:03:09-03","FURB","FURB","54382","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Kassner-Filho, A.","2017","07","06","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","07","06","Brasil","Santa Catarina","Joinville",NA,"-48.96","-26.19","-48.9600000","-26.1900000","fruto imaturo Habitat: interior da U.A. Habito: árvore","FURB54382","FURB54382","667","240","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-10-14 10:03:09-03","FURB","FURB","54610","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Farias, D.M.","2017","08","25","Farias, D.M.","2017","08","19","Brasil","Santa Catarina","Ilhota","Morro do Baú.","-48.9433333","-26.8069444","-48.9433333","-26.8069444","frutos imaturos Habitat: borda do fragmento florestal Habito: arbusto","FURB54610","FURB54610","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-10-14 10:03:09-03","FURB","FURB","54675","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Kassner-Filho, A.","2017","08","22","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","08","21","Brasil","Santa Catarina","Palhoça","Pedra Branca.","-48.6916666","-27.63","-48.6916666","-27.6300000","fruto imaturo Habitat: interior da U.A. Habito: árvore","FURB54675","FURB54675","828","65","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-10-14 10:03:09-03","FURB","FURB","5660","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Sevegnani, L","2007","05","10","Verdi, M.; Stival-Santos, A.","2007","03","30","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889","Código: 3724.","FURB31232","FURB31232","838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-11-08 08:53:37-03","FURB","FURB","56756","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Funez, L.A.","2017","11","28","Funez, L.A.; Zermiani, A.E.","2017","11","26","Brasil","Santa Catarina","Ascurra","Cachoeira das Andorinhas.","-49.3105556","-27.0013889","-49.3105556","-27.0013889","Frutos verdes Habitat: Margem do rio Habito: Arbusto","FURB56756","FURB56756","6711","175","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-08 08:53:37-03","FURB","FURB","5881","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Grippa, CR","2006","06","19","Kalk, J.M.","2006","05","06","Brasil","Santa Catarina","Indaial","Morro Geisler.","-49.2230556","-26.8966666","-49.2230556","-26.8966666",NA,"FURB31195","FURB31195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-10-14 10:03:09-03","FURB","FURB","60630","PreservedSpecimen","Plantae","Meliaceae","Trichilia","pallens","Trichilia pallens","C.DC.","Kassner-Filho, A.","2018","09","06","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","09","06","Brasil","Santa Catarina","Balneário Camboriú",NA,"-48.6","-27","-48.6000000","-27.0000000","fruto imaturo Habitat: interior da unidade amostral Habito: arvoreta","FURB60630","FURB60630","3390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
