"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus"
"52","2020-11-04 11:13:21-03","ESALQ","ESA","26509","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Scaramuzza, C.A.M. ; Souza, V.C.","75.0","1989","04","08",NA,"Brasil",NA,NA,NA,"ESA026509","Magnoliophyta",NA,NA,"São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"Itararé",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:13:21-03","ESALQ","ESA","18087","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, V.C. et al.","7376.0","1994","11","14",NA,"Brasil",NA,NA,NA,"ESA018087","Magnoliophyta",NA,"Cham.","São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"Martins, A.B.","Itararé",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:13:21-03","ESALQ","ESA","50063","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Scaramuzza, C.A.M. et al.","1052.0","1993","04","22",NA,"Brasil",NA,NA,NA,"ESA050063","Magnoliophyta",NA,NA,"São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"Souza, V.C.","Itararé","ESA050063","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-31 13:40:25-03","MN","R","9356","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Glaziou, A.F.M.","8377","1868","03","07",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009356",NA,NA,"Cham.","São Paulo",NA,"-48.5099983215332","-22.1299991607666",NA,NA,"Almeda, F., Martins, A.B.","Bocaina","R000009356_001","18396","auto","2000",NA,NA,NA,NA,NA,NA,NA
"56","2019-02-15 11:45:37-02","IPA","IPA","87653","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Barbosa, E.; Cunha, E.M.; Barbosa, E.; Cunha, E.M.","5114","2006","10","13","Southern America","Brasil",NA,NA,"Ereta; flor purpúrea.; Campo limpo, levemente úmido.","IPA0087653","Plantae",NA,"Cham.","Paraná","estrada para o Parque do Cerrado, Pesqueiro.","-49.7057991027832","-24.2511005401611",NA,NA,"Hatschbach, G.","Jaguariaíva",NA,"44368","auto","2006",NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:46:05-03","UFMS","CGMS","49250","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","E. Barbosa; J. Cordeiro","1175","2006","02","14",NA,"Brasil",NA,NA,"Flor rosado-forte. Habitat: Campo limpo, úmido. Habito: Ereta.","CGMS1079192",NA,NA,"Cham.","Paraná","Cercado.","-50.0064010620117","-25.4293994903564",NA,NA,"G. Hatschbach","Palmeira",NA,"35166","auto","2006",NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:46:05-03","UFMS","CGMS","49194","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","J.M. Silva; E. Barbosa; C.B. Poliquesi","4443","2005","11","10",NA,"Brasil",NA,NA,"Flor purpúrea. Habitat: Campo limpo. Habito: Ereta.","CGMS1079135",NA,NA,"Cham.","Paraná","Fazenda Santa Rita.","-50.0064010620117","-25.4293994903564",NA,NA,"G. Hatschbach","Palmeira",NA,"35166","auto","2005",NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:46:05-03","UFMS","CGMS","49264","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","E. Barbosa; M.R.M. Santos; E.M.S. Moletta","867","2004","02","10",NA,"Brasil",NA,NA,"Flor rosada. Habitat: Campo limpo, depressão turfosa e úmida. Habito: Ereta. 0,30m de altura.","CGMS1079206",NA,NA,"Cham.","Paraná","Rio Lajeado.","-50.0064010620117","-25.4293994903564",NA,NA,"G. Hatschbach","Palmeira",NA,"35166","auto","2004",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-27 13:50:29-03","UFS","ASE","12617","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, JM; Ribas, O S","4649","2006","01","16","Southern America","Brasil",NA,NA,"Ereta, flor rosada. Afloramento de arenito.; Ereta, flor rosada. Afloramento de arenito.","ASE0024199","Magnoliophyta",NA,"Cham.","Paraná","Gruta do Monge","-49.4256","-25.4611",NA,NA,"Hatschbach, G","Lapa","ASE0024199",NA,NA,"2006",NA,NA,"-49.4256","-25.4611",NA,NA,NA
"61","2021-03-01 16:33:59-03","UNICAMP","UEC","25021","S","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Shepherd, GJ; Shepherd, SLK","12896","1981","09","08",NA,"Brazil",NA,NA,"Subarbusto de 40 cms, flores roxas. Estames amarelos, cor-de-vinho.; Alt. 1600 m.","UEC079458","Magnoliopsida",NA,"Naudin","São Paulo","Km 25 estr p/ faz. Pinheirinho. Campo ao lado do Rio Manbucaba.",NA,NA,NA,NA,"Martins, E","Serra da Bocaina","UEC079458",NA,NA,"1991","08",NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:18:19-03","UNICAMP","UEC","104897","S","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Freitas, L; San Martin-Gajardo, I","378","1998","04","22",NA,"Brazil",NA,NA,"Subarbusto de 0,5 a 1m., corola lilás avermelhado, anteras dos estames curtos e conectivos dos estames longos amarelo, anteras dos estames longos vermelhos, odor de rosa. Presença de frutos.","UEC157848","Magnoliopsida",NA,"Naudin","São Paulo","Campo de altitude.","-44.5699996948242","-22.6399993896484",NA,NA,"Martins, AB","São José do Barreiro","UEC157848","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:33:59-03","UNICAMP","UEC","104896","S","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Freitas, L; Sazima, M","207","1998","01","24",NA,"Brazil",NA,NA,"Corola rosa; filete e conectivo amarelos; anteras púrpura.","UEC079455","Magnoliopsida",NA,"Naudin","São Paulo","Campo de altitude na fazenda Pinherinho.","-44.5699996948242","-22.6399993896484",NA,NA,"Martins, AB","São José do Barreiro","UEC079455","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:34:06-03","UNICAMP","UEC","111885","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Nakajima, JN; Ressel, K; Guimarães, FG","1888","1996","07","09",NA,"Brazil",NA,NA,"subarbusto, ca. 0,3m. Cálice esverdeado. Corola rósea, nbase branca,. Filetes amarelados. Anteras avermelhadas. Esstilete creme.; campo rupestre.","UEC079029","Magnoliopsida",NA,"Cham.","Minas Gerais","Serra atrás da nascemtes do Ri São Francisco.",NA,NA,NA,NA,"Martins, AB","São Roque","UEC079029",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:34:06-03","UNICAMP","UEC","162997","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, VC; Yamamoto, K; Stehmann, JR; Dutilh, JHA","4815","1993","11","26",NA,"Brazil",NA,NA,"Arbusto, 50 cm alt., pétalas róseas, filetes alvos, anteras amarelas.; Campo alagável na beira do Rio Verde.","UEC019534","Magnoliopsida",NA,"Cham.","São Paulo","Estrada Itararé-Bonsucesso, Fazenda Ibiti (Ripasa).","-49.266667","-24.233333","1200","1200","Martins, AB","Itararé","UEC019534",NA,NA,"2013",NA,NA,"-49.266667","-24.233333",NA,NA,NA
"66","2021-03-01 16:34:06-03","UNICAMP","UEC","170781","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9830","2009","03","16",NA,"Brazil",NA,NA,"Wiry shrub to 0.3m tall. petals pale pink with a white U-shaped patch at the base. Large anthers maroon. Small anthers and appendages yellow. Locally common.; Disturbed Mata Atlântica vegetatin.","UEC059022","Magnoliopsida",NA,"Cham.","São Paulo","Roa from São José do Barreiro (SP-221) to the entrace of Parque Nacional Serra da Bocaina between Km24 and Km27.","-44.616389","-22.733056","1500","1500",NA,"São José do Barreiro","UEC059022",NA,NA,NA,NA,NA,"-44.616389","-22.733056",NA,NA,NA
"67","2021-03-01 16:34:06-03","UNICAMP","UEC","176082","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Barreto, KD; Fernandes, GD; Gouveia, J","2896","1994","08","16",NA,"Brazil",NA,NA,"Arbusto; frutos castanhos.","UEC023878","Magnoliopsida",NA,"Cham.","São Paulo","Estação experimental do IAC.","-49.215556","-24.283333",NA,NA,"Scaramuzza, CAMR","Itararé","UEC023878",NA,NA,"1994","12",NA,"-49.215556","-24.283333",NA,NA,NA
"68","2021-03-01 16:34:06-03","UNICAMP","UEC","176957","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Baumgratz, JFA; Mynssen, C; Pinheiro, FM; Meneguzzo, TEC; Ribeiro, R","1168","2011","10","06",NA,"Brazil",NA,NA,"Subarbusto ca. 70cm alt., prostrado; ramos castanhos-cinéreos quando adultos, os mais jovens verdes; folhas verdes discolores; capísulas do tipo ruptídio, maduras, castanhas.; Floresta Ombrófila Densa Alto-Montana, em encosta na margem","UEC023941","Magnoliopsida",NA,"Cham.","São Paulo","Parque Nacional da Serra da Bacaína, Lageado; Trilha da Cachoeira São Isidro.","-44.614972","-22.747556","1478","1478",NA,"São José do Barreiro","UEC023941",NA,NA,NA,NA,NA,"-44.614972","-22.747556",NA,NA,NA
"69","2021-03-01 16:34:06-03","UNICAMP","UEC","176957","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Baumgratz, JFA; Mynssen, C; Pinheiro, FM; Meneguzzo, TEC; Ribeiro, R","1168","2011","10","06",NA,"Brazil",NA,NA,"Subarbusto ca. 70cm alt., prostrado; ramos castanhos-cinéreos quando adultos, os mais jovens verdes; folhas verdes discolores; capísulas do tipo ruptídio, maduras, castanhas.; Floresta Ombrófila Densa Alto-Montana, em encosta na margem","UEC023941","Magnoliopsida",NA,"Cham.","São Paulo","Parque Nacional da Serra da Bacaína, Lageado; Trilha da Cachoeira São Isidro.","-44.614972","-22.747556","1478","1478",NA,"São José do Barreiro","UEC023941",NA,NA,NA,NA,NA,"-44.614972","-22.747556",NA,NA,NA
"70","2021-03-01 16:34:06-03","UNICAMP","UEC","177860","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7376","1994","11","14",NA,"Brazil",NA,NA,"subarbusto, até 40 cm alt.; pétalas róseas; filetes alvos; anterass amarelas. Banhado.; Campo natural com banhado e mata ciliar adjacentes.","UEC031108","Magnoliopsida",NA,"Cham.","São Paulo","Eatrada Itararé - Bonsuceso. Fazenda Santa Maria do Espinho.","-49.263056","-24.261667",NA,NA,NA,"Itararé","UEC031108",NA,NA,NA,NA,NA,"-49.263056","-24.261667",NA,NA,NA
"71","2021-03-01 16:34:06-03","UNICAMP","UEC","176789","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Almeda, F; Martins, AB; Belinello, R","9040","2005","09","14",NA,"Brazil",NA,NA,"Shrub 3 dm tall from thick woody caudex. All plants seen were fruiting. Locally common.","UEC023266","Magnoliopsida",NA,"Cham.","Minas Gerais","Serra da Canastra National Park. 22 km beyond the visitor center off road to Cachoeira Casca d'Anta parte alta.","-32.491667","-20.272944","1340","1340","Versiane, AFA","São Roque de Minas","UEC023266",NA,NA,"2016","03",NA,"-32.491667","-20.272944",NA,NA,NA
"72","2021-03-01 16:34:06-03","UNICAMP","UEC","75566","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Sillman, MS; Silva, SM; et al.","s.n.","1994","11","05",NA,"Brazil",NA,NA,"SUBARBUSTO DE FLORES ROXAS; Campo limpo, úmido próximo de lajeado.","UEC079025","Magnoliopsida",NA,"Cham.","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"Silva, SM","Jaguariaíva","UEC079025","44368","auto","1995","06","02",NA,NA,NA,NA,NA
"73","2021-03-01 16:34:04-03","UNICAMP","UEC","10398","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Shepherd, GJ; Andrade, JB","6158","1977","11","05",NA,"Brazil",NA,NA,"sub arbusto de 60cm, flores lilás escuro.; campo","UEC079027","Magnoliopsida",NA,"Cham.","Paraná","Estrada entre Ponta Grossa e Itararpe, km 203","-50.1618995666504","-25.0949993133545","1100","1100","Semir, J","Ponta Grossa","UEC079027","46557","auto","1978","02","15",NA,NA,NA,NA,NA
"74","2021-03-01 16:34:04-03","UNICAMP","UEC","103525","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Félix, LP; Laforge, A","s.n.","1996","04","05",NA,"Brazil",NA,NA,"Subarbusto, flores róseas.; Terrenos pedregosos e úmidos.","UEC050003","Magnoliopsida",NA,"Cham.","Paraná","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Martins, AB","Tibagi","UEC050003","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:34:06-03","UNICAMP","UEC","10400","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Gibbs, PE; Leitão Filho, HF; Semir, J","1744","1976","02","10",NA,"Brazil",NA,NA,"herbácea até 40cm. Flores rosadas.","UEC079031","Magnoliopsida",NA,"Cham.","São Paulo","15 km sul de Itararé.","-49.3400001525879","-24.1100006103516",NA,NA,"Martins, E","Itararé","UEC079031","27729","auto","1991","08",NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:34:06-03","UNICAMP","UEC","163000","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, VC; Yamamoto, K; Stehmann, JR; Dutilh, JHA","4740","1993","09","27",NA,"Brazil",NA,NA,"Arbusto, ca. 0,60m alt.; pétalas róseas , estames amarelos.; Campo natural atingido por fogo há 4 meses.","UEC019533","Magnoliopsida",NA,"Cham.","São Paulo","Fazenda Espinho.","-49.3400001525879","-24.1100006103516",NA,NA,"Martins, AB","Itararé","UEC019533","27729","auto","2013",NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:34:06-03","UNICAMP","UEC","104895","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Freitas, L; Sazima, M","209","1998","01","24",NA,"Brazil",NA,NA,"erva 50 cm, corola rsa; filete e conectivo amarelos, anteras púrpura.; Campo de Altitude.","UEC022903","Magnoliopsida",NA,"Cham.","São Paulo","Fazenda do Pinheirinho.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"São José do Barreiro","UEC022903","30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-06 09:56:23-03","UFOP","OUPR","6954","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.L.","s.n.","1997","12","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Cham.","Minas Gerais","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Sousa, H.C. de","Ouro Preto",NA,"44599","auto","1998","05","12",NA,NA,NA,NA,NA
"79","2020-10-14 10:02:45-03","FURB","FURB","4220","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Uhlmann, A.",NA,"2006","06","28",NA,"Brasil",NA,NA,NA,"FURB28987",NA,NA,"Cham.","Paraná","Parque Estadual do Cerrado.","-49.6966666","-24.2172223",NA,NA,"Uhlmann, A","Jaguariaíva","FURB28987",NA,NA,"2006","06","28","-49.6966666","-24.2172223",NA,NA,NA
"80","2020-10-14 10:02:45-03","FURB","FURB","3964","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Barbosa, E. & Poliquesi, C.B.","4443","2005","11","10",NA,"Brasil",NA,NA,NA,"FURB02209",NA,NA,"Cham.","Paraná","Fazenda Santa Rita.","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G","Palmeira","FURB02209","35166","auto","2005","12","01",NA,NA,NA,NA,NA
"81","2019-08-16 08:40:02-03","UTFPR","HCF","6783","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","M.G. Caxambu","2157","2008","04","20",NA,"Brasil",NA,NA,"subarbusto heliófito, com flores rosas e frutos imaturos verdes.",NA,NA,NA,"Cham.","PR","Rio dos Papagaios","-49.77625","-25.470944","962","962","J. Cordeiro & V.C. Martin","Palmeira",NA,NA,NA,"2010",NA,NA,"49°46'34,5 W","25°28'15,4 S",NA,NA,NA
"82","2019-08-16 08:40:02-03","UTFPR","HCF","15766","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","E.D. Lozano","1964","2013","11","27",NA,"Brasil",NA,NA,"arbusto, 50 cm, flores róseas, estames amarelos, campo limpo úmido.",NA,NA,NA,"Cham.","PR","Pousada Pirahy da Serra","-50.020278","-24.466944",NA,NA,"F.S. Meyer","Piraí do Sul",NA,NA,NA,"2013",NA,NA,"50°01'13 W","24°28'01 S",NA,NA,NA
"83","2019-08-16 08:40:02-03","UTFPR","HCF","25635","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","D.P. Saridakis",NA,"2002","07","19",NA,"Brasil",NA,NA,"arbusto 40 cm, flores rosa-choque. Em campo natural.",NA,NA,NA,"Cham.","PR","margem da PR-151, entre Piraí e Jaguaria",NA,NA,"1150","1150","D.A. Estevan","Joaquim Murtinho",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"84","2019-08-16 08:40:02-03","UTFPR","HCF","15672","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","E.D. Lozano","2446","2013","12","18",NA,"Brasil",NA,NA,"arbusto, 50 cm, flores róseas, campo semihidromórfico.",NA,NA,NA,"Cham.","PR","Parque Estadual de Vila Velha","-49.991944","-25.2475",NA,NA,"F.S. Meyer","Ponta Grossa",NA,NA,NA,"2014",NA,NA,"49°59'31 W","25°14'51 S",NA,NA,NA
"85","2019-08-16 08:40:02-03","UTFPR","HCF","13210","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","M.G. Caxambu","4953","2013","11","28",NA,"Brasil",NA,NA,"arbusto palustre, heliófito, ca. 0,70 m. Flores rosas.",NA,NA,NA,"Cham.","PR","Sítio Sete Quedas","-50.261722","-24.584028","1098","1098","F.S. Meyer","Tibagi",NA,NA,NA,"2017","08","19","50°15'42,2 W","24°35'02,5 S",NA,NA,NA
"86","2019-08-16 08:40:02-03","UTFPR","HCF","22740","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","A.I. Oliveira","2","2016","10","14",NA,"Brasil",NA,NA,"arbusto de aproximadamente 1 m de altura. Flores com pétalas cor de rosa.",NA,NA,NA,"Cham.","PR","Parque Estadual do Guartelá","-50.264","-24.40225",NA,NA,NA,"Tibagi",NA,NA,NA,NA,NA,NA,"50°15'50,4 W","24°24'08,1 S",NA,NA,NA
"87","2019-08-16 08:40:02-03","UTFPR","HCF","14123","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","J.M. Silva","5114","2006","10","13",NA,"Brasil",NA,NA,"ereta, flor púrpura. Campo limpo, levemente úmido.",NA,NA,NA,"Cham.","PR","estrada para o Parque do Cerrado,","-49.7057991027832","-24.2511005401611",NA,NA,"G. Hatschbach","Jaguariaíva",NA,"44368","auto","2006",NA,NA,NA,NA,NA,NA,NA
"88","2019-08-16 08:40:02-03","UTFPR","HCF","15828","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","E. Barboza","1175","2006","02","14",NA,"Brasil",NA,NA,"ereta, flor rosado-forte. Campo limpo, úmido",NA,NA,NA,"Cham.","PR","Cercado","-50.0064010620117","-25.4293994903564",NA,NA,"G. Hatschbach","Palmeira",NA,"35166","auto","2006",NA,NA,NA,NA,NA,NA,NA
"89","2019-08-16 08:40:02-03","UTFPR","HCF","5147","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","J.M. Silva","4443","2005","11","10",NA,"Brasil",NA,NA,"ereta, flor purpúrea. Campo limpo.",NA,NA,NA,"Cham.","PR","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,"G. Hatschbach","Palmeira",NA,"35166","auto","2005",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-16 08:40:02-03","UTFPR","HCF","1541","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","M.G. Caxambu","605","2004","11","07",NA,"Brasil",NA,NA,"Arbusto ramificado, lenhoso. Flores rosas no ápice dos ramos.",NA,NA,NA,"Cham.","PR","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"R. Goldenberg","Palmeira",NA,"35166","auto","2005","04","12",NA,NA,NA,NA,NA
"91","2019-08-16 08:40:02-03","UTFPR","HCF","16984","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","V.F. Kinupp","652","1997","07","26",NA,"Brasil",NA,NA,"erva 70 cm; frutos avermelhados; próximo ao córrego; campo rupestre.",NA,NA,NA,"Cham.","PR","300 m após Viaduto Joaquim Murtinho;","-49.948600769043","-24.5261001586914",NA,NA,"I.A. Pacheco","Piraí do Sul",NA,"37171","auto","2014","07","23",NA,NA,NA,NA,NA
"92","2020-06-29 09:31:05-03","UFRRJ","RBR","46318","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","J.F.A. Baumgratz; M.G. Bovini, M. Nadruz","1363","2014","06","04",NA,"Brasil",NA,NA,NA,"RBR00046318",NA,NA,"Cham.","São Paulo","Na Zona de Amortecimento do Parque Nacional da Serra da Bocaina.","-44.625","-22.721389","1557","1557","J.F.A. Baumgratz","São José do Barreiro","RBR00046318",NA,NA,"2014","07",NA,"44º37'30''W","22º43'17''S",NA,NA,NA
"93","2020-06-29 09:31:05-03","UFRRJ","RBR","127","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Brito","s.n.","1916","00","00",NA,"Brasil",NA,NA,NA,"RBR00000127",NA,NA,"Cham.","Paraná","Campos em Aguadas","-49.948600769043","-24.5261001586914",NA,NA,"A.C. Brade","Piraí do Sul",NA,"37171","auto","1947",NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:34:08-03","MBM","MBM","235420","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Souza, V.C.; et al.; et al.","20999",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM235420",NA,NA,"Naudin","Minas Gerais","Rodovia para Curvelo","-43.6002998352051","-18.2493991851807",NA,NA,"Souza, J.P.","Diamantina","MBM235420","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:34:10-03","MBM","MBM","308149","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kozera, C.; et al.; et al.","2165","2005","05","11","Southern America","Brazil",NA,NA,NA,"MBM308149",NA,NA,"Cham.","Paraná","Ponte dos Arcos","-49.6356010437012","-25.5839004516602",NA,NA,"Goldenberg, R.","Balsa Nova","MBM308149","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:34:10-03","MBM","MBM","290797","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Longhi-Wagner, H.M.; et al.; et al.","8979","2004","01","15","Southern America","Brazil",NA,NA,NA,"MBM290797",NA,NA,"Cham.","Paraná","Estrada para o Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"Hatschbach, G.","Jaguariaíva","MBM290797","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:34:10-03","MBM","MBM","313067","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","4649","2006","01","16","Southern America","Brazil",NA,NA,NA,"MBM313067",NA,NA,"Cham.","Paraná","Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,NA,"Hatschbach, G.","Lapa","MBM313067","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:34:10-03","MBM","MBM","389296","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Felitto, G.; Lozano, E.D.; Lozano, E.D.","535","2013","03","14","Southern America","Brazil",NA,NA,"Subarbusto de 50cm; flores róseas. Unicata.; Beira de córrego, em meio a Pinus sp.","MBM389296",NA,NA,"Cham.","Paraná","Fazenda Boiada","-50.0064010620117","-25.4293994903564",NA,NA,"Meyer, F.S.","Palmeira","MBM389296","35166","auto","2013","03",NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:34:10-03","MBM","MBM","387688","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1908","2013","11","26","Southern America","Brazil",NA,NA,"Arbusto, 30 cm, flores róseas, estames amarelos, campo seco.; Campos Gerais","MBM387688",NA,NA,"Cham.","Paraná","Estrada para o Rio São João, Alto Carambeí","-50.123083","-25.906028",NA,NA,"Meyer, F.S.","Carambeí","MBM387688",NA,NA,"2013",NA,NA,"-50.123083","-25.906028",NA,NA,NA
"100","2020-12-21 16:34:10-03","MBM","MBM","385833","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Larocca, P.; Felitto, G.; Canestraro, B.K.; Lozano, E.D.; Felitto, G.; Canestraro, B.K.; Lozano, E.D.","81","2013","03","09","Southern America","Brazil",NA,NA,"Herbácea, 30 cm, flores rosas, estames amarelos.; Afloramento rochoso.","MBM385833",NA,NA,"Cham.","Paraná","Fazenda Pinheirinho","-50.272817","-24.63215","1092","1092","Barboza, E.; Larocca, P.","Tibagi","MBM385833",NA,NA,"2013",NA,NA,"-50.272817","-24.63215",NA,NA,NA
"101","2020-12-21 16:34:10-03","MBM","MBM","385833","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Larocca, P.; Felitto, G.; Canestraro, B.K.; Lozano, E.D.; Felitto, G.; Canestraro, B.K.; Lozano, E.D.","81","2013","03","09","Southern America","Brazil",NA,NA,"Herbácea, 30 cm, flores rosas, estames amarelos.; Afloramento rochoso.","MBM385833",NA,NA,"Cham.","Paraná","Fazenda Pinheirinho","-50.272817","-24.63215","1092","1092","Barboza, E.; Larocca, P.","Tibagi","MBM385833",NA,NA,"2013",NA,NA,"-50.272817","-24.63215",NA,NA,NA
