"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","individualCount","fieldNumber"
"54","2021-02-08 12:53:37-03","UFRGS","ICN","150413","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"Zanin, A; et al.","2006","03","08","Brasil","SC","Urubici","-49.3375","-27.9475","-49.3375","-27.9475","1508","1508",NA,NA,"Monocotyledon",NA,"855","América do Sul","Campo dos Padres em direção ao Morro Boa Vista",NA,"Doação Herbário FLOR.; Campo com gado.",NA,NA,NA,NA,NA,NA,NA
"55","2021-02-08 12:53:37-03","UFRGS","ICN","150417","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"Zanin, A; et al.","2006","03","08","Brasil","SC","Urubici","-49.3375","-27.9475","-49.3375","-27.9475","1508","1508",NA,NA,"Monocotyledon",NA,"859","América do Sul","Campo dos Padres em direção ao Morro Boa Vista",NA,"Doação Herbário FLOR.; Campo com gado.",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:53:37-03","UFRGS","ICN","067787","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Boechat, S","1987","Valls, J","1985","04","17","Brasil","MS","Jardim","-56.1380996704102","-21.4803009033203",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"8552","América do Sul",NA,NA,NA,NA,NA,"79469","auto",NA,NA,NA
"57","2021-02-08 12:53:37-03","UFRGS","ICN","063088","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Longhi-Wagner, HM","1985","Arzivenco, L","1979","02","16","Brasil","RS","Esmeralda","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"592","América do Sul",NA,NA,NA,"06",NA,"38649","auto",NA,NA,NA
"58","2021-02-08 12:53:37-03","UFRGS","ICN","067682","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Boldrini, I","1986","Garcia, A","1986","03","21","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul","Estação Experimental Agronômica.",NA,"Em potreiro, raro.",NA,NA,"28343","auto",NA,NA,NA
"59","2021-02-08 12:53:37-03","UFRGS","ICN","064085","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Boechat, S","1987","Valls, J; Coradin, L; Burson","1979","01",NA,"Brasil","SC","Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"4469","América do Sul","2 Km de Bom Jardim da Serra, na cascata da Barrinha.",NA,NA,"02",NA,"32577","auto","16",NA,NA
"60","2021-02-08 12:53:37-03","UFRGS","ICN","064084","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Boechat, S","1987","Valls, J; Coradin, L; Burson","1979","01","15","Brasil","SC","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"4460","América do Sul","13 Km E de Cruzeiro, na estrada para Bom Jardim da Serra.",NA,"Estéril.","06",NA,"48290","auto","02",NA,NA
"61","2021-02-08 12:53:37-03","UFRGS","ICN","064086","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman",NA,NA,"Valls, J","1967","03","18","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"297","América do Sul","Estação Experimental Agronomia UFRGS. Setor de forrageiras.",NA,NA,NA,NA,"28343","auto",NA,NA,NA
"62","2021-02-08 12:53:37-03","UFRGS","ICN","067802","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Boechat, S","1987","Valls, J","1986","03","19","Brasil","RS","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"9843","América do Sul",NA,NA,NA,NA,NA,"25060","auto",NA,NA,NA
"63","2021-02-08 12:53:37-03","UFRGS","ICN","118483","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Longhi-Wagner, HM",NA,"Boldrini, II; et al.","1993","03","26","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"1048","América do Sul","Morro da Polícia",NA,NA,NA,NA,"29946","auto",NA,NA,NA
"64","2021-02-08 12:53:37-03","UFRGS","ICN","111155","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Longhi-Wagner, HM","1996","Hoehne, W","1949","02","28","Brasil","SP","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"3009","América do Sul","Via Anhanguera, Km 30.",NA,"Campo.","06",NA,"53584","auto","20",NA,NA
"65","2020-05-19 11:38:58-03","FEPAGRO","BLA","2410","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchelii","Gymnopogon burchelii","(Munro ex Döll) Ekman","S. Boechat","1987","V. Fagundes","1962","03","08","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"BLA002410",NA,"Spermatophyta",NA,NA,NA,"Estação Experimental Agronômica - UFRGS",NA,"Habitat: Parte baixa","06",NA,"28343","auto","02",NA,NA
"66","2021-02-18 17:09:07-03","FEPAGRO","BLA","2076","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchelii","Gymnopogon burchelii","(Munro ex Döll) Ekman","S. Boechat","1987","O. R. Camargo","1956","02","28","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"BLA002076",NA,"Spermatophyta",NA,NA,NA,"Estação Experimental de Silvicultura",NA,"Habitat: No campo","06",NA,"37819","auto","02",NA,NA
"67","2020-05-19 11:38:58-03","FEPAGRO","BLA","2897","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchelii","Gymnopogon burchelii","(Munro ex Döll) Ekman","S. Boechat","1987","V. Fagundes","1962","03","12","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"BLA002897",NA,"Spermatophyta",NA,NA,NA,"Estrada para Canela",NA,"Habitat: Beira da estrada","06",NA,"76715","auto","02",NA,NA
"68","2020-05-19 11:38:58-03","FEPAGRO","BLA","177","PreservedSpecimen","Plantae","Poaceae","Gymnopogon","burchelii","Gymnopogon burchelii","(Munro ex Döll) Ekman","S. Boechat","1987","K. H. Mohrdieck",NA,NA,NA,"Brasil","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"BLA000177",NA,"Spermatophyta",NA,"3",NA,NA,NA,"Data de Coleta: 01/1951.Habitat: Em campo natural","06",NA,"63451","auto","02",NA,NA
"69","2019-11-21 10:15:38-03","IBt","SP","412457","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Shirasuna, RT","2009","Shirasuna, RT; et al.","2009","03","25","Brasil","São Paulo","São José do Barreiro","-44.614917","-22.720333","-44.614917","-22.720333","1544","1544","SP045403","SP045403",NA,NA,"2298",NA,"Serra da Bocaina, Trilha para o Pico da Bacia.",NA,NA,"04",NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:15:38-03","IBt","SP","488094","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Filgueiras, TS; Shirasuna, RT","2014","Shirasuna, RT","2014","02","17","Brasil","São Paulo","Guarulhos","-46.424806","-23.390472","-46.424806","-23.390472","795","795",NA,NA,NA,NA,"3186",NA,"Lote 6 OEA 604",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:15:38-03","IBt","SP","105965","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Longhi Wagner, HM","1996","Hatschbach, G","1953","02","15","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"SP045402","SP045402",NA,NA,"3010",NA,"R$incão.",NA,NA,"01",NA,"45291","auto","30",NA,NA
"72","2019-11-21 10:15:38-03","IBt","SP","161451","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Davidse, G","2000","Davidse, G; D'Arcy, WG","1976","03","10","Brasil","Santa Catarina","Santa Cecília","-50.4268989562988","-26.9608001708984",NA,NA,"1250","1250","SP045404","SP045404",NA,NA,"11081",NA,"21 km NE of Santa Cecília along Highway BR 116 to Curitiba",NA,NA,NA,NA,"37034","auto",NA,NA,NA
"73","2019-11-21 10:15:38-03","IBt","SP","10093","S","Plantae","Poaceae","Gymnopogon","burchellii","Gymnopogon burchellii","(Munro ex Döll) Ekman","Boechat, SC","1987","Usteri, A","1907","03","17","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP045401","SP045401",NA,NA,"s.n.",NA,"Jaraguá.",NA,NA,"06",NA,"53584","auto","02",NA,NA
