"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount"
"46","2008-05-27 22:02:00-03","MO","MOBOT","3317398","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","BRADE","BRADE 20303","1950","5",NA,"South America","Brazil","Rio de Janeiro","Estado do Rio - Statiaia - Agullias.",NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,NA,"Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2011-08-17 13:55:00-03","MO","MOBOT","3628419","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych","Schuettpelz 1443","2010","1","20","South America","Brazil","Rio de Janeiro","Itatiaia. Serra da Mantiqueira: Itatiaia National Park (upper portion), off Estrada do Parque Nacional (BR-485), SE of ranger station and microwave tower, in Planalto do Itatiaia.","-44.6813889","-22.3847222","2410.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2011-08-17 13:55:00-03","MO","MOBOT","3628425","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych","Schuettpelz 1463","2010","1","23","South America","Brazil","São Paulo","Pindamonhangaba. Serra da Mantiqueira: SE of Campos do Jordão, off of unnamed road between Gustavo Biagione and Pico do Itapeva, just below summit.","-45.5238889","-22.7677778","1855.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2019-06-17 16:13:00-03","MO","MOBOT","101136568","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Fernando B. Matos|et al.","Matos 2210","2013","2","12","South America","Brazil","Rio de Janeiro","Serra da Mantiqueira, Parque Nacional do Itatiaia, trilha para o Pico das Agulhas Negras Campo de altitude.","-44.6716667","-22.3841666","2410.00000000",NA,NA,NA,NA,NA,"Itatiaia",NA,"F. B. Matos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2011-08-17 13:55:00-03","MO","MOBOT","3628518","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych","Schuettpelz 1447","2010","1","20","South America","Brazil","Rio de Janeiro","Itatiaia. Serra da Mantiqueira: Itatiaia National Park (upper portion), off Estrada do Parque Nacional (BR-485).","-44.7452777","-22.3661111","1990.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2020-07-15 14:43:36-03","UNESP-RC","HRCB","65122","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Grupo Azul",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Parte alta do PARNA Itatiaia","-44.703341","-22.373198","2367","2367",NA,NA,NA,NA,"Itatiaia",NA,"A. Salino",NA,NA,NA,"44°42'12.0276W","22°22'23.5122S",NA,NA,NA,NA,NA,NA
"52","2016-02-10 11:11:58-02","F","FMNH-PTERIDOPHYTES","C0659814F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","L. B. Smith","1758","1929","1","8","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"C0659814F","C0659814F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA
"53","2016-01-26 14:11:05-02","F","FMNH-PTERIDOPHYTES","C0659824F","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","R. M. Tryon","6717","1965","11","5","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"C0659824F","C0659824F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2420957","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","J. E. Leite","3876","1946","1",NA,"South America - Neotropics","Brazil","São Paulo","Campos do Jordas (Morro Itapera). Est. S. Paulo.",NA,NA,"2000",NA,NA,NA,"US01498009","US01498009_01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"55","2020-09-12 05:00:02-03","US","US","1497980","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","L. Smith","1758","1929","1","8","South America - Neotropics","Brazil","Rio de Janeiro","Open summit, Mt. Itatiaya, Estação Biologica, near Rio Campo Bello.","-44.68","-22.42","2000","2300",NA,NA,"US01912903","US01912903_01",NA,NA,"Yesilyurt, J. C.",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"56","2020-09-12 05:00:02-03","US","US","2687808","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","G. Eiten & L. T. Eiten","6550",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Municipio de Resende, Itatiaia National Park, Planalto of Mt. Itatiaia. One half km N of shelter house, Abrigo de Reboucas, in valley leading to the rock outcrop, Pedra do Altar.","-41.692","-22.425","2350",NA,NA,NA,"US01912904","US01912904_01",NA,NA,"Yesilyurt, J. C.",NA,NA,NA,"41° 41-42' W","22° 25-26' S","Pteridophyte",NA,NA,NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","762614","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","J. N. Rose & P. G. Russell","20503","1915","7","26","South America","Brazil",NA,"Vicinity of Itatiaya",NA,NA,"2300","2700",NA,NA,"US01912902","US01912902_01",NA,NA,"Yesilyurt, J. C.",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","532381","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","P. K. Dusén","1135",NA,NA,NA,"South America","Brazil",NA,"Bras.: Serra do Itatiaia, Ratiro. [interpreted]",NA,NA,NA,NA,NA,NA,"US01498010","US01498010_01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"59","2021-03-15 18:29:34-03","USP","SPF","212838","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Lytoneuron","itatiaiense","Lytoneuron itatiaiense","(Fée) Yesilyurt","Fiaschi, P","3838","2012","01","12",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Estrada para o Abrigo Rebouças.","-44.706889","-22.372861","2347","2347",NA,"Erva terrestre rizomatosa. Frondes com esporângios passando de verde-claros a castanhos. Amostra em sílica-gel.; Floresta Ombrófila Densa Montana (Mata Atlântica). Em barranco úmido com pedras e gramíneas.","SPF00212838",NA,"Resende",NA,"Smith-Braga, NS","2018","03",NA,"-44.706889","-22.372861",NA,NA,NA,NA,NA,NA
"60","2019-05-06 12:01:55-03","UFU","HUFU","1601","S","Plantae",NA,NA,"Pteridaceae","Doryopteris","itatiaiensis","Doryopteris itatiaiensis","(Fée) Christ","Ranal, M.","221","1981","11","16",NA,"Brasil","Rio de Janeiro","Itamonte MG","-44.4467010498047","-22.468900680542",NA,NA,NA,"mata pluvial montana.","HUFU00054826","HUFU00054826","Rezende",NA,"Ranal, M.","1992","08",NA,NA,NA,NA,"36089","auto",NA,NA,NA
