"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount"
"47","2020-09-12 05:00:02-03","US","US","3239045","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"W. W. Thomas, J. R. Pirani, R. Mello-Silva & J. Fernandes","5946","1988","2","13","South America - Neotropics","Brazil","Minas Gerais",NA,"Mun. Joaquim Felício, Serra do Cabrál, hills above Joaquim Felício, along or near road to TV tower, rocky cerrado and transition to campo rupestre, on slope","-44.2","-17.75",NA,NA,NA,NA,"US01765446","US01765446_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"48","2020-09-12 05:00:02-03","US","US","3422826","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","73607","2002","8","19","South America - Neotropics","Brazil","Minas Gerais",NA,"Ligação da Rod. BR-135 a Curimataí, entre km 25-30 (mun. Buenópolis), campo rupestre; solo arenoso",NA,NA,NA,NA,NA,NA,"US01765450","US01765450_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"49","2020-09-12 05:00:02-03","US","US","3409976","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"G. Hatschbach, A. Schinini & J. M. Silva","64713","1996","4","14","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral, subida (mun. Joaquim Felício), capítulo amarelo, Campo rupestre",NA,NA,"900",NA,NA,NA,"US01765449","US01765449_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"50","2020-09-12 05:00:02-03","US","US","3363293","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","64280","1996","1","17","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral (mun. Joaquim Felício), Capítulos amarelos, campo rupestre",NA,NA,NA,NA,NA,NA,"US01765445","US01765445_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"51","2020-09-12 05:00:02-03","US","US","3373546","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"J. R. Pirani, A. Marcato, R. C. Forzza, A. Rapini & M. Meguro","3889",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Mun. Joaquim Felício, Serra do Cabral, Estrada para Várzea da Palma, pelo alta da Serra, campo rupestre","-44.1969","-17.6918","940",NA,NA,NA,"US01765454","US01765454_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"52","2020-09-12 05:00:02-03","US","US","3377118","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","67198","1997","11","17","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral, Córrego Imbalaçaia (Mun. Joaquim Felício), capítulo amarelo, Campo rupestre",NA,NA,NA,NA,NA,NA,"US01765453","US01765453_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"53","2020-09-12 05:00:02-03","US","US","2709212","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.","Isotype","H. S. Irwin, S. F. Fonsêca, R. Souza, R. G. P. Santos & J. F. Ramos","27007","1970","3","6","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral, E of Joaquim Felicio.",NA,NA,"1000","1000",NA,NA,"US00385797","US00385797_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"54","2020-09-12 05:00:02-03","US","US","3692240","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"B. Loeuille, L. M. Borges & M. T. C. Watanabe","620","2012","4","26","South America - Neotropics","Brazil","Minas Gerais",NA,"Joaquim Felicio: Serra do Cabral. Estrada Joaquim Felicio- Varzea da Palma, a 7 - 8.7 km de Joaquim Felicio.","-44.1922","-17.7084","1023",NA,NA,NA,"US01311634","US01311634_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"55","2020-09-12 05:00:02-03","US","US","3407292","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","72062","2001","5","5","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral (Mun. Joaquim Felício), Campo rupestre, solo arenoso",NA,NA,"950","1000",NA,NA,"US01765447","US01765447_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"56","2020-09-12 05:00:02-03","US","US","3407284","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","72251","2001","5","20","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral, Agroindustrial Serra do Cabral (Mun. Varzea de Palma) Campo supestre",NA,NA,NA,NA,NA,NA,"US01765448","US01765448_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"57","2020-09-12 05:00:02-03","US","US","3429501","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","66254","1977","3","14","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Cabral, Córrego Imbalaçaia (Mun. Joaquim Felício), capítulo amarelo, Campo rupestre",NA,NA,NA,NA,NA,NA,"US01765452","US01765452_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"58","2019-11-13 11:15:58-03","USP","SPF","214911","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Loeuille, B","620","2012","04","26",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Joaquim Felício#?#Várzea da Palma, 7-8,7 km de Joaquim Felício.","-44.192194","-17.708361","1023","1023",NA,NA,"SPF00214911",NA,"-44.192194","-17.708361","Loeuille, B","2014",NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:11:03-03","UEFS","HUEFS","39823","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.","Tipo","Hatschbach, G.","64280","1996","01","17",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Campo rupestre, solo arenoso.","HUEFS0039823",NA,NA,NA,NA,NA,NA,NA,"37503","auto","Asteranae",NA
"60","2020-11-12 16:58:13-03","UEL","FUEL","31601","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Hatschbach, G; Hatschbach, M; Barbosa, E","72062","2001","10","05",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"FUEL018017",NA,NA,NA,"Robinson, H",NA,NA,NA,"37503","auto",NA,NA
"61","2019-11-01 14:53:09-03","UnB","UB","123332","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","Robinson",NA,"Hatschbach, G","64713","1996","04","14","Southern America","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Capítulo amarelo.; Subarbusto 0,7m.; Campo rupestre",NA,NA,NA,NA,"Robinson, H","2001",NA,NA,"37503","auto",NA,NA
"62","2019-11-01 14:53:09-03","UnB","UB","8851","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","Robinson","holotype","Irwin, HS; Fonsêca, SF; Souza, R; Santos, RR","27007","1970","03","06","Southern America","Brasil","Minas Gerais",NA,"Immediately E of Joaquim Felício",NA,NA,"1000","1000",NA,"Raio amarelo; disco marrom amarelado.; SubArbusto 1m. Flor amarela; Campo e cerrado esparso.","UB0036806","UB0036806",NA,NA,"Santos, JUM",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 14:53:09-03","UnB","UB","123331","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","Robinson",NA,"Hatschbach, G","67528","1998","03","08","Southern America","Brasil","Minas Gerais","Buritizeiro","Rod. BR-365, Chapada dos Gerais","-44.9622001647949","-17.3511009216309",NA,NA,NA,"Capítulo amarelo.; Sublenhosa 1m.; Cerrado",NA,NA,NA,NA,"Bueno, VR","2019","03",NA,"88041","auto",NA,NA
"64","2019-05-06 11:52:27-03","UFU","HUFU","24932","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Nakajima, J.N.; Romero, R.","3110","2001","04","01",NA,"Brasil","Minas Gerais","Joaquim Felício","Estrada para Serra do Cabral, Cerca de 12km NE da cidade.","-44.191944","-17.7075","1045","1045",NA,"Subarbusto, ca. 1,5 m. Brácteas involucrais esverdeadas, ápice marrom, corola e ramos do estilete amarelos, anteras enegrescidas.; Campo rupestre, solo litólico.","HUFU00042485","HUFU00042485","-44.191944","-17.7075","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA
"65","2019-05-06 11:52:27-03","UFU","HUFU","56658","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Souza, V.C.; Souza, J.P.","22029","1999","03","13",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.191667","-17.708056",NA,NA,NA,"Erva, brácteas involucrais com ápice vinho, flores amarelas.; Campo arenoso em topo de morro, com trechos alagáveis e campo rupestre adjacente.","HUFU00042490","HUFU00042490","-44.191667","-17.708056","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA
"66","2019-05-06 11:52:30-03","UFU","HUFU","58573","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Quaresma, A.S.; Costa, F.N.; Araújo, I.M.; Silva, B.G. & Andrino, C.O.","32","2009","12","10",NA,"Brasil","Minas Gerais","Buenópolis","Parque Estadual Serra do Cabral","-44.253889","-13.7225","1099","1099",NA,"Arbusto, ca. 1,3 m alt. brácteas involucrais verde claro com ápice verde escuro, corola e estigma amarelos, anteras nigrescentes.; Afloramento rochoso, solo arenoso, próximo ao curso d'água.","HUFU00042486","HUFU00042486","-44.253889","-13.7225","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA
"67","2019-05-06 11:52:30-03","UFU","HUFU","58571","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Franco, I.M.; Cruz, A.C.R.","20","2009","10","22",NA,"Brasil","Minas Gerais","Diamantina","Campus II da UFVJM, Descendo ao lado esquerdo da estrada de terra atrás do Apiário.","-43.581944","-18.196944","1326","1326",NA,"Arvoreta, ca. 1 m alt. Folhas comente no ápice dos ramos. Corola e estigma amarelo, anteras pretas.; Campo rupestre.","HUFU00042494","HUFU00042494","-43.581944","-18.196944","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA
"68","2019-05-06 11:52:30-03","UFU","HUFU","58766","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Quaresma, A.S.; Franco, I.M.","21","2009","11","17",NA,"Brasil","Minas Gerais","Diamantina","Campus JK da UFVJM, Trilha atrás do apiário","-43.542778","-18.177778","1360","1360",NA,"Arbusto ca. de 1,2 m. alt. anteras nigrescentes, estigama amarelo.","HUFU00042492","HUFU00042492","-43.542778","-18.177778","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA
"69","2019-05-06 11:52:30-03","UFU","HUFU","56832","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Pott, V.J.; Pott, A.","8755","2006","02","09",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Rodeio, Cerca de 700m da sede (fundos).","-55.151944","-19.739722","450","450",NA,"Erva anfíbia, ca. 1 m. Flor amarela.; Borda de córrego temporário. Solo argilo-siltoso. Relevo levemente inclinado.","HUFU00042493","HUFU00042493","-55.151944","-19.739722","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA
"70","2019-05-06 11:52:30-03","UFU","HUFU","72500","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Romero, R.; Versinae, A.F.A.; Oliveira, L.F.A.; Castro, M.S. & Caetano, A.P.","8874","2016","06","17",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Morro da antena de televisão. Subida da Serra cerca de 17km de Joaquim Felício","-44.2725","-17.699722","1141","1141",NA,"Arbusto, cerca de 1m. Brácteas involucrasi, corola e ramos de estilete amarelos.; Campo rupestre","HUFU00060174","HUFU00060174","-44.2725","-17.699722","Marques, D.; Bueno, V.R.","2017","03",NA,NA,NA,NA,NA
"71","2019-05-06 11:52:30-03","UFU","HUFU","72549","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","118","2016","06","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Real, a 9 km de Joaquim Felício.","-44.193889","-17.693611","917","917",NA,"Subarbusto ca. 1,0 m de alt., brácteas involucrais com ápice vináceo, capítulos com flores amarelas, ramos do estilete amarelos.; Campo rupestre.","HUFU00069243","HUFU00069243","-44.193889","-17.693611","Bueno, V.R.","2016","11",NA,NA,NA,NA,NA
"72","2019-05-06 11:52:30-03","UFU","HUFU","72555","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","124","2016","06","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Real, a 9 km de Joaquim Felício.","-44.272778","-17.699722","1141","1141",NA,"Subarbusto ca. 1,5 m de alt., brácteas involucrais esverdeadas, capítulos com flores amarelas, ramos do estilete amarelos.; Campo rupestre.","HUFU00069237","HUFU00069237","-44.272778","-17.699722","Bueno, V.R.","2016","11",NA,NA,NA,NA,NA
"73","2019-05-10 16:39:36-03","UFU","HUFU","72583","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","152","2016","06","17",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca. 20km de Joaquim Felício, Armazém da Lage.","-44.272778","-17.699722","1141","1141",NA,"Arbusto 1,8 m de alt., capítulos com flores amarelas.; Campo rupestre.","HUFU00069209","HUFU00069209","-44.272778","-17.699722","Nakajima, J.N.","2019","04",NA,NA,NA,NA,NA
"74","2019-05-06 11:52:30-03","UFU","HUFU","72712","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Thomas, W.W.; Pirani, J.R.; Mello-Silva, R. de & Fernandes, J.B.","5946","1988","02","13",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Hills above Joaquim Felício, along or near road to TV tower","-44.2","-17.75",NA,NA,NA,"Shrub, ca. 1,5 m alt. leaves asperous, green above pale green beneath, involucral bracts pale green with dark green or purplish apices Flowers yellow.; Rocky cerrado and transition to campo rupestre, on slope.","HUFU00073831","HUFU00073831","-44.2","-17.75","Bueno, V.R.","2017","01",NA,NA,NA,NA,NA
"75","2020-08-04 12:47:25-03","UFU","HUFU","77679","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Thomas, W.W.; Pirani, J.R.; Mello-Silva, R. de & Fernandes, J.B.","5946","1988","02","13",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Hills above Joaquim Felício, along or near road to TV tower","-44.2","-17.75",NA,NA,NA,"Shrub, ca. 1,5 m alt. leaves asperous, green above pale green beneath, involucral bracts pale green with dark green or purplish apices Flowers yellow.; Rocky cerrado and transition to campo rupestre, on slope.","HUFU00075596",NA,"-44.2","-17.75","Bueno, V.R.","2017","01",NA,NA,NA,NA,NA
"76","2019-05-06 11:52:27-03","UFU","HUFU","55804","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Hattori, E.K.O.; Batista, J.A.N.","1058","2009","11","04",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral","-44.1800003051758","-17.8733005523682",NA,NA,NA,"Subarbusto rastejante, brácteas involucrais verdes com ápice escuro, flores amarelas com anteras nigresentes.","HUFU00042487","HUFU00042487",NA,NA,"Nakajima, J.N.","2016","03",NA,"42854","auto",NA,NA
"77","2019-05-06 11:52:27-03","UFU","HUFU","55805","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Hattori, E.K.O.; Batista, J.A.N.","1064","2009","11","04",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral","-44.1800003051758","-17.8733005523682",NA,NA,NA,"Subarbusto ca. de 60 cm. Brácteas involucrais verde claro, ápice escuro, corola amarela, estames nigrescentes.","HUFU00042488","HUFU00042488",NA,NA,"Nakajima, J.N.","2016","03",NA,"42854","auto",NA,NA
"78","2019-05-06 11:52:27-03","UFU","HUFU","50842","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G. & Tsuji, R.","5597","2005","02","07",NA,"Brasil","Minas Gerais","Jequitinhonha","Estrada para Pedra Azul, Ca. de 5 km do Rio Jequitinhinha. Beira da estrada.","-41.0032997131348","-16.4339008331299",NA,NA,NA,"Arbusto, 1 m. Flores amarelas.","HUFU00042489","HUFU00042489",NA,NA,"Nakajima, J.N.","2016","03",NA,"48921","auto",NA,NA
"79","2019-05-06 11:52:27-03","UFU","HUFU","24547","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.","Topotype","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","64280","1996","01","17",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Topotypus.; Sublenhosa, ramosa, 1m. Capítulos amarelos.; Campo rupestre, solo arenoso.","HUFU00070471",NA,NA,NA,"Robinson, H.","1997",NA,NA,"37503","auto",NA,NA
"80","2019-05-06 11:52:30-03","UFU","HUFU","57061","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","72251","2001","05","20",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Agroindustrial Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Ereta, ca. 1 m. Capítulo amarelo.; Campo rupestre, afloramento rochoso.","HUFU00042484","HUFU00042484",NA,NA,"Robinson, H.","2001",NA,NA,"37503","auto",NA,NA
"81","2019-05-06 11:52:30-03","UFU","HUFU","61134","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Guarçoni, E.; Sartori, M.A.","1004","2004","05","15",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Pedra Alta","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbsuto. Folhas pilosas, áperas, presente somente no ápice da planta, pétala amarela.; Campo graminóide, solo arenoso.","HUFU00042491","HUFU00042491",NA,NA,"Nakajima, J.N.","2016","03",NA,"37503","auto",NA,NA
"82","2019-05-06 11:52:30-03","UFU","HUFU","61133","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Guarçoni, E.; Sartori, M.A.","1005","2004","05","15",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Pedra Alta","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbusto, ca. 1 m alt. Caule vinho, piloso, inflorescência com ligeiro odor, pétala amarela.; Campo graminóide, solo arenoso.","HUFU00042483","HUFU00042483",NA,NA,"Nakajima, J.N.","2016","03",NA,"37503","auto",NA,NA
"83","2020-08-20 20:38:00-03","UFSC","FLOR","30775","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.","Topotypus","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","64280","1996","01","17",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"sublenhosa, ramosa, flor capítulo amarelo, 1m altura. Topotypus","FLOR0030775",NA,NA,NA,"Robinson, H.","1997",NA,NA,"37503","auto",NA,NA
"84","2019-11-21 09:59:47-03","IBt","SP","327686","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Pirani, JR; Marcato, AC; Forzza, RC; Rapini, A; Meguro, M","3889","1998","01","11",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, estrada para Varzea da Palma, pelo alto da Serra.","-44.196944","-17.691806","9400","9400",NA,NA,"SP030679","SP030679","-44.196944","-17.691806","Roque, N","1998",NA,NA,NA,NA,NA,NA
"85","2019-11-21 09:59:47-03","IBt","SP","122367","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Irwin, HS; Fonseca, SF; Souza, R; Reis dos Santos, R; Ramos, J","27007","1970","03","06",NA,"Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242","1000","1000",NA,NA,"SP030678","SP030678",NA,NA,"Santos, JUM","1991","01","23","37503","auto",NA,NA
"86","2019-11-21 09:59:47-03","IBt","SP","338405","S","Plantae",NA,NA,"Asteraceae","Aspilia","cylindrocephala","Aspilia cylindrocephala","H.Rob.",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","64280","1996","01","17",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"SP030680","SP030680",NA,NA,"Robinson, H","1997",NA,NA,"37503","auto",NA,NA
