"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","eventTime","sex"
"696","2019-04-04 10:57:34-03","PUCRS","MPUC","20000","S","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N. Silveira","C.L. Ribeiro","2019","03","28",NA,NA,"1995","09","22","Brasil","RS","Barra do Quaraí","Parque Estadual do Espinilho","-57.5546989440918","-30.2071990966797",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales","42332","auto",NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"697","2019-01-17 11:26:43-02","PUCRS","MPUC","16382","S","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N. Silveira","M. Molz","2016","01","01",NA,NA,"1985","10","16","Brasil","RS","Viamão","Itapuã","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"698","2019-01-17 11:26:43-02","PUCRS","MPUC","2965","S","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N. Silveira","M. Molz","2016","01","01",NA,NA,"1986","11","21","Brasil","SC","Tubarão",".","-49.0072222","-28.4644444","-49.0072222000","-28.4644444000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA,NA
"699","2019-01-17 11:26:43-02","PUCRS","MPUC","14446","S","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N. Silveira","M. Grings","2010","01","01","C.A. Mondin",NA,NA,NA,NA,"Brasil","RS","Porto Alegre","Reserva Biológica do Lami","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,"Em matinha de restinga",NA,NA,NA,"South America",NA,NA,NA,"Myrtales",NA,NA,NA,"Magnoliopsida",NA,NA,"1","840",NA,NA
"700","2020-10-14 10:03:32-03","FURB","FURB","30035","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Sobral, M","2010","08","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","3833","2010","03","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","1450","1450","Florística IFFSC 193 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Médio a avançado; interior do fragmento Habito: arbusto;","FURB32481","FURB32481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2019-11-08 08:53:57-03","FURB","FURB","38531","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Grizzon, M","2012","05","16","Grizzon, M.","61","2011","11","27","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos - rio da Mulada.","-50.9297223","-28.9641667","-50.9297223","-28.9641667","832","832",NA,"FURB32476","FURB32476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2019-11-08 08:53:57-03","FURB","FURB","41274","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Grizzon, M","2013","01","15","Grizzon, M.; Grizzon, I.V.","109","2012","11","25","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos, Fazenda Pedro Hoffmann.","-50.9294445","-28.9627778","-50.9294445","-28.9627778","827","827","caule esfoleante Habitat: margem do rio Habito: arvoreta;","FURB32483","FURB32483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2019-11-08 08:53:57-03","FURB","FURB","45674","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Oliveira, AA de","2015","02","04","Oliveira, A.A. de","1087","2015","02","04","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","1432","1432",NA,"FURB32479","FURB32479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2020-10-14 10:03:32-03","FURB","FURB","7656","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Sobral, M","2008","04","01","Dreveck, S.; Verdi, M. & Godoy, M.B.","61","2007","11","28","Brasil","Santa Catarina","Mafra","Localidade de Fazenda do Potreirinho.","-49.77","-26.19","-49.7700000","-26.1900000","846","846","Florística IFFSC 1042","FURB32478","FURB32478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2020-10-14 10:03:32-03","FURB","FURB","9074","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Sobral, M","2008","04","01","Dreveck, S.; Verdi, M. & Godoy, M.B.","49","2007","11","26","Brasil","Santa Catarina","Itaiópolis","Distrito de Itaió.","-49.8583333","-26.4594444","-49.8583333","-26.4594444","932","932","Florística IFFSC 946. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: flor pétalas brancas","FURB32477","FURB32477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2019-11-08 08:53:57-03","FURB","FURB","39767","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Grizzon, M","2012","09","26","Wasum, R.","1635","2002","11","24","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho.","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000",NA,"FURB32482","FURB32482",NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"707","2020-10-14 10:03:32-03","FURB","FURB","2028","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Sobral, M","1997",NA,NA,"Hatschbach, G.; Hatschbach, M.",NA,"1994","11","24","Brasil","Rio Grande do Sul","Cambará do Sul","Estrada para Fortaleza.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Araucarieto Habitat: Floresta Ombrófila Mista; Habito: arvoreta; flor alva","FURB02541","FURB02541",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"708","2020-10-14 10:03:32-03","FURB","FURB","9714","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D.Legrand","Sobral, M","2008","04","27","Verdi, M.; Dreveck, S. & Godoy, M.B.","76","2007","12","12","Brasil","Santa Catarina","Rio Negrinho","Butiá II.","-49.5182991027832","-26.2544002532959",NA,NA,NA,NA,"Coleta Extra IFFSC. Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea; Fruto verde;","FURB32480","FURB32480",NA,NA,NA,NA,NA,NA,"51012","auto",NA,NA,NA,NA,NA,NA,NA,NA
"709","2020-10-14 10:03:32-03","FURB","FURB","20660","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","1989","2009","04","06","Brasil","Santa Catarina","Passos Maia","Baia.","-52.0169445","-26.82","-52.0169445","-26.8200000","1075","1075","Fito IFFSC 717 /N/111 Habitat: Floresta Ombrófila Mista; Habito: arbórea;","FURB32473","FURB32473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2020-10-14 10:03:32-03","FURB","FURB","34935","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M","2010",NA,NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","3332","2010","06","02","Brasil","Santa Catarina","Palhoça","Pedra Branca.","-48.6916666","-27.63","-48.6916666","-27.6300000","65","65","Voucher estéril IFFSC 318 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arbusto;","FURB32474","FURB32474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","2019-11-08 08:53:57-03","FURB","FURB","46085","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Oliveira, AA de","2015","02","28","Oliveira, A.A. de","1189","2015","02","28","Brasil","Santa Catarina","Passos Maia","Baia.","-52.0169445","-26.82","-52.0169445","-26.8200000","1075","1075","Fito IFFSC 717 /N/111","FURB32475","FURB32475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2019-11-08 08:53:57-03","FURB","FURB","50224","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","M. Sobral","2017","05","02","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","3953","2014","11","04","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200",NA,"FURB50224","FURB50224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2020-10-14 10:03:32-03","FURB","FURB","2681","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M","1995",NA,NA,"Tameirão Neto, E.; et al.","974","1993","10","09","Brasil","Minas Gerais","Braúnas","Rio Santo Antônio, UHE Porto Estrela.","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,"FURB02542","FURB02542",NA,NA,NA,NA,NA,NA,"19086","auto",NA,NA,NA,NA,NA,NA,NA,NA
"714","2020-10-14 10:03:32-03","FURB","FURB","2994","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.",NA,NA,NA,NA,"Silva, S.M.","1628","1988","11","16","Brasil","Paraná","Castro","Rio Cunhaporonga.","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"Tronco liso e escuro. Habitat: mata ciliar Habito: arbórea; flor alva e odorífera","FURB32470","FURB32470",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA
"715","2020-10-14 10:03:32-03","FURB","FURB","44616","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M","2007",NA,NA,"Ribas, O.S.; Silva, J.M. & Andrade, C.C.","73282","2006","10","02","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do Poço Preto.","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,"FURB32472","FURB32472",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"716","2020-10-14 10:03:32-03","FURB","FURB","44501","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M","2007",NA,NA,"Silva, J.M.; et al.","5080","2006","10","12","Brasil","Paraná","Jaguariaíva","Vale do Codó.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"FURB32471","FURB32471",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"717","2020-10-14 10:03:36-03","FURB","FURB","20678","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2010","01","25","Verdi, M.; Klemz, G. & Torres, J.F.","3889","2008","03","17","Brasil","Santa Catarina","Capão Alto","km 14.","-50.3997222","-27.9002778","-50.3997222","-27.9002778","870","870","Regeneração IFFSC 208 /N/10 Habitat: Floresta Ombrófila Mista; Habito: arbustiva;","FURB34109","FURB34109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","2020-10-14 10:03:36-03","FURB","FURB","35293","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2011","09",NA,"Korte, A.; Rigon-Junior, M.J.","5511","2010","12","09","Brasil","Santa Catarina","Içara","Balneário Rincão.","-49.2180556","-28.805","-49.2180556","-28.8050000","26","26","Florística IFFSC 35 (Arbusto) Habitat: Restinga; Estágio Avançado Habito: arbusto;","FURB34111","FURB34111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","2020-10-14 10:03:36-03","FURB","FURB","35334","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2011","09",NA,"Korte, A.","5405","2010","12","03","Brasil","Santa Catarina","Palhoça","Pedra do Urubu.","-48.5847222","-27.9022222","-48.5847222","-27.9022222","36","36","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas e Restinga; Estágio Avançado Habito: arbusto; flor branca","FURB34110","FURB34110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","2020-10-14 10:03:36-03","FURB","FURB","41847","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Oliveira, AA de","2015","04","06","Verdi, M.; Jarenkow, J.A.","6359","2012","12","02","Brasil","Rio Grande do Sul","Santana da Boa Vista","Cerro do Diogo.","-53.2630556","-30.8652778","-53.2630556","-30.8652778","238","238","em geral as coletas foram realizadas em um paredão de arenito ou floresta sobre este Habitat: Estepe estacional; Habito: arbustivo; flor creme","FURB34115","FURB34115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2020-10-14 10:03:36-03","FURB","FURB","45570","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Oliveira, AA de","2015","01","24","Oliveira, A.A. de","1010","2015","01","24","Brasil","Santa Catarina","Capão Alto","km 14.","-50.3997222","-27.9002778","-50.3997222","-27.9002778","870","870","Regeneração IFFSC 208 /S/18","FURB34117","FURB34117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2020-10-14 10:03:36-03","FURB","FURB","46266","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2015","07","10","Funez, L.A.","3627","2014","11","12","Brasil","Santa Catarina","Araranguá","Lagoa azul.","-49.4233334","-28.9525","-49.4233334","-28.9525000","5","5",NA,"FURB34116","FURB34116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2020-10-14 10:03:36-03","FURB","FURB","4729","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2004","12","20","Vieira, F.C.S.",NA,"2003","12","07","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória, CEPA.","-48.6627778","-26.2152778","-48.6627778","-26.2152778","5","5",NA,"FURB34113","FURB34113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","2020-10-14 10:03:36-03","FURB","FURB","48783","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Oliveira, AA de","2015","11","14","Oliveira, A.A. de","2731","2015","11","14","Brasil","Santa Catarina","São Joaquim","Estacia do Meio.","-50.2213889","-28.3502778","-50.2213889","-28.3502778","867","867",NA,"FURB48783","FURB48783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2020-10-14 10:03:36-03","FURB","FURB","49390","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Molz, M","2016","02","11","Schwirkowski, P.","1322","2015","11","14","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin.","-49.2147222","-26.2947222","-49.2147222","-26.2947222","1050","1050",NA,"FURB49390","FURB49390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2020-10-14 10:03:36-03","FURB","FURB","52196","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Oliveira, A. A.","2017","08","31","Schwirkowski, P.","2092","2016","11","14","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Estrada de ferro, próximo à Rua José Augustin.","-49.3705556","-26.2783334","-49.3705556","-26.2783334","860","860","Árvore heliófita, flores brancas","FURB52196","FURB52196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2020-10-14 10:03:36-03","FURB","FURB","52872","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","M. Sobral","2017","05","02","Funez, L.A.; Zermiani, A.E., Rocha, N.M. & Koffke, H.","5658","2016","11","08","Brasil","Santa Catarina","Blumenau","Margem do Rio Itajaí Açu, Vale da Lua","-49.1119444","-26.88","-49.1119444","-26.8800000","31","31","Flores brancas Habitat: Vegetação ripária das rochas Habito: Árvore","FURB52872","FURB52872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2020-10-14 10:03:36-03","FURB","FURB","6183","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2004","12","20","Vieira, F.C.S.","169","2003","12","07","Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória, CEPA.","-48.6627778","-26.2152778","-48.6627778","-26.2152778","5","5",NA,"FURB02561","FURB02561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","2019-11-08 08:53:58-03","FURB","FURB","3207","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2006","06","05","Sevegnani, L.",NA,"2000","11","13","Brasil","Santa Catarina","Benedito Novo","Salto Donner.","-49.3643989562988","-26.7828006744385",NA,NA,"600","600",NA,"FURB34114","FURB34114",NA,NA,NA,NA,NA,NA,"20912","auto",NA,NA,NA,NA,NA,NA,NA,NA
"730","2020-10-14 10:03:36-03","FURB","FURB","14839","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Sobral, M","2010","10","29","Mancinelli, W.S.",NA,"2004","12",NA,"Brasil","Santa Catarina","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1100","1100","Coletado em 12/2004. N° de coletor: PA99c Habitat: Campo de Altitude; Habito: arbustiva;","FURB34112","FURB34112",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA,NA
"731","2020-10-14 10:03:36-03","FURB","FURB","59117","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","selloi","Myrcia selloi","(Spreng.) N.Silveira","Kassner-Filho, A.","2018","06","12","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2814","2018","06","12","Brasil","Santa Catarina","Balneário Rincão",NA,"-49.2180556","-28.805","-49.2180556","-28.8050000",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arvoreta","FURB59117","FURB59117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","2021-03-16 17:53:58-03","UCS","HUCS","38812","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Grizzon, M.","2012","05","16","Grizzon, M.","61","2011","11","27","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos","-50.929778","-28.96425","-50.929778","-28.96425","832","832","árvore 4m; beira do rio da Mulada",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2021-03-16 17:53:58-03","UCS","HUCS","39755","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Grizzon, M.","2013","01","15","Grizzon, M.","109","2012","11","25","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos- Fazenda Pedro Hoffmann","-50.929325","-28.962811","-50.929325","-28.962811","827","827","arvoreta com 3,5m de alt.; margem do rio",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2021-03-16 17:53:58-03","UCS","HUCS","20281","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Sobral, M.","2003","07",NA,"Kegler, A.","1432","2003","01","28","Brasil","Rio Grande do Sul","Caxias do Sul","Ana Rech","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","mata secundária",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"735","2021-03-16 17:53:58-03","UCS","HUCS","37640","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Grizzon, M.","2011","11",NA,"Bertin, E.L.","01","2011","11","11","Brasil","Rio Grande do Sul","Caxias do Sul","Campus da UCS","-51.1794013977051","-29.1681003570557",NA,NA,"762","762","arvoreta; borda da mat a",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"736","2021-03-16 17:53:58-03","UCS","HUCS","34903","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand",NA,NA,NA,NA,"Kegler, A.","1269","2002","01","29","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"mata primária",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"737","2021-03-16 17:53:58-03","UCS","HUCS","19924","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Sobral, M.","2003","12",NA,"Kegler, A.","1265","2002","01","29","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","mata primária",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"738","2021-03-16 17:53:58-03","UCS","HUCS","19829","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Sobral, M.","2003","12",NA,"Wasum, R.A.","1637","2002","11","24","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,"1050","1050","interior da mata",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"739","2021-03-16 17:53:58-03","UCS","HUCS","19793","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Grizzon, M.","2012","09","26","Wasum, R.A.","1635","2002","11","24","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","interior da mata",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"740","2021-03-16 17:53:58-03","UCS","HUCS","21113","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Sobral, M.","2004","03",NA,"Wasum, R.A.","1904","2003","04","21","Brasil","Rio Grande do Sul","São Francisco de Paula","Santa Teresa","-50.5835990905762","-29.4480991363525",NA,NA,"900","900","interior da mata",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"741","2021-03-16 17:53:58-03","UCS","HUCS","19854","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Sobral, M.","2004","12",NA,"Kegler, A.","1384","2002","11","24","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","mata primária",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"742","2021-03-16 17:53:58-03","UCS","HUCS","19852","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","lajeana","Myrcia lajeana","D. Legrand","Sobral, M.","2003","12",NA,"Kegler, A.","1387","2002","11","24","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","mata primária",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA
"743","2021-03-16 17:54:00-03","UCS","HUCS","28215","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Ribas, O.S.","2004","11",NA,"Possette, R.F.S.","3904","2003","12","15","Brasil","Paraná","Colombo","Uberaba","-49.216667","-25.283333","-49.216667","-25.283333","950","950","Projeto poleiros Embrapa (2002-2004) 272",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","2021-03-16 17:54:00-03","UCS","HUCS","37488","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana paraguayensis","Berg","Soares-Silva","2004",NA,NA,"Viani, R.A.G.","s.n.","1998","07","05","Brasil","Paraná","Ventania",NA,"-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"arvoreta 2,5m, 3 cm d.a.p. ; botões florais rosados e brancos",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","32424","auto","paraguayensis",NA,NA,NA,NA,NA,NA,NA
"745","2021-03-16 17:54:00-03","UCS","HUCS","37652","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M.","2009","07","31","Francisco, E.M.","s.n.","1998","11","20","Brasil","Paraná","Londrina","Chácara do patrimônio Regina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"árvore 4m , flores e botões rosa e vermelhos; beira do rio Três Bocas",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"746","2021-03-16 17:54:00-03","UCS","HUCS","7521","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","laruotteana","Myrcia laruotteana","Cambess.","Sobral, M.","1990",NA,NA,"Silva, J.M.","369","1987","10","18","Brasil","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"arbusto 3m , flores alvas; capão com araucária",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
