"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"45","2021-03-30 12:35:21-03","EAO","IAN","197479","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Rodrigues, CB","152","2018","03","20","Southern America","Brasil",NA,NA,"Herbácea, flor vermelha.","IAN197479","Dicotiledônea",NA,"Mart.","Equipe IFN-PA","Tocantins","Presidente Kennedy","Solo escuro, floresta tipica avançada.&nf;Conglomerado TO:148, levantamento de herbácea, subunidade 4, subparcela1, individuo 1.","-48.6","-8.459972",NA,NA,NA,NA,"-48.6","-8.459972",NA,NA,"2018","08","29",NA,NA,NA,NA,NA
"46","2021-03-30 12:35:21-03","EAO","IAN","197479","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Rodrigues, CB","152","2018","03","20","Southern America","Brasil",NA,NA,"Herbácea, flor vermelha.","IAN197479","Dicotiledônea",NA,"Mart.","Equipe IFN-PA","Tocantins","Presidente Kennedy","Solo escuro, floresta tipica avançada.&nf;Conglomerado TO:148, levantamento de herbácea, subunidade 4, subparcela1, individuo 1.","-48.6","-8.459972",NA,NA,NA,NA,"-48.6","-8.459972",NA,NA,"2018","08","29",NA,NA,NA,NA,NA
"47","2021-03-30 12:35:21-03","EAO","IAN","83318","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Maguire, B","33841","1952","12","17","Southern America","Venezuela",NA,NA,NA,"IAN083318","Dicotiledônea",NA,"Mart.","Hansen, B","Bolivar",NA,"Occasional in forest littler (only fls visible) on middle slopes.",NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA,"1976","12",NA,NA,NA,NA,NA,NA
"48","2021-04-08 17:37:11-03","EAO","IAN","FLOR137","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Ferreira, GC; Soler, JG","803","2002","03","22","Southern America","Brasil",NA,NA,"Brotando do chão. Flores vermelhas om pendunculos amarelos.","IANFLOR137","Dicotiledônea",NA,"Mart.",NA,"Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-34 da rodovia PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:35:21-03","EAO","IAN","175291","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Ferreira, GC; Soler, JG","803","2002","03","22","Southern America","Brasil",NA,NA,"Brotando do chão. Flores vermelhas om pendunculos amarelos.","IAN175291","Dicotiledônea",NA,"Mart.",NA,"Pará","Moju","Campo Experimental da Embrapa Amazônia Oriental, Km-34 da rodovia PA-150.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-26 18:07:15-03","CPAN-UFMS","COR","14835","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","C. Bitencourt",NA,"2001","06","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","Leandro Cardoso","Mato Grosso do Sul","Mato Grosso do Sul","Nhumirim.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-02 16:28:39-03","CPAN-UFMS","COR","3068","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","V.J. Pott",NA,"1986","06","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.","G.A. Damasceno-Junior","Mato Grosso do Sul","Corumbá","Baía da Capivara.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-29 18:02:02-03","CPAN-UFMS","COR","14023","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Oliveira, M. E. B.","6","1995","06","22",NA,"Brasil",NA,NA,"Com Flor: vermelha Habito: erva parasita, de chão",NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá","Estrada para Nhecolândia, Faz. Berenice.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-26 18:07:15-03","CPAN-UFMS","COR","15791","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Jesus, E.M.",NA,"2014","07","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Mato Grosso do Sul","Corumbá","Fazenda 4 Cantos.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:11:36-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Melo, E; França, F; Gonçalves, JM; Moraes, AO; Rocha, D","4944","2007","07","01","Southern America","Brasil",NA,NA,"Holoparasita. Inflorescência 5 cm. Flores vináceas, brácteas alaranjadas. Tépalas vináceas, estames brancos, passando a amarelo.; sobre solo arenoso.",NA,"Dicotyledon",NA,"Mart.",NA,"Bahia","Morro do Chapéu","Piemonte da Diamantina, Fazenda Guariba; nascente do rio Salitre.","-41.193056","-11.437778","1061","1061",NA,NA,"-41.193056","-11.437778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-08-11 00:15:38-03","UFBA","ALCB","1000","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Noblick, LR","1409","1979","06","29","Southern America","Brasil",NA,NA,"Masculino. Crescendo no chão num lugar úmido. Muito sombreado. Flores avermelhadas.",NA,"Dicotyledon",NA,"Mart.","Gomes, FP","Bahia","Lençóis","Chapada Diamantina, Vale da Cachoeira Glass","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"47385","auto","1998","07",NA,NA,NA,NA,NA,NA
"56","2019-10-09 11:11:36-03","UFBA","ALCB","105874","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Roque, N; Borges, RL; Oliveira, GR de; Stadnik, A; Santana, FA","3650","2012","07","20","Southern America","Brasil",NA,NA,"parasita de raiz. Brácteas da inflorescência vináceas. Flores masculinas com estames castanhos, anteras alvas. Flores femininas amarelas.",NA,"Dicotyledon",NA,"Mart.","Roque, N","Bahia","Licínio de Almeida","Serra Geral, Serra do Salto. Trilha para Cachoeirão. Mata ciliar antes da Trilha do trem","-42.542778","-14.688889","847","847",NA,NA,"-42.542778","-14.688889",NA,NA,"2012","07",NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:11:36-03","UFBA","ALCB","105916","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Ogasawara, HA; Siqueira, GB","203","2012","06","22","Southern America","Brasil",NA,NA,"ca 10 cm alt. Brácteas amarelo-avermelhadas; corola vermelha; estames alvos.",NA,"Dicotyledon",NA,"Mart.","Ogasawara, HA","Bahia","Ibicoara","Chapada Diamantina, Vale do Rio Preto, subida Mata de Grota","-41.2846984863281","-13.4105997085571",NA,NA,NA,NA,NA,NA,"34188","auto","2012","07",NA,NA,NA,NA,NA,NA
"58","2020-02-08 10:27:04-03","NBC","NL-BOTANY","U.1149344","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Argent GCG",NA,"1968","08","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149344",NA,"Santalales","Mart.",NA,"Mato Grosso",NA,NA,"-51.766667","-12.816667",NA,NA,"NL-U1149344",NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0086902",NA,NA,NA
"59","2020-02-08 10:27:04-03","NBC","NL-BOTANY","L.3731089","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Schunke Vigo J",NA,"1977","06","06","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3731089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3731089",NA,"Santalales","Mart.",NA,"San Martín",NA,"Provincia: Lamas; Distrito: Alonso de Alvarado. San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba.",NA,NA,NA,NA,"NL-L3731089",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"60","2020-02-08 10:27:04-03","NBC","NL-BOTANY","U.1149345","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Anderson WR",NA,"1973","05","05","Southern America","Brazil",NA,NA,"Gallery forest along stream and brejo (sedge meadow) and cerrado on slopes above; sandy soil, sand-stone rocks.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149345",NA,"Santalales","Mart.","Hansen B","Mato Grosso",NA,"Eastern base of mountain c. 9 km NE of Barra do Garças.",NA,NA,NA,NA,"NL-U1149345",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183512",NA,NA,NA
"61","2020-02-08 10:27:04-03","NBC","NL-BOTANY","U.1149346","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Schunke Vigo J",NA,"1977","06","06","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149346",NA,"Santalales","Mart.",NA,"San Martín",NA,"Provincia: Lamas; Distrito: Alonso de Alvarado. San Juan de Pacaizapa, km. 72 carretera Tarapoto-Moyobamba.",NA,NA,NA,NA,"NL-U1149346",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0183513",NA,NA,NA
"62","2020-02-08 10:27:04-03","NBC","NL-BOTANY","U.1149347","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Maguire B; Wurdack JJ",NA,"1952","12","17","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1149347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1149347",NA,"Santalales","Mart.","Hansen B","Bolívar",NA,NA,NA,NA,NA,NA,"NL-U1149347",NA,NA,NA,NA,NA,"1975","09","01","Magnoliopsidae","U 0086903",NA,NA,NA
"63","2020-11-04 10:55:08-03","ESALQ","ESA","134408","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gissi, D. S.","180.0","2015","06","09",NA,"Brasil",NA,NA,"Erva holoparasita crescendo na trilha. Corola suculenta. Planta toda avermelhada.","ESA134408",NA,NA,"Mart.","D. S. Gissi","Minas Gerais","Catas Altas","Trilha para o Inficionado","-20.124",NA,"1400","1400",NA,NA,"-20.124",NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:02:45-03","ESALQ","ESA","71774","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Farah, F.T. et al.","916.0","1999","02","11",NA,"Brasil",NA,NA,NA,"ESA071774","Magnoliophyta",NA,"Mart.","Cardoso, L.","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,"ESA071774",NA,NA,NA,"44638","auto","2005","05","02",NA,NA,NA,NA,NA
"65","2020-11-04 11:02:45-03","ESALQ","ESA","34754","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Nave, A.G. et al.","1213.0","1997","02","24",NA,"Brasil",NA,NA,NA,"ESA034754","Magnoliophyta",NA,"Mart.","Cardoso, L.","Mato Grosso","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,"ESA034754",NA,NA,NA,"107042","auto","2009","11","06",NA,NA,NA,NA,NA
"66","2020-11-04 11:02:45-03","ESALQ","ESA","10921","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Rodrigues, R.R.",NA,"1993","06","16",NA,"Brasil",NA,NA,"Fl","ESA010921","Magnoliophyta",NA,"Mart.","Cardoso, L.","São Paulo","São Roque","Mata da Câmara","-47.1300010681152","-23.5200004577637",NA,NA,"ESA010921",NA,NA,NA,"15567","auto","2009","11","06",NA,NA,NA,NA,NA
"67","2021-01-14 15:24:28-03","MN","R","231132","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Moura, R. 1202; Vieira, R.L.B. & Cesário, A.",NA,"2016","09","23",NA,"Brasil","Meio líquido",NA,NA,NA,NA,NA,"Mart.",NA,"Rio de Janeiro","Piraí",NA,NA,"-22.68",NA,NA,NA,NA,"43°55'12.00O","22°40'48.00S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-19 10:22:55-03","CPAP","CPAP","1295","PreserverdSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pott, A.","1922","1985","06","18",NA,"Brasil",NA,NA,"Parasita de raiz de Bromelia. FLOR: vermelho. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerradão/cordilheira (paleodique), não alagável. SUBSTRATO: areia. RELEVO: plano.",NA,NA,NA,"Mart.","V. J. Pott; A. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía 16p","-56.65","-18.983333","90","90",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-19 10:22:55-03","CPAP","CPAP","17267","PreserverdSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pott, A.","8034","1998","05","18",NA,"Brasil",NA,NA,"Parasita de raiz com inflorescência aérea. FLOR: vermelha. FRUTO: . INTERESSE: Alimento de fauna. FREQUÊNCIA: Frequente. AMBIENTE: Floresta de Protium, Scheelea, mista com cerradão. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,NA,"Mart.",NA,"MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - transecto da lagoa 77, invernada 9","-56.65","-18.983333","90","90",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-19 10:22:55-03","CPAP","CPAP","2155","PreserverdSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Campos, Z.M.da S.","1","1986","06","02",NA,"Brasil",NA,NA,"Parasita de raiz. FLOR: púrpura. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata De Cordilheira.. SUBSTRATO: raiz. RELEVO: .",NA,NA,NA,"Mart.","A. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333","90","90",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-19 10:22:55-03","CPAP","CPAP","3289","PreserverdSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pott, A.","2931","1987","06","10",NA,"Brasil",NA,NA,"Parasita de raiz, subterrânea exceto inflorescência efêmera. FLOR: vermelho-purpúreo. FRUTO: não observado. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Caapão de (ilha de vegetação lenhosa), Bomellietum não inundável. SUBSTRATO:",NA,NA,NA,"Mart.","A. Pott; V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333","90","90",NA,NA,"56°39' W","18°59' S",NA,NA,"1987","06","13",NA,NA,NA,NA,NA
"72","2020-11-19 10:22:55-03","CPAP","CPAP","7732","PreserverdSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pott, V. J.","1407","1990","07","03",NA,"Brasil",NA,NA,"Erva ereta. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Caronal, campo cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Mart.","V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - próximo a baía do Jacaré","-56.65","-18.983333","90","90",NA,NA,"56°39' W","18°59' S",NA,NA,"1990","07",NA,NA,NA,NA,NA,NA
"73","2019-02-15 11:34:50-02","IPA","IPA","20383","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Tenório, E.C.","1130","1969","09","19","Southern America","Brasil",NA,NA,"2ª vez coletada no NE. 1ª vez em Pernambuco. Planta parasita de raiz; Caatinga","IPA0020383","Plantae",NA,"Mart.","Lima, A.","Pernambuco","Buíque","Vale do Catimbau, Sítio Cajueiro. Dentro da mata, já bastante devastada. Solo arenoso","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,"38964","auto","1969","09","22",NA,NA,NA,NA,NA
"74","2019-02-15 11:34:50-02","IPA","IPA","62832","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pietrobom-Silva, M.R.; Windisch, P.G.; Oliveira, W.; Windisch, P.G.; Oliveira, W.","3313","1996","07","06","Southern America","Brasil",NA,NA,"Parasita de raízes castanha.; Cerrado, encosta de formação arenítica e baixada com buritizal.","IPA0062832","Plantae",NA,"Mart.","Pietrobom-Silva, M.R.","Goiás","Portelândia","Serra da Urtiga, Rodovia BR-364, Mineiros-Santa Rita do Araguaia. Próximo ao Posto Urtigão.","-52.65","-17.366667",NA,NA,NA,NA,"-52.65","-17.366667",NA,NA,"1996","08",NA,NA,NA,NA,NA,NA
"75","2019-02-15 11:34:50-02","IPA","IPA","64895","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Silva, M.R. da; Nonato, F.R.; Siqueira, C.R.; Nonato, F.R.; Siqueira, C.R.","3992","1997","05","06","Southern America","Brasil",NA,NA,"Herbácea ca. 15cm de altura, flor lilás.; Capões de mata seca semidecídua com mata ciliar.","IPA0064895","Plantae",NA,"Mart.","Cardoso, L.","São Paulo","José Bonifácio","Fazenda Santa Clara, entre Córregos Jacaré-Fartura, próximo da divisa entre municipios Jaci-Nova Aliança.","-49.7","-21.083333","300","400",NA,NA,"-49.7","-21.083333",NA,NA,"2005","02","02",NA,NA,NA,NA,NA
"76","2019-02-15 11:34:50-02","IPA","IPA","84056","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Barbosa, J.I.S.; Silva, A. .G.; Silva, M. .V.; Santana, T.; Silva, A. .G.; Silva, M. .V.; Santana, T.","62","2009","07","21","Southern America","Brasil",NA,NA,"Erva com ca. de 10cm. Flor femina. Parte interna amarela, pétalas com bordas pilosas.; Caatinga.","IPA0084056","Plantae",NA,"Mart.","Cano, O.; Gomes-Silva, A.","Pernambuco","Buíque","Parque Nacional do Catimbau","-37.158333","-8.4",NA,NA,NA,NA,"-37.158333","-8.4",NA,NA,"2010","03","04",NA,NA,NA,NA,NA
"77","2019-02-15 11:34:50-02","IPA","IPA","8583","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Andrade-Lima","552356","1956","11","23","Southern America","Brasil",NA,NA,"Parasita em raízes de Clusia sp. Caule ocre e flores vermelho-castanho.","IPA0008583","Plantae",NA,"Mart.","Ducke, A.","Ceará",NA,"próximo ao alto da Serra de Maranguape.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1959",NA,NA,NA,NA,NA,NA,NA
"78","2020-12-20 21:16:06-03","UFV","VIC","1287","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Rolfs","s.n.","1921",NA,NA,NA,"Brasil",NA,NA,NA,"VIC001287",NA,NA,"Mart.","Cardoso, L.","Minas Gerais",NA,NA,NA,NA,NA,NA,"VIC001287",NA,NA,NA,NA,NA,"2009","11","05",NA,NA,NA,NA,NA
"79","2020-12-20 21:16:06-03","UFV","VIC","11589","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Assad, L.W.F.","s.n.","1992","06","28",NA,"Brasil",NA,NA,"Planta de locais úmidos, em chão da mata.","VIC011589",NA,NA,"Mart.","Cardoso, L.","Minas Gerais","Viçosa","Campus da UFV, Mata da Prefeitura.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC011589",NA,NA,NA,"13937","auto","2007","08","15",NA,NA,NA,NA,NA
"80","2020-12-20 21:16:06-03","UFV","VIC","20798","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Valente, G.E.; et al.","1475","2004","03","10",NA,"Brasil",NA,NA,"Planta parasita de raiz, provavelmente parasitando Guttiferae. Capítulos vermelhos.","VIC020798",NA,NA,"Mart.","Valente, G.E.","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Serra das Três Cabeças, primeira mata antes do primeiro afloramento rochoso, após a casa do Valcir. Bosque de mata nebular.","-42.5208015441895","-20.6667003631592",NA,NA,"VIC020798",NA,NA,NA,"16385","auto","2004","03","10",NA,NA,NA,NA,NA
"81","2020-12-20 21:16:06-03","UFV","VIC","20711","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Valente, G.E.; et al.","1553","2004","04","23",NA,"Brasil",NA,NA,"Parasita. Capítulos vermelhos.","VIC020711",NA,NA,"Mart.","Valente, G.E.","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro (PESB), Serra das Três Cabeças, Totem Deitado. Sub-bosque de floresta nebular. Na primeira mata após a casa do Valcir.","-42.5208015441895","-20.6667003631592",NA,NA,"VIC020711",NA,NA,NA,"16385","auto","2004","04","23",NA,NA,NA,NA,NA
"82","2019-11-21 14:32:17-03","UFJF","CESJ","68596","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","B. Moreira; L.C.D. Dias","262","2015","05","22","América do Sul","Brasil",NA,NA,"Erva, flor vermelha, ca. 10cm. Interior de mata","CESJ068596","Angiosperma",NA,"Mart.","B. Moreira","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, próxima a gruta do monjolinho","-43.893611","-21.718056","1450","1450",NA,NA,"-43.893611","-21.718056",NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:32:17-03","UFJF","CESJ","47700","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","L. Menini Neto; F.R.G. Salimena; T.U.P. Konno; P.L. Viana","202","2006","06","10","América do Sul","Brasil",NA,NA,"Planta saprófita, borda de mata, brácteas vináceas e alvas.","CESJ047700","Angiosperma",NA,"Mart.","L. Menini Neto","Minas Gerais","Felicío dos Santos","Serra do Isidoro (Serra do Gavião), Base da Serra","-43.246898651123","-18.0771999359131",NA,NA,NA,NA,NA,NA,"21878","auto","2006","07",NA,NA,NA,NA,NA,NA
