"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"95","2021-04-07 11:41:40-03","UFMS","CGMS","5850","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea",NA,NA,"1992","04","03",NA,"Brasil",NA,NA,"Flor rosa-forte comBrácteas amarelas. Habitat: Terrestre. Habito: Herbáceo.","CGMS1017856",NA,NA,"Mart.",NA,"Mato Grosso do Sul","Campo Grande","Chácara Cambará.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-27 13:46:27-03","UFS","ASE","1152","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Viana, G","122","1981","09","18","Southern America","Brasil",NA,NA,"Parasita. Planta aclorofilada, parasita de raízes, inflorescência vermelho carmim. frequente; Parasita. Planta aclorofilada, parasita de raízes, inflorescência vermelho carmim. frequente; Mata Subperenifolia, solo arenoso","ASE0013321","Magnoliophyta",NA,"Mart","Melo, A","Sergipe","Santa Luzia do Itanhy","Fazenda Santo Antônio","-37.424278","-11.378056",NA,NA,"ASE0013321",NA,"-37.424278","-11.378056",NA,NA,"2011","05","10",NA,NA,NA,NA,NA
"97","2019-11-27 13:46:27-03","UFS","ASE","19054","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, LA; Santos, E","7","2010","09","21","Southern America","Brasil",NA,NA,"Erva holoparasita. Flor castanha-vinácea.; Erva holoparasita. Flor castanha-vinácea.; Mata Atlântica.","ASE0026378","Magnoliophyta",NA,"Mart","Gomes, LA","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Interior da Mata. Clareira. Solo arenoso.","-37.418611","-11.3925",NA,NA,"ASE0026378",NA,"-37.418611","-11.3925",NA,NA,"2010","11","11",NA,NA,NA,NA,NA
"98","2019-11-27 13:46:27-03","UFS","ASE","25327","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, LA; Matos, GMA; Gomes-Costa, GA","723","2012","09","14","Southern America","Brasil",NA,NA,"Parasita de raiz, inflorescência rosea.; Parasita de raiz, inflorescência rosea.; Mata Atlântica.","ASE0030353","Magnoliophyta",NA,"Mart","Gomes, LA","Sergipe","Santa Luzia do Itanhy","Mata do Crasto, Borda de mata. Solo arenoso.","-37.419444","-11.385861",NA,NA,NA,NA,"-37.419444","-11.385861",NA,NA,"2012","10",NA,NA,NA,NA,NA,NA
"99","2019-11-27 13:46:27-03","UFS","ASE","2618","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Carneiro, EM","412","1982","08","03","Southern America","Brasil",NA,NA,"Parasita. Inflorescência vinho. Abundante; Parasita. Inflorescência vinho. Abundante; Mata Subperenifolia, solo arenoso","ASE0014404","Magnoliophyta",NA,"Mart","Melo, A","Sergipe","Santa Luzia do Itanhy","Fazenda Santo Antônio","-37.424278","-11.378056",NA,NA,"ASE0014404",NA,"-37.424278","-11.378056",NA,NA,"2011","05","10",NA,NA,NA,NA,NA
"100","2019-11-27 13:46:27-03","UFS","ASE","29144","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Ferreira, ES; Oliveira, EVS","110","2012","09","04","Southern America","Brasil",NA,NA,"Erva holoparasita.; Restinga","ASE0000508","Magnoliophyta",NA,"Mart","Ferreira, ES","Sergipe","Pirambu","Rebio de Santa Isabel, Povoado Lagoa Redonda","-36.804444","-10.668889",NA,NA,"ASE0000508",NA,"-36.804444","-10.668889",NA,NA,"2012","09","04",NA,NA,NA,NA,NA
"101","2019-11-27 13:46:27-03","UFS","ASE","6485","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Landim, M","733","1994","09",NA,"Southern America","Brasil",NA,NA,"parasita de raiz.; parasita de raiz.; restinga (sopé da duna)","ASE0016894","Magnoliophyta",NA,"Mart","Melo, A","Sergipe","Pirambu","Rebio Santa Isabel","-36.855833","-10.737778",NA,NA,"ASE0016894",NA,"-36.855833","-10.737778",NA,NA,"2012","04","17",NA,NA,NA,NA,NA
"102","2019-11-27 13:46:27-03","UFS","ASE","36564","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Santana, JP","430","2015","03","08","Southern America","Brasil",NA,NA,"Herbácea, inflorescência rosadas entre as bráctas vermelha.; Mata Atlântica.","ASE0037034","Magnoliophyta",NA,"Mart","Santana, JP","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429",NA,NA,NA,NA,"-37.1944","-11.0429",NA,NA,"2015","09",NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:26:13-03","UNICAMP","UEC","194762","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Monge, M; Delfini, C; Rigon, J","2003","2013","07","03",NA,"Brazil",NA,NA,"Erva, holoparasita, ca. 2 cm alt acima do solo, brácteas avermelhadas, pedicelo das flores amarelo-esverdeado, pétalas vinho e anteras brancas, flores femininas aclamídeas, estigma alaranjado.; Cerrado","UEC136035","Magnoliopsida",NA,"Mart.","Monge, M","Mato Grosso","Chapada dos Guimarães","Parque Nacional da Chapada dos Guimarães.","-55.839944","-15.414167","615","615","UEC136035",NA,"-55.839944","-15.414167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:26:13-03","UNICAMP","UEC","23760","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gouvêa, LSK; et al.","801","1981","02","03",NA,"Brazil",NA,NA,"Mata da colina. Parasita, bracteas e inflorescência vinosa.","UEC053884","Magnoliopsida",NA,"Mart.","Cardoso, L","Minas Gerais",NA,NA,"-46.564722","-21.838889",NA,NA,"UEC053884",NA,"-46.564722","-21.838889",NA,NA,"2009","11","05",NA,NA,NA,NA,NA
"105","2021-03-01 16:26:13-03","UNICAMP","UEC","23809","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pereira, SC; et al.","850","1981","02","17",NA,"Brazil",NA,NA,"Mata da colina. Parasita, bracteas e inflorescência vinosas.","UEC053878","Magnoliopsida",NA,"Mart.","Cardoso, L","Minas Gerais",NA,"Mata da colina.","-46.564722","-21.838889",NA,NA,"UEC053878",NA,"-46.564722","-21.838889",NA,NA,"2009","11","05",NA,NA,NA,NA,NA
"106","2021-03-01 16:26:13-03","UNICAMP","UEC","97620","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Nave, AG; Dário, FR; Lopes, RF; Carneiro, PHM","1213","1997","11","24",NA,"Brazil",NA,NA,"Herbácea com altura de 0,1m, flor vermelha.","UEC053882","Magnoliopsida",NA,"Mart.","Nave, AG; Souza, VC","Mato Grosso","Chapada dos Guimarães","Rancho Paredão da Serra. Mata de Encosta, interior da mata.","-55.727222","-15.485278",NA,NA,"UEC053882",NA,"-55.727222","-15.485278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-08-20 10:07:34-03","UNICAMP","UEC","447","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Heringer, EP","14542","1975","04","15",NA,"Brazil",NA,NA,"Planta parcialmente subterranea, parasitando um araiz de árvore, com muitas pontas for a do solo, cor de vinho.",NA,"Magnoliopsida",NA,"Mart.",NA,"Distrito Federal","Brasília","Pq. Do Guerá, Mata ciliar, sombreada, fresca.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:26:13-03","UNICAMP","UEC","448","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Leitão Filho, HF; Semir, J; Shepherd, GJ","2114","1976","06","10",NA,"Brazil",NA,NA,"Parasita aflorando no solo cerca de 10 cm, inflorescência com bracteas paleaceas avermelhadas, ornamentais.","UEC053877","Magnoliopsida",NA,"Mart.","Cardoso, L","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"UEC053877",NA,NA,NA,"161190","auto","2005","02","02",NA,NA,NA,NA,NA
"109","2021-03-01 16:26:13-03","UNICAMP","UEC","146023","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Forster, W; Koehler, S; Rodrigues, JF","1346","2009","01","22",NA,"Brazil",NA,NA,"Erva holoparasita de raiz de árvore. Inflorescência vistosa, brácteas amarelo-douradas e botões florais vinoso-artropurpureos.; Área de transição de Floresta Ombrófila Densa para o campo de altitude.","UEC086194","Magnoliopsida",NA,"Mart.","Forster, W","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Rio José Pedro, localidade Cachoeira Bonita.","-41.8683013916016","-20.4333000183105","1750","1750","UEC086194",NA,NA,NA,"21645","auto","2009","01",NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:26:13-03","UNICAMP","UEC","146024","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Forster, W; Koehler, S; Rodrigues, JF","1345","2009","01","22",NA,"Brazil",NA,NA,"Erva holoparasita de raiz de árvore. Inflorescência vistosa, brácteas amarelo-douradas e botões florais vinosos-artropurpureos.; Área de transição de Floresta Ombrófila Densa para campo de altitude.","UEC074661","Magnoliopsida",NA,"Mart.","Forster, W","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Rio José Pedro; localidade Cachoeira Bonita.","-41.8683013916016","-20.4333000183105","1750","1750","UEC074661",NA,NA,NA,"21645","auto","2009","01",NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:26:13-03","UNICAMP","UEC","54983","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Tamashiro, JY","21164","1987","06","02",NA,"Brazil",NA,NA,"Parasita de raizes, brácteas de amarelas a vermelhas, botões avermelhados, dura, estames brancos, pedicelo amarelo-langsdorffia.","UEC053880","Magnoliopsida",NA,"Mart.","Cardoso, L","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"UEC053880",NA,NA,NA,"21675","auto","2009","11","05",NA,NA,NA,NA,NA
"112","2021-03-01 16:26:13-03","UNICAMP","UEC","54982","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Meira Neto, JAA; Bernacci, LC; Grombone-Guaratini, MT; Leitão Filho, HF; Tamashiro, JY","21165","1987","06","02",NA,"Brazil",NA,NA,"Parasita de raízes, bracteas avermelhadas com extremos marrons.","UEC053881","Magnoliopsida",NA,"Mart.","Cardoso, L","São Paulo","Atibaia","Fazenda Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,"UEC053881",NA,NA,NA,"21675","auto","2009","11","05",NA,NA,NA,NA,NA
"113","2019-11-19 14:05:02-03","UFRPE","PEUFR","19532","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","K. Andrade; L.S. Figueiredo","101","1995","06","17",NA,"Brasil",NA,NA,"Erva com cerca de 0,1m, brácteas com face externa amarela e face interna vináceae, inflorescência arroxeada.","PEUFR019532",NA,NA,"Mart","P.J. M.","Pernambuco","Buíque","Estrada de Buíque-Catimbau","-37.1557998657227","-8.62306022644043","790","790",NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-19 14:05:02-03","UFRPE","PEUFR","22633","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","L.S. Figueiredo; K. Andrade","147","1995","08","17",NA,"Brasil",NA,NA,"Bracteas vináceas","PEUFR022633",NA,NA,"Mart",NA,"Pernambuco","Buíque","Estrada de Buíque-Catimbau","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-19 14:05:02-03","UFRPE","PEUFR","19591","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","K. Andrade; L.S. Figueiredo","113","1995","07","08",NA,"Brasil",NA,NA,"Parasita de raiz com brácteas vináceas, sépalas vináceas, estames brancos","PEUFR019591",NA,NA,"Mart","P.J. M.","Pernambuco","Buíque","Estrada de Buíque-Catimbau","-37.1557998657227","-8.62306022644043","790","790",NA,NA,NA,NA,"38964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-19 14:05:02-03","UFRPE","PEUFR","2990","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","E.C. Tenório","1130","1969","09","19",NA,"Brasil",NA,NA,"Planta parasita de raiz. 2a. vez coletada no NE e 1a. vez em PE.","PEUFR002990",NA,NA,"Mart","Andrade-Lima","Pernambuco","Buíque","Sítio Cajueiro","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,NA,NA,"38964","auto","1969","09","22",NA,NA,NA,NA,NA
"117","2020-04-22 16:17:55-03","UFPB","JPB","40750","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Thomas, WW; Paixão, JL; Sant'Ana, SC; Lopes, MMM; Riina, R","14557","2006","01","19","Southern America","Brasil",NA,NA,"; HABITAT: Montane forest.; DESC: Parasite on roots in shallow forest stream bed (with a layer of leaf litter over gravel). Roots of host with white latex. Bracts dark brown; round smooth portion of inflorescence maroon; open flower red with yellows stam",NA,"Angiosperma","Dicotyledon","Mart.",NA,"Bahia","Arataca","Serra do Peito de Moça, 9.7 Km NE of Arataca on dirt road to Una, then 8.8 Km NW (left) on road through Fazenda Stanta Rita to Reserva do IESB (Fazenda Palmeira).","-39.343889","-15.161111","700","850",NA,NA,"-39.343889","-15.161111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-04-22 16:17:55-03","UFPB","JPB","46785","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, LA; Santos, E dos","7","2010","09","21","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Erva holoparasita. Flor castanha-vinácea.","JPB0046785","Angiosperma","Dicotyledon","Mart.","Gomes, LA","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Interior da Mata. Clareira. Solo arenoso.","-37.418611","-11.3925",NA,NA,NA,NA,"-37.418611","-11.3925",NA,NA,"2010","11","11",NA,NA,NA,NA,NA
"119","2020-04-22 16:17:55-03","UFPB","JPB","52213","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, LA; Matos, GMA; Gomes-Costa, GA","723","2012","09","14","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Parasita de raiz, inflorescência rosea.","JPB0052213","Angiosperma","Dicotyledon","Mart.","Gomes, LA","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata. Solo arenoso.","-37.419444","-11.385861",NA,NA,NA,NA,"-37.419444","-11.385861",NA,NA,"2012","10",NA,NA,NA,NA,NA,NA
"120","2019-11-05 16:46:15-03","UFOP","OUPR","987","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Ex Herb. Escola de Minas n. 1075.",NA,NA,NA,"Mart.",NA,"Minas Gerais","Ouro Preto","Alto do Itaculumi","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-05 16:46:15-03","UFOP","OUPR","19245","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Freitas, L.S.","02","2006","05","29",NA,"Brasil",NA,NA,"Erva parasita, inflorescência vermelho-vináceas unissexuais masculinas, cercada por brácteas escamiformes. Floresce de maio a junho. Floresta estacional semi-decidual.",NA,NA,NA,"Mart.","Freitas, L.S.","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da capela, Fazenda do Manso.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto","2006","05","29",NA,NA,NA,NA,NA
"122","2019-11-05 16:46:15-03","UFOP","OUPR","19246","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Freitas, L.S.","01","2006","05","29",NA,"Brasil",NA,NA,"Erva parasita, inflorescência vermelho-vináceo, cercada por brácteas escamiformes. Floresce no período de maio a junho (unissexuais femininos). Floresta estacional semi-decidual.",NA,NA,NA,"Mart.","Freitas, L.S.","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do Capela, Fazenda do Manso.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"44599","auto","2006","05","29",NA,NA,NA,NA,NA
"123","2020-10-14 09:59:38-03","FURB","FURB","14926","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Korte, A.; Kniess, A.","330","2009","09","24",NA,"Brasil",NA,NA,"Florística IFFSC 466 (Parasita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: parasita; flor vermelha","FURB00988",NA,NA,"Mart.","Gasper, AL de","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","526","526","FURB00988",NA,"-49.2300000","-27.2700000",NA,NA,"2009","10","25",NA,NA,NA,NA,NA
"124","2020-10-14 09:59:38-03","FURB","FURB","52475","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Carneiro, F.E.","98","2017","05","27",NA,"Brasil",NA,NA,"Habitat: Cerrado Habito: parasita, erva terrícola","FURB52475",NA,NA,"Mart.","Funez, L.A.","Mato Grosso do Sul","Sonora",NA,"-54.8388889","-17.6161111","375","375","FURB52475 FURB52475_1",NA,"-54.8388889","-17.6161111",NA,NA,"2017","05","28",NA,NA,NA,NA,NA
"125","2020-04-27 16:08:55-03","UFES","VIES","35413","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K.; Garbin, M.L. &","1415","2012","08","27",NA,"Brasil",NA,NA,NA,"VIES035413",NA,NA,"Mart.","Cardoso, L.J.F.","Espírito Santo","Castelo","Parque Estadual de Mata das Flores.","-41.184700012207","-20.6035995483398",NA,NA,"VIES035413",NA,NA,NA,"23588","auto","2016","09","30",NA,NA,NA,NA,NA
"126","2020-04-27 16:08:55-03","UFES","VIES","33606","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Zorzanelli, J.P.F.; Bacci, L.","1002","2014","04","12",NA,"Brasil",NA,NA,NA,"VIES033606",NA,NA,"Mart.","Cardoso, L.","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1538","1538","VIES033606",NA,NA,NA,"32198","auto","2014","04",NA,NA,NA,NA,NA,NA
"127","2020-04-27 16:08:55-03","UFES","VIES","18961","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Lorencini, T.S.; Siqueira, V.B.; Braun, A. & Dutra, S.S.","218","2009","04","18",NA,"Brasil",NA,NA,NA,"VIES018961",NA,NA,"Mart.","Lorencini, T.S.; Siqueira, V.B.","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998",NA,NA,"VIES018961",NA,NA,NA,"31867","auto","2009","06","19",NA,NA,NA,NA,NA
"128","2021-03-21 19:33:04-03","UFC","EAC","26828","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Matias, L.Q.","166","1998","08","16","Southern America","Brasil",NA,NA,"Parasita de raiz, inflorescência avermelhada, inflor. masculinas longas, inflor. femininas capituliformes, flores aclamídeas, 1 estilete, 3 estames, subsésseis.; Mata pluvial de altitude","EAC0026828","Dicotyledon",NA,"Mart.","Cardoso, L.J.T.","Ceará","Maranguape","Serra de Maranguape, Brejos nordestinos, substrato humoso","-38.6856002807617","-3.89083003997803","800","900","EAC0026828",NA,NA,NA,"40608","auto","2013","05","28",NA,NA,NA,NA,NA
"129","2021-03-21 19:33:04-03","UFC","EAC","27108","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Souza, E.B.","296","1998","11","07","Southern America","Brasil",NA,NA,"Holoparasítica, ramos suculentos e subterrâneos, inflorescência abrindo-se sobre o solo, brácteas e inflorescência vermelha.","EAC0027108","Dicotyledon",NA,"Mart.","Cardoso, L.J.T.","Ceará","Maranguape","Serra de Maranguape, a caminho para a Pedra Derret","-38.7","-3.9","800","800","EAC0027108",NA,"-38.7","-3.9",NA,NA,"2013","05","28",NA,NA,NA,NA,NA
"130","2021-03-21 19:33:04-03","UFC","EAC","49006","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, V.; Xavier, A.","1352","2004","03","11","Southern America","Brasil",NA,NA,"Erva.","EAC0049006","Dicotyledon",NA,"Mart.","Cardoso, L.J.T.","Ceará","Guaramiranga","Sítio Arvoredo, ALTEE","-38.935278","-4.245",NA,NA,"EAC0049006",NA,"-38.935278","-4.245",NA,NA,"2013","05","28",NA,NA,NA,NA,NA
"131","2021-03-21 19:33:04-03","UFC","EAC","49007","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gomes, V.","7071","2004","07","07","Southern America","Brasil",NA,NA,NA,"EAC0049007","Dicotyledon",NA,"Mart.","Cardoso, L.J.T.","Ceará","Guaramiranga","Sítio Lagoa","-38.971167","-4.206028","940","940","EAC0049007",NA,"-38.971167","-4.206028",NA,NA,"2013","05","28",NA,NA,NA,NA,NA
"132","2021-03-21 19:33:04-03","UFC","EAC","52645","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Loiola, M.I.B.; et al.","1795","2012","06","05","Southern America","Brasil",NA,NA,"Flor vermelha.","EAC0052645","Dicotyledon",NA,"Mart.","Lima-Verde, L.W.","Ceará","Ubajara","Parque Nacional de Ubajara, 2ª passagem molhada.","-40.913194","-3.84525","760","760","EAC0052645",NA,"-40.913194","-3.84525",NA,NA,"2012","09","21",NA,NA,NA,NA,NA
"133","2021-03-21 19:33:04-03","UFC","EAC","53458","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Souza, E.B.; et al.","2541","2012","04","28","Southern America","Brasil",NA,NA,"Holoparasita, carnosa; inflorescência com brácteas vináceas.","EAC0053458","Dicotyledon",NA,"Mart.","Cardoso, L.J.T.","Ceará","Granja","Serra de Ubatuba","-41.1875","-3.3125","880","880","EAC0053458",NA,"-41.1875","-3.3125",NA,NA,"2013","05","28",NA,NA,NA,NA,NA
"134","2021-03-21 19:33:04-03","UFC","EAC","39547","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Silveira, E.R.","s.n.","2006","08","19","Southern America","Brasil",NA,NA,"Erva, geófita; flor vermelha.; Mata úmida","EAC0039547","Dicotyledon",NA,"Mart.","Cardoso, L.J.T.","Ceará","Pacoti","Pico Alto","-38.9233016967773","-4.22499990463257",NA,NA,"EAC0039547",NA,NA,NA,"9622","auto","2013","05","28",NA,NA,NA,NA,NA
"135","2021-03-21 19:33:04-03","UFC","EAC","20347","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Lima-Verde, L.W.","s.n.","1993","09","18","Southern America","Brasil",NA,NA,"Inflor. masculinas e femininas, possível polinização por abelhas melíferas da tribo Trigonini.","EAC0020347","Dicotyledon",NA,"Mart.","Cardoso, L.J.T.","Ceará","Pacoti","Sítio Olho D'água do Tangarás","-38.9233016967773","-4.22499990463257",NA,NA,"EAC0020347",NA,NA,NA,"9622","auto","2013","05","28",NA,NA,NA,NA,NA
"136","2020-12-21 16:17:53-03","MBM","MBM","200487","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pietrobom da Silva, M.R.; Windisch, P.G.; Oliveira, W.; Windisch, P.G.; Oliveira, W.","3313","1996","07","06","Southern America","Brazil",NA,NA,"Parasita de raízes, inflorescência castanha.; Cerrado, encosta de formação arenítica e baixada com buritizal, encosta próximo da rodovia.","MBM200487",NA,NA,"Mart.","Motta, J.T.","Goiás","Portelândia","Serra da Urtiga, Rodovia BR-364 Mineiros-Santa Rita do Araguaia, próximo do Posto Urtigão","-52.65","-17.366667",NA,NA,NA,NA,"-52.65","-17.366667",NA,NA,"2019","06","24",NA,NA,NA,NA,NA
"137","2020-12-21 16:17:53-03","MBM","MBM","420877","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","s.n.","2018","11","14","Southern America","Brazil",NA,NA,"Parasita, prostrada ao solo. Crescendo no interior da floresta.; Vegetação secundária média/avançada","MBM420877",NA,NA,"Mart.","Mazziero, F.F.F.","Minas Gerais","Mariana","Samarco","-43.468333","-20.227222","1005","1005",NA,NA,"-43.468333","-20.227222",NA,NA,"2018","12","01",NA,NA,NA,NA,NA
"138","2020-12-21 16:17:53-03","MBM","MBM","429879","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Brotto, M.L.; Antoniuk-Bonato, R.G.; Antoniuk-Bonato, R.G.","3852","2020","05","16","Southern America","Brazil",NA,NA,"Planta parasita de raiz. Erva emergindo do solo; inflorescência amarelo-claro; infrutescência marrom (30-40 infl./infr. no chão).; Floresta Ombrófila Densa Submontana.","MBM429879",NA,NA,"Mart.","Brotto, M.L.","Paraná","Morretes","Serra da Farinha-seca, próximo à Estrada da Graciosa","-48.889672","-25.351564","600","600",NA,NA,"-48.889672","-25.351564",NA,NA,"2020","08","20",NA,NA,NA,NA,NA
"139","2020-12-21 16:17:53-03","MBM","MBM","429680","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Canestraro, B.K.","1238","2018","07","14","Southern America","Brazil",NA,NA,"Humícola, margem da trilha, heliófita.; Cerrado e Mata de Galeria.","MBM429680",NA,NA,"Mart.","Lozano, E.D.","Mato Grosso","Chapada dos Guimarães","Parque Nacional da Chapada dos Guimarães, Trilha para o circuito das cachoeiras, próximo à cachoeira do pulo","-55.840425","-15.416261","611","611",NA,NA,"-55.840425","-15.416261",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA
