"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"44","2020-02-08 09:33:25-03","NBC","NL-BOTANY","U.1720970","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Lindeman JC","1981","01","Brazil",NA,NA,"Rio Grande do Sul Embrapa Uepae former Faz. 5 Cruzes 10km SE of Bage.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1720970","NL-U1720970",NA,"08","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:33:25-03","NBC","NL-BOTANY","U.1720971","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Brade AC","1949","02","Brazil",NA,NA,"Estado do Parana Ponta Grosso Faz Cambijon Fortaleza.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1720971","NL-U1720971",NA,"13","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:29:13-03","NBC","NL-BOTANY","AMD.118200","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Herter WG","1928","02","Uruguay",NA,NA,"Dep. de Montevideo, Dict. Miguelete.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.118200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD118200","NL-AMD118200",NA,"20","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892451","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Fiebrig K","1903","02","Paraguay",NA,NA,"Paraguary.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892451","NL-L2892451",NA,"20","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892433","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1980","12","Argentina",NA,NA,"Estancia 'La Yela,,. Dep. Empedrado. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892433","NL-L2892433",NA,"04","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892434","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Smith LB; Klein RM","1957","02","Brazil",NA,NA,"Santa Catarina. Mun Curitibanos: campo, 2-3 km west of Curitibanos on the road to Campos Novos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892434","NL-L2892434",NA,"09","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892435","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Villafañe M","1946","12","Argentina",NA,NA,"Provincie Cordoboy. Dep. Cruz del Efe. Cruz del Efe.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892435","NL-L2892435",NA,"31","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892436","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Schwarz GJ","1947","01","Argentina",NA,NA,"Misiones. Dep. San Javier. Arroyo Portero.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892436","NL-L2892436",NA,"10","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892437","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Rambo B","1933","01","Brazil",NA,NA,"P. Alegre.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892437","NL-L2892437",NA,"06","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892438","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Morel J","1946","11","Argentina",NA,NA,"Provincie Formosa. Dep. Pulcomoyo.* Clorinda.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892438","NL-L2892438",NA,"05","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892439","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Vervoorst F","1957","01","Argentina",NA,NA,"Bs Aires: Pdo. Gol Lavalle: San Clemente del Tuyu.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892439","NL-L2892439",NA,"26","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892440","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Hatschbach GG","1959","02","Brazil",NA,NA,"Est. Parana. Mun. Piraquara. Borda do Campo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892440","NL-L2892440",NA,"18","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892441","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Huidobro AMR","1946","12","Argentina",NA,NA,"Provincia Corrientes. Dep. P. delos Libres. Parada Fucheta.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892441","NL-L2892441",NA,"22","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892442","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Huidobro AMR","1946","12","Argentina",NA,NA,"Provincia Corrientes. Dep. P. delos Libres. Parada Fucheta.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892442","NL-L2892442",NA,"22","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892443","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Bertoni MB","1945","10","Argentina",NA,NA,"Gob. Misiones. Dep. Cuadelaria. Cerro Cora.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892443","NL-L2892443",NA,"23","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892444","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Palacios-Cuezzo","1948","11","Brazil",NA,NA,"N.V. Brasil-Estado. Provincia Rio G. do Sul. Sao Gabriel.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892444","NL-L2892444",NA,"29","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892445","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Rambo B","1949","03","Brazil",NA,NA,"Rio Grande do Sul, Sapucaia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892445","NL-L2892445",NA,"09","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892447","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Schwindt E","1950","02","Argentina",NA,NA,"Provincie Misiones. Dep. Cainguas. Ruta 14-km 252.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892447","NL-L2892447",NA,"13","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892448","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Schülz","1948","03","Argentina",NA,NA,"Provincia Chaco. Colonia Benitez.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892448","NL-L2892448",NA,"06","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892449","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Fiebrig K","1908","01","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892449","NL-L2892449",NA,"01","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892450","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Sellow F",NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892450","NL-L2892450",NA,NA,"Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-02-08 09:29:13-03","NBC","NL-BOTANY","L.2892452","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Lorentz PG","1879","03","Uruguay",NA,NA,"Entreriana. Concepcion del Uruguay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2892452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2892452","NL-L2892452",NA,"28","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-02-08 09:29:13-03","NBC","NL-BOTANY","U.1720929","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Renvoize SA; Wilmot-Dear CM; Zuloaga FO","1978","10","Argentina",NA,NA,"Misiones Apostoles San Jose.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720929 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1720929","NL-U1720929",NA,"14","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-02-08 09:29:13-03","NBC","NL-BOTANY","U.1720930","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Herter WGF","1928","02","Uruguay",NA,NA,"Dep de Montevideo Miguelete.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1720930","NL-U1720930",NA,"20","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-02-08 09:29:13-03","NBC","NL-BOTANY","U.1720932","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1949","11","Argentina",NA,NA,"Estancia Santa Maria dep Mburucuya. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1720932 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1720932","NL-U1720932",NA,"21","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-02-08 09:29:13-03","NBC","NL-BOTANY","WAG.1836685","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Kummrow R; Cordeiro J","1987","02","Brazil",NA,NA,"Parque Iguaçu (mun. Curitiba) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1836685 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1836685","NL-WAG1836685",NA,"04","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-02-08 09:29:13-03","NBC","NL-BOTANY","WAG.1836686","PreservedSpecimen","Plantae","Acanthaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Kummrow R; Cordeiro J","1987","02","Brazil",NA,NA,"Parque Iguaçu (mun. Curitiba) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1836686 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1836686","NL-WAG1836686",NA,"04","Southern America",NA,NA,NA,"Lamiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 12:17:40-03","ESALQ","ESA","103889","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis",NA,"Schinini, A.","2007",NA,NA,"Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","2007","01","Argentina","Corrientes","San Miguel","Ruta 118, 46km de Loreto em direção a San Miguel. Palmar com Butia",NA,NA,NA,NA,"70","70","Subarbusto, flores róseas","ESA103889","ESA103889","6926.0","10",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 12:17:40-03","ESALQ","ESA","49991","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis",NA,NA,NA,NA,NA,"Elias, S.I. ; Rolim, G.S.","1999","02","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA049991",NA,"324.0","23",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 12:17:40-03","ESALQ","ESA","99454","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis",NA,"Fernandes, T.M.","2010",NA,NA,"França, F.","2005","01","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"ESA099454","ESA099454","50848.0","01",NA,NA,NA,"Magnoliophyta",NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 12:15:40-03","ESALQ","ESA","132987","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis",NA,NA,"2010",NA,NA,"Souza, V.C.; Latvis, M.; França. J.R.K.G.; Colletta, G.D.","2010","02","Brasil","Paraná","Campo Largo","Estrada Curitiba - Ponta Grossa, km 552. Campo geral.","-49.5283012390137","-25.4585990905762","49o44,53#?#","25o26,70#?#","1100","1100","Erva, 30-50cm alt.; flores róseas.","ESA132987",NA,NA,"08",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 12:15:40-03","ESALQ","ESA","132980","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis",NA,NA,"2010",NA,NA,"Souza, V.C.; Latvis, M.; França. J.R.K.G.; Colletta, G.D.","2010","02","Brasil","Paraná","Campo Largo","Estrada Ponta Grossa - Campo Largo, km 546. Campo geral.","-49.5283012390137","-25.4585990905762","49o47,85#?#","25o23#?#56","1050","1050","Erva, 30-50cm alt.; flores róseas.","ESA132980",NA,NA,"08",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 12:17:40-03","ESALQ","ESA","56775","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","2007","10","14","Paula-Souza, J.; Ferrucci, M.S.; Meza Torres, E.I.","2007","02","Argentina","Chaco","1o de Mayo","Colonia Benítez. Arredores do Rio Tragadero, indo pela estrada velha. Selva de inundación",NA,NA,NA,NA,"50","50","Erva, flores róseas","ESA056775","ESA056775","8117.0","01",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-04 12:17:40-03","ESALQ","ESA","55622","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","2007","10","14","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","2007","01","Argentina","Corrientes","Bella Vista","Ruta 12 em direção a Mercedes, 200m antes da ponte do Rio Santa Luzia. Palmar com Butia, solo arenoso inundável",NA,NA,NA,NA,"70","70","Subarbusto, ca. 40cm alt. Flores róseas","ESA055622","ESA055622","6964.0","11",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 12:17:40-03","ESALQ","ESA","44927","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Kummrow, R. ; Paciornik, E.F.","1986","03","Brasil","Paraná","Campo Largo",NA,"-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,NA,"ESA044927",NA,"2738.0","21",NA,NA,NA,"Magnoliophyta",NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 12:17:40-03","ESALQ","ESA","82713","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Cordeiro, J. ; Barbosa E.","2001","03","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"ESA082713","ESA082713","1927.0","02",NA,NA,NA,"Magnoliophyta",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-04 12:17:40-03","ESALQ","ESA","68535","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Oliveira, P.I. ; Cordeiro, J.","1985","03","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"ESA068535","ESA068535","871.0","14",NA,NA,NA,"Magnoliophyta",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 12:17:40-03","ESALQ","ESA","62508","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Cruz, J.M. et al.","1999","02","Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,"ESA062508","ESA062508","57.0","03",NA,NA,NA,"Magnoliophyta",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-04 12:17:40-03","ESALQ","ESA","85184","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schdtdt.) D'Arcy","Rando, J.G. & Souza, V.C.",NA,NA,NA,"Dombrowski, L.T.","1986","10","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"ESA085184","ESA085184","13045.0","01",NA,NA,NA,"Magnoliophyta",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-04 12:17:40-03","ESALQ","ESA","36341","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Ribas, O.S. ; Cordeiro, J.","1990","01","Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"ESA036341","ESA036341","232.0","30",NA,NA,NA,"Magnoliophyta",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-04 12:17:40-03","ESALQ","ESA","85180","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schdtdt.) D'Arcy","Rando, J.G. & Souza, V.C.",NA,NA,NA,"Ribas, O.S. et al.","2002","01","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"ESA085180","ESA085180","4269.0","29",NA,NA,NA,"Magnoliophyta",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-04 12:17:40-03","ESALQ","ESA","36346","PreservedSpecimen","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Ribas, O.S. et al.","1996","02","Brasil","Santa Catarina","Curitibanos",NA,"-50.584400177002","-27.2828006744385",NA,NA,NA,NA,NA,"ESA036346","ESA036346","1231.0","11",NA,NA,NA,"Magnoliophyta",NA,"25987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
