"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"95","2019-12-19 08:15:26-03","FPS","FPS","3161","MachineObservation","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Schwirkowski, P.","2017","11","15","Schwirkowski, P.","2017","11","Brasil","Santa Catarina","São Bento do Sul","Bairro Progresso. Depósito do SAMAE","-49.357561","-26.240275","-49.357561","-26.240275",NA,NA,"<ll>dwc_commonname:</ll> Dedaleira-crioula-comum","FPS03161,FURB57423","FPS03161_v01 FPS03161_v02 FPS03161_v03 FPS03161_v04 FURB57423","2587","15",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 57423","voucher",NA,NA,NA,NA,NA,NA,NA
"96","2019-12-19 08:15:26-03","FPS","FPS","1556","MachineObservation","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Schwirkowski, P.","2011","02","20","Schwirkowski, P.","2011","02","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Fundos do Supermercado Germânia.","-49.386806","-26.275768","-49.386806","-26.275768",NA,NA,"<ll>dwc_commonname:</ll> Dedaleira-crioula-comum","FPS01556","FPS01556_v01 FPS01556_v02 FPS01556_v03",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-12-19 08:15:26-03","FPS","FPS","813","MachineObservation","Plantae","Orobanchaceae","Agalinis","communis","Agalinis communis",NA,"Schwirkowski, P.","2015","03","07","Schwirkowski, P.","2015","03","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim","-49.216588","-26.29284","-49.216588","-26.29284",NA,NA,"<ll>dwc_commonname:</ll> Dedaleira-crioula-comum","FPS00813,FURB48448","FPS00813_v01 FPS00813_v02 FPS00813_v03 FPS00813_v04 FPS00813_v05 FURB48448","1074","07",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 48448","voucher",NA,NA,NA,NA,NA,NA,NA
"98","2019-08-27 13:33:09-03","IAP","PACA-AGP","45813.1","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1950","02","Brasil","RS","Porto Alegre","Morro da Polícia.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In campestribus dumetosis. Fenofase: flor","PACA045813-1",NA,NA,"16",NA,NA,NA,"Magnoliophyta","Scrophulariales","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-08-27 13:33:09-03","IAP","PACA-AGP","100074","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","A.V. Scatigna","2015","03","02","L. P. Queiroz","2006","11","Brasil","RS","Caçapava do Sul","18,5 Km S de Caçapava do Sul na estrada p/ Lavras do Sul (RS-357).","-53.8375","-30.795278","53°50'15W","30°47'43S","325","325","Universidade Estadual de Feira de Santana, HUEFS n° 115122.&nf;Folhas membranáceas, flores com corola lilás-claro, quase branca. Habitat: Campos da Serra do Sudeste do RS com afloramentos de granito e capões de mata. Fenofase: flor Hábi","PACA100074",NA,"12399","11",NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-08-27 13:33:09-03","IAP","PACA-AGP","26375","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1945","01",NA,"P. Buck SJ","1944","01","Brasil","RS","Palmares","Faz. das Almas",NA,NA,NA,NA,NA,NA,"Habitat: Ad viam in tritis Fenofase: flor","PACA026375",NA,NA,"25",NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-08-27 13:33:09-03","IAP","PACA-AGP","3130.1","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1938",NA,"Brasil","RS","Pareci","Perto de Montenegro",NA,NA,NA,NA,NA,NA,"Habitat: In incultis Fenofase: fruto","PACA003130-1",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-08-27 13:33:09-03","IAP","PACA-AGP","33579","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","B. Rosengurtt","1946","02","Uruguai",NA,NA,"Canelones",NA,NA,NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor rosa","PACA033579",NA,"5616","22",NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-08-27 13:33:09-03","IAP","PACA-AGP","8877","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1941","01","Brasil","RS","Livramento","Morro Vigia",NA,NA,NA,NA,NA,NA,"Habitat: In campestribus dumetosis Fenofase: flor","PACA008877",NA,NA,"12",NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-08-27 13:33:09-03","IAP","PACA-AGP","94992","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","J. Larocca",NA,NA,NA,"V. Caetano","1998","09","Brasil","RS","Bujuru","Litoral",NA,NA,NA,NA,NA,NA,"HASU 15905","PACA094992",NA,NA,"29",NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-08-27 13:33:09-03","IAP","PACA-AGP","48292","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","G. Tessmann","1947","11","Brasil","PR","Piraquara","Florestal, 29 Km para leste de Curitiba, estrada C.- Paranagua.","-49.0633010864258","-25.4416999816895",NA,NA,"930","930","Zona de Araucária oriental. &nf;Freqüência: No mato em lugares claros, mas não raro. Erva. Flor: cálice verde, tubo branqueado, com leve colorido lilás, corola lilás, interior do tubo com estames branco, anteras cor ocre claro. Época de","PACA048292",NA,"2728",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","12577","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-27 13:33:09-03","IAP","PACA-AGP","69952","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25",NA,"1977","11","Brasil","RS","Arroio dos Ratos","Fazenda Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,"Herbário Karner Hagelund, 11109.","PACA069952",NA,NA,"04",NA,NA,NA,"Magnoliophyta","Scrophulariales","29956","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-08-27 13:33:09-03","IAP","PACA-AGP","36433","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1948","02","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor","PACA036433",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","30776","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-27 13:33:09-03","IAP","PACA-AGP","50216","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Emrich, K.","1951","02","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor e fruto","PACA050216",NA,NA,"24",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-08-27 13:33:09-03","IAP","PACA-AGP","33349","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Emrich, K.","1946","02","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: In dumetosis secundariis Fenofase: flor","PACA033349",NA,NA,"10",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-08-27 13:33:09-03","IAP","PACA-AGP","33348","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Emrich, K.","1946","02","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor e fruto","PACA033348",NA,NA,"10",NA,NA,NA,"Magnoliophyta","Scrophulariales","16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-08-27 13:33:09-03","IAP","PACA-AGP","56607","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1955","02","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: In campestribus subhumidis Fenofase: flor","PACA056607",NA,NA,"08",NA,NA,NA,"Magnoliophyta","Scrophulariales","49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-08-27 13:33:09-03","IAP","PACA-AGP","54897","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1954","02","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: In campestribus graminosis Fenofase: flor","PACA054897",NA,NA,"24",NA,NA,NA,"Magnoliophyta","Scrophulariales","49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-08-27 13:33:09-03","IAP","PACA-AGP","31382","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","P. Buck SJ","1946","02","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: Ad viam Fenofase: flor e fruto","PACA031382",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-08-27 13:33:09-03","IAP","PACA-AGP","57810","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Pivetta","1954","01","Brasil","RS","Cruz Alta",NA,"-53.6063995361328","-28.638599395752",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor","PACA057810",NA,"823","02",NA,NA,NA,"Magnoliophyta","Scrophulariales","44498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-08-27 13:33:09-03","IAP","PACA-AGP","50572","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Sehnem, A.","1950","01","Brasil","RS","Gravataí",NA,"-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"Habitat: In campestribus dumetosis Fenofase: flor","PACA050572",NA,"4393","25",NA,NA,NA,"Magnoliophyta","Scrophulariales","25424","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-08-27 13:33:09-03","IAP","PACA-AGP","28389","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1945","03","Brasil","RS","Nonoai","Nonoai ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor","PACA028389",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","35080","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-27 13:33:09-03","IAP","PACA-AGP","63112","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Schlichting","1956","03","Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor e fruto","PACA063112",NA,NA,"09",NA,NA,NA,"Magnoliophyta","Scrophulariales","51462","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-08-27 13:33:09-03","IAP","PACA-AGP","63769","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Brauner","1958","03","Brasil","RS","Pelotas","Em beira de estrada.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor e fruto","PACA063769",NA,"4","10",NA,NA,NA,"Magnoliophyta","Scrophulariales","51462","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-08-27 13:33:09-03","IAP","PACA-AGP","62843","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Camargo, O. R.","1958","02","Brasil","RS","Porto Alegre","Arredores da capital, Bairro Petrópolis.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor e fruto","PACA062843",NA,"3135","08",NA,NA,NA,"Magnoliophyta","Scrophulariales","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-08-27 13:33:09-03","IAP","PACA-AGP","39372","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1948","12","Brasil","RS","Porto Alegre","Belém Novo","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In campestribus arenosis. Fenofase: flor","PACA039372",NA,NA,"31",NA,NA,NA,"Magnoliophyta","Scrophulariales","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-08-27 13:33:09-03","IAP","PACA-AGP","40412","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1949","03","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In campestribus dumetosis. Fenofase: flor e fruto","PACA040412",NA,NA,"05",NA,NA,NA,"Magnoliophyta","Scrophulariales","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-08-27 13:33:09-03","IAP","PACA-AGP","315","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1933","01","Brasil","RS","Porto Alegre","Vila Manresa.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: In campestribus. Fenofase: flor e fruto","PACA000315",NA,NA,"06",NA,NA,NA,"Magnoliophyta","Scrophulariales","29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-27 13:33:09-03","IAP","PACA-AGP","26032","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1945","01","Brasil","RS","Quaraí","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor e fruto","PACA026032",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","74636","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-08-27 13:33:09-03","IAP","PACA-AGP","46277","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1950","03","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor e fruto maturo","PACA046277",NA,NA,"13",NA,NA,NA,"Magnoliophyta","Scrophulariales","76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:33:09-03","IAP","PACA-AGP","11576","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","P. Buck SJ","1944","01","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor","PACA011576",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:33:09-03","IAP","PACA-AGP","25664","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1944","01","Brasil","RS","São Gabriel","Faz. Santa Cecília.","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor e fruto","PACA025664",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","56206","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:33:09-03","IAP","PACA-AGP","7761","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","F. Theissen SJ","1907",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor","PACA007761",NA,"441",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:33:09-03","IAP","PACA-AGP","40464","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1949","03","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"Habitat: In campestribus arenosis. Fenofase: flor e fruto","PACA040464",NA,NA,"09",NA,NA,NA,"Magnoliophyta","Scrophulariales","7291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:33:09-03","IAP","PACA-AGP","45887","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1950","02","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Habitat: In incultis dumetosis. Fenofase: flor","PACA045887",NA,NA,"21",NA,NA,NA,"Magnoliophyta","Scrophulariales","20837","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-08-27 13:33:09-03","IAP","PACA-AGP","9968","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1942","01","Brasil","RS","Tupanciretã","Ijuizinho","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: In campestribus dumetosis Fenofase: flor","PACA009968",NA,NA,"30",NA,NA,NA,"Magnoliophyta","Scrophulariales","59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:33:09-03","IAP","PACA-AGP","9169","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1942","01","Brasil","RS","Tupanciretã","Jarí","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor","PACA009169",NA,NA,"26",NA,NA,NA,"Magnoliophyta","Scrophulariales","59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-27 13:33:09-03","IAP","PACA-AGP","8876","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1942","01","25","Rambo, B.","1942","01","Brasil","RS","Tupanciretã","Jarí","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Habitat: In campestribus graminosis Fenofase: estéril","PACA008876",NA,NA,"25",NA,NA,NA,"Magnoliophyta","Scrophulariales","59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-27 13:33:09-03","IAP","PACA-AGP","63245","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Spies","1957",NA,"Brasil","RS","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Habitat: In campestribus Fenofase: flor e fruto","PACA063245",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","93142","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:33:09-03","IAP","PACA-AGP","31406","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Rambo, B.","1946","01","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: In incultis dumetosis Fenofase: fruto","PACA031406",NA,NA,"31",NA,NA,NA,"Magnoliophyta","Scrophulariales","19353","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:33:09-03","IAP","PACA-AGP","64287","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","V. C. Souza","1994","01","25","Mattos","1958","02","Brasil","SC","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Habitat: In incultis Fenofase: flor","PACA064287",NA,"5826","10",NA,NA,NA,"Magnoliophyta","Scrophulariales","48290","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:33:09-03","IAP","PACA-AGP","50572.1","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","Emrich-Rambo Sicher","1954","09","18","Sehnem, A.","1950","01","Brasil","RS","Gravataí",NA,"-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"Habitat: In campestribus dumetosis.","PACA050572-1",NA,"4393","25",NA,NA,NA,"Magnoliophyta","Scrophulariales","25424","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:33:09-03","IAP","PACA-AGP","58949","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","Emrich-Rambo Sicher","1957","05","07","Camargo, O. R.","1956","01","Brasil","RS","Santa Maria","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Sem material. Habitat: In dumetosis. Fenofase: flor e fruto","PACA058949",NA,"116","26",NA,NA,NA,"Magnoliophyta","Scrophulariales","37819","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:33:09-03","IAP","PACA-AGP","86348","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","A. Sehnem","1972",NA,NA,"Sehnem, A.","1972","02","Brasil","RS","Tramandaí","Campo de Aviação.","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Habitat: Herba in campo.","PACA086348",NA,"12956","10",NA,NA,NA,"Magnoliophyta","Scrophulariales","21077","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-27 13:33:09-03","IAP","PACA-AGP","59868","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","Emrich-Rambo Sicher","1957","05","05","Camargo, O. R.","1957","03","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Sem material. Habitat: In incultis Fenofase: flor e fruto","PACA059868",NA,"1201","25",NA,NA,NA,"Magnoliophyta","Scrophulariales","19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-27 13:33:09-03","IAP","PACA-AGP","96974","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Mondin, C.","2005","02","Brasil","RS","Gravataí",NA,"-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,"HASU 12071.&nf;Corola lilás. Habitat: No campo. Fenofase: flor Hábito: erva","PACA096974",NA,"3049","17",NA,NA,NA,"Magnoliophyta","Scrophulariales","25424","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-08-27 13:33:09-03","IAP","PACA-AGP","101158","PreservedSpecimen","Plantae","Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.","R. Wasum",NA,NA,NA,"R. Wasum","1972","03","Brasil","RS","Morro Reuter",NA,"-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Fenofase: flor e fruto","PACA101158",NA,"528","14",NA,NA,NA,"Magnoliophyta","Scrophulariales","12924","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA
