"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","infraspecificEpithet","individualCount","verbatimLongitude","verbatimLatitude"
"52","2012-04-24 14:52:00-03","MO","MOBOT","2514746","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","Herter, W. G. F.","W.G. Herter","Herter 68202","1924","3",NA,"South America","Uruguay","Montevideo",NA,"Peniarol",NA,NA,NA,NA,NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","2916500","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","CE","Per Dusén","Dusén 171a","1914",NA,NA,"South America","Brazil","Paraná",NA,"Serrinha, locis paludosis",NA,NA,NA,NA,NA,NA,"840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2012-04-12 05:10:00-03","MO","MOBOT","2916552","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"A.M. Ruiz Huidobro","Huidobro 4514","1947",NA,NA,"South America","Argentina","Corrientes","Santo Tomé","Ruta 114 km. 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2012-04-12 05:10:00-03","MO","MOBOT","2916652","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"A.M. Ruiz Huidobro","Huidobro 4401","1947","1","16","South America","Argentina","Corrientes","Santo Tomé","Ruta 14km. Rio Aguapey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2012-04-26 08:53:00-03","MO","MOBOT","2916871","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","G. Hatschbach 6/971","Gert G. Hatschbach","Hatschbach 26480","1971","2","24","South America","Brazil","Paraná",NA,"Virmond (mun. Laranjeiras do Sul0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","2916972","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","G. Hatschbach","Gert G. Hatschbach","Hatschbach 21055","1969",NA,NA,"South America","Brazil","Paraná",NA,"Rio Cavernoso (Guarapuava)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","2917094","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","E.L. Ekman","Erik L. Ekman","Ekman 1832","1908",NA,NA,"South America","Argentina","Misiones",NA,"Posadas, Loreto, prope Rio Mag. dalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-11-15 05:15:00-02","MO","MOBOT","2917154","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","Fred G. Meyer 20 Jan","Antonio C. Krapovickas","Krapovickas 2290","1945",NA,NA,"South America","Argentina","Buenos Aires","Quilmes","Hudson borde camino, entre quintas. 1.5m altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2012-04-24 14:11:00-03","MO","MOBOT","2917257","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"W.G. Herter","Herter 17","1924","3",NA,"South America","Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"61","2012-05-01 15:46:00-03","MO","MOBOT","2917314","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"José F. Pensiero|C. Faurie","Pensiero 2374","1985",NA,NA,"South America","Argentina","Santa Fé",NA,"9km S de Cayastacito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-07 11:44:36-03","FUVATES","HVAT","330","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","S. Bordignon","S. Bordignon","s.n.","2003","03","18",NA,"Brasil","Rio Grande do Sul","Canoas","Trevo da BR 386 com BR116.","-51.183611","-29.917778",NA,"Duplicata do registro ICN 189973","HVAT00000330",NA,NA,NA,NA,NA,"2003",NA,"03","18",NA,NA,NA,NA,"-51º11'1''W","-29º55'4''S"
"63","2020-09-12 05:00:02-03","US","US","1564018","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"A. Krapovickas","2290","1945","5","27","South America","Argentina","Buenos Aires",NA,"Hudson Fcs. Provincia de Buenos Aires. Partido: Quilmes.",NA,NA,NA,NA,"US02805432",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"64","2020-09-12 05:00:02-03","US","US","3332480","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"A. Butzke & et al.","11610","1995","1","26","South America","Brazil","Rio Grande do Sul",NA,"RS - Gaurama - Linha Tonello.",NA,NA,NA,NA,"US02805419","US02805419_01","700",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"65","2020-09-12 05:00:02-03","US","US","1176352","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"C. Osten","5394",NA,NA,NA,"South America","Uruguay","Salto",NA,"Dep. Salto, in uliginosis pr. Salto grande.",NA,NA,NA,NA,"US02805434",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","2705951","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"G. Hatschbach","26486","1971","2","24","South America","Brazil","Paraná",NA,"Virmond (mun. Laranjeiras do Sul).",NA,NA,NA,NA,"US02805420","US02805420_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"67","2020-09-12 05:00:02-03","US","US","2169456","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"T. Pederson","3321","1955","3","15","South America","Argentina","Buenos Aires",NA,"Punta Lara, Part. Eva Perón, Prov. Buenos Aires.",NA,NA,NA,NA,"US02805426",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"68","2020-09-12 05:00:02-03","US","US","2049655","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Palacios-Cuezzo","2155","1948","3","24","South America","Argentina","Corrientes",NA,"Provincia Corrientes, Paso de los Libres.",NA,NA,NA,NA,"US02805431",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"69","2020-09-12 05:00:02-03","US","US","2102306","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"B. Rambo S. J.","52061","1952","2","21","South America","Brazil",NA,NA,"Brasiliae australis. Brasilia, Anna Rech pr. Caxias. In dumetosis ad viam.",NA,NA,NA,NA,"US02805427","US02805427_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"70","2020-09-12 05:00:02-03","US","US","2049864","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"E. Schwindt","1339","1949","3","6","South America","Argentina","Misiones",NA,"Gob. Misiones, Dep. San Pedro, Monte Carlo.",NA,NA,NA,NA,"US02805430",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"71","2020-09-12 05:00:02-03","US","US","2338277","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"L. Smith & R. M. Klein","12181","1957","3","16","South America","Brazil","Santa Catarina",NA,"Mun. Caçador-Curitibanos: Ruderal, 15 km southeast of Caçador on the road to Lebon Regis (47 km).",NA,NA,NA,NA,"US02805424","US02805424_01","700","900",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"72","2020-09-12 05:00:02-03","US","US","2510753","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"T. Pederson","6145","1961","10","15","South America","Argentina","Corrientes",NA,"Estancia Itá Caabó. Dep. Mercedes, Prov. Corrientes.",NA,NA,NA,NA,"US02805423","US02805423_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"73","2020-09-12 05:00:02-03","US","US","204701","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"A. Regnell","934","1846","3","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraes, Caldas.",NA,NA,NA,NA,"US02805436","US02805436_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2893701","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"A. E. Burkart & et al.","23471","1962","3","8","South America","Argentina","Entre Rios",NA,"Dep. Gualeguaychú, entre rio Paranacito y arroyo Paso Ancho.",NA,NA,NA,NA,"US02805422",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"75","2020-09-12 05:00:02-03","US","US","3249364","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"T. Pederson","8212","1967","3","31","South America","Argentina","Entre Rios",NA,"Estancia La Selmira, Dep. Uruguay, Prov. Entre Rios. (Isla Cupalén).",NA,NA,NA,NA,"US02805421",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"76","2020-09-12 05:00:02-03","US","US","2929803","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"O. Boelcke","3246","1950","5","18","South America","Argentina","Buenos Aires",NA,"Prov. Buenos Aires, pdo. Tigre, Delta del Paraná, Paraná Miní. Estacion Experimental Forestal.",NA,NA,NA,NA,"US02805429",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"77","2020-09-12 05:00:02-03","US","US","1858350","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Hicken","4041","1908","5","10","South America","Argentina","Buenos Aires",NA,"Prov. de Buenos Aires: Isla Maciel.",NA,NA,NA,NA,"US02805435",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"78","2020-09-12 05:00:02-03","US","US","2196465","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"E. G. Nicora","427","1935","5","21","South America","Argentina","Buenos Aires",NA,"Hudson.",NA,NA,NA,NA,"US02805433",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"79","2020-09-12 05:00:02-03","US","US","2102259","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"B. Rambo S. J.","51960","1952","1","30","South America","Brazil","Rio Grande do Sul",NA,"Brasiliae australis. Brasilia, RGS, Palmeira. Ad rivum in dumetosis.",NA,NA,NA,NA,"US02805428","US02805428_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"80","2020-09-12 05:00:02-03","US","US","2338248","PreservedSpecimen","Plantae",NA,"Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"L. Smith & R. M. Klein","11365","1957","2","18","South America","Brazil","Santa Catarina",NA,"Mun. Caçador: Pinheiral, 33 km west of Caçador.",NA,NA,NA,NA,"US02805425","US02805425_01","1000","1200",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"81","2019-10-07 09:16:35-03","UEFS","HUEFS","169179","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Robim, M.J.","555","1988","03","15",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual, mata do Guini, próximo do rio Sapucaí.","-45.5900001525879","-22.7299995422363",NA,"Mata.","HUEFS0169179","HUEFS0169179",NA,NA,"21048","auto",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-09-04 18:48:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"F. Sellow","466",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA
"83","2015-03-07 08:49:27-03","F","FMNH-SEEDPLANTS","V0172219F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0172219F","V0172219F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-03-07 08:49:27-03","F","FMNH-SEEDPLANTS","V0172221F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0172221F","V0172221F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-03-07 08:49:27-03","F","FMNH-SEEDPLANTS","V0172218F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0172218F","V0172218F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"86","2015-03-07 08:49:27-03","F","FMNH-SEEDPLANTS","V0172220F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0172220F","V0172220F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-09-04 13:09:56-03","F","FMNH-SEEDPLANTS","V0172222F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"W. G. F. Herter","17","1924","3",NA,"South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,"V0172222F","V0172222F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-03-07 08:49:27-03","F","FMNH-SEEDPLANTS","V0172223F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0172223F","V0172223F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-03-07 08:49:27-03","F","FMNH-SEEDPLANTS","V0172224F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0172224F","V0172224F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"90","2018-09-04 13:11:14-03","F","FMNH-SEEDPLANTS","V0172225F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"P. G. Lorentz",NA,"1879","3",NA,"South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,"V0172225F","V0172225F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-03-07 08:49:27-03","F","FMNH-SEEDPLANTS","V0172226F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0172226F","V0172226F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-01 15:01:53-03","UnB","UB","26847","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","Philcox, D","Philcox, D","4280","1968","02",NA,"Southern America","Brasil","Goiás",NA,"1km ao S de lagoa, 130km ao NE de Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-04 15:43:47-03","IF","SPSF","31359","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"S.Bortoleto","124","2002","04","25","América do Sul","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.989722","-24.058333",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: local umido&nf;;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-04 15:43:47-03","IF","SPSF","36073","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"M.Carboni","126","2005","03","30","América do Sul","Brasil","SP","Barra do Turvo","P.E.Jacupiranga, Núcleo Cedro","-48.452222","-24.72",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-04 15:43:47-03","IF","SPSF","36501","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"A.Oriani","632","2005","03","28","América do Sul","Brasil","SP","Eldorado","P.E.Jacupiranga- Núcleo Caverna do Diabo","-48.469444","-24.6175",NA,"COLETA: XLS: SPSFNovo;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-04 15:43:47-03","IF","SPSF","31353","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"S.M.Gomes","459","2002","04","24","América do Sul","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho - Núcleo Sete Barras","-47.970278","-24.062222",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha do Rio Taquaral 2&nf;;",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-04 15:43:47-03","IF","SPSF","12022","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","E.P.Santos","M.J.Robim","555","1988","03","15","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"21048","auto","2007","Magnoliopsida","07","02",NA,NA,NA,NA,NA,NA
"98","2021-03-04 15:43:47-03","IF","SPSF","24114","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"I.Cordeiro","1483","1994","12","08","América do Sul","Brasil","SP","Iguape","E.Ecol.Jureia-Ittins","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,NA,NA,NA,"55628","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-04 15:43:47-03","IF","SPSF","24113","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lamiaceae","Salvia","uliginosa","Salvia uliginosa",NA,NA,"M.C.H.Mamede","242","1990","04","24","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,NA,NA,"55628","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:10:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"St.-Hil, A","s.n.",NA,NA,NA,NA,"?",NA,NA,"in ulginosis prope Estancia do Salto Missionum Uruguayensium",NA,NA,NA,"teste Benth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:10:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"ad rivulos S. Jose, Torropasso etc. prov. Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:10:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in campis prope Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2017-09-11 17:10:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"habitat in uliginosis Brasiliae meridionalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:42:51-03","UFRGS","ICN","127799","S","Plantae","Dicotyledon",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Hagelund, K","4897","1966","11","27","América do Sul","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:42:51-03","UFRGS","ICN","127808","S","Plantae","Dicotyledon",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Hagelund, K","4187","1966","04","04","América do Sul","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:42:51-03","UFRGS","ICN","188207","S","Plantae","Dicotyledon",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","Schaefer, J","Schaefer, J; Schaefer, JS; Schaefer, GF","s.n.","2017","01","14","América do Sul","Brasil","RS","Passa Sete","Campo do Sobradinho","-52.9613990783691","-29.4533004760742",NA,NA,NA,NA,NA,NA,"21578","auto","2017",NA,"01","14",NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:42:51-03","UFRGS","ICN","189973","S","Plantae","Dicotyledon",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","Bordignon, SAL","Bordignon, SAL","s.n.","2003","03","18","América do Sul","Brasil","RS","Canoas","após o trevo da BR 386 com BR 116","-51.1836013793945","-29.9178009033203",NA,"flores com listras brancas visitadas por insetos.; Banhado",NA,NA,"2","2","8037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-08-26 10:49:17-03","MCN-FZBRS","HAS","20448","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Tressens, S.G.","2506","1984","02",NA,NA,"Argentina","Corrientes","Dep. Monte Caseros","Rio Mocoretá e Rota 14.",NA,NA,NA,"Em campo bajo ribereño. Arbusto 1,5 altura; flores celestes, tubo blanquecino, base del labelo com mácula blanca com estrias violácea. Intercâmbio com Herbário (CTES).","HAS0020448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-05-07 17:14:43-03","IBt","SP","258872","S","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.",NA,"Santos, EB","123","1993","01","04",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2014-09-23 10:58:05-03","G","G","G00435617","S","Plantae",NA,NA,"Lamiaceae","Salvia","uliginosa","Salvia uliginosa","Benth.","?","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08982","-10.77311",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00435617",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOSYNTYPUS of Salvia uliginosa Benth.",NA,NA,NA,"-53.08982","-10.77311"
