"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","minimumElevationInMeters","decimalLongitude","decimalLatitude","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","sex"
"46","2020-05-01 16:29:00-03","MO","MOBOT","2197422","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"Arturo E. Burkart","Burkart 15270","1945","2","11","South America","Argentina","Loreto",NA,NA,NA,NA,"Misiones","Candelaria",NA,"-55.53333","-27.31666",NA,NA,"Holotype",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","813044","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby","M. Morales (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 38647","1994","2","24","South America","Paraguay","Between Caapucú and Villa Florida, 10 km N of Villa Florida. Cerrado scrub.",NA,NA,NA,NA,"Paraguarí",NA,NA,"-57.15","-26.31666",NA,NA,NA,NA,"886","5",NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","961005","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby","R. Fortunato (BAB)","Elsa M. Zardini|M. Vera","Zardini 40926","1994","9","15","South America","Paraguay","Parque Nacional San Luis de la Sierra. Savanna woodland on limestone.",NA,NA,NA,NA,"Concepción",NA,"240.00000000","-57.34138","-22.6725",NA,NA,NA,NA,"953","5",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-05-01 16:49:00-03","MO","MOBOT","101192111","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","brevipetiolata","pauperoides","Mimosa brevipetiolata pauperoides","(Burkart) Barneby",NA,"M. Birabén","Birabén 5027","1941","12","4","South America","Argentina",NA,NA,NA,NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-05-01 16:36:00-03","MO","MOBOT","101192109","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","brevipetiolata","pilosula","Mimosa brevipetiolata pilosula","(Burkart) Barneby",NA,"Arturo E. Burkart","Burkart 8130","1936","11","12","South America","Argentina","La Cruz.",NA,NA,NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-05-01 16:59:00-03","MO","MOBOT","101192112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","brevipetiolata","rojasiana","Mimosa brevipetiolata rojasiana","(Hassl.) Barneby",NA,"Émile Hassler","Hassler 2355","1903","10",NA,"South America","Paraguay","Gran Chaco: Ad. ripam occidentalem flum. Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","2056229","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"J. E. Montes","3309","1948","11","21","South America","Paraguay","Depto. Cantera, Puerta Cantera.",NA,NA,"US02205324",NA,NA,NA,"230",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","2850037","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"A. Schinini","9035","1974","5","16","South America","Paraguay","8 km S de Bella Vista, en campos cerrados.",NA,NA,"US02205319",NA,"Amambay",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2966069","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","pauperoides","Mimosa brevipetiolata pauperoides","(Burkart) Barneby",NA,"N. Troncoso & et al.","2493","1978","11","11","South America","Argentina","Dep. Federacion, Rta. 14 al N. de Federacion.",NA,NA,"US02205327",NA,"Entre Rios",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2894601","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","brevipetiolata","Mimosa brevipetiolata brevipetiolata",NA,NA,"S. A. Renvoize, M. Wilmot-Dear & F. Zuloaga","3129","1978","10","14","South America","Argentina","San Jose, Escuela Agrotecnico Don Bosco.",NA,NA,"US02205329","US02205329_01","Misiones",NA,"200",NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2122931","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"A. E. Burkart","18818","1951","10","20","South America","Paraguay","Barrerito, campo quebrada, cerca rio Yaguary. [interpreted]",NA,NA,"US02205320",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","1043583","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","brevipetiolata","Mimosa brevipetiolata brevipetiolata",NA,NA,"I. Vattuone & A. Bianchi L.","181","1914","3","7","South America","Argentina","San Ignacio.",NA,NA,"US02205328",NA,"Misiones",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","1065651","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"P. Jörgensen","3212","1919","2",NA,"South America","Argentina","Territorio de Formosa, common en el campo Grayalec [unsure placement]. [interpreted]",NA,NA,"US02205326","US02205326_01","Formosa",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","2196221","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"A. E. Burkart","19350","1954","10","7","South America","Argentina","Dep. Mburucuya, Estancia Santa Teresa.",NA,NA,"US02205321",NA,"Corrientes",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","2141467","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"T. Pederson","469","1949","11","11","South America","Argentina","Dep. Mburucuya, Estancia Santa Teresa.",NA,NA,"US02205323",NA,"Corrientes",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","1541021","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"P. Jörgensen & E. Hassler","4626*","1931","3",NA,"South America","Paraguay","Common in the campo Tapgon. [interpreted]",NA,NA,"US02205325",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2141468","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula","(Burkart) Barneby",NA,"T. Pederson","469a","1949","2","12","South America","Argentina","Dep. Mburucuya, Estancia Santa Teresa, at Rio Santa Lucia.",NA,NA,"US02205322",NA,"Corrientes",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","2547651","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","brevipetiolata","pilosula","Mimosa brevipetiolata pilosula","(Burkart) Barneby",NA,"A. Lourteig","2101","1967","10","23","South America","Argentina","Dep. Ituzaingo, Est. Puerto Valle Campos arenosos, rojos.",NA,NA,"US02205318",NA,"Corrientes",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-05-08 11:10:37-03","UEFS","HUEFS","115336","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","brevipetiolata","var. hirtula","Mimosa brevipetiolata var. hirtula","(Burkart) Barneby","M.F.Simon","Queiroz, L.P.de","12614","2006","11","20",NA,"Brasil","ca. 52 km N na estrada de Manoel Viana para Sobradinho (RS-176)",NA,"Afloramentos de arenito","HUEFS0115336","HUEFS0115336","Rio Grande do Sul","São Francisco de Assis","110","-55.473333","-29.168056","110","Rosanae",NA,NA,NA,NA,"2008","05","55W28'24''","29S10'5''",NA,NA,NA,NA
"65","2015-03-07 01:37:43-03","F","FMNH-SEEDPLANTS","V0163614F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0163614F","V0163614F_01",NA,NA,NA,"-58.1689","-23.2025",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-03-07 01:38:01-03","F","FMNH-SEEDPLANTS","V0164299F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0164299F","V0164299F_01",NA,NA,NA,"-64.9208","-35.3869",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-03-07 01:38:01-03","F","FMNH-SEEDPLANTS","V0164300F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0164300F","V0164300F_01",NA,NA,NA,"-58.1689","-23.2025",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-03-07 01:38:01-03","F","FMNH-SEEDPLANTS","V0164301F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","brevipetiolata","hirtula","Mimosa brevipetiolata hirtula",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0164301F","V0164301F_01",NA,NA,NA,"-58.1689","-23.2025",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-08-20 14:56:08-03","UFSC","FLOR","20014","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","brevipetiolata",NA,"Mimosa brevipetiolata","Burkart","Silveira, F.S.","Falkenberg, D.B.; Sobral, M.","5168","1990","02","10",NA,"Brasil","Beira da BR 472, Uruguaiana a Barra do Quaraí, à direita, cerca de 4 km antes de Barra do Quaraí",NA,"subarbusto rastejante, provavelmente xilopodífero, flor rosada, fruto Imaturo, verde Habitat: savana com espinilho. Área plana, vegetação campestre no estrato inferior e um estrato superior descontínuo, de leguminosas arbustivas (3-5","FLOR0020014",NA,"Rio Grande do Sul","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"2018","05",NA,NA,"22","93142","auto",NA
"70","2021-02-08 12:42:08-03","UFRGS","ICN","118339","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","brevipetiolata","brevipetiolata","Mimosa brevipetiolata brevipetiolata","Burkart","Schmidt-Silveira, F","Falkenberg, DB; Sobral, M","5168","1990","02","10","América do Sul","Brasil","em direção a Barra do Quaraí BR-472 à direita cerca de 4 km antes de Barra do Quaraí em savana com espinilho na beira da estrada",NA,"Em área plana com veg. campestre no estrato inferior, havendo um estrato superior descontínuo, formado por leguminosas arbustivas (3-5 m altura). Subarbusto rastejante, provavelmente xilopodífero. Flores rosadas. Fruto imaturo verde.","ICN00017748","ICN00017748 ICN00017748_1","RS","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"2015","07",NA,NA,NA,"93142","auto",NA
"71","2021-02-08 12:42:08-03","UFRGS","ICN","106269","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","brevipetiolata","pilosula","Mimosa brevipetiolata pilosula","(Burkart) Barneby","Silveira, FS","Miotto, STS; Bastos, NR","1429","1994","12","04","América do Sul","Brasil","saída de Alegrete em direção a Manuel Viana",NA,"planta prostrada, estames rosados","ICN00017747","ICN00017747 ICN00017747_1","RS","Alegrete",NA,"-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,NA,NA,"2015","07",NA,NA,NA,"89305","auto",NA
"72","2021-02-08 12:42:08-03","UFRGS","ICN","184798","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","brevipetiolata","pilosula","Mimosa brevipetiolata pilosula","(Burkart) Barneby","Schmidt-Silveira, F","Sobral, M; et al.","3444","1985","11","18","América do Sul","Brasil","Arroio Imbaá",NA,"erva, capítulos róseos; campo","ICN00035095",NA,"RS","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"2015","07",NA,NA,NA,"93142","auto",NA
"73","2021-02-08 12:42:08-03","UFRGS","ICN","184797","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","brevipetiolata","pilosula","Mimosa brevipetiolata pilosula","(Burkart) Barneby","Schmidt-Silveira, F","Sobral, M; et al.","3444","1984","11","18","América do Sul","Brasil","Arroio Imbaá",NA,"erva, capítulos róseos; campo","ICN00035098",NA,"RS","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,"2015","07",NA,NA,NA,"93142","auto",NA
"74","2021-02-08 12:42:08-03","UFRGS","ICN","163167","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","brevipetiolata","pilosula","Mimosa brevipetiolata pilosula","(Burkart) Barneby","Schmidt-Silveira, F","Grings, M; Paniz, R","928","2009","12","17","América do Sul","Brasil","Parque Estadual do Espinilho S 30°11'11.6 W 57°29'56.6",NA,"erva decumbente de flores rosas; em campo ralo e baixo, com solo arenoso","ICN00028937","ICN00028937","RS","Barra do Quaraí","51","-57.498889","-30.186389","51",NA,NA,NA,NA,NA,"2015","07","-57.498889","-30.186389",NA,NA,NA,NA
"75","2010-08-16 16:41:37-03","GH","HU-HERB","GH 00064822","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","brevipetiolata",NA,"Mimosa brevipetiolata","Burkart",NA,"A. E. Burkart","15447","1945","2","17","South America","Argentina","Mártires Brete entre Cerro Azul y San Javier, sabanas","Sheet",NA,NA,NA,"Misiones",NA,NA,NA,NA,NA,NA,"Isotype",NA,"15447",NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
