"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"51","2019-01-22 15:36:02-02","F","FMNH-SEEDPLANTS","V0072810F","PreservedSpecimen","Plantae","Solanaceae","Cestrum","glomeratum","Cestrum glomeratum","Possible type","H. W. Schott","4980","South America","Brazil",NA,NA,NA,"V0072810F","Spermatophyta",NA,NA,"Rio de Janeiro",NA,"V0072810F_01 V0072810F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"4980",NA,NA,NA
"52","2019-01-22 15:30:53-02","F","FMNH-SEEDPLANTS","V0072811F","PreservedSpecimen","Plantae","Solanaceae","Cestrum","glomeratum","Cestrum glomeratum","Possible type","H. W. Schott","4980","South America","Brazil",NA,NA,NA,"V0072811F","Spermatophyta",NA,NA,NA,NA,"V0072811F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-09-04 18:34:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","Type [status unknown]",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-04-07 16:32:46-03","IAC","IAC","24451","S","Plantae","Solanaceae-4.Cestroideae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"D. Sucre & P.I.S. Braga","31111/828",NA,"Brasil",NA,NA,"altitude de 650 a 700 m",NA,NA,NA,"Mart.","Rio de Janeiro","Correias",NA,"M. Vignoli-Silva","1968","05","25","Petrópolis","-43.1786","-22.505",NA,NA,NA,NA,NA,"2009","03","25","-43.1786","-22.5050",NA,NA,NA,NA
"55","2020-04-07 16:32:46-03","IAC","IAC","24302","S","Plantae","Solanaceae-4.Cestroideae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"D. Sucre & P.I.S. Braga","2699/539",NA,"Brasil",NA,NA,"doação do Jardim Botânico do Rio de Janeiro número 140110",NA,NA,NA,"Mart.","Rio de Janeiro","Rocinha",NA,"M. Vignoli-Silva","1968","04","12","Petrópolis","-43.1786","-22.505",NA,NA,NA,NA,NA,"2009","03","12","-43.1786","-22.5050",NA,NA,NA,NA
"56","2020-07-23 12:23:07-03","CEPLAC","CEPEC","130092","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"R. C. Forzza","5310",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo","Trilha para o Forninho.",NA,"J. R. Stehmann","2008","10","14","castelo","-41.083611","-20.516111",NA,NA,NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,"13/12/2012",NA
"57","2020-07-23 12:23:07-03","CEPLAC","CEPEC","5974","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"T. S. dos Santos","984",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo","BR-242 a Realeza. Margem da estrada.",NA,"M. Vignoli-Silva","1970","07","21","VITÓRIA","-40.3377990722656","-20.3194007873535",NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,"15/04/2009",NA
"58","2020-07-23 12:23:07-03","CEPLAC","CEPEC","14771","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"T. S. dos Santos","984",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo","BR-262 a Realeza. Margem da estrada.",NA,"M. Vignoli-Silva","1970","07","21","VITÓRIA","-40.3377990722656","-20.3194007873535",NA,NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,"20/05/2008",NA
"59","2020-07-23 12:23:07-03","CEPLAC","CEPEC","148076","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"L. G. C. Rigon","746",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"D. C. Kutschenko",NA,NA,NA,"TERESÓPOLIS","-42.9655990600586","-22.4122009277344",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,"14/12/2015",NA
"60","2016-08-23 11:00:21-03","NHMLondon","NHM-LONDON-BOT","BM000617652","S","Plantae","Solanaceae","Cestrum","collinum","Cestrum collinum","Holotype","Anon.","S.N.",NA,"Brasil",NA,"NHMUK:ecatalogue:4984813","<a href=http://www.nhm.ac.uk/services/media-store/asset/a0d8ad4d5f9818b116530903b3fdefb70ed10803/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Miers","Rio de Janeiro",NA,NA,"Nee, Michael - NY, New York Botanical Garden - New York Botanical Garden",NA,NA,NA,NA,"-42.64735","-22.531489",NA,NA,NA,NA,NA,"2000",NA,NA,"-42.64735","-22.531489",NA,NA,NA,NA
"61","2021-03-04 15:46:43-03","IF","SPSF","08724","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"M.J.Robim & J.P.M. Carvalho",NA,"América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Solanales",NA,"SP","P.E. de Campos do Jordão",NA,NA,"1984","10","16","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"Magnoliopsida","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-04 15:46:43-03","IF","SPSF","09465","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"M.J.Robim","319","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Solanales",NA,"SP","P.E. de Campos do Jordão",NA,NA,"1985","10","01","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"Magnoliopsida","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Cestrum","collinum","Cestrum collinum",NA,"Miers, J","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Miers","Rio de Janeiro","In M. Corcovado, prope Sebastianopolin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Cestrum","glomeratum","Cestrum glomeratum",NA,"Schott, HW","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Schott ex Sendtn.","Rio de Janeiro","In Serra d'Estrella, prov. Sebastianopolitanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Sellow, F","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"In Sebastianopolitana provincia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:14:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum",NA,"Luschnath, B","s.n.","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"In Sebastianopolitana provincia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2014-09-23 11:02:20-03","G","G-DC","G00201803","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","ISOTYPUS of Cestrum subpulverulentum Mart.","Martius, C. F. P.","243","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=159972&base=img&lang=en","G00201803",NA,NA,"Mart.",NA,NA,"G00201803","CAT.HERB.PRODR.","1837",NA,"00",NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"2008","01","01","-53.08972222","-10.77305556",NA,NA,NA,NA
"68","2016-03-09 18:11:36-03","UM","RECOLNAT_UM_MPU","MPU020038","PreservedSpecimen",NA,"Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","isotype","Martius, C.F. von",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu020038' target='other'> <mi>dwc_moreinfo</mi></a>","MPU020038",NA,NA,"Mart.",NA,"s.l.",NA,NA,"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA
"69","2010-08-16 16:41:56-03","GH","HU-HERB","GH 00046479","PreservedSpecimen","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","Isotype","C. F. P. Martius","243","South America","Brazil","Sheet",NA,NA,NA,NA,NA,"Martius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,"undetermined"
"70","2014-09-23 10:59:46-03","G","G","G00074021","S","Plantae","Solanaceae","Cestrum","subpulverulentum","Cestrum subpulverulentum","ISOTYPUS of Cestrum subpulverulentum Mart.","Martius, C. F. P.","243","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=90818&base=img&lang=en","G00074021",NA,NA,"Mart.",NA,NA,"G00074021","in Hb. G",NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA
