"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","previousCatalogNumber"
"50","2020-09-12 05:00:02-03","US","US","2559524","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson",NA,"G. Hatschbach","14255","1966","4","28","South America","Brazil","Paraná",NA,"Fazenda Lagoa. Mun. Cianorte.",NA,NA,NA,NA,"US03326991","US03326991_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","2631415","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R. Anderson",NA,"J. C. Lindeman & J. H. Haas","979","1966","4","7","South America","Brazil","Paraná",NA,"Fazenda Lagoa, S. of Rio Ivaí, ca. 15 km E. of São Tomé. Campo cerrado near airstrip.",NA,NA,NA,NA,"US03326989","US03326989_01",NA,NA,NA,"240",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"52","2021-03-15 18:28:30-03","USP","SPF","116477","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Sebastiani, R","Souza, VC","10404","1996","01","24",NA,"Brasil","São Paulo","Avaré","Ca. 5 km da cidade em direção a Itaí. Entrada para hotéis Penísula e Berra d#?#Água. Cerradão.","-48.964694","-23.185194",NA,"Escandente, flores amarelas.","SPF00116477","SPF00116477",NA,NA,NA,"610","610","-48.964694","-23.185194",NA,NA,"2007","11",NA,NA,NA,NA
"53","2021-03-15 18:28:30-03","USP","SPF","116478","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Sebastiani, R","Souza, VC","10857","1996","02","13",NA,"Brasil","São Paulo","Paraguaçu Paulista","19 km de Paraguaçu Paulista em direção a Assis. Estrada para a Fazenda São Francisco. Cerrado.","-50.496222","-22.582611",NA,"Escandente; elaióforos verde-claros; pétalas amarelo-alaranjadas.","SPF00116478","SPF00116478",NA,NA,NA,"520","520","-50.496222","-22.582611",NA,NA,"2007","11",NA,NA,NA,NA
"54","2021-03-15 18:28:30-03","USP","SPF","117563","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Sebastiani, R","Pietrobom da Silva, MR","3172","1996","03","10",NA,"Brasil","São Paulo","Presidente Bernardes","Região do Pontal do Paranapanema. Rodovia SP-272 - Pirapozinho-Mirante do Paranapanema, entre km 22-23, margem da rodovia. Região de capões de cerrado passando a mata seca semidecídua e baixadas com mata ciliar. Criação extensiva de gado bovino.","-51.566667","-22.016667",NA,"Escandente sobre arvoreta, flor amarela.","SPF00117563","SPF00117563",NA,NA,NA,"400","450","-51.566667","-22.016667",NA,NA,"2007","11",NA,NA,NA,NA
"55","2021-03-15 18:28:30-03","USP","SPF","112450","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Sebastiani, R","Hatschbach, G","57059","1992","05","17",NA,"Brasil","Paraná","Campo Mourão","Aeroporto, proximidades. Campo cerrado.","-52.3830986022949","-24.0456008911133",NA,"Semi-ereta a apoiante, flor amarela.","SPF00112450","SPF00112450",NA,"28572","auto",NA,NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,NA
"56","2021-03-15 18:28:30-03","USP","SPF","114880","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Sebastiani, R","Souza, VC","9724","1995","12","20",NA,"Brasil","São Paulo","Assis","Ca. 12 km da cidade em direção a Marília. Cerradão.","-50.4099998474121","-22.6599998474121",NA,"Escandente; elaióforos verdes; pétalas e filetes amarelo-alaranjados; samarídeos avermelhados.","SPF00114880","SPF00114880",NA,"23972","auto",NA,NA,NA,NA,NA,NA,"2007","11",NA,NA,NA,NA
"57","2019-09-04 18:21:13-03","F","FMNH-SEEDPLANTS","V0062714F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,NA,"W. R. Anderson","11175","1974","3","23","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0062714F","V0062714F_01","Isotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"58","2015-03-13 18:47:08-03","F","FMNH-SEEDPLANTS","V0223524F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0223524F","V0223524F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"59","2019-06-11 13:25:23-03","F","FMNH-SEEDPLANTS","V0392769F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,"RRC ID Flag","G. G. Hatschbach","14253","1966","4","28","South America","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,"V0392769F","V0392769F_01 V0392769F_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"14253",NA,NA
"60","2020-08-03 12:09:45-03","CEPLAC","CEPEC","72003","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,"W. R. Anderson","G. Hatschbach","45853","1982","12","10",NA,"Brasil","Mato Grosso","iguatemi","Rio Piraí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1987",NA,NA,NA,NA,NA,NA
"61","2020-08-03 12:09:45-03","CEPLAC","CEPEC","148682","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,"R. Sebastiani","A. Francener","1361",NA,NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-08-03 12:09:45-03","CEPLAC","CEPEC","68391","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,"W. R. Anderson","G. Hatschbach","58574","1998","02","09",NA,"Brasil","Mato Grosso","eldorado","Rod. MS-295, Rio Iguatemi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995",NA,NA,NA,NA,NA,NA
"63","2020-08-03 12:09:45-03","CEPLAC","CEPEC","69160","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,"W. R. Anderson","G. Hatschbach","57059","1992","05","17",NA,"Brasil","Paraná","CAMPO MOURÃO","Aeroporto, proximidades.","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA,NA,NA,NA
"64","2020-08-03 12:09:45-03","CEPLAC","CEPEC","61960","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,"W. R. Anderson","G. Hatschbach","57059","1992","05","17",NA,"Brasil","Paraná","CAMPO MOURÃO","Proximidades do Aeroporto.","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA,NA,NA,NA
"65","2020-08-03 12:09:45-03","CEPLAC","CEPEC","63580","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii",NA,"W. R. Anderson","G. Hatschbach","14255","1966","04","28",NA,"Brasil","Paraná","cianorte","Fazenda Lagoa.","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA,"30/12/1992",NA,NA,NA,NA,NA,NA
"66","2016-08-23 10:59:45-03","NHMLondon","NHM-LONDON-BOT","BM000895840","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Anderson, William R. - MICH, University of Michigan - University of Michigan","G. Hatschbach","14255","1966","04","18",NA,"Brasil","Paraná",NA,NA,"-51.351336","-24.611486",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/df93aa4b2f1314b5fc8e28035f693ff6e501b517/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"-51.351336","-24.611486",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:497727"
"67","2018-02-26 18:32:24-03","UFMT","UFMT","42259","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhionii","Janusia occhionii","W.R.Anderson","Sebastiani, R.","Francener, A.; Hall, C.F.; Koch, A.K.","1361","2013","03","21",NA,"Brasil","Mato Grosso","Vila Bela da Sma Trindade","Margem da BR-174 de Vila Bela da Santíssima Trindade a Pontes Lacerda em campo alagável com predominância de gramíneas.","-59.526667","-15.157778",NA,"Arbusto escandente, 1m , heliófilo. Folhaspapiráceas discolores. Corola amarela e frutos imaturos verdes e maduros vináceos.",NA,NA,NA,NA,NA,"249","249","-59.526667","-15.157778",NA,NA,"2013","04","30",NA,NA,NA
"68","2019-11-21 10:09:01-03","IBt","SP","401959","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Sebastiani, R; Souto, LS; Zatz, F","309","2008","03","08",NA,"Brasil","São Paulo","Avaré","Ca. 5 km da cidade em direção aItaí. Entrada para os hotéis Península e Berro d'Água","-48.575278","-23.110556",NA,NA,"SP019578","SP019578",NA,NA,NA,NA,NA,"-48.575278","-23.110556",NA,NA,"2008",NA,NA,NA,NA,NA
"69","2019-11-21 10:09:01-03","IBt","SP","401960","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Sebastiani, R; Souto, LS; Zatz, F","308","2008","03","08",NA,"Brasil","São Paulo","Avaré","Ca. 5 km da cidade em direção aItaí. Entrada para os hotéis Península e Berro d'Água","-48.575278","-23.110556",NA,NA,"SP019579","SP019579",NA,NA,NA,NA,NA,"-48.575278","-23.110556",NA,NA,"2008",NA,NA,NA,NA,NA
"70","2019-11-21 10:09:01-03","IBt","SP","446902","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Francener, A; Hall, CF; Koch, AK","1361","2013","03","21",NA,"Brasil","Mato Grosso","Vila Bela da Stma Trindade","Margem da BR-174 de Vila Bela da Santíssima Trindade a Pontes e Lacerda","-59.5267","-15.157778",NA,NA,NA,NA,NA,NA,NA,"249","249","-59.5267","-15.157778",NA,NA,"2013","04","30",NA,NA,NA
"71","2019-11-21 10:09:01-03","IBt","SP","316021","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10404","1996","01","24",NA,"Brasil","São Paulo","Avaré","Ca. 5 km da cidade em direção a Itaí. Entrada para hotéis Península e Berro d'Água","-48.964444","-23.185",NA,NA,"SP019571","SP019571",NA,NA,NA,"610","610","-48.964444","-23.185",NA,NA,"2007","10","24",NA,NA,NA
"72","2019-11-21 10:09:01-03","IBt","SP","316023","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Souza, VC; Souza, JP","10857","1996","02","13",NA,"Brasil","São Paulo","Paraguaçu Paulista","19 km da cidade em direção a Assis. Estrada para Fazenda São Francisco","-50.496111","-22.5825",NA,NA,"SP019570","SP019570",NA,NA,NA,"520","520","-50.496111","-22.5825",NA,NA,"2007","10","24",NA,NA,NA
"73","2019-11-21 10:09:01-03","IBt","SP","405215","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Pott, A; Pott, VJ; Sartori, ALB; Lima, LCP","9733","2002","04","22",NA,"Brasil","Mato Grosso do Sul","Anaurilândia","Reserva do Assentamento Santa Rosa, rodovia MS-276, Km 60","-52.666667","-22.173889",NA,NA,"SP019580","SP019580",NA,NA,NA,NA,NA,"-52.666667","-22.173889",NA,NA,"2008","09","15",NA,NA,NA
"74","2019-11-21 10:09:01-03","IBt","SP","467829","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Francener, A","Pott, A","11007","2003","04","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","RPPN Acurizal, Serra do Amolar, borda oeste do Pantanal","-57.575","-17.844167",NA,NA,NA,NA,NA,NA,NA,"100","100","-57.575","-17.844167",NA,NA,"2014","01",NA,NA,NA,NA
"75","2019-11-21 10:09:01-03","IBt","SP","296988","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Montanholi, R","99","1996","01","24",NA,"Brasil","São Paulo","Agudos","Campus Experimental USC","-48.9799995422363","-22.4599990844727",NA,NA,"SP019573","SP019573",NA,"52219","auto",NA,NA,NA,NA,NA,NA,"2007","10","24",NA,NA,NA
"76","2019-11-21 10:09:01-03","IBt","SP","296989","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Montanholi, R","115","1996","01","24",NA,"Brasil","São Paulo","Agudos","Campus Experimental USC","-48.9799995422363","-22.4599990844727",NA,NA,"SP019572","SP019572",NA,"52219","auto",NA,NA,NA,NA,NA,NA,"2007","10","24",NA,NA,NA
"77","2019-11-21 10:09:01-03","IBt","SP","316022","S","Plantae",NA,NA,"Malpighiaceae","Janusia","occhioni","Janusia occhioni","W.R.Anderson","Sebastiani, R","Souza, VC; Souza, JP","9724","1995","12","20",NA,"Brasil","São Paulo","Assis","Ca. 12 km da cidade em direção a Marília","-50.4099998474121","-22.6599998474121",NA,NA,"SP019574",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,"2007","10","24",NA,NA,NA
