"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","class","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"49","2021-03-16 17:53:52-03","UCS","HUCS","13194","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M.","1993",NA,NA,"Hatschbach, G.","17194","1967","09","14","Brasil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,"árvore, 15m, base do tronco, 30cm, flor alva, perfumada.; Mata pluvial da encosta de morro.",NA,NA,"Angiospermae","Myrtales",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"50","2014-10-14 15:56:58-03","BS","M","M-0137726","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Klein, R.M.",NA,"1958","10","17","Brasil",NA,NA,"Santa Catarina, Matador, Rio do Sul",NA,NA,NA,NA,NA,"M0137726",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"PARATYPE",NA,NA,"Magnoliopsida","21:00",NA,NA,NA
"51","2014-10-14 15:56:58-03","BS","M","M-0137725","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Reitz, R.",NA,"1957","12","17","Brasil",NA,NA,"Santa Catarina, Estrada Dona Francisca, Joinville",NA,NA,NA,NA,NA,"M0137725",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"PARATYPE",NA,NA,"Magnoliopsida","21:00",NA,NA,NA
"52","2014-10-14 15:56:58-03","BS","M","M-0137727","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Reitz, R.",NA,"1959","01","25","Brasil",NA,NA,"Santa Catarina, Alto Matador, Rio do Sul",NA,NA,NA,NA,NA,"M0137727",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"PARATYPE",NA,NA,"Magnoliopsida","21:00",NA,NA,NA
"53","2019-11-25 12:12:18-03","UFSM","SMDB","2228","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","Legr.","Legrand, C D",NA,NA,NA,"Bressolin, A","s.n.","1978","10","06","Brasil","Rio Grande do Sul",NA,"Represa da Lagoa",NA,NA,NA,NA,NA,"SMDB002228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:36:28-03","MBM","MBM","65634","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Dziewa, A.","9","1975","08","23","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM065634","MBM065634",NA,NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"55","2020-12-21 16:36:28-03","MBM","MBM","47556","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Ribeiro, C.L.","2019","08","15","Klein, R.M.","833","1954","10","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,"Árvore 15m, flor branca.; Capoeirão.","MBM047556","MBM047556",NA,NA,"Southern America",NA,"15","15",NA,"27253","auto",NA,NA,NA,NA,NA
"56","2020-12-21 16:36:28-03","MBM","MBM","110674","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","50792","1986","10","02","Brazil","Paraná","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM110674","MBM110674",NA,NA,"Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"57","2020-12-21 16:36:28-03","MBM","MBM","76737","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","45422","1982","09","22","Brazil","Paraná","Antonina","Rio Xaxim","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM076737","MBM076737",NA,NA,"Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"58","2020-12-21 16:36:28-03","MBM","MBM","47458","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Legrand, D.","1961",NA,NA,"Hatschbach, G.","5211","1958","11","13","Brazil","Paraná","Campina Grande do Sul","Mandassaia","-49.0553016662598","-25.3055992126465",NA,NA,"Árvore 6m,, flor alva. Da mata; Árvore 6m, flor alva.; Mata.","MBM047458","MBM047458",NA,NA,"Southern America",NA,NA,NA,"PARATYPE","55154","auto",NA,NA,NA,NA,NA
"59","2020-12-21 16:36:28-03","MBM","MBM","3826","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","17194","1967","09","14","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM003826","MBM003826",NA,NA,"Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"60","2020-12-21 16:36:28-03","MBM","MBM","156527","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","58503","1993","01","08","Brazil","Paraná","Guaratuba","Serra da Prata, encosta ocidental","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM156527","MBM156527",NA,NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"61","2020-12-21 16:36:28-03","MBM","MBM","189461","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Kawasaki, M.L.",NA,NA,NA,"Moraes, P.L.R. de","731","1992","11","17","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,"MBM189461","MBM189461",NA,NA,"Southern America",NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"62","2020-12-21 16:36:28-03","MBM","MBM","397415","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Cordeiro, J.",NA,NA,NA,"Ariati, V.; Detzel, L.; Detzel, L.","822","2012","08","23","Brazil","Santa Catarina","Garuva","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.897239","-26.183739","-48.897239","-26.183739","Apenas 1 ou 2 frutos por ramo. Frutos de cor verde.; Floresta Ombrófila Densa.","MBM397415","MBM397415",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:36:28-03","MBM","MBM","113627","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Cervi, A.C.; et al.; et al.","2367","1986","09","12","Brazil","Paraná","Antonina","Estação Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM113627","MBM113627",NA,NA,"Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"64","2020-12-21 16:36:28-03","MBM","MBM","81785","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Landrum, L.R.","4003","1981","12","10","Brazil","Paraná","Antonina","Rodovia para Guaraqueçaba","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM081785","MBM081785",NA,NA,"Southern America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"65","2020-12-21 16:36:28-03","MBM","MBM","138589","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54349","1990","10","05","Brazil","Paraná","Guaraqueçaba","Batuva","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM138589","MBM138589",NA,NA,"Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"66","2020-12-21 16:36:28-03","MBM","MBM","131684","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","53534","1989","10","14","Brazil","Paraná","Guaratuba","Descampado","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM131684","MBM131684",NA,NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"67","2020-12-21 16:36:28-03","MBM","MBM","53806","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","10782","1963","10","26","Brazil","Paraná","Guaratuba","Morro do Morretes","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM053806","MBM053806",NA,NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:36:28-03","MBM","MBM","53796","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.","1995",NA,NA,"Hatschbach, G.","10763","1963","10","26","Brazil","Paraná","Guaratuba","Porto Damião Botelho","-48.5746994018555","-25.8827991485596",NA,NA,"Arvoreta flor alva, mata pluvial encosta de morro; Arvoreta, flor alva.; Mata pluvial de encosta de morro.","MBM053796","MBM053796",NA,NA,"Southern America",NA,"30","30","PARATYPE","41937","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:36:28-03","MBM","MBM","47457","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","11732","1964","10","18","Brazil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM047457","MBM047457",NA,NA,"Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:36:28-03","MBM","MBM","7680","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","19915","1968","10","05","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM007680","MBM007680",NA,NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"71","2020-12-21 16:36:28-03","MBM","MBM","9018","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","20217","1968","11","06","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM009018","MBM009018",NA,NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"72","2020-12-21 16:36:28-03","MBM","MBM","10508","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","2574","1966","09","29","Brazil","Paraná","Morretes","Estrada da Graciosa, Bela Vista","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM010508","MBM010508",NA,NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"73","2020-12-21 16:36:28-03","MBM","MBM","230994","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","10741","1979","06","12","Brazil","Paraná","Morretes","Morretes, arredores","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM230994","MBM230994",NA,NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"74","2020-12-21 16:36:28-03","MBM","MBM","75776","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Kummrow, R.","1936","1982","06","03","Brazil","Paraná","Morretes","Rio dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM075776","MBM075776",NA,NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:36:28-03","MBM","MBM","116623","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Silva, F.C.","696","1983","08","09","Brazil","Paraná","Morretes","Trilha para o Pico Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM116623","MBM116623",NA,NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"76","2020-12-21 16:36:28-03","MBM","MBM","20887","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","25940","1970","12","29","Brazil","Paraná","Tijucas do Sul","Rod. BR-428, Rio Itararé","-49.1988983154297","-25.9281005859375",NA,NA,NA,"MBM020887","MBM020887",NA,NA,"Southern America",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:36:28-03","MBM","MBM","102102","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Legrand, D.",NA,NA,NA,"Klein, R.M.; Souza; Souza","8082","1969","01","21","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,"MBM102102","MBM102102",NA,NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:36:28-03","MBM","MBM","97675","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Legrand, D.",NA,NA,NA,"Klein, R.M.; Souza; Souza","8082","1969","01","21","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,"MBM097675","MBM097675",NA,NA,"Southern America",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"79","2020-12-21 16:36:28-03","MBM","MBM","301772","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Cervi, A.C.; Silva, J.M.; Silva, J.M.","8813","2004","12","22","Brazil","Santa Catarina","Garuva","Estrada para Monte Crista","-48.8549995422363","-26.0266990661621",NA,NA,NA,"MBM301772","MBM301772",NA,NA,"Southern America",NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"80","2020-12-21 16:36:28-03","MBM","MBM","332124","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Vieira, F.C.S.","2007","04","09","Vieira, F.C.S.","1887","2007","01",NA,"Brazil","Santa Catarina","Garuva","Três Barras","-48.8549995422363","-26.0266990661621",NA,NA,"Floresta Ombrófila Densa Terras Baixas, rio. Arvoreta, fruto maduro vermelho escuro.","MBM332124","MBM332124",NA,NA,"Southern America",NA,"15","15",NA,"22441","auto",NA,NA,NA,NA,NA
"81","2020-12-21 16:36:28-03","MBM","MBM","47456","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Mattos, J.",NA,NA,NA,"Mattos, J.","10444","1961","07","19","Brazil","Santa Catarina","Laguna","Estrada de Laguna para Tubarão","-48.7807998657227","-28.4825000762939",NA,NA,NA,"MBM047456","MBM047456",NA,NA,"Southern America",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA
"82","2020-12-21 16:36:28-03","MBM","MBM","47459","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Legrand, D.","1960",NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","4070","1958","10","18","Brazil","Santa Catarina","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,"Mata de Várzea. Árvore 20m alt. Flor branca.; Árvore 20m, flor branca.; Mata de várzea.","MBM047459","MBM047459",NA,NA,"Southern America",NA,"350","350","PARATYPE","15163","auto",NA,NA,NA,NA,NA
"83","2020-12-21 16:36:28-03","MBM","MBM","58792","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Gibbs, P.E.","8640","1977","08","13","Brazil","São Paulo","Ubatuba","Estação Experimental","-45.0699996948242","-23.4300003051758",NA,NA,NA,"MBM058792","MBM058792",NA,NA,"Southern America",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"84","2020-12-21 16:36:28-03","MBM","MBM","397050","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, M.",NA,NA,NA,"Prata, E.M.B.","s.n.","2007","06","16","Brazil","São Paulo","Ubatuba","Picinguaba, Margem do Rio da Fazenda","-45.0699996948242","-23.4300003051758",NA,NA,"Árvore com 10 m de altura, batões florais verdes.; Floresta Ombrófila Densa de Terras Baixas.","MBM397050","MBM397050",NA,NA,"Southern America",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"85","2020-12-21 16:36:37-03","MBM","MBM","53800","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","paranaguensis","Eugenia paranaguensis","Mattos & D.Legrand","Mattos; Legrand, D.",NA,NA,NA,"Hatschbach, G.","9302","1962","09","29","Brazil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,"Árvore 10m, flor alva; mata pluvial da vertente altlântica; Árvore 10m, flor alva.; Mata pluvial da vertente atlântica.","MBM053800","MBM053800",NA,NA,"Southern America",NA,"50","100","ISOTYPE","24916","auto",NA,NA,NA,NA,NA
"86","2015-09-04 21:51:08-03","MNHN","RECOLNAT_MNHN_P","P05237633","PreservedSpecimen",NA,"Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Hatschbach, G.",NA,"1967","9","14","Brasil","Paraná","Guaraqueçaba","Serrinha.","-48.3288993835449","-25.3066997528076",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05237633' target='other'> <mi>dwc_moreinfo</mi></a>","P05237633","P05237633_01",NA,NA,NA,"hb",NA,NA,NA,"37295","auto",NA,NA,"17194",NA,NA
"87","2020-12-11 11:39:08-03","UFMG","BHCB","135729","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,"2010","02","12","Moreira, NC; Efigênio, JA","89","2009","08","16","Brasil","Minas Gerais","Ribeirão das Neves","Represa Canto dos Pássaros, Borda da mata.","-44.045556","-19.828611","-44.045556","-19.828611","Arbórea, ca. 5m e altura; flores brancas, muitos estames.","BHCB015137","BHCB015137","Dicotyledon",NA,"Southern America",NA,"84","84",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-11 11:39:08-03","UFMG","BHCB","32411","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-11 11:39:08-03","UFMG","BHCB","33896","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:39:08-03","UFMG","BHCB","27340","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,"1993",NA,NA,"Hatschbach, G; Nicolack, V","54349","1990","10","05","Brasil","Paraná","Guaraqueçaba","Batuva","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore, 12m, flores alvas, odoríferas. Mata pluvial da planície litorânea. Alt.: 10-20 m.","BHCB006550","BHCB006550","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"91","2020-12-11 11:39:08-03","UFMG","BHCB","92890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Dziema, A","9","1975","08","23","Brasil","Paraná","Morretes","Estr. da Graciosa, Grota Funda.","-48.834400177002","-25.476900100708",NA,NA,"Arvoreta, 4m, flor alva. Mata pluvial; vertente atlântica.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"92","2020-12-11 11:39:08-03","UFMG","BHCB","92985","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand",NA,NA,NA,NA,"Zipparro, VB","2183","2002","05","28","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Base Saibadela.","-47.9199981689453","-24.3799991607666",NA,NA,"Árvore com cerca de 16m de altura, tronco é liso, de coloração creme. Indivíduo número 124A na Fenol",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"93","2021-02-11 17:20:39-03","UFPR","UPCB","22615","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legr.","Sobral, M.","1993","01","01","Hatschbach, G.","54349","1990","10","05","Brasil","Paraná","Guaraqueçaba","Batuva","-48.3288993835449","-25.3066997528076",NA,NA,"Árvore, 12m, flor alva, odorífera. Mata pluvial da planície litorânea..",NA,NA,NA,NA,NA,NA,"10","20",NA,"37295","auto",NA,NA,NA,NA,NA
"94","2021-02-11 17:20:39-03","UFPR","UPCB","16785","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legr.","Sobral, M.","2000","01","01","Cervi, A.C.","2367","1981","09","12","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"Árvore 3m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"95","2021-02-11 17:20:39-03","UFPR","UPCB","34734","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legr.","Sobral, M.","2000","01","01","Hatschbach, G.","32670","1973","10","12","Brasil","Paraná","Antonina","Rio do Nunes","-48.7118988037109","-25.4286003112793",NA,NA,"Arvoreta 6m, flor alva. Mata pluvial; margem do rio..",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"96","2016-06-21 09:33:00-03","MO","MOBOT","100578214","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","M. Sobral",NA,NA,NA,"W. Wayt Thomas|André M. de Carvalho|Sérgio C. de Sant'Ana","Thomas 12721","2001","11","2","Brazil","Bahia",NA,"Mun. Una: Fazenda Bolandeira, ca. 5 km N of Comandatuba on fazenda road paralleling canal between mainland and Ilha de Comandatuba.","-39","-15.3",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,"1",NA
"97","2018-06-22 05:25:00-03","MO","MOBOT","2482750","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand",NA,NA,NA,NA,"Pe. Raulino Reitz","Reitz 2319","1948","11","24","Brazil","Santa Catarina",NA,"Brusque. Azambuja",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"35.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","3191483","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","F. F. Mazine, May",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 17194","1967",NA,NA,"Brazil","Paraná",NA,"Mun. Guaraqueçaba. Serrinha. Mata pluvial en costa de morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2009-12-04 16:33:00-02","MO","MOBOT","3225171","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","M. Sobral",NA,NA,NA,"Gert G. Hatschbach|V. Nicolack","Hatschbach 54349","1990","10","5","Brazil","Paraná",NA,"Batuva (mun. Guaraquecaba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2009-12-04 16:24:00-02","MO","MOBOT","3225167","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","paranaguensis","Eugenia paranaguensis","Mattos & D. Legrand","M. Sobral",NA,NA,NA,"Gert G. Hatschbach|J.M. Silva","Hatschbach 53534","1989","10","14","Brazil","Paraná",NA,"Descampado, mun Guaratuba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"30.00000000","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"101","2015-10-22 10:03:07-02","UNIOESTE","UNOP","6074","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Sobral, M.","2005",NA,NA,"Gibbs, P.E.; Leitão Filho, H.F.; Leitão Filho, H.F.","8640","1977","08","12","Brasil","São Paulo","Ubatuba","Estaçao Esperimental do Instituto Agronomico. Mata Atlantica da Serra do mar.","-45.0699996948242","-23.4300003051758",NA,NA,"Árvore até 5 m. Flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"102","2020-08-31 09:07:34-03","INPA","INPA","88091","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D.Legrand","Sobral, MEG","2014",NA,NA,"Hatschbach, GG","20217","1968","11","06","Brasil","Paraná","Morretes","Col. Floresta.","-48.834400177002","-25.476900100708",NA,NA,NA,"INPA0088091","INPA0088091 INPA0088091_e","Dicotyledon Com-Clade","Myrtales","Southern America",NA,"100","100",NA,"30514","auto",NA,NA,NA,NA,NA
"103","2021-01-09 21:48:41-03","UNICENTRO","HUCO","3710","S","Plantae","Myrtaceae","Eugenia","cereja","Eugenia cereja","D. Legrand","Aguiar, O.T.","1990","01","05","Aguiar, O.T.","434","1990","01","05","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"SPSF 12769","HUCO003710",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
