"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","verbatimLongitude","verbatimLatitude","previousCatalogNumber"
"48","2008-12-31 14:28:00-02","MO","MOBOT","3253628","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Klaus Kubitzki","Kubitzki 21725","1974","3","South America","Brazil","Amazonas","Rio Cuieiras, 50 km. upstream, igapó near the farm of Sr. Nemerio. Black water flooded forest.",NA,NA,NA,NA,NA,NA,"H. van der Werff (MO)","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"49","2008-12-31 14:18:00-02","MO","MOBOT","3254755","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Scott A. Mori","Mori 21789","1991","7","South America","Brazil","Amazonas","Rio Cuieras, 60 km. from mouth at locality called Lago Jaradá. Igapó. Plants treated in ETOH.","-60.3166667","-2.6833333",NA,NA,NA,NA,"H. van der Werff (MO)","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"50","2011-03-24 10:03:00-03","MO","MOBOT","3257864","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"A. Ducke","Ducke 523","1937","7","South America","Brazil","Amazonas","Manaos, Igarape da Cahoeira Grande, igapó.",NA,NA,NA,NA,NA,NA,"H. van der Werff (MO)","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-04-14 16:02:00-03","MO","MOBOT","100180795","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"M.A.D. de Souza","Souza 35","1995","7","South America","Brazil","Amazonas","Igarapé da Freguesia, Novo Airão. Floresta de Igapó. Árvore. Beira de igapó, solo areno-argiloso.","-59.9666667","-2.8833333",NA,NA,NA,NA,"Henk van der Werff (MO)","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"52","2020-08-31 08:52:03-03","INPA","INPA","28406","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Albuquerque, BWP de","371","1971","01","Southern America","Brasil","Amazonas","Ponta Negra, Ponta Negra. Solo arenoso.","-60.17435","-3.088425",NA,NA,"INPA0028406","INPA0028406 INPA0028406_e INPA0028406_e1",NA,"28","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-60.17435","-3.088425",NA
"53","2020-08-31 08:52:03-03","INPA","INPA","4028","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Mello, FC de","INPA4028","1956","08","Southern America","Brasil","Amazonas",NA,NA,NA,NA,NA,"INPA0004028",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-08-31 08:52:15-03","INPA","INPA","220883","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Souza, LAG de","13_07","2007","03","Southern America","Brasil","Amazonas","Coletada nas margens do Rio Negro; em uma ilha com mata de igapó. Solo com textura muito argilosa.","-66",NA,NA,NA,"INPA0220883","INPA0220883 INPA0220883_e","Cortês, A; Ramos, J","25","São Gabriel da Cachoeira",NA,NA,"2007","05","30",NA,NA,NA,NA,NA,NA,"-66",NA,NA
"55","2020-08-31 08:52:15-03","INPA","INPA","138806","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Magalhães, FMM","367","1986","05","Southern America","Brasil","Amazonas","Arbusto de 4 m.","-60.65","-2.8",NA,NA,"INPA0138806","INPA0138806 INPA0138806_e INPA0138806_e1","Werff, HH van der","27","Manaus",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.65","-2.8",NA
"56","2020-08-31 08:52:15-03","INPA","INPA","14030","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Rodrigues, WA","5361","1963","07","Southern America","Brasil","Amazonas","Igarapé do Lago Puraquequara, Puraquequara, igarapé do lago do Puraquequara.",NA,NA,NA,NA,"INPA0014030","INPA0014030 INPA0014030_e INPA0014030_e1","Werff, HH van der","11",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-01-10 20:42:25-03","INPA","INPA","140517","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Varejão, M de J","INPA140517","1986","11","Southern America","Brasil","Amazonas","Rio Cuieiras, igarapé da Cachoeira, Rio Cuieiras, igarapé da cachoeira, campina; ilhas entre campina e campinarana.",NA,NA,NA,NA,"INPA0140517","INPA0140517 INPA0140517_e INPA0140517_e1","Werff, HH van der",NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-08-31 08:52:15-03","INPA","INPA","15174","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Rodrigues, WA","6724","1964","09","Southern America","Brasil","Amazonas","Rio Cuieiras, 1h da boca do rio, Rio Cuieiras, margem direita à 1 h da boca do rio.",NA,NA,NA,NA,"INPA0015174","INPA0015174 INPA0015174_e INPA0015174_e1","Werff, HH van der","21",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-08-31 08:52:15-03","INPA","INPA","157307","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Mori, SA","19261","1988","10","Southern America","Brasil","Amazonas","Rio Cueiras, ca 20 km upstream, Rio Cueiras, ca 20 km upstream from the mouth.","-60.424451","-2.729826",NA,NA,"INPA0157307","INPA0157307 INPA0157307_e INPA0157307_e1 INPA0157307_num","Werff, HH van der","08",NA,"70","100","2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.424451","-2.729826",NA
"60","2020-08-31 08:52:15-03","INPA","INPA","158781","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Guillaumet, JL","s.s.","1988","02","Southern America","Brasil","Amazonas","Rio Tarumazinho, Beira do rio Tarumãzinho.","-60.207481","-2.874326",NA,NA,"INPA0158781","INPA0158781 INPA0158781_e INPA0158781_e1 INPA0158781_e2","Werff, HH van der",NA,"Manaus",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.207481","-2.874326",NA
"61","2021-01-10 20:42:25-03","INPA","INPA","168773","Dupli","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Ziburski","89/6","1989","03","Southern America","Brasil","Amazonas","Tarumãzinho, Rio Negro, beira esquerda, cerca de 1 km em baixo da boca do Tarumã-Mirim. Igapó.","-60.2","-2.966667",NA,NA,"INPA0168773","INPA0168773 INPA0168773_1 INPA0168773_1e INPA0168773_1e1 INPA0168773_e INPA0168773_e1","Werff, HH van der","06",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.2","-2.966667",NA
"62","2020-08-31 08:52:15-03","INPA","INPA","168773","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Ziburski","89/6","1989","03","Southern America","Brasil","Amazonas","Tarumãzinho, Rio Negro, beira esquerda, cerca de 1 km em baixo da boca do Tarumã-Mirim. Igapó.","-60.2","-2.966667",NA,NA,"INPA0168773","INPA0168773 INPA0168773_1 INPA0168773_1e INPA0168773_1e1 INPA0168773_e INPA0168773_e1","Werff, HH van der","06",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.2","-2.966667",NA
"63","2020-08-31 08:52:15-03","INPA","INPA","18196","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Prance, GT","2645","1966","10","Southern America","Brasil","Amazonas","Tarumã, Manaus and vicinity. Rio Negro, near to Tarumã.","-60.11075","-3.044097",NA,NA,"INPA0018196","INPA0018196 INPA0018196_e INPA0018196_e2","Werff, HH van der","13","Manaus",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.11075","-3.044097",NA
"64","2021-01-10 20:42:25-03","INPA","INPA","189593","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Souza, MAD de","35","1995","07","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Igarapé da Freguesia, Novo Airão.","-59.966667","-2.883333",NA,NA,"INPA0189593","INPA0189593 INPA0189593_e INPA0189593_e1",NA,"23","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA
"65","2020-08-31 08:52:15-03","INPA","INPA","224183","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Zartman, CE","7210","2008","02",NA,NA,NA,"Reserva Biológica Parque do Jaú.","-61.5945","-1.848417",NA,NA,"INPA0224183","INPA0224183 INPA0224183_e","Zartman, CE",NA,NA,NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,"-61.5945","-1.848417",NA
"66","2020-08-31 08:52:15-03","INPA","INPA","33415","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Prance, GT","15199","1971","10","Southern America","Brasil","Amazonas","Rio Negro between Moreira and Rio Arirahá, Basin of rio Negro. Rio Ngero between Moreira e rio Arirahá. Black water flooded varzea forest on sand.","-63.487458","-0.558828",NA,NA,"INPA0033415","INPA0033415 INPA0033415_e INPA0033415_e1 INPA0033415_e2","Werff, HH van der","13",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-63.487458","-0.558828",NA
"67","2020-08-31 08:52:15-03","INPA","INPA","34483","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Prance, GT","16264","1971","11","Southern America","Brasil","Amazonas","Rio Negro between Rio Branco e Moura, Rio Negro between Rio Branco e Moura. Rocky river island, black water flooded.","-61.7417","-1.4394",NA,NA,"INPA0034483","INPA0034483 INPA0034483_e INPA0034483_e1 INPA0034483_e2","Werff, HH van der","11",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,"-61.7417","-1.4394",NA
"68","2021-01-10 20:42:25-03","INPA","INPA","39564a","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Loureiro, AA","INPA39564","1973","07","Southern America","Brasil","Amazonas","Rio Araras, Siderama, Rio Negro, Araras, acampamento da SIDERAMA.","-59.933333","-3.133333",NA,NA,"INPA039564a",NA,"Werff, HH van der","18",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-59.933333","-3.133333",NA
"69","2020-08-31 08:52:15-03","INPA","INPA","45660","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Kubitzki, K","P21725","1974","03","Southern America","Brasil","Amazonas","Rio Cuieiras., Rio Cuieiras, 50 km upstream, igapó near the from of Sr. Nemerio.","-60.466667","-2.8",NA,NA,"INPA0045660","INPA0045660 INPA0045660_e INPA0045660_e1","Werff, HH van der","30","Manaus",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.466667","-2.8",NA
"70","2020-08-31 08:52:15-03","INPA","INPA","162477","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Carlos, A","69","1991","06","Southern America","Brasil","Amazonas","Tarumã/Tarumãzinho, Tarumã/Tarumãzinho.","-60.033333","-3.5",NA,NA,"INPA0162477","INPA0162477 INPA0162477_e INPA0162477_e1","Werff, HH van der","21","Manaus",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.033333","-3.5",NA
"71","2020-08-31 08:52:15-03","INPA","INPA","6719","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Almeida, JC de","INPA6719","1958","08","Southern America","Brasil","Amazonas","Igarapé do São Raimundo, Igarapé de São raimundo. Terreno arenoso, capoeira fechada.","-60.016667","-3.116667",NA,NA,"INPA0006719","INPA0006719 INPA0006719_e INPA0006719_e1","Werff, HH van der","18","Manaus",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,"-60.016667","-3.116667",NA
"72","2020-08-31 08:52:15-03","INPA","INPA","6871","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Rodrigues, WA","723","1958","12","Southern America","Brasil","Amazonas","Lago do Tupé, Baixo rio Negro, próximo do lago Tupé.","-60.25","-2.8",NA,NA,"INPA0006871","INPA0006871 INPA0006871_e INPA0006871_e1 INPA0006871_e2","Werff, HH van der","17",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.25","-2.8",NA
"73","2021-01-10 20:42:25-03","INPA","INPA","82000","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Revilla, J","4052","1978","03","Southern America","Brasil","Amazonas","Praia Grande, Rio Negro, Praia Grande. Solo arenoso.","-60.548487","-3.034026",NA,NA,"INPA0082000","INPA0082000 INPA0082000_1 INPA0082000_1e INPA0082000_1e1 INPA0082000_e INPA0082000_e1","Werff, HH van der","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-60.548487","-3.034026",NA
"74","2021-01-10 20:42:25-03","INPA","INPA","82000","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Revilla, J","4052","1978","03","Southern America","Brasil","Amazonas","Praia Grande, Rio Negro, Praia Grande. Solo arenoso.","-60.548487","-3.034026",NA,NA,"INPA0082000","INPA0082000 INPA0082000_1 INPA0082000_1e INPA0082000_1e1 INPA0082000_e INPA0082000_e1","Werff, HH van der","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-60.548487","-3.034026",NA
"75","2021-01-10 20:42:25-03","INPA","INPA","156575","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Souza, LAG de","653","1988","05","Southern America","Brasil","Amazonas","Arquipélago Anavilhanas, Anavilhanas, igapó, solo aluvial.","-60.65","-2.8",NA,NA,"INPA0156575","INPA0156575 INPA0156575_e INPA0156575_e1","Werff, HH van der","24","Novo Airão",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.65","-2.8",NA
"76","2020-08-31 08:52:15-03","INPA","INPA","37262","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Monteiro, OP","72-198","1972","09","Southern America","Brasil","Amazonas","Rio Cueiras, Próximo ao Lago do Peixe-boi.","-60.0250015258789","-3.10193991661072",NA,NA,"INPA0037262","INPA0037262 INPA0037262_e INPA0037262_e1","Werff, HH van der",NA,"Manaus",NA,NA,"2007",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-08-31 08:52:15-03","INPA","INPA","4082","S","Plantae","Dicotyledon","Fabales","Leguminosae-Caes","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Mello, FC de","INPA4082","1956","08","Southern America","Brasil","Amazonas","Estrada da Forquilha. Tarumã, Igarapé do Tarumã. Igapó sujeiro a inundação tempotária.","-60.047222","-3.172056",NA,NA,"INPA0004082","INPA0004082 INPA0004082_e INPA0004082_e1","Werff, HH van der","02","Manaus",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"-60.047222","-3.172056",NA
"78","2020-09-12 05:00:02-03","US","US","2741184","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"J. M. Pires, P. B. Cavalcante, H. Magnago & N. T. Silva","13961","1974","4","South America - Neotropics","Brazil","Roraima","R. Xeriuini, Catinga seca, alagavel",NA,NA,NA,NA,"US00961481","US00961481_01",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","3025778","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"W. A. Rodrigues","6724","1964","9","South America - Neotropics","Brazil","Amazonas","Rio cuieiras",NA,NA,NA,NA,"US00411718","US00411718_01",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","1832467","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"A. Ducke","1226","1943","4","South America - Neotropics","Brazil","Amazonas","Manaos, igarape da cachoeira grande",NA,NA,NA,NA,"US00411719","US00411719_01",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2368418","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"J. Chagas","6719","1958","8","South America - Neotropics","Brazil","Amazônas","Igarape de S. Raimundo, Manaus",NA,NA,NA,NA,"US00961325","US00961325_01",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","2248041","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"A. Ducke","523",NA,NA,"South America - Neotropics","Brazil","Amazonas","Manaos, igarape da cachoeira grande",NA,NA,NA,NA,"US00411721","US00411721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","3025777","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"W. A. Rodrigues & F. Melo","5361","1963","7","South America - Neotropics","Brazil","Amazonas","Puaquequara mun. (?), igarape do lago de puaquequara",NA,NA,NA,NA,"US00411716","US00411716_01",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","1694217","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"A. Ducke","35092","1937","7","South America - Neotropics","Brazil","Amazonas","Manaos, Igarape da bachoura Grande, Igapo","-60.0250015258789","-3.10193991661072",NA,NA,"US00960903","US00960903_01 US00960903_02",NA,"14","Manaus",NA,NA,NA,NA,NA,"138090","auto","Dicotyledonae",NA,"1",NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2368445","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"W. A. Rodrigues","723","1958","12","South America - Neotropics","Brazil","Amazônas","Baixo rio Negro, proximo ao Lago Tupe",NA,NA,NA,NA,"US00961482","US00961482_01",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","2785357","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"E. Lleras, W. C. Steward, J. C. Ongley, D. F. Coêlho, J. F. Ramos & J. F. Lima","P17479","1973","8","South America - Neotropics","Brazil","Amazonas","Rio solimoes and rio javari, lago de tefe, opposite tefe",NA,NA,NA,NA,"US00411720","US00411720_01",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2368304","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"F. Melo","4028","1956","2","South America - Neotropics","Brazil","Amazônas","Igarape do Tarama-Manaus",NA,NA,NA,NA,"US00961484","US00961484_01",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","2676750","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"W. A. Rodrigues & F. Mello","5361","1963","7","South America - Neotropics","Brazil","Amazonas","Igarape do Lago do Puraquequara, Planta do Amazonas",NA,NA,NA,NA,"US00960900","US00960900_01 US00960900_02",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","3023109","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Renner, --","796","1982","5","South America - Neotropics","Brazil","Amazonas","Rio negro, estac. ecol. anavilhanas, 45 km above manaus",NA,NA,NA,NA,"US00411717","US00411717_01",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","2785359","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"K. Kubitzki, J. C. Ongley & J. F. Ramos","P21725","1970","3","South America - Neotropics","Brazil","Amazonas","Igapo near the farm of Sr. Nemerio, 50 km upstream, Rio Cuieiras, State of Amazonas, Plants of Brazilian Amazonia",NA,NA,NA,NA,"US00960901","US00960901_01 US00960901_02",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","2676746","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"W. A. Rodrigues","6724","1964","9","South America - Neotropics","Brazil","Amazônas","Rio Cuieiras, margem direita a lh da boca do rio",NA,NA,NA,NA,"US00961483","US00961483_01",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","1518552","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"A. Ducke","23326","1929","7","South America - Neotropics","Brazil","Amazonas","Rio Apuahu infer. (affl. Rio Negro inferioris, civ. Amazonas), in paludibus",NA,NA,NA,NA,"US00960902","US00960902_01 US00960902_02",NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"93","2019-11-13 11:23:07-03","USP","SPF","71599","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Hoehne, FC","s.n.","1920","02",NA,"Brasil","São Paulo","Alto da Serra",NA,NA,NA,NA,"SPF00071599",NA,"Anônimo","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-05-08 11:10:00-03","UEFS","HUEFS","247641","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Augusto, L.","653","1988","05",NA,"Brasil","Amazonas","Anavilhanas, Igapó, solo aluvial.","-60.9441986083984","-2.62139010429382",NA,NA,"HUEFS0247641",NA,NA,"24","Novo Airão",NA,NA,NA,NA,NA,"343315","auto","Rosanae",NA,NA,NA,NA,NA,NA
"95","2020-05-08 11:10:00-03","UEFS","HUEFS","247643","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Guillaumet, J.L.","INPA158781","1988","02",NA,"Brasil","Amazonas","Beira do rio Tarumãzinho.","-60.0250015258789","-3.10193991661072",NA,NA,"HUEFS0247643",NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto","Rosanae",NA,NA,NA,NA,NA,NA
"96","2019-09-04 18:20:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum",NA,"Isosyntype","R. Spruce","1850","1851","7","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
