"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","sex"
"46","2018-04-19 15:15:13-03","UNIOESTE","UNOP","8997","S","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Ferneda Rocha, L.C.","438","2018","02","25",NA,"Brasil","Paraná","Capanema","Mata ciliar rio Iguaçu. Floresta Estacional semidecidual.","-53.8088989257812","-25.6718997955322",NA,"Erva rasteira. Flores alvas com linhas castanhas.",NA,NA,"Engels, M.E.","2018","03",NA,"23753","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-06-16 10:16:56-03","UNIOESTE","UNOP","1359","S","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Boff, L.; Silva, T. .M.; Silva, T. .M.","133","2015","02","05",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha Manuel Gomes.","-53.8485984802246","-25.1466999053955",NA,"Terrestre. Folhas membranáceas, com algumas nervuras embranquiçadas.",NA,NA,"Boff, L.","2016","04","25","51148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-02-01 11:31:02-02","UNIOESTE","UNOP","2334","S","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Bazzanella, A.P.","6","2015","06","15",NA,"Brasil","Paraná","Céu Azul","Trilha Manuel Gomes","-53.8485984802246","-25.1466999053955",NA,"Terrestre, raízes carnosas com rizoma curto. Folhas membranáceas de cor verde escura com listras prateadas. Inflorescência erguida com flores brancas, manchadas de marrom.",NA,NA,"Bazzanella, A.P.","2016","01","22","51148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-08 14:21:43-03","FUVATES","HVAT","5903","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","C.R. Orlandi",NA,"2020","01","23",NA,"Brasil","Rio Grande do Sul","Marques de Souza","Tamanduá, Trilha do Pedra d#?#mim Centro ecológico. Trilha.","-52.173056","-29.262222",NA,"Terrícola","HVAT00005903",NA,"C.R. Orlandi; E. Freitas","2020","01","23",NA,NA,NA,NA,"52º10'23''W","29º15'44''S",NA,NA,NA,NA,NA
"50","2019-12-09 17:30:34-03","UFPR","EFC","15205","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Völtz, R.R.","930","2014","12","26",NA,"Brasil","Santa Catarina","São Francisco do Sul","Balneário Enseada","-48.4979","-26.2267",NA,"Erva terrestre 0,3 m alt.; flores alvas com listras vinosas; interior da Floresta Ombrófila Densa Submontana de encosta.","EFC015205",NA,"Machnicki-Reis, M.; Santos, T.F.","2016","04","06",NA,NA,NA,NA,"-48.4979","-26.2267","45","45",NA,NA,NA
"51","2021-03-25 13:53:02-03","UNIVILLE","JOI","11199","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","M. Bolson","444","2010","11","05",NA,"Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398",NA,"; HABITO: erva; TIPO VEGETACIONAL: Floresta Estacional Semidecidual","JOI011199",NA,"W.S. Mancinelli","2010","11","05","16297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-25 13:53:02-03","UNIVILLE","JOI","14673","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Mancinelli, W.S.","1053","2009","11","06",NA,"Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398",NA,"Folhas com ornamentação branca nas nervuras. Extraído DNA; HABITAT: interior da mata; HABITO: herbácea","JOI014673",NA,"Mancinelli, W. S.","2009","11","06","16297","auto",NA,NA,NA,NA,"350","350",NA,NA,NA
"53","2021-03-25 13:53:02-03","UNIVILLE","JOI","14661","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Mancinelli, W.S.","1447","2012","01","03",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu.","-54.5881004333496","-25.5478000640869",NA,"; HABITO: herbácea; TIPO VEGETACIONAL: Floresta OMbrófila Densa Semidecidual","JOI014661",NA,"Mancinelli, W. S.","2012","01","03","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-07-09 12:46:26-03","F","FMNH-SEEDPLANTS","V0435630F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii",NA,"T. M. Pedersen","3189","1959","10","27","South America","Paraguay","Misiones",NA,NA,"-57","-27",NA,NA,"V0435630F","V0435630F_01 V0435630F_02","RRC ID Flag",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,"3189",NA,NA
"55","2019-07-02 15:56:16-03","UEM","HUEM","20814","S","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","L.M.Garcia; e col.","01","2006","05","30",NA,"Brasil","Paraná","Maringá","fazenda do CESUMAR, Interior da mata.","-51.867211","-23.350133",NA,"Herbácea, cerca de 10 cm de altura. Inflorescência de coloração amarela e vermelha.","HUEM000009452","HUEM000009452","M.G. Caxambu","2014","07",NA,NA,NA,NA,NA,"-51.867211","-23.350133","427","427",NA,NA,NA
"56","2020-11-12 16:58:07-03","UEL","FUEL","48380","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Rossetto, EFS; Francisco, EM","153","2010","04","14",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy, área sul, T1P4","-51.242667","-23.459333",NA,NA,NA,NA,"Rossetto, EFS","2010",NA,NA,NA,NA,NA,NA,"-51.242667","-23.459333",NA,NA,NA,NA,NA
"57","2020-11-12 16:58:07-03","UEL","FUEL","48392","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Ribeiro, JELS; et al.","s.n.","2009","11",NA,NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy, próxima à trilha das Perobas","-51.25","-23.433333",NA,NA,NA,NA,"Ribeiro, JELS","2010","09","30",NA,NA,NA,NA,"-51.25","-23.433333",NA,NA,NA,NA,NA
"58","2020-11-12 16:58:07-03","UEL","FUEL","52851","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Molina, JMP","96","2013","11","06",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Molina, JMP","2013","11",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-12 16:58:07-03","UEL","FUEL","52852","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Molina, JMP","92","2013","10","25",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Molina, JMP","2013","10",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-12 16:58:07-03","UEL","FUEL","52853","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Molina, JMP","91","2013","10","25",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Molina, JMP","2013","10",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-08-20 14:54:42-03","UFSC","FLOR","48568","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Fiaschi, P.; Neves, M.A.","3934","2012","10","28",NA,"Brasil","Santa Catarina","Florianópolis","Trilha para a Praia de Naufragados. Ilha de Santa Catarina.","-48.561389","-27.823889",NA,"Erva terrestre. Folhas glaucas, com porção marginal verde-escura na face adaxial, flor Inflorescência com eixo verde-claro. flores com ovário verde-claro, tépalas alvas.","FLOR0048568",NA,"Santos, T.F.","2017","03","16",NA,NA,NA,NA,"48º33'41''W","27º49'26''S",NA,NA,NA,NA,NA
"62","2021-02-08 12:52:10-03","UFRGS","ICN","047082","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Waechter, JL","1491",NA,NA,NA,"América do Sul","Brasil","RS","Agudo","linha das flores","-53.2400016784668","-29.645299911499",NA,"floresceu em dezembro de 1979; flores brancas com manchas pardas; folhas frequentemente com uma estria mediana longitudinal verde-prateada.; planta em cultura","ICN00039178",NA,"Waechter, JL","1979",NA,NA,"22416","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:52:10-03","UFRGS","ICN","140410","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Inácio, CD","43","2005","01","17","América do Sul","Brasil","RS","Derrubadas","Parque Estadual do Turvo","-53.8608016967773","-27.2646999359131",NA,"Erva; Interior de floresta, solo argiloso.","ICN00039181",NA,"Waechter, JL",NA,NA,NA,"18158","auto",NA,NA,NA,NA,"440","440",NA,NA,NA
"64","2021-02-08 12:52:10-03","UFRGS","ICN","015194","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Dutra, J","1194",NA,NA,NA,"América do Sul","Brasil","RS","Montenegro","são salvador","-51.4611015319824","-29.6886005401611",NA,NA,"ICN00039180",NA,"Waechter, JL","1984","06","26","21601","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:52:10-03","UFRGS","ICN","194513","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Jürgens","91",NA,NA,NA,"América do Sul","Brasil","RS","Santa Cruz do Sul","linha da serra","-52.4258003234863","-29.7175006866455",NA,NA,"ICN00039177",NA,"Waechter, JL","1984","06","26","38612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:52:10-03","UFRGS","ICN","047066","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Waechter, JL","1475","1979","12","16","América do Sul","Brasil","RS","Santa Cruz do Sul","trombudo","-52.4258003234863","-29.7175006866455",NA,"sépalas e pétalas brancas com manchas pardas; interior de mato, terrícola","ICN00039179",NA,"Waechter, JL","1979",NA,NA,"38612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:52:10-03","UFRGS","ICN","021641","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Irgang, B; Valls, J","s.n.","1973","01","31","América do Sul","Brasil","RS","Tenente Portela","parque florestal do Turvo","-53.75830078125","-27.3710994720459",NA,"interior de mato","ICN00039183",NA,"Waechter, JL","1984","06","26","14404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:52:10-03","UFRGS","ICN","032737","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Waechter, JL","417","1976","11","12","América do Sul","Brasil","RS","Tenente Portela","parque florestal do Turvo","-53.75830078125","-27.3710994720459",NA,"coletada estéril; floresce em dezembro; flores brancas com manchas pardas.; em mato, terrestre","ICN00039176",NA,"Waechter, JL","1980","03","08","14404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:52:10-03","UFRGS","ICN","176953","S","Plantae","Monocotyledon",NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","Colla, FB","s.n.","2013","12","20","América do Sul","Brasil","RS","Veranópolis",NA,"-51.5494003295898","-28.9361000061035",NA,"Rara; Mata de encosta, terrestre.","ICN00039182",NA,"Colla, FB",NA,NA,NA,"16670","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-04-09 14:10:38-03","AMES","HU-HERB","AMES 02090085","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","[illegible]",NA,"1940","5",NA,"South America","Paraguay",NA,NA,"[Caroveny] Dept. Villarrica",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"71","2020-04-09 14:09:43-03","AMES","HU-HERB","AMES 02090086","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","[illegible]",NA,"1940","12","20","South America","Paraguay",NA,NA,"Cordillera de la Villarrica.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"72","2020-04-09 14:08:14-03","AMES","HU-HERB","AMES 02090087","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","[illegible]",NA,"1938","12",NA,"South America","Paraguay",NA,NA,"10 km north of [Villa rica]",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"73","2020-04-09 14:05:14-03","AMES","HU-HERB","AMES 02090088","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","K. Fiebrig",NA,"1908",NA,NA,"South America","Paraguay",NA,NA,"Zwischen Rio Apa und Rio Quidaban.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"74","2020-04-09 14:03:35-03","GH","HU-HERB","GH 02090089","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Aspidogyne","kuczynskii","Aspidogyne kuczynskii","(Porsch) Garay","M. M. Sosa, C. Franceschini & S. G. Tressens","20","1991","2","19","South America","Argentina","Corrientes, Provincia de","Santo Tomé","Gobernador Virasoro, camino a Garabí. 28 km ruta 38.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,"undetermined"
