"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","typeStatus","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","class"
"48","2021-03-15 18:29:06-03","USP","SPF","218684","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Pena, MA","107","2007","05","29",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 118 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à estátua do Juquinha.","1370","1370",NA,"Arvoreta ca. 1,5 m alt. Flores vermelhas, pétalas pilosas, estames e estilete com pilosidade vinácea, cálice vináceo de base verde. Frutos verdes com ápice vináceo.","SPF00218684","SPF00218684","Santana do Riacho","-43.551944","-19.261111","Pena, MA","-43.551944","-19.261111",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 18:29:06-03","USP","SPF","218685","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Pena, MA","545","2007","09","08",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","1260","1260",NA,"Em fruto.","SPF00218685","SPF00218685","Santana do Riacho","-43.588333","-19.284444","Pena, MA","-43.588333","-19.284444",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 18:29:06-03","USP","SPF","218683","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Pena, MA","158","2007","05","30",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 113 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à Pedra do Elefante.","1226","1226",NA,"Arbusto ca. 1,3 m alt. Flores vermelhas, cálice verde, estames pilosos, tricomas vináceos na parte externa.","SPF00218683","SPF00218683","Santana do Riacho","-43.560833","-19.456389","Pena, MA","-43.560833","-19.456389",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-13 11:27:45-03","USP","SPF","86511","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Faria, GM","97","1990","06",NA,NA,"Brasil","Minas Gerais","Rodovia Belo Horizonte - Conceição do Mato Dentro, km 106.",NA,NA,NA,NA,"SPF00086511","SPF00086511","Santana do Riacho","-43.6","-19.283333","Souza, VC","-43.6","-19.283333",NA,NA,"2016","04",NA,"25",NA,NA,NA,NA
"52","2019-11-13 11:27:45-03","USP","SPF","87558","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Martens, LA","351","1989","12","15",NA,"Brasil","Minas Gerais","Serra da Calçada, Serra Moeda.","1400","1400",NA,NA,"SPF00087558","SPF00087558","Brumadinho","-44.216667","-20.133333","Souza, VC","-44.216667","-20.133333",NA,NA,"1991","04",NA,NA,NA,NA,NA,NA
"53","2019-11-13 11:27:45-03","USP","SPF","20108","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Rossi, L","CFSC7283","1981","04","19",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00020108","SPF00020108","Santana do Riacho","-43.7144012451172","-19.1688995361328","Souza, VC",NA,NA,"26557","auto","1990","10",NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:27:45-03","USP","SPF","62676","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Souza, VC","CFSC11432","1989","04","17",NA,"Brasil","Minas Gerais","Alto do Palácio.",NA,NA,NA,NA,"SPF00062676","SPF00062676","Santana do Riacho","-43.7144012451172","-19.1688995361328","Souza, VC",NA,NA,"26557","auto","1990","10",NA,NA,NA,NA,NA,NA
"55","2019-11-13 11:27:45-03","USP","SPF","60106","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Cavalcanti, TB","CFSC10172","1987","05","10",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"SPF00060106","SPF00060106","Santana do Riacho","-43.7144012451172","-19.1688995361328","Souza, VC",NA,NA,"26557","auto","1990","10",NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:27:45-03","USP","SPF","47160","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Cavalcanti, TB","CFSC10172","1987","05","10",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"SPF00047160","SPF00047160","Santana do Riacho","-43.7144012451172","-19.1688995361328","Souza, VC",NA,NA,"26557","auto","1990","10",NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:16:45-03","UEFS","HUEFS","190483","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Souza, E.R.de","865","2012","04","20",NA,"Brasil","Minas Gerais","13 Km da cidade na estrada para Juramento","23","23",NA,NA,"HUEFS0190483","HUEFS0190483","Itacambira","-42.3","-16.416667","A.V.Scatigna","42W18'0''","16S25'0''",NA,NA,"2016","10",NA,NA,NA,NA,NA,"Asteranae"
"58","2019-09-04 18:47:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orobanchaceae","Gerardia","caesarea","Gerardia caesarea",NA,"F. Sellow","1502","1836",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,"Dicotyledoneae"
"59","2019-11-01 15:07:26-03","UnB","UB","167127","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Souza, VC; Sakuragui, CM","3394","1993","05","01","Southern America","Brasil","Minas Gerais","Serra do Cipó. Alto do Palácio. Próximo à estátua do Juquinha.",NA,NA,NA,"Arbusto, ca. 1,5m alt.; flores lilases.",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","Souza, VC",NA,NA,"26557","auto","1993","05",NA,"01",NA,NA,NA,NA
"60","2020-11-05 09:52:28-03","IBt","SP","298451","S","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Wanderley, MGL; Rapini, A; Forzza, RC; Sousa, GM","2086","1996","05","24",NA,"Brasil","Minas Gerais","Serra do Cipó, Entrada da trilha para Capivara",NA,NA,NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","Souza, VC",NA,NA,"26557","auto","2016","04",NA,"27",NA,NA,NA,NA
"61","2019-11-21 10:13:57-03","IBt","SP","179048","S","Plantae",NA,NA,"Orobanchaceae","Esterhazya","caesarea","Esterhazya caesarea","(Cham. & Schltdl.) V.C.Souza","Rossi, L; Amaral, MCE","CFSC7283","1981","04","19",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 116 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro. Estrada para Salitreiro",NA,NA,NA,NA,NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","Souza, VC",NA,NA,"26557","auto","1993","10",NA,"11",NA,NA,NA,NA
