"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"137","2019-08-20 10:00:11-03","UNICAMP","UEC","16634","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Vasconcellos-Neto, J; et al.","1977","06","16","Brazil","São Paulo","Valinhos","Reserva Florestal, Beira de riacho.","-46.9900016784668","-22.9699993133545",NA,NA,"UEC075842","UEC075842","Muniz, CFS","1982","05",NA,"s.n.",NA,NA,"Erva com frutos brancos.","12075","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-19 14:06:20-03","UFRPE","PEUFR","23025","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","E.Rodrigues; E.Freire; E.Carneiro; V.Monteiro","1995","09","12","Brasil","Pernambuco","Bonito","Reserva Muncipal de Bonito","-35.695833","-8.494444","35º41'45,00W","8º29'40,00S","PEUFR023025",NA,NA,NA,NA,NA,"42","444","444","Arbusto com aproximadamente 1,5m de altura; caule verde; folhas verdes; flores verdes em botão cor de verde-claro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-06-05 16:19:53-03","UFRPE","PEUFR","29819","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","E. Maranhão","1999","10","20","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-35.1675","-8.036111","35º10'03W","8º02'10S","PEUFR029819",NA,NA,NA,NA,NA,"12",NA,NA,"Planta coletada em uma poça permanente; estudo da relação planta em anfíbios Anuros (sapos, rãs e pererecas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-19 14:06:20-03","UFRPE","PEUFR","3201","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","E.C.Tenório","1971","06","04","Brasil","Pernambuco","Caruaru","Fazenda Caruaru","-35.955056","-8.294944","35º57'18,2W","8º17'41,8S","PEUFR003201",NA,"M.Alves","1993","12","15","1353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-19 14:06:20-03","UFRPE","PEUFR","23024","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","L.F.Silva; S.S.Lira; L.F.Silva; F.M.O. Villarouco; E.Rodrigues; M.Oliveira","1995","09","18","Brasil","Pernambuco","Bonito","Reserva Muncipal de Bonito","-35.695833","-8.494444","35º41'45,00W","8º29'40,00S","PEUFR023024",NA,"M.Oliveira",NA,NA,NA,"51","444","444","Erva com aproximadamente 1,0m de altitude; flores verdes com manchas vinho; frutos carnosos verdes quando imaturos e brancos quando maduros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-03-12 10:29:06-03","UFOP","OUPR","12495","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Badini, J.","1974","09","01","Brasil","Minas Gerais","Ouro Preto","Fazenda Barcelos","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Badini, J.","1974","09","01","s.n.",NA,NA,"Em mata. Erva. Flores pálidas","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-03-12 10:29:06-03","UFOP","OUPR","12494","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Lisboa, M.A.","1974","09","01","Brasil","Minas Gerais","Ouro Preto","Fazenda Barcelos","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Lisboa, M.A.","1974","09","04","s.n.",NA,NA,"Mata da fazenda","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-04 13:19:06-03","UDESC","LUSC","5349","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","N.S.Chukr; L.F.Oliveira","1997","05","14","Brasil","São Paulo","São Paulo","Parque Nacional da Serra do Mar-Núcleo Carucatu. Trilha para o mirante.","-46.6300010681152","-23.5400009155273",NA,NA,"LUSC006420","LUSC006420",NA,NA,NA,NA,"564",NA,NA,";;;Frutos brancos. Habitat: mata nebular Habito: erva rizomatosa","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-01-17 11:23:12-02","PUCRS","MPUC","17043","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.",NA,"2012","05","14","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"C.A. Mondin","2012","01","01",NA,NA,NA,"Na mata",NA,NA,NA,"Poales","South America",NA,"Liliopsida",NA,NA,"3624","1",NA
"146","2019-01-17 11:23:12-02","PUCRS","MPUC","11364","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.",NA,"2005","03","19","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"C.A. Mondin","2005","01","01",NA,NA,NA,NA,NA,NA,NA,"Poales","South America",NA,"Liliopsida",NA,NA,NA,"1",NA
"147","2020-10-14 10:01:01-03","FURB","FURB","11358","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Gasper, A.L. de; Dreveck, S. & Carneiro, F.E.","2009","01","24","Brasil","Santa Catarina","Ipumirim","Linha Silvano.","-52.2","-27","-52.2000000","-27.0000000","FURB23439","FURB23439","Affonso, R","2011","02","19","2050","874","874","Florística IFFSC 602(Erva Terrícola) Habitat: Floresta Ombrófila Mista; clareira no interior de mata Habito: herbácea; Fruto branco;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 10:01:01-03","FURB","FURB","12536","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Gasper, A.L. de; Brogni, E.","2009","06","05","Brasil","Santa Catarina","Brusque","RPPN Chácara Dona Edith.","-48.8966666","-27.1008333","-48.8966666","-27.1008333","FURB23442","FURB23442","Affonso, R","2011","02","19","2154","112","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 10:01:01-03","FURB","FURB","13825","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Verdi, M.; Klemz, G. & Torres, J.F.","2009","08","06","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal.","-49.23","-28.62","-49.2300000","-28.6200000","FURB23444","FURB23444","Affonso, R","2011","02","19","2525","26","26","Coleta Extra IFFSC (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Habito: herbácea; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 10:01:01-03","FURB","FURB","21661","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","02","18","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1305556","-27.0002778","-50.1305556","-27.0002778","FURB23441","FURB23441","Affonso, R","2011","02","19","1817","802","802","Florística IFFSC 625 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: erva terrícola; flor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 10:01:01-03","FURB","FURB","24462","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","04","09","Brasil","Santa Catarina","Presidente Getúlio","Santa Rita.","-49.7705556","-27.0902777","-49.7705556","-27.0902777","FURB23438","FURB23438","Korte, A","2010","04","09","2630","516","516","Florística IFFSC 571 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 10:01:01-03","FURB","FURB","26531","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","06","08","Brasil","Santa Catarina","Santa Terezinha","Imbuial.","-49.9505556","-26.6402777","-49.9505556","-26.6402777","FURB23445","FURB23445","Affonso, R","2011","02","19","3657","626","626","Florística IFFSC 852 (Erva Terrícola) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; Fruto creme;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 10:01:01-03","FURB","FURB","26670","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","06","01","Brasil","Santa Catarina","Vitor Meireles","Serra Cambará.","-49.8630556","-26.9097222","-49.8630556","-26.9097222","FURB23447","FURB23447","Affonso, R","2011","02","19","3546","587","587","Florística IFFSC 685 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: erva terrícola; flor branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 10:01:01-03","FURB","FURB","26803","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","05","27","Brasil","Santa Catarina","Rio Fortuna","Rio Chapéu.","-49.23","-28.08","-49.2300000","-28.0800000","FURB23446","FURB23446","Affonso, R","2011","02","19","4770","494","494","Florística IFFSC 169 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; área aberta Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 10:01:01-03","FURB","FURB","27148","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","05","30","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.0488889","-27.9891666","-49.0488889","-27.9891666","FURB23443","FURB23443","Affonso, R","2011","02","19","4816","821","821","Florística IFFSC 196 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; Fruto branco;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 10:01:01-03","FURB","FURB","28503","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","-48.7558333","-27.8933333","-48.7558333","-27.8933333","FURB23440","FURB23440","Affonso, R","2011","02","19","4997","295","295","Florística IFFSC 226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 10:01:01-03","FURB","FURB","29009","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","15","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","-49.0269445","-27.2636111","FURB23450","FURB23450","Gasper, AL de","2010","09","27","2617","1097","1097","Florística IFFSC e8007a (Erva Terrícola) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 10:01:01-03","FURB","FURB","29601","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","FURB23452","FURB23452","Korte, A","2010","09","30","3905","701","701","Florística IFFSC 742 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; Fruto creme;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:01:01-03","FURB","FURB","30419","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","06","23","Brasil","Santa Catarina","José Boiteux","Morro da Cruz.","-49.6783334","-26.9086111","-49.6783334","-26.9086111","FURB01463","FURB01463","Korte, A","2010","06","23","3820","652","652","Florística IFFSC 687 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; Fruto creme;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:01:01-03","FURB","FURB","30562","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","09","15","Brasil","Santa Catarina","Taió","Gramado.","-50.2205556","-27.0002778","-50.2205556","-27.0002778","FURB23437","FURB23437","Korte, A","2010","10","14","4298","893","893","Florística IFFSC 624 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:01:01-03","FURB","FURB","30672","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","08","18","Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778","-49.0505556","-26.2802778","FURB23449","FURB23449","Korte, A","2010","08","18","4102","698","698","Florística IFFSC 1026 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:01:01-03","FURB","FURB","31608","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","09","30","Brasil","Santa Catarina","São João Batista","Próximo a SC 411.","-48.87","-27.2722223","-48.8700000","-27.2722223","FURB23435","FURB23435","Korte, A","2010","09","30","4466","119","119","Florística IFFSC 470b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:01:01-03","FURB","FURB","32072","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.7808334","-27.81","-48.7808334","-27.8100000","FURB23436","FURB23436","Korte, A","2010","11","09","4657","558","558","Florística IFFSC 255 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:01:01-03","FURB","FURB","32226","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.; Kniess, A.","2010","10","29","Brasil","Santa Catarina","Biguaçu","Timbé.","-48.6902777","-27.3613889","-48.6902777","-27.3613889","FURB23451","FURB23451","Korte, A","2010","11","09","4847","75","75","Florística IFFSC 430b (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:01:01-03","FURB","FURB","33391","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Korte, A.","2010","11","23","Brasil","Santa Catarina","Joinville","Lagoa Saguassu.","-48.7805556","-26.2802778","-48.7805556","-26.2802778","FURB23453","FURB23453","Korte, A","2010","11","23","5045","4","4","Florística IFFSC 9996 (Erva Terrícola) Habitat: Restinga; Habito: erva terrícola;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-08 08:51:34-03","FURB","FURB","36527","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Affonso, R.; Zanin, A.","2011","03","17","Brasil","Santa Catarina","Joinville","Serra Dona Francisca.","-49.0536111","-26.2169445","-49.0536111","-26.2169445","FURB23434","FURB23434","Affonso, R","2011","03","17","204","741","741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-08 08:51:34-03","FURB","FURB","39090","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Funez, L.A.","2012","09","20","Brasil","Santa Catarina","Blumenau","RPPN Bugerkopf.","-49.0711111","-27.0030556","-49.0711111","-27.0030556","FURB23433","FURB23433","Trevisan, R","2013","05","06","914","223","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-10-14 10:01:01-03","FURB","FURB","44119","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Ribeiro, A.","2009","09","18","Brasil","Paraná","Piraquara","Morro do Canal.","-48.9722223","-25.5277778","-48.9722223","-25.5277778","FURB23432","FURB23432","Ribeiro, A",NA,NA,NA,"1","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-08 08:51:34-03","FURB","FURB","50157","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Funez, L.A.","2016","02","06","Brasil","Santa Catarina","Rodeio","Ipiranga.","-49.3855555","-26.8961111","-49.3855555","-26.8961111","FURB50157","FURB50157","Funez, L.A.","2016",NA,NA,"4878","372","372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-08 08:51:34-03","FURB","FURB","54088","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Funez, L.A.","2017","05","15","Brasil","Santa Catarina","Blumenau","Morro do Cachorro.","-49.0377777","-26.7766667","-49.0377777","-26.7766667","FURB54088","FURB54088","Funez, L.A.","2017","05","31","6366","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-08 08:51:34-03","FURB","FURB","55213","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Funez, L.A.; Maraschalchi, M.N., Farias, D.M., Schneiders, A.","2017","09","11","Brasil","Santa Catarina","Blumenau","Morro do Cachorro.","-49.0369444","-26.7733334","-49.0369444","-26.7733334","FURB55213","FURB55213","Funez, L.A.","2017","10","18","6573","330","330","Frutos brancos Habitat: Borda da floresta Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-10-14 10:01:01-03","FURB","FURB","61819","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Bach Jr.,R.","2016","12","14","Brasil","Paraná","Campo Largo",NA,"-49.68","-25.02","-49.6800000","-25.0200000","FURB61819","FURB61819","Cordeiro, J.","2017","05","25","705",NA,NA,"Herbário; inflorescência creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-10-14 10:01:01-03","FURB","FURB","3133","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Ghoddosi, S.M.","2002","02","09","Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,"FURB23448","FURB23448","Affonso, R","2011","02","10",NA,"1000","1000","FNMA. Florística. Habitat: Floresta Ombrófila Densa; floresta Habito: herbácea;","16046","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-16 17:54:23-03","UCS","HUCS","35012","PreservedSpecimen","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Magrini, S.","2009","04","08","Brasil","Rio Grande do Sul","Caxias do Sul","Mato Sanvitto","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Gonzatti, F.","2012","07","16","s.n.",NA,NA,"interior da mata","49662","auto","Angiospermae","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-02-23 17:06:12-03","UFES","VIES","48982","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Silva, H.L.; Calazans, L.S.B; Lieven, L.J; Valadares, R.T.","2018","11","03","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.590833","-19.973333","40º35'27''W","19º58'24''S","VIES048982",NA,"Valadares, R.T.","2019",NA,NA,"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-04-27 16:09:29-03","UFES","VIES","30923","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Zorzanelli, J.P.F.; Pinto Jr.; H.V.; Spadeto, C.; Moreau, J.S. & Meloni, W.S.","2012","09","11","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó.","-41.6671981811523","-20.5414009094238",NA,NA,"VIES030923","VIES030923","Zorzanelli, J.P.F.","2012","09","11","520","1176","1176",NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-04-27 16:09:29-03","UFES","VIES","21870","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth","Zorzanelli, J.P.F.; Couto, D.R.","2011","07","21","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES021870","VIES021870","Zorzanelli, J.P.F.","2012","03","07","24",NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-18 10:22:02-03","UTFPR","HCF","25927","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","D.A. Estevan","2014","12","09","Brasil","PR","Dois Vizinhos","Campus da UTFPR","-53.100278","-25.698056","53°06'01 W","25°41'53 S",NA,NA,"M.G. Caxambu","2018","07","26","2088",NA,NA,"erva, ca. 0,8 m. Inflorescência amarronzada. Borda de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-18 10:22:02-03","UTFPR","HCF","8557","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","M.G. Caxambu","2010","03","11","Brasil","PR","Luiziana","Estação Ecológica Luiziana","-51.451389","-24.521611","51°27'05 W","24°31'17,8 S",NA,NA,"J. Cordeiro & E. Barboza","2012",NA,NA,"3006","689","689","erva ereta, entouceirada, semi-ciófila. Sementes alvas e negras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-18 10:22:02-03","UTFPR","HCF","17432","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","M.G. Caxambu","2015","06","19","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha da","-53.845306","-25.242167","53°50'43,1 W","25°14'31,8 S",NA,NA,"G.A. Dettke","2018","06","25","6579","500","500","erva ca. 1 m, semi-ciófila. Sementes alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-18 10:22:02-03","UTFPR","HCF","11222","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","F.F. Sanches","2012","09","29","Brasil","PR","Tuneiras do Oeste","cerrado alterado","-52.750111","-23.9125","52°45'00,4 W","23°54'45 S",NA,NA,"J. Cordeiro & E. dos Santos","2012",NA,NA,NA,"534","534","erva ciófila, ca. 1,50 m. Sementes alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-18 10:22:02-03","UTFPR","HCF","6454","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","E.L. Siqueira","2007","11","09","Brasil","PR","Dois Vizinhos","Campus da UTFPR","-53.093111","-25.69225","53°05'35,2 W","25°41'32,1 S",NA,NA,"A.C. Araújo","2008","05",NA,"33","513","513","erva ca. 0,45 m, heliófita, em beira de capão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-18 10:22:02-03","UTFPR","HCF","10648","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","M.G. Caxambu","2012","04","29","Brasil","SP","Pariquera-Açu","Propriedade do Sr. Flávio","-47.847222","-24.807583","47°50'50 W","24°48'27,3 S",NA,NA,"J. Cordeiro & E. dos Santos","2012",NA,NA,"4077","78","78","erva ca. 0,60 m, semi-ciófila. Sementes negras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-18 10:22:02-03","UTFPR","HCF","8094","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","E.L. Siqueira","2009","08","07","Brasil","PR","Luiziana","RPPN Depositozinho - Propriedade da","-52.325","-24.197167","52°19'30 W","24°11'49,8 S",NA,NA,"E. Barboza & J. Cordeiro","2012",NA,NA,"247","600","600","erva ereta, ciófila, com raque do caule alado. Sementes pretas e brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-18 10:22:02-03","UTFPR","HCF","18035","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","M.G. Caxambu","2015","10","02","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, cercanias da","-53.640722","-25.056806","53°38'26,6 W","25°03'24,5 S",NA,NA,"R. Trevisan","2017",NA,NA,"6954","743","743","erva ca. 1 m, heliófita, ereta. Sementes verdes. Orla de floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-18 10:22:02-03","UTFPR","HCF","27096","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","R. Bach Júnior","2016","12","14","Brasil","PR","Campo Largo",NA,"-49.68","-25.02","49°40'48 W","25°01'12 S",NA,NA,"J. Cordeiro","2017","05","25","705",NA,NA,"herbácea 1,2 m. Inflorescência creme. Conglomerado: 338. Subunidade: 3. Subparcela: 1. Árvore: H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-18 10:22:02-03","UTFPR","HCF","9883","S","Plantae","Cyperaceae","Scleria","panicoides","Scleria panicoides","Kunth.","M.G. Caxambu","2011","10","27","Brasil","PR","Tuneiras do Oeste","Reserva Biológica das Perobas - estrada","-52.750556","-23.874611","52°45'02 W","23°52'28,6 S",NA,NA,"J. Cordeiro & E. dos Santos","2012",NA,NA,"3621","538","538","erva ereta, ciófila, ca. 0,80 m. Sementes verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
