"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","recordedBy","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","sex","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"354","2021-04-08 17:43:40-03","EAO","IAN","XILO5312X","PreservedSpecimen","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia","Engl.","Brasil",NA,NA,NA,NA,NA,"IANXILO5312X",NA,NA,NA,"Capucho, P","498","1990","09","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2021-04-08 17:43:40-03","EAO","IAN","19079","PreservedSpecimen","Plantae","Rutaceae","Fagara","ruiziana","Fagara ruiziana","(Klotzsch) Engl.","Peru",NA,NA,NA,NA,NA,"IAN019079","IAN019079_f",NA,NA,"Ruiz","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2021-04-08 17:43:40-03","EAO","IAN","25094","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","acutifolium","Zanthoxylum acutifolium","Engl.",NA,NA,NA,NA,NA,NA,"IAN025094","IAN025094_f",NA,NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2021-04-08 17:43:40-03","EAO","IAN","32222","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","obscurum","Zanthoxylum obscurum","Engl.",NA,NA,NA,NA,NA,NA,"IAN032222","IAN032222_f",NA,NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2021-04-08 17:43:40-03","EAO","IAN","8409","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","perrottetii","Zanthoxylum perrottetii","DC.","Guiana",NA,NA,NA,NA,NA,"IAN008409","IAN008409_f",NA,NA,"Perottet","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2021-03-30 12:48:32-03","EAO","IAN","146463","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Mato Grosso",NA,NA,NA,NA,"IAN146463",NA,NA,NA,"Ribeiro, BGS","534","1974","07","08","Local Clareira Muzungu. Mata alta de terra firme.",NA,NA,NA,NA,"Árvore de 16m e 22cm de diâmetro. Frutos verdes.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2021-03-30 12:48:32-03","EAO","IAN","128632","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará",NA,"-50.25","-5.5",NA,"IAN128632",NA,NA,NA,"Pires, JM; Belém, RP","12528","1970","07",NA,"Rio Itacaiunas, afluente do Rio Tocantins. Serra Buritirama (B-5), região com minério de manganês.","-50.25","-5.5",NA,NA,"Árvore de 30m 50cm de diâmetro. Frutos verdes.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2021-04-08 17:43:40-03","EAO","IAN","XILO4048","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará",NA,"-50.25","-5.5",NA,"IANXILO4048",NA,NA,NA,"Pires, JM; Belém, RP","12528","1970","07",NA,"Rio Itacaiunas, afluente do Rio Tocantins. Serra Buritirama (B-5), região com minério de manganês.","-50.25","-5.5",NA,NA,"Árvore de 30m 50cm de diâmetro. Frutos verdes.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2021-03-30 12:48:32-03","EAO","IAN","48771","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil",NA,NA,NA,NA,NA,"IAN048771",NA,NA,"Albuquerque, BWP de","Costa, M da","120","1900",NA,NA,NA,NA,NA,NA,NA,NA,"1968",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2021-03-30 12:48:32-03","EAO","IAN","169828","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Ourilândia do Norte","-51.0839004516602","-6.75472021102905","209767","IAN169828",NA,"auto",NA,"Cordeiro, MR; Baider, C","3007","1999","02","02","Projeto Pinkaiti. Aldeia Aúkre.",NA,NA,NA,NA,"F 123. Dif. 5.2, DAP 20 + 25,2. Estéril.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2021-03-30 12:48:32-03","EAO","IAN","164053","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Paragominas","-47.3527984619141","-2.99583005905151","186685","IAN164053",NA,"auto","Rosa, NA","Rosa, NA; Alberto","1","1991","12","21","Mata primária de terra firme, perturbada pela ação das madeireiras. Fazenda Vitória. Área de estudos ecológicos do Dr. Daniel Nabsted e Chrystopher Hul.",NA,NA,NA,NA,"Árvore jovem de aproximadamente 6m de altura e 16cm de diâmetro. Estéril.","1991","12",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2021-03-30 12:48:32-03","EAO","IAN","172231","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Pau D'arco","-50.0443992614746","-7.83305978775024","50942","IAN172231",NA,"auto",NA,"Grogan, J","406","1997",NA,NA,"Marajoara",NA,NA,NA,NA,"Habit: Large tree > 20m Leaves: alt pinncmpd, large, with meristems Stem: spiny as juvenile, round pale smooth stem as adult.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2021-04-08 17:43:40-03","EAO","IAN","XILO4047","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Porto de Moz","-52.2383003234863","-1.74832999706268","154178","IANXILO4047",NA,"auto","Albuquerque, BWP de","Fróes, RL","32422","1955","11","29","Rio Xingú, em frente ao Porto de Móz. Região onde foi feito o levantamento estatístico florestal pelo FAO, IAN e SPVEA. Mata de terra firme, flanco do planalto.",NA,NA,NA,NA,"Árvore de 18m de altura.","1969",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2021-03-30 12:48:32-03","EAO","IAN","90163","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Porto de Moz","-52.2383003234863","-1.74832999706268","154178","IAN090163",NA,"auto","Albuquerque, BWP de","Fróes, RL","32422","1955","11","29","Rio Xingú, em frente ao Porto de Móz. Região onde foi feito o levantamento estatístico florestal pelo FAO, IAN e SPVEA. Mata de terra firme, flanco do planalto.",NA,NA,NA,NA,"Árvore de 18m de altura.","1969",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2021-03-30 12:48:32-03","EAO","IAN","170858","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Redenção","-50.0313987731934","-8.02861022949219","64747","IAN170858",NA,"auto",NA,"Zimmerman, B","s.n.","2000","02",NA,NA,NA,NA,NA,NA,"Aldeia Aukre. R.16 - Q.4.","2000","02",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2021-03-30 12:48:32-03","EAO","IAN","158466","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Tucumã","-51.1610984802246","-6.74749994277954","68009","IAN158466",NA,"auto","Rosa, NA","Sérgio, P","159","1983","12","03","Fazenda Krimet, Km 62. Projeto Carajás.",NA,NA,NA,NA,"Angiosperma, com ramos com folhas e botões florais. DAP: 42,04cm de diâmetro. Casca lisa, cerne alburno distinto e fuste retilíneo.","1983","06",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2021-04-08 17:43:40-03","EAO","IAN","XILO4080","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","Pará","Tucumã","-51.1610984802246","-6.74749994277954","68009","IANXILO4080",NA,"auto","Rosa, NA","Sérgio, P","159","1983","12","03","Fazenda Krimet, Km 62. Projeto Carajás.",NA,NA,NA,NA,"Angiosperma, com ramos com folhas e botões florais. DAP: 42,04cm de diâmetro. Casca lisa, cerne alburno distinto e fuste retilíneo.","1983","06",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-03-30 12:48:32-03","EAO","IAN","55391","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","regnellianum","Zanthoxylum regnellianum","Engl.","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303","23900","IAN055391",NA,"auto","Gehrt, A","Zagatto, O","5193","1939","10","24",NA,NA,NA,NA,NA,"Arbusto.","1942","08",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2021-03-30 12:48:32-03","EAO","IAN","105288","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil",NA,NA,NA,NA,NA,"IAN105288",NA,NA,"Albuquerque, BWP de","Ledoux, PVD","1111","1957","03","20","Estação Experimental de MAZAGÃO. Capoeira terra firme.",NA,NA,NA,NA,"Árvore pequena de 6m de altura e 15cm de diâmetro.","1968",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2021-03-30 12:48:32-03","EAO","IAN","109515","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amapá",NA,"-52.466667","2.783333",NA,"IAN109515",NA,NA,"Albuquerque, BWP de","Irwin, HS; Pires, JM","48487","1960","09","25","In forest. About 1Km S of mouth of river YAROUPI, French Guiana.","-52.466667","2.783333",NA,NA,"Tree about 10m tall and 30cm in diameter, the trunk sparsely prickled. Flowers greenish.","1975",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2021-03-30 12:48:32-03","EAO","IAN","140907","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Goiás",NA,NA,NA,NA,"IAN140907",NA,NA,"Cowan, RS","Irwin, HS; Santos, RR dos","15000","1966","04","19","Serra do Morcego. Slope forest, Córrego Estrema, ca. 35Km NE of Formosa.",NA,NA,"800","800","Tree ca. 5m x 10cm, the trunk thorny. Fruit brown.","1972",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2021-03-30 12:48:32-03","EAO","IAN","140912","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Minas Gerais",NA,NA,NA,NA,"IAN140912",NA,NA,"Cowan, RS","Irwin, HS; Santos, RR dos","22102","1969","01","16","Gallery margin. Gallery forest and adjacent campo and cerrado, ca. 24Km SW of Diamantina on road to Gouveia. Serra do Espinhaço.",NA,NA,"1300","1300","Rounded tree ca. 5m x 8cm, with therny branches. Fuit green.","1972",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2021-03-30 12:48:32-03","EAO","IAN","153985","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Minas Gerais",NA,NA,NA,NA,"IAN153985",NA,NA,"Kallunki, JA","Irwin, HS; Fonceca, SF da","26933","1970","03","04","Cerrado, ca. 5Km W of Corinto.",NA,NA,"725","725","Shrub ca. 2,5m tall. Fruit green, maturing dark red.","1976",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2021-03-30 12:48:32-03","EAO","IAN","160579","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso",NA,NA,NA,NA,"IAN160579",NA,NA,"Silva, MG da","Carreira, LMM","784","1983","05","05","Km 23 de Vila Bela, caminho da Cachoeira. Plantas sobre pedras.. Mata de terra firme.",NA,NA,NA,NA,"Árvore de 3m d3e qaltura. Frutos avermelhados em panículas terminais.","1983",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2021-03-30 12:48:32-03","EAO","IAN","170636","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Ceará",NA,NA,NA,NA,"IAN170636",NA,NA,NA,"Venturieri, GC","s.n.","1998","02","24","Serra de Baturité, Mata Atlântica.",NA,NA,"1000","1000",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2021-03-30 12:48:32-03","EAO","IAN","176323","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Concórdia do Pará","-47.965556","-2.03",NA,"IAN176323",NA,NA,"Cordeiro, MR","Cordeiro, MR","MC-07-10100320","2001","11","05","Fazenda Cafarnaum, Solo argiloso, mata secundária de terra firme, luminosidade intensa, freqüência comum.","-47.965556","-2.03","7","7","Árvore aprox. 7 m de altura por 60 CAP. Fruto maduro preto.","2001",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2021-03-30 12:48:32-03","EAO","IAN","177138","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Bragança","-46.716667","-1.2",NA,"IAN177138",NA,NA,"Cordeiro, MR","Rios, M; Cardoso, LQ","708","2000","02","21","Comunidade Benjamin Constant. Estrada do Cacoal. Propriedade de José Lucivaldo Quadros Cardoso. Capoeira.","-46.716667","-1.2","30","30","Árvore de 3 m de altura, casca com cheiro de gengibre.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2021-03-30 12:48:32-03","EAO","IAN","60680","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Argentina","Misiones","SanFarris",NA,NA,NA,"IAN060680","IAN060680 IAN060680_e IAN060680_f",NA,NA,"Bertoni, JEA","3005","1946","10","18","Acaraque.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2021-03-30 12:48:32-03","EAO","IAN","188945","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Barcarena","-48.701056","-1.539028",NA,"IAN188945",NA,NA,NA,"Nascimento, EAP; Xavier-Júnior, SR; Santa Brígida, SS de","237","2013","03","14","Vila dos Cabanos","-48.701056","-1.539028",NA,NA,"Árvore, 14 m de altura, DAP 9,45 cm. Presença de inflorescência verde alvo; ritidoma cinza amarronsado com presença de placa de musgo esverdeados.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2021-03-30 12:48:32-03","EAO","IAN","193147","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Bujaru","-48.025167","-1.563833",NA,"IAN193147",NA,NA,NA,"Cruz, ED; Freitas, JC; Nascimento, MP do; Silva, MVF da","903","2014","04","22","PA 140, Km 8. Sítio do Sr. Manoel Vera.","-48.025167","-1.563833",NA,NA,"DAP= 12cm; AC=2m; AT= 4, 5m.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2021-03-30 12:48:32-03","EAO","IAN","196910","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Senador José Porfírio","-51.68825","-3.033944",NA,"IAN196910",NA,NA,NA,"Braga, DPP","467","2017","01","25","Propriedade de Zé Vaqueiro, pasto, terra firme","-51.68825","-3.033944","31","31",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2021-03-30 12:48:32-03","EAO","IAN","197498","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Tocantins","Itaporã do Tocantins","-55.466667","-8.25",NA,"IAN197498",NA,NA,"Silva, WLS","Sousa, MO","023","2018","03","14","Área de pastagem, solo com muitas folhas.&nf;Conglomerado TO: 131, medições na subunidade completa, subunidade 2, subparcela 4, individuo 4.","-55.466667","-8.25",NA,NA,"Árvore, dap 5,6, altura 7,0, sem exsudatos, caule com espinhos, base reta, frutos maduros redondos, com dimensões de 0,4 cm de cor externa vermelho e interna verde, de consistência carnoso, Polpa. Casca cinza externamente, e branco in","2018","08","22","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2021-03-30 12:48:32-03","EAO","IAN","197498","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Tocantins","Itaporã do Tocantins","-55.466667","-8.25",NA,"IAN197498",NA,NA,"Silva, WLS","Sousa, MO","023","2018","03","14","Área de pastagem, solo com muitas folhas.&nf;Conglomerado TO: 131, medições na subunidade completa, subunidade 2, subparcela 4, individuo 4.","-55.466667","-8.25",NA,NA,"Árvore, dap 5,6, altura 7,0, sem exsudatos, caule com espinhos, base reta, frutos maduros redondos, com dimensões de 0,4 cm de cor externa vermelho e interna verde, de consistência carnoso, Polpa. Casca cinza externamente, e branco in","2018","08","22","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2021-03-30 12:48:32-03","EAO","IAN","197700","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Maranhão","São Francisco do Brejão","-47.576656","-5.076308",NA,"IAN197700",NA,NA,"Silva, WLS","Figueiredo, JB","59","2018","05","22","Serrapilheira, floresta tipica em estágio secundário de regeneração.&nf;Conglomerado MA-423, medições na subunidade completa, subunidade 2, subparcela 10, individuo 41.","-47.576656","-5.076308",NA,NA,"Árvore, com DAP de 5,1 e altura de 7m , presença de acúleos no caule, base reta, fruto maduro com dimensões de 0,2cm na forma redondo, cores externas vermelho e interna branco, consistência externa seco com presença de arilo internamen","2018","09","25","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2021-03-30 12:48:32-03","EAO","IAN","199246","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Traquateua","-46.902222","-1.059444",NA,"IAN199246",NA,NA,NA,"Cruz, ED","1341","2019","05","09","Ramal para o hotel fazenda.","-46.902222","-1.059444",NA,NA,"AT=3,8 m.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2021-03-30 12:48:32-03","EAO","IAN","49066","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Branco","Boa Vista",NA,NA,NA,"IAN049066",NA,NA,"Albuquerque, BWP de","Capucho, P","498","1932","12",NA,"Terra firme.",NA,NA,NA,NA,"Tree.","1975",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2021-04-08 17:43:40-03","EAO","IAN","56842","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.",NA,NA,NA,NA,NA,NA,"IAN056842",NA,NA,NA,"Jussieu, H","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2021-03-30 12:48:32-03","EAO","IAN","60763","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Argentina","Formosa","Pirané",NA,NA,NA,"IAN060763","IAN060763 IAN060763_e IAN060763_f",NA,NA,"Morel, I","359","1945","11","23","Al SO a 2Km Pirané.",NA,NA,NA,NA,"Arbolito de monte arbusto.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2021-03-30 12:48:32-03","EAO","IAN","60764","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Argentina","Formosa","Pirané",NA,NA,NA,"IAN060764","IAN060764 IAN060764_e",NA,NA,"Morel, I","382","1945","11","23","Al SO a 2Km Pirané.",NA,NA,NA,NA,"Arbolito de monte arbusto.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2021-03-30 12:48:32-03","EAO","IAN","60771","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Argentina","Misiones","Cainguás",NA,NA,NA,"IAN060771","IAN060771 IAN060771_e IAN060771_f IAN060771_f1",NA,NA,"Schwindt, E","563","1947","12","27","Puerto Rico.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2021-03-30 12:48:32-03","EAO","IAN","92225","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas",NA,NA,NA,NA,"IAN092225",NA,NA,"Pires, JM","Chagas, FN","3124","1955","12","16","Estrada velha de São Raimundo. Solo arenoso, capoeira fechada.",NA,NA,NA,NA,"Árvore de 6m de altura. Madeira amarela, casca fina persistente, aculeada. Acúleos grossos, abundantes. Frutos verdes, com aroma de limão.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2021-03-30 12:48:32-03","EAO","IAN","103872","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium pebriolulata","Lam.","Brasil","Rio de Janeiro",NA,NA,NA,NA,"IAN103872",NA,NA,"Kuhlmann, JG","Pessoal do Horto Florestal","48482","1927","10","05","Vista Chinesa.",NA,NA,NA,NA,"Árvore de 5-10m de altura.","1943",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"pebriolulata",NA,NA,NA,NA,NA,NA,NA,NA
"396","2021-03-30 12:48:32-03","EAO","IAN","103872","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium pebriolulata","Lam.","Brasil","Rio de Janeiro",NA,NA,NA,NA,"IAN103872",NA,NA,"Kuhlmann, JG","Pessoal do Horto Florestal","48482","1927","10","05","Vista Chinesa.",NA,NA,NA,NA,"Árvore de 5-10m de altura.","1943",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"pebriolulata",NA,NA,NA,NA,NA,NA,NA,NA
"397","2021-03-30 12:48:32-03","EAO","IAN","154051","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium sessilifolium","Engl.","Brasil","Maranhão",NA,NA,NA,NA,"IAN154051",NA,NA,NA,"Ribeiro, BGS; Pinheiro, GS","1684","1976","02","12","Estudo Ecológico dos Campos de Perizes.",NA,NA,NA,NA,"Árvore de 16m. Frutos verdes.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
"398","2021-03-30 12:48:32-03","EAO","IAN","173078","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Acre","Brasiléia","-68.7481002807617","-11.0160999298096","107952","IAN173078",NA,"auto",NA,"Franke, IL; Farias, AN","15","2000","02","24","Área 04. Solo areno-argiloso. Vegetação pastagem.",NA,NA,NA,NA,"Árvore com hábito de crescimento arbóreo. DAP 13cm, altura 8m. Fruto de cor vinho; folhas opostas, verde-amarelada; possui acúleos.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2021-03-30 12:48:32-03","EAO","IAN","16254","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-60.0250015258789","-3.10193991661072","138090","IAN016254","IAN016254 IAN016254_1 IAN016254_e","auto",NA,"Fróes, RL","20543","1945","03",NA,"Mata do Aleixo. Terra firme.",NA,NA,NA,NA,"Árvore.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
