"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","recordedBy","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","sex","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"400","2021-03-30 12:48:32-03","EAO","IAN","16255","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-60.0250015258789","-3.10193991661072","138090","IAN016255","IAN016255 IAN016255_1 IAN016255_e IAN016255_e1","auto",NA,"Fróes, RL","20543","1945","03",NA,"Mata do Aleixo. Terra firme.",NA,NA,NA,NA,"Árvore.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2021-03-30 12:48:32-03","EAO","IAN","151846","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium sessilifolium","Engl.","Brasil","Maranhão","Anajatuba","-44.619701385498","-3.26444005966187","26153","IAN151846",NA,"auto",NA,"Ribeiro, BGS; Pinheiro, GS","1187","1976","01","21",NA,NA,NA,NA,NA,"Árvore de 12m e 35cm de circunferência. Flor esbranquiçada.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
"402","2021-03-30 12:48:32-03","EAO","IAN","14269","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium pubescens","A.St.-Hil.","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","IAN014269","IAN014269 IAN014269_e","auto","Barreto, M","Magalhães, MG","s.n.","1939","07","25","Carlos Prates. Capoeira.",NA,NA,NA,NA,"Árvore de 4m de altura.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA
"403","2021-03-30 12:48:32-03","EAO","IAN","105882","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","IAN105882",NA,"auto",NA,"Magalhães, MG","17330","1960","01","06","Cerrado com Cascalho ferruginoso na Serra do Curral.",NA,NA,NA,NA,"Arbusto de 1-2m de altura. Flor. Frutos.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2021-03-30 12:48:32-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Altamira","-52.2064018249512","-3.20333003997803","748499",NA,NA,"auto",NA,"UHE Belo Monte","321","2000","11","24","Trilha da terra firme, área de igapó, parcela 14, n 55CHS.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2021-03-30 12:48:32-03","EAO","IAN","140415","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN140415",NA,"auto",NA,"Pires, JM","13529","1973","12","08",NA,NA,NA,NA,NA,"Amostra química nº 102.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2021-03-30 12:48:32-03","EAO","IAN","197432","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN197432",NA,"auto",NA,"Queiroz, ACM de","6","2018","02","27","Coleta realizada na área da Embrapa Amazônia Oriental.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2021-03-30 12:48:32-03","EAO","IAN","199947","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN199947",NA,"auto",NA,"Oliveira, JCL de","649","2020","02",NA,"Estrada da Ceasa. Em frente à Fazenda da Embrapa. Terra firme. Solo rochoso.",NA,NA,NA,NA,"Árvore de 7m de altura; inflorescência verde alva; ritidoma cinza amarronzado.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2021-03-30 12:48:32-03","EAO","IAN","11556","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN011556","IAN011556 IAN011556_e IAN011556_e1","auto","Albuquerque, BWP de","Archer, WA","8257","1943","03","02","Estrada in front of IAN.",NA,NA,NA,NA,"Small tree. Stems and trunk (sometimes the petioles) apiny. Wood smells of vanilla. Latex red. Flowers green. ( LeCointe says could besource of chicle).","1975",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2021-03-30 12:48:32-03","EAO","IAN","11226","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN011226","IAN011226 IAN011226_e IAN011226_e1","auto","Albuquerque, BWP de","Archer, WA","7945","1942","12","07","Estrada in front of the IAN.",NA,NA,NA,NA,"Large tree.","1975",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2021-03-30 12:48:32-03","EAO","IAN","197113","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN197113",NA,"auto","Cordeiro, MR","Cordeiro, MR","5117","2018","04","16","Fica ao lado da estrada que vai para o restaurante passando o antigo campo de futebol; Capoeira do Black; terra firme e solo argiloso.",NA,NA,NA,NA,"Árvore de 15 m, frutos pretos.","2018",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2021-03-30 12:48:32-03","EAO","IAN","86796","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN086796",NA,"auto","Albuquerque, BWP de","Guedes, TN","316","1955","02","28","IAN, capoeira 157 L.",NA,NA,NA,NA,NA,"1975",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2021-03-30 12:48:32-03","EAO","IAN","136521","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN136521",NA,"auto",NA,"Silva, NT da","3475","1972","04","08","IPEAN. Capoeira, mata de terra firme.",NA,NA,NA,NA,"Árvore de 8m de altura e 6cm de diâmetro.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2021-03-30 12:48:32-03","EAO","IAN","12885","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN012885","IAN012885 IAN012885_e","auto","Albuquerque, BWP de","Silva, A da","83","1944","02","04","On lands of Instituto Agronômico do Norte, 1Km SO of Administration Building.",NA,NA,NA,NA,"Large tree.","1975",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2021-03-30 12:48:32-03","EAO","IAN","12884","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Belém","-48.5043983459473","-1.4558299779892","48462","IAN012884","IAN012884 IAN012884_e IAN012884_e1","auto","Albuquerque, BWP de","Silva, A da","83","1944","02","04","On lands of Instituto Agronômico do Norte, 1Km SO of Administration Building.",NA,NA,NA,NA,"Large tree.","1975",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2021-03-30 12:48:32-03","EAO","IAN","188320","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Concórdia do Pará","-47.9496994018555","-2.00166988372803","37783","IAN188320",NA,"auto","Cordeiro, MR","Cordeiro, MR","4989","2010","05","30","Fazenda Cafarnaum, terra firme, solo argiloso",NA,NA,NA,NA,"Árvore de 12m de altura. Frutos verdes","2010","05","30","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2021-04-08 17:43:40-03","EAO","IAN","XILO4049","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Marabá","-49.1178016662598","-5.36860990524292","262883","IANXILO4049",NA,"auto","Ferreira, JDA","Ribeiro, BGS; Nascimento, OC do","21","1971","01","22","Estrada de Marabá á 96Km de São Félix. Mata baixa.",NA,NA,NA,NA,"Árvore de 10m de altura e 16cm de diâmetro. Frutos verdes.","1977","07",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2021-03-30 12:48:32-03","EAO","IAN","132459","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Marabá","-49.1178016662598","-5.36860990524292","262883","IAN132459",NA,"auto","Ferreira, JDA","Ribeiro, BGS; Nascimento, OC do","21","1971","01","22","Estrada de Marabá á 96Km de São Félix. Mata baixa.",NA,NA,NA,NA,"Árvore de 10m de altura e 16cm de diâmetro. Frutos verdes.","1977","07",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2021-03-30 12:48:32-03","EAO","IAN","197277","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Marabá","-49.1178016662598","-5.36860990524292","262883","IAN197277",NA,"auto","Rosa, NA","Rosa, NA; Bahia, RP","4521","1983","11","05","Serra dos Carajás. Margens da Rodovia N-1 próximo entrada do H.7.",NA,NA,NA,NA,"Árvore de 12 x 30cm, flores verdes claras.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2021-04-08 17:43:40-03","EAO","IAN","FRUTO147","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825","186920","IANFRUTO147",NA,"auto","Cordeiro, MR","Oliveira, JCL de; Leão, DCS; Nascimento, MP do; Carmo, NAS do","418","2004","03","08","Campo Experimental da Embrapa Amazônia Oriental, Km 34 da PA 150. Ramal Tracuateua, solo arenoso.",NA,NA,NA,NA,"Árvore de 5m alt.; alburno amarelo. Botão floral verde claro.","2004","04",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2021-03-30 12:48:32-03","EAO","IAN","179717","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825","186920","IAN179717",NA,"auto","Cordeiro, MR","Oliveira, JCL de; Leão, DCS; Nascimento, MP do; Carmo, NAS do","418","2004","03","08","Campo Experimental da Embrapa Amazônia Oriental, Km 34 da PA 150. Ramal Tracuateua, solo arenoso.",NA,NA,NA,NA,"Árvore de 5m alt.; alburno amarelo. Botão floral verde claro.","2004","04",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2021-03-30 12:48:32-03","EAO","IAN","165783","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825","186920","IAN165783",NA,"auto",NA,"Ferreira, GC; Freitas, JC","459","1998","02","19","Margem da rodovia PA-150, capoeira de terra firme. Perto da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2021-03-30 12:48:32-03","EAO","IAN","185883","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825","186920","IAN185883",NA,"auto","Margalho, LF","Margalho, LF","20","2011","03","23","Ramal da comunidade Santa Terezinha. Mata de terra firme",NA,NA,NA,NA,"Árvore de 5m de altura por 10cm DAP; ritidoma marrom claro com presença de manchas brancas e acúleos; casca morta marrom claro, casca viva bege-claro; alburno amarelado. Fruto imaturo verde.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2021-03-30 12:48:32-03","EAO","IAN","185884","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Moju","-48.7689018249512","-1.88389003276825","186920","IAN185884",NA,"auto","Margalho, LF","Margalho, LF","21","2011","03","23","Ramal de Santa Terezinha. Mata de terra firme.",NA,NA,NA,NA,"Árvore de 4 m de altura por 7cm DAP; ritidoma marrom claro com presença de manchas brancas e acúleos; casca morta verde claro; casca viva bege claro; alburno bege. Flor branca.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2021-03-30 12:48:32-03","EAO","IAN","179732","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Novo Repartimento","-49.7963981628418","-4.33056020736694","155142","IAN179732",NA,"auto",NA,"Lavareda, RHR; Ferreira, GC; Freitas, JC; Takeda, PS; Silva, FCMA; Carneiro-da-Silva, JE","11","2004","04","10","Fazenda Arataú, próximo a porteira dos vaqueiros do retiro Aldeia e Moraes.",NA,NA,NA,NA,"Arbusto com 3 m alt. x 25 cm CAP; base reta; fuste cilíndrico; ritidoma estriado com presença de acúleos; casca morta esverdeado com menos de 1 mm espess.; casca viva amarelo, com cheiro cítrico e mais ou menos 1,5 mm espess.; alburno",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2021-04-08 17:43:40-03","EAO","IAN","SEM174","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Novo Repartimento","-49.7963981628418","-4.33056020736694","155142","IANSEM174",NA,"auto",NA,"Lavareda, RHR; Ferreira, GC; Freitas, JC; Takeda, PS; Silva, FCMA; Carneiro-da-Silva, JE","11","2004","04","10","Fazenda Arataú, próximo a porteira dos vaqueiros do retiro Aldeia e Moraes.",NA,NA,NA,NA,"Arbusto com 3 m alt. x 25 cm CAP; base reta; fuste cilíndrico; ritidoma estriado com presença de acúleos; casca morta esverdeado com menos de 1 mm espess.; casca viva amarelo, com cheiro cítrico e mais ou menos 1,5 mm espess.; alburno",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2021-03-30 12:48:32-03","EAO","IAN","172232","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Pau D'arco","-50.0443992614746","-7.83305978775024","50942","IAN172232",NA,"auto",NA,"Grogan, J","407","1997",NA,NA,"Marajoara",NA,NA,NA,NA,"Habit: Medium tree < 20m Leaves: alt pinncmpd, small, crenate/serrate.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","2021-03-30 12:48:32-03","EAO","IAN","176227","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Peixe-Boi","-47.312198638916","-1.19193994998932","27180","IAN176227",NA,"auto",NA,"Stone, A","21","2002","06","28",NA,NA,NA,NA,NA,"Árvore de 20m de altura, 0,48m de diâm.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","2021-03-30 12:48:32-03","EAO","IAN","170849","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Redenção","-50.0313987731934","-8.02861022949219","64747","IAN170849",NA,"auto",NA,"Zimmerman, B","s.n.","2000","02",NA,NA,NA,NA,NA,NA,"Aldeia Aukre. E.5 - Q.1.","2000","02",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","2021-03-30 12:48:32-03","EAO","IAN","167738","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Santa izabel do Pará","-48.1605987548828","-1.29860997200012","27708","IAN167738",NA,"auto",NA,"Nitta, A","17133","1996","08","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","2021-03-30 12:48:32-03","EAO","IAN","167655","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Tomé-Açu","-48.1521987915039","-2.41888999938965","97524","IAN167655",NA,"auto",NA,"Nitta, A","17620","1997","02","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2021-03-30 12:48:32-03","EAO","IAN","170942","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Tomé-Açu","-48.1521987915039","-2.41888999938965","97524","IAN170942",NA,"auto",NA,"Oliveira, JCL de; Rodrigues, ST","58","1999","12","07","Mata alta de terra firme, ao lado do levantamento.",NA,NA,NA,NA,"Arbusto de 2m de altura, estéril.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2021-03-30 12:48:32-03","EAO","IAN","197387","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Vitória do Xingu","-52.0099983215332","-2.88000011444092","79439","IAN197387",NA,"auto","Silva, WL","Takanohashi, E","205","2012","05","09",NA,NA,NA,NA,NA,"Árvore, cerca de 10 m de altura. Frutos imaturos marrons.","2012","06","04","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2021-03-30 12:48:32-03","EAO","IAN","198597","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Vitória do Xingu","-52.0099983215332","-2.88000011444092","79439","IAN198597",NA,"auto","Silva, WL","Takanohashi, E","s.n.","2012","05","09",NA,NA,NA,NA,NA,"Árvore, cerca de 10 m de altura. frutos imaturos marrons.","2012","06","04","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2021-03-30 12:48:32-03","EAO","IAN","194887","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Vitória do Xingu","-52.0099983215332","-2.88000011444092","79439","IAN194887",NA,"auto","Cordeiro, MR","Raul, FA","PSACF815","2013","01","11","Transcatitú.",NA,NA,NA,NA,NA,"2017","08","29","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2021-03-30 12:48:32-03","EAO","IAN","85611","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271","15425","IAN085611",NA,"auto","Pires, JM","Melo, CAM de","28","1947","08","29",NA,NA,NA,NA,NA,NA,"1957",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","2021-03-30 12:48:32-03","EAO","IAN","82569a","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271","15425","IAN82569a",NA,"auto","Pires, JM","Moraes, JC de","940","1953","05","14","Escola Agronômica do Nordeste.",NA,NA,NA,NA,"Árvore. Folíolos compridos com acúleos.","1957",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2021-03-30 12:48:32-03","EAO","IAN","82572","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271","15425","IAN082572",NA,"auto","Pires, JM","Moraes, JC de","943","1953","05","19","Escola Agronômica do Nordeste.",NA,NA,NA,NA,"Sub-arbusto.","1957",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","2021-03-30 12:48:32-03","EAO","IAN","82569","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271","15425","IAN082569",NA,"auto","Pires, JM","Moraes, JC de","940","1953","05","14","Escola Agronômica do Nordeste.",NA,NA,NA,NA,"Árvore. Folíolos compridos com acúleos.","1957",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2021-03-30 12:48:32-03","EAO","IAN","82570","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271","15425","IAN082570",NA,"auto","Pires, JM","Moraes, JC de","941","1953","05","11","Escola Agronômica do Nordeste.",NA,NA,NA,NA,"Árvore.","1957",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","2021-03-30 12:48:32-03","EAO","IAN","161095","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Porto Velho","-63.9039001464844","-8.76194000244141","333357","IAN161095",NA,"auto","Santos, JUM dos","Silva, MG da; Rosário, CS","422","1983","02","01","Guajará-Mirim-Abunã, trecho entre o Km 12 ao Km 36. Terra firme.",NA,NA,NA,NA,"Árvore de 4m de altura. Frutos jovens esverdeados em panículas terminais. Flor alva, isolada e frutos jovens tipo vagem aos pares terminais.","1983",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2021-03-30 12:48:32-03","EAO","IAN","184357","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Itatiba","-46.8300018310547","-23","17442","IAN184357",NA,"auto","Rampim, VT","Pizo, MA","58","2004","02","02","Sítio Moinho Velho. Mata Atlântica.",NA,NA,"800","800","Árvore ca de 6m de altura; frutos vermelhos.","2003","03",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","2021-03-30 12:48:32-03","EAO","IAN","14269","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium pubescens","A.St.-Hil.","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","IAN014269","IAN014269 IAN014269_e","auto","Barreto, M","Magalhães, MG","s.n.","1939","07","25","Carlos Prates. Capoeira.",NA,NA,NA,NA,"Árvore de 4m de altura.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"pubescens",NA,NA,NA,NA,NA,NA,NA,NA
"443","2021-03-30 12:48:32-03","EAO","IAN","154051","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium sessilifolium","Engl.","Brasil","Maranhão",NA,NA,NA,NA,"IAN154051",NA,NA,NA,"Ribeiro, BGS; Pinheiro, GS","1684","1976","02","12","Estudo Ecológico dos Campos de Perizes.",NA,NA,NA,NA,"Árvore de 16m. Frutos verdes.",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,"sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
