"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"299","2019-04-13 11:45:08-03","F","FMNH-SEEDPLANTS","V0373888F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"RRC ID Flag",NA,NA,NA,"Steyermark & Wurdack","343","1955","2","2","Venezuela","Bolívar",NA,NA,"-63.5","6.3333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"V0373888F","V0373888F_01 V0373888F_02","Dicotyledoneae",NA,NA,"343",NA,NA,NA
"300","2020-07-23 12:08:44-03","CEPLAC","CEPEC","19733","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"M. Sobral",NA,NA,NA,"R. M. Harley","18039","1977","01","17","Brasil","Bahia","ALCOBAÇA","Entre Alcobaça e Caravelas, BA-001.20Km ao S de Alcobaça.","-39.233333","-17.716667","39W14'","17S43'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2007"
"301","2020-07-23 12:08:44-03","CEPLAC","CEPEC","46115","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"Flora do Pico das Almas",NA,NA,NA,"R. M. Harley","25983","1988","11","09","Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333","41W57'","13S32'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"302","2020-07-23 12:08:44-03","CEPLAC","CEPEC","47237","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"Flora do Pico das Almas",NA,NA,NA,"R. M. Harley","26197","1988","11","18","Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Na parte N do vale abaixo do pico.","-41.966667","-13.533333","41W58'","13S32'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"303","2020-07-23 12:08:44-03","CEPLAC","CEPEC","47867","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"Flora do Pico das Almas",NA,NA,NA,"R. M. Harley","25875","1996","04","04","Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste.Campo do Queiroz. Em areia umida prox. do rio.","-41.95","-13.533333","41W57'","13S32'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"304","2020-07-23 12:08:44-03","CEPLAC","CEPEC","79086","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"L. Y. S. Aona",NA,NA,NA,"D. J. N. Hind","3578","1996","07","13","Brasil","Bahia","MUCUGÊ","Estrada Igatú/Mucugê, próx. ao entroncamento c/ a estrada Anadaraí/Mucugê.","-41.322222","-12.949444","41W19'20","12S56'58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/05/2005"
"305","2020-07-23 12:08:44-03","CEPLAC","CEPEC","145188","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"M. Lacerda",NA,NA,NA,"M. Lacerda","1506","2009","10","11","Brasil","Bahia","MORRO DO CHAPÉU","Cachoeira do Ferro Doido.","-41.1561012268066","-11.5500001907349",NA,NA,"98143",NA,NA,"<ll>dwc_commonname:</ll>","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-07-23 12:08:44-03","CEPLAC","CEPEC","14666","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"Pessoal de Kew",NA,NA,NA,"S. A. Mori","10501","1978","09","14","Brasil","Bahia","MUCURÍ","7Km ao NW Mucuri.","-39.5508003234863","-18.0863990783691",NA,NA,"78440",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/01/1990"
"307","2020-07-23 12:08:44-03","CEPLAC","CEPEC","33833","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"G. Hatschbach",NA,NA,NA,"G. Hatschbach","47078","1983","10","20","Brasil","Bahia","NOVA VIÇOSA","Rio Pau Velho, margem de corrego.","-39.371898651123","-17.8918991088867","0*0'0","0*0'0","70538",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/12/1983"
"308","2020-07-23 12:08:44-03","CEPLAC","CEPEC","124428","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"S. G. Rezende",NA,NA,NA,"S. G. Rezende","1712","2006","09","25","Brasil","Bahia","PRADO","Fazenda Riacho das Ostras.","-39.233333","-17.215","39W14'","17S12'54",NA,NA,NA,"75 W. <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2020-07-23 12:08:44-03","CEPLAC","CEPEC","19834","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra",NA,"M. Sobral",NA,NA,NA,"R. M. Harley","19371","1977","03","04","Brasil","Bahia","MORRO DO CHAPÉU","!9,5Km SE da cidade, BA-052 Rod. para Mundo Novo perto do Rio Ferro Doido.","-41.1561012268066","-11.5500001907349",NA,NA,"98143",NA,NA,"<ll>dwc_commonname:</ll>","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-11-05 13:53:48-03","UNIRIO","HUNI","3046","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","J.E. Nascimento-Júnior",NA,NA,NA,"J.E. Nascimento-Júnior; D.S. Melo; L.A.S. Santos; C.A.S. Souza","1062","2011","06","18","Brasil","Sergipe","Santo Amaro das Brotas","Solo alagado no limite apicum-restinga.","-37.054167","-10.789167","37º3'15''W","10º47'21''S",NA,NA,NA,"Material doado pelo ASE. Caule verde-avermelhado.",NA,NA,NA,NA,"HUNI00003046",NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-11-05 13:53:48-03","UNIRIO","HUNI","776","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","C.B. Moreira",NA,NA,NA,"C.P. Bove; W. Costa; B.B. Costa","322","1998","11","08","Brasil","Rio de Janeiro","Macaé","Estrada Barra de Macaé-Carapebus, RJ-106, a 8 Km da ponte da Barra de Macaé.","-41.7868995666504","-22.3708000183105",NA,NA,"47209",NA,NA,"Erva totalmente vermelha, com algumas folhas verdes com apenas o ápice vermelho. Anteras maduras alaranjadas expostas. Habitat: Poça temporária com ca. 20 cm profundidade. Água de cor amarelo escura Habito: Erva","auto",NA,NA,NA,"HUNI00000776",NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-11-05 13:53:48-03","UNIRIO","HUNI","443","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","C.B. Moreira",NA,NA,NA,"C.P. Bove; W. Costa; B.B. Costa","806","2001","01","12","Brasil","Bahia","Bahia","BA-142, 6.6 Km ao sul de Mucugê.",NA,NA,NA,NA,NA,NA,NA,"Erva emergente de caule de folhas vermelhas. Habitat: Área com vários alagados; águas cm ca. 10 cm de profundidade Habito: Erva emergente",NA,NA,NA,NA,"HUNI00000443",NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-11-05 13:53:48-03","UNIRIO","HUNI","345","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R. Anjos",NA,NA,NA,"B.M.B. Leite; A. Gil; C.B. Moreira","18","2000","02","11","Brasil","Rio de Janeiro","Rio das Ostras","Costa Azul. Lado esquerdo da estrada, em direção a Carapebus.","-41.9449996948242","-22.5268993377686",NA,NA,"17620",NA,NA,"Material em meio líquido. Erva decumbente, com ca. 20 cm altura. Flores e caules avermelhados. Habitat: Alagado temporário Habito: Erva decumbente","auto",NA,NA,NA,"HUNI00000345",NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-11-05 13:53:48-03","UNIRIO","HUNI","343","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R. Anjos",NA,NA,NA,"B.M.B. Leite; A. Gil; C.B. Moreira","12","2000","02","10","Brasil","Rio de Janeiro","Araruama","Praia do Sossego.","-42.3431015014648","-22.8728008270264",NA,NA,"38914",NA,NA,"Material em meio líquido. Erva ereta com ca. 30 cm altura e flores vermelhas. Habito: Erva ereta","auto",NA,NA,NA,"HUNI00000343",NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-11-12 17:03:26-03","UEL","FUEL","54355","PreservedSpecimen","Plantae","Tracheophyta","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Gonzatti, F; Demeda, C","2015","02","11","Demeda, C","5","2014","11","28","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.186944","-29.868889","-50.186944","-29.868889",NA,"6","6",NA,NA,NA,NA,NA,"FUEL017157",NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-11-12 17:03:26-03","UEL","FUEL","10140","PreservedSpecimen","Plantae","Tracheophyta","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Silva, SM","1985",NA,NA,"Britez, RM; Silva, SM","s.n.","1985","09","15","Brasil","Paraná","Paranaguá","Ilha do Mel, Caminho do Belo","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,NA,"auto",NA,NA,NA,"FUEL017158",NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-01 15:01:25-03","UnB","UB","132479","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng) Kanitz","Harley, RM","1990",NA,NA,"Harley, RM","26197","1988","09","18","Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente Leste","-41.966667","-13.533333","-41.966667","-13.533333",NA,NA,NA,"Flores alvo-rosadas.; Erva prostrada.; Campo rupestre",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-01 15:01:25-03","UnB","UB","132480","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng) Kanitz","Giulietti, AML","1990",NA,NA,"Harley, RM","25875","1988","11","03","Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente Leste. Campo do Queiroz","-41.95","-13.533333","-41.95","-13.533333",NA,NA,NA,"Flores e frutos verde-avermelhados.; Erva prostrada.; Campo arenoso",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-01 15:01:25-03","UnB","UB","23143","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng) Kanitz","Netto, NL",NA,NA,NA,"Sucre, D","826","1965","10","02","Brasil","Distrito Federal","Brasília",NA,"-47.887778","-15.744444","-47.887778","-15.744444",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-01 15:01:25-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng) Kanitz",NA,NA,NA,NA,"Melo; França","370","1990","10","12","Brasil","Distrito Federal","Brazlândia","Barragem do lago do rio Descoberto",NA,NA,NA,NA,NA,NA,NA,"Planta rasteira; Terreno pantanoso",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-09-30 10:52:05-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng) Kanitz","Faria, JEQ","2018","01","31","Silva, CFS; Cunha, JVB; Rocha, IDB; Silva, SR","45B","2018","01","18","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.970417","-15.725278","-47.970417","-15.725278",NA,NA,NA,"Campo de Murundus. Campo limpo do campo de murundus. Solo úmido",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2020-08-20 20:42:11-03","UFSC","FLOR","54036","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Ferreira, J.P.R.","2014",NA,NA,"Ferreira, J.P.R.; Trevisan, R.","588","2014","02","06","Brasil","Santa Catarina","Araranguá","entrada de Balneário Arroio Silva, na Lagoa Azul.","-49.426111","-28.960833","49º25'34''W","28º57'39''S",NA,NA,NA,"macrófita aquática emergente",NA,NA,NA,NA,"FLOR0054036",NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-08-20 20:42:11-03","UFSC","FLOR","54078","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Ferreira, J.P.R.","2014",NA,NA,"Ferreira, J.P.R.; Funez, L.A.","630","2014","10","21","Brasil","Santa Catarina","Imbituba","Arroio, na Lagoa Doce.","-48.683333","-28.172778","48º41'0''W","28º10'22''S",NA,NA,NA,"macrófita aquática emergente",NA,NA,NA,NA,"FLOR0054078",NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-08-20 15:00:32-03","UFSC","FLOR","57681","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Gonzatti, F.; Demeda, C.","2015","02","11","Demeda, C.","5","2014","11","28","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.186944","-29.868889","50º11'13''W","29º52'8''S",NA,"6","6","erva",NA,NA,NA,NA,"FLOR0057681",NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-08-20 20:39:40-03","UFSC","FLOR","67851","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Trevisan, R.","2020",NA,NA,"Trevisan, R.; Rorig, L.R.","1993","2019","10","11","Brasil","Santa Catarina","Florianópolis","Dunas do Parque da Lagoa da Conceição.","-48.456111","-27.616389","48º27'22''W","27º36'59''S",NA,"5","5","Habitat: Em margem arenosa de lagoa. Lagoa com nível abaixo do normal devido à seca.",NA,NA,NA,NA,"FLOR0067851",NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-08-20 20:42:11-03","UFSC","FLOR","9436","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.","1985",NA,NA,"Falkenberg, D.B.","2928","1985","10","26","Brasil","Rio Grande do Sul","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,"20837",NA,NA,NA,"auto",NA,NA,NA,"FLOR0009436",NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-08-20 20:42:11-03","UFSC","FLOR","9433","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.","1985",NA,NA,"Falkenberg, D.B.","2925","1985","10","26","Brasil","Rio Grande do Sul","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,"20837",NA,NA,"erva, 0,1m altura","auto",NA,NA,NA,"FLOR0009433",NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-08-20 20:42:11-03","UFSC","FLOR","21419","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.","1984",NA,NA,"Falkenberg, D.B.","1835","1984","11","15","Brasil","Rio Grande do Sul","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,"20837",NA,NA,"erva, 0,05 a 0,1m altura","auto",NA,NA,NA,"FLOR0021419",NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-08-20 15:00:32-03","UFSC","FLOR","2156","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","5777","1964","09","11","Brasil","Santa Catarina","Florianópolis","Canasvieiras, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"27000","5","5","erva","auto",NA,NA,NA,"FLOR0002156",NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-08-20 20:42:11-03","UFSC","FLOR","22927","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.","1993",NA,NA,"Falkenberg, D.B.","6109","1993","02","25","Brasil","Santa Catarina","Florianópolis","Dunas da praia da Joaquina, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"27000","2","2","erva avermelhada, flor minúscula, 0,05 a 0,1m altura","auto",NA,NA,NA,"FLOR0022927",NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-08-20 20:42:11-03","UFSC","FLOR","22709","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.","1992",NA,NA,"Falkenberg, D.B.; Baptista, I.E.; et alii","5964","1992","11","15","Brasil","Santa Catarina","Florianópolis","Dunas da praia da Joaquina, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"27000","2","2","erva, flor violácea nas axilas das folhas, 0,1m altura. Caule vermelho, folhas coriáceas, verdes.","auto",NA,NA,NA,"FLOR0022709",NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-08-20 20:42:11-03","UFSC","FLOR","35264","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Guimarães, T.B.","2005",NA,NA,"Guimarães, T.B.; Falkenberg, D.B.","591","2004","08","22","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,"herbácea, flor rosa, Fruto Maduro, rosa","auto",NA,NA,NA,"FLOR0035264",NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-08-20 20:42:11-03","UFSC","FLOR","21941","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Souza, M.L.","1985",NA,NA,"Souza, M.L.; Falkenberg, D.B.","393","1984","10","26","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,"erva","auto",NA,NA,NA,"FLOR0021941",NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-08-20 20:42:11-03","UFSC","FLOR","8908","PreservedSpecimen","Plantae",NA,"Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Souza, M.L.","1985",NA,NA,"Falkenberg, D.B.; Souza, M.L.","2577","1985","09","13","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"27000",NA,NA,"erva, 0,15m altura","auto",NA,NA,NA,"FLOR0008908",NA,NA,NA,NA,NA,NA,NA,NA
"335","2021-03-04 15:46:37-03","IF","SPSF","03637","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"I.T.Luiz","8","1949","01","15","Brasil","RS","Canoas","Capões","-51.1836013793945","-29.9178009033203",NA,NA,"8037",NA,NA,"GEOGRAFIA: I.G. La Salle;","auto","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"336","2021-03-04 15:46:37-03","IF","SPSF","40253","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","J.L.S.Tannus","2002","04","30","J.L.S.Tannus & M.A.Assis & V.A.O.Dittrich","596","2002","03","26","Brasil","SP","Itirapina","Estação Ecológica de Itirapina - IF","-47.8199996948242","-22.25",NA,NA,"22843",NA,NA,"COLETA: Erva aquática emergente, com aprox. 0,1m, flores verde vináceo.; GEOGRAFIA: Cerrado. Campo Úmido, em poça de água;","auto","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"337","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"?",NA,NA,"imprimis australis",NA,NA,NA,NA,NA,NA,NA,"Flor. Aug. - Sept.",NA,NA,NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"338","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Weddell, HA","1037",NA,NA,NA,"Brazil",NA,NA,"pluribus locis Brasiliae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"339","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Claussen, P","323",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"340","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil","Espírito Santo",NA,"in prov. Espiritu Santo prope Victoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"341","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Salzmann, P","s.n.",NA,NA,NA,"Brazil","Bahia",NA,"in prov. Bahia locis humidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"342","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Saint-Hilaire, AFCP","949",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"343","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Saint-Hilaire, AFCP","1049",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"344","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gardner, G","2843",NA,NA,NA,"Brazil","Pernambuco",NA,"Habitat in prov. Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"345","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Schott, HW","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro locis paludosis ad Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"346","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Saint-Hilaire, AFCP","218",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in arenosis maritimis ad Lagoa de Sacuarema prope Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"347","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Saint-Hilaire, AFCP","984",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
"348","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Houllet, JB","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in arenosis maritimis ad Lagoa de Sacuarema prope Cabo Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"P13P2N0069",NA,NA,NA,NA,NA,NA,NA
