"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"43","2021-03-31 13:40:08-03","MN","R","192935","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Silveira, A.A.","s.n.","1896","11",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:31:10-03","MN","R","205240","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Oliveira, M.C. 1149; Machado, A.F.P. 509; Pederneiras, L.C. 143; Paula, L.H.A. 142; Barros, R.R. 19; Rodrigues, A.C.L.N. 85 & Souza, T.S. 15.",NA,"2002","05","03","Brasil","Rio de Janeiro","Quissamã",NA,"-41.433433","-22.090617","041°26.006'W","22°05.437'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:31:10-03","MN","R","207483","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Moreira, A.D.","2007","07","17","Oliveira, A. 4; Donza, A. & Siqueira, C.",NA,"2007","07","17","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:31:10-03","MN","R","211524","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Coêlho, M. 23; Gomes, F. 23; Jesus, A. 23 & Cruz, T. 23",NA,"2011","07","14","Brasil","Rio de Janeiro","Carapebus",NA,"-41.586389",NA,"41°35'11W","22°14'99S",NA,"1","1",NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:31:10-03","MN","R","211522","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Vieira, T.A.F.","2013","09","17","Coêlho, M. 3; Jesus, A. 03; Cruz, T. 03 & Gomes 03",NA,"2011","07","13","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:31:10-03","MN","R","217396","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Souza, A. 4537; Oliveira, A. & Fonseca, A. 38",NA,"1997","09","18","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-31 13:40:08-03","MN","R","91806","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Schwacke, C.A.W.","2678","1880","03","12","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:31:10-03","MN","R","217939","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Moreira, C.B.","2001","05","02","Bove, C.P. 806; Costa, W. & Costa, B.B.",NA,"2001","01","12","Brasil","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,"52493",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-14 15:31:10-03","MN","R","217397","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Moreira, A.D.","2007","07","24","Moreira, A.D. 31; Silva, T.R. & Moreira, L.A.D.R.",NA,"2005","01","27","Brasil","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,"20767",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-31 13:40:08-03","MN","R","120911","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Brade, A.C.",NA,NA,NA,"Lutz, A.","1679","1924","12","02","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-31 13:40:08-03","MN","R","91809","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Mello Barreto, H.L.","10809","1940","02","22","Brasil","Minas Gerais","Jaboticatubas",NA,"-43.7449989318848","-19.513599395752",NA,NA,"31264",NA,NA,"Jardim Botânico de Belo Horizonte 32240.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:31:10-03","MN","R","207828","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Anjos, R.","2000","06","17","Leite, B.M.B. 12; Gil, A. & Moreira, C.B.",NA,"2000","02","10","Brasil","Rio de Janeiro","Araruama",NA,"-42.3431015014648","-22.8728008270264",NA,NA,"38914",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-01-14 15:31:10-03","MN","R","112917","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Smith, L.B.","1961",NA,NA,"Segadas-Vianna, F. 1040; Dau, L.",NA,"1953","04","24","Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-14 15:31:10-03","MN","R","145830","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Segadas-Vianna, F. 1420; Dau, L.",NA,"1953",NA,NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-31 13:40:08-03","MN","R","14799","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Segadas-Vianna, F.","1965","03","11","Ule, E.H.G.","s.n.","1899","10",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-01-14 15:31:10-03","MN","R","57036","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Ormond, W.T.","1965",NA,NA,"Netto, L.S.M.; Glaziou, A.F.M.; Siqueira & Schwacke, C.A.W.",NA,"1881","09",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,"R000057036","R000057036_001",NA,NA,NA,NA,NA,NA,NA
"59","2021-01-14 15:31:10-03","MN","R","85667","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Smith, L.B.",NA,NA,NA,"Smith, L.B. 6551; Magnanini, A.",NA,"1952","04","15","Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-31 13:40:08-03","MN","R","91807","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Segadas-Vianna, F.","1965","03","11","Schwacke, C.A.W.","3062","1881","09",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-31 13:40:08-03","MN","R","91808","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Segadas-Vianna, F.","1965","03","11","Ule, E.H.G.","149",NA,NA,NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-01-14 15:31:10-03","MN","R","190333","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Souza, A.","1996","12","09","Oliveira, M.C. 391; Silva, I.M. 366; Souza, C. 05 & Souza, P.C.T.",NA,"1996","10","28","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,"13257",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:31:10-03","MN","R","190470","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Valente, A.","1997","08","18","Silva, I.M. 359; Silva, J.G.",NA,"1996","08","15","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,"13257",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-01-14 15:31:10-03","MN","R","208081","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Fontella, J.P. 3915; Konno, T.U.P. 1005",NA,"2007","09","21","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,"13257",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-01-14 15:31:10-03","MN","R","208122","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Bove, C.P.","2004","04","06","Bove, C.P. 1215; Costa, L.S.; Pereira, V.J. & Canani, L.G.C.",NA,"2003","10","20","Brasil","Rio de Janeiro","Carapebus",NA,"-41.6610984802246","-22.1872005462646",NA,NA,"13257",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-01-14 15:31:10-03","MN","R","187482","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Silva, J.G.","1995","08","21","Silva, J.G. 3079; Silva, I.M.",NA,"1995","04","20","Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,"47209",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-31 13:40:08-03","MN","R","207827","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Moreira, C.B.","1999","03","05","Bove, C.P.; Gil, A.; Moreira, C.; Borré, L.; Anjos, R.; Herdy, L. & Moura, R.","s.n.","1999","02","03","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"20726",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-01-14 15:31:10-03","MN","R","206769","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Castilhori, M.F. & Castilhori, I.E.","2003","06","25","Fontella, J.P. 3785; Teixeira, S. 52.",NA,"2003","10","14","Brasil","Rio de Janeiro","Quissamã",NA,"-41.4721984863281","-22.1067008972168",NA,NA,"33509",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-01-14 15:31:10-03","MN","R","205838","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Bove, C.P. 1523; Paz, J.",NA,"2005","07","05","Brasil","Rio de Janeiro","Quissamã",NA,"-41.4721984863281","-22.1067008972168",NA,NA,"33509",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-01-14 15:31:10-03","MN","R","202815","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Bove, C.P.","2004","09",NA,"Fontella, J.P. 3765; Gil, A. 131; Goes, M. 85 & Loureiro, S.",NA,"2002","11","13","Brasil","Rio de Janeiro","Quissamã",NA,"-41.4721984863281","-22.1067008972168",NA,NA,"33509",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-01-14 15:31:10-03","MN","R","199623","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Fontella, J.P. 3576; Silva, I.M. 867 & Moreira, F.F. 341",NA,"2001","11","20","Brasil","Rio de Janeiro","Quissamã",NA,"-41.4721984863281","-22.1067008972168",NA,NA,"33509",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-31 13:40:08-03","MN","R","39952","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Vidal, J.","s.n.","1939","02",NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,"20837",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-01-14 15:31:10-03","MN","R","102939","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Smith, L.B.",NA,NA,NA,"Smith, L.B. 5890; Reitz, R.",NA,"1952","02","27","Brasil","Santa Catarina","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,NA,"19353","3","3",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-01-14 15:31:10-03","MN","R","192934","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Smith, L.B.",NA,NA,NA,"Smith, L.B. 13742; Klein, R.M.",NA,"1964","12","07","Brasil","Santa Catarina","Campo Erê",NA,"-53.0780982971191","-26.3941993713379",NA,NA,"24706","900","900",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-01-14 15:31:10-03","MN","R","143917","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Smith, L.B.","1972",NA,NA,"Smith, L.B. 15741; Klein, R.M.",NA,"1971","12","08","Brasil","Santa Catarina","Irineópolis",NA,"-50.7997016906738","-26.2385997772217",NA,NA,"32192",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-31 13:40:08-03","MN","R","48967","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Smith, L.B.",NA,NA,NA,"Reitz, R.","1332","1944","10","19","Brasil","Santa Catarina","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,"16515","5","5",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-31 13:40:08-03","MN","R","192933","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Mello Filho, L.E.","1173","1951","03",NA,"Brasil","Rio de Janeiro","Cabo Frio","Arraial do Cabo","-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-01-14 15:31:10-03","MN","R","192931","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Segadas-Vianna, F. 1419; Dau, L.",NA,"1953","07","13","Brasil","Rio de Janeiro","Cabo Frio","Arraial do Cabo","-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-01-14 15:31:10-03","MN","R","192928","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Segadas-Vianna, F. 866; Dau, L.",NA,"1953","08","16","Brasil","Rio de Janeiro","Cabo Frio","Arraial do Cabo","-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-31 13:40:08-03","MN","R","192929","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Segadas-Vianna, F.","4153","1951","03",NA,"Brasil","Rio de Janeiro","Cabo Frio","Arraial do Cabo","-42.0186004638672","-22.8794002532959",NA,NA,"40069",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-01-14 15:31:10-03","MN","R","217943","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Bove, C.B.","2003","10","22","Bove, C.P. 1289; Pereira, V.J.; Costa, L.S. & Camam, L.G.",NA,"2003","10","22","Brasil","Rio de Janeiro","Macaé","Carapebus","-41.7868995666504","-22.3708000183105",NA,NA,"47209",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-01-14 15:31:10-03","MN","R","217942","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Bove, C.P. 1252; Pereira, V.J.; Costa, L.S. & Camam, L.G.",NA,"2003","10","21","Brasil","Rio de Janeiro","Macaé","Carapebus","-41.7868995666504","-22.3708000183105",NA,NA,"47209",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-01-14 15:31:10-03","MN","R","217940","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Moreira, C.B.","1999","03","05","Bove, C.P. 322; Costa, W. & Costa, B.B.",NA,"1998","11","08","Brasil","Rio de Janeiro","Macaé","Carapebus","-41.7868995666504","-22.3708000183105",NA,NA,"47209",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-31 13:40:08-03","MN","R","179210","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Souza, A.","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Macaé","Carapebus","-41.7868995666504","-22.3708000183105",NA,NA,"47209",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-01-14 15:31:10-03","MN","R","217941","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Moreira, C.B.","1999","03","05","Bove, C.P. 315; Costa, W. & Costa, B.B.",NA,"1998","11","07","Brasil","Rio de Janeiro","Rio das Ostras","Costa Azul","-41.9449996948242","-22.5268993377686",NA,NA,"17620",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-01-14 15:31:10-03","MN","R","217592","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Anjos, R.","2000","06","14","Leite, B.M.B. 18; Gil, A. & Moreira, C.B.",NA,"2000","02","11","Brasil","Rio de Janeiro","Rio das Ostras","Costa Azul","-41.9449996948242","-22.5268993377686",NA,NA,"17620",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-01-14 15:31:10-03","MN","R","187629","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Silva, J.G.","1995","12","05","Silva, I.M. 276; Silva, J.G.",NA,"1995","05","18","Brasil","Rio de Janeiro","Carapebus","Fazenda Retiro","-41.6610984802246","-22.1872005462646",NA,NA,"13257",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-31 13:40:08-03","MN","R","94748","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Ule, E.H.G.","s.n.","1895","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-31 13:40:08-03","MN","R","143918","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Ormond, W.T.","1966","01","17","Segadas-Vianna, F.","4367","1965","07","28","Brasil","Rio de Janeiro","Casimiro de Abreu","Praia da Barra de São João","-42.2042007446289","-22.4806003570557",NA,NA,"24732",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-31 13:40:08-03","MN","R","192932","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Segadas-Vianna, F.","1965",NA,NA,"Santos, N.","243","1965","01","16","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-31 13:40:08-03","MN","R","192930","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Segadas-Vianna, F.","1965",NA,NA,"Santos, N.","5378","1965","01","20","Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-07-02 14:02:19-03","JBP","HPL","3258","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","Kanitz,","H. Lorenzi","2003","12","18","H. Lorenzi","4293","2003","12","18","Brasil","MG","Dimantina","Coletada no sentido para Gouveia, em local alagado, nos campos altos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-07-02 14:02:19-03","JBP","HPL","11130","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng.) Kanitz","H. Lorenzi","2000","12","18","H. Lorenzi","4293","2000","12","18","Brasil","MG","Diamantina","Coletado nas proximidades do município de Diamantina, ca. 25km rumo a Gouvéia; em local alagado, nos campos altos.","-43.6003","-18.2494",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-07-02 14:02:19-03","JBP","HPL","10154","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott ex Spreng.) Kanitz","H. Lorenzi","2003","12","18","H. Lorenzi","4293","2003","12","18","Brasil","MG","Diamantina","Coletado ca. 25km rumo a Gouveia; em local alagado, nos campos altos.","-43.6003","-18.2494",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-02-15 11:40:19-02","IPA","IPA","41281","S","Plantae","Plantae",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Gardner","2843",NA,NA,NA,"Brasil","Pernambuco",NA,"moist sandy banks of the Rio Preto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"IPA0041281",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-02-15 11:40:19-02","IPA","IPA","44154","S","Plantae","Plantae",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Harley, R.M.","1977",NA,NA,"Harley, R.M.; et al.; et al.","18039","1977","01","17","Brasil","Bahia",NA,"coastal zone. Between Alcobaça and Caravelas on the BA 001 highway. 20km S of Alcobaça.","-39.233333","-17.716667","-39.233333","-17.716667",NA,NA,NA,"Fleshy decumbent herb with erect stems to 20cm. Stems bright pinkish-red. Leaves green. Flowers reddish.; Mixed restinga, mainly high restinga on drier ground, with areas of normally wet sedge meadow. This plant in damp hollow. Sea le",NA,"Southern America",NA,NA,"IPA0044154",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-02-15 11:40:19-02","IPA","IPA","4555","S","Plantae","Plantae",NA,"Haloragaceae","Serpicula","brasiliensis","Serpicula brasiliensis","Cambess.","Killip","1933","07",NA,"Pickel, B.","3170","1932","12","08","Brasil","Pernambuco","Jaboatão dos Guararapes","Prazeres, Pântano.","-35.0147018432617","-8.11277961730957",NA,NA,"16392",NA,NA,NA,"auto","Southern America",NA,NA,"IPA0004555",NA,NA,NA,NA,NA,NA,NA,NA
