"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"47","2020-10-14 10:03:57-03","FURB","FURB","25947","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Engels, ME","2013","05","02","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","Florística IFFSC 286 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita; Fruto verde;","FURB34504","FURB34504 FURB34504_1",NA,NA,"2859",NA,"612","612",NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:03:57-03","FURB","FURB","27893","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Korte, A","2010","08","25","Korte, A.; Kniess, A.","2010","07","14","Brasil","Santa Catarina","Nova Trento","Valsugana.","-49.0505556","-27.3586111","-49.0505556","-27.3586111","Florística IFFSC 426 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB34521","FURB34521",NA,NA,"4022",NA,"307","307",NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:03:57-03","FURB","FURB","28782","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Korte, A","2010","05","21","Korte, A.; Kniess, A.","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","Florística IFFSC 577 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor alaranjada","FURB34508","FURB34508",NA,NA,"3394",NA,"601","601",NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:03:57-03","FURB","FURB","31300","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","Epífita IFFSC e466b (Acima de 4m), forófito 10. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto verde;","FURB34502","FURB34502",NA,NA,"1887",NA,"569","569",NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:03:57-03","FURB","FURB","31337","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","Florística IFFSC 349 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB34505","FURB34505",NA,NA,"2425",NA,"718","718",NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:03:57-03","FURB","FURB","34011","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Korte, A","2011","03","09","Korte, A.","2010","11","24","Brasil","Santa Catarina","Garuva","Estrada Bonita (Serra do Quiriri).","-48.9605556","-26.1002778","-48.9605556","-26.1002778","Florística IFFSC 1066 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita; flor laranja","FURB34509","FURB34509",NA,NA,"5869",NA,"800","800",NA,NA,NA,NA,NA,NA,NA
"53","2020-05-20 17:53:18-03","FURB","FURB","37346","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Caetano, JO","2012","01","21","Caetano, J.O.","2012","01","21","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4805556","-26.8961111","-49.4805556","-26.8961111",NA,"FURB34506","FURB34506",NA,NA,NA,NA,"780","780",NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:03:57-03","FURB","FURB","47462","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Pastório, FF","2015","08","12","Pastório, F.F.","2015","05","23","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí, trilha para a localidade do Mono.","-49.1519444","-27.0247223","-49.1519444","-27.0247223",NA,"FURB34503","FURB34503",NA,NA,"55",NA,"330","330",NA,NA,NA,NA,NA,NA,NA
"55","2020-04-27 16:10:56-03","UFES","VIES","1388","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","F. Barros",NA,NA,NA,"Pereira, O.J.; Araújo, D.S.D.","1987","04","15","Brasil","São Paulo","Cananéia","Ilha de Cananéia.","-47.9199981689453","-25.0100002288818",NA,NA,NA,"VIES001388","VIES001388",NA,NA,"874",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"56","2020-12-21 16:38:16-03","MBM","MBM","108265","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Menini Neto, L.","2008","01","14","Cordeiro, J.; Silva, J.M.; Silva, J.M.","1986","02","20","Brazil","Paraná","Morretes","Estação Marumbi","-48.834400177002","-25.476900100708",NA,NA,"Epífita. Flor laranja. Unicata","MBM108265","MBM108265",NA,NA,"241","Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA
"57","2020-12-21 16:38:16-03","MBM","MBM","411190","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Santos, T.F.","2015","03","13","Santos, T.F.; Kersten, R.; Kersten, R.","2015","03","13","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,"Epífita. Flores alaranjadas.; Em restinga.","MBM411190","MBM411190",NA,NA,"62","Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA
"58","2020-12-21 16:38:16-03","MBM","MBM","409069","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Toscano de Brito, A.L.V.","2017","03","27","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","2017","03","21","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas, pico Geremias","-48.693333","-24.83","-48.693333","-24.83","Erva rupícola entre blocos de rochas em topo de morro; flores alaranjadas.; Refúgio Vegetacional Altomontano.","MBM409069","MBM409069",NA,NA,"1193",NA,"1125","1125",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:38:16-03","MBM","MBM","12730","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Menini Neto, L.","2008","01","14","Hatschbach, G.","1969","01","29","Brazil","Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari","-49.1150016784668","-25.2061004638672",NA,NA,"Epífita , flor amarelo-alaranjada. Mata da crista de morro. Unicata","MBM012730","MBM012730",NA,NA,"20939","Southern America",NA,NA,NA,"61623","auto",NA,NA,NA,NA
"60","2020-12-21 16:38:16-03","MBM","MBM","50208","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Menini Neto, L.","2008","01","14","Curial, O.","1949","02","06","Brazil","Paraná","Colombo","Colombo, arredores","-49.2242012023926","-25.2917003631592",NA,NA,"Flor amarela, campo","MBM050208","MBM050208",NA,NA,"1149","Southern America",NA,NA,NA,"13536","auto",NA,NA,NA,NA
"61","2020-12-21 16:38:16-03","MBM","MBM","310879","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Menini Neto, L.","2008","01","16","Sonehara, J.","2003","04","03","Brazil","Paraná","Matinhos","Parque Estadual do Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,"Epífita, corola amarela com nervuras arroxeadas. restinga","MBM310879","MBM310879",NA,NA,"26","Southern America",NA,NA,NA,"15275","auto",NA,NA,NA,NA
"62","2015-09-04 03:54:46-03","MNHN","RECOLNAT_MNHN_P","P00455833","PreservedSpecimen",NA,"Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455833' target='other'> <mi>dwc_moreinfo</mi></a>","P00455833","P00455833_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"15649",NA
"63","2015-09-03 19:39:17-03","MNHN","RECOLNAT_MNHN_P","P00455834","PreservedSpecimen",NA,"Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Regnell, A.F.","1869","3","8","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455834' target='other'> <mi>dwc_moreinfo</mi></a>","P00455834","P00455834_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"III 1189",NA
"64","2020-12-11 11:44:19-03","UFMG","BHCB","177902","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,"2015","05","06","Gontijo, FD; Barros, AM; Braga, IF","2014","12","17","Brasil","Minas Gerais","Santa Bárbara",NA,"-20.015","-43.666389","-20.015","-43.666389","Flores amarelas avermelhadas.; Herbáceo. Floresta estacional semidecidual","BHCB030379","BHCB030379 BHCB030379_v1 BHCB030379_v2","Monocotyledon",NA,"591","Southern America","1418","1418",NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:44:19-03","UFMG","BHCB","122347","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Carmo, FF","2008","02","28","Brasil","Minas Gerais","Ouro Preto","Serra de Capanema/C1","-43.574306","-20.209861","-43.574306","-20.209861","Coletado em capão. Afloramento de canga.",NA,NA,"Monocotyledon",NA,"2427","Southern America","1904","1904",NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:44:19-03","UFMG","BHCB","125888","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Carmo, FF","2008","07","26","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.482778","-20.417222","-43.482778","-20.417222","coletado blocos de quartzito.",NA,NA,"Monocotyledon",NA,"3320","Southern America","1650","1650",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:44:19-03","UFMG","BHCB","129314","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Arruda, LJ; Santos, LM dos","2008","01","10","Brasil","Minas Gerais","Itabirito","Mina do Pico. Cava do Sapecado","-43.879764","-20.255969","-43.879764","-20.255969","Campo rupestre laterítico. Epífita com flores laranja.",NA,NA,"Monocotyledon",NA,"259","Southern America","1515","1515",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:44:19-03","UFMG","BHCB","82858","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Lombardi, JA; et al.","2003","08","25","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.040278","-16.402222","-40.040278","-16.402222","Mata hidrófila, terreno plano (cume) e encosta. Erva epífita, flores laranja, tépalas com listras longitudinais vináceas. Prensado em álcool.",NA,NA,"Monocotyledon",NA,"5561","Southern America","810","810",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:44:19-03","UFMG","BHCB","82858","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","2003","08","25","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.040278","-16.402222","-40.040278","-16.402222","Mata hidrófila, terreno plano (cume) e encosta. Erva epífita, flores laranja, tépalas com listras longitudinais vináceas. Coordenadas originais: 16°24'08S; 40°02'25W",NA,NA,"Monocotyledon",NA,"5561","Southern America","810","810",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:44:19-03","UFMG","BHCB","92458","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Mota, RC da; et al.","2002","12","28","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"Planta coletada em campo rupestre; erva epífita; perianto alaranjado com listras longitudinais vináceas.",NA,NA,"Monocotyledon",NA,"2579","Southern America",NA,NA,NA,"60318","auto",NA,NA,NA,NA
"71","2020-12-11 11:44:19-03","UFMG","BHCB","23374","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Teixeira, WA","1994","01","08","Brasil","Minas Gerais","Itabirito","Pico do Itabirito, Serra dos Inconfidentes, MBR.","-43.801399230957","-20.2532997131348",NA,NA,"Campo rupestre. Herbáceo/epífita.",NA,NA,"Monocotyledon",NA,"s.n.","Southern America",NA,NA,NA,"20553","auto",NA,NA,NA,NA
"72","2020-12-11 11:44:19-03","UFMG","BHCB","92353","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Mota, RC da","2004","11","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"Erva epífita; flores alaranjadas com listras longitudinais vináceas.; Planta coletada em mata semidecídua","BHCB001018","BHCB001018","Monocotyledon",NA,"2474","Southern America",NA,NA,NA,"11966","auto",NA,NA,NA,NA
"73","2020-12-11 11:44:19-03","UFMG","BHCB","92302","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"Mota, RC da","2002","02","16","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,"Planta coletada em mata semidecídua, próximo ao Tanque Grande; erva epífita; flores alaranjadas com listras longitudinais vináceas.",NA,NA,"Monocotyledon",NA,"2423","Southern America",NA,NA,NA,"11966","auto",NA,NA,NA,NA
"74","2021-02-11 17:20:53-03","UFPR","UPCB","57158","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Matos, F.B. & Cervi, A.C.","2006","01","01","Matos, F.B.","2006","05","28","Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Gervásio.","-48.683333","-25.3","-48.683333","-25.3","Epífita a 4m do solo, no interior da mata. Flores alaranjadas com linhas vináceas paralelas no interior. Floresta Ombrófila Densa..",NA,NA,NA,NA,"1209",NA,"300","300",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:20:53-03","UFPR","UPCB","66150","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Vieira, T.L.","2014","05","14","Fraga, C.N.","2009","01","18","Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,"9999","9999","Erva epífita. Pseudobulbos verde escuro, lâmina foliar verde com nervuras amareladas. Flores com sépalas e pétalas alaranjadas com listras vinosas no ápice, labelo laranja, coluna branca..",NA,NA,NA,NA,"2335",NA,"590","590",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:20:53-03","UFPR","UPCB","73290","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Mancinelli, W.S.","2010","04","15","Cadorin, T.J.","2010","02","23","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.475556","-27.576667","-48.475556","-27.576667","Epífita. Floresta ombrófila densa. Fruto rosado..",NA,NA,NA,NA,"1414",NA,"444","444",NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:20:53-03","UFPR","UPCB","73343","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Mancinelli, W.S.","2011","02","15","Schmitt, J.L.","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.87","-28.08","Epífita. IFFSC e173a. Floresta ombrófila densa. Flor laranja com listras roxas..",NA,NA,NA,NA,"1040",NA,"526","526",NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:20:53-03","UFPR","UPCB","89641","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Caglioni, E.","2014","05","03","Caglioni, E. | Junckes, A.R.","2014","05","03","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.930556","-26.799722","-48.930556","-26.799722","Floresta Ombrófila Densa. Epífito em subosque de floresta, no topo do Morro do Baú; Flores de coloração laranja..","UPCB0029525","UPCB0029525",NA,NA,"370",NA,"810","810",NA,NA,NA,NA,NA,NA,NA
"79","2021-02-11 17:20:53-03","UFPR","UPCB","89847","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Toscano de Brito, A.L.V","2017","03",NA,"Völtz, R.R. | Brotto, M.L.","2017","03","21","Brasil","Paraná","Adrianópolis","P.E. das Lauráceas, pico Geremias","-48.693333","-24.83","-48.693333","-24.830000","Erva rupícola entre blocos de rochas em topo de morro; flores alaranjadas..","UPCB0028988","UPCB0028988",NA,NA,"1193",NA,"1125","1125",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-11 17:20:53-03","UFPR","UPCB","72428","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Mancinelli, W.S.","2011","01","27","Mancinelli, W.S.","2011","01","27","Brasil","Paraná","Adrianópolis","Parque das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,"Epífita, flor alaranjada..",NA,NA,NA,NA,"1383",NA,"750","750",NA,"49901","auto",NA,NA,NA,NA
"81","2021-02-11 17:20:53-03","UFPR","UPCB","49363","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Giongo, C.","1999","05",NA,"Isernhagen, I.","1998","04","20","Brasil","Paraná","Morretes","Parque Estadual do Parque do Marumbi, trilha do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,"Epífita de flores vermelhas, a 3m do solo, floresta ombrófila densa montana..",NA,NA,NA,NA,"186",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"82","2021-02-11 17:20:53-03","UFPR","UPCB","49346","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Giongo, C.","1999","05",NA,"Giongo, C.","1999","03","07","Brasil","Paraná","Morretes","Parque Estadual do Parque do Marumbi, trilha do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,"Epífita de flores alaranjadas lisas, labelo com 3 listras vinosas. Alt.: 950m s.n.m..",NA,NA,NA,NA,"110",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"83","2021-02-11 17:20:53-03","UFPR","UPCB","44962","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Barros, F. de","2001","12",NA,"Kaehler, M.","1999","11","07","Brasil","Paraná","Morretes","Parque Estadual do Pico do Marumbi, Pico do Morro Facãozinho","-48.834400177002","-25.476900100708",NA,NA,"Epífita, flores alaranjadas. Coletada em floresta ombrófila densa altomontana..",NA,NA,NA,NA,"81",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"84","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","19713",NA,"Plantae","Orchidaceae","Bifrenaria","aureo-fulva","Bifrenaria aureo-fulva","(Hook.) Lindl.","A. P. Fontana/07-01-2003",NA,NA,NA,"A. P. Fontana; et al","2002","12","31","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167","40W28'20","19S54'51","Epífita, flores com sépalas com parte externa vermelha e interna laranja com linhas longitudinais vermelhas, pétalas e labelo laranjas.","MBML019713","MBML019713",NA,NA,"478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","22345",NA,"Plantae","Orchidaceae","Bifrenaria","aureo-fulva","Bifrenaria aureo-fulva","(Hook.) Lindl.","L. Kollmann/13-04-2004",NA,NA,NA,"M. V. S. Berger; et al","2003","04","06","Brasil","Espírito Santo","Santa Maria de Jetibá","Pedra do Garrafão","-40.924167","-20.176944","40W55'27","20S10'37","Epífita, trilha do topo de 1.400m. Flores laranjas com pétalas, sépalas e labelo com linhas longitudinais marrons. Floração em 10/04/2004","MBML022345","MBML022345",NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","38596",NA,"Plantae","Orchidaceae","Bifrenaria","aureo-fulva","Bifrenaria aureo-fulva","(Hook.) Lindl.","J.Freitas/05-10-2009","2009","10","05","C. N. de Fraga; A.P.Fontana, R.Goldenberg, R.C.Forzza, P. Labiak, L. Kollmann & P.B.Schwartsburd","2009","01","18","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas. Localidade de Alegre, trilha do Pau Oco. Floresta Ombrófila Densa Montana.","-40.525","-20.276111","40W31'30","20S16'34","Erva epífita. Psewudobulbos verde escuro, lamina foliar verde com nervuras amareladas. Flores com sépalas e pétalas alaranjadas com listras vinosas no ápice, labelo laranja, coluna branca.","MBML038596","MBML038596",NA,NA,"2335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","39491",NA,"Plantae","Orchidaceae","Bifrenaria","aureo-fulva","Bifrenaria aureo-fulva","(Hook.) Lindl.","L. Kollmann/8-12-2009",NA,NA,NA,"L. Kollmann; & A. Indriunas","2009","12","08","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17","Epífita caido, flores laranjas.","MBML039491","MBML039491",NA,NA,"11841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2018-10-09 16:31:58-03","UFLA","ESAL","24159","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Mansanares, ME","2013","03",NA,"Mansanares, ME; Van den Berg, E; Andrade, EA","2010","05","01","Brasil","Minas Gerais","Minduri","Ponto 8 - Chapada das Perdizes","-44.6039009094238","-21.6819000244141",NA,NA,"Projeto CSBC; Crescendo entre pedras. Bulbos com 3 cm. Flores alaranjadas com estruturas reprodutivas creme, presença de li",NA,NA,NA,NA,"1273",NA,NA,NA,NA,"15713","auto",NA,NA,NA,NA
"89","2019-06-10 10:11:19-03","FZB-BH","BHZB","10481","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva",NA,NA,NA,NA,NA,"Ferreira Junior, C.A.",NA,NA,NA,"Brasil","MG","Santana do Riacho","Fora da RPPN","-43.7144012451172","-19.1688995361328",NA,NA,"UNICATA",NA,NA,NA,NA,"1412",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"90","2014-11-06 16:18:13-02","UFPB","EAN","2484","S","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva",NA,NA,NA,NA,NA,"L. P. Felix ; G. V. Dornelas","1984","01","01","Brasil","Santa Catarina",NA,"orquidario catarinense",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","1934581","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.",NA,NA,NA,NA,"R. Reitz","1948","1","29","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US00456831","US00456831_01",NA,"Orchidales","C2056","South America",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"92","2019-12-09 17:30:34-03","UFPR","EFC","15505","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","Lindl.","Souza, I.","2017","04","11","Souza, I.","2017","03","23","Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5337","-25.6049","-48.5337","-25.6049","Epífita 4m, flor laranja solitária, Floresta Ombrófila Densa das Terras Baixas.","EFC015505",NA,NA,NA,NA,NA,"26","26",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-25 13:53:02-03","UNIVILLE","JOI","16831","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","MANCINELLI, W.S.","2016","03","24","BILK, K.D.; CRUZ DE LIMA; A.R.; MANCINELLI, W.S.; PAGANI, A.","2016","03","24","Brasil","Santa Catarina","Joinville","Fazenda ABAETE. Área de Proteção Ambiental da Serra Dona Francisca","-49.126667","-26.180833","49º7'36''W","26º10'51''S","epífita","JOI016831",NA,NA,NA,"208",NA,"750","750",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-25 13:53:02-03","UNIVILLE","JOI","14982","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Mancinelli, W. S.","2006","05","26","Mancinelli, W.S.","2006","05","26","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITO: Epífita","JOI014982",NA,NA,NA,"623",NA,"900","900",NA,"37150","auto",NA,NA,NA,NA
"95","2021-03-25 13:53:02-03","UNIVILLE","JOI","6665","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","aureofulva","Bifrenaria aureofulva","(Hook.) Lindl.","Mancinelli, W. S.","2005","12","09","Meyer, F.S.","2004","04","29","Brasil","Santa Catarina","São Bento do Sul","CEPA - Rugendas.","-49.3786010742188","-26.2502994537354",NA,NA,"; HABITO: epífita, aéreo","JOI006665",NA,NA,NA,NA,NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA
