"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","fieldNumber","individualCount","relationshipType","relatedCatalogItem","sex"
"49","2011-03-01 23:19:00-03","MO","MOBOT","2834682","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Maria M. Arbo|Aurelio Schinini|Ricardo O. Vanni|M.G. Pellegrini","1995","4","South America","Argentina","Ruta 41, Galarza, Reserva Natural Provincial del Ibera, Laguna de Luna En embalsado al noreste de la laguna.",NA,NA,NA,NA,"Arbo 6591","26","Corrientes","Santo Tomé","-56.66666","-28.08333","A. Schinini",NA,NA,NA,NA,NA,NA,"0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA
"50","2015-08-10 05:49:00-03","MO","MOBOT","2834726","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Amaro Macedo","1949",NA,"South America","Brazil","Faz. S. [ ]. [ ].",NA,NA,NA,NA,"Macedo 1802",NA,"Minas Gerais",NA,NA,NA,"R. Simão-Bianchini, 10/X/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-07-17 07:39:00-03","MO","MOBOT","2834772","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Émile Hassler",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"Hassler 7961",NA,"Paraguarí",NA,NA,NA,"R. Simão-Bianchini, 15/X/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-07-31 08:59:00-03","MO","MOBOT","2834925","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Julian A. Steyermark|Ronald L. Liesner|Franciso Delascio C.","1977","10","South America","Venezuela","Antonio Díaz: wet cut-over land of abandoned rice field, now overgrown with herbaceous plants, vines, and low bushes, along Caño Araguao.",NA,NA,NA,NA,"Steyermark 114849","17","Delta Amacuro",NA,"-61.1","9.08333","Daniel F. Austin",NA,NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-01-03 08:49:00-02","MO","MOBOT","2834985","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"O. Ahumada","1978","4","South America","Argentina","3 Km E de Ituzaingó, Ruta 12. En cultivo de arroz.",NA,NA,NA,NA,"Ahumada 2170","7","Corrientes","Ituzaingó",NA,NA,"P. Wilkin, June",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2011-03-27 12:07:00-03","MO","MOBOT","3418919","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Maria M. Arbo|Aurelio Schinini|et al.","1995","4","South America","Argentina",NA,NA,NA,NA,NA,"Arbo 6560","25","Corrientes","Santo Tomé","-56.66666","-28.08333",NA,NA,NA,NA,NA,NA,NA,"0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA
"55","2013-11-18 13:54:00-02","MO","MOBOT","432359","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Elsa M. Zardini|M. Vera","1994","6","South America","Paraguay","Tavarory. 2 km southeast from entrance, on Paraguay River. Gallery forest.",NA,NA,NA,NA,"Zardini 39506","16","Central",NA,"-57.55055","-25.47222","J.R.I. Wood (OXF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"908","1",NA,NA,NA
"56","2011-12-22 05:00:00-02","MO","MOBOT","432400","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Teodoro Rojas","1949","3","South America","Paraguay","Colonia Indígena (Chaco).",NA,NA,NA,NA,"Rojas 14193","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-08-31 08:59:42-03","INPA","INPA","105070","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Teixeira, LOA","1982","06","Southern America","Brasil","Humaitá-Jacarecanga, km 150, a 62 km ao Sul, Estrada Humaitá-Jacarecanga, km 150, a 62 km ao Sul",NA,NA,"INPA0105070","INPA0105070 INPA0105070_e INPA0105070_e1","1333","23","Amazonas","Humaitá","-63.0208","-7.50611","Austin, DF",NA,NA,"1992",NA,"-63.0208","-7.50611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-08-31 08:59:42-03","INPA","INPA","140432","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Junk, WJ","1985","11","Southern America","Brasil","Ilha do Careiro, Ilha do Careiro, Careiro.",NA,NA,"INPA0140432","INPA0140432 INPA0140432_e","1049","25","Amazonas","Careiro da Várzea","-59.733333","-3.163889","Staples, GW",NA,NA,"2016","04","-59.733333","-3.163889",NA,NA,NA,"21",NA,NA,NA,NA,NA
"59","2021-01-10 20:44:45-03","INPA","INPA","154815","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Knowles, OH","1987","04","Southern America","Brasil","Porto Trombetas, Igarapé das Pedras, Porto Trombetas. Igarapé das Pedras. Campo desmatado, solo argilo-arenoso de terra firme.",NA,NA,"INPA0154815","INPA0154815 INPA0154815_e","MRN1007","03","Pará","Oriximinã","-56.3","-1.4","Staples, GW",NA,NA,"2016","04","-56.3","-1.4",NA,NA,NA,"22",NA,NA,NA,NA,NA
"60","2020-08-31 08:59:42-03","INPA","INPA","208205","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Scarda, FM","2001","02","Southern America","Brasil","Uarini, Praia à beira do Rio Solimões.",NA,NA,"INPA0208205","INPA0208205 INPA0208205_e","6","05","Amazonas",NA,"-65.166667","-2.75","Staples, GW",NA,NA,"2016","04","-65.166667","-2.75",NA,NA,NA,"23",NA,NA,NA,NA,NA
"61","2020-08-31 08:59:42-03","INPA","INPA","90983","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Prance, GT","1977","02","Southern America","Brasil","Ilha de Marrecão., North bank, Ilha de Marrecão; disturbed river bank.",NA,NA,"INPA0090983","INPA0090983 INPA0090983_e","24392D","12","Amazonas",NA,"-60.700269","-3.344293","Staples, GW",NA,NA,"2016","04","-60.700269","-3.344293",NA,NA,NA,"21",NA,NA,NA,NA,NA
"62","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Pott, VJ; Pott, A; Sartori, ALB; Lima, LCP","2002","04","Southern America","Brazil","Córrego Arara, próximo a Rio Brilhante, Rodovia BR-267, Km 291, Córrego Arara, próximo a Rio Brilhante.",NA,"Projeto CNPq 520850-99-8.; Trepadeira. Com látex. Esparsa. Flor rosa forte.; Planície de inundação de córrego, antropizado ao longo da rodovia. Solo argiloso. Relevo plano.","CONV020143",NA,"531","19","Mato Grosso do Sul","Rio Brilhante","-54.540773","-21.774377","Staples, G",NA,NA,"2016","05","-54.540773","-21.774377",NA,NA,NA,NA,NA,NA,"voucher","HMS (2852)",NA
"63","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Pott, VJ; Pott, A; Sartori, ALB; Lima, LCP","2002","04","Southern America","Brazil","Córrego Arara, próximo a Rio Brilhante, Rodovia BR-267, Km 291, Córrego Arara, próximo a Rio Brilhante.",NA,"Projeto CNPq 520850-99-8.; Trepadeira. Com látex. Esparsa. Flor rosa forte.; Planície de inundação de córrego, antropizado ao longo da rodovia. Solo argiloso. Relevo plano.","CONV020142",NA,"531","19","Mato Grosso do Sul","Rio Brilhante","-54.540773","-21.774377","Staples, G",NA,NA,"2016","05","-54.540773","-21.774377",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Oliveira, RP",NA,NA,"Southern America","Brazil","Arroz de Baixo, ca. 11km da cidade,",NA,"Trepadeira herbácea com caules volúveis. Folhas verde-claras. Cálice verde-claro ou vináceo-claro. Corola e brácteas lilases, o tubo internamente roxo, estames e estiletes brancos.","CONV017125",NA,"500",NA,"Bahia","Formosa do Rio Preto","-45.271944","-11.060278",NA,NA,NA,NA,NA,"-45.271944","-11.060278",NA,NA,NA,NA,NA,NA,"voucher","44498",NA
"65","2018-04-26 15:49:18-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Pott, VJ; Pott, A; Sartori, ALB; Lima, LCP","2002","04","Southern America","Brazil","Córrego Arara, próximo a Rio Brilhante, Rodovia BR-267, Km 291, Córrego Arara, próximo a Rio Brilhante.",NA,"Projeto CNPq 520850-99-8.; Trepadeira. Com látex. Esparsa. Flor rosa forte.; Planície de inundação de córrego, antropizado ao longo da rodovia. Solo argiloso. Relevo plano.","CONV020140,41636",NA,"531","19","Mato Grosso do Sul","Rio Brilhante","-54.540773","-21.774377","Staples, G",NA,NA,"2016","05","-54.540773","-21.774377",NA,NA,NA,NA,NA,NA,"voucher","CGMS (41636)",NA
"66","2018-04-26 14:54:13-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Pott, VJ; Pott, A; Sartori, ALB; Lima, LCP","2002","04","Southern America","Brazil","Córrego Arara, próximo a Rio Brilhante, Rodovia BR-267, Km 291, Córrego Arara, próximo a Rio Brilhante.",NA,"Projeto CNPq 520850-99-8.; Trepadeira. Com látex. Esparsa. Flor rosa forte.; Planície de inundação de córrego, antropizado ao longo da rodovia. Solo argiloso. Relevo plano.","CONV020141",NA,"531","19","Mato Grosso do Sul","Rio Brilhante","-54.540773","-21.774377","Staples, G",NA,NA,"2016","05","-54.540773","-21.774377",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-06-15 15:30:05-03","UNESP-RC","HRCB","847","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Bacchi, O.","1969","05",NA,"Brasil",NA,NA,"Trepadeira de flores lilazes. Floresce em abril",NA,NA,"s.n","12","São Paulo","Campinas","-47.060001373291","-22.8999996185303","Bianchini, R.S.","23900","auto","1997","05",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"68","2019-12-19 11:18:15-03","UFG","UFG","4595","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Rizzo, J.A.","1968","06",NA,"Brasil","Reserva Biológica da Serra Dourada",NA,"Trepadeira. Campo rupestre.","UFG0004595","UFG0004595","4301","01","Goiás","Mossâmedes","-50.2150001525879","-16.1266994476318","Barroso, G.M.","30139","auto","1969","12",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"69","2021-02-25 10:13:26-03","CVRD","CVRD","12372","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Siqueira, G.S.","2009","07","América do Sul","BRASIL","Estr. da imbiriba ,Entrando na Fz. São Jorge, Lagoa Bonita",NA,"<ll>dwc_commonname:</ll> Batata cara de cavalo","CVRD012372",NA,"470","19","ES","Linhares","-39.861194","-19.179972","Rosangela Simão-Bianchini",NA,NA,"2010","07","39°51'40,3W","19°10'47,9S","8","8","Magnoliopsida","28",NA,NA,NA,NA,NA
"70","2021-03-01 11:56:08-03","UFPE","UFP","48160","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Oliveira, M","2007","10",NA,"Brasil",NA,NA,"UTM: 23L 482178 / 8624854.; Trepadeiras, Flores róseas. Raro, próximo ao rio.; Cerrado arbóreo-arbustivo espaçado. Solo arenoso de coloração esbranquiçada, com pouca serrapilheira.","UFP048160",NA,"3075","05","Bahia","São Desidério","-44.9733009338379","-12.3633003234863","Delgado-Junior, GC","175149","auto","2015","12",NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"71","2016-01-25 13:36:38-02","CPQBA","CPMA","1152","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae¹","Aniseia","hastata","Aniseia hastata","Meisn.",NA,"Narciso/Lima","1983","08",NA,"Brasil",NA,NA,"somente no herbário",NA,NA,NA,"01","São Paulo","Paulínia","-47.154167","-22.761111",NA,NA,NA,NA,NA,"47º 09' 15 W","22º 45' 40 S",NA,NA,"Magnoliopsida",NA,"CPQBA 714",NA,NA,NA,NA
"72","2020-09-12 05:00:02-03","US","US","2432952","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"T. Pederson","1957","2","South America","Argentina","Estancia Santa Teresa, Dep. Mburucuyá.",NA,NA,"US03152537",NA,"4460","2","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","2564411","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"G. Hatschbach, J. Lindeman & H. Haas","1965","12","South America","Brazil","Mun. Guaira, 7 Quedas.",NA,NA,"US03152541","US03152541_01","13324","11","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"74","2020-09-12 05:00:02-03","US","US","3268705","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"R. Oldeman","1966","11","South America - Neotropics","French Guiana","Polder Marie-Anne, sur le fleuve Mahury",NA,NA,"US00693597",NA,"B 739","23",NA,NA,"-52.35","4.75","Deroin, T.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"75","2020-09-12 05:00:02-03","US","US","2270995","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"C. M. Hicken","1911","5","South America","Argentina","Cap. Fed.: Puerto Madero.",NA,NA,"US03152539",NA,"17297","1","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"76","2020-09-12 05:00:02-03","US","US","2196667","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"A. Macedo","1949","2","South America","Brazil","Margens do Rio Paranaíba, Tereguihua, Municipio Ituiutaba, Estado Mg.",NA,NA,"US03152540","US03152540_01","1675","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"77","2020-09-12 05:00:02-03","US","US","2432943","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"T. Pederson","1957","2","South America","Argentina","Estancia Santa Teresa, Dep. Mburucuyá.",NA,NA,"US03152538",NA,"4460","2","Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"78","2019-06-05 10:33:24-03","UFG","HJ","5758","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Guilherme, FAG; Carneiro, SES; Bernasol, WP","2009","03",NA,"Brasil","UHE Salto do Rio Verdinho.",NA,NA,"HJ00005758","HJ00005758","1605","06","Goiás","São Simão","-50.743611","-19.085278",NA,NA,NA,NA,NA,"50º44'37''W","19º5'7''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-06-05 10:33:24-03","UFG","HJ","5757","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Guilherme, FAG; Carneiro, SES; Bernasol, WP","2009","04",NA,"Brasil","UHE Salto do Rio Verdinho.",NA,NA,"HJ00005757","HJ00005757","1707","20","Goiás","São Simão","-50.747222","-19.123889",NA,NA,NA,NA,NA,"50º44'50''W","19º7'26''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-13 11:18:12-03","USP","SPF","65555","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Romaniuc Neto, S","1986","04",NA,"Brasil","Ilha do Cardoso",NA,NA,"SPF00065555","SPF00065555","13","06","São Paulo","Cananéia","-48","-25.166667","Simão-Bianchini, R",NA,NA,"2001","04","-48","-25.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:18:12-03","USP","SPF","17004","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Joly, AB","1949","03",NA,"Brasil","Baixadas do Butantã.",NA,NA,"SPF00017004","SPF00017004","s.n.","22","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","Simão-Bianchini, R","53584","auto","1997","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-07 09:17:44-03","UEFS","HUEFS","44498","PreservedSpecimen","Plantae","Angiospermae","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Oliveira, R.P.","2000","04",NA,"Brasil","Arroz de Baixo, ca. 11km da cidade, Fazenda do Sr. Júlio.",NA,"Brejo perto do Rio Preto.","HUEFS0044498","HUEFS0044498","500","04","Bahia","Formosa do Rio Preto","-45.271944","-11.060278","R.S.Bianchini & M.E.Junqueira",NA,NA,"2001","10","45W16'19''","11S3'37''","531","531","Asteranae",NA,NA,NA,NA,NA,NA
"83","2018-07-11 16:18:47-03","F","FMNH-SEEDPLANTS","V0441900F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala",NA,NA,"E. H. Snethlage","1923","6","South America","Brazil",NA,NA,NA,"V0441900F","V0441900F_01","45","3",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"84","2018-07-11 16:18:47-03","F","FMNH-SEEDPLANTS","V0441901F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala",NA,NA,"C. L. Cristóbal & et al.","1977","5","South America","Argentina",NA,NA,NA,"V0441901F","V0441901F_01","1534","29",NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"85","2018-07-11 16:18:47-03","F","FMNH-SEEDPLANTS","V0441902F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala",NA,NA,"M. Rimachi Y.","1992","9","South America","Peru",NA,NA,NA,"V0441902F","V0441902F_01","10265","8",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"86","2018-07-11 16:18:48-03","F","FMNH-SEEDPLANTS","V0441903F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala",NA,NA,"O. H. Ahumada","1978","4","South America","Argentina",NA,NA,NA,"V0441903F","V0441903F_01","2170","7",NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"87","2018-07-11 16:18:48-03","F","FMNH-SEEDPLANTS","V0441904F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala",NA,NA,"B. Rambo","1949","4","South America","Brazil",NA,NA,NA,"V0441904F","V0441904F_01","41111","20",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"88","2020-02-20 14:36:41-03","IAC","IAC","41958","S","Plantae",NA,NA,"Convolvulaceae-5.Convolvuloideae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"M.M. Arbo; M.G. Lopez; M.M. Sosa; M.C. Peichoto; G. Pieszko & R.O. Vanni","2001","03",NA,"Argentina","próximo do embarcadouro da Estância San Nicolas",NA,NA,NA,NA,"8801","14","Corrientes","San Miguel","-57.6","-28.0167","A. Krapovickas",NA,NA,"2001","03","-57.6000","-28.0167",NA,NA,NA,"14",NA,NA,NA,NA,NA
"89","2020-07-23 12:03:46-03","CEPLAC","CEPEC","99916","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala",NA,NA,"R. P. de Oliveira","1992","04",NA,"Brasil","Arroz de Baixo, ca. 11Km da cidade, Fazenda do Sr. Júlio. Brejo perto do Rio Preto.",NA,NA,NA,NA,"500","05","Bahia","FORMOSA DO RIO PRETO","-45.271944","-11.060278","L. V. Vasconcelos",NA,NA,NA,NA,"45W16'19","11S3'37",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-04-02 09:31:56-03","URICER","HPBR","11379","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"P.P.A.FERREIRA","2008","03",NA,"Brasil","BR 153 entre os km 114 e 115",NA,"Trepadeira latescente de corola rosa.","HPBR011379",NA,NA,"10","RS",NA,NA,NA,"P.P.A.FERREIRA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA
"91","2020-12-17 17:07:04-03","UEM","HUEM","15583","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Vianna, LF; K.Kawakita; Harthman, VC; Z.Marchetti; K.Kovalenko; Rodrigues, S","2008","03",NA,"Brasil","rio Baía, ilha do Aurélio, margem direita",NA,"Liana; flores coloração lilás; solo alagado; período de águas altas.","HUEM000029046",NA,"10","26","Mato Grosso do Sul","Batayporã","-53.232778","-22.688889","Ma.C.Souza",NA,NA,"2008","04","-53.232778","-22.688889","236","236",NA,NA,NA,NA,NA,NA,NA
"92","2020-12-17 17:07:04-03","UEM","HUEM","15584","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"K.Kawakita; K.Kovalenko; Vianna, LF; Harthman, VC; Z.Marchetti; Rodrigues, S","2008","03",NA,"Brasil","rio Baía, ilha do Aurélio, margem esquerda",NA,"Liana; flores coloração lilás; frutos imaturos; próximo ao nível da água; período de águas altas.","HUEM000029048",NA,"727","26","Mato Grosso do Sul","Batayporã","-53.234444","-22.689722","Ma.C.Souza",NA,NA,"2008","04","-53.234444","-22.689722","236","236",NA,NA,NA,NA,NA,NA,NA
"93","2020-12-17 17:07:04-03","UEM","HUEM","18965","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Almeida, CG; Rosa, GS; K.Kawakita; G.F.Pereira; Rodrigues, S","2010","08",NA,"Brasil","Lagoa Peroba",NA,"Liana; flores coloração rosa; 60m da margem.","HUEM000029043",NA,"70","10","Mato Grosso do Sul","Jateí","-53.641944","-22.909056","Moya, CU",NA,NA,"2019","07","-53.641944","-22.909056","227","227",NA,"31",NA,NA,NA,NA,NA
"94","2020-12-17 17:07:04-03","UEM","HUEM","22723","Extra","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Pulzatto, MM; J.M.Garcia; Bento Fernandes, CE; Pacifco, RB","2012","04",NA,"Brasil","rio Ivinhema, lagoa Peroba, margem direita",NA,"Liana; flores coloração roxa; cerca de 30m da margem.","HUEM000029042",NA,"14","10","Mato Grosso do Sul","Jateí","-53.64","-22.908333","Moya, CU",NA,NA,"2019","07","-53.64","-22.908333","232","232",NA,"31",NA,NA,NA,NA,NA
"95","2021-03-26 13:27:17-03","UEM","HUEM","7680","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Fachini, MP; colaboradores","1998",NA,NA,"Brasil","rio Paraná, ponto 06",NA,"Ilha Mutum, margem direira. Coordenada aproximada: Google Earth.; Ilha Mutum, margem direira.","HUEM000029050",NA,"173",NA,"Paraná","Porto Rico","-53.278333","-22.752222","Moya, CU",NA,NA,"2018","12","-53.278333","-22.752222",NA,NA,NA,"21",NA,NA,NA,NA,NA
"96","2020-12-17 17:07:04-03","UEM","HUEM","20931","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"A. Carrito","1993","08",NA,"Brasil","rio Baía",NA,"Trepadeira; flores col. roxa; solo sujeito a alagamento.","HUEM000029044",NA,"s.n.","26","Mato Grosso do Sul","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-17 17:07:04-03","UEM","HUEM","20038","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"A.Carrito","1994","01",NA,"Brasil","rio Baía, canal superior",NA,"Trepadeira; flor coloração lilás; frequente; solo sujeito a alagamento.","HUEM000029045",NA,"66","19","Mato Grosso do Sul","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
