"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"42","2021-03-15 16:37:00-03","NY","NYBG","00978706","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","R. C. Vieira","254","1984","07","17","South America","Brazil","Minas Gerais","Uberlândia","Sítio Capim Branco, km 634 da rodovia para Goiânia, BR 365","-48.2769","-18.9186",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978706","Magnoliophyta",NA,"NY00978706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-10-21 18:18:00-02","NY","NYBG","1581344","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"E. M. Zardini","26824","1991","03","03","South America","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa","-57.12","-25.2","297","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887759' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581344","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","470781","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"W. R. Anderson","36444","1972","03","02","South America","Brazil","Bahia","Barreiras","Serra 34 km W of Barreiras","-44.99","-12.15","710","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470781","Magnoliophyta","710","NY00470781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00978760","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","18980","1963","05","18","South America","Brazil","Minas Gerais","Monte Alegre","10 km mais ou menos da cidade",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978760","Magnoliophyta",NA,"NY00978760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","470780","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","L. Coradin","5713","1983","06","15","South America","Brazil","Bahia","Sao Desidério","Br - 20. Proximidades do posto de gasolina de Roda Velha","-45.97","-12.83","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470780","Magnoliophyta","800","NY00470780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-09-27 19:39:00-03","NY","NYBG","1581304","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","J. C. Betancur","2372","1990","12","03","South America","Colombia","Caquetá","San Vicente del Caguán","Carretera entre Neiva y San Vicente, sector La Danta, Cordillera Oriental, Vertiente Oriental",NA,NA,"580","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886590' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-09-27 19:39:00-03","NY","NYBG","1581309","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"J. L. Zarucchi","3818","1985","03","21","South America","Colombia","Vichada",NA,"Parque Nacional Natural El Tuparro, El Tapón","-69.15","5.12","110","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886641' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","02861556","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","A. O. de Souza","R. C. Forzza","8291","2014","11","09","South America","Brazil","Roraima","Uiramutã","Cerrado ao lado do aeroporto.","-60.1580556","4.5961111","509","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3196273' target='other'> <mi>dwc_moreinfo</mi></a>","NY02861556","Magnoliophyta","509","NY02861556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2016-09-27 13:28:00-03","NY","NYBG","1581312","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"G. Davidse","22644","1982","11","24","South America","Venezuela","Bolívar","Piar","Rio Ocoine, Pie de la Roca, southeastern base of Auyan-tepui","-62.5","5.7","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886650' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","1581298","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"R. H. M. Apolinar","s.n.",NA,NA,NA,"South America","Colombia","Meta",NA,"Villavicencio",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886560' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581298","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","1581325","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"M. Cárdenas","4459","1950","02",NA,"South America","Bolivia","Santa Cruz",NA,"Between Roboré and Santiago de Chiquitos",NA,NA,"400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581325","Magnoliophyta",NA,"NY01581325_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00978711","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby","R. C. Barneby","G. K. Gottsberger","15-4968","1968","09","04","South America","Brazil","Mato Grosso",NA,"Xavantina, Serra do Roncador, half way between Xavantina and Sao Félix. Base Camp of the Royal Society and Royal Geographical Society Expedition. Around the football pitch near the camp","-51.75","-12.85",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978711","Magnoliophyta",NA,"NY00978711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","00978835","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","18980","1963","05","18","South America","Brazil","Minas Gerais","Monte Alegre","10 km mais ou menos da cidade",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978835","Magnoliophyta",NA,"NY00978835_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","1161563","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"T. Alvarenga","s.n.","1955","07","10","South America","Brazil","Pará",NA,"Santarém","-54.740486","-2.449614",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372173' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161563","Magnoliophyta",NA,"NY01161563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","2422705","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","A. O. de Souza","J. G. Rando","1207","2012","02","22","South America","Brazil","Pará","Santarém","Estrada Alter do Chão - Santarem, ca. 2.5 km de Alter do Chao, ramal do Laranjal.","-54.7083015441895","-2.44305992126465",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2670765' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422705","Magnoliophyta",NA,"NY02422705_01","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-09-30 08:29:00-03","NY","NYBG","1581331","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","T. W. Henkel","2552","1993","08","14","South America","Guyana","East Berbice-Corentyne",NA,"Berbice savanna near Takama Army Base","-57.95","5.72","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887613' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581331","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","00978784","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"W. R. Anderson","11211","1975","02","06","South America","Brazil","Mato Grosso do Sul","Bataguaçú","Near highway BR 257, ca. 58 km W of São Paulo","-52.55","-21.67","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978784","Magnoliophyta","500","NY00978784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","1581329","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"A. A. Abraham","3","1919","02","24","South America","Guyana",NA,NA,"Along the Berbice-Rupununi Cattle Trail, Berbice or Demerara County",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887588' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581329","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","470783","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"H. S. Irwin","14800","1966","04","14","South America","Brazil","Bahia",NA,"Near Rio Piau, ca. 150 km S.W. of Barreiras",NA,NA,"850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470783","Magnoliophyta","850","NY00470783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00978709","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","S. M. de Faria","SMF630","1993","12","08","South America","Brazil","Pará",NA,"Porto Trombetas- Areal da Terra Firme","-56.3784832","-1.4737221",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978709","Magnoliophyta",NA,"NY00978709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00978782","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","18974","1963","05","22","South America","Brazil","Minas Gerais","Ituiutaba","25 km N. da cidade de Ituiutaba","-49.465","-18.9692",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978782","Magnoliophyta",NA,"NY00978782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2016-09-27 15:52:00-03","NY","NYBG","1581339","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"G. Davidse","23038","1982","11","30","South America","Venezuela","Bolívar","Piar","Lower section of Rio Ambutuir, along trail to Uriman","-62.67","5.43","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887627' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581339","Magnoliophyta","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-09-28 10:05:00-03","NY","NYBG","1581332","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","A. Krapovickas","36440","1980","04","23","South America","Bolivia","Santa Cruz","Chiquitos","6 km W de Santiago, camino a Roboré",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887614' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581332","Magnoliophyta",NA,"NY01581332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1161560","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","N. T. da Silva","5081","1979","09","09","South America","Brazil","Pará",NA,"Margem da estrada Gurupá, Rio Tajapuru",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371393' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161560","Magnoliophyta",NA,"NY01161560_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","00978705","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"H. S. Irwin","16252","1966","05","29","South America","Brazil","Mato Grosso",NA,"Rio Turvo, ca. 210 km. N. of Xavantina. Serra do Roncador.","-51.83","-12.82","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978705","Magnoliophyta","500","NY00978705_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","470784","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"J. A. Ratter","1948","1968","06","25","South America","Brazil","Mato Grosso",NA,"8 km NE of the Base Camp of the Expedition (Base Camp) ca. 270 km N of Xavantina","-51.87","-12.9",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470784","Magnoliophyta",NA,"NY00470784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00978733","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","18974","1963","05","22","South America","Brazil","Minas Gerais","Ituiutaba","25 km N. da cidade de Ituiutaba","-49.465","-18.9692",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978733","Magnoliophyta",NA,"NY00978733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","00978830","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","C. Egypto","s.n.","1987","08","06","South America","Brazil","Minas Gerais","Uberlândia","Bairro Mansoes Aeroporto","-48.2769","-18.9186",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978830","Magnoliophyta",NA,"NY00978830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-09-30 08:29:00-03","NY","NYBG","1581330","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","T. D. McDowell","2525","1990","04","26","South America","Guyana","East Berbice-Corentyne",NA,"Corentyne-Berbice Region: About 0.5 km W of Corentyne River, near Orealla Amerindian village","-57.37","5.35","20","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887599' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581330","Magnoliophyta","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","1161567","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","U. N. Maciel","134","1978","12","02","South America","Brazil","Pará",NA,"Santarém, Cajutuba, margem direita do Rio Tapahós",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371415' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161567","Magnoliophyta",NA,"NY01161567_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00978756","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"G. C. G. Argent","6356","1967","09","12","South America","Brazil","Mato Grosso",NA,"By Rio das Mortes, just above Ferry, Xavantina","-52.23","-14.63",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978756","Magnoliophyta",NA,"NY00978756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","00978730","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"H. S. Irwin","21152","1968","03","14","South America","Brazil","Tocantins","Araguaína","Ca. 5 km N. of Araguaína.","-48.2","-7.15467","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062459' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978730","Magnoliophyta","300","NY00978730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","00978805","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","G. G. Hatschbach","41540","1978","07","27","South America","Brazil","Minas Gerais",NA,"Uberlandia, 10 km L.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978805","Magnoliophyta",NA,"NY00978805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00978804","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","R. C. Barneby","G. G. Hatschbach","54182","1990","06","11","South America","Brazil","Minas Gerais","Claro dos Poçoes","Rod. BR-365","-44.2083","-17.0797",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062468' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978804","Magnoliophyta",NA,"NY00978804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","1161564","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"T. Alvarenga","s.n.","1955","07","10","South America","Brazil","Pará",NA,"Santarém","-54.740486","-2.449614",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371349' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161564","Magnoliophyta",NA,"NY01161564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","00978757","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","18980","1963","05","19","South America","Brazil","Minas Gerais","Monte Alegre","10 km da cidade",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978757","Magnoliophyta",NA,"NY00978757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
