"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"100","2021-03-15 16:37:00-03","NY","NYBG","00978808","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"G. Eiten","4205","1962","04","08","South America","Brazil","Maranhão","Loreto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. About 15 km south of Lorêto. Flat top of the plateau, Serra do Penitente, on trail from Fazenda Trabalhose to Lorêto.","-45.1411018371582","-7.08444023132324","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978808","Magnoliophyta","400","NY00978808_01","79629","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","1161562","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","J. M. Pires","4246","1952","05","22","South America","Brazil","Pará","Santarém",NA,"-54.7083015441895","-2.44305992126465",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161562","Magnoliophyta",NA,"NY01161562_01","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2016-10-21 18:18:00-02","NY","NYBG","1581346","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"E. M. Zardini","26671","1991","02","23","South America","Paraguay","Cordillera",NA,"Tobatí. Ybytú Silla mesa","-57.12","-25.2","297","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887761' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581346","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","00978806","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby","A. O. de Souza","J. A. Ratter","R1620","1968","06","01","South America","Brazil","Mato Grosso",NA,"10 km S. of the Base Camp of the Expedition (Base Camp c. 270 km N of Xavantina)","-51.87","-12.9",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978806","Magnoliophyta",NA,"NY00978806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","1581349","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby","R. C. Barneby","E. Hassler","10743",NA,NA,NA,"South America","Paraguay",NA,NA,"In regione collium: Sierra de Amambay",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887792' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581349","Magnoliophyta",NA,"NY01581349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","470785","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","23501","1970","02","14","South America","Brazil","São Paulo",NA,"Rancheria S. Paulo",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470785","Magnoliophyta",NA,"NY00470785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","1581348","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby","R. C. Barneby","E. Hassler","1910","1885",NA,NA,"South America","Paraguay",NA,NA,"Ad marginum riburarum pr. Piribabuy",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1887790' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581348","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","00978785","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"T. M. Pedersen","11106","1975","02","19","South America","Brazil","Mato Grosso do Sul","Dourados","Some 20 km E. of Itaún, or road to Dourados","-54.8056","-22.2211",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978785","Magnoliophyta",NA,"NY00978785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","00978735","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby",NA,"G. M. Magalhaes","19069","1963","05","29","South America","Brazil","Minas Gerais",NA,"Santa Vitória, próximo a cidade",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978735","Magnoliophyta",NA,"NY00978735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","00978832","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) H.S.Irwin & Barneby","A. O. de Souza","G. Eiten","9018","1968","10","02","South America","Brazil","Mato Grosso","Barra do Garças","250 km along new road NNE of village of Xavantina. 5.6 km due S of Royal Society-Royal Geographic Society Base Camp. Along path R-11 1.7 km S from Airstrip Campo.","-51.75","-12.85","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978832","Magnoliophyta","450","NY00978832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2016-09-27 13:28:00-03","NY","NYBG","1581305","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"A. H. Gentry","75463","1991","11","01","South America","Bolivia","Santa Cruz",NA,"Santiago, cerrado near airstrip","-59.58","-18.33","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886591' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581305",NA,NA,"NY01581305_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2016-09-27 19:39:00-03","NY","NYBG","1581310","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby","R. C. Barneby","G. Davidse","5193","1973","12","26","South America","Colombia","Vichada",NA,"Ca. 35 km E of Las Gaviotas along unimproved dirt road to Santa Rita",NA,NA,"170","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886646' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2016-09-27 13:28:00-03","NY","NYBG","1581306","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"L. Forero P.","1226","1978","01","31","South America","Colombia","Vichada",NA,"Carretera Carimagua-Puerto Carreño, km 349",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886592' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","1581295","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"F. W. Pennell","2844","1917","12","04","South America","Colombia","Cundinamarca",NA,"Along stream, above Melgar",NA,NA,"1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886494' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581295","Magnoliophyta","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","1581317","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"J. A. Steyermark","116065","1978","02","27","South America","Venezuela","Bolívar",NA,"Auyan-tepui, faldas bajas debajo de la primera escarpa, sector suroriental, a lo largo del río Kabak hasta el primer salto, 12 kms al oeste de la misión de Camarata","-62.33","5.67","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886658' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581317","Magnoliophyta","480","NY01581317_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2016-09-27 19:39:00-03","NY","NYBG","1581308","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"R. Callejas Posada","6978","1988","08","07","South America","Colombia","Meta","La Macarena","Reserva de La Macarena, 20 km NO en la via a Conejos","-73.75","2.25","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886639' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2016-09-27 19:39:00-03","NY","NYBG","1581315","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"G. Davidse","22458","1982","11","23","South America","Venezuela","Bolívar","Piar","Uruyen, southeastern base of Auyan-tepui, along Rio Uruyen","-62.45","5.7","480","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","1581296","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"É. André","2922","1876","04","29","South America","Colombia","Cauca",NA,"Prope Rio San Jorje",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886495' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581296","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","1581322","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"L. Aristeguieta","1600","1953","02",NA,"South America","Venezuela","Barinas",NA,"Carretera Sta. Bárbara de Barinas-Cd. Bolivia (Pedraza)",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581322","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2016-09-27 19:39:00-03","NY","NYBG","1581320","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"N. Ramírez","4516","1993","10","01","South America","Venezuela","Guárico",NA,"Estación Biológica de los Llanos de la Sociedad Venezolana de Ciencias Naturales. Ubicada aprox. a 12 km SE de Calabozo","-67.42","8.93","75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886753' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581320",NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","1581323","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"T. M. Koyama","7269","1967","02","23","South America","Venezuela","Bolívar",NA,"La Gran Sabana, about 3 km NW of Kamarata",NA,NA,"450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886758' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581323","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2016-09-27 13:28:00-03","NY","NYBG","1581313","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"G. Davidse","22553","1982","11","24","South America","Venezuela","Bolívar","Piar","Between Uruyem and Pie de la Roca, southeastern base of Auyan-tepui","-62.47","5.7","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886652' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2016-09-27 19:07:00-03","NY","NYBG","1581316","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"I. G. Vargas Caballero","3499","1994","10","22","South America","Bolivia","Santa Cruz","Chiquitos","Santiago de Chiquitos, 3 a 5 km al NE del pueblo, tramo entre el pueblo y la Serranía de Santiago de Chiquitos","-59.58","-18.33","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886655' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581316",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","1581294","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"F. W. Pennell","1643","1917","09","01","South America","Colombia","Meta",NA,"E of Villaviciencio",NA,NA,"450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886491' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581294","Magnoliophyta",NA,"NY01581294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","1581299","PreservedSpecimen","Plantae","Fabales","Fabaceae","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S.Irwin & Barneby",NA,"L. Uribe-Uribe","6142","1968","08","04","South America","Colombia","Santander",NA,"Bucaramanga",NA,NA,"1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1886572' target='other'> <mi>dwc_moreinfo</mi></a>","NY01581299","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","13028","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) HS Irwin & Barneby",NA,"Bicudo, L.R.H.","78","1985","09","02",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.666667","-15.916667",NA,NA,"Arbusto de + ou - 1,2 m de altura, com flores amarelas e frutos maduros (alguns já abertos)","BOTU013028",NA,NA,NA,NA,NA,"47°40'w","15°55's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","14107","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) HS Irwin & Barneby",NA,"Bicudo, L.R.H.","713","1986","03","04",NA,"Brasil","São Paulo","Botucatu",NA,"-48.284722","-22.8",NA,NA,"Sépalas verdes, pétalas amarelas, anteras amarelo-claro, sem odor","BOTU014107",NA,NA,NA,NA,NA,"48°17'5w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","14125","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) HS Irwin & Barneby","Bicudo, L.R.H.","Bicudo, L.R.H.","329","1986","01","15",NA,"Brasil","São Paulo","Botucatu",NA,"-48.738611","-22.9",NA,NA,"Planta de 40 cm de altura, flores amarelas sem odor","BOTU014125",NA,NA,NA,NA,NA,"48°44'19w","22°54's","1986",NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-11-13 09:19:44-03","UFRJ","RFA","17548","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","M.F. Castilhori","G.G. Hatschbach","34568","1974","07","18",NA,"Brasil","Minas Gerais","Prata",NA,"-48.9241981506348","-19.3071994781494",NA,NA,"Arbusto de flores amarelas Habitat: Cerrado Habito: Arbusto","RFA14599",NA,NA,NA,"56565","auto",NA,NA,"2019","04","15",NA,NA,NA,NA,NA,NA
"129","2021-04-08 17:39:38-03","EAO","IAN","155125","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Cassia","viscosa","major","Cassia viscosa major","Kunth",NA,"Ratter, JA; Santos, RR dos","1620","1968","06","01","Southern America","Brasil","Mato Grosso",NA,"10Km S of the Base Camp of the Expedition, c. 270Km N of Xavantina. Growing in low shrubby cerrado by the edge of the road.","-51.866667","-12.9",NA,NA,NA,"IAN155125","Dicotiledônea",NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-04-08 17:39:38-03","EAO","IAN","156250","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Cassia","viscosa",NA,"Cassia viscosa","Kunth","Cordeiro, MR","Coradin, L; Cordeiro, MR","666","1977","10","14",NA,"Guiana",NA,NA,"Cauamé region, along Boa Vista - BV 8 road (BR-174) Km 9.",NA,NA,"115",NA,NA,"IAN156250","Dicotiledônea","115",NA,NA,NA,NA,NA,"1983","10",NA,NA,NA,NA,NA,NA,NA
"131","2021-04-08 17:39:38-03","EAO","IAN","95813","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Cassia","viscosa","major","Cassia viscosa major","Kunth","Irwin, HS","Black, GA; Egler, WA","19701","1957","05","28","Southern America","Brasil","Pará",NA,"Campo do muntum. Região do Ariramba.",NA,NA,NA,NA,NA,"IAN095813","Dicotiledônea",NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-04-08 17:39:38-03","EAO","IAN","97124","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Cassia","viscosa","major","Cassia viscosa major","Kunth","Irwin, HS","Guedes, TN","633","1957","09","16","Southern America","Brasil","Ceará",NA,"Serra do Araripe.",NA,NA,NA,NA,NA,"IAN097124","Dicotiledônea",NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-04-08 17:39:38-03","EAO","IAN","85703","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Cassia","viscosa","major","Cassia viscosa major","Kunth","Irwin, HS","Pires, JM; Silva, NT da","4733","1954","08","18","Southern America","Brasil","Pará","Gurupá","Estrada do Rio Pacuruí.","-51.6399993896484","-1.40499997138977",NA,NA,NA,"IAN085703","Dicotiledônea",NA,NA,"122528","auto",NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-04-08 17:39:44-03","EAO","IAN","136148","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Santos, RR dos; Souza, R","1620","1968","06","01","Southern America","Brasil","Mato Grosso",NA,"10Km S of Base Camp+ of the Expedition, c. 270 Km N of Xavantina. Growing in low shrubby cerrado by the edge of the road.",NA,NA,NA,NA,NA,"IAN136148","Dicotiledônea",NA,NA,NA,NA,NA,NA,"2011","11","22",NA,NA,NA,NA,NA,NA
"135","2021-04-08 17:39:44-03","EAO","IAN","145371","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Argent, GCG; Richards, PW","6840","1968","09","05","Southern America","Brasil",NA,NA,"C. 25Km S along road from Base Camp. Cerrado by roadside.",NA,NA,NA,NA,"Shrub, c 1, 5 m high. Flowers bright yellow.","IAN145371","Dicotiledônea",NA,NA,NA,NA,NA,NA,"2011","11","22",NA,NA,NA,NA,NA,NA
"136","2021-04-08 17:39:44-03","EAO","IAN","58695","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Pires, JM; Black, GA","2268","1950","05","26","Southern America","Brasil","Maranhão",NA,"Perto de Carolina. Campo cerrado.",NA,NA,NA,NA,NA,"IAN058695","Dicotiledônea",NA,NA,NA,NA,NA,NA,"2011","09","19",NA,NA,NA,NA,NA,NA
"137","2021-04-08 17:39:44-03","EAO","IAN","93736","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Glaziou, AFM","20967","1896","05","27","Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,"IAN093736","Dicotiledônea",NA,NA,NA,NA,NA,NA,"2011","10","10",NA,NA,NA,NA,NA,NA
"138","2021-04-08 17:39:44-03","EAO","IAN","156312","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S. Irwin & Barneby","Nascimento, EAP","Coradin, L; Cordeiro, MR","780","1977","10","19",NA,"Guiana",NA,NA,"SW Guyana, vicinity of Lethem.",NA,NA,"130",NA,NA,"IAN156312","Dicotiledônea","130",NA,NA,NA,NA,NA,"2011","09","19",NA,NA,NA,NA,NA,NA
"139","2021-04-08 17:39:44-03","EAO","IAN","144900","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","viscosa","Chamaecrista viscosa viscosa","(Kunth) H.S. Irwin & Barneby","Nascimento, EAP","Ratter, JA; Santos, RR dos","1298","1968","05","06","Southern America","Brasil","Mato Grosso",NA,"6Km S of the Base Camp of the Expedition, c. 270Km N of Xavantina. Growing in cerrado formation on the margin of the road.","-51.866667","-12.9",NA,NA,NA,"IAN144900","Dicotiledônea",NA,NA,NA,NA,"-51.866667","-12.9","2011","09","19",NA,NA,NA,NA,NA,NA
"140","2021-04-08 17:39:44-03","EAO","IAN","50329","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Pires, JM; Black, GA","1750","1949","08","08","Southern America","Brasil","Maranhão","Imperatriz","Campo cerrado.","-47.49169921875","-5.52639007568359",NA,NA,NA,"IAN050329","Dicotiledônea",NA,NA,"48110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-04-08 17:39:44-03","EAO","IAN","191341","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby",NA,"Carvalho, GCA","71","2013","04","15","Southern America","Brasil","Maranhão","Mirador","Base Geraldina","-44.3630981445312","-6.37083005905151",NA,NA,"Hábito herbáceo, folha composta, flor amarela, presença de tricomas.","IAN191341","Dicotiledônea",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-04-08 17:39:44-03","EAO","IAN","81137","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Andrade-Lima, D de","1608","1953","05","15","Southern America","Brasil","Pará","Monte Alegre","Encosta alta da serra do Ereré.","-54.0691986083984","-2.00778007507324",NA,NA,NA,"IAN081137","Dicotiledônea",NA,NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-04-08 17:39:44-03","EAO","IAN","74481","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Pires, JM; Silva, NT da","4246","1952","05","22","Southern America","Brasil","Pará","Santarém","Campo.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"IAN074481","Dicotiledônea",NA,NA,"205258","auto",NA,NA,"2011","10","10",NA,NA,NA,NA,NA,NA
"144","2021-04-08 17:39:44-03","EAO","IAN","89649","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Benth.) H.S.Irwin & Barneby","Nascimento, EAP","Black, GA","18723","1955","08","18","Southern America","Brasil","Pará","Santarém","Perto do aeroporto de Santarém.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"IAN089649","Dicotiledônea",NA,NA,"205258","auto",NA,NA,"2011","10","10",NA,NA,NA,NA,NA,NA
