"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","day","locality","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount","relatedCatalogItem"
"95","2017-04-06 15:51:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus",NA,"C. Angeli","131","1960","7","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"12",NA,"RRC ID Flag",NA,NA,NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,"131","Dicotyledoneae",NA,NA
"96","2020-07-23 11:58:58-03","CEPLAC","CEPEC","310","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus",NA,"R. P. Belém","1885","1965","10",NA,"Brasil","Bahia",NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"06","Rod. Ubaitaba/Itabuna.","SpeciesLink/lacunas",NA,NA,NA,"AURELINO LEAL","-39.3272018432617","-14.3166999816895","38772","auto","0W0'0","0S0'0",NA,NA,NA,NA,NA,"10/09/1966"
"97","2020-07-23 11:58:58-03","CEPLAC","CEPEC","3754","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus",NA,"R. P. Belém","3021","1967","01",NA,"Brasil","Bahia",NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,NA,"09",NA,"SpeciesLink/lacunas",NA,NA,NA,"ITACARÉ","-38.9967002868652","-14.2775001525879","41230","auto","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA
"98","2020-07-23 11:58:58-03","CEPLAC","CEPEC","54332","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus",NA,"G. Hatschbach","51411","1987","08",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,"23","Rod. BR-101.","H. Robinson",NA,NA,NA,"JAGUARÉ","-40.076099395752","-18.9055995941162","43085","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"99","2019-11-01 14:53:42-03","UnB","UB","136917","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng) R.M.KingH.Rob.","Belém, RP","3021","1967","01","Southern America","Brasil","Bahia",NA,"Cipó sobre árvore de 10m. Flores roxas; Mata costeira.",NA,NA,"09",NA,NA,NA,NA,NA,"Itacaré","-38.9967002868652","-14.2775001525879","41230","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-01 14:53:42-03","UnB","UB","136916","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng) R.M.KingH.Rob.","Belém, RP","1885","1965","10","Southern America","Brasil","Bahia",NA,"Flor arroxeada",NA,NA,"06","Rodovia Ubaitaba-Itabuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-01 14:53:42-03","UnB","UB","136915","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng) R.M.KingH.Rob.","Belém, RP","2063","1966","05","Southern America","Brasil","Bahia",NA,"Planta 2m. Flor arroxeada, invólucro verde; Mata costeira",NA,NA,"06",NA,NA,NA,NA,NA,"Maraú","-39.0147018432617","-14.103099822998","47076","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-08-04 12:47:40-03","UFU","HUFU","61826","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Saraiva, D.P.; Hmeljeviski, K.V.; Vasconcelos, N.; Forzza, R.C. & Silva, J.","90","2011","02",NA,"Brasil","Rio de Janeiro",NA,"Arbusto, 2-3 alt. Folhas verdes, cálice verde, papus verde claro, corola arroxeada.; Floresta alterada com afloramento rochoso ao lado da estrada.","HUFU00076033",NA,"12","Estrada para as torres do Morro do Itaóca.","Nakajima, J.N.","2019","04",NA,"Campos dos Goytacazes","-41.3244018554688","-21.7541999816895","62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:00:28-03","IBt","SP","287328","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Souza, JP; Ferraro, L; Wongtschowski, M; Monteiro, CA","147","1994","09",NA,"Brasil","São Paulo",NA,NA,NA,NA,"07","Acesso de terra Pariquera-Subaúna","Esteves, RL","2001",NA,NA,"Pariquera-Açu","-47.742222","-24.815",NA,NA,"-47.742222","-24.815",NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:00:28-03","IBt","SP","23100","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Hoehne, FC","s.n.","1928","10",NA,"Brasil","Paraná",NA,NA,NA,NA,"20","Cipó","Esteves, RL","2001",NA,NA,"Morretes","-48.834400177002","-25.476900100708","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:00:28-03","IBt","SP","279014","S","Plantae",NA,NA,"Asteraceae","Dasycondylus","resinosus","Dasycondylus resinosus","(Spreng.) R.M.King & H.Rob.","Kiyama, CY; Simão Bianchini, R; Rossi, L; Shirasuna, RT","69","1994","09",NA,"Brasil","São Paulo",NA,NA,NA,NA,"06","Estrada de manutenção da Petrobrás","Esteves, RL","2001",NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
