"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","previousCatalogNumber","sex","infraspecificEpithet"
"48","2008-05-27 22:02:00-03","MO","MOBOT","2826214","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzl.",NA,"Santiago Venturi","Venturi 2765","1924","1","South America","Argentina","Tucumán","Cofi. Los Chomicos. En los pravos.",NA,NA,NA,NA,NA,NA,"30","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-04 11:06:02-03","UFRB","HURB","16331","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","G.S.Garcia","Moura, E.O.; Almeida,E.L.; Boeira,T.P.; Soares, A.S.","1075","2017","05",NA,"Brasil","Ceará",NA,"-40.103611","-2.915833",NA,"UFRN 23718 / Coletada à sombra em solo seco.","HURB000016331","HURB000016331","05",NA,NA,"Acaraú","2017","05","40º06'13W","2º54'57S","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-26 13:57:00-03","IMA","MAC","53889","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L.P.Félix","L.P.Félix","s.n.","1997","07",NA,"Brasil","Paraiba","Margem da estrada.","-35.702289","-6.986708",NA,NA,"MAC0053889",NA,"27",NA,NA,"Areia","1997",NA,"-35.702289","-6.986708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2014-11-06 16:18:26-02","UFPB","EAN","9316","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"L. P. Felix ; M. F. O. Pires","7205","1995","07",NA,"Brasil","Pernambuco",NA,"-35.7619","-8.35861",NA,"Segmentos vegetativos e flores verdes..Habitat: Rupestre",NA,NA,"22",NA,NA,"Camocim de São Félix",NA,NA,NA,NA,NA,"7991","auto",NA,NA,NA,NA,NA,NA,NA
"52","2014-11-06 16:18:26-02","UFPB","EAN","6238","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L. P. Felix","L. P. Felix ; D. D. Pereira","4038","1991","07",NA,"Brasil","Paraíba","Lagoa de Pedra","-35.8572","-7.023",NA,"Erva ereta; flores verdes. Ocasional em sítio rupestre..Habitat: Rupícola sobre humus",NA,NA,"23",NA,NA,"Esperança","1991","07",NA,NA,"23","15185","auto",NA,NA,NA,NA,NA,NA,NA
"53","2014-11-06 16:18:26-02","UFPB","EAN","2375","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L. P. Felix & G. V. Dornelas","P. C. Fevereiro; V. P. B. Fevereiro","324","1977","06",NA,"Brasil","Paraíba","Pedras dos Cablocos","-38.1528","-7.82083",NA,"Erva, caule e folhas verdes; flores roxas, abundante, em local úmido..",NA,NA,"19",NA,NA,"Remígio","1987","06",NA,NA,"09","280369","auto",NA,NA,NA,NA,NA,NA,NA
"54","2014-11-06 16:18:26-02","UFPB","EAN","9452","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,NA,"9775","2002","08",NA,"Brasil","Paraíba",NA,"-36.0611","-7.07667",NA,"Segmentos vegetativos e flores verdes..Habitat: Terrestre ou rupestre",NA,NA,"28",NA,NA,"Pocinhos",NA,NA,NA,NA,NA,"22331","auto",NA,NA,NA,NA,NA,NA,NA
"55","2014-11-06 16:18:26-02","UFPB","EAN","9314","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,NA,"7601","1996","07",NA,"Brasil","Pernambuco",NA,"-35.7619","-8.35861",NA,"Ereta; flores verdes. Em terrenos humosos de lagedo, próximo a estrada para Bezerros..Habitat: Terrestre",NA,NA,"09",NA,NA,"Camocim de São Félix",NA,NA,NA,NA,NA,"7991","auto",NA,NA,NA,NA,NA,NA,NA
"56","2014-11-06 16:18:26-02","UFPB","EAN","9245","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L. P. Felix","L. P. Felix ; M. de Paula","6657","1994","07",NA,"Brasil","Pernambuco",NA,"-35.7619","-8.35861",NA,"Erva ereta, segmentos vegetativos verdes; flores verdes. Sobre humus acumulado nas rochas..",NA,NA,"27",NA,NA,"Camocim de São Félix","1994","01",NA,NA,"01","7991","auto",NA,NA,NA,NA,NA,NA,NA
"57","2014-11-06 16:18:26-02","UFPB","EAN","10218","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,NA,NA,"1905","06",NA,"Brasil","Paraíba","Distrito de Lagoa de Pedra","-35.8572","-7.023",NA,"Habitat: Inselbergue",NA,NA,"24",NA,NA,"Esperança",NA,NA,NA,NA,NA,"15185","auto",NA,NA,NA,NA,NA,NA,NA
"58","2014-11-06 16:18:26-02","UFPB","EAN","9251","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"L. P. Felix ; E. G. Lima","7222","1995","06",NA,"Brasil","Paraíba",NA,NA,NA,NA,"Segmentos vegetativos e flores verdes. Terrenos pedregosos e encapoeirados. .Habitat: Terrestre",NA,NA,"26",NA,NA,"Lagoa de Roça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-04 10:29:36-03","UFRPE","HST","10652","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"L.P.Félix; E.G.Lima","7222","1991","06",NA,"Brasil","Paraíba",NA,NA,NA,NA,"Terrestre; segmentos vegetativos e flores verdes.","HST010652",NA,"26",NA,NA,"Lagoa de Roca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-04 10:29:36-03","UFRPE","HST","17348","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L.P.Félix","L.P.Félix","s.n.","1997","07",NA,"Brasil","Paraíba",NA,"-35.6916999816895","-6.96332979202271",NA,"Terrestre.","HST017348",NA,"27",NA,NA,"Areia","1997",NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-04 10:29:36-03","UFRPE","HST","10650","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L.P.Félix","L.P.Félix; D.D.Pereira","4038","1991","07",NA,"Brasil","Paraíba","Lagoa de Pedra","-35.8572006225586","-7.02299976348877",NA,"Erva ereta; flores verdes.Ocasional.","HST010650",NA,"23",NA,NA,"Esperança","1991","07",NA,NA,"23","15185","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-04 10:29:36-03","UFRPE","HST","10651","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L.P.Félix","L.P.Félix; M. de Paula","6657","1994","07",NA,"Brasil","Pernambuco",NA,"-35.7619018554688","-8.35861015319824",NA,"Erva ereta; segmentos vegetativos verdes; flores verdes.","HST010651",NA,"17",NA,NA,"Camocim de São Félix","1994",NA,NA,NA,NA,"7991","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 11:50:06-03","UFPE","UFP","55765","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Sobral-Leite, M; Wanderley, AM","812","2008","06",NA,"Brasil","Pernambuco",NA,"-35.720278","-8.687",NA,"Geófila em solo rico em matéria orgânica acumulado no afloramento e na base das ilhas de vegetação. Final de floração da população. Flores esverdeadas, sem odor.; Geófila em solo rico em matéria orgânica acumulado no afloramento e na b","UFP055765",NA,"25","307","307","Catende","2012","06","-35.720278","-8.687","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 11:50:06-03","UFPE","UFP","57162","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Sobral-Leite, M; Maciel, B; Gomes, P","915","2009","07",NA,"Brasil","Pernambuco",NA,"-35.9925","-8.395278",NA,"Criptófila na base das ilhas de vegetação de Hohenbergia catingae (Bromeliaceae). Início de floração. Flores esverdeadas, sem odor.; Criptófila na base das ilhas de vegetação de Hohenbergia catingae (Bromeliaceae). Início de floração.","UFP057162",NA,"24","540","540",NA,"2012","06","-35.9925","-8.395278","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2843214","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera",NA,NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. G. P. Santos & J. F. Ramos","26877","1970","3","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","814480","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera",NA,NA,"M. Bang","582","1890",NA,"South America - Neotropics","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","35281","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera",NA,NA,"M. Bang","582","1890",NA,"South America - Neotropics","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"68","2020-09-12 05:00:02-03","US","US","1545622","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi",NA,NA,"S. Venturi","9623","1923","2","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"69","2020-09-12 05:00:02-03","US","US","1545653","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi",NA,NA,"S. Venturi","8519","1929","5","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"70","2020-09-12 05:00:02-03","US","US","2173060","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi",NA,NA,"H. O. Sleumer","2271","1952","1","South America","Argentina","Catamarca",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,"Andalgalá",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"71","2020-09-12 05:00:02-03","US","US","1545675","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi",NA,NA,"S. Venturi","9616","1929","5","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"72","2020-09-12 05:00:02-03","US","US","1545646","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi",NA,NA,"S. Venturi","8520","1929","5","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA,NA,NA
"73","2020-09-02 16:35:03-03","Cenargen","CEN","27298","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","L. B. Bianchetti","Sebastião Pinheiro Cordovil da Silva","569","1997","04",NA,"Brasil","GO","Lado esquerdo da estrada Serra da Mesa - Minaçú, a 2 km da guarita de acesso a obra.",NA,NA,"Exsicatas",NA,"CEN00027298","CEN00027298","02","700","700","MINACU","1997","10",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"74","2020-09-02 16:35:03-03","Cenargen","CEN","39747","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","L. P. Felix","7222","1995","06",NA,"Brasil","PB",NA,NA,NA,"Exsicatas","Segmentos vegetativos verdes. Terrenos pedregosos e encapoeirdos. Na margem da estrada, arredores da cidade. Doação - EAN nº 9251","CEN00039747","CEN00039747","26",NA,NA,"SAO SEBASTIAO DE LAGOA DE ROCA","2001","11",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"75","2020-09-02 16:35:03-03","Cenargen","CEN","15023","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","59","1990","01",NA,"Brasil","DF","Santuário Ecológico do Riacho Fundo.","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas verdes. Pétalas e labelo amarelo-esverdeado.","CEN00015023","CEN00015023","10",NA,NA,"BRASILIA","1990","01",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA,NA
"76","2020-09-02 16:35:03-03","Cenargen","CEN","58160","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","Aécio Amaral-Santos","2276","2004","03",NA,"Brasil","GO","Cerrado após a fazenda Imburana, próximo à Estiva.","-46.3182983398438","-13.3983001708984","Exsicatas","1 exsicata herborizada em 26/09/2004.","CEN00058160","CEN00058160","10","579","579","SAO DOMINGOS",NA,NA,NA,NA,NA,"73215","auto",NA,NA,NA,"2",NA,NA,NA
"77","2020-09-02 16:35:03-03","Cenargen","CEN","58158","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","Aécio Amaral-Santos","2243","2004","03",NA,"Brasil","GO","Fazenda São Vicente. Afloramento 3.","-46.3182983398438","-13.3983001708984","Exsicatas","1 exsicata herborizada em 26/09/2004.","CEN00058158","CEN00058158","09","579","579","SAO DOMINGOS",NA,NA,NA,NA,NA,"73215","auto",NA,NA,NA,"2",NA,NA,NA
"78","2020-09-02 16:35:03-03","Cenargen","CEN","39742","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","L. P. Felix","6657","1995","07",NA,"Brasil","PE",NA,"-35.7619018554688","-8.35861015319824","Exsicatas","Segmentos vegetativos verdes. Sobre humus acumulado nas rochas. Doação - EAN nº 9245","CEN00039742",NA,"17",NA,NA,"CAMOCIM DE SAO FELIX","2001","11",NA,NA,NA,"7991","auto",NA,NA,NA,"1",NA,NA,NA
"79","2020-09-02 16:35:03-03","Cenargen","CEN","57708","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Ernestino de S. Gomes Guarino","650","2001","02",NA,"Brasil","DF","Cerrado sensu stricto na borda da Mata do Córrego Riacho Fundo, no lado direito, atrás da casa.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00057708","CEN00057708","09","1100","1100","BRASILIA",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,"2",NA,NA,NA
"80","2020-09-02 16:35:03-03","Cenargen","CEN","98534","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","2399","2008","01",NA,"Brasil","MG","Trecho inicial da trilha para subida da Serra da Bicas","-44.6425018310547","-21.4874992370605","Exsicatas","Em barranco seco a margem da trilha, local antropizado com Brachiária, Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 120080.","CEN00098534","CEN00098534","15","1135","1135","CARRANCAS","2008","01",NA,NA,NA,"21143","auto",NA,NA,NA,"1",NA,NA,NA
"81","2020-09-02 16:35:03-03","Cenargen","CEN","40610","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","1290","2001","01",NA,"Brasil","DF","Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Área do futuro Setor Noroeste.","-47.9296989440918","-15.7797002792358","Unicata","Área queimada durante a seca. Observado somente um pequeno conjunto em um ponto específico da área. Em plena floração. Sépalos verdes com a margem discretamente esbranquiçada. Pétalos e labelo com a base branca, os segmentos verde claro a verde-amarelado. Anteras brancos amareladas. Conectivo entre as anteras verde. Rostelo verde claro. Estigma verde. Aurículos esbranquiçados. Calcar verde. Doação Flora do Brasil - Distrito Federal - Brasília.","CEN00040610","CEN00040610","11",NA,NA,"BRASILIA","2002","01",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA,NA
"82","2020-09-02 16:35:03-03","Cenargen","CEN","58162","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J. A. N. Batista","Aécio Amaral-Santos","2396","2004","03",NA,"Brasil","GO","Fazenda São Domingos, próximo à beira do rio São Mateus.","-46.3182983398438","-13.3983001708984","Exsicatas","1 exsicatas herborizadas em 26/09/2004.","CEN00058162","CEN00058162","15",NA,NA,"SAO DOMINGOS",NA,NA,NA,NA,NA,"73215","auto",NA,NA,NA,"2",NA,NA,NA
"83","2020-09-02 16:35:03-03","Cenargen","CEN","98540","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","hieronymi","Habenaria hieronymi","Kraenzl.","J. A. N. Batista","João Aguiar Nogueira Batista","2497","2008","02",NA,"Brasil","RS","Cerca de 18,6 km NE de São José dos Ausentes, na estrada para Silveira.","-50.0657997131348","-28.7483005523682","Exsicatas","Solo areno-argiloso, seco ou ligeiramente úmido. Em plena floração. Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 120178.","CEN00098540","CEN00098540","02","1201","1201","SAO JOSE DOS AUSENTES","2008","02",NA,NA,NA,"42598","auto",NA,NA,NA,"1",NA,NA,NA
"84","2019-10-07 09:20:03-03","UEFS","HUEFS","191476","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Guarino, E.S.G.","650","2001","02",NA,"Brasil","Distrito Federal","Cerrado sensu stricto na borda da Mata do Córrego Riacho Fundo , no lado direito, atrás da casa.","-48","-15.866667",NA,NA,"HUEFS0191476","HUEFS0191476","09","1100","1100","Brasilia",NA,NA,"48W0'0''","15S52'0''",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"85","2019-10-07 09:20:03-03","UEFS","HUEFS","69092","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J.A.N.Batista","Moraes, M.V.","456","2001","08",NA,"Brasil","Bahia",NA,"-38.966667","-12.25",NA,NA,"HUEFS0069092","HUEFS0069092","13",NA,NA,"Feira de Santana","2013","12","38W58'","12S15'",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"86","2019-10-07 09:20:03-03","UEFS","HUEFS","90540","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J.A.N.Batista","van den Berg, C.","1257","2004","02",NA,"Brasil","Goiás","Ponto 9, Serra dos Pirineus, 15 Km estrada direta Cocalzinho.","-48.830833","-15.796389",NA,"Campo, mata rala.","HUEFS0090540","HUEFS0090540","11","1343","1343","Pirenópolis","2006","02","48W49'51''","15S47'47''",NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"87","2019-10-07 09:20:03-03","UEFS","HUEFS","171918","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Félix, L.P.","HTS17348","1997","07",NA,"Brasil","Paraíba",NA,"-35.6916999816895","-6.96332979202271",NA,NA,"HUEFS0171918","HUEFS0171918","27",NA,NA,"Areia",NA,NA,NA,NA,NA,"15425","auto","Lilianae",NA,NA,NA,NA,NA,NA
"88","2020-09-16 09:14:22-03","UEFS","HUEFS","49850","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.",NA,"Hatschbach, G.","63011","1995","08",NA,"Brasil","Bahia","Prado, km 15-25 da rodovia para Itamaraju.","-39.2207984924316","-17.341100692749",NA,"Campo de restinga.","HUEFS0049850",NA,"12",NA,NA,"Prado",NA,NA,NA,NA,NA,"53161","auto","Lilianae",NA,NA,NA,NA,NA,NA
"89","2019-07-09 12:46:57-03","F","FMNH-SEEDPLANTS","V0433405F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera",NA,"RRC ID Flag","H. S. Irwin et al.","26877","1970","3","South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"V0433405F","V0433405F_01 V0433405F_02","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","26877",NA,NA,NA,NA,NA
"90","2019-07-09 12:46:55-03","F","FMNH-SEEDPLANTS","V0433406F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera",NA,NA,"S. Venturi","2765","1924","1","South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0433406F","V0433406F_01","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"91","2019-07-09 12:46:37-03","F","FMNH-SEEDPLANTS","V0433407F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera",NA,NA,"M. Bang","582","1890",NA,"South America","Bolivia",NA,NA,"-64.435","-16.7261",NA,NA,"V0433407F","V0433407F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"92","2019-01-25 15:35:36-02","IAC","IAC","3572","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","J.A.N. Batista","A.P. Viégas & G.P. Viégas","s/nº",NA,NA,NA,"Brasil","São Paulo",NA,"-46.65","-22.5231",NA,NA,NA,NA,NA,NA,NA,"Lindóia","1998","09","-46.65","-22.5231","15",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-08-23 11:00:03-03","NHMLondon","NHM-LONDON-BOT","BM000032710","S","Plantae",NA,NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","João Aguiar Nogueira Batista; Universidade Federal de Minas Gerais; Depto. Botânica #?# ICB; J.A.N","George Gardner; b.1812; d.1849; Gardner","3990",NA,NA,NA,"Brasil","Goiás",NA,"-49.675","-15.883333",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/92740673ba61c0939118a007a2479d5628b27bdc/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"2013","01","-49.675","-15.883333","21",NA,NA,NA,NA,"Isotype",NA,"NHMUK:ecatalogue:4622855",NA,NA
"94","2019-10-16 14:11:00-03","UEL","FUEL","15194","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Félix, LP","Félix, LP","s.n.","1997","07",NA,"Brasil","Paraíba","barranco na margem da estrada","-35.6916999816895","-6.96332979202271",NA,NA,NA,NA,"27",NA,NA,"Areia","1997",NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:15:26-03","UnB","UB","17908","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Bianchetti, LB","Martins, CR","671","2005","03","Southern America","Brasil","Distrito Federal","Parque Nacional de Brasília. Área ao lado da antiga pista de pouso de ultra leve próxima a administração do Parque","-47.926111","-15.731667",NA,"Obs: Material testemunha de tese de Doutorado, Departamento de Ecologia, UnB Capim-gordura (Melinis minutiflora): uma ameaça à diversidade biológica no cerrado brasileiro; 0,35m. Flor branca; Campo sujo antropizado. Solo: Latossolo","UB0019588","UB0019588","09",NA,NA,"Brasília","2005",NA,"-47.926111","-15.731667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Pabst, G","Irwin, HS; et al.","26978","1970","03","Southern America","Brasil","Minas Gerais","Ca. 2km N of Joaquim Felício, E base",NA,NA,NA,"Terrestrial, erect 1m. Perianth yellow-green; Cerrado","UB0018788","UB0018788","05","650","650",NA,"1979","06",NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-01 15:15:26-03","UnB","UB","3709","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Pabst, GFJ","Irwin, HS; Souza, R; Santos, RR","15302","1966","04","Southern America","Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358",NA,"Terrestre; Erva 0,2m. Flor verde; Cerrado","UB0019585","UB0019585","07","975","975","Brasília","1972","04",NA,NA,"29","70570","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Viegas, AP","IAC3572","1939","01","Southern America","Brasil","São Paulo",NA,"-46.6500015258789","-22.5200004577637",NA,"Herbáceo","UB0018783","UB0018783","21",NA,NA,"Lindoia","2000","03",NA,NA,NA,"6377","auto",NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:15:26-03","UnB","UB","4465","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","hexaptera","Habenaria hexaptera","Lindl.","Batista, JAN","Oliveira, RS","65","1995","02","Southern America","Brasil","Distrito Federal","Santuário Ecológico do Riacho Fundo","-47.95","-15.85",NA,"Pétalas simples apresentando pequena proeminência; Erva. Flor verde-amarelado; Campo úmido","UB0019589","UB0019589","01","1020","1020","Brasília","1995","02","-47.95","-15.85","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
