"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","decimalLongitude","decimalLatitude","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"42","2021-04-07 11:45:20-03","UFMS","CGMS","57865","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"V.J. Pott; L.C.P. Lima","4929","2001","09","16",NA,"Brasil","Mato Grosso do Sul","Reserva Acurizal, córrego do Retiro; fundos da sede, lado direito, Pantanal do rio Paraguai.",NA,NA,NA,"Flor não visto. Presença de Egeria najas. Material em álcool 50%. Habitat: Córrego, cheio de rochas e leves corredeiras. Solo areia sabão. Relevo quase plano. Frequente. Habito: Erva aquática submersa livre.","CGMS1087802",NA,"V.J. Pott","-57.5597222","-17.8416666","Corumbá","-57,5597222","-17,8416666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:45:20-03","UFMS","CGMS","57864","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"V.J. Pott; G.A. Damasceno-Junior; I.H. Ishii; E. Assis; G. Fernandes","4611","2001","05","04",NA,"Brasil","Mato Grosso","Baía do Caracará, lado leste do morro do Caracará, Parque Nacional do Pantanal.",NA,NA,NA,"Flor lilás. Fruto imaturo, verde. Habitat: Baía em torno do morro, com inundação de rio, profundidade 1,5m. Solo argiloso. Relevo plano. Rara. Habito: Erva aquática submersa livre.","CGMS1087801",NA,"V.J. Pott","-57.4483333","-17.8511111","Poconé","-57,4483333","-17,8511111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:45:20-03","UFMS","CGMS","8887","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"U.M. Resende; V. Kinupp","1683","2002","02","27",NA,"Brasil","Mato Grosso","Margem da BR-313. Caixa de empréstimo.",NA,NA,NA,"Hidrófita. Palustre. Habitat: Mata ciliar pertubada. Habito: Erva.","CGMS1015305",NA,NA,"-57.6789016723633","-16.0706005096436","Cáceres",NA,NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA
"45","2021-04-07 11:45:20-03","UFMS","CGMS","4985","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"E. Scremin-Dias; et al.","234","1995","05","19",NA,"Brasil","Mato Grosso do Sul","Fazenda São Bento.",NA,NA,NA,"Flor roxa. Habitat: Aquático. Habito: Erva.","CGMS1015306",NA,"V.J. Pott","-57.6533012390137","-19.0091991424561","Corumbá",NA,NA,"2000","04","27",NA,NA,"295160","auto",NA,NA,NA
"46","2019-11-27 13:49:52-03","UFS","ASE","17320","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Prata, AP; Barbosa, MR; Thomas, WW; Gomes, LA; Santos, E","2297","2010","07","04","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Borda da Mata. Pequeno Vale de Águas Lênticas. Solo areno-argiloso.",NA,NA,NA,"Erva aquática. Folhas reduzidas submersas. Flor branca.; Erva aquática. Folhas reduzidas submersas. Flor branca.; Mata Atlântica.","ASE0026371","ASE0026371","Carregosa, T","-37.437222","-11.3675","Santa Luzia do Itanhy","-37.437222","-11.3675","2011","10","10",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-27 13:49:52-03","UFS","ASE","20719","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Nascimento - Júnior, JE; Amaral, MCE; Bittrich, V; Carregosa, T; Costa, SM","908","2011","07","04","Southern America","Brasil","Sergipe","Lagoa temporária na Praia do Jatobá",NA,NA,NA,"Flores lilás, guia de néctar amarelo. &nf;; Flores lilás, guia de néctar amarelo. &nf;; Restinga.","ASE0027040","ASE0027040","Nascimento - Júnior, JE","-37.038611","-10.908889","Barra dos Coqueiros","-37.038611","-10.908889","2011","07","04",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-27 13:49:52-03","UFS","ASE","22564","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Déda, RM; Santos, E","78","2011","10","11","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Borda do riacho",NA,NA,NA,"Mata Atlântica.","ASE0028357","ASE0028357","Carregosa, T","-37.425861","-11.385528","Santa Luzia do Itanhy","-37.425861","-11.385528","2012","01",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-27 13:49:52-03","UFS","ASE","24468","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Carregosa, T; Nascimento - Júnior, JE; Souza, CAS; Menezes, IRN; Santos, ACAS","226","2011","08","26","Southern America","Brasil","Sergipe",NA,NA,NA,NA,"Erva aquatica. Flores rosa.; Erva aquatica. Flores rosa.; Lagoas temporárias de restinga.","ASE0029583","ASE0029583","Carregosa, T","-36.54","-10.436667","Ilha das Flores","-36.54","-10.436667","2012","07",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:49:52-03","UFS","ASE","37846","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Farias, MCV; Santos, E; Figueiredo, MAM","784","2014","07","10","Southern America","Brasil","Sergipe","APA - Sul",NA,NA,NA,"Ervas aquáticas. Flores rosas.; Mata atlântica","ASE0038926",NA,"Carregosa, T","-37.145","-11.1454","Itaporanga d'Ajuda","-37.145","-11.1454","2016","10","17",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-27 13:49:52-03","UFS","ASE","38099","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Menezes, IRN; Santos, LAS","178","2011","03","22","Southern America","Brasil","Sergipe","Povoado Atalho",NA,NA,NA,"Erva aquática.; Restinga.","ASE0039305",NA,"Guedes, F.M.","-36.6514","-10.4533","Pacatuba","-36.6514","-10.4533","2018","11","07",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:32:54-03","UNICAMP","UEC","154793","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Barbosa, TDM; Costa, SM","11732","2010","07","18",NA,"Brazil","Roraima","Parque Nacional do Viruá","63","63",NA,"Erva aquática, ca. 10 cm. Flor lilás com estrutura central branca e amarela. Caule avermelhado.; Área alagada. Na margem da Estrada Perdida. Solo argiloso.","UEC083661","UEC083661",NA,"-60.982889","1.428083","Caracaraí","-60.982889","1.428083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:32:54-03","UNICAMP","UEC","138310","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Prado, AL; Ribeiro, RA","s.n.","1993","05","08",NA,"Brazil","Mato Grosso",NA,NA,NA,NA,"Campo alagavel.",NA,NA,NA,"-56.6227989196777","-16.2567005157471","Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA
"54","2021-03-01 16:32:54-03","UNICAMP","UEC","138307","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Prado, AL","s.n.","1991",NA,NA,NA,"Brazil","Mato Grosso","Rodovia Transpantaneira km 22,5, Porto Jofre.",NA,NA,NA,"Erva aquática, submersa; flores róseas; ornamentais. Alimento para peixe das alvas que nela junram-se.; Erva aquáica, nivel da água 40 cm.",NA,NA,"Gonella, PM","-56.6227989196777","-16.2567005157471","Poconé",NA,NA,"2009","07","31",NA,NA,"200792","auto",NA,NA,NA
"55","2021-03-01 16:32:54-03","UNICAMP","UEC","154466","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Costa, SM; Barbosa, TDM; Azambuja, CAP; Cangani, KG","7443","2010","09","15",NA,"Brazil","Roraima","PARNA Viruá, Grade do PPBio, entre L1-L2/N2-N3",NA,NA,NA,"Erva em solo encharcado. Flor roxa xom mancha branca e amarela no centro; Mancha pequena de campina","UEC083656","UEC083656",NA,"-61.128101348877","1.81611001491547","Caracaraí",NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA
"56","2021-03-01 16:32:54-03","UNICAMP","UEC","154691","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Costa, SM; Cangani, KG","857","2011","01","24",NA,"Brazil","Roraima","Parque Nacional do Viruá, grade do PPBio",NA,NA,NA,"Erva aquática/palustre. Flor de corola lilás com detalhe amarelo no lobo inferior, caule e cálice rosados; Campinarana arbustiva, L3/N4 (N1°28'7,3 W61°01'52,0 64m","UEC083659","UEC083659","Costa, SM","-61.128101348877","1.81611001491547","Caracaraí",NA,NA,"2011","08",NA,NA,NA,"365858","auto",NA,NA,NA
"57","2021-03-01 16:32:54-03","UNICAMP","UEC","154688","S","Plantae","Magnoliopsida",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Costa, SM; Cangani, KG","900","2011","01","26",NA,"Brazil","Roraima","Parque Nacional do Viruá, Mata do Seu Nerí",NA,NA,NA,"Erva aquática/palustre. Flor de corola branca com mancha amarela no lobo inferior da corola; cálice e caule verdes; trilha larga aberta dentro de mancha de campinarana arbórea (N 1°27'10,2 W 60°59'9,9 53 m)","UEC083657","UEC083657",NA,"-61.128101348877","1.81611001491547","Caracaraí",NA,NA,NA,NA,NA,NA,NA,"365858","auto",NA,NA,NA
"58","2019-11-19 14:08:13-03","UFRPE","PEUFR","17049","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl.",NA,"M.R.C. Sales de Melo; A. Laurênio de Melo; F.M.O. Villarouco","18","1994","11","28",NA,"Brasil","Pernambuco","Campus da UFRPE",NA,NA,NA,"Flores com 2 sépalas e 2 pétalas; pétalas brancas e amarelas no centro.","PEUFR017049",NA,"F. M. Guedes","-34.8810997009277","-8.05389022827148","Recife",NA,NA,"2017","05","10",NA,NA,"18865","auto",NA,NA,NA
"59","2020-04-22 16:21:12-03","UFPB","JPB","46777","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Prata, AP; Barbosa, MR; Thomas, WW; Gomes, LA; Santos, E dos","2297","2010","07","04","Southern America","Brasil","Sergipe","RPPN Mata do Crasto, Borda da Mata. Pequeno Vale de Águas Lênticas. Solo areno-argiloso.",NA,NA,NA,"; HABITAT: Mata Atlântica.; DESC: Erva aquática. Folhas reduzidas submersas. Flor branca.","JPB0046777",NA,"Guedes, FM","-37.437222","-11.3675","Santa Luzia do Itanhy","-37.437222","-11.3675","2018","07","25",NA,NA,NA,NA,NA,NA,NA
"60","2020-04-22 16:21:12-03","UFPB","JPB","30673","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Costa-Santos, M","40","2001","03","23","Southern America","Brasil","Paraíba","Usina Santa Helena",NA,NA,NA,"; DESC: Erva aquática submersa. Flores amarelas emersas.",NA,NA,"Guedes, FM","-35.2327995300293","-7.09638977050781","Sapé",NA,NA,"2017","07","25",NA,NA,"20077","auto",NA,NA,NA
"61","2020-10-12 19:26:00-03","UFPB","JPB","65440","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Bazante, ML; Coutinho, TS; Silva, CA; Alves, M; Silva, FP","436","2015","12","21","Southern America","Brasil","Pernambuco","Usina Trapiche, Mata Xanguá",NA,NA,NA,"; HABITAT: Mata Atlântica; DESC: Herbáceae, aquática livre, utrículos verdes, flores róseo-avermelhadas, androceu e gineceu amarelados","JPB0065440",NA,"Bazante, ML","-35.1161003112793","-8.59082984924316","Sirinhaém",NA,NA,"2016","01","15",NA,NA,"20997","auto",NA,NA,NA
"62","2020-12-22 16:06:02-03","UFES","VIES","48137","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","730","2019","03","19",NA,"Brasil","Espírito Santo","Lagoa Areal, ponto 24 - MO.",NA,NA,NA,NA,"VIES048137",NA,NA,"-39.828056","-19.585833","Linhares","39º49'41''W","19º35'9''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-22 16:06:02-03","UFES","VIES","48278","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Nichio-Amaral, R.; Miranda, V.S.; Nepomuceno, A.; Sossai, B.G.","721","2019","04","09",NA,"Brasil","Espírito Santo","Areal - Ponto 24.",NA,NA,NA,NA,"VIES048278",NA,NA,"-39.828056","-19.585833","Linhares","39º49'41''W","19º35'9''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-21 19:36:24-03","UFC","EAC","45085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Tabosa, A.B.","49","2009","03","08","Southern America","Brasil","Ceará","Lagoa Contendas, Substrato argiloso",NA,NA,NA,"Flutuante, aquática, flor lilás; Lagoa temporária","EAC0045085","EAC0045085","Tabosa, A.B.","-39.103056","-4.186944","Caridade","-39.103056","-4.186944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-21 19:36:24-03","UFC","EAC","43292","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Sousa, D.J.L.; Matias, L.Q.; Tabosa, A.L.; Souza, J.F.","21","2008","06","21","Southern America","Brasil","Ceará","Lagoa Contendas, substrato argiloso.",NA,NA,NA,"Macrófita aquática; flor lilás com palato amarelo.; Lagoa temporária.","EAC0043292","EAC0043292","Melo, F.H.V.","-39.1925010681152","-4.23222017288208","Caridade",NA,NA,"2008","07","08",NA,NA,"30627","auto",NA,NA,NA
"66","2020-12-21 16:31:30-03","MBM","MBM","159510","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Bartlett, H.H.; et al.; et al.","16710",NA,NA,NA,"Southern America","Panama",NA,NA,NA,NA,NA,NA,"MBM159510","MBM159510","Taylor, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:31:30-03","MBM","MBM","159511","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Bartlett, H.H.; et al.; et al.","16410",NA,NA,NA,"Southern America","Panama",NA,NA,NA,NA,NA,NA,"MBM159511","MBM159511","Taylor, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:31:30-03","MBM","MBM","414537","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Pott, V.J.; Damasceno Junior, G.A.; Nakajima, J.; Romero, R.; Damasceno Junior, G.A.; Nakajima, J.; Romero, R.","5001","2001","11","19","Southern America","Brazil","Mato Grosso do Sul","Reserva Acurizal, Barranco seco do córrego do Retiro, próximo ao brejo pirizal (abaixo).",NA,NA,NA,"Erva aquática submersa fixa. Frequente. Flor: lilás.; Córrego de água transparente. Solo rochoso, tipo areia sabão. Relevo levemente inclinado.","MBM414537",NA,"Pott, V.J.","-57.558833","-17.840361","Corumbá","-57.558833","-17.840361","2001","11",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:31:30-03","MBM","MBM","26206","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Hatschbach, G.","29606",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Colônia Paxixi",NA,NA,NA,NA,"MBM026206","MBM026206","Taylor, P.","-55.7872009277344","-20.4710998535156","Aquidauana",NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA
"70","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574004","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Grosourdy",NA,"1864","1","1",NA,"Venezuela",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574004' target='other'> <mi>dwc_moreinfo</mi></a>","P03574004","P03574004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA
"71","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574011","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Poiteau",NA,"1826","1","1",NA,"Guiana",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574011' target='other'> <mi>dwc_moreinfo</mi></a>","P03574011","P03574011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-09-19 11:57:34-03","MNHN","RECOLNAT_MNHN_P","P00445806","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl","type","Richard, L.C.",NA,NA,NA,NA,NA,"Guyane Française",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00445806' target='other'> <mi>dwc_moreinfo</mi></a>","P00445806","P00445806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-09-04 00:22:07-03","MNHN","RECOLNAT_MNHN_P","P00603358","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603358' target='other'> <mi>dwc_moreinfo</mi></a>","P00603358",NA,"Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-09-05 08:35:00-03","MNHN","RECOLNAT_MNHN_P","P00603359","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Salzmann, P.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603359' target='other'> <mi>dwc_moreinfo</mi></a>","P00603359","P00603359_01","Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-09-20 01:49:03-03","MNHN","RECOLNAT_MNHN_P","P00603360","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Otto, E.",NA,NA,NA,NA,NA,"Vénézuéla",NA,"Caracas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603360' target='other'> <mi>dwc_moreinfo</mi></a>","P00603360","P00603360_01","Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135",NA,NA
"76","2015-09-04 12:39:25-03","MNHN","RECOLNAT_MNHN_P","P00603361","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Regnell, A.F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603361' target='other'> <mi>dwc_moreinfo</mi></a>","P00603361","P00603361_01","Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 2029",NA,NA
"77","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574003","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Weddell, H.A.",NA,"1845","4","1",NA,"Paraguai",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574003' target='other'> <mi>dwc_moreinfo</mi></a>","P03574003","P03574003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3292",NA,NA
"78","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574005","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Grosourdy",NA,"1864","1","1",NA,"Guiana",NA,"Villa de Rypata.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574005' target='other'> <mi>dwc_moreinfo</mi></a>","P03574005","P03574005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574012","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Benoist",NA,"1914","7","6",NA,"Guyane française",NA,"Kourou.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574012' target='other'> <mi>dwc_moreinfo</mi></a>","P03574012","P03574012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1357",NA,NA
"80","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574013","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Renoist",NA,"1914","7","6",NA,"Guyane française",NA,"Kourou.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574013' target='other'> <mi>dwc_moreinfo</mi></a>","P03574013","P03574013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1357",NA,NA
"81","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574014","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Glaziou",NA,"1884","2","10",NA,"Brasil","Minas Gerais","Marianna; Prés Ouro Preto.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574014' target='other'> <mi>dwc_moreinfo</mi></a>","P03574014","P03574014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16235",NA,NA
"82","2015-09-04 10:49:34-03","MNHN","RECOLNAT_MNHN_P","P04428293","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Lindeman, J.C.|Jansen-Jacobs, M.J.|Stoffers, A.L.|Rijn, A.R.A.G.",NA,"1975","10","6",NA,"Suriname",NA,"Lely Mts., SW plateaus covered by ferrobauxite. At margin of pond at S-side of sec.vegetation beyond E end of airstrip.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428293' target='other'> <mi>dwc_moreinfo</mi></a>","P04428293","P04428293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"827",NA,NA
"83","2015-09-04 10:49:36-03","MNHN","RECOLNAT_MNHN_P","P04428933","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Raynal-Roques, A.",NA,"1978","2","25",NA,"Guiana",NA,"Marais à env. 2,5km à 1 E de Roura (25km S de Cayenne).",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428933' target='other'> <mi>dwc_moreinfo</mi></a>","P04428933","P04428933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AR 20129",NA,NA
"84","2015-09-04 10:49:36-03","MNHN","RECOLNAT_MNHN_P","P04428934","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Tostain, O.|Crozier, F.",NA,"2005","8","16",NA,"Guyane française",NA,"Lieu-dit Maya,route de la Carapa, Macouria.","9",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04428934' target='other'> <mi>dwc_moreinfo</mi></a>","P04428934","P04428934_01",NA,"-52.44167","4.94972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"420",NA,NA
"85","2016-03-09 18:11:23-03","MNHN","RECOLNAT_MNHN_P","P06168219","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Gonzalez, S.",NA,"2010","5","28",NA,"Guiana",NA,"Localité: Commune de Macouria, Savane Roche Malmaison.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06168219' target='other'> <mi>dwc_moreinfo</mi></a>","P06168219","P06168219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2354",NA,NA
"86","2015-09-04 08:06:24-03","MNHN","RECOLNAT_MNHN_P","P03574015","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","hydrocarpa","Utricularia hydrocarpa","Vahl",NA,"Glaziou",NA,"1884","2","10",NA,"Brasil","Minas Gerais","Prés Ouro Preto.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03574015' target='other'> <mi>dwc_moreinfo</mi></a>","P03574015","P03574015_01",NA,"-43.4160995483398","-20.377799987793","Mariana",NA,NA,NA,NA,NA,NA,NA,"33524","auto","16235",NA,NA
