especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Vicia pampicola,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,104710,Vicia pampicola Burkart,NA,Fabaceae,species,accepted,Vicia pampicola,CR,NA,Vicia pampicola,BR-RS,Vicia,pampicola,NA,correct
Vicia tephrosioides,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,101190,Vicia tephrosioides Vogel,NA,Fabaceae,species,accepted,Vicia tephrosioides,DD,NA,Vicia tephrosioides,BR-RS,Vicia,tephrosioides,NA,correct
Vigna adenantha,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,136529,Leptospron adenanthum (G.Mey.) A.Delgado,NA,Fabaceae,species,accepted,Leptospron adenanthum,NA,replaced synonym,Vigna adenantha,BR-AM|BR-BA|BR-DF|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SP|BR-TO,Leptospron,adenanthum,NA,correct
Vigna firmula,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,136845,Ancistrotropis firmula (Mart. ex Benth.) A. Delgado,NA,Fabaceae,species,accepted,Ancistrotropis firmula,LC,replaced synonym,Vigna firmula,BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-RO|BR-SP|BR-TO,Ancistrotropis,firmula,NA,correct
Vigna longifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,83862,Vigna longifolia (Benth.) Verdc.,NA,Fabaceae,species,accepted,Vigna longifolia,NA,NA,Vigna longifolia,BR-AM|BR-DF|BR-MG|BR-MS|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vigna,longifolia,NA,correct
Vigna luteola,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,83863,Vigna luteola (Jacq.) Benth.,NA,Fabaceae,species,accepted,Vigna luteola,NA,NA,Vigna luteola,BR-BA|BR-MG|BR-PA|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vigna,luteola,NA,correct
Viguiera hispida,cncflora_web,NA,NA,NA,NA,NA,VU,NA,NA,NA,126129,Aldama goyazii E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama goyazii,VU,replaced synonym,Viguiera hispida,BR-GO|BR-MG|BR-SP,Aldama,goyazii,NA,correct
Viguiera malmei,sima,NA,NE,NA,NA,NA,NA,NA,NA,NA,126141,Aldama pilosa (Baker) E.E.Schill. & Panero,NA,Asteraceae,species,accepted,Aldama pilosa,NA,replaced synonym,Viguiera malmei,BR-PR|BR-RS|BR-SC|BR-SP,Aldama,pilosa,NA,correct
Viola cerasifolia,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,15250,Viola cerasifolia A.St.-Hil.,NA,Violaceae,species,accepted,Viola cerasifolia,LC,NA,Viola cerasifolia,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Viola,cerasifolia,NA,correct
Viola gracillima,sima-SP_oficial-cncflora_web-mpoSP-Portaria 443/2014,EN,NA,EX,EX,NA,EN,NA,EX,EN,15251,Viola gracillima A.St.-Hil.,NA,Violaceae,species,accepted,Viola gracillima,EN,NA,Viola gracillima,BR-MG|BR-PR|BR-RJ|BR-SP,Viola,gracillima,NA,correct
Viola subdimidiata,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,EN,EN,NA,LC,NA,EN,NA,15252,Viola subdimidiata A.St.-Hil.,NA,Violaceae,species,accepted,Viola subdimidiata,LC,NA,Viola subdimidiata,BR-ES|BR-MG|BR-RJ|BR-RS|BR-SC|BR-SP,Viola,subdimidiata,NA,correct
Virola bicuhyba,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,EN,EN,10198,Virola bicuhyba (Schott ex Spreng.) Warb.,NA,Myristicaceae,species,accepted,Virola bicuhyba,EN,NA,Virola bicuhyba,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Virola,bicuhyba,NA,correct
Virola gardneri,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10199,Virola gardneri (A.DC.) Warb.,NA,Myristicaceae,species,accepted,Virola gardneri,NA,NA,Virola gardneri,BR-AL|BR-BA|BR-ES|BR-MG|BR-PE|BR-RJ|BR-SP,Virola,gardneri,NA,correct
Virola parvifolia,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,85887,Virola parvifolia Ducke,NA,Myristicaceae,species,accepted,Virola parvifolia,VU,NA,Virola parvifolia,BR-AM,Virola,parvifolia,NA,correct
Virola sebifera,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,19793,Virola sebifera Aubl.,NA,Myristicaceae,species,accepted,Virola sebifera,NA,NA,Virola sebifera,BR-AC|BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-RJ|BR-RO|BR-RR|BR-SP|BR-TO,Virola,sebifera,NA,correct
Virola surinamensis,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,19795,Virola surinamensis (Rol. ex Rottb.) Warb.,NA,Myristicaceae,species,accepted,Virola surinamensis,VU,NA,Virola surinamensis,BR-AC|BR-AM|BR-AP|BR-CE|BR-MA|BR-MT|BR-PA|BR-PI|BR-RO|BR-RR|BR-TO,Virola,surinamensis,NA,correct
Vismia brasiliensis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8012,Vismia brasiliensis Choisy,NA,Hypericaceae,species,accepted,Vismia brasiliensis,NA,NA,Vismia brasiliensis,BR-MG|BR-SP,Vismia,brasiliensis,NA,correct
Vismia martiana,sima-SP_oficial,NA,LC,CR,CR,NA,NA,NA,NA,NA,8015,Vismia martiana Reichardt,NA,Hypericaceae,species,accepted,Vismia martiana,LC,NA,Vismia martiana,BR-BA|BR-ES|BR-MG|BR-RJ,Vismia,martiana,NA,correct
Vismia martiana,sima-SP_oficial,NA,LC,CR,EN,NA,NA,NA,NA,NA,8015,Vismia martiana Reichardt,NA,Hypericaceae,species,accepted,Vismia martiana,LC,NA,Vismia martiana,BR-BA|BR-ES|BR-MG|BR-RJ,Vismia,martiana,NA,correct
Vismia micrantha,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,8016,Vismia micrantha A.St.-Hil.,NA,Hypericaceae,species,accepted,Vismia micrantha,NA,NA,Vismia micrantha,BR-MG|BR-RJ|BR-SP,Vismia,micrantha,NA,correct
Vitalianthus bischlerianus,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,97664,Vitalianthus bischlerianus (Porto & Grolle) R.M.Schust. & Giancotti,NA,Lejeuneaceae,species,accepted,Vitalianthus bischlerianus,LC,NA,Vitalianthus bischlerianus,BR-BA|BR-ES|BR-MG|BR-PE|BR-PI|BR-PR|BR-RJ|BR-SC|BR-SP,Vitalianthus,bischlerianus,NA,correct
Vitex brevilabiata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,36609,Vitex brevilabiata Ducke,NA,Lamiaceae,species,accepted,Vitex brevilabiata,NA,NA,Vitex brevilabiata,BR-AM|BR-PA,Vitex,brevilabiata,NA,correct
Vitex cymosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8368,Vitex cymosa Bertero ex Spreng.,NA,Lamiaceae,species,accepted,Vitex cymosa,NA,NA,Vitex cymosa,BR-AM|BR-BA|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RO|BR-SP,Vitex,cymosa,NA,correct
Vitex krukovii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,23340,Vitex krukovii Moldenke,NA,Lamiaceae,species,accepted,Vitex krukovii,NA,NA,Vitex krukovii,BR-AC|BR-AM,Vitex,krukovii,NA,correct
Vitex megapotamica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8377,Vitex megapotamica (Spreng.) Moldenke,NA,Lamiaceae,species,accepted,Vitex megapotamica,NA,NA,Vitex megapotamica,BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vitex,megapotamica,NA,correct
Vitex mexiae,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,8369,Vitex mexiae Moldenke,NA,Lamiaceae,species,accepted,Vitex mexiae,NA,NA,Vitex mexiae,BR-MG|BR-PR|BR-RJ|BR-SP,Vitex,mexiae,NA,correct
Vitex polygama,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8371,Vitex polygama Cham.,NA,Lamiaceae,species,accepted,Vitex polygama,NA,NA,Vitex polygama,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-SC|BR-SE|BR-SP|BR-TO,Vitex,polygama,NA,correct
Vitex polygama var. bakeri,sima,NA,NE,NA,NA,NA,NA,NA,NA,NA,25608,Vitex panshiniana Moldenke,NA,Lamiaceae,species,accepted,Vitex panshiniana,NA,replaced synonym,Vitex polygama var. bakeri,BR-AC|BR-AP|BR-CE|BR-GO|BR-MA|BR-MT|BR-PA|BR-PI|BR-TO,Vitex,panshiniana,NA,correct
Vitex sellowiana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,8374,Vitex sellowiana Cham.,NA,Lamiaceae,species,accepted,Vitex sellowiana,NA,NA,Vitex sellowiana,BR-AM|BR-GO|BR-MG|BR-PR|BR-SP,Vitex,sellowiana,NA,correct
Vittetia bishopii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,27495,Vittetia bishopii R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Vittetia bishopii,DD,NA,Vittetia bishopii,BR-MG,Vittetia,bishopii,NA,correct
Vochysia angelica,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,15298,Vochysia angelica M.C.Vianna & Fontella,NA,Vochysiaceae,species,accepted,Vochysia angelica,EN,NA,Vochysia angelica,BR-BA|BR-ES|BR-RJ,Vochysia,angelica,NA,correct
Vochysia bifalcata,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,15299,Vochysia bifalcata Warm.,NA,Vochysiaceae,species,accepted,Vochysia bifalcata,NA,NA,Vochysia bifalcata,BR-PR|BR-RJ|BR-SP,Vochysia,bifalcata,NA,correct
Vochysia fontellae,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,103675,Vochysia fontellae Paula,NA,Vochysiaceae,species,accepted,Vochysia fontellae,NA,NA,Vochysia fontellae,BR-RO,Vochysia,fontellae,NA,correct
Vochysia glazioviana,cncflora_ckan,NA,NA,NA,NA,NA,EN,NA,NA,NA,15306,Vochysia glazioviana Warm.,NA,Vochysiaceae,species,accepted,Vochysia glazioviana,NA,NA,Vochysia glazioviana,BR-RJ|BR-SP,Vochysia,glazioviana,NA,correct
Vochysia laurifolia,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,33326,Vochysia laurifolia Warm.,NA,Vochysiaceae,species,accepted,Vochysia laurifolia,NA,NA,Vochysia laurifolia,BR-BA|BR-CE|BR-ES|BR-MG|BR-PE|BR-RJ|BR-SP,Vochysia,laurifolia,NA,correct
Vochysia magnifica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,15308,Vochysia magnifica Warm.,NA,Vochysiaceae,species,accepted,Vochysia magnifica,NA,NA,Vochysia magnifica,BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Vochysia,magnifica,NA,correct
Vochysia oppugnata,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,15310,Vochysia oppugnata (Vell.) Warm.,NA,Vochysiaceae,species,accepted,Vochysia oppugnata,NA,NA,Vochysia oppugnata,BR-BA|BR-DF|BR-MG|BR-RJ|BR-SP,Vochysia,oppugnata,NA,correct
Vochysia pachyantha,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,79809,Vochysia pachyantha Ducke,NA,Vochysiaceae,species,accepted,Vochysia pachyantha,NA,NA,Vochysia pachyantha,BR-AM,Vochysia,pachyantha,NA,correct
Vochysia parviflora,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,79811,Vochysia parviflora Spruce ex Warm.,NA,Vochysiaceae,species,accepted,Vochysia parviflora,NA,NA,Vochysia parviflora,BR-AM,Vochysia,parviflora,NA,correct
Vochysia pygmaea,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,15311,Vochysia pygmaea Bong.,NA,Vochysiaceae,species,accepted,Vochysia pygmaea,EN|EN,NA,Vochysia pygmaea,BR-MG,Vochysia,pygmaea,NA,correct
Vochysia revoluta,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,79814,Vochysia revoluta Ducke,NA,Vochysiaceae,species,accepted,Vochysia revoluta,NA,NA,Vochysia revoluta,BR-AM|BR-RR,Vochysia,revoluta,NA,correct
Vochysia rufa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,15316,Vochysia rufa Mart.,NA,Vochysiaceae,species,accepted,Vochysia rufa,NA,NA,Vochysia rufa,BR-BA|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-SP|BR-TO,Vochysia,rufa,NA,correct
Vochysia santaluciae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,103671,Vochysia santaluciae M.C.Vianna & Fontella,NA,Vochysiaceae,species,accepted,Vochysia santaluciae,EN,NA,Vochysia santaluciae,BR-ES,Vochysia,santaluciae,NA,correct
Vochysia schwackeana,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,15318,Vochysia schwackeana Warm.,NA,Vochysiaceae,species,accepted,Vochysia schwackeana,NA,NA,Vochysia schwackeana,BR-MG|BR-RJ|BR-SP,Vochysia,schwackeana,NA,correct
Vochysia thyrsoidea,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,15321,Vochysia thyrsoidea Pohl,NA,Vochysiaceae,species,accepted,Vochysia thyrsoidea,NA,NA,Vochysia thyrsoidea,BR-BA|BR-CE|BR-DF|BR-GO|BR-MG|BR-SP,Vochysia,thyrsoidea,NA,correct
Vochysia tucanorum,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,15322,Vochysia tucanorum Mart.,NA,Vochysiaceae,species,accepted,Vochysia tucanorum,NA,NA,Vochysia tucanorum,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-SP|BR-TO,Vochysia,tucanorum,NA,correct
Vouacapoua americana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,83868,Vouacapoua americana Aubl.,NA,Fabaceae,species,accepted,Vouacapoua americana,EN,NA,Vouacapoua americana,BR-AM|BR-AP|BR-MA|BR-PA,Vouacapoua,americana,NA,correct
Voyria aphylla,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,7793,Voyria aphylla (Jacq.) Pers.,NA,Gentianaceae,species,accepted,Voyria aphylla,DD,NA,Voyria aphylla,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-MG|BR-MT|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP,Voyria,aphylla,NA,correct
Vriesea altimontana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6416,Vriesea altimontana E.Pereira & Martinelli,NA,Bromeliaceae,species,accepted,Vriesea altimontana,EN,NA,Vriesea altimontana,BR-RJ,Vriesea,altimontana,NA,correct
Vriesea altomacaensis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6418,Vriesea altomacaensis A.F.Costa,NA,Bromeliaceae,species,accepted,Vriesea altomacaensis,CR,NA,Vriesea altomacaensis,BR-RJ,Vriesea,altomacaensis,NA,correct
Vriesea amadoi,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,603967,"Stigmatodon amadoi (Leme) Leme, G.K.Br. & Barfuss",NA,Bromeliaceae,species,accepted,Stigmatodon amadoi,CR,replaced synonym,Vriesea amadoi,BR-ES,Stigmatodon,amadoi,NA,NA
Vriesea amethystina,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6420,Vriesea amethystina E.Morren,NA,Bromeliaceae,species,accepted,Vriesea amethystina,CR,NA,Vriesea amethystina,BR-ES|BR-RJ,Vriesea,amethystina,NA,correct
Vriesea arachnoidea,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6422,Vriesea arachnoidea A.F.Costa,NA,Bromeliaceae,species,accepted,Vriesea arachnoidea,EN,NA,Vriesea arachnoidea,BR-MG|BR-RJ,Vriesea,arachnoidea,NA,correct
Vriesea biguassuensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6429,Vriesea biguassuensis Reitz,NA,Bromeliaceae,species,accepted,Vriesea biguassuensis,EN,NA,Vriesea biguassuensis,BR-SC,Vriesea,biguassuensis,NA,correct
Vriesea bituminosa,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,6431,Vriesea bituminosa Wawra,NA,Bromeliaceae,species,accepted,Vriesea bituminosa,LC,NA,Vriesea bituminosa,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,Vriesea,bituminosa,NA,correct
Vriesea bleherae,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6433,Vriesea bleherae Roth & W. Weber,NA,Bromeliaceae,species,accepted,Vriesea bleherae,CR,NA,Vriesea bleherae,BR-RJ,Vriesea,bleherae,NA,correct
Vriesea botafogensis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6434,Vriesea botafogensis Mez,NA,Bromeliaceae,species,accepted,Vriesea botafogensis,CR,NA,Vriesea botafogensis,BR-RJ,Vriesea,botafogensis,NA,correct
Vriesea brassicoides,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,603953,"Stigmatodon brassicoides (Baker) Leme, G.K.Br. & Barfuss",NA,Bromeliaceae,species,accepted,Stigmatodon brassicoides,EN,replaced synonym,Vriesea brassicoides,BR-RJ,Stigmatodon,brassicoides,NA,NA
Vriesea breviscapa,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6436,Vriesea breviscapa (E.Pereira & I.A.Penna) Leme,NA,Bromeliaceae,species,accepted,Vriesea breviscapa,DD,NA,Vriesea breviscapa,BR-BA|BR-ES|BR-MG,Vriesea,breviscapa,NA,correct
Vriesea cacuminis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6438,Vriesea cacuminis L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea cacuminis,EN,NA,Vriesea cacuminis,BR-MG,Vriesea,cacuminis,NA,correct
Vriesea calimaniana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,6439,Vriesea calimaniana Leme & W.Till,NA,Bromeliaceae,species,accepted,Vriesea calimaniana,CR,NA,Vriesea calimaniana,BR-ES,Vriesea,calimaniana,NA,correct
Vriesea carinata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6441,Vriesea carinata Wawra,NA,Bromeliaceae,species,accepted,Vriesea carinata,LC,NA,Vriesea carinata,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vriesea,carinata,NA,correct
Vriesea cearensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6442,Vriesea cearensis L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea cearensis,EN,NA,Vriesea cearensis,BR-CE,Vriesea,cearensis,NA,correct
Vriesea clausseniana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6443,Vriesea clausseniana (Baker) Mez,NA,Bromeliaceae,species,accepted,Vriesea clausseniana,DD,NA,Vriesea clausseniana,BR-MG,Vriesea,clausseniana,NA,correct
Vriesea colnagoi,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6444,Vriesea colnagoi E.Pereira & I.A.Penna,NA,Bromeliaceae,species,accepted,Vriesea colnagoi,DD,NA,Vriesea colnagoi,BR-ES,Vriesea,colnagoi,NA,correct
Vriesea costae,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,603954,"Stigmatodon costae (B.R.Silva & Leme) Leme, G.K.Br. & Barfuss",NA,Bromeliaceae,species,accepted,Stigmatodon costae,CR,replaced synonym,Vriesea costae,BR-RJ,Stigmatodon,costae,NA,NA
Vriesea debilis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6450,Vriesea debilis Leme,NA,Bromeliaceae,species,accepted,Vriesea debilis,DD,NA,Vriesea debilis,BR-ES,Vriesea,debilis,NA,correct
Vriesea delicatula,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,6452,Vriesea delicatula L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea delicatula,VU,NA,Vriesea delicatula,BR-ES,Vriesea,delicatula,NA,correct
Vriesea diamantinensis,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,27711,Vriesea diamantinensis Leme,NA,Bromeliaceae,species,accepted,Vriesea diamantinensis,EN,NA,Vriesea diamantinensis,BR-MG,Vriesea,diamantinensis,NA,correct
Vriesea drepanocarpa,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6454,Vriesea drepanocarpa (Baker) Mez,NA,Bromeliaceae,species,accepted,Vriesea drepanocarpa,LC,NA,Vriesea drepanocarpa,BR-BA|BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vriesea,drepanocarpa,NA,correct
Vriesea eltoniana,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6456,Vriesea eltoniana E.Pereira & I.A.Penna,NA,Bromeliaceae,species,accepted,Vriesea eltoniana,EN,NA,Vriesea eltoniana,BR-RJ,Vriesea,eltoniana,NA,correct
Vriesea erythrodactylon,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6458,Vriesea erythrodactylon E.Morren ex Mez,NA,Bromeliaceae,species,accepted,Vriesea erythrodactylon,LC,NA,Vriesea erythrodactylon,BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Vriesea,erythrodactylon,NA,correct
Vriesea flammea,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6461,Vriesea flammea L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea flammea,LC,NA,Vriesea flammea,BR-BA|BR-ES|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vriesea,flammea,NA,correct
Vriesea flava,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA,34513,"Vriesea flava A.F.Costa, H.Luther & Wand.",NA,Bromeliaceae,species,accepted,Vriesea flava,NT,NA,Vriesea flava,BR-PR|BR-RS|BR-SC|BR-SP,Vriesea,flava,NA,correct
Vriesea fosteriana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6465,Vriesea fosteriana L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea fosteriana,DD,NA,Vriesea fosteriana,BR-ES|BR-RJ,Vriesea,fosteriana,NA,correct
Vriesea friburgensis var. tucumanensis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,34516,Vriesea friburgensis var. tucumanensis (Mez) L.B.Sm.,NA,Bromeliaceae,variety,accepted,Vriesea friburgensis var. tucumanensis,LC,NA,Vriesea friburgensis var. tucumanensis,BR-PR|BR-RS|BR-SC|BR-SP,Vriesea,friburgensis,tucumanensis,correct
Vriesea funebris,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,603958,"Stigmatodon funebris  (L.B.Sm.) Leme, G.K.Br. & Barfuss",NA,Bromeliaceae,species,accepted,Stigmatodon funebris,EN,replaced synonym,Vriesea funebris,BR-ES,Stigmatodon,funebris,NA,NA
Vriesea gigantea,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6472,Vriesea gigantea Gaudich.,NA,Bromeliaceae,species,accepted,Vriesea gigantea,LC,NA,Vriesea gigantea,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vriesea,gigantea,NA,correct
Vriesea gracilior,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,6474,Vriesea gracilior (L.B.Sm.) Leme,NA,Bromeliaceae,species,accepted,Vriesea gracilior,VU,NA,Vriesea gracilior,BR-ES,Vriesea,gracilior,NA,correct
Vriesea harrylutheri,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,603961,"Stigmatodon harrylutheri (Leme & G.K.Br.) Leme, G.K.Br. & Barfuss",NA,Bromeliaceae,species,accepted,Stigmatodon harrylutheri,CR,replaced synonym,Vriesea harrylutheri,BR-ES,Stigmatodon,harrylutheri,NA,NA
Vriesea hieroglyphica,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,6480,Vriesea hieroglyphica (Carrière) E.Morren,NA,Bromeliaceae,species,accepted,Vriesea hieroglyphica,LC,NA,Vriesea hieroglyphica,BR-ES|BR-PR|BR-RJ|BR-SP,Vriesea,hieroglyphica,NA,correct
Vriesea hoehneana,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6481,Vriesea hoehneana L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea hoehneana,LC,NA,Vriesea hoehneana,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Vriesea,hoehneana,NA,correct
Vriesea incurvata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6483,Vriesea incurvata Gaudich.,NA,Bromeliaceae,species,accepted,Vriesea incurvata,LC,NA,Vriesea incurvata,BR-PR|BR-RS|BR-SC|BR-SP,Vriesea,incurvata,NA,correct
Vriesea itatiaiae,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA,6486,Vriesea itatiaiae Wawra,NA,Bromeliaceae,species,accepted,Vriesea itatiaiae,NT,NA,Vriesea itatiaiae,BR-ES|BR-MG|BR-RJ|BR-SP,Vriesea,itatiaiae,NA,correct
Vriesea kautskyana,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,6490,Vriesea kautskyana E.Pereira & I.A.Penna,NA,Bromeliaceae,species,accepted,Vriesea kautskyana,VU,NA,Vriesea kautskyana,BR-ES|BR-RJ,Vriesea,kautskyana,NA,correct
Vriesea languida,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6492,Vriesea languida L.B.Sm.,NA,Bromeliaceae,species,accepted,Vriesea languida,DD,NA,Vriesea languida,BR-ES,Vriesea,languida,NA,correct
