"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","typeStatus","sex"
"48","2019-05-06 12:01:21-03","UFU","HUFU","13939","S","Plantae",NA,NA,"Orchidaceae","Pelexia","hysterantha","Pelexia hysterantha","(Barb.Rodr.) Schltr.","Batista, J.A.N.","Nakajima, J.N.; Romero, R.; Furlan, A. & Farinaccio, M.A.","2238","1997","02","22",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Final da estrada para a Fazenda do Fundão.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Terrestre, ca. 0,4 m. Folhas basais avermelhadas, cálice esverdeado, ápice creme, corola branca, guia de néctar esverdeado e coluna esverdeada.; Campo rupestre.","HUFU00035720","HUFU00035720","São Roque de Minas","2000","02",NA,NA,NA,"57119","auto","24",NA,NA,NA,NA,NA
"49","2021-02-23 13:22:55-03","MN","R-TIPOS","199741","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Smidt, E.C.","Alves, R.J.V.","391","1988","05","16",NA,"Brasil","Minas Gerais","Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"R000199741","R000199741_001","Tiradentes","2002","10",NA,NA,NA,"10355","auto",NA,NA,NA,NA,"Isotypus de Pelexia phallocallosa R.J.V. Alves",NA
"50","2021-03-04 15:42:06-03","IF","SPSF","43802","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.",NA,NA,"1346","2010","05","12","América do Sul","Brasil","SP","Estação Ecológica","-48.8699989318848","-23.9799995422363",NA,NA,NA,"COLETA: Herbácea, flores brancas apicais, haste floral com aproximadamente 0,4 m.;",NA,NA,"Itapeva",NA,NA,NA,NA,"Liliopsida","42926","auto",NA,NA,NA,NA,NA,NA
"51","2021-03-04 15:42:06-03","IF","SPSF","43743","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.",NA,NA,"276","2010","05","11","América do Sul","Brasil","SP","Estação Experimental","-49.071944","-24.063333",NA,NA,NA,"COLETA: Orquídea terrestre com flores brancas, haste com aproximadamente 0,3m.; GEOGRAFIA: Entrada para a trilha do lajeado.;",NA,NA,"Itapeva",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:52:19-03","UFRGS","ICN","177524","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pachygenium","orthosepalum","Pachygenium orthosepalum","(Rchb. f. & Warm.) Szlach., Tamayo & Rutk.","Buzatto, CR","Buzatto, CR","589","2009","12","15","América do Sul","Brasil","RS",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"ICN00040811",NA,"Porto Alegre","2009","12",NA,NA,NA,"29946","auto","15",NA,NA,NA,NA,NA
"53","2021-02-08 12:52:19-03","UFRGS","ICN","177523","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pachygenium","orthosepalum","Pachygenium orthosepalum","(Rchb. f. & Warm.) Szlach., Tamayo & Rutk.","Buzatto, CR","Buzatto, CR","586","2009","11","16","América do Sul","Brasil","RS",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"ICN00040812",NA,"Porto Alegre","2009","11",NA,NA,NA,"29946","auto","16",NA,NA,NA,NA,NA
"54","2021-02-08 12:52:19-03","UFRGS","ICN","177550","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pachygenium","orthosepalum","Pachygenium orthosepalum","(Rchb. f. & Warm.) Szlach., Tamayo & Rutk.","Buzatto, CR","Buzatto, CR","694","2011","01","25","América do Sul","Brasil","RS",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"ICN00040813",NA,"São Francisco de Paula","2011","01",NA,NA,NA,"76715","auto","25",NA,NA,NA,NA,NA
"55","2021-02-08 12:52:19-03","UFRGS","ICN","156239","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Buzatto, CR","Setubal, R; Grings, M; Mello, A","477","2006","10","12","América do Sul","Brasil","RS","morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,NA,"em campo rupestre de topo de morro","ICN00040836",NA,"Porto Alegre",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:52:19-03","UFRGS","ICN","158344","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Singer, RB","Buzatto, CR","450","2008","12","04","América do Sul","Brasil","RS","Morro Tapera","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"ICN00040837",NA,"Porto Alegre",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:52:19-03","UFRGS","ICN","160642","S","Plantae","Monocotyledon",NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schltr.","Buzatto, CR","Buzatto, CR","471","2009","01","15","América do Sul","Brasil","RS","RS 110 Rio Santa Cruz","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"ICN00040838",NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:13:40-03","IBt","SP","195411","S","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Smidt, EC","Rossi, L; Furlan, A; Menezes, NL; Hensold, N; Wagner, HL; Isejima, EM","CFCR3345","1982","04","11",NA,"Brasil","Minas Gerais","Estrada para Cons. a 2 km do asfalto","-43.716667","-18.266667","1010","1010",NA,NA,NA,NA,"Diamantina","2002","12","-43.716667","-18.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:40-03","IBt","SP","474309","S","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Vieira, TL","Valente, GE; Azevedo, AA; Meira, RMSA; Dalvi, VC","2032","2008","03","11",NA,"Brasil","Minas Gerais","Serra do Ouro Branco","-43.638889","-20.504167","1321","1321",NA,NA,NA,NA,"Ouro Branco","2015","05","-43.638889","-20.504167",NA,NA,NA,"19",NA,NA,NA,NA,NA
"60","2020-12-03 09:41:12-03","IBt","SP","474323","S","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Vieira, TL","Souza, VC; Miyagi, PH; Souza, JP","8093","1995","03","09",NA,"Brasil","Minas Gerais","Estrada Ouro Branco - Ouro Preto, ca. 6 km de Ouro Branco. Estrada para o Morro do Gabriel","-43.638611","-20.505556","1300","1300",NA,NA,NA,NA,"Ouro Branco","2015","10","-43.638611","-20.505556",NA,NA,NA,"14",NA,NA,NA,NA,NA
"61","2019-11-21 10:13:40-03","IBt","SP","48272","S","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Smidt, EC","Mendes Magalhães, G","1093","1942","01","18",NA,"Brasil","Minas Gerais","Alto da serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:40-03","IBt","SP","37521","S","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Barros, F","Mello Barreto","4874","1934","02","02",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 128, Palácio","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"Santa Luzia","1983","07",NA,NA,NA,"19939","auto","01",NA,NA,NA,NA,NA
"63","2019-11-21 10:13:40-03","IBt","SP","195341","S","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb.f. & Warm.) Schltr.","Guimarães, LRS","Giulietti, AM; et al.","CFSC7330","1981","06","30",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 137, estrada Lagoa Santa - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho","2009","07",NA,NA,NA,"26557","auto","28",NA,NA,NA,NA,NA
"64","2020-03-25 19:38:23-03","GH","HU-HERB","GH 02091052","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Pelexia","orthosepala","Pelexia orthosepala","(Rchb. f. & Warm.) Schlechter",NA,"G. G. Hatschbach",NA,"1967","2","15","South America","Brazil","Paraná","Lapa. Rio Passa Dois.",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
