"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","dayIdentified","continentOcean","preparationType","previousCatalogNumber","barcode","infraspecificEpithet","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"118","2016-09-27 03:15:00-03","NY","NYBG","00723551","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"K. E. Roe",NA,NA,"F. J. Breteler","3948","1964","05","08","Venezuela","Barinas",NA,"Ticoporo forest reserve","-70.75","8.25",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860764' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723551",NA,NA,NA,"350","350",NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","00723562","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"M. H. Nee","17097","1979","07","31","Venezuela","Portuguesa",NA,"Along Río Are, vicinity of Aparición",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860840' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723562",NA,NA,"NY00723562_01","175","175",NA,NA,NA,NA,NA,NA,NA
"120","2016-09-27 02:41:00-03","NY","NYBG","00712292","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"M. Bang","2527",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=849101' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00712292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","00723533","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"N. L. Britton","1584","1920","04","08","Trinidad and Tobago",NA,NA,"Trinidad. Caura Valley Road",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860738' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2016-09-27 03:10:00-03","NY","NYBG","00723534","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"W. E. Broadway","3537","1910","04","21","Trinidad and Tobago","Tobago",NA,"[Unclear: Rockley] Vale",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860739' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2016-09-27 03:02:00-03","NY","NYBG","00712293","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"M. Bang","2527",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=849102' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00712293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2016-09-27 03:10:00-03","NY","NYBG","00712291","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"M. Bang","2868",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=849066' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00712291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","00723553","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","M. H. Nee",NA,NA,"R. L. Liesner","8343","1979","06","29","Venezuela",NA,NA,"Disputed area between Estado Falcón and Estado Lara. Cerro Socopa","-70.8","10.48",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860767' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723553",NA,NA,"NY00723553_01","1200","1560",NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","2447072","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","S. D. Knapp",NA,NA,"J. R. Maciel","1642","2012","01","19","Brazil","Pernambuco","Recife","Jardim Botânico do Recife.","-34.9686","-8.0786",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2325204' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY02447072",NA,NA,"NY02447072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2016-09-27 03:02:00-03","NY","NYBG","00723549","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"W. E. Broadway","89","1923","01","05","Venezuela",NA,NA,"Vicinity of Cristobal Colon",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860761' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2016-09-27 18:08:00-03","NY","NYBG","00723545","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"K. E. Roe",NA,NA,"A. L. Bernardi","5818","1956","11","22","Venezuela","Miranda",NA,"Guatopo. Rio Cuira",NA,NA,NA,"[5818 written in pencil above label; assumed to be collection number] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860756' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723545",NA,NA,NA,"400","600",NA,NA,NA,NA,NA,NA,NA
"129","2016-09-27 02:13:00-03","NY","NYBG","00723555","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"O. O. Miller","222","1901","07",NA,"Venezuela",NA,NA,"Island of Margarita. El Valle",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860770' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","00723550","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"J. A. Steyermark","107731","1973","08","18","Venezuela","Sucre","Sucre","Fila de Guayuta, entre La Mediania y Los Altos",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860762' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723550",NA,NA,"NY00723550_01","600","700",NA,NA,NA,NA,NA,NA,NA
"131","2016-09-27 01:05:00-03","NY","NYBG","00723529","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"K. E. Roe",NA,NA,"H. García-Barriga","18228","1965","05","10","Colombia","Santander",NA,"Santander del Norte: Corregimiento Reyes Hoya del Río Sardinata, Finca La Soledad y carretera a Tibú",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860680' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723529",NA,NA,NA,"50","70",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","00723556","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"M. H. Nee","17090","1979","07","31","Venezuela","Barinas",NA,"Outskirts of city of Barinitas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860773' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723556",NA,NA,"NY00723556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2017-02-01 13:45:00-02","NY","NYBG","00829067","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"L. L. Giacomin",NA,NA,"R. Romero-Castañeda","3825","1952","11","29","Colombia","Vaupés",NA,"En Monfort.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940619' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00829067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2016-09-27 02:26:00-03","NY","NYBG","00723544","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"J. R. Johnston","74","1903","07","15","Venezuela",NA,NA,"Island of Margarita. El Valle",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860755' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 16:37:00-03","NY","NYBG","00723557","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","K. E. Roe",NA,NA,"E. G. Holt","162","1929","11","04","Venezuela","Bolívar",NA,"Ciudad Bolívar",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860774' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723557",NA,NA,NA,"35","35",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","00723541","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","M. H. Nee",NA,NA,"B. M. Boom","6274","1985","10","07","Venezuela","Bolívar","Cedeño","Vicinity of Panare village of Corozal, 6 km from Maniapure toward Caicara; above village","-66.5","6.92",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860752' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723541",NA,NA,"NY00723541_01","100","100",NA,NA,NA,NA,NA,NA,NA
"137","2016-09-27 00:26:00-03","NY","NYBG","00723548","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"K. E. Roe",NA,NA,"J. Saer d'Heguert","806","1941","06",NA,"Venezuela",NA,NA,"Alrededores de Tocuyito, distrito Valencia",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860759' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","00723532","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"D. Philcox","7694","1975","04","21","Trinidad and Tobago",NA,NA,"Trinidad. Government Farm, St. Joseph",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860736' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2016-09-27 16:10:00-03","NY","NYBG","00723531","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"C. V. Morton",NA,NA,"H. H. Smith","2660","1898","05","18","Colombia",NA,NA,"Santa Marta. Near the coast of [Unclear: Don Diego]",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860682' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","00723558","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","M. H. Nee",NA,NA,"R. Gómez","10","1980","11","22","Venezuela","Apure",NA,"San Fernando de Apure (en las afueras), Hato La Guanota, orilla del dique norte de la celda nº 1","-67.53","7.9",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860776' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723558",NA,NA,"NY00723558_01","45","45",NA,NA,NA,NA,NA,NA,NA
"141","2017-02-01 13:45:00-02","NY","NYBG","00723546","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"L. L. Giacomin",NA,NA,"R. L. Liesner","10673","1981","03","16","Venezuela","Mérida",NA,"2-4 km above dam site on Rio Guaimaral","-71.48","7.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860757' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723546",NA,NA,NA,"200","400",NA,NA,NA,NA,NA,NA,NA
"142","2016-09-27 05:27:00-03","NY","NYBG","00723561","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"W. G. D'Arcy",NA,NA,"R. L. Liesner","11920","1981","05","16","Venezuela","Miranda",NA,"7 km east of Cúpira: new road 1 km south of main road. Starting at Río Chupaquire south of El Guacuco","-65.63","10.15",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860839' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723561",NA,NA,NA,NA,"150",NA,NA,NA,NA,NA,NA,NA
"143","2016-09-27 03:30:00-03","NY","NYBG","00723559","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,NA,NA,NA,"N. Ramírez","2223","1987","06","21","Venezuela","Guárico",NA,"Estación Biológica de los Llanos de la Sociedad Venezolana de Ciencias Naturales. Ubicada aproximadamente a 12 Km SE de Calabozo","-67.42","8.93",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860837' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723559",NA,NA,"NY00723559_01","75","75",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","00723543","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","M. H. Nee",NA,NA,"J. A. Steyermark","220","1960","04","15","Venezuela","Bolívar",NA,"Fila de La Danta, between campamento 125 and km. 127, between Luepa and Cerro Venamo. Vicinity of camp at km. 125",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860754' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723543",NA,NA,"NY00723543_01","1200","1200",NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","00723536","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","C. V. Morton",NA,NA,"L. A. M. Riley","90","1924","05","28","Trinidad and Tobago",NA,NA,"Trinidad. Cumuto Road",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860745' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723536",NA,NA,NA,"30","30",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","00712289","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"L. J. Dorr","6782","1989","12","22","Bolivia","La Paz","Inquisivi","NW of Sita, steep slopes facing Inquisivi","-67.17","-16.97",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=849049' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00712289",NA,NA,NA,"2900","2900",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","01116760","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.","L. L. Giacomin",NA,NA,"B. R. Ramírez P.","859","1987","03","04","Colombia","Cauca",NA,"Bota Caucana. Orillas del rio Caqueta. Ca. a Condagua.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257046' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01116760",NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","00723537","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"C. E. O. Kuntze","874","1874","04",NA,"Trinidad and Tobago",NA,NA,"Trinidad.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860747' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","00723564","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor","Willd. ex Roem. & Schult.",NA,NA,NA,"M. H. Nee","17111","1979","07","31","Venezuela","Cojedes",NA,"At Monumento a Taguanes, in flat llanos along Hwy. 5, 1 km. NE of Tinaquillas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860842' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723564",NA,NA,"NY00723564_01","500","500",NA,NA,NA,NA,NA,NA,NA
"150","2016-09-27 14:47:00-03","NY","NYBG","00723540","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","bicolor","Solanum bicolor",NA,"C. E. Benítez de Rojas",NA,NA,"G. de Martino","SPB194","1991","05","28","Venezuela","Bolívar",NA,"Mcpo. Cunaviche, Dtto. Pedro Camejo. Cercano al paso del Rio Cunaviche, Finca Agropecuaria San José",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860750' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-15 16:37:00-03","NY","NYBG","452040","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","hatschbachii","Solanum hatschbachii","Carvalho",NA,NA,NA,"G. G. Hatschbach","26837","1971","07","06","Brazil","Paraná","Bocaiúva do Sul","Sumidouro","-49.115","-25.2061",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528702' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00452040",NA,"isotype","NY00452040_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","770256","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"J. R. Pirani","2903","1993","05","18","Brazil","Rio de Janeiro","Resende","Estrada Resende-Formoso, a ca. 20km de Resende.","-44.4467","-22.4692",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110555' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770256",NA,NA,"NY00770256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","00697404","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","J. R. Stehmann",NA,NA,"J. R. Stehmann","2240","1997","04","19","Brazil","Minas Gerais","Santa Bárbara","Santa Bárbara, Serra do Caraça","-43.4153","-19.9594",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833363' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697404",NA,NA,"NY00697404_01","1300","1300",NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","00723804","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"S. D. Knapp","6740","1984","10","10","Venezuela","Bolívar",NA,"Gran Sabana. Ca. 30 km. W. of Sta. Elena de Uairen on road to Icabaru, near Brazilian border","-61","4.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=861308' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00723804",NA,NA,"NY00723804_01","900","900",NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","00697411","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"J. Cordeiro","1340","1996","10","24","Brazil","Paraná","Quatro Barras","Serra da Baitaca","-49.0767","-25.3658",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=833397' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00697411",NA,NA,"NY00697411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","770299","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"G. A. Aymard Corredor","4709","1986","10","21","Venezuela","Bolívar","Sifontes","Sector La Hoyada (Paraytepuy), 7km al N-W del Caserío El Pilón. 58km al W de Sta. Elena de Uairén.","-61.55","4.67",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110548' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770299",NA,NA,"NY00770299_01","850","850",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","298156","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"W. W. Thomas","11424","1997","04","04","Brazil","Bahia","Almadina","5.3 km. from Almadina on road to Ibatupã, then left 7.9 km. on road to Serra dos Sete Paus.","-39.6992","-14.7364",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110562' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00298156",NA,NA,"NY00298156_01","500","650",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","770266","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"G. G. Hatschbach","24674","1970","09","10","Brazil","Paraná","Campina Grande do Sul","Jaguatirica.","-49.0553","-25.3058",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110576' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770266",NA,NA,"NY00770266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","770275","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","L. de F. de Carvalho",NA,NA,"T. Sendulsky","1001","1968","08","13","Brazil","São Paulo","Sao Paulo","Jardim Botânico e Parque do Estado.","-46.621883","-23.654505",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110572' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770275",NA,NA,"NY00770275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","1522542","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"C. N. Fraga","3137","2010","10","20","Brazil","Rio de Janeiro","Rio de Janeiro","Itanahgá, Morro do Focinho do Cavalo. Estrada Barra da Tijuca em frente a Ponte Velha. Área do emboque do tunel do metrô da linha 4 do Metro Rio-Barra, material proveniente do resgate da flora para instalação do túnel.","-43.3028","-23.0061",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1753450' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY01522542",NA,NA,"NY01522542_01","40",NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","770297","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","M. H. Nee",NA,NA,"A. M. Amorim","2011","1996","09","26","Brazil","Bahia","Una","Reserva Biológica do Mico-leado (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na estrada que leva a Fazenda Jaqueiral.","-39.08","-15.15",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110560' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00770297",NA,NA,"NY00770297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
