"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","dayIdentified","continentOcean","preparationType","previousCatalogNumber","barcode","infraspecificEpithet","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"2304","2021-03-04 15:46:45-03","IF","SPSF","06159","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"A.Custodio Filho & A.C.Dias","284","1980","07","12","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242","38855","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2305","2021-03-04 15:46:45-03","IF","SPSF","25923","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"J.E.A.Bertoni","351","1998","07","01","Brasil","SP","Porto Ferreira","Parque Estadual","-47.4700012207031","-21.8500003814697","13859","COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2306","2021-03-04 15:46:45-03","IF","SPSF","44723","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal","G.A.D.C. Franco","2010","05","B.A.Aranha","634","2010","04","20","Brasil","SP","Santo André","Parque Natural Municipal Nascentes do Paranapiacaba","-46.5299987792969","-23.6599998474121","27258","COLETA: Árvore 8m altura, flores.; GEOGRAFIA: Trilha da Pontinha.;","auto","21","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2307","2021-03-04 15:46:45-03","IF","SPSF","00607","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"F.Glassauer",NA,"1943","06","01","Brasil","SP","Sao Jose do Rio Pardo",NA,"-46.8800010681152","-21.5900001525879","15885","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2308","2021-03-04 15:46:45-03","IF","SPSF","23495","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"V.F.Kinupp","617","1997","06","16","Brasil","PR","Cambé","parque municipal Peroba rosa","-51.2783012390137","-23.2758007049561","29438","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2309","2021-03-04 15:46:45-03","IF","SPSF","33363","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"F.A.R.D.P.Arzolla","586","2004","08","08","Brasil","SP","Águas de São Pedro","sob plantio de eucalipto","-47.8760986328125","-22.5993995666504","1825","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2310","2021-03-04 15:46:45-03","IF","SPSF","28662","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"L.Rossi","2170","2000","09","20","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334","30093","COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2311","2021-03-04 15:46:45-03","IF","SPSF","47366","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal",NA,NA,NA,"G.D.Colletta & A.G.Aguirre & J.Teixeira","1217","2013","06","15","Brasil","SP","Ilhabela","Trilha de Castelhanos","-45.3499984741211","-23.7700004577637","23719","COLETA: Árvore com 6m de altura, face abaxial das folhas prateadas, estames amarelos.; GEOGRAFIA: Trilha da escada. Floresta Ombrófila Densa.;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2312","2021-03-04 15:46:45-03","IF","SPSF","29605","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"F.M.Souza","232","2001","04","17","Brasil","SP","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu","-46.7799987792969","-24.1800003051758","26998","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2313","2021-03-04 15:46:45-03","IF","SPSF","34047","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"F.A.R.D.P.Arzolla","671","2005","02","20","Brasil","SP","Itirapina","Serra do Itaqueri","-47.8199996948242","-22.25","22843","COLETA: XLS: SPSFAntigo; GEOGRAFIA: Cachoeira do Saltão&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2314","2021-03-04 15:46:45-03","IF","SPSF","27675","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"G.A.D.C. Franco","3013","2000","04","25","Brasil","SP","Salesópolis","P.E.Serra do Mar","-45.8400001525879","-23.5300006866455","18032","COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2315","2021-03-04 15:46:45-03","IF","SPSF","31191","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"A.P.Savassi","220","2002","04","20","Brasil","SP","São Miguel Arcanjo","P.E.Carlos Botelho","-47.9900016784668","-23.8700008392334","27904","COLETA: XLS: SPSFAntigo; GEOGRAFIA: borda de mata&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2316","2021-03-04 15:46:45-03","IF","SPSF","30223","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"J.R.Pirani & O.Yano","773","1983","07","27","Brasil","SP","São Sebastião","Barequeçaba","-45.4099998474121","-23.7600002288818","41977","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2317","2021-03-04 15:46:45-03","IF","SPSF","33056","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"C.Moura & F.A.R.D.P.Arzolla","57","2003","12","04","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727","25482","COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha do sitio Girau&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2318","2021-03-04 15:46:45-03","IF","SPSF","15526","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal","J.A.Pastore","2009","02","P.L.R.Moraes","478","1991","07","30","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho","-47.9199981689453","-24.3799991607666","34059","COLETA: XLS: SPSFAntigo;","auto","16","América do Sul",NA,NA,NA,NA,NA,NA,"700","700",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2319","2021-03-04 15:46:45-03","IF","SPSF","31671","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"S.Bortoleto","108","2002","04","23","Brasil","SP","Sete Barras","Parque Estadual Carlos Botelho - Núcleo Sete Barras","-47.9199981689453","-24.3799991607666","34059","COLETA: XLS: SPSFAntigo; GEOGRAFIA: borda de floresta&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2320","2021-03-04 15:46:45-03","IF","SPSF","20682","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"M.J.Robim & F.Mateus","896","1996","09","05","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta","-45.0699996948242","-23.4300003051758","34265","COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2321","2021-03-04 15:46:45-03","IF","SPSF","18250","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum","Dunal","J.A.Pastore","2009","02","A.Furlan","1455","1994","04","15","Brasil","SP","Ubatuba","Trilha da Almada","-45.0699996948242","-23.4300003051758","34265","COLETA: XLS: SPSFAntigo;","auto","16","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2322","2021-03-04 15:46:45-03","IF","SPSF","30339","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"J.R.Guillaumon",NA,"2002","09","08","Brasil","SP","Vinhedo","Condominio Estância Marambaia","-46.9700012207031","-23.0300006866455","9595","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2323","2021-03-04 15:46:45-03","IF","SPSF","34224","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","argenteum","Solanum argenteum",NA,NA,NA,NA,"J.R.Guillaumon",NA,"2005","02","13","Brasil","SP","Vinhedo","Condominio Estancia Marambaia, rua Marilia","-46.9700012207031","-23.0300006866455","9595","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2324","2021-03-04 15:46:49-03","IF","SPSF","04827","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"S.Panizza",NA,"1973","09","20","Brasil","SP","estrada da Banana",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2325","2021-03-04 15:46:49-03","IF","SPSF","33683","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"D.F.Araki","80","2003","04","19","Brasil","SP","Ribeirão Grande","Parque Estadual Intervales","-48.35","-24.3",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"788","788",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2326","2021-03-04 15:46:49-03","IF","SPSF","45542","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)",NA,NA,NA,"L.L.Giacomin & J.R.Stehmann & E.K.O.Hattori & V.Thode","1101","2009","10","12","Brasil","SP","São Paulo","estrada que liga Itapecerica a Parelheiros e Engenheiro Marsilac","-46.832778","-23.785",NA,"COLETA: Arvoreta de flores brancas; frutos cor verde claro.; GEOGRAFIA: Borda de mata vicinal;",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"867","867",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2327","2021-03-04 15:46:49-03","IF","SPSF","34114","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"F.A.R.D.P.Arzolla & A.L.A.Sene","727","2005","03","04","Brasil","SP","Piquete","fabrica Presidente Vargas","-45.26","-22.616667",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2328","2021-03-04 15:46:49-03","IF","SPSF","35244","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem. & Schult.","G.A.D.C. Franco","2009","07","F.A.R.D.P Arzolla & J.B.Pinto","954","2005","08","24","Brasil","MG","Delfim Moreira","bairro dos Machados","-45.173889","-22.541389",NA,"COLETA: Floresta Ombrófila Densa Montana.&nf;Árvore 16m, botões florais e flores brancas.; GEOGRAFIA: Região da Grota Fria.;",NA,"31","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2329","2021-03-04 15:46:49-03","IF","SPSF","37805","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem.","G.A.D.C. Franco","2006","04","R.T. Polisel","13","2006","04","02","Brasil","SP","Juquitiba","Recanto Maria Teresa","-47.1","-23.966667",NA,"COLETA: Arvoreta 3m, flores com pétalas brancas; GEOGRAFIA: Estrada da Palestina, BR-116, km.330.;",NA,"19","América do Sul",NA,NA,NA,NA,NA,NA,"700","700",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2330","2021-03-04 15:46:49-03","IF","SPSF","43323","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","G.A.D.C. Franco","2010","01","R.L.Miashike & N. M. Ivanauskas & J.B.Silva & J.R.L.Godoy & S.D.Machado","53","2009","12","07","Brasil","SP","Apiaí","Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos","-48.603056","-24.398611",NA,"COLETA: Árvore, 5m. Flores brancas.; GEOGRAFIA: Estrada de terra entre a guarita dos vigilantes e o Núcleo Caboclos, Floresta Ombrófila Densa Aluvial.;",NA,"29","América do Sul",NA,NA,NA,NA,NA,NA,"821","821",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2331","2021-03-04 15:46:49-03","IF","SPSF","44268","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","N.M.Ivanaukas","2010","09","R.L.Miashike & N.M.Ivanauskas & B.M.Beisiegel & Y.E.Tuermorezow & L.A.Ribeiro & E.T.R.Costa","101","2010","06","28","Brasil","SP","Iporanga","Parque Estadual de Intervales","-48.469444","-24.359444",NA,"COLETA: Floresta Ombrófila Densa.&nf;Arvoreta 2,3m altura; flores brancas e frutos imaturos verdes.; GEOGRAFIA: Base do Alecrim; estrada que liga a base ao Rio dos Feixos.;",NA,"30","América do Sul",NA,NA,NA,NA,NA,NA,"276","276",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2332","2021-03-04 15:46:49-03","IF","SPSF","46768","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","V.B.Ziparro","2008","12","M.H.Carvalho & E.M.B.Prata","74","2006","12","16","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","-45.058333","-23.541667",NA,"COLETA: Árvore, 10 m de altura, com botão e flor.; GEOGRAFIA: Trilha do Leste (área de brejo).;",NA,"30","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2333","2021-03-04 15:46:49-03","IF","SPSF","46878","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","L.L.Giacomin","2011","09","F.M.Souza & A.R.Duarte & D.Sampaio & R.Bernhardt & R.R.Rodrigues & V.C.Souza & J.Y.Tamashiro & S.Gandolfi & A.A.Oliveira & J.P.Souza & N.M.Ivanauskas & E.Furlan","232","2001","04","17","Brasil","SP","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu","-46.824444","-24.041111",NA,"COLETA: Arbusto, 3m alt. Flores alvas. À beira do curso d'água.; GEOGRAFIA: Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.;",NA,"30","América do Sul",NA,NA,NA,NA,NA,NA,"30","180",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2334","2021-03-04 15:46:49-03","IF","SPSF","50238","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","J.L.Marcelo-Peña","2015","06","R.M.Barroso & F.J.Kochanovski & C.Montebeller & F.M.Leme & L.F.Bacci & J.L.Marcelo-Peña & V.C.Souza & R.R.Rodrigues & J.Y.Tamashiro & N.M.Ivanauskas","32","2015","06","29","Brasil","SP","Nova Odessa","Instituto de Zootecnia","-47.289444","-22.760556",NA,"COLETA: Arbusto, 3m, flores com pétalas alvas, estames amarelos.; GEOGRAFIA: Fragmento de Floresta Estacional Semidecidual, degradada.;",NA,"29","América do Sul",NA,NA,NA,NA,NA,NA,"553","553",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2335","2021-03-04 15:46:49-03","IF","SPSF","51681","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","M.G.K. Cornia","2017","07","M.G.K. Cornia & N.M. Ivanauskas & L.N. Gonçalves & D. de Souza","263","2015","10","21","Brasil","MG","Delfim Moreira","Fazenda de São Francisco dos Campos do Jordão","-45.303611","-22.5925",NA,"COLETA: Árvore de 8 m. Flores em botão. Frutos imaturos verdes. Indivíduo 10357 da fitossociologia.; GEOGRAFIA: Floresta Ombrófila Mista.&nf;Área da parcela do estudo fitossociológico.;",NA,"25","América do Sul",NA,NA,NA,NA,NA,NA,"1598","1598",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2336","2021-03-04 15:46:49-03","IF","SPSF","52094","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Schult. & Roem.","I.Toffoli","2016","09","I.Toffoli & N.M.Ivanauskas","5","2016","09","08","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.2025","-24.291944",NA,"COLETA: Erva de 60 cm de altura. Flor em capítulos amarelos.; GEOGRAFIA: Floresta Estacional Semidecidual. Local aberto, próximo ao alojamento.;",NA,"08","América do Sul",NA,NA,NA,NA,NA,NA,"1214","1214",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2337","2021-03-04 15:46:49-03","IF","SPSF","52149","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Schult. & Roem.","G.A.D.C.Franco","2010","06","T.M.Ribeiro & R.L.R.Santos & R.T.Polisel","1","2010","06","22","Brasil","SP","Itaberá","Estação Ecológica de Itaberá","-49.144167","-23.833889",NA,"COLETA: Indivíduo com fruto.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,"30","América do Sul",NA,NA,NA,NA,NA,NA,"700","700",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2338","2021-03-04 15:46:49-03","IF","SPSF","52430","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","N.M.Ivanauskas","2018","07","R.T.Polisel & R.L.R.Santos & T.M.Ribeiro","1068","2009","03","09","Brasil","SP","Itaberá","Estação Ecológica de Itaberá","-49.144167","-23.833889",NA,"COLETA: Material infértil. Indivíduo 10257 da Fitossociologia.; GEOGRAFIA: Floresta Ombrófila Mista.;",NA,"31","América do Sul",NA,NA,NA,NA,NA,NA,"700","700",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2339","2021-03-04 15:46:49-03","IF","SPSF","53483","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","(Roem. & Schult.)","R.D.V. da Silva",NA,NA,"O.T. Aguiar et al.","1418","2015","03","11","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.218333","-24.299722",NA,"COLETA: Arvoreta. Flores.; GEOGRAFIA: Vegetação de Floresta Ombrófila Densa Alto Montana.;",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,"1155","1155",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2340","2021-03-04 15:46:49-03","IF","SPSF","04074","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"J.C. Moraes","795","1953","06","10","Brasil","PB","Areia","Escola de Agronomia do Nordeste","-35.6916999816895","-6.96332979202271","15425","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2341","2021-03-04 15:46:49-03","IF","SPSF","21440","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"O.S.Ribas","711","1994","11","09","Brasil","PR","Curitiba","capao com araucaria","-49.2731018066406","-25.4277992248535","25180","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2342","2021-03-04 15:46:49-03","IF","SPSF","18253","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem.","L.L.Giacomin","2009","08","M.A.Assis","246","1994","08","26","Brasil","SP","Ubatuba","Trilha da Almada","-45.0699996948242","-23.4300003051758","34265","COLETA: XLS: SPSFAntigo;","auto","24","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2343","2021-03-04 15:46:49-03","IF","SPSF","18254","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum","Roem.","L.L.Giacomin","2009","08","M.A.Assis","269","1994","08","27","Brasil","SP","Ubatuba","Trilha da Almada","-45.0699996948242","-23.4300003051758","34265","COLETA: XLS: SPSFAntigo;","auto","24","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2344","2021-03-04 15:46:49-03","IF","SPSF","18252","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"A.Furlan","1378","1994","04","14","Brasil","PR","Rancho Alegre","Rod. Rio/Santos","-50.9131011962891","-23.0699996948242","11419","COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata atlantica&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2345","2021-03-04 15:46:49-03","IF","SPSF","03632","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"I.T.Luiz","3","1948","12","27","Brasil","RS","Canoas",NA,"-51.1836013793945","-29.9178009033203","8037","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2346","2021-03-04 15:46:49-03","IF","SPSF","08493","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"J.P.M. Carvalho & M.J.Robim",NA,"1984","06","19","Brasil","SP","Campos do Jordão","Sao José dos Alpes","-45.5900001525879","-22.7299995422363","21048","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2347","2021-03-04 15:46:49-03","IF","SPSF","07930","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"J.P.M. Carvalho",NA,"1982","07","14","Brasil","SP","Campos do Jordão","Sao José dos Alpes","-45.5900001525879","-22.7299995422363","21048","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2348","2021-03-04 15:46:49-03","IF","SPSF","25295","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"M.M.R.Silva & D.Sampaio & H.M.Maltez & C.Silva & A.Almeida","117","1999","01","08","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574","COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa, encosta&nf;;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2349","2021-03-04 15:46:49-03","IF","SPSF","13060","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"O.T. Aguiar","311","1989","07","19","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242","38855","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"2350","2021-03-04 15:46:49-03","IF","SPSF","17448","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","swartzianum","Solanum swartzianum",NA,NA,NA,NA,"P.E.G.Coutinho",NA,"1992","10","16","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242","38855","COLETA: XLS: SPSFAntigo;","auto",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
