"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","previousCatalogNumber","fieldNumber","individualCount","sex"
"339","2021-02-24 18:13:32-03","UFBA","ALCB","043601","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Miranda, AM; Santos, JJ dos","6599","1995","11","12","Southern America","Brasil","Região Metropolitana Salvador, Aratuba, caminho para & fonte",NA,"5 m. Folíolos discolores. Inflorescência com flores liláses. Fruto sâmara marrom-avermelhada. Frequente.; arbórea.","ALCB029381","ALCB029381","Kunth","Guedes, ML","Bahia","-38.6","-12.95",NA,NA,"Vera Cruz",NA,NA,"-38.6","-12.95","1995","12",NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-10-09 11:15:16-03","UFBA","ALCB","043626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Ramalho, M; Silva, M","s/n","1997","10","14","Southern America","Brasil","Região Metropolitana Salvador, Parque Municipal de Pituaçu",NA,"6 m. Fol¡olos discolores, cart ceos. Flores com c lice roxo-escuro; corola lil s com m culas rosadas.; Est dio Secund rio.",NA,NA,"Kunth","Guedes, ML","Bahia","-38.5","-12.966667",NA,NA,"Salvador",NA,NA,"-38.5","-12.966667","1997","10",NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-10-09 11:15:16-03","UFBA","ALCB","043626","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Ramalho, M; Silva, M","s/n","1997","10","14","Southern America","Brasil","Região Metropolitana Salvador, Parque Municipal de Pituaçu",NA,"6 m. Folíolos discolores, cartáceos. Flores com cálice roxo-escuro; corola lilás com máculas rosadas.; Estádio Secundário.","ALCB029424","ALCB029424","Kunth","Guedes, ML","Bahia","-38.5","-12.966667",NA,NA,"Salvador",NA,NA,"-38.5","-12.966667","1997","10",NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-02-24 18:13:32-03","UFBA","ALCB","043802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Faria, LSS; Guedes, ML; Silva, LB da","s/n","1996","10","31","Southern America","Brasil","Região Metropolitana Salvador, Itapoã, dunas do abaeté",NA,"de ca. 5 m. de altura. Fol¡olos cart ceos, discolores. InflorescÆncia com flores de cor lil s.; arbustiva-arb¢rea. Solo arenoso.",NA,NA,"Kunth","Guedes, ML","Bahia","-38.5","-12.966667",NA,NA,"Salvador",NA,NA,"-38.5","-12.966667","2000","01",NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-10-09 11:15:16-03","UFBA","ALCB","043802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Faria, LSS; Guedes, ML; Silva, LB da","s/n","1996","10","31","Southern America","Brasil","Região Metropolitana Salvador, Itapoã, dunas do abaeté",NA,"de ca. 5 m. de altura. Folíolos cartáceos, discolores. Inflorescência com flores de cor lilás.; arbustiva-arbórea. Solo arenoso.","ALCB029423","ALCB029423","Kunth","Guedes, ML","Bahia","-38.5","-12.966667",NA,NA,"Salvador",NA,NA,"-38.5","-12.966667","2000","01",NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-10-09 11:15:16-03","UFBA","ALCB","049788","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Pacheco, LM","114","2001","11","22","Southern America","Brasil","Extremo Sul, Estação Veracruz",NA,"3,0 m. Folhas compostas; folíolos cartáceos, discolores. Estéril.; Estádio secundário de desenvolvimento.","ALCB029454","ALCB029454","Kunth","Pacheco, LM","Bahia","-39.016667","-16.266667",NA,NA,"Santa Cruz Cabrália",NA,NA,"-39.016667","-16.266667","2001","01",NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-10-09 11:15:16-03","UFBA","ALCB","049875","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Gusmão, EF de; et al.","7697","2000","11","28","Southern America","Brasil","Litoral Norte, Fazenda Buri, Trilha 13, parcela 02",NA,"de ca. 16m. de altura, fuste de ca. 9,5m. e copa de 10x04m. CAP. 78cm. Folhas membranáceas, discolores. Material estéril.; Mata ombrofila densa","ALCB029409","ALCB029409","Kunth","Cardoso, D","Bahia","-38.083333","-11.933333",NA,NA,"Entre Rios",NA,NA,"-38.083333","-11.933333","2007","08",NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-10-09 11:15:16-03","UFBA","ALCB","049938","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Gusmão, EF de; et al.","7724","2000","12","12","Southern America","Brasil","Litoral Norte, Fazenda Buri, Trilha 11, parcela 06",NA,"Folhas de consistência membranácea, discolor, material estéril.; Mata ombrofila densa","ALCB029402","ALCB029402","Kunth","Cardoso, D","Bahia","-38.083333","-11.933333",NA,NA,"Entre Rios",NA,NA,"-38.083333","-11.933333","2007","08",NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-10-09 11:15:16-03","UFBA","ALCB","058047","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","9511","2001","06","25","Southern America","Brasil","Litoral Sul, Assentamento Vitorópolis",NA,"5m. Folíolos coriáceos, discolores, face adaxial verde brilhante. Material estéril. Ocasional.","ALCB029427","ALCB029427","Kunth","Guedes, ML","Bahia","-39.066667","-15.283333",NA,NA,"Una",NA,NA,"-39.066667","-15.283333","2002","03",NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-10-09 11:15:16-03","UFBA","ALCB","126415","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Alunos de Botânica BIOC05","25173","2016","10","22","Southern America","Brasil","Ponto 01.",NA,"Folhas com folíolos cartáceos, discolores. Inflorescência com flores liláses.","ALCB033608",NA,"Kunth","Guedes, ML","Bahia","-38.283333","-12.516667",NA,NA,"Mata de São João",NA,NA,"-38.283333","-12.516667","2018","02",NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-10-09 11:15:16-03","UFBA","ALCB","104023","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Gomes, FS; Silveira, ER; et al.","19232","2012","08","03","Southern America","Brasil",NA,NA,"ca. 6 m alt. Folhas com folíolos cartáceos, discolores. Flores com cálice vináceo, pétalas lilases. Frutos sâmaras amarronzadas.","ALCB029457","ALCB029457 ALCB029457_1","Kunth","Guedes, ML","Piauí","-41.65","-4.15",NA,NA,"Piripiri",NA,NA,"-41.65","-4.15","2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-10-09 11:15:16-03","UFBA","ALCB","102017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Gomes, FS","19027","2011","10","10","Southern America","Brasil","Litoral Sul, Caminho de Couto para Rio do Engenho, cultivada",NA,"de ca 8m de altura. Folhas com folíolos cartáceos. Inflorescência com flores liláses.Frutos sâmaras.; Estágio Secundário","ALCB029442","ALCB029442 ALCB029442_1 ALCB029442_2","Kunth","Guedes, ML; Silva, LM; Akita, AST","Bahia","-39.044444","-14.855","54","54","Ilhéus",NA,NA,"-39.044444","-14.855","2011","11",NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-10-09 11:15:16-03","UFBA","ALCB","102105","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML","19107a","2011","10","09","Southern America","Brasil","Bagisa.",NA,"Folhas com folíolos cartáceos, discolores. Inflorescência com flores liláses.","ALCB021927","ALCB021927","Kunth","Guedes, ML","Bahia","-41.366667","-13",NA,NA,"Mucugê",NA,NA,"-41.366667","-13","2016","08",NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-10-09 11:15:16-03","UFBA","ALCB","102772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Gomes, FS; Oliveira, GR de; Lisboa, MS","19075","2011","10","12","Southern America","Brasil","Chapada Diamantina, Bagisa",NA,"de ca. 6 m de altura. Folhas com folíolos cartáceos, discolores. Inflorescência com flores de cálice vináceos, pétalas liláses. Frutos jovens,sâmaras.",NA,NA,"Kunth","Guedes, ML","Bahia","-41.366667","-13",NA,NA,"Mucugê",NA,NA,"-41.366667","-13","2012","01",NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-10-09 11:15:16-03","UFBA","ALCB","104449","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Gomes, FS; Guedes, ML","1079","2012","03","02","Southern America","Brasil","Litoral Norte, Entrada para Jandaíra, estrada de Barro",NA,"de ca 6 m de altura. Folíolos cartáceos, discolores. Frutos passados. Fotos 355 e 356.","ALCB029480","ALCB029480","Kunth","Guedes, ML","Bahia","-37.65","-11.655833","91","91","Jandaíra",NA,NA,"-37.65","-11.655833","2012","03",NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-10-09 11:15:16-03","UFBA","ALCB","105491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Mattos Andrade, PE de; Queiroz, EP; Gomes, FS","19941","2012","07","04","Southern America","Brasil","Região Metropolitana Salvador, Valéria",NA,"de ca 6 m de altura. Folíolos cartáceos, discolores. Inflorescência com flores de cálice vináceo e pétalas roxas.","ALCB029399","ALCB029399","Kunth","Guedes, ML","Bahia","-38.616667","-12.766667",NA,NA,"Salvador",NA,NA,"-38.616667","-12.766667","2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-10-09 11:15:16-03","UFBA","ALCB","106235","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Mattos Andrade, PE de; Gomes, FS; Queiroz, EP; Guedes, ML; et al.","130","2012","10","03","Southern America","Brasil","Região Metropolitana Salvador",NA,"de ca 9 m de altura. Folhas com folíolos cartáceos, discolores. Inflorescência com flores liláses.","ALCB029477","ALCB029477","Kunth","Guedes, ML; Gomes, FS","Bahia","-38.5","-12.966667",NA,NA,"Salvador",NA,NA,"-38.5","-12.966667","2012","10",NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-10-09 11:15:16-03","UFBA","ALCB","106488","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Oliveira, GR de; Roque, N; Stadnik, A; Borges, RL; Santana, FA","17","2012","07","20","Southern America","Brasil","Serra Geral, Trilha para cachoeirão.",NA,"Ca. 5 m. Folíolos discolores. Corola roxa, cálice preto. Folíolos discolores.","ALCB029416","ALCB029416","Kunth","Oliveira, GR de","Bahia","-42.541111","-14.690278",NA,NA,"Licínio de Almeida",NA,NA,"-42.541111","-14.690278","2012","11",NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-10-09 11:15:16-03","UFBA","ALCB","106497","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Roque, N; Santana, FA; Hurbath, F; Azevedo, FP","3516","2012","05","10","Southern America","Brasil","Serra Geral, Trilha Santana p/ Cascarrento",NA,"Ca. 2,5m. Corola roxa, cálice roxo escuro.","ALCB029417","ALCB029417","Kunth","Oliveira, GR de","Bahia","-42.561111","-14.580833","991","991","Licínio de Almeida",NA,NA,"-42.561111","-14.580833","2012","11",NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-10-09 11:15:16-03","UFBA","ALCB","106724","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Lisboa, MS; et al.","20099","2012","07","20","Southern America","Brasil","Chapada Diamantina, Caminho para a Fazenda Vacaro",NA,"de ca 8 m de altura. Folíolos cartáceos, discolores. Flores e botões liláses.","ALCB029392","ALCB029392","Kunth","Guedes, ML","Bahia","-41.8","-13.55",NA,NA,"Rio de Contas",NA,NA,"-41.8","-13.55","2012","07",NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-10-09 11:15:16-03","UFBA","ALCB","107379","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Flores, TB; Lorenzi, H; Soares, K","498","2010","02","04","Southern America","Brasil","Região Metropolitana Salvador, entre a praia e a Avenida Paralela - Condomínio Green Ville (Patamares)",NA,"ca. 10 m alt. Frutos amarelos.; transição entre restinga e mata atlântica. Solo rochoso.","ALCB029387","ALCB029387","Kunth","Deverchi, MF","Bahia","-38.404744","-12.948353",NA,NA,"Salvador",NA,NA,"-38.404744","-12.948353","2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-10-09 11:15:16-03","UFBA","ALCB","107867","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Mattos Andrade, PE de; Alunos de Botânica III","20575","2013","03","10","Southern America","Brasil","Piemonte da Diamantina, Caminho para Barra II (Barra dos Negros)",NA,"de ca 2 m de altura. Folíolos coriáceos. Fruto sâmara imatura verde.","ALCB029380","ALCB029380","Kunth","Guedes, ML","Bahia","-41.186667","-11.448333","1075","1075","Morro do Chapéu",NA,NA,"-41.186667","-11.448333","2013","03",NA,NA,NA,NA,NA,NA,NA,NA
"361","2019-10-09 11:15:16-03","UFBA","ALCB","109858","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Alunos de Botânica III","20817","2013","08","27","Southern America","Brasil","Chapada Diamantina, Caminho de Mucugê para Guiné.",NA,". Folhas pinadas, folíolos discolores, pubescente. Frutos imaturos verdes.","ALCB029458","ALCB029458","Kunth",NA,"Bahia","-41.366667","-13",NA,NA,"Mucugê",NA,NA,"-41.366667","-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-10-09 11:15:16-03","UFBA","ALCB","109860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Alunos de Botânica III","20819","2013","07","27","Southern America","Brasil","Mucugê caminho para Guiné.",NA,"de ca 5 m de altura. Folhas com folíolos discolores. Inflorescência com flores passadas.",NA,NA,"Kunth","Guedes, ML","Bahia","-41.366667","-13",NA,NA,"Mucugê",NA,NA,"-41.366667","-13","2013","08",NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-10-09 11:15:16-03","UFBA","ALCB","113846","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Costa, TF; Alunos de Botânica BIOC05; Fernandes, I","21582","2014","04","27","Southern America","Brasil","Litoral Norte, Caminho para Cavalo Russo.",NA,"de ca 7 m de altura. Folhas com folíolos cartáceos, discolores. Frutos amarronzados, samaróides, eliptico, cartáceo, sem mesocarpo diferenciado; sementes sem pleurograma, com hilo circular, circundado por arilo.","ALCB029420","ALCB029420","Kunth","Guedes, ML","Bahia","-37.6","-11.8",NA,NA,"Conde",NA,NA,"-37.6","-11.8","2014","05",NA,NA,NA,NA,NA,NA,NA,NA
"364","2019-10-09 11:15:16-03","UFBA","ALCB","115344","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Roque, N; Campos, L; Gandara, A","22080","2014","08","05","Southern America","Brasil","Serra Geral, Pedra Preta.",NA,"de ca 4 m de altura. Folíolos cartáceos, discolores, face adaxial verde brilhante. Inflorescência terminal, panícula com flores com flores de cálice atropurpúreo, pétalas liláses.","ALCB029365","ALCB029365","Kunth","Guedes, ML; Roque, N","Bahia","-42.546667","-14.752778","963","963","Licínio de Almeida",NA,NA,"-42.546667","-14.752778","2014","08",NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-10-09 11:15:16-03","UFBA","ALCB","116711","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Borges, RL; Stadnik, A; Sacramento, CC","22512","2014","10","14","Southern America","Brasil","Retorno de Saco da Onça para Licínio de Almeida.",NA,"de ca 3 m de altura. Frutos imaturos verde-vináceos.","ALCB051098",NA,"Kunth","Guedes, ML","Bahia","-42.566667","-14.733333",NA,NA,"Licínio de Almeida",NA,NA,"-42.566667","-14.733333","2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-10-09 11:15:16-03","UFBA","ALCB","117760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Costa, TF; Alunos de Botânica BIOC05","22821","2014","11","01","Southern America","Brasil","Chapada Diamantina, Entrada para Ouro Verde. Ponto nº 01.",NA,"de ca 5 m de altura. Folíolos membranáceos. Frutos imaturos verde vináceos.","ALCB029479","ALCB029479","Kunth","Guedes, ML","Bahia","-41.816667","-13.233333",NA,NA,"Abaíra",NA,NA,"-41.816667","-13.233333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2019-10-09 11:15:16-03","UFBA","ALCB","122095","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Chagas, F das; Silveira, ER","24007","2015","10","05","Southern America","Brasil","14 km de Barra do Corda para Grajaú.",NA,"de ca 6 m de altura. Folhas com folíolos jovens. Inflorescência panícula de flores com cálice vináceo, pétalas róseas.","ALCB008109","ALCB008109","Kunth","Guedes, ML","Maranhão","-45.25","-5.55",NA,NA,"Barra do Corda",NA,NA,"-45.25","-5.55","2015","10",NA,NA,NA,NA,NA,NA,NA,NA
"368","2019-10-09 11:15:16-03","UFBA","ALCB","128297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Costa, G; Correia, F; Silva, TT","2074","2016","11","16","Southern America","Brasil","Fazenda Sete Voltas.",NA,"ca. 6 m. Flores roxas, frutos verdes imaturos.","ALCB046070","ALCB046070","Kunth",NA,"Bahia","-39.344722","-13.150278",NA,NA,"Laje",NA,NA,"-39.344722","-13.150278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2019-10-09 11:15:17-03","UFBA","ALCB","16262","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Noblick, LR","2917","1984","12","20","Southern America","Brasil","Campus da UEFS",NA,"Arvoreta de 3m de altura com flores roxas. Ocasional.; Mata secundária com muito licuri Syagrus coronatus.","ALCB029473","ALCB029473","Kunth","Cardoso, D","Bahia","-38.966667","-12.25",NA,NA,"Feira da Santana",NA,NA,"-38.966667","-12.25","2007","08",NA,NA,NA,NA,NA,NA,NA,NA
"370","2019-10-09 11:15:16-03","UFBA","ALCB","132104","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Cardoso, D; Giacomin, LL; T. André","4079","2016","04","16","Southern America","Brasil","Estrada para ponta de Pedras.",NA,"ca. 5 m alt., caule cortiçoso. Foto. DNA.","ALCB048723","ALCB048723","Kunth",NA,"Pará","-54.899722","-2.481389","56","56","Santarém",NA,NA,"-54.899722","-2.481389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2019-10-09 11:15:16-03","UFBA","ALCB","137730","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Santos, AKA; Machado, AFP","1468","2016","10","28","Southern America","Brasil","Serra do Periperi, entorno dos condomínios.",NA,"ca. 2,5 m. Folhas verdes discolores, face inferior mais clara e com tricomas ferrigineos na nervura mediana. Cálice atropurperio, corola roxa. Pétala mediana com base branca. Frutos imaturos de cor catanha.","ALCB067679","ALCB067679","Kunth",NA,"Bahia","-40.790833","-14.850833","1030","1030","Vitória da Conquista",NA,NA,"-40.790833","-14.850833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-05-19 10:29:57-03","UFBA","ALCB","137740","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Santos, AKA; Machado, AFP","1459","2016","10","18","Southern America","Brasil","Serra do Periperi, entorno dos condomínios.",NA,"ca. 1,8 m. Folhas verdes descolores, face inferior mais clara. Cálice atropurpureo e carola roxa.","ALCB067689","ALCB067689","Kunth",NA,"Bahia","-40.790833","-14.850833","1002","1002","Vitória da Conquista",NA,NA,"-40.790833","-14.850833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2019-10-09 11:15:17-03","UFBA","ALCB","177785","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Costa, TF; Alunos de Botânica BIOC05","22846","2014","11","01","Southern America","Brasil","Chapada Diamantina, Entrada para Ouro Verde. Ponto nº 01.",NA,"de ca 3 m de altura. Folhas com folíolos cartáceos. Inflorescência com flores liláses.","ALCB029478","ALCB029478","Kunth","Guedes, ML","Bahia","-41.816667","-13.233333",NA,NA,"Abaíra",NA,NA,"-41.816667","-13.233333","2014","11",NA,NA,NA,NA,NA,NA,NA,NA
"374","2019-10-09 11:15:17-03","UFBA","ALCB","19336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Araújo, JS","109","1976","11","07",NA,NA,NA,NA,NA,"ALCB029471","ALCB029471","Kunth","Cardoso, D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-10-09 11:15:17-03","UFBA","ALCB","19615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Costa, AL","s/n","1974","12","28","Southern America","Brasil","Região Metropolitana Salvador, Parque Municipal",NA,NA,"ALCB029435","ALCB029435","Kunth","Cardoso, D","Bahia","-38.5","-12.966667",NA,NA,"Salvador",NA,NA,"-38.5","-12.966667","2007","08",NA,NA,NA,NA,NA,NA,NA,NA
"376","2019-10-09 11:15:17-03","UFBA","ALCB","19688","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Queiroz, LP de","885","1984","10","29","Southern America","Brasil","Região Metropolitana Salvador, Dunas de Itapoã, arredores da Lagoa e Abaeté",NA,"Ca. de 3,50m de altura, com casca acinzentada e folíolos discolores com face adaxial lúcida. Flores vistosas com cálice castanho e corola vinácea.","ALCB029432","ALCB029432","Kunth","Cardoso, D","Bahia","-38.5","-12.966667",NA,NA,"Salvador",NA,NA,"-38.5","-12.966667","2007","08",NA,NA,NA,NA,NA,NA,NA,NA
"377","2019-10-09 11:15:17-03","UFBA","ALCB","19853","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Carvalho, AM de; Chautems, A","2115","1986","01","09","Southern America","Brasil","26 km na estrada de Encruzilhada para Divisópolis",NA,"Na mesma formção, com até 10,0m de altura. Estéril na maioria dos indivíduos, frutos passados marrom-acinzentados.; Com dominância de Alagoptera campestris Mart., localmente denominado de 'cocais'.","ALCB029369","ALCB029369","Kunth","Cardoso, D","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","06",NA,NA,NA,NA,NA,NA,NA,NA
"378","2019-10-09 11:15:17-03","UFBA","ALCB","20035","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML","s/n","1987","10","09","Southern America","Brasil","Chapada Diamantina, 7km ao Sudoeste",NA,"Arvore de 3m de altura. Flores roxas. Frutos amarronzados.Dos frutos prepara-se o cafe de sucupira, de efeitos medicinais.",NA,NA,"Kunth","Guedes, ML","Bahia","-41.316667","-12.8",NA,NA,"Andaraí",NA,NA,"-41.316667","-12.8","1987","11",NA,NA,NA,NA,NA,NA,NA,NA
"379","2019-10-09 11:15:17-03","UFBA","ALCB","20035","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML","1417","1987","10","09","Southern America","Brasil","Chapada Diamantina, 7km ao Sudoeste",NA,"Arvore de 3m de altura. Flores roxas. Frutos amarronzados.Dos frutos prepara-se o cafe de sucupira, de efeitos medicinais.","ALCB029465","ALCB029465","Kunth","Guedes, ML","Bahia","-41.316667","-12.8",NA,NA,"Andaraí",NA,NA,"-41.316667","-12.8","1987","11",NA,NA,NA,NA,NA,NA,NA,NA
"380","2019-10-09 11:15:16-03","UFBA","ALCB","129178","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Almeida, SV","33","2008","10","19","Southern America","Brasil","Comunidade Baixa dos Quelés, 351 km de Salvador.",NA,"ca 6 m de altura, corola lilás-azulada; Área de transição caatinga e cerrado","ALCB046653","ALCB046653 ALCB046653_1","Kunth",NA,"Bahia","-44.396111","-10.254722",NA,NA,"Jeremoabo",NA,NA,"-44.396111","-10.254722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","2019-10-09 11:15:16-03","UFBA","ALCB","134183","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Bowdichia","virgilioides","Bowdichia virgilioides",NA,"Guedes, ML; Lopes, EB; Araújo, F","30865","2018","09","03","Southern America","Brasil","Jardim Botânico",NA,"Folhas com folíolos cartáceos, discolores. frutos imaturos.","ALCB055710","ALCB055710","Kunth","Guedes, ML","Distrito Federal","-48.383889","-16.460556","1140","1140","Brasília",NA,NA,"-48.383889","-16.460556","2019","03",NA,NA,NA,NA,NA,NA,NA,NA
