"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","class","order","scientificNameAuthorship","year","month","day","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","typeStatus"
"51","2021-03-01 11:48:55-03","UFPE","UFP","24078","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Schlindein, C","1032",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,"UFP024078",NA,NA,"Fryxell","1990","12","13",NA,NA,"Bueno, OL",NA,NA,NA,"Quaraí","-56.4514007568359","-30.3875007629395","74636","auto","200","300",NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","2104077","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","T. Buralovich","79","South America","Argentina","Chaco","Napalpi.",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1946","12","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","616824","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","F. Sello","s. n.","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","1590261","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","S. Venturi","1722","South America","Argentina","Tucumán","Tapia",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1922","2","9",NA,NA,NA,NA,NA,NA,"Trancas",NA,NA,NA,NA,"800",NA,NA,"1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2369903","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","A. Jimenez","64","South America - Neotropics","Bolivia",NA,"Chirimarca",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1955","4","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2283126","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","T. M. Pedersen","1952","South America","Argentina","Corrientes","Estancia Santa Teresa. Campo Dios Gracia",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1953","2","7",NA,NA,NA,NA,NA,NA,"Mburucuyá",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","41138","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","E. Palmer","s. n.","South America","Argentina",NA,"River Plata, Vermejo",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","3221797","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","E. Bastian","s. n.","South America - Neotropics","Bolivia","Tarija","cerca Estancia San Antonio",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1985","12","27",NA,NA,NA,NA,NA,NA,"Cercado",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","3256796","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","E. Bastian","30","South America - Neotropics","Bolivia","Tarija",NA,NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1985","12","3",NA,NA,NA,NA,NA,NA,"Cercado",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","2283003","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","T. M. Pedersen","901","South America","Argentina",NA,"Canada de Burgos",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1950","12","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","3238738","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","A. Jasper & M. Rossato","8080","South America","Brazil","Rio Grande do Sul","Seival",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1992","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","1901555","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","B. Rosengurtt","B- 4710","South America","Uruguay","Durazno","Est. Yi.",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1945","3","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","1590262","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","S. Venturi","4840","South America","Argentina","Jujuy","Volcan, Cerro Alta Cordoba",NA,NA,NA,NA,"Dicotyledonae","Malvales","(A. Gray) Fryxell","1927","2","16",NA,NA,NA,NA,NA,NA,"Tumbaya",NA,NA,NA,NA,"2500",NA,NA,"1",NA,NA,NA
"64","2019-11-13 11:25:01-03","USP","SPF","157533","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Keller, HA","2033","Southern America","Argentina","Entre Ríos","Ciudad de Paraná, alrededores de hipódromo. Terren baldío.",NA,NA,NA,"SPF00157533",NA,NA,"(A.Gray) Fryxell","2003","01","01",NA,NA,"Krapovickas, A","2003",NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:25:01-03","USP","SPF","167199","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Solís-Neffa, VG","1054",NA,"Bolívia","Santa Cruz","Camiri, puente viejo sobre el río Parapeti. Sobre barranca, margen S del río.",NA,NA,NA,"SPF00167199",NA,NA,"(A.Gray) Fryxell","2004","01","19",NA,NA,"Krapovickas, A","2004",NA,NA,"Cordillera","-63.545","-20.011667",NA,NA,"799","799",NA,NA,"-63.545","-20.011667",NA
"66","2015-03-07 08:03:32-03","F","FMNH-SEEDPLANTS","V0242173F","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0242173F","Dicotyledoneae",NA,NA,NA,NA,NA,"V0242173F_01","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-03-07 08:03:01-03","F","FMNH-SEEDPLANTS","V0242612F","PreservedSpecimen","Plantae","Malvaceae","Sida","hastata","Sida hastata",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0242612F","Dicotyledoneae",NA,NA,NA,NA,NA,"V0242612F_01","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-03-07 08:03:01-03","F","FMNH-SEEDPLANTS","V0242613F","PreservedSpecimen","Plantae","Malvaceae","Sida","hastata","Sida hastata",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0242613F","Dicotyledoneae",NA,NA,NA,NA,NA,"V0242613F_01","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-03-07 08:03:01-03","F","FMNH-SEEDPLANTS","V0242614F","PreservedSpecimen","Plantae","Malvaceae","Sida","hastata","Sida hastata",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0242614F","Dicotyledoneae",NA,NA,NA,NA,NA,"V0242614F_01","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-03-07 08:03:50-03","F","FMNH-SEEDPLANTS","V0242615F","PreservedSpecimen","Plantae","Malvaceae","Sida","hastata","Sida hastata",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0242615F","Dicotyledoneae",NA,NA,NA,NA,NA,"V0242615F_01","Spermatophyta",NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:10:43-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malvaceae","Sida","hastata","Sida hastata","Sello, HL","470","Southern America","Uruguay","Montevideo","Prope Montevideo",NA,NA,NA,NA,NA,NA,"A.St.-Hil.",NA,NA,NA,"P12P3N0056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:10:43-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malvaceae","Sida","hastata","Sida hastata","St.-Hil, A","s.n.","Southern America","Uruguay",NA,"In Uruguay ad margines viarum sat frequens",NA,NA,NA,NA,NA,NA,"A.St.-Hil.",NA,NA,NA,"P12P3N0056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:10:43-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malvaceae","Sida","hastata","Sida hastata","Tweedie, J","296","Southern America","Argentina",NA,"Prope Buenos Ayres",NA,NA,NA,NA,NA,NA,"A.St.-Hil.",NA,NA,NA,"P12P3N0056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:10:43-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malvaceae","Sida","hastata","Sida hastata","Lorentz, PG","227","Southern America","Argentina",NA,"Habitat in Argentinae Sierras Pampeanas",NA,NA,NA,NA,NA,NA,"A.St.-Hil.",NA,NA,NA,"P12P3N0056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:43:27-03","UFRGS","ICN","118361","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Falkenberg, DB","5280","América do Sul","Brasil","RS","beira da BR-290 próximo ao arroio Lageadinho cerca de 15 km após Alegrete em direção a Rosário do Sul",NA,NA,"Exsicata mantida em álcool antes de ir para a estufa. No alto da colina, em campo pedregoso. Subarbusto rastejante. Pétalas esbranquiçadas.",NA,NA,NA,"(A.Gray) Fryxell","1990","02","12",NA,"Dicotyledon","Grings, M","2010","04","17","Alegrete","-55.7919006347656","-29.7831001281738","89305","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:43:27-03","UFRGS","ICN","165956","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Grings, M; Silva-Filho, PJ","1125","América do Sul","Brasil","RS","RS-183 S 30°17'30.7 W 55°58'38.3",NA,NA,"erva prostrada de flor amarelo-creme e frutificando; em campo sobre solo raso na beira da estrada",NA,NA,NA,"(A.Gray) Fryxell","2010","11","01",NA,"Dicotyledon","Grings, M",NA,NA,NA,"Alegrete","-55.966667","-30.291667",NA,NA,NA,NA,NA,NA,"-55.966667","-30.291667",NA
"77","2021-02-08 12:43:27-03","UFRGS","ICN","050819","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Schinini, A; et al.","18690","América do Sul","Argentina","Corrientes","Mercedes camino de Mercedes a Paso de Los Libres y río Miriñay",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Suelos salitrosos. En bosque de algarrobo.",NA,NA,NA,"(A.Gray) Fryxell","1979","09","17",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:43:27-03","UFRGS","ICN","158408","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Trevisan, R; Schneider, AA; Boldrini, II","999","América do Sul","Brasil","RS","Fazenda Vento Aragano. 30°42'13 4S 55°31'33 7W",NA,NA,"campo seco",NA,NA,NA,"(A.Gray) Fryxell","2008","11","09",NA,"Dicotyledon","Grings, M","2010","03","02","Santana do Livramento","-55.525833","-30.703611",NA,NA,"212","212",NA,NA,"-55.525833","-30.703611",NA
"79","2021-02-08 12:43:27-03","UFRGS","ICN","158410","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Trevisan, R; Schneider, AA; Boldrini, II","1001","América do Sul","Brasil","RS","Fazenda Vento Aragano. 30°42'13 4S 55°31'33 7W",NA,NA,"campo seco",NA,NA,NA,"(A.Gray) Fryxell","2008","11","09",NA,"Dicotyledon","Grings, M","2010","03","02","Santana do Livramento","-55.525833","-30.703611",NA,NA,"212","212",NA,NA,"-55.525833","-30.703611",NA
"80","2021-02-08 12:43:27-03","UFRGS","ICN","163038","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Grings, M; Paniz, R","860","América do Sul","Brasil","RS","RS 183 em direção ao Passo da Guarda",NA,NA,"erva ereta com flores amarelo-alaranjadas; com xilopóodio,; em campo raso na beira da estrada",NA,NA,NA,"(A.Gray) Fryxell","2009","12","13",NA,"Dicotyledon","Grings, M",NA,NA,NA,"Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto","272","272",NA,NA,NA,NA,NA
"81","2021-02-08 12:43:27-03","UFRGS","ICN","163034","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Grings, M; Paniz, R","856","América do Sul","Brasil","RS","RS 183 na primeira coxilha depois da BR 293",NA,NA,"erva decumbente e apoiante; flores amarelo-alaranjadas, fechadas; frutificando; em chircal em beira de estrada de terra",NA,NA,NA,"(A.Gray) Fryxell","2009","12","13",NA,"Dicotyledon","Grings, M",NA,NA,NA,"Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto","305","305",NA,NA,NA,NA,NA
"82","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","22364","PreservedSpecimen","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Bueno, O.","4848",NA,"Brasil","Rio Grande do Sul","Santana do Livramento,",NA,NA,"erva; Rasteira com flores brancas, rara e dispersa.","HAS0022364",NA,NA,"(A. Gray) Fryxell","1986","12",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-11-26 10:00:28-03","IBt","SP","373261","S","Plantae","Malvaceae","Rhynchosida","physocalyx","Rhynchosida physocalyx","Solis Neffa, V","610","Southern America","Argentina","Salta",NA,NA,NA,NA,NA,NA,NA,"(A.Gray) Fryxell","2002","01","15",NA,NA,NA,NA,NA,NA,"Rivadavia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2015-10-12 09:13:57-03","UM","RECOLNAT_UM_MPU","MPU016950","PreservedSpecimen",NA,"Malvaceae","Sida","hastata","Sida hastata","Saint-Hilaire, A. de",NA,NA,"[Uruguay]",NA,"In prov. Cisplatina","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu016950' target='other'> <mi>dwc_moreinfo</mi></a>","MPU016950",NA,NA,"A.St.-Hil.",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2439",NA,NA,NA,"type"
