"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","minimumElevationInMeters","maximumElevationInMeters"
"47","2019-08-20 10:02:51-03","UNICAMP","UEC","89118","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Britez, RM",NA,"Brazil","Paraná",NA,NA,"Árvore de 5m, flores brancas (botões); floresta de encosta.","UEC099670","Magnoliopsida",NA,"A.St.-Hil. & Tul.",NA,"24786","1986","02","23","Paranaguá","Morro do Meio","-48.5092010498047","-25.5200004577637","UEC099670",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:02:51-03","UNICAMP","UEC","56018","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Silva, DM; Franceschinelli, EV; Santos, CGM; Castro, MM; Geraldini, A; Siqueira, MF",NA,"Brazil","São Paulo",NA,NA,"flor e fruto, Mata de restinga. Arbóreo, flor amarelo claro, frutos.","UEC099674","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Maas, PJM","22636","1989","11","27","Bertioga","Boracéia","-46.138599395752","-23.8544006347656","UEC099674",NA,"1992",NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:02:51-03","UNICAMP","UEC","54164","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Assis, MA",NA,"Brazil","São Paulo",NA,NA,"flor e fruto, Grupo 3. Restinga arbórea. Árvore, 8m, fl. castanho fruto verde.","UEC099672","Magnoliopsida",NA,"A.St.-Hil. & Tul.",NA,"22427","1989","11","27","Bertioga","Boracéia","-46.138599395752","-23.8544006347656","UEC099672",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:02:51-03","UNICAMP","UEC","56296","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Spironelo, WR",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore 3m, frutos verdes maduros, deiscentes, internamente maravilha, sementes negras. Mata de restinga.","UEC099619","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Pontes Pires, AF","22344","1989","11","28","Boracéia",NA,"-48.7700004577637","-22.1900005340576","UEC099619",NA,"2015","08","11","10241","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:02:51-03","UNICAMP","UEC","53689","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Martins, E",NA,"Brazil","São Paulo",NA,NA,"flor, Mata de restinga. árvore 6m, flores creme amarelada; frutos róseo-alaranjados.","UEC099610","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Pontes Pires, AF","22190","1989","11","28","Boracéia",NA,"-48.7700004577637","-22.1900005340576","UEC099610",NA,"2015","08","11","10241","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:02:51-03","UNICAMP","UEC","22231","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Leitão Filho, HF",NA,"Brazil","São Paulo",NA,NA,"flor, Arvoreta ca. 1,8m. Flores creme. Em restinga.","UEC099677","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Mello-Silva, R","10745","1979","12","11","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","UEC099677",NA,"1990","03",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-20 10:02:51-03","UNICAMP","UEC","28682","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Vital, DM",NA,"Brazil","São Paulo",NA,NA,"flor e fruto, Árvore pequena, ca. 5m alt., flores +/- alaranjadas ou marrom, frutos vermelhos, sementes pretas com arilo branco.","UEC099662","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Dias, MC","6712","1977","01","11","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","UEC099662",NA,"1988","02",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:02:51-03","UNICAMP","UEC","129406","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Passos, LC",NA,"Brazil","São Paulo",NA,NA,"Árvore, ca. 4,0 m, frutos maduros vermelhos. Sementes pretas com arilo branco.","UEC099668","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Sugiyama, M","s.n.","1998","01","26","Cananéia","Ilha do Cardoso, Mata de Restinga.","-47.9199981689453","-25.0100002288818","UEC099668",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:02:51-03","UNICAMP","UEC","129407","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Passos, LC",NA,"Brazil","São Paulo",NA,NA,"Árvore, ca. 4,0 m, flroes (externamente) amarelas, com odor de banana, pétalas brancas com base vinho. Frutos imaturos verdes, maduros vermelhos. Sementes pretas com arilo branco.","UEC099665","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Sugiyama, M","s.n.","1998","12","18","Cananéia","Ilha do Cardoso, Mata de Restinga.","-47.9199981689453","-25.0100002288818","UEC099665",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:02:51-03","UNICAMP","UEC","50149","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Leitão Filho, HF; Pagano, SN; Timoni, JL",NA,"Brazil","São Paulo",NA,NA,"flor, Mata preservada. arvoreta até 5m, frutos creme.","UEC099673","Magnoliopsida",NA,"A.St.-Hil. & Tul.",NA,"20787","1988","02","03","Cubatão","Vale do Rio Pilões.","-46.4199981689453","-23.8899993896484","UEC099673",NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:02:51-03","UNICAMP","UEC","54731","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Grombone-Guaratini, MT; Sales, MF; Silveira, LT",NA,"Brazil","São Paulo",NA,NA,"flor, Grupo C. Árvore com ca. 6m alt., flores creme, frutos róseos amarelados.","UEC099607","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Pontes Pires, AF","22870","1989","11","29","Guarujá",NA,"-46.25","-23.9899997711182","UEC099607",NA,"2015","08","11","18989","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:02:51-03","UNICAMP","UEC","54739","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Grombone-Guaratini, MT; Silveira, LT",NA,"Brazil","São Paulo",NA,NA,"fruto, Grupo C. Árvore com ca. 4m, frutos verdes.","UEC099678","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Maas, PJM","22875","1989","11","29","Guarujá",NA,"-46.25","-23.9899997711182","UEC099678",NA,"1992",NA,NA,"18989","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-12 10:02:14-03","UNICAMP","UEC","33931","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Rodrigues, RR; Figueiredo, N",NA,"Brazil","São Paulo",NA,NA,"Árvore com 6m, frutos carnosos, endocarpo abóbora, fruto roxo.","UEC099676","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Dias, MC","14944","1982","11","17","Iguape","Est. Ecológica de Juréia","-47.5499992370605","-24.7000007629395","UEC099676",NA,"1988","02",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-12 10:02:14-03","UNICAMP","UEC","33547","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Figueiredo, N; Rodrigues, RR",NA,"Brazil","São Paulo",NA,NA,"fruto, Árvore 6m, frutos carnosos endocarpo cor de abóbora, fruto roxo.","UEC093008","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Dias, MC","14407","1983","01","16","Iguape","Est. Ecológica de Juréia","-47.5499992370605","-24.7000007629395","UEC093008",NA,"1988","02",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:02:51-03","UNICAMP","UEC","72815","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Bernacci, LC; Belinello, R; Andrade, PRP; Falivene, SMP; Silva, AMC",NA,"Brazil","São Paulo",NA,NA,"flor e fruto, Mata primária com retirada de madeira. Árvore ca. 10m alt., frutos quando abertos vermelhos, imaturos glaucos.","UEC099659","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Lobão, A","1105","1995","01","11","Pariquera-Açu","Rod. Pariquera-Açu a Cananéia.","-47.8800010681152","-24.7099990844727","UEC099659",NA,"2004","08",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-08-20 10:02:51-03","UNICAMP","UEC","58661","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Passos, FC",NA,"Brazil","São Paulo",NA,NA,"flor, Árvore de flor isolada, estames numerosos, fruto apocárpico seco.","UEC099609","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Pontes Pires, AF","22558","1989","11","27","Santos","Boracéia","-46.3300018310547","-23.9599990844727","UEC099609",NA,"2015","08","11","26836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:02:51-03","UNICAMP","UEC","57085","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Pedro, WA",NA,"Brazil","São Paulo",NA,NA,"flor, Árvore, frutos apocárpicos capsulares.","UEC099620","Magnoliopsida",NA,"A.St.-Hil. & Tul.","Pontes Pires, AF","22378","1989","11","27","Santos","Boracéia","-46.3300018310547","-23.9599990844727","UEC099620",NA,"2015","08","11","26836","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-06-27 10:23:53-03","UFES","VIES","6347","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Pereira, O.J.",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES006347",NA,NA,"A.St.-Hil. & Tul.",NA,"3572","1992","06","24","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227","VIES006347",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-06-29 09:29:09-03","UFRRJ","RBR","14410","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"R. Oliveira",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00014410",NA,NA,"A.St.-Hil. & Tul.","A. Lobão","s.n.","2005","03","14","Volta Redonda","Fazenda Santa Cecília do Ingá","-44.1041984558105","-22.523099899292","RBR00014410",NA,"2018","05",NA,"16209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-06-29 09:29:09-03","UFRRJ","RBR","42456","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"F.C. Nettesheim",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00042456",NA,NA,"A.St.-Hil. & Tul.",NA,"225","2005","07","05","Mangaratiba","Ilha da Marambaia, Ponta do Varejo.","-44.040599822998","-22.9596996307373","RBR00042456",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-06-29 09:29:09-03","UFRRJ","RBR","35818","S","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"M.A. Assis",NA,"Brasil","São Paulo",NA,NA,NA,"RBR00035818",NA,NA,"A.St.-Hil. & Tul.",NA,"s.n.","1989","11","27","Bertioga","Praia de Boraceia","-46.138599395752","-23.8544006347656","RBR00035818",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-22 14:46:08-03","UFSM","SMDB","19653","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Anunciação, EA; Rossi, L",NA,NA,"São Paulo",NA,NA,"Árvore ca. 5 m alt., botões verdes, frutos imaturos verdes","SMDB019653",NA,NA,"St. Hil. & Tul.",NA,"378","1993",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-22 14:46:08-03","UFSM","SMDB","19655","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Cordeiro, I; Gomes da Silva, SJ; Costa, MP; Chu, E; Piacentin, E",NA,NA,"São Paulo",NA,NA,"Árvore na beira do Rio Verde, ca. 6 m alt., DAP 5 cm, botões esverdeados com indumento castanho, fruto imaturo verde","SMDB019655",NA,NA,"St. Hil. & Tul.","Mello-silva, R","772","1990",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia,",NA,NA,NA,NA,"1991","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-22 14:46:08-03","UFSM","SMDB","19654","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Cordeiro, I; Melo, MMRF; Oliveira, RJ; Barros, M",NA,NA,"São Paulo",NA,NA,"Arvoreta do interior da mata, ca. 8 m alt., receptáculos secos castanhos","SMDB019654",NA,NA,"St. Hil. & Tul.",NA,"1522","1994",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins, Trilha através d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-22 14:46:08-03","UFSM","SMDB","19649","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Anunciação, EA; Cordeiro, I; Rossi, L; Tomasulo, PLB; Oliveira, LA",NA,NA,"São Paulo",NA,NA,"Árvore até 10 m alt, carpídeos imaturos glaucos, folhas discolores, face abaxial verde clara, adaxial verde escura, muito comum as margens do Rio Verde","SMDB019649",NA,NA,"St. Hil. & Tul.","Mello-silva, R","15","1990",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins Serra da Juréia,",NA,NA,NA,NA,"1992","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-22 14:46:08-03","UFSM","SMDB","19641","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mamede, MCH; Jamel, C; Barroso, M",NA,NA,"São Paulo",NA,NA,"Árvore 3 m alt, botões com tépalas castanho-douradas externamente, frutos imaturos verdes","SMDB019641",NA,NA,"St. Hil. & Tul.","Mello-silva, R","471","1991",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia,",NA,NA,NA,NA,"1992","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-01-28 12:00:50-03","UFSM","SMDB","14489","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mamede, MCH; Silva, SJG; Piacentin, E",NA,"Brasil","São Paulo",NA,NA,"Árvore 15m alt., DAP 15cm, no interior da mata. Botões castanhos, frutos imaturos verdes, passando a coralineos quando maduros, interna e externamente","SMDB014489",NA,NA,"St. Hil. & Tul.","Mello Silva, R","370","1990","12","18","Iguapé","Estação Ecológica Juréia- Itatins, trilha para Fig","-47.5499992370605","-24.7000007629395",NA,NA,"1992","05",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-01-28 12:00:50-03","UFSM","SMDB","14492","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mizué Kirizawa",NA,"Brasil","São Paulo",NA,NA,"Mata paludosa, árvore com 9 a 10 metros de altura, dossel aberto, ricas em epífitas, perto de rio. Folhas discolores, as jovens avermelhadas, botões ferrugíneos","SMDB014492",NA,NA,"St. Hil. & Tul.","Mizué Kirizawa","3321","1996","11","15","Peruíbe","2km da estação Taniguá, entre a estrada de ferro e","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-22 14:46:08-03","UFSM","SMDB","19640","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Silva, SJG da; Mamede, MCH; Cordeiro, I; Nagatami, Y; Piacentin, EP",NA,NA,"São Paulo",NA,NA,"Arvoreta , ca. 10 m alt., DAP ca. 5 cm; do interior da mata","SMDB019640",NA,NA,"St. Hil. & Tul.","Cordeiro, I","43","1990",NA,NA,"Iguape","Estação Ecológica Juréia-Itatins Serra da Juréia,",NA,NA,NA,NA,"1991","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-22 14:46:08-03","UFSM","SMDB","19647","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Mamede, MCH; Cordeiro, I; Rossi, L",NA,NA,"São Paulo",NA,NA,"Árvore 3-4 m alt, tépalas externamente castanho amareladas, internamente amarelo claro, estames vináceos, estigmas amarelos","SMDB019647",NA,NA,"St. Hil. & Tul.","Cordeiro, I","217","1990",NA,NA,"Iguape","Reserva Ecológica Juréia-Itatins, Trilha em direçã",NA,NA,NA,NA,"1992","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-01-28 12:00:50-03","UFSM","SMDB","14488","S","Plantae","Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana",NA,"Melo, MRF; Cordeiro, I; Jardim, JG; Barros, M",NA,"Brasil","São Paulo",NA,NA,"Árvore ca. 8m alt. Frutos imaturos verdes","SMDB014488",NA,NA,"St. Hil. & Tul.","Melo, MRF","1025","1994","11","19","Iguapé","Estação Ecológica Juréia- Itatins, mata de planíci","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:12:07-03","MBM","MBM","192712","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Ribas, O.S.; Barboza, E.; Pereira, L.B.S.; Barboza, E.; Pereira, L.B.S.","Southern America","Brazil","Paraná",NA,NA,NA,"MBM192712",NA,NA,"A. St.-Hil. & Tul.","Mello-Silva, R.","1050","1996","01","20","Paranaguá","Balneário Shangri-lá","-48.5092010498047","-25.5200004577637","MBM192712",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:12:07-03","MBM","MBM","178766","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Britez","Southern America","Brazil","Paraná",NA,NA,NA,"MBM178766",NA,NA,"A. St.-Hil. & Tul.","Silva","1907","1987","11","06","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","MBM178766",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:12:07-03","MBM","MBM","265825","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Gottsberger, G.","Southern America","Brazil","São Paulo",NA,NA,"= 265824","MBM265825",NA,NA,"A. St.-Hil. & Tul.","Maas, P.J.M.","17-11","1970","01","01","Ubatuba","Praia de Lázaro","-45.0699996948242","-23.4300003051758","MBM265825",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:12:07-03","MBM","MBM","32482","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana langsdorfiana",NA,"Ochioni, P.","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,"MBM032482",NA,NA,"(R.E. Fries) M.C. Dias","Dias, M.C.","6678","1974","12",NA,NA,"Serra dos Órgãos, Limoeiro",NA,NA,"MBM032482","langsdorfiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:12:07-03","MBM","MBM","248630","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Hatschbach, G.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","Southern America","Brazil","Paraná",NA,NA,NA,"MBM248630",NA,NA,"A. St.-Hil. & Tul.","Mello-Silva, R.","70562","2000","03","16","Guaraqueçaba","Sebuí","-48.3288993835449","-25.3066997528076","MBM248630",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:12:07-03","MBM","MBM","57209","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Vital, D.M.","Southern America","Brazil","São Paulo",NA,NA,NA,"MBM057209",NA,NA,"A. St.-Hil. & Tul.","Dias, M.C.","6712","1977","01","11","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:12:07-03","MBM","MBM","225959","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Ivanauskas, N.M.; et al.; et al.","Southern America","Brazil","São Paulo",NA,NA,NA,"MBM225959",NA,NA,"A. St.-Hil. & Tul.","Ivanauskas, N.M.","1556","1996","06","22","Pariquera-Açu","Parque Estadual, Mata do Encantado","-47.8800010681152","-24.7099990844727","MBM225959",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:12:07-03","MBM","MBM","125141","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana langsdorfiana",NA,"Britez, R.M.","Southern America","Brazil","Paraná",NA,NA,NA,"MBM125141",NA,NA,"(R.E. Fries) M.C. Dias","Silva, S.M.","1907","1987","11","06","Paranaguá","Ilha do Mel, Morro do Forte","-48.5092010498047","-25.5200004577637","MBM125141","langsdorfiana",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:12:07-03","MBM","MBM","265824","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Gottsberger, G.","Southern America","Brazil","São Paulo",NA,NA,"= 265825","MBM265824",NA,NA,"A. St.-Hil. & Tul.","Maas, P.J.M.","17-11","1970","01","01","Ubatuba","Praia de Lázaro","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-09-03 19:04:56-03","MNHN","RECOLNAT_MNHN_P","P01987236","PreservedSpecimen",NA,"Annonaceae","Xylopia","lanceolata","Xylopia lanceolata",NA,"Glaziou, A.",NA,"Brasil",NA,"hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01987236' target='other'> <mi>dwc_moreinfo</mi></a>","P01987236",NA,NA,"R.E.Fr.",NA,NA,"1870","12","3",NA,"Rodeio",NA,NA,"P01987236_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4747",NA,NA,NA
"88","2015-09-03 19:04:56-03","MNHN","RECOLNAT_MNHN_P","P01987235","PreservedSpecimen",NA,"Annonaceae","Xylopia","lanceolata","Xylopia lanceolata",NA,"Glaziou, A.",NA,"Brasil","Rio de Janeiro","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01987235' target='other'> <mi>dwc_moreinfo</mi></a>","P01987235",NA,NA,"R.E.Fr.",NA,NA,"1881","3","7","Petrópolis","Au Morin","-43.1786003112793","-22.5049991607666","P01987235_01",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,"12406",NA,NA,NA
"89","2015-09-04 14:38:02-03","MNHN","RECOLNAT_MNHN_P","P00734905","PreservedSpecimen",NA,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","holotype","Langsdorff",NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734905' target='other'> <mi>dwc_moreinfo</mi></a>","P00734905",NA,NA,"A.St.-Hil. & Tul.",NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"P00734905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-10-11 02:13:41-03","MNHN","RECOLNAT_MNHN_P","P00734906","PreservedSpecimen",NA,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","isotype","Langsdorff",NA,"Brésil",NA,"hb",NA,"Cueilli par Langsdorff et donné par lui à Louis Claude Richard <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734906' target='other'> <mi>dwc_moreinfo</mi></a>","P00734906",NA,NA,"A.St.-Hil. & Tul.",NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"P00734906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-11 17:17:50-03","UFPR","UPCB","41140","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Jaster, C.B.",NA,"Brasil","Paraná",NA,NA,"Indivíduo fora da amostragem. Floresta de restinga em estágio avançado, ambiente não inundado, P4 S3. Distância do mar ±440m..",NA,NA,NA,"A.St.-Hil. & Tul.","Jaster, C.B.",NA,"1999","11","05","Guaraqueçaba","Ilha das Peças, porção sul","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-11 17:17:50-03","UFPR","UPCB","32116","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana",NA,"Silva, S.M.",NA,"Brasil","Paraná",NA,NA,"Árvore de 7m, PAP = 19cm, com botões creme. Em subosque de floresta paludosa da planície litorânea..",NA,NA,NA,"A.St.-Hil. & Tul.","Silva, S.M.",NA,"1996","01","29","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,"1997","05",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-11 17:17:50-03","UFPR","UPCB","31314","PreservedSpecimen","Plantae","Annonaceae","Xylopia","langsdorfiana","Xylopia langsdorfiana ssp. langsdorfiana",NA,"Silva, S.M.",NA,"Brasil","Paraná",NA,NA,"Arvoreta de 6m, com flores castanhas (creme)..",NA,NA,NA,"A.St.-Hil. & Tul.","Silva, S.M.",NA,"1996","01","19","Paranaguá","Morro da Baleia - Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,"ssp. langsdorfiana","1997","02",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
