"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","decimalLongitude","decimalLatitude","imagecode","stateProvince","county","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","sex"
"137","2021-03-15 16:37:00-03","NY","NYBG","2158167","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. T. Prance","4252","1967","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313627' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158167","Magnoliophyta","Myrtales","Jacq.",NA,"Base of Serra Tepequem, Boca da Mata.","-61.75","3.75","NY02158167_01","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","868519","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","I. F. Rego","728","1991","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868519","Magnoliophyta","Myrtales","Jacq.",NA,"BR-317 km 68, AEF/FUNTAC.","-67.75","-10.5","NY00868519_01","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-15 16:37:00-03","NY","NYBG","2158203","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. A. Cid Ferreira","3482","1982","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313672' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158203","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Japura, afluente do rio Solimoes, ao longo do rio Japura","-65.67","-1.833333","NY02158203_01","Amazonas","Maraã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","2158183","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. C. Berg","BG680","1977","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313645' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158183","Magnoliophyta","Myrtales","Jacq.",NA,"Tucuruí dam area, Rio Tocantins. Itupiranga, along Rio Tocantins.","-49.324539","-5.1348509","NY02158183_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","565572","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","S. A. Mori","10324","1978","07","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565572","Magnoliophyta","Myrtales","Jacq.",NA,"Estaçao Ecológica do Pau-Brasil e arredores, cerca de 16 km a W de Porto Seguro. Folha SE-24 (16-39c)","-39.1797","-16.3861","NY00565572_01","Bahia","Santa Cruz Cabrália","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-15 16:37:00-03","NY","NYBG","2158164","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. M. Boom","8765","1988","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313624' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158164","Magnoliophyta","Myrtales","Jacq.",NA,"Distrito Agropecuário, Reserva 1501 (Km 41) of the WWF/INPA MCS Project.","-59.74583","-2.41625","NY02158164_01","Amazonas","Manaus",NA,"50","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 16:37:00-03","NY","NYBG","565646","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. G. Hatschbach","13337","1965","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=594127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565646","Magnoliophyta","Myrtales","Jacq.",NA,"7 Quedas","-54.2556","-24.08","NY00565646_01","Paraná","Guairá","C. A. Stace","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","2158124","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","H. S. Irwin","48385","1960","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312240' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158124","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Muturá, 0-10 km. from its confluence with Rio Oiapoque.","-52.517","2.542","NY02158124_01","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","02158143","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","8404","1936","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313603' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158143","Magnoliophyta","Myrtales","Jacq.",NA,"Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879","NY02158143_01","Amazonas","São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","2158141","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","4607","1933","06","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313601' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158141","Magnoliophyta","Myrtales","Jacq.",NA,"Foz do Jarauaca. Basin of Rio Jurua.",NA,NA,"NY02158141_01 NY02158141_02","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","00908059","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","E. C. de Oliveira Filho","16","1984","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908059","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Jauru, Fazenda Barranquinha- Próximo Porto do Limao",NA,NA,"NY00908059_01","Mato Grosso",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","00997740","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","N. A. Rosa","2955","1978","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183151' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997740","Magnoliophyta","Myrtales","Jacq.",NA,"Margem direita do Rio Pindaré, proximo da Rod. BR-316.","-45.38","-3.6669","NY00997740_01","Maranhão","Santa Inês","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2016-09-27 04:35:00-03","NY","NYBG","565580","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","P. A. Mutchnick","565","1994","12","07","South America","Guyana","sheet",NA,"Collected under the auspices of the Government of Guyana, UNDP/GEF, Iwokrama International Rain Forest Reserve Program, and the Biodiversity Centre, University of Guyana <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565580","Magnoliophyta","Myrtales",NA,NA,"Iwokrama; Essequibo River; Kurupukari Falls","-58.67","4.67",NA,"Potaro-Siparuni",NA,"C. A. Stace","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-15 16:37:00-03","NY","NYBG","1145531","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","A. P. Duarte","8823","1965","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320154' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145531","Magnoliophyta","Myrtales","Jacq.",NA,"Arredores de Linhares.",NA,NA,"NY01145531_01","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-15 16:37:00-03","NY","NYBG","565578","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","S. A. Mori","10324","1978","07","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565578","Magnoliophyta","Myrtales","Jacq.",NA,"Estaçao Ecológica do Pau-Brasil e arredores, cerca de 16 km a W de Porto Seguro. Folha SE-24 (16-39c)","-39.1797","-16.3861","NY00565578_01","Bahia","Santa Cruz Cabrália","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","02158145","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. T. Prance","7780","1968","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313605' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158145","Magnoliophyta","Myrtales","Jacq.",NA,"5 km east of Sena Madureira","-68.6125658","-9.0688679","NY02158145_01","Acre","Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","02158170","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","M. dos R. Cordeiro","908","1976","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313630' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158170","Magnoliophyta","Myrtales","Jacq.",NA,"Sub-base Proj. RADAM, Estrada do Palheta, Front. Brasil-Bolívia, Ponto 23, SC-20-VB.","-65.3394","-10.7828","NY02158170_01","Rondônia","Guajará-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","2158186","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. A. Cid Ferreira","3685","1982","11","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313651' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158186","Magnoliophyta","Myrtales","Jacq.",NA,"Novo Japurá. Fronteira de Brasil e Colombia, Vila Bittencourt, ao longo do rio, confluencia dos rios Japurá e Apapóris acima do terceiro Batalhão de Infantaria","-69.4294471","-1.3979305","NY02158186_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-15 16:37:00-03","NY","NYBG","00997718","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. R. Anderson","7812","1973","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997718","Magnoliophyta","Myrtales","Jacq.",NA,"3 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.73","NY00997718_01","Goiás","São João d'Aliança","C. A. Stace","1040","1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-15 16:37:00-03","NY","NYBG","02158097","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","I. L. do Amaral","287A","1982","11","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312185' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158097","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Japurá, margem direita.","-66.8767405","-1.8362477","NY02158097_01","Amazonas","Maraã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-15 16:37:00-03","NY","NYBG","2158181","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. L. Zarucchi","2787","1979","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313643' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158181","Magnoliophyta","Myrtales","Jacq.",NA,"Along Rio Jiparaná (Rio Machado), ca. 5km upstream from Jiparaná (Rondônia)","-61.95","-10.92","NY02158181_01","Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-15 16:37:00-03","NY","NYBG","00997728","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. L. Balée","2717","1986","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997728","Magnoliophyta","Myrtales","Jacq.",NA,"Gurupiuna, Ka'apor Indian Reserve, affluent of Rio Gurupi. Forest inventory 6km from village.","-46.43","-2.72","NY00997728_01","Maranhão","Carutapera","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-15 16:37:00-03","NY","NYBG","2158117","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","C. A. Cid Ferreira","368","1979","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2312233' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158117","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Uatumã, 30 minutos de motor de popa, acima da cachoeira Balbina, margem esquerda, próximo ao igarapé Sta. Luzia.","-58.7269878","-2.3065914","NY02158117_01","Amazonas","Itapiranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-15 16:37:00-03","NY","NYBG","2158196","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","M. G. da Silva","3629","1978","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313665' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158196","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Tapajós, margem direita do rio.","-56.6558075","-4.7009877","NY02158196_01","Pará","Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-15 16:37:00-03","NY","NYBG","00997909","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","P. Clausen","75",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1187518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997909","Magnoliophyta","Myrtales","Jacq.",NA,NA,NA,NA,"NY00997909_01 NY00997909_02","Minas Gerais",NA,"A. W. Exell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-15 16:37:00-03","NY","NYBG","565567","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. G. Hatschbach","17038","1967","08","28","South America","Brazil","sheet",NA,"Pollen spore or leaf sample removed by Davide W. Roubik. Permanent slide deposited at STRI <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565567","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Paraná, Peredao das Arares","-53.6139","-23.3958","NY00565567_01","Paraná","Icaraíma","R. Godfrey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-15 16:37:00-03","NY","NYBG","2158197","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","1136","1931","09","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313666' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158197","Magnoliophyta","Myrtales","Jacq.",NA,"Upper Cupary River, plateau between the Xingu and Tapajos Rivers","-53.9867735","-3.7272268","NY02158197_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-15 16:37:00-03","NY","NYBG","1015309","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","T. M. C. da Silva","57","2001","05","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020575' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015309","Magnoliophyta","Myrtales","Jacq.",NA,"Estação Ecológica do Tapacurá.","-34.9503","-8.0128","NY01015309_01","Pernambuco","São Lourenço da Mata","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-15 16:37:00-03","NY","NYBG","2158174","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","M. H. Nee","34731","1987","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313636' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158174","Magnoliophyta","Myrtales","Jacq.",NA,"5 km. NE of Guajara Mirim. Rocky tops and slopes of westernmost hill of Serra Pacaas Novos (with Embratel antennas).","-65.25","-10.73","NY02158174_01","Rondônia","Guajará-Mirim",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-15 16:37:00-03","NY","NYBG","00997742","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. M. Pires","16231","1978","07","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997742","Magnoliophyta","Myrtales","Jacq.",NA,"Estrada para Formoso, 20 km da Rodovia Belém-Brasília.",NA,NA,"NY00997742_01","Goiás",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-15 16:37:00-03","NY","NYBG","565562","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. Fontella Pereira","106","1961","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332789' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565562","Magnoliophyta","Myrtales","Jacq.",NA,"Em brente à Baia de Flamengo, à 10 km do Rio Acaraú","-45.0697","-23.4303","NY00565562_01","São Paulo","Ubatuba","N. M. F. d. Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-15 16:37:00-03","NY","NYBG","2158233","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","M. Kuhlmann","88","1959","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313705' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158233","Magnoliophyta","Myrtales","Jacq.",NA,"Rodovia Belém - Brasília, km 92.",NA,NA,"NY02158233_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-15 16:37:00-03","NY","NYBG","2158198","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","1177","1931","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313667' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158198","Magnoliophyta","Myrtales","Jacq.",NA,"Upper Cupary River, plateau between the Xingu and Tapajos Rivers","-53.9867735","-3.7272268","NY02158198_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-15 16:37:00-03","NY","NYBG","471866","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","M. Silveira","857","1994","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=332779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471866","Magnoliophyta","Myrtales","Jacq.",NA,"Bacia do Rio Juruá, Rio Tarauacá. Seringal Universo, Colocaçao Praia do Carapana.","-71.3533","-8.4417","NY00471866_01","Acre","Tarauacá","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-15 16:37:00-03","NY","NYBG","2158214","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. T. Prance","26349","1980","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313684' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158214","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Xingú, Praia de Parati, below Altamira.",NA,NA,"NY02158214_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-15 16:37:00-03","NY","NYBG","00908058","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","S. Tsugaru","1823","1987","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908058","Magnoliophyta","Myrtales","Jacq.",NA,"River side and islet of Rio Peixe, near Fazenda Maringa, 45km SW from Juara",NA,NA,"NY00908058_01","Mato Grosso",NA,"C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-15 16:37:00-03","NY","NYBG","2158231","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J. M. Pires","901","1947","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313703' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158231","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Uaupes, Taraquá.",NA,NA,"NY02158231_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-15 16:37:00-03","NY","NYBG","2158213","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","S. A. Mori","17456","1984","12","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313683' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158213","Magnoliophyta","Myrtales","Jacq.",NA,"BR 156, road under construction which will connect Macapá with Monte Dourado, 81 km WSW of Macapá, ca. 11 km SW of Rio Preto.","-51.8","-0.13","NY02158213_01","Amapá","Mazagão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-15 16:37:00-03","NY","NYBG","2158234","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. A. Rodrigues","1277","1959","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313706' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158234","Magnoliophyta","Myrtales","Jacq.",NA,"Igaraé de São Raimundo","-60.02","-3.13","NY02158234_01","Amazonas","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-15 16:37:00-03","NY","NYBG","2158161","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B. A. Krukoff","8308","1936","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313621' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158161","Magnoliophyta","Myrtales","Jacq.",NA,"Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879","NY02158161_01","Amazonas","São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-15 16:37:00-03","NY","NYBG","1016789","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G. G. Hatschbach","69146","1999","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193151' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016789","Magnoliophyta","Myrtales","Jacq.",NA,"Caxixe Quente.","-41.129825","-20.490675","NY01016789_01","Espírito Santo","Castelo","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-15 16:37:00-03","NY","NYBG","2158229","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","A. S. L. da Silva","2404","1991","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2313701' target='other'> <mi>dwc_moreinfo</mi></a>","NY02158229","Magnoliophyta","Myrtales","Jacq.",NA,"Floresta Nacional de Caxiuana, Estação Científica Ferreira Penna, Margem do Rio Caxiuana.","-51.455","-1.7369","NY02158229_01","Pará","Melgaço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-15 16:37:00-03","NY","NYBG","00997720","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","W. W. Thomas","4073","1985","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1183028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997720","Magnoliophyta","Myrtales","Jacq.",NA,"Rio Apiacá at ferry crossing for MT208, rd W from Alta Floresta","-56.95","-10.03","NY00997720_01","Mato Grosso","Alta Floresta","C. A. Stace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
