"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","locality","decimalLongitude","decimalLatitude","imagecode","stateProvince","county","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","eventTime","sex"
"2888","2019-11-01 14:56:32-03","UnB","UB","121800","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Pires, JM","58104","1964","07","02","Southern America","Brasil",NA,NA,"Inflorescências amarelas.; Cipó 5m.; Cerrado",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Rodovia Brasília-Fortaleza 130km",NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2889","2019-11-01 14:56:32-03","UnB","UB","22205","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Damasceno Júnior, GA","907","1994",NA,NA,"Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Corumbá","-57.450278","-19.021111",NA,"Mato Grosso do Sul","Corumbá","Incógnito",NA,NA,NA,NA,NA,"-57.450278","-19.021111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2890","2019-11-01 14:56:32-03","UnB","UB","22206","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ratter, JA","464","1967","08","24","Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,NA,NA,NA,"Mato Grosso","Xavantina","Silva, NMF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2891","2019-11-01 14:56:32-03","UnB","UB","22207","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ratter, JA","3312","1976","07",NA,"Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,NA,NA,NA,"Mato Grosso","Xavantina","Incógnito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2892","2019-11-01 14:56:32-03","UnB","UB","22208","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Lima, ES","ES186","1997","08","22","Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Querência","-52.1997","-12.5969",NA,"Mato Grosso","Querência","Ratter, JA",NA,NA,NA,NA,NA,"-52.1997","-12.5969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2893","2019-11-01 14:56:32-03","UnB","UB","22209","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Lima, HS","BS525","2000","06",NA,"Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-50.843333","-12.9725",NA,"Mato Grosso","Cocalinho","Ratter, JA",NA,NA,NA,NA,NA,"-50.843333","-12.9725",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2894","2019-11-01 14:56:32-03","UnB","UB","22210","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Lima, HS","BS551","2000","08","07","Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-51.089","-13.071222",NA,"Mato Grosso","Cocalinho","Marimon, BS",NA,NA,NA,NA,NA,"-51.089","-13.071222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2895","2019-11-01 14:56:32-03","UnB","UB","22211","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Fonseca, ML","2021","1998",NA,NA,"Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-51.986389","-18.547778",NA,"Goiás","Serranópolis","Incógnito",NA,NA,NA,NA,NA,"-51.986389","-18.547778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2896","2019-11-01 14:56:32-03","UnB","UB","22212","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Anderson, WR","7812","1973","03","23","Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,NA,NA,NA,"Goiás",NA,"Silva, NMF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2897","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Araújo, JF","IFN-32913572.1","2018","04","13","Southern America","Brasil",NA,NA,"Conglomerado MA-329. Subunidade 2. Subparcela 1. indivíduo 4. F8; Arbusto; altura em m: 1,70; base reta; Mata de Cocais, predominância de babaçus, boa camada de serrapilheira, solo cascalhento e argiloso",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Comunidade Santo Antônio","-43.919999","-4.320009",NA,"Maranhão","Codó","Ribeiro, RTM","35","35",NA,NA,NA,"-43.919999","-4.320009","2018","07","09",NA,NA,NA,NA,NA,NA
"2898","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Araújo, JF","IFN-3311501","2018","04","18","Southern America","Brasil",NA,NA,"Conglomerado MA-331. Extra; Arbusto; altura em m: 2,50; base reta; flor amarela; Floresta secundária em estágio intermediário de regeneração, camada de serrapilheira fina, solo argiloso",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-43.55848","-4.321126",NA,"Maranhão","Codó","Neto, NEO","72","72",NA,NA,NA,"-43.55848","-4.321126","2018","11","12",NA,NA,NA,NA,NA,NA
"2899","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Moraes, TM","IFN_45314862.1","2018","02","02","Southern America","Brasil",NA,NA,"Conglomerado BA-453. Subunidade 2. Subparcela 1. indivíduo 11. F8; Liana, cipó; ht: 2,60; base digitada; Solo arenoso,relevo plano,transição cerrado-caatinga","UB0127119","Dicotyledoneae",NA,"Jacq.",NA,"Distrito de Igarité","-43.933357","-11.566665","UB0127119","Bahia","Barra","Neto, NEO","499","499",NA,NA,NA,"-43.933357","-11.566665","2018","10","04",NA,NA,NA,NA,NA,NA
"2900","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Santos, RS","IFN-2785262.10","2018","04","23","Southern America","Brasil",NA,NA,"Conglomerado MA-278. Subunidade 2. Subparcela 10. indivíduo 88. F6; Árvore; DAP em cm: 5,2; altura em m: 12,00; base reta; casca amarronzada por fora, avermelhada por dentro, fina, fissurada, sem odor; Presença de palmeiras, solo pedregoso",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Povoado Betânia","-43.920009","-3.959991",NA,"Maranhão","Vargem Grande","Neto, NEO","81","81",NA,NA,NA,"-43.920009","-3.959991","2018","11","13",NA,NA,NA,NA,NA,NA
"2901","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Moura, EO","IFN_95518583.1","2018","03","13","Southern America","Brasil",NA,NA,"Conglomerado BA-955. Subunidade 3. Subparcela 1. indivíduo 7. F8; Arbusto; ht: 1,60; flor: amarelas; fruto: imaturo, 1 x 0,3cm, sâmara, marrom (cor externa), não observado (cor interna), seco, arilo; Cerrado stricto sensu em regeneraçã","UB0127118","Dicotyledoneae",NA,"Jacq.",NA,"Faz Alegre","-45.36667","-13.533352","UB0127118","Bahia","Correntina","Neto, NEO","710","710",NA,NA,NA,"-45.36667","-13.533352","2018","10","04",NA,NA,NA,NA,NA,NA
"2902","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Castro, BM","128","2014",NA,NA,"Southern America","Brasil",NA,NA,"Material testemunha do Trabalho de Conclusão de Curso (Ciências Ambientais). Aluno: Bruno Mesquita Castro (2015). Florística de Trepadeiras nativas do Bioma Cerrado. Orientação: Lucia Helena Soares-Silva; Fruto tetralado.; Mata seca próximo a Rio,",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Fercal. Morro da Pedreira.","-47.960681","-15.509819",NA,"Distrito Federal","Brasília","Castro, BM","770","770",NA,NA,NA,"-47.960681","-15.509819",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2903","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Araújo, JF","IFN-32913754.10","2018","04","13","Southern America","Brasil",NA,NA,"Conglomerado MA-329. Subunidade 4. Subparcela 10. indivíduo 12. F8; Arbusto; altura em m: 1,60; base reta; Mata de Cocais, predominância de babaçus, boa camada de serrapilheira, solo cascalhento e arenoso",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Comunidade Santo Antônio","-43.919999","-4.320009",NA,"Maranhão","Codó","Ribeiro, RTM","35","35",NA,NA,NA,"-43.919999","-4.320009","2018","07","09",NA,NA,NA,NA,NA,NA
"2904","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Araújo, JF","IFN-32913733.1","2018","04","13","Southern America","Brasil",NA,NA,"Conglomerado MA-329. Subunidade 3. Subparcela 1. indivíduo 3. F6; Árvore; DAP em cm: 6,5; altura em m: 7,00; base reta; casca cinza por fora, marrom por dentro, fina, estriada; Mata de Cocais, predominância de babaçus, boa camada de serrapilheira, so",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Comunidade Santo Antônio","-43.919999","-4.320009",NA,"Maranhão","Codó","Ribeiro, RTM","35","35",NA,NA,NA,"-43.919999","-4.320009","2018","07","09",NA,NA,NA,NA,NA,NA
"2905","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Araújo, JF","IFN-41212761.1","2018","03","22","Southern America","Brasil",NA,NA,"Conglomerado MA-412. Subunidade 1. Subparcela 1. indivíduo 4. F6; Liana; DAP em cm: 5,5; altura em m: 6,50; casca cinza por fora, vermelha por dentro, fina, áspera ausencia; Solo areno-argiloso com afloramento rochoso e boa camada de serrapilheira",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-43.919971","-4.860004",NA,"Maranhão","Codó","Ribeiro, RTM","107","107",NA,NA,NA,"-43.919971","-4.860004","2018","07","10",NA,NA,NA,NA,NA,NA
"2906","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Marinho, MAO","IFN-388-L3922.1","2018","04","25","Southern America","Brasil",NA,NA,"Conglomerado MA-388_L. Subunidade 2. Subparcela 1. indivíduo 2. F8; Arbusto; altura em m: 1,80; base reta; Cerrado, solo argiloso",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Água Branca","-43.020004","-4.814979",NA,"Maranhão","Caxias","Ribeiro, RTM","70","70",NA,NA,NA,"-43.020004","-4.814979","2018","07","10",NA,NA,NA,NA,NA,NA
"2907","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Araújo, JF","IFN-33114752.10","2018","04","17","Southern America","Brasil",NA,NA,"Conglomerado MA-331. Subunidade 2. Subparcela 10. indivíduo 9. F8; Liana; altura em m: 1,70; Floresta secundária densa, solo argiloso, camada média de serrapilheira.",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-43.559995","-4.320026",NA,"Maranhão","Codó","Ribeiro, RTM","72","72",NA,NA,NA,"-43.559995","-4.320026","2018","07","09",NA,NA,NA,NA,NA,NA
"2908","2021-01-04 10:57:37-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Zanatta, MRV; Faria, JEQ","2256","2015","05","30","Southern America","Brasil",NA,NA,"Material coletado para a elaboração do Plano de Manejo da Unidade de Conservação.; Liana. Frutos verdes imaturos. Foto (M.R. Zanatta).; Mata sempre verde (ou semidecídua) de encosta (florística diferente da Mata sobre calcáreo adjacente).",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Região da Fercal. Monumento Natural do Morro da Pedreira.","-47.958056","-15.508528",NA,"Distrito Federal","Brasília","Zanatta, MRV","783","783",NA,NA,NA,"-47.958056","-15.508528","2015","05",NA,NA,NA,NA,NA,NA,NA
"2909","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Araújo, JF","IFN-3559761.3","2017","12","14","Southern America","Brasil",NA,NA,"Conglomerado BA-355. Subunidade 1. Subparcela 3. Indivíduo 5. F6; Árvore; 8m; DAP 16,5cm. Base do caule reta. Casca externa cinza, interna marrom; espessura fina; do tipo reticulada; Mata seca semidecídua, solo arenoso, pouca presença","UB0127117","Dicotyledoneae",NA,"Jacq.",NA,NA,"-44.459722","-10.98","UB0127117","Bahia","Santa Rita de Cássia","Ribeiro, RTM",NA,NA,NA,NA,NA,"-44.459722","-10.98","2018","07","06",NA,NA,NA,NA,NA,NA
"2910","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Moraes, TM","IFN_39516643.1","2018","04","03","Southern America","Brasil",NA,NA,"Conglomerado BA-395. Subunidade 3. Subparcela 1. indivíduo 5. F8; Arbusto; ht: 1,40; Cerrado, solo arenoso, relevo plano","UB0127120","Dicotyledoneae",NA,"Jacq.",NA,"Fazenda Estrondo","-45.900055","-11.266673","UB0127120","Bahia","Formosa do Rio Preto","Neto, NEO","514","514",NA,NA,NA,"-45.900055","-11.266673","2018","10","04",NA,NA,NA,NA,NA,NA
"2911","2019-11-01 14:56:32-03","UnB","UB","962","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Pinheiro, R","88","1966","03","10","Southern America","Brasil",NA,NA,"Stand 10. Cobertura Total 50%. Arbustos D1-3M# mom 30% de cobertura. Árvores alcançando D8MX72cm#.; Arbusto; Cerrado com árvores baixas e arbustos. Topologia: Topo da serra.",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Tanques, lagoa","-39.3736000061035","-14.1641998291016",NA,"Bahia","Ibirapitanga","Marquete, NFS","320","320",NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2912","2019-11-01 14:56:32-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Fonseca, SG","899","1968","07","24","Southern America","Brasil",NA,NA,"Planta com 3 m de altura, flores alvas",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Na beira do Rio Preto","-47.9296989440918","-15.7797002792358",NA,"Distrito Federal","Brasília","Silva, NMF",NA,NA,NA,"70570","auto",NA,NA,"1989","08",NA,NA,NA,NA,NA,NA,NA
"2913","2019-11-01 14:56:32-03","UnB","UB","22203","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Ratter, JA","4443","1980","09","18","Southern America","Brasil",NA,NA,".",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-49.426700592041","-15.2981004714966",NA,"Goiás","Santa Isabel","Incógnito",NA,NA,NA,"36732","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914","2019-11-01 14:56:32-03","UnB","UB","121801","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Heringer, EP","9893","1964","10","28","Southern America","Brasil",NA,NA,"Arbórea.",NA,"Dicotyledoneae",NA,"Jacq.",NA,NA,"-44.3616981506348","-15.4881000518799",NA,"Minas Gerais","Januária","Marquete, NFS",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2915","2019-11-01 14:56:32-03","UnB","UB","121798","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Soares, EA","678","2000","05","26","Southern America","Brasil",NA,NA,"Flores com pétalas amarelas.; Liana.; Mata ciliar",NA,"Dicotyledoneae",NA,"Jacq.",NA,"Ribeirão Areias","-48.4171981811523","-10.7081003189087",NA,"Tocantins","Porto Nacional",NA,NA,NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2916","2020-06-30 11:00:07-03","UFU","HUFU","60587","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Kirkbride, M.C.G.; Kirkbride, J.H.","1325","1980","07","17",NA,"Brasil",NA,NA,"Trepadeira. Flores creme, frutos roxo-avermelhados.; Pastagem.","HUFU00004945",NA,NA,"Jacq.",NA,"Perto do ribeirão Água doce ou Cafuringa","-47.966667","-15.516667","HUFU00004945","Distrito Federal",NA,"Silva, N.M.F.","800","800",NA,NA,NA,"-47.966667","-15.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2917","2019-05-06 11:54:50-03","UFU","HUFU","46457","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Damasceno Júnior, G.A.; Bortolotto, I.M.; Ishii, I.H.; Nakajima, J.N.; Sciamarelli, A.; et al.","2620","2002","10","21",NA,"Brasil",NA,NA,"Trepadeira. Fruto verde.; Mata semidecídua transição para área de inundação. Solo arenoso, morro.","HUFU00004948",NA,NA,"Jacq.",NA,"Porto do Amolar","-57.6533012390137","-19.0091991424561","HUFU00004948","Mato Grosso do Sul","Corumbá",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2918","2020-08-20 20:39:55-03","UFSC","FLOR","46990","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silva, A.R.; Caxambu, M.G.","422","2007","07","30",NA,"Brasil",NA,NA,"arbusto heliófito, ca. 2,2m altura, flores amarelo esverdeadas Habitat: solo arenoso, relevo plano","FLOR0046990",NA,"Myrtales","Jacq.",NA,"Próximo ao Rio Miranda.","-56.412778","-20.24",NA,"Mato Grosso do Sul","Miranda","Cordeiro, J.","113","113",NA,NA,NA,"56º24'46''W","20º14'24''S","2008",NA,NA,NA,NA,NA,NA,NA,NA
"2919","2020-08-20 14:57:38-03","UFSC","FLOR","47123","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Melo, E. de; França, F. & Silva, B.M.","2716","1999","06","02",NA,"Brasil",NA,NA,"liana, folha coriácea discolor; perianto branco esverdeado, base do perianto e pedicelo ferrugíneos, androceu branco esverdeado; remanescente de mata antropizada Habitat: brejo, vegetação antropizada herbácea","FLOR0047123",NA,"Myrtales","Jacq.",NA,"Estrada Barra-Ibotirama BA-161, ponte sobre o Rio Grande.","-43.369444","-11.1575",NA,"Bahia","Barra",NA,"385","385",NA,NA,NA,"43º22'10''W","11º9'27''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2920","2019-12-18 18:37:20-03","UFMT","UFMT","44312","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Vargas, S.H.; et al","001","2019","04","13",NA,"Brasil",NA,NA,"Arbusto com 2m de altura, com botão floral.; cerrado",NA,NA,NA,"Jacq.",NA,"3 Km do centro de Chapada dos Guimarães","-56.25","-15.741667",NA,"Mato Grosso","Chapada dos Guimarães","Coelho, M.F.B.","743","743",NA,NA,NA,"-56.25","-15.741667","2019","04","13",NA,NA,NA,NA,NA,NA
"2921","2018-10-03 21:33:19-03","UFMT","UFMT","42471","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Coelho, D.F.; Spiller, C.","s.n.","2015","02","26",NA,"Brasil",NA,NA,"Material coletado para Doutorado UFMT. Horário da coleta 15:55h.; Cerrado campo sujo; periodicamente queimado, propriedade particular.",NA,NA,NA,"Jacq.",NA,"Bairro Florada da Serra.","-55.749698638916","-15.460599899292",NA,"Mato Grosso","Chapada dos Guimarães",NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2922","2015-04-30 15:25:39-03","UFMT","UFMT","42444","S","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Silva, F.H.B.","032","2014","03","19",NA,"Brasil",NA,NA,"Herbácea.; Campo inundável.",NA,NA,NA,"Jacq.",NA,"RPPN Sesc Pantanal.","-56.6227989196777","-16.2567005157471",NA,"Mato Grosso","Poconé",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2923","2020-01-31 10:37:59-03","IFAM","EAFM","4755","PreservedSpecimen","Plantae","Combretaceae","Combretum","aubletii","Combretum aubletii","Maia, L.A.; Soares, E.; Ramos, J.F. & Mota, C.D.A. da","16","1979","06","25",NA,"Brasil",NA,NA,"; DESC: Planta trepadeira em árvores, com flores vermelhas com 8 estames vermelhos quando velha e estames amarelos quando jovens, botões vermelhos e frutos imaturos verdes.Mata de igapó.",NA,NA,NA,"C.DC.",NA,"Rio Negro, Paraná Tauatú, acima de Manaus, 1 dia de viagem em motor de 116 HP",NA,NA,NA,"Amazonas",NA,"Loiola, M.I.B.",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"2924","2020-01-31 10:37:59-03","IFAM","EAFM","5461","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Assunção, P.A.C.L.; Zartman, C.E.","1729","2006","03","30",NA,"Brasil",NA,NA,"; DESC: Flores, ráquis da inflorescência verde, pedicelos, corolas, estames cremes.",NA,NA,NA,"Jacq.",NA,"Igapó, Rio Mutum, tributário do Jutai, Reserva Cujubim.","-68.316667","-5.216667",NA,"Amazonas","Jutaí","Zartman, C.E.","150","150",NA,NA,NA,"-68.316667","-5.216667","2006","05","06",NA,NA,NA,NA,NA,NA
"2925","2020-01-31 10:37:59-03","IFAM","EAFM","3481","PreservedSpecimen","Plantae","Combretaceae","Combretum","rotundifolium","Combretum rotundifolium","Junqueira, A.B.; Ramos, J.F.","1006","2009","12","09",NA,"Brasil",NA,NA,"; HABITAT: Floresta secundária sobre solo antropogênico (Terra Preta de Índio). Dossel e subosque com elevada dominância de lianas.; DESC: Liana; crescendo sobre a copa das árvores.",NA,NA,NA,"Rich.",NA,"Porto Trombetas, Floresta Nacional Saracá-Taquera. Área de atividade da Mineração Rio Norte S/A. Sítio arqueológico Cipoal do Araticum.","-56.841444","-2.294194",NA,"Pará","Oriximiná","Ramos, J. .F.","73","73",NA,NA,NA,"-56.841444","-2.294194","2010","12","07",NA,NA,NA,NA,NA,NA
"2926","2021-03-04 15:44:53-03","IF","SPSF","02919","PreservedSpecimen","Plantae","Combretaceae","Combretum","jacquini","Combretum jacquini","J.M. Vasconcelos","595","1947","01","01","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Myrtales",NA,NA,"Engenho Crimea","-35.2277984619141","-7.74167013168335",NA,"PE","Nazaré da Mata",NA,NA,NA,NA,"9456","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"2927","2021-03-04 15:44:53-03","IF","SPSF","02919","PreservedSpecimen","Plantae","Combretaceae","Combretum","jacquini","Combretum jacquini","J.M. Vasconcelos","595","1947","01","01","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Myrtales",NA,NA,"Engenho Crimea","-35.2277984619141","-7.74167013168335",NA,"PE","Nazaré da Mata",NA,NA,NA,NA,"9456","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"2928","2021-03-04 15:44:53-03","IF","SPSF","28299","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","J.M.Silva","2495","1998","08","19","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Myrtales",NA,NA,"mata ciliar","-52.8596992492676","-22.656400680542",NA,"PR","Diamante do Norte",NA,NA,NA,NA,"16110","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"2929","2021-03-04 15:44:53-03","IF","SPSF","35696","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","B.S.Marimon & H.S.Lima & D.D.Franczak","824","2004","07","26","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: mata ciliar&nf;;",NA,"Magnoliophyta","Myrtales",NA,NA,"Parque Estadual do Araguaia","-50.956667","-12.3",NA,"MT","Novo Santo Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"2930","2021-03-04 15:44:53-03","IF","SPSF","41358","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","G.Hatschbach & M.Hatschbach & E.Barbosa","78808","2004","12","03","América do Sul","Brasil",NA,NA,"COLETA: Orla de mata.&nf;Trepadeira lenhosa.; GEOGRAFIA: Porto da Balsa.;",NA,"Magnoliophyta","Myrtales","Jacq.",NA,"rio São Francisco",NA,NA,NA,"BA","Cariranha","N.E.S.Marquete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"2931","2020-10-26 09:32:10-03","UNEMAT","NX-FANEROGAMAS","838","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Marimon B.S., Lima H.S.; Neto J.P.","BS525","2000","06","28",NA,"Brasil",NA,NA,"Ocasional. Relevo levemente ondulado.[HABITAT=Mata Ciliar]",NA,NA,NA,"Jacq.",NA,"Fazenda Volpec. Margem do lago do Valdenor.","-50.84","-12.97",NA,"Mato Grosso","Cocalinho","Ratter J.A.",NA,NA,NA,NA,NA,"-50.84","-12.97","2000","07",NA,NA,NA,NA,NA,NA,NA
"2932","2020-10-26 09:32:10-03","UNEMAT","NX-FANEROGAMAS","4737","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Marimon B.S., Lima H.S.; Franczak D.D.","BS711","2003","10","08",NA,"Brasil",NA,NA,"Ocasional. Casca externa com sulcos torcidos. Casca interna amarela.[HABITAT=Mata Ciliar Inundável]",NA,NA,NA,"Jacq.",NA,"Fazenda Marruá. Rio São João.","-51.12","-12.78",NA,"Mato Grosso","Ribeirão Cascalheira","Marimon B.S.",NA,NA,NA,NA,NA,"-51.12","-12.78","2003","10",NA,NA,NA,NA,NA,NA,NA
"2933","2020-10-26 09:32:10-03","UNEMAT","NX-FANEROGAMAS","6455","PreservedSpecimen","Plantae","Combretaceae","Combretum","laxum","Combretum laxum","Marimon B.S., Lima H.S.; Franczak D.D.; Jancoski H.","BS824","2004","07","26",NA,"Brasil",NA,NA,"Abundante. Casca lisa.[HABITAT=Mata Ciliar]",NA,NA,NA,"Jacq.",NA,"Parque Estadual do Araguaia. Lago Sucupira. Ligado ao Rio das Mortes.","-50.96","-12.3",NA,"Mato Grosso","Novo Santo Antônio","Ivanauskas N.M.",NA,NA,NA,NA,NA,"-50.96","-12.30","2005","09",NA,NA,NA,NA,NA,NA,NA
