"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","verbatimLongitude","verbatimLatitude","continentOcean","minimumElevationInMeters","maximumElevationInMeters","imagecode","order","fieldNumber","preparationType","class","typeStatus"
"50","2017-09-11 17:11:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in arboribus ad Serra de Caldas prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"P03P5N0022",NA,NA,NA,NA,NA
"51","2017-09-11 17:11:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Habitat in arboribus ad Serra de Caldas prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"P03P5N0022",NA,NA,NA,NA,NA
"52","2017-09-11 17:11:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Regnell, AF","1150?",NA,NA,NA,"Brazil","Minas Gerais","Caldas","ad Pedra Branca prope Caldas","-46.3861","-21.9236","25710","Floret Novembri - Januario",NA,"auto",NA,NA,NA,"Southern America",NA,NA,"P03P5N0022",NA,NA,NA,NA,NA
"53","2017-09-11 17:11:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Regnell, AF","1150",NA,NA,NA,"Brazil","Minas Gerais","Caldas","ad Pedra Branca prope Caldas","-46.3861","-21.9236","25710","Floret Novembri - Januario",NA,"auto",NA,NA,NA,"Southern America",NA,NA,"P03P5N0022",NA,NA,NA,NA,NA
"54","2017-09-11 17:11:50-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","rupicolum","Epidendrum rupicolum","Cogn.",NA,NA,NA,NA,"Moura, JT de","291?",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","Habitat in rupibus ad Serra dos Orgãos prope Theresopolis prov. Rio de Janeiro","-42.9656","-22.4122","38539","Floret Junio - Julio",NA,"auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:11:50-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Epidendrum","rupicolum","Epidendrum rupicolum","Cogn.",NA,NA,NA,NA,"Moura, JT de","291",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","Habitat in rupibus ad Serra dos Orgãos prope Theresopolis prov. Rio de Janeiro","-42.9656","-22.4122","38539","Floret Junio - Julio",NA,"auto",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:13:10-03","IBt","SP","474277","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Vieira, TL","2015","03","01","Vieira, TL; Francener, A; Hall, CF; Guimarães, LRS","147","2013","09","14","Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-43.688611","-20.496111",NA,NA,NA,NA,NA,"-43.688611","-20.496111",NA,"1346","1346",NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:13:10-03","IBt","SP","146131","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Barros, F","1982","12","29","Semir, J; Sazima, M","CFSC4955","1974","02","11","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 128","-43.7449989318848","-19.513599395752","31264",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:13:10-03","IBt","SP","292381","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Barros, F","1994",NA,NA,"Campos, MTVA","CFSC13616","1994","01","28","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, estrada MG-010 ca. de 400m antes da bifurcação entre o Morro do Pilar e Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:10-03","IBt","SP","8674","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Hoehne, FC","s.n.","1923","09","19","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:10-03","IBt","SP","52378","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Pabst, GFJ","2000","08",NA,"Pabst, GFJ","s.n.","1949","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:13:10-03","IBt","SP","59138","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Barros, F","1980","10",NA,"Handro, O","336","1953","01","22","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:10-03","IBt","SP","29341","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.","Hoehne, FC","1935",NA,NA,"Gehrt, A; Hoehne, FC","s.n.","1924","01","24","Brasil","São Paulo","São Paulo","Parque Jabaquara","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:10-03","IBt","SP","42646","S","Plantae","Orchidaceae","Epidendrum","chlorinum","Epidendrum chlorinum","Barb.Rodr.",NA,NA,NA,NA,"Hoehne, FC; Gehrt, A","s.n.","1940","05","27","Brasil","São Paulo","Ubatuba","Serra de Ubatuba","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:13:10-03","IBt","SP","2876","S","Plantae","Orchidaceae","Epidendrum","minarum","Epidendrum minarum","Hoehne & Schltr.","Hoehne, FC","1921",NA,NA,"Hoehne, FC","s.n.","1919","01","29","Brasil","Minas Gerais","Caldas","Pedra Branca","-46.386100769043","-21.9235992431641","25710","Epífita, flor esverdeada","SP002060","auto",NA,NA,NA,NA,NA,NA,"SP002060",NA,NA,NA,NA,"Isotype"
"65","2019-11-21 10:13:13-03","IBt","SP","29337","S","Plantae","Orchidaceae","Epidendrum","rupicolum","Epidendrum rupicolum","Cogn.",NA,NA,NA,NA,"Loefgren, A","CGG3263","1897","01","02","Brasil","São Paulo",NA,"Córrego Alegre. Mata seca, cerrado.",NA,NA,NA,"Epífita até 1m alt., fl. verdes.","SP009532",NA,NA,NA,NA,NA,NA,NA,"SP009532",NA,NA,NA,NA,NA
