"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"172","2020-12-21 16:45:12-03","MBM","MBM","154497","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Nicolack, V.; Nicolack, V.","1991","02","17","Brazil","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM154497","992","MBM154497",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:45:12-03","MBM","MBM","236558","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Ribas, O.S.; Ribas, O.S.",NA,NA,NA,"Brazil","Paraná","Curitiba","Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM236558","1525","MBM236558",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:45:12-03","MBM","MBM","203856","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kozera, C.",NA,NA,NA,"Dittrich, VA de O; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM203856","283","MBM203856",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:45:12-03","MBM","MBM","120429","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Náutico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM120429","374","MBM120429",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:45:12-03","MBM","MBM","87717","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Náutico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM087717","47602","MBM087717",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:45:12-03","MBM","MBM","41245","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pennington, T.D.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Curitiba","Uberaba de Baixo","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM041245","37372","MBM041245",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:45:12-03","MBM","MBM","68633","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Oliveira, P.I.",NA,NA,NA,"Brazil","Paraná","Lapa","Volta Grande","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"MBM068633","184","MBM068633",NA,NA,"Southern America",NA,"49965","auto",NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:45:12-03","MBM","MBM","137979","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Cordeiro, J.; Cordeiro, J.",NA,NA,NA,"Brazil","Paraná","Piên","Piên, rodovia para Campinas","-49.42919921875","-26.0981006622314",NA,NA,NA,NA,NA,"MBM137979","53599","MBM137979",NA,NA,"Southern America",NA,"19924","auto",NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:45:12-03","MBM","MBM","186778","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM186778","385","MBM186778",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:45:12-03","MBM","MBM","186779","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM186779","309","MBM186779",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:45:12-03","MBM","MBM","22490","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Quitandinha","Pangaré","-49.4977989196777","-25.8724994659424",NA,NA,NA,NA,NA,"MBM022490","29354","MBM022490",NA,NA,"Southern America",NA,"23314","auto",NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:45:12-03","MBM","MBM","186783","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.",NA,NA,NA,"Brazil","Paraná","União da Vitória","Rio Santa Maria","-51.0863990783691","-26.2299995422363",NA,NA,NA,NA,NA,"MBM186783","13844","MBM186783",NA,NA,"Southern America",NA,"35297","auto",NA,NA,NA,NA,NA,NA
"184","2020-12-21 16:45:12-03","MBM","MBM","237019","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, S.F.",NA,NA,NA,"Kegler, A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM237019","82","MBM237019",NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"185","2020-12-21 16:45:12-03","MBM","MBM","252204","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, S.F.",NA,NA,NA,"Wasum, R.",NA,NA,NA,"Brazil","Rio Grande do Sul","Jaquirana","Barra do Arroio dos Novilhos","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,NA,"MBM252204","355","MBM252204",NA,NA,"Southern America",NA,"31282","auto",NA,NA,NA,NA,NA,NA
"186","2020-12-21 16:45:12-03","MBM","MBM","154309","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Klein, R.M.","1969","05","21","Brazil","Santa Catarina","Florianópolis","Ribeirão, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM154309","8331","MBM154309",NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"187","2020-12-21 16:39:28-03","MBM","MBM","320779","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Berger, J.Z.","2005","09",NA,"Brazil","Santa Catarina","São Francisco do Sul","Vila da Glória","-48.6380996704102","-26.2432994842529",NA,NA,"2","2","Arvoreta; Beira do mangue.","MBM320779","202","MBM320779",NA,NA,"Southern America",NA,"23627","auto",NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:45:12-03","MBM","MBM","165259","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Sobral, M.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","1992","04","11","Brazil","Santa Catarina","Três Barras","Floresta Nacional de Três Barras FLONA","-50.3222007751465","-26.1063995361328",NA,NA,NA,NA,NA,"MBM165259","5747","MBM165259",NA,NA,"Southern America",NA,"22564","auto",NA,NA,NA,NA,NA,NA
"189","2020-12-21 16:45:12-03","MBM","MBM","108538","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Pirani, J.R.; et al.; et al.","1985","11","20","Brazil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"MBM108538","1357","MBM108538",NA,NA,"Southern America",NA,"21048","auto",NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:45:12-03","MBM","MBM","215818","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli","Engl.","Mantovani, W.",NA,NA,NA,"Nascimento, J.H.M.; et al.; et al.",NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM215818","7","MBM215818",NA,NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:45:12-03","MBM","MBM","215818","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli","Engl.","Mantovani, W.",NA,NA,NA,"Nascimento, J.H.M.; et al.; et al.",NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM215818","7","MBM215818",NA,NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"192","2015-09-05 07:55:36-03","MNHN","RECOLNAT_MNHN_P","P04785634","PreservedSpecimen",NA,"Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Balansa","1874","9","30","Paraguai",NA,NA,"Cordilheira de Vila-Rica.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04785634' target='other'> <mi>dwc_moreinfo</mi></a>","P04785634",NA,"P04785634_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"2677",NA,NA
"193","2015-09-05 07:55:36-03","MNHN","RECOLNAT_MNHN_P","P04785635","PreservedSpecimen",NA,"Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Balansa, B.","1874","9","30","Paraguai",NA,NA,"Cordilheira de Villa-Rica.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04785635' target='other'> <mi>dwc_moreinfo</mi></a>","P04785635",NA,"P04785635_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"2677",NA,NA
"194","2015-09-04 20:12:23-03","MNHN","RECOLNAT_MNHN_P","P05199080","PreservedSpecimen",NA,"Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Smith, L.B.|Klein, R.M.","1965","1","23","Brasil","Paraná","Rio Negro",NA,"-49.83333","-26.08333",NA,NA,"800",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05199080' target='other'> <mi>dwc_moreinfo</mi></a>","P05199080",NA,"P05199080_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,"15005",NA,NA
"195","2015-09-04 20:12:23-03","MNHN","RECOLNAT_MNHN_P","P05199079","PreservedSpecimen",NA,"Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Hatschbach","1964","11","18","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05199079' target='other'> <mi>dwc_moreinfo</mi></a>","P05199079",NA,"P05199079_01",NA,NA,NA,"hb","38300","auto",NA,NA,NA,"11854",NA,NA
"196","2015-09-04 20:12:23-03","MNHN","RECOLNAT_MNHN_P","P05199078","PreservedSpecimen",NA,"Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Rambo, B.","1949","12","26","Brasil","Rio Grande do Sul","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05199078' target='other'> <mi>dwc_moreinfo</mi></a>","P05199078",NA,"P05199078_01",NA,NA,NA,"hb","13851","auto",NA,NA,NA,"45010",NA,NA
"197","2015-09-05 07:32:14-03","MNHN","RECOLNAT_MNHN_P","P04803271","PreservedSpecimen",NA,"Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Mattos, J.","1965","8","19","Brasil","São Paulo","Salesópolis","Estação Biologica de Boraceia, 1.5km a oeste da sede.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04803271' target='other'> <mi>dwc_moreinfo</mi></a>","P04803271",NA,"P04803271_01",NA,NA,NA,"hb","18032","auto",NA,NA,NA,"12470",NA,NA
"198","2015-09-05 07:32:14-03","MNHN","RECOLNAT_MNHN_P","P04803272","PreservedSpecimen",NA,"Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Hoehne, W.","1966","11","1","Brasil","São Paulo","São Paulo","Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04803272' target='other'> <mi>dwc_moreinfo</mi></a>","P04803272",NA,"P04803272_01",NA,NA,NA,"hb","53584","auto",NA,NA,NA,"6161",NA,NA
"199","2015-09-04 20:25:40-03","MNHN","RECOLNAT_MNHN_P","P05198489","PreservedSpecimen",NA,"Picramniaceae","Picramnia","regnelli","Picramnia regnelli","Engl.",NA,NA,NA,NA,"Mosén, H.","1873","2","15","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05198489' target='other'> <mi>dwc_moreinfo</mi></a>","P05198489",NA,"P05198489_01",NA,NA,NA,"hb","25710","auto",NA,NA,NA,"448",NA,NA
"200","2015-09-04 20:25:40-03","MNHN","RECOLNAT_MNHN_P","P05198489","PreservedSpecimen",NA,"Picramniaceae","Picramnia","regnelli","Picramnia regnelli","Engl.",NA,NA,NA,NA,"Mosén, H.","1873","2","15","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05198489' target='other'> <mi>dwc_moreinfo</mi></a>","P05198489",NA,"P05198489_01",NA,NA,NA,"hb","25710","auto",NA,NA,NA,"448",NA,NA
"201","2020-12-11 11:40:06-03","UFMG","BHCB","35012","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-11 11:40:06-03","UFMG","BHCB","169915","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,"2008","11","27","Verdi, M; Grosch, B; Klemz, G","2008","11","27","Brasil","Santa Catarina","Concórdia",NA,"-52.201111","-27.268889","-52.201111","-27.268889","608","608","Floresta Estacional Decidual.","BHCB014672","1068",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-11 11:40:06-03","UFMG","BHCB","169993","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,"2009","04",NA,"Verdi, M; Grosch, B; Klemz, G","2008","12","17","Brasil","Santa Catarina","Capão Alto",NA,"-50.805","-28.125","-50.805","-28.125",NA,NA,"Fruto maduro vinho.; Floresta estacional semidecidual.","BHCB014663","1282",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-11 11:40:06-03","UFMG","BHCB","35012","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-24 17:19:23-03","UFMA","MAR","5347","S","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","R. Reis","1996","06","19","Ferreira, K. B. e Girnos, E. C.","1995","11","21","Brasil","Maranhão","São Luís","ALUMAR","-44.328889","-2.691667","44º19'44W","02º41'30S",NA,NA,"Arbusto com 1 metro de altura, fruto avermelhado cor de vinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-02-11 17:21:47-03","UFPR","UPCB","13709","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.","1986","07",NA,"Oliveira, P.I.","1986","04","24","Brasil","Paraná","São José dos Pinhais","Areal","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arbusto, 3m, fruto imaturo. Capão..",NA,"991",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"207","2021-02-11 17:21:47-03","UFPR","UPCB","30824","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Anjos, R.A.M.","1996","10","17","Brasil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, ca. 6m, corola vinho. Interior do capão..",NA,"13",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"208","2021-02-11 17:21:47-03","UFPR","UPCB","43410","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Menezes, S.S.",NA,NA,NA,"Iwasaki, C.","2000","03","31","Brasil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta de 4m, DAP=3cm. Coleta da madeira do tronco AP..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"209","2021-02-11 17:21:47-03","UFPR","UPCB","43411","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Menezes, S.S.",NA,NA,NA,"Iwasaki, C.","2000","03","31","Brasil","Paraná","Curitiba","Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta de 3,5m, DAP=2,5cm. Coleta do tronco, corte raso..",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"210","2021-02-11 17:21:47-03","UFPR","UPCB","51431","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Liebsch, D.","2004","12",NA,"Liebsch, D.","2004","12","17","Brasil","Paraná","Bituruna","Fazenda Lageado Grande","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,"Arbusto 1m, frutos imaturos. Floresta ombrófila montana. Alt.: 987m s.n.m..",NA,"972",NA,NA,NA,NA,NA,"30743","auto",NA,NA,NA,NA,NA,NA
"211","2021-02-11 17:21:47-03","UFPR","UPCB","51633","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Matos, F.B.","2004","01","01","Matos, F.B.","2004","09","10","Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta ca. 2m, flor vermelha, borda da mata. Floresta ombrófila mista. Alt.: 900m s.n.m..",NA,"41",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"212","2021-02-11 17:21:47-03","UFPR","UPCB","12873","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1978","02","27","Brasil","Paraná","Almirante Tamandaré","Juruqui","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,"Arvoreta, fruto avermelhado. Mata secundária..",NA,"41160",NA,NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA
"213","2021-02-11 17:21:47-03","UFPR","UPCB","5696","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, L.B. & Smith, S.F.",NA,NA,NA,"Stellfeld, C.","1966","05","19","Brasil","Paraná","Curitiba","Lageado, próximo ao Rio Negro","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"1m, possivelmente renovação de árvore cortada. Margem da estrada..",NA,"1616",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"214","2021-02-11 17:21:47-03","UFPR","UPCB","12874","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.","1984","01","01","Hatschbach, G.","1983","11","25","Brasil","Paraná","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arbusto, 2m, flor vinosa. Mata da orla do mangue..",NA,"47137",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"215","2021-02-11 17:21:47-03","UFPR","UPCB","43407","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Ceccantini, G.C.T.","1999","12","26","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta de 4,5m, DAP=6cm. Coleta da madeira do tronco AP e ramo a 2m do solo..",NA,"1359",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"216","2021-02-11 17:21:47-03","UFPR","UPCB","29384","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kozera, C. & Dittrich, V.A. de O.","1996","12",NA,"Dittrich, V.A.O.","1996","12","13","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, 3m, fruto escuro (marrom). Orla da floresta com Araucaria..",NA,"283",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"217","2021-02-11 17:21:47-03","UFPR","UPCB","28584","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kozera, C. & Silva, S.M.","1996","11",NA,"Dittrich, V.A.O.","1996","10","30","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore, 3m, flor avermelhada. Orla de floresta com Araucaria..",NA,"256",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"218","2021-02-11 17:21:47-03","UFPR","UPCB","19331","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kummrow, R.","1987","01","01","Silva, J.M.","1986","02","14","Brasil","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta, 4m, fruto vinoso. Capão..",NA,"95",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"219","2021-02-11 17:21:47-03","UFPR","UPCB","45270","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Cervi, A.C.","2000","05",NA,"Cervi, A.C.","1999","03","23","Brasil","Paraná","Curitiba","Parque Municipal do Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta ca. 3m, flores alvas. Interior do capão..",NA,"6642",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"220","2021-02-11 17:21:47-03","UFPR","UPCB","19322","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.","1987","01","01","Silva, J.M.","1986","10","10","Brasil","Paraná","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Árvore, 6m, inflorescência e flor bordeaux. Mata tipo restinga, margem de rio..",NA,"400",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"221","2021-02-11 17:21:47-03","UFPR","UPCB","48937","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Silva, S.M. & Borgo, M.","2000","01","01","Silva, S.M.","2000","10","31","Brasil","Paraná","Sapopema","Ribeirão das Corredeiras","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Arvoreta 3m, frutos vermelhos, floresta alterada na margem do rio..",NA,"804",NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
