"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"118","2020-10-14 10:04:32-03","FURB","FURB","44147","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Meyer, FS","2010","04",NA,"Meyer, F.S.","2007","10","08","Brasil","Paraná","Curitiba","Reserva Biológica Mata Viva - Centro Politécnico UFPR.","-49.2730556","-25.4277778","-49.2730556","-25.4277778",NA,NA,NA,"FURB37048","426","FURB37048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:04:32-03","FURB","FURB","46721","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pastório, FF","2015","03","30","Oliveira, A.A. de","2015","03","19","Brasil","Santa Catarina","Rio do Campo","Rio da Prata.","-50.0375","-26.8186111","-50.0375000","-26.8186111","572","572","Regeneração IFFSC 739 /L/23 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbustiva;","FURB37046","1354","FURB37046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:04:32-03","FURB","FURB","49604","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Schwirkowski, P","2016","01","31","Schwirkowski, P.","2016","01","31","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Próximo à Rua José Augustin. Beira de trilhos.","-49.3705556","-26.2783334","-49.3705556","-26.2783334","830","830",NA,"FURB49604","1536","FURB49604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 10:04:32-03","FURB","FURB","65418","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Schwirkowski, P.","2019","10","19","Schwirkowski, P.","2019","10","19","Brasil","Santa Catarina","São Bento do Sul","Centro. Próximo ao Hotel Serra Alta.","-49.3822223","-26.2430555","-49.3822223","-26.2430555","850","850","Fragmento de FOM Habitat: Interior da mata, esciófita, frutos imaturos cor verde Habito: Árvore","FURB65418","3540","FURB65418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 10:04:32-03","FURB","FURB","65949","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Schwirkowski, P.","2019","11","23","Schwirkowski, P.","2019","11","23","Brasil","Santa Catarina","São Bento do Sul","Bairro Serra Alta, linha férrea. Próximo à estação de trem do bairro Rio Vermelho.","-49.3416666","-26.2869444","-49.3416666","-26.2869444","850","850","FOM. Borda de mata Habitat: Área antrópica, heliófita, cálice e corola vináceos Habito: Árvore","FURB65949","3681","FURB65949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-08 08:54:42-03","FURB","FURB","7352","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper, AL de","2009","06","01","Grippa, C.R.","2007","10","21","Brasil","Rio Grande do Sul","Esmeralda","Rio Frade.","-51.0341666","-28.0461111","-51.0341666","-28.0461111",NA,NA,NA,"FURB37053","83","FURB37053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 10:04:32-03","FURB","FURB","8329","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Uhlmann, A","2007","10","19","Stival-Santos, A.; Ceolin, L.M.","2007","10","19","Brasil","Santa Catarina","São Francisco do Sul","Parque Estadual do Acaraí.","-48.5369444","-26.2980555","-48.5369444","-26.2980555","2","2",NA,"FURB37051","90","FURB37051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 10:04:32-03","FURB","FURB","8754","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E.","2008","02","20","Brasil","Santa Catarina","Lebon Régis","Fazenda Cachoeirinha.","-50.6708334","-26.7302778","-50.6708334","-26.7302778","1026","1026","Florística IFFSC 789. Habitat: Floresta Ombrófila Mista; Habito: arbórea; Fruto vermelho;","FURB37060","1448","FURB37060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 10:04:32-03","FURB","FURB","9579","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Sobral, M","2008","04",NA,"Gasper, A.L. de; Brogni, E.","2008","02","01","Brasil","Santa Catarina","Timbó Grande",NA,"-50.67","-26.64","-50.6700000","-26.6400000",NA,NA,"Florística IFFSC 844. Habitat: Floresta Ombrófila Mista; Estágio Avançado; área degradada Habito: Fruto vermelho;","FURB37049","1426","FURB37049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 10:04:32-03","FURB","FURB","40848","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Cervi, AC","2002","11","28","Cervi, A.C.; et al.","2002","11","25","Brasil","Paraná","Curitiba","Jardim Botânico.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"FURB37057","9106","FURB37057",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"128","2020-10-14 10:04:32-03","FURB","FURB","40292","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Ferreira, J.A.; et al.","1998","11","25","Brasil","Paraná","Ortigueira","Fazenda Estância do Sal.","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,"FURB37058",NA,"FURB37058",NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"129","2020-10-14 10:04:32-03","FURB","FURB","40291","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rossetto, EFS","2012",NA,NA,"Francisco, E.","1999","12","15","Brasil","Paraná","Ortigueira","Fazenda Santa Rita.","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,"FURB37056",NA,"FURB37056",NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"130","2020-10-14 10:04:32-03","FURB","FURB","3934","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper, AL de","2008","12","19","Valim, A.C.","2006","10","16","Brasil","Santa Catarina","Agrolândia",NA,"-49.8255996704102","-27.4116992950439",NA,NA,NA,NA,NA,"FURB37061",NA,"FURB37061",NA,NA,NA,NA,"19842","auto",NA,NA,NA,NA,NA,NA
"131","2021-03-16 17:54:09-03","UCS","HUCS","14849","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, S.F.","2000","08",NA,"Wasum, R.A.","1999","12","17","Brasil","Rio Grande do Sul","Jaquirana","Barra Arooio dos Novinhos.","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"Na orla da mata.",NA,"355",NA,"Angiospermae","Picramniales",NA,NA,"31282","auto",NA,NA,NA,NA,NA,NA
"132","2021-03-16 17:54:09-03","UCS","HUCS","13088","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, S.F.","1999","06",NA,"Kegler, A.","1998","12","02","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva, São Jorge.","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Em orla da capoeira.",NA,"83",NA,"Angiospermae","Picramniales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"133","2021-03-16 17:54:09-03","UCS","HUCS","13084","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, S.F.","1999","06",NA,"Kegler, A.","1988","12","02","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva, São Jorge.","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Na capoeira.",NA,"82",NA,"Angiospermae","Picramniales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"134","2021-03-16 17:54:09-03","UCS","HUCS","41218","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rosseto, E.F.S.","2012",NA,NA,"Francisco, E.M.","1999","12","15","Brasil","Paraná","Ortigueira","Fazenda Santa Rita","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"árvore 3m, frutos imaturos avermelhados - FUEL 29869",NA,"s.n.",NA,"Angiospermae","Picramniales",NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA
"135","2021-03-16 17:54:09-03","UCS","HUCS","1727","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Rambo, B.",NA,NA,NA,"Sehnem, A.","1950","10","18","Brasil","Rio Grande do Sul","Montenegro","Linha Campestre.","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Arbor in dumento, coleção Sehnem 4970",NA,"s.n.",NA,"Angiospermae","Picramniales",NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA
"136","2021-03-16 17:54:09-03","UCS","HUCS","18365","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, S.F.",NA,NA,NA,"Rossato, M.","2001","10","14","Brasil","Rio Grande do Sul","Gramado","Xavier em orla da mata.","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,NA,NA,"76",NA,"Angiospermae","Picramniales",NA,NA,"13851","auto",NA,NA,NA,NA,NA,NA
"137","2021-02-23 17:06:25-03","UFES","VIES","49230","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Valadares, R.T.","2019",NA,NA,"Lieven, L.J.; Silva, H.L. da.","2018","07","17","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.593611","-19.971667","40º35'37''W","19º58'18''S",NA,NA,NA,"VIES049230","64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-08-16 08:40:30-03","UTFPR","HCF","22344","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","M.L. Brotto","2016","11","22","J.M. Silva","2016","10","29","Brasil","PR","Castro","PCH do Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","50°07'12 W","24°44'14 S","980","980","arbusto com 3 m de altura; flor de cor vinho. Floresta Ombrófila Mista.",NA,"9549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-08-16 08:40:30-03","UTFPR","HCF","8426","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J. Cordeiro & E.D. Lozano","2010",NA,NA,"M.G. Caxambu","2009","11","13","Brasil","PR","Turvo","vegetação ciliar do Rio Turvo","-51.553194","-25.040056","51°33'11,5 W","25°02'24,2 S","1000","1000","arbusto ca. 1,80 m, heliófito. Flores vermelhas.",NA,"2892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-16 08:40:30-03","UTFPR","HCF","7951","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J. Cordeiro & E. Barboza","2010",NA,NA,"M.G. Caxambu","2009","05","15","Brasil","PR","Turvo","Propriedade da família Rickli","-51.569861","-25.069333","51°34'11,5 W","25°04'09,6 S","1021","1021","arbusto heliófito, ca. 1,5 m. Frutos maduros vermelhos, brilhantes. Beira de estrada.",NA,"2629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:39:28-03","MBM","MBM","418512","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Meyer, F.S.","2019","01",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2019","01",NA,"Brazil","Santa Catarina","São Cristóvão do Sul","FCV - Fazenda Cerro Verde","-50.31","-27.296158","-50.31","-27.296158",NA,NA,"Arvoreta ca. 3 metros. Inflorescência pêndula, de coloração vermelho-escuro.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418512","2562",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:45:12-03","MBM","MBM","108801","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Oliveira, P.I.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Areal","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM108801","991","MBM108801",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:45:12-03","MBM","MBM","252897","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Dusén, P.",NA,NA,NA,"Jönsson, G.",NA,NA,NA,"Brazil","Paraná","Almirante Tamandaré","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,NA,"MBM252897","971",NA,NA,NA,"Southern America",NA,"18684","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:45:12-03","MBM","MBM","59974","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Almirante Tamandaré","Juruqui","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,NA,"MBM059974","41160","MBM059974",NA,NA,"Southern America",NA,"18684","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:45:12-03","MBM","MBM","113200","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Silva, J.M.","1986","10","10","Brazil","Paraná","Antonina","Porto das Moças","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM113200","400","MBM113200",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:45:12-03","MBM","MBM","264380","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Barboza, E.",NA,NA,NA,"Brazil","Paraná","Araucária","Rio Iguaçu","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,"MBM264380","629","MBM264380",NA,NA,"Southern America",NA,"21346","auto",NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:45:12-03","MBM","MBM","76716","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Oliveira, P.I.","1982","08","23","Brazil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM076716","641","MBM076716",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:45:12-03","MBM","MBM","222688","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kozera, C.",NA,NA,NA,"Dittrich, VA de O; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM222688","256","MBM222688",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:45:12-03","MBM","MBM","108799","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kummrow, R.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM108799","374","MBM108799",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:45:12-03","MBM","MBM","130832","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Landrum, L.R.","1977","11","03","Brazil","Paraná","Curitiba","Uberaba de Baixo","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM130832","2356","MBM130832",NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:45:12-03","MBM","MBM","136711","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","1966","10","15","Brazil","Paraná","Jaguariaíva","Jaguariaíva, Km 178","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"MBM136711","3028","MBM136711",NA,NA,"Southern America",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:45:12-03","MBM","MBM","9501","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"MBM009501","14985","MBM009501",NA,NA,"Southern America",NA,"49965","auto",NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:45:12-03","MBM","MBM","9500","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Koczicki, C.",NA,NA,NA,"Brazil","Paraná","Paula Freitas","Paula Freitas","-50.9380989074707","-26.2082996368408",NA,NA,NA,NA,NA,"MBM009500","18","MBM009500",NA,NA,"Southern America",NA,"23054","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:45:12-03","MBM","MBM","95067","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Kummrow, R.","1984","11","08","Brazil","Paraná","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM095067","2520","MBM095067",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:45:12-03","MBM","MBM","48761","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Quitandinha","Rio da Várzea","-49.4977989196777","-25.8724994659424",NA,NA,NA,NA,NA,"MBM048761","12335","MBM048761",NA,NA,"Southern America",NA,"23314","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:45:12-03","MBM","MBM","215018","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.",NA,NA,NA,"Brazil","Paraná","Tibagi","Estrada para o Salto Santa Rosa, Barreiro","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"MBM215018","1860","MBM215018",NA,NA,"Southern America",NA,"56988","auto",NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:45:12-03","MBM","MBM","237020","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Smith, S.F.",NA,NA,NA,"Kegler, A.",NA,NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM237020","83","MBM237020",NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:39:28-03","MBM","MBM","402098","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Barboza, E.","2016","01",NA,"Silva, J.M.; Martins, L.; Martins, L.","2015","04","01","Brazil","Paraná","Curitiba","Jardim Botânico Municipal","-49.404722","-25.739167","-49.404722","-25.739167","934","934","Arbusto de 1m. Frutos vermelhos. Cultivado.","MBM402098","8843","MBM402098",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:39:28-03","MBM","MBM","391685","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Verdi, M.","2008","11","27","Verdi, M.; Grosch, B.; Klemz, G.; Grosch, B.; Klemz, G.","2008","11","27","Brazil","Santa Catarina","Concórdia",NA,"-52.201111","-27.268889","-52.201111","-27.268889","608","608","Floresta Estacional Decidual.","MBM391685","1068","MBM391685",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:39:28-03","MBM","MBM","391696","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Gasper, A.L.","2009","04",NA,"Verdi, M.; Grosch, B.; Klemz, G.; Grosch, B.; Klemz, G.","2008","12","17","Brazil","Santa Catarina","Capão Alto",NA,"-50.805","-28.125","-50.805","-28.125",NA,NA,"Fruto maduro vinho.; Floresta Estacional Decidual.","MBM391696","1282","MBM391696",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:39:28-03","MBM","MBM","406696","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Brotto, M.L.","2016","11","22","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","2016","10","29","Brazil","Paraná","Castro","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","-50.12","-24.737222","980","980","Arbusto com 3 m de altura; flor de cor vinho.; Floresta Ombrófila Mista.","MBM406696","9549","MBM406696",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:45:12-03","MBM","MBM","48760","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Araucária","Rio Iguaçu","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,"MBM048760","10687","MBM048760",NA,NA,"Southern America",NA,"21346","auto",NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:45:12-03","MBM","MBM","9502","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Prudentópolis","Relógio","-50.9777984619141","-25.2131004333496",NA,NA,NA,NA,NA,"MBM009502","18299","MBM009502",NA,NA,"Southern America",NA,"61049","auto",NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:45:12-03","MBM","MBM","218605","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Roseira, próximo a Artex","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM218605","2008","MBM218605",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:45:12-03","MBM","MBM","262075","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Tressens, S.G.",NA,NA,NA,"Keller, H.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM262075","826","MBM262075",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:45:12-03","MBM","MBM","102895","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Lewis, G.P.; et al.; et al.","1985","01","29","Brazil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM102895","1406","MBM102895",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:45:12-03","MBM","MBM","48759","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM048759","11854","MBM048759",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:45:12-03","MBM","MBM","87718","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM087718","47137","MBM087718",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:45:12-03","MBM","MBM","87715","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, J.R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM087715","47134","MBM087715",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:45:12-03","MBM","MBM","56099","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Balsa Nova","Rodeiozinho","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM056099","39161","MBM056099",NA,NA,"Southern America",NA,"27346","auto",NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:45:12-03","MBM","MBM","182823","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.",NA,NA,NA,"Maschio, W.",NA,NA,NA,"Brazil","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"MBM182823","52","MBM182823",NA,NA,"Southern America",NA,"13536","auto",NA,NA,NA,NA,NA,NA
