"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","class","order","imagecode","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem"
"56","2020-09-12 05:00:02-03","US","US","2240952","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6830","1958","8","1","Santa Catarina",NA,"Alto malador, rio do sul",NA,NA,NA,"700","700",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","601219","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"P. K. Dusén","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"13304",NA,NA,NA,"Paraná",NA,"Carvalho, montibue",NA,NA,NA,"1200","1300",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2433734","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"L. B. Smith & R. Reitz","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"9093","1956","12","23","Santa Catarina",NA,"Cacador, Taquara Verde",NA,NA,NA,"900","1000",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","2640935","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"J. Valls","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1876","1971","12","4","Santa Catarina",NA,"Timbre do sul, serra da rocinna",NA,NA,NA,"200","200",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","1024524","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. F. Regnell","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1421","1862","10","20","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","1021552","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Sello","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1248",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2240576","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6453","1958","2","5","Santa Catarina",NA,"Morro do iquererim, campo alegre",NA,NA,NA,"1300","1300",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","2117119","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"B. Rambo","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"53915","1953","2","20","São Paulo",NA,"Taimbesinho",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","1280076","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"18634","1890","11","22","Rio de Janeiro",NA,"Alto macahe",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","2725316","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"T. R. Soderstrom","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1930","1972","4","5","Rio de Janeiro",NA,"Petropolis, serra doss orgaos",NA,NA,NA,"1820","1850",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2454695","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. C. Brade","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"20225","1950","1","30","Rio de Janeiro",NA,"Itatiala, maremba",NA,NA,NA,"100","100",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","2240598","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"L. B. Smith & G. Hatschbach","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"4001","1957","4","14","Rio Grande do Sul",NA,"Rio do corvo. graciosa",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","1257156","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Chase","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"8708","1925","3","1","Minas Gerais",NA,"Sitio, serra mantiqueira",NA,NA,NA,"1200","1225",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","1163023","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"20152",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","2741272","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"J. C. Lindeman & J. Dehaas","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"2552","1966","4","27","Paraná",NA,"Paranagua, curitiba",NA,NA,NA,"900","900",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","1255437","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"P. Campos Porto","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1169","1922","10","31","Minas Gerais",NA,"Lao domingos",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"72","2020-09-12 05:00:02-03","US","US","2725319","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"T. R. Soderstrom","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1931","1972","4","5","Rio de Janeiro",NA,"Petropolis, serra dos orgaos, chapadao",NA,NA,NA,"1820","1820",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"73","2020-09-12 05:00:02-03","US","US","2240951","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6795","1958","7","14","Santa Catarina",NA,"Pinhal da companhia, lauro muller",NA,NA,NA,"300","300",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","2433741","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"L. B. Smith & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"10821","1957","2","5","Santa Catarina",NA,"Porto uniao, pinheiral",NA,NA,NA,"750","750",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"75","2020-09-12 05:00:02-03","US","US","1257158","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Chase","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"8708","1925","3","1","Minas Gerais",NA,"Sitio, serra mantiqueira",NA,NA,NA,"1200","1225",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"76","2020-09-12 05:00:02-03","US","US","2725318","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"T. R. Soderstrom","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1931","1972","4","5","Rio de Janeiro",NA,"Petropolis, serra dos orgaos, chapadao",NA,NA,NA,"1820","1820",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"77","2020-09-12 05:00:02-03","US","US","1127444","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"17453","1887","11","18","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"78","2020-09-12 05:00:02-03","US","US","2725317","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"T. R. Soderstrom","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1931","1972","4","5","Rio de Janeiro",NA,"Petropolis, serra dos orgaos, chapadao",NA,NA,NA,"1820","1820",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"79","2020-09-12 05:00:02-03","US","US","1163020","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"18645",NA,NA,NA,"Minas Gerais",NA,"[Minas Gerais is probably dubious for most of the catalog records attached to this collection event record, and locality data should be confirmed from individual specimens]",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"80","2020-09-12 05:00:02-03","US","US","1501333","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Chase","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"10641","1930","1","18","Minas Gerais",NA,"Pocos de caldas",NA,NA,NA,"1100","1500",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"81","2020-09-12 05:00:02-03","US","US","1501368","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Chase","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"10282","1920","12","23","Minas Gerais",NA,"Metallurgia, serra de ouro branco",NA,NA,NA,"1250","1600",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"82","2020-09-12 05:00:02-03","US","US","2240950","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6793","1958","7","14","Santa Catarina",NA,"Pinhal da companhia, lauro muller",NA,NA,NA,"300","300",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"83","2020-09-12 05:00:02-03","US","US","2240930","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6174","1958","1","11","Santa Catarina",NA,"Rio vermelho, bento do sul",NA,NA,NA,"800","800",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"84","2020-09-12 05:00:02-03","US","US","2433738","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"L. B. Smith & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"10821","1957","2","5","Santa Catarina",NA,"Porto uniao, pinheiral",NA,NA,NA,"750","750",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","2739885","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Krapovickas","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"27195","1975","1","30","Rio de Janeiro",NA,"Pargue nac de itatiaia",NA,NA,NA,"2000","2000",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","734830","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"4310","1870","4","2","Rio de Janeiro",NA,"Serre dos orgaos",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","2725314","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"T. R. Soderstrom","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1930","1972","4","5","Rio de Janeiro",NA,"Petropolis, serra doss orgaos",NA,NA,NA,"1820","1850",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","1257155","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Chase","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"9691","1925","8","30","Minas Gerais",NA,"Serra do caparao",NA,NA,NA,"2300","2300",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","1501214","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Chase","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"10282","1920","12","23","Minas Gerais",NA,"Metallurgia, serra de ouro branco",NA,NA,NA,"1250","1600",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","1502332","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. Chase","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"10641","1930","1","18","Minas Gerais",NA,"Pocos de caldas",NA,NA,NA,"1100","1500",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","2240562","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6131","1958","1","10","Santa Catarina",NA,"Cara peludo",NA,NA,NA,"1300","1300",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","1021575","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"A. F. Regnell","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"1421","1866","12","3","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2240949","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6735","1958","7","11","Santa Catarina",NA,"Vargem grande, lauro muller",NA,NA,NA,"350","350",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","2210562","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Reitz & R. M. Klein","South America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"6.131","1958","1","10","Santa Catarina",NA,"Cara peludo",NA,NA,NA,"1300","1300",NA,"Monocotyledonae","Cyperales",NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","3217426","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"G. Hatschbach & A. Manosso","South America","Brazil",NA,NA,NA,"US00412248",NA,"Nees","Clark, L. G., (ISC), Iowa State University",NA,NA,NA,"52531","1988","11","23","Paraná","Quatro Barras","Rio do corvo","-49.0769004821777","-25.3656005859375","17116",NA,NA,"auto","Monocotyledonae","Cyperales","US00412248_01",NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2874614","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra","Type material","F. Sellow","South America - Neotropics","Brazil",NA,NA,NA,"US00036597",NA,"Nees",NA,NA,NA,NA,"1248",NA,NA,NA,NA,NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales","US00036597_01",NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","3147063","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"R. Kummrow","South America","Brazil",NA,NA,NA,"US00290922",NA,"Nees",NA,NA,NA,NA,"2403","1983","11","9","Paraná",NA,"Serra de aracatuba (mun. guaratuba)",NA,NA,NA,"1100","1100",NA,"Monocotyledonae","Cyperales","US00290922_01",NA,NA,NA,"1",NA
"98","2019-10-07 09:21:45-03","UEFS","HUEFS","238729","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Kollmann, L.",NA,"Brasil",NA,NA,NA,"HUEFS0238729","Angiospermae","Nees","E.M.Pianissola","2019","05",NA,"6639","2004","04","10","Espírito Santo","Castelo","Parque Estadual fo Forno Grande.","-41.184700012207","-20.6035995483398","23588","1300","1300","auto","Lilianae","Poales","HUEFS0238729 HUEFS0238729_e1",NA,NA,NA,NA,NA
"99","2019-10-07 09:21:45-03","UEFS","HUEFS","229813","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Mota, A.C.",NA,"Brasil",NA,NA,NA,"HUEFS0229813","Angiospermae","Ness",NA,NA,NA,NA,"282","2009","06","07","Rio de Janeiro","Engenheiro Passos","Estrada beira da rodovia (Km 02) p/ parte alta do PARNA Itatiaia.","-44.75","-22.383333",NA,"1468","1468",NA,"Lilianae","Poales",NA,"44W45'","22S23'",NA,NA,NA
"100","2019-10-07 09:21:45-03","UEFS","HUEFS","229811","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Mota, A.C.",NA,"Brasil",NA,NA,NA,"HUEFS0229811","Angiospermae","McClure & L.B.Sm.",NA,NA,NA,NA,"280","2009","06","06","Rio de Janeiro","Itatiaia","PARNA Itatiaia, parte baixa do parque, piscina Maromba.","-44.766667","-22.383333",NA,NA,NA,NA,"Lilianae","Poales",NA,"44W46'","22S23'",NA,NA,NA
"101","2019-10-07 09:21:45-03","UEFS","HUEFS","181729","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Silva, C.",NA,"Brasil",NA,NA,NA,"HUEFS0181729","Angiospermae","Nees","K.V.A.Vidal","2019","04",NA,"553","2011","10","14","Minas Gerais","Santana do Riacho","Mata Ciliar do Rio Três Pontinhos, à margem da MG 010. 1262m alt.","-43.533333","-19.266667",NA,NA,NA,NA,"Lilianae","Poales","HUEFS0181729 HUEFS0181729_e1","43W32'","19S16'",NA,NA,NA
"102","2019-10-07 09:21:45-03","UEFS","HUEFS","247420","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Andrade, R.S.",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa Montana","HUEFS0247420","Angiospermae","Nees",NA,NA,NA,NA,"180","2017","05","27","Bahia","Coaraci","Serra da Pedra Lascada","-39.535278","-14.768611",NA,"866","866",NA,"Lilianae","Poales",NA,"39W32'7''","14S46'7''",NA,NA,NA
"103","2019-10-07 09:21:45-03","UEFS","HUEFS","247501","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Andrade, R.S.",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa Montana","HUEFS0247501","Angiospermae","Nees",NA,NA,NA,NA,"258","2017","12","03","Bahia","Coaraci","Serra da Pedra Lascada","-39.535556","-14.769444",NA,"872","872",NA,"Lilianae","Poales",NA,"39W32'8''","14S46'10''",NA,NA,NA
"104","2019-10-07 09:21:45-03","UEFS","HUEFS","247515","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Andrade, R.S.",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa Montana","HUEFS0247515","Angiospermae","Nees",NA,NA,NA,NA,"269","2018","03","25","Bahia","Coaraci","Serra da Pedra Lascada","-39.535833","-14.77",NA,"873","873",NA,"Lilianae","Poales",NA,"39W32'9''","14S46'12''",NA,NA,NA
"105","2019-10-07 09:21:45-03","UEFS","HUEFS","229828","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Mota, A.C.",NA,"Brasil",NA,NA,NA,"HUEFS0229828","Angiospermae","McClure & L.B.Sm.",NA,NA,NA,NA,"300","2009","09","13","Rio de Janeiro","Nova Friburgo","Macaé de Cima.","-42.5311012268066","-22.2819004058838","33190",NA,NA,"auto","Lilianae","Poales",NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:21:45-03","UEFS","HUEFS","220960","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Kollmann, L.",NA,"Brasil",NA,NA,NA,"HUEFS0220960","Angiospermae","Nees","K.V.A.Vidal","2018","04",NA,"8015","2005","07","13","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul. Trilha das piscinas.","-40.6591987609863","-20.3633003234863","48150",NA,NA,"auto","Lilianae","Poales","HUEFS0220960 HUEFS0220960_e1",NA,NA,NA,NA,NA
"107","2019-10-07 09:21:45-03","UEFS","HUEFS","114165","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Amorim, A.M.",NA,"Brasil",NA,NA,NA,"HUEFS0114165","Angiospermae","Nees","K.V.A.Vidal","2018","03",NA,"5367","2005","10","12","Bahia","Arataca","Serra do peito-de-Moça, complexo Serra das Lontras. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha de acesso ao Peito-de-Moça, após residência do Senhor Mormaço.","-39.4143981933594","-15.2632999420166","19859",NA,NA,"auto","Lilianae","Poales","HUEFS0114165 HUEFS0114165_01 HUEFS0114165_02 HUEFS0114165_e1",NA,NA,NA,NA,NA
"108","2020-07-23 12:18:23-03","CEPLAC","CEPEC","130108","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"P. L. Viana",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"E. M. Pianissola",NA,NA,NA,"3635","2008","07","17","Espírito Santo","castelo","Parque Estadual do Forno Grande. Trilha para as piscinas.","-41.0875","-20.519444",NA,NA,NA,NA,NA,NA,NA,"41W5'15","20S31'10",NA,NA,"26/5/2017"
"109","2020-08-20 20:41:23-03","UFSC","FLOR","4365","PreservedSpecimen","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Reitz, R.; Klein, R.M.",NA,"Brasil",NA,NA,NA,"FLOR0004365",NA,"Nees","McClure, F.A.","1966",NA,NA,"10462","1960","12","20","Santa Catarina","São Francisco do Sul","Monte Crista, Garuva.","-48.6380996704102","-26.2432994842529","23627","900","900","auto",NA,"Poales",NA,NA,NA,NA,NA,NA
"110","2017-09-11 17:12:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Sellow, F","Southern America","Brazil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"in Brasilia, loco accuratius non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:15:03-03","IBt","SP","238210","S","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Clark, L; Morel, M",NA,"Brasil",NA,NA,NA,"SP042253",NA,"Nees",NA,NA,NA,NA,"655","1990","02","03","São Paulo","Biritiba-Mirim","road Biritiba Mirim - Salesópolis, SP-88, km 84-85","-46","-23.55",NA,"730","730",NA,NA,NA,"SP042253","-46","-23.55",NA,NA,NA
"112","2019-11-21 10:15:03-03","IBt","SP","238210a","S","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Clark, L; Morel, M",NA,"Brasil",NA,NA,NA,"SP042265",NA,"Nees",NA,NA,NA,NA,"655","1990","02","03","São Paulo","Biritiba-Mirim","road Biritiba Mirim - Salesópolis, SP-88, km 84-85","-46","-23.55",NA,"730","730",NA,NA,NA,"SP042265","-46","-23.55",NA,NA,NA
"113","2019-11-21 10:15:03-03","IBt","SP","238276","S","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Clark, L; et al.",NA,"Brasil",NA,NA,NA,"SP042259",NA,"Nees",NA,NA,NA,NA,"673","1990","08","12","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, Maromba, at bridge","-44.616667","-22.416667",NA,"1150","1150",NA,NA,NA,"SP042259","-44.616667","-22.416667",NA,NA,NA
"114","2019-11-21 10:15:05-03","IBt","SP","238278","S","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Clark, L; Morel, M",NA,"Brasil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"716","1990","02","28","Minas Gerais","Santa Bárbara","Parque Natural e Santuário do Caraça, along paved road leading to the sanctuary, 6,8km from the entrance gate","-43.366667","-19.966667",NA,"1200","1200",NA,NA,NA,NA,"-43.366667","-19.966667",NA,NA,NA
"115","2019-11-21 10:15:05-03","IBt","SP","238393","S","Plantae","Poaceae","Chusquea","anelythra","Chusquea anelythra",NA,"Clark, L; Morel, M; Sarahyba, S",NA,"Brasil",NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,"682","1990","02","15","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trail to Pedra do Sino","-42.983333","-22.466667",NA,"1430","1430",NA,NA,NA,NA,"-42.983333","-22.466667",NA,NA,NA
