"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","class","order","relatedCatalogItem","infraspecificEpithet","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","preparationType","individualCount","sex"
"49","2020-09-12 05:00:02-03","US","US","3082405","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"S. G. Beck","11393","1985","8","5","South America - Neotropics","Bolivia","La Paz",NA,"Dpto. La Paz, Prov. B. Saavedra, Charazani 20 kms. hacia Apolo.",NA,NA,NA,NA,"US03298154",NA,NA,"Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,"2400",NA,NA,NA,NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","2993518","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"J. C. Lindeman & J. H. Haas","6980","1966","11","6","South America","Brazil","Paraná",NA,"S of Campo Novo, clearing near Rio Iguaçu",NA,NA,NA,NA,"US01853991","US01853991_01 US01853991_02",NA,"Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,"450",NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","1672252","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum occidentale","Sparre","M. Cárdenas","3373","1935","10",NA,"South America - Neotropics","Bolivia","Cochabamba","Ayopaya","Sailapata.",NA,NA,NA,NA,"US00101135",NA,NA,"Dicotyledonae","Geraniales",NA,"occidentale",NA,NA,NA,NA,NA,NA,"2500","2500","Holotype",NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","3170569","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"G. Hatschbach","1180","1949","10","3","South America","Brazil","Paraná","Cerro Azul","Cerro Azul","-49.261100769043","-24.823600769043","32006",NA,"US01853990","US01853990_01 US01853990_02","auto","Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","3458858","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"L. J. Dorr, L. C. Barnett & W. Diaz P.","DORR7212","1990","7","3","South America - Neotropics","Venezuela","Trujillo",NA,"Distr. Boconó. Montañas de Misisí, carretera vieja Trujillo-Boconó, ca. 12 km by air NW of Boconó.","-70.3","9.35",NA,NA,"US03298153","US03298153_01",NA,"Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,"2000","2400",NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","1158811","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"K. Fiebrig","5727","1909",NA,NA,"South America","Brazil","Paraná",NA,"In regione fluminis Alto Paraná.",NA,NA,NA,NA,"US03298152","US03298152_01",NA,"Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","3433334","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"G. Hatschbach","6465","1975","10","26","South America","Brazil","Paraná","Medianeira","Jardinopolis","-54.0938987731934","-25.2952995300293","17581",NA,"US01853988","US01853988_01 US01853988_02","auto","Dicotyledonae","Geraniales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-02 16:40:12-03","Cenargen","CEN","40747","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","H. A. Keller","102","1999","11","13",NA,"Brasil",NA,NA,"Argentina, Misiones, Gral. Belgrano. Propiedad Los Palmitos de Alto Paraná S. A., puente Arroyo Falso, sobre ruta 227.",NA,NA,NA,"Borde de arroyo. Enredadera, pétalos amarillos. Doação do Herbário Del Instituto de Botânica Del Nordeste (CTES) Corrientes - Rep. Argentina.","CEN00040747",NA,NA,NA,NA,NA,NA,"H. A. Keller","2000",NA,NA,NA,NA,NA,NA,NA,NA,"Exsicatas","1",NA
"57","2019-09-04 19:45:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"J. E. B. Warming",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA
"58","2015-10-03 11:25:20-03","F","FMNH-SEEDPLANTS","V0341454F","PreservedSpecimen","Plantae","Spermatophyta","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0341454F","V0341454F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-10-03 11:25:21-03","F","FMNH-SEEDPLANTS","V0341455F","PreservedSpecimen","Plantae","Spermatophyta","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0341455F","V0341455F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-06-11 13:26:44-03","F","FMNH-SEEDPLANTS","V0396973F","PreservedSpecimen","Plantae","Spermatophyta","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum",NA,"J. C. Lindeman","2858","1966","11","6","South America","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,"V0396973F","V0396973F_01 V0396973F_02",NA,"Dicotyledoneae",NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"2858",NA,NA,NA
"61","2019-11-01 15:11:18-03","UnB","UB","157794","PreservedSpecimen","Plantae","Dicotyledoneae","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Lindeman, JC; Haas, JH","2858","1966","11","06","Southern America","Brasil","Paraná","Campo Novo","S of Campo Novo, clearing near Rio Iguaçu.",NA,NA,NA,"Winding herb 0,3m. Corolla yellow, with rows of black dots. Calyx with purple-brown lines and dots.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450","450",NA,NA,NA,NA,NA
"62","2019-11-01 15:11:18-03","UnB","UB","157795","PreservedSpecimen","Plantae","Dicotyledoneae","Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Heringer, EP","3718","1955","02","28","Southern America","Brasil","Minas Gerais","Matozinhos",NA,"-44.0814018249512","-19.5578002929688","20503","Sobre afloramento calcáreo.",NA,NA,"auto",NA,NA,NA,NA,"Fromm, E","1967","09","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:14:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa","Habitat in loco Lapa do Bahú prope Lagoa Santa, prov. Minas Geraes","-43.8897","-19.6272","12338","Floret mense Aprili",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:19:38-03","IBt","SP","277467","S","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Lindeman, JC; Haas, JH","2858","1966","11","06",NA,"Brasil","Paraná","Campo Novo","Clearing near Rio Iguaçu",NA,NA,NA,NA,"SP031839","SP031839",NA,NA,NA,NA,NA,"Lindeman, JC",NA,NA,NA,NA,NA,"450","450",NA,NA,NA,NA,NA
"65","2019-11-21 10:19:38-03","IBt","SP","141234","S","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Hatschbach, G","37359","1975","10","26",NA,"Brasil","Paraná","Medianeira","Jardinópolis","-54.0938987731934","-25.2952995300293","17581",NA,"SP031838","SP031838","auto",NA,NA,NA,NA,"Hatschbach, G","1976","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:19:38-03","IBt","SP","13494","S","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum","Rohrb.","Loefgren, A; Edwall, G","CGG2834","1897","10","18",NA,"Brasil","São Paulo","Eldorado","Xiririca, beira do rio Ribeira","-48.0999984741211","-24.5200004577637","38804",NA,"SP035332","SP035332","auto",NA,NA,NA,NA,"Souza, JP","2001","12","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2010-08-16 16:43:32-03","GH","HU-HERB","GH 00043731","PreservedSpecimen","Plantae",NA,"Tropaeolaceae","Tropaeolum","warmingianum","Tropaeolum warmingianum occidentale","Sparre","M. Cárdenas H.","3373","1935","10",NA,"South America","Bolivia","Cochabamba","Ayopaya","Sailapata, 2500 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"occidentale",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","3373","Sheet",NA,"undetermined"
