"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","sex"
"49","2020-09-12 05:00:02-03","US","US","2688871","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"G. Hatschbach","18654","South America - Neotropics","Brazil","Paraná","Serra de Araraquara",NA,NA,NA,"US01898252","1968","2","17",NA,"Myrtales","Wight","-48.5746994018555","-25.8827991485596","US01898252_01 US01898252_02","Guaratuba",NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto","Dicotyledonae",NA,"1",NA
"50","2020-09-12 05:00:02-03","US","US","1194923","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isotype","A. F. M. Glaziou","12722 Herb. Glaz.","South America - Neotropics","Brazil","Rio de Janeiro","Novo Friburgo.",NA,NA,NA,"US00048344","1881","1","24",NA,"Myrtales","Kiaersk.",NA,NA,"US00048344_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"51","2019-10-07 09:35:20-03","UEFS","HUEFS","87481","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Tipo","Gardner, G.","416",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos.",NA,NA,NA,"HUEFS0087481","1827",NA,NA,"Angiospermae","Myrtales","Gardner","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA
"52","2019-10-07 09:35:20-03","UEFS","HUEFS","87482","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Tipo","Gardner, G.","416",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos.",NA,NA,NA,"HUEFS0087482","1836",NA,NA,"Angiospermae","Myrtales","Gardner","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA
"53","2019-10-07 09:35:20-03","UEFS","HUEFS","87480","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Tipo","Gardner, G.","416",NA,"Brasil","Rio de Janeiro","Serra dos Órgãos.",NA,NA,NA,"HUEFS0087480",NA,NA,NA,"Angiospermae","Myrtales","Gardner","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA
"54","2019-10-07 09:35:26-03","UEFS","HUEFS","87297","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Glaziou, A.","12722",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"HUEFS0087297","1882",NA,NA,"Angiospermae","Myrtales","Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"55","2019-10-07 09:35:26-03","UEFS","HUEFS","87299","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isosíntipo","Sem coletor",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"HUEFS0087299",NA,NA,NA,"Angiospermae","Myrtales","Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"56","2019-09-04 18:51:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Isotype","G. Gardner","416","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"57","2019-01-23 10:58:59-02","F","FMNH-SEEDPLANTS","V0065232F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Isotype","G. Gardner","416","South America","Brazil",NA,NA,NA,NA,NA,"V0065232F",NA,NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339","V0065232F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"58","2019-01-22 15:32:54-02","F","FMNH-SEEDPLANTS","V0065233F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Possible type","G. Gardner",NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0065233F",NA,NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339","V0065233F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"59","2015-03-07 08:59:03-03","F","FMNH-SEEDPLANTS","V0109011F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0109011F",NA,NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339","V0109011F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"60","2019-09-04 19:28:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isotype","A. Glaziou","12722","South America","Brazil",NA,NA,NA,NA,NA,NA,"1882",NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"61","2018-04-04 16:45:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"A. Glaziou","17681","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","17681",NA,NA
"62","2019-09-04 18:17:04-03","F","FMNH-SEEDPLANTS","V0065333F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isotype","A. Glaziou","12722","South America","Brazil",NA,NA,NA,NA,NA,"V0065333F","1881","1","24","Spermatophyta",NA,NA,"-52.8731","-10.8339","V0065333F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"63","2019-01-23 11:00:43-02","F","FMNH-SEEDPLANTS","V0065334F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isotype","A. Glaziou","12722","South America","Brazil",NA,NA,NA,NA,NA,"V0065334F","1881","1","24","Spermatophyta",NA,NA,"-52.8731","-10.8339","V0065334F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"64","2015-03-07 08:59:45-03","F","FMNH-SEEDPLANTS","V0109642F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0109642F",NA,NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339","V0109642F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"65","2015-03-07 08:59:45-03","F","FMNH-SEEDPLANTS","V0109643F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0109643F",NA,NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339","V0109643F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"66","2015-03-07 08:59:45-03","F","FMNH-SEEDPLANTS","V0109644F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0109644F",NA,NA,NA,"Spermatophyta",NA,NA,"-52.8731","-10.8339","V0109644F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"67","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM000799600","S","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Type","George Gardner; b.1812; d.1849; Gardner","416",NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:4991903","<a href=http://www.nhm.ac.uk/services/media-store/asset/d0e3004d26684b4f0a536c5b52d8a4172c706763/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1837","03",NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2016-08-23 10:59:57-03","NHMLondon","NHM-LONDON-BOT","BM000799601","S","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Type","George Gardner; b.1812; d.1849; Gardner","416",NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:4991904","<a href=http://www.nhm.ac.uk/services/media-store/asset/b01e950a8b89bd7de5f1d0b0487a27198a306a31/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"1837","03",NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 15:05:50-03","UnB","UB","215354","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","isotype","Glaziou, AM","12722","Southern America","Brasil",NA,NA,NA,NA,NA,"UB0037626",NA,NA,NA,"Dicotyledoneae",NA,"Kiaersk.",NA,NA,"UB0037626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 15:05:50-03","UnB","UB","181086","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Cabral, AF; Rodrigues, IL; Bastos, OJ; Barino, GTM","CESJ42428","Southern America","Brasil","Minas Gerais","Parque da Lajinha.",NA,NA,"Árvore 6 m. alt.; com frutos imaturos verdes e maduros amarelos.; Interior da mata.",NA,"2004","06","05","Dicotyledoneae",NA,"Kiaersk.","-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora","Sobral, M","2010",NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA
"71","2021-02-23 13:22:55-03","MN","R-TIPOS","9101a","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isotypus","Glaziou, A.F.M.","12722",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"R000009101a","1881","01","24",NA,NA,"Kiaersk.","-42.5311012268066","-22.2819004058838","R000009101a_001","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA
"72","2021-02-23 13:22:55-03","MN","R-TIPOS","9101","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata","Isotypus","Glaziou, A.F.M.","12722",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"R000009101","1881","01","24",NA,NA,"Kiaersk.","-42.5311012268066","-22.2819004058838","R000009101_001","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA
"73","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"Gardner, G","416","Southern America","Brazil","Rio de Janeiro","in montibus Serra dos Orgaos",NA,NA,"OXF ISOTYPE",NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:43:55-03","UFRGS","ICN","197824","S","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana",NA,"Silva, AF; Capellari Jr.; L.","1387","América do Sul","Brasil","SP",NA,NA,NA,"Árvore de até 20 m, flores brancas aromáticas, casca castanho - claro, lenho creme, súber com ritdoma, madeira aromática; mata da reserva",NA,"1986","03","06","Dicotyledon",NA,"(Cambess.) D.Legrand","-45.8800010681152","-23.1700000762939",NA,"São José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA
"75","2020-08-26 10:49:57-03","MCN-FZBRS","HAS","74122","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","moniana","Eugenia moniana",NA,"Tessmann, G.","s.n.",NA,"Brasil","Paraná",NA,NA,NA,NA,"HAS0074122","1949","01",NA,"Magnoliophyta",NA,"Spring","-49.0633010864258","-25.4416999816895",NA,"Piraquara","Legrand, D.","1955","10","01",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"76","2020-08-26 10:49:57-03","MCN-FZBRS","HAS","74123","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","moniana","Eugenia moniana",NA,"Hatschbach, G.","s.n.",NA,"Brasil","Paraná",NA,NA,NA,"Florestal. Árvore 8m de alt, flor alva, da mata","HAS0074123","1946","12",NA,"Magnoliophyta",NA,"Spring","-49.0769004821777","-25.3656005859375",NA,"Quatro Barras","Mattos, J.","1963","04",NA,NA,NA,"930","930","17116","auto",NA,NA,NA,NA
"77","2020-08-26 10:49:57-03","MCN-FZBRS","HAS","74124","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","moniana","Eugenia moniana",NA,"Hatschbach, G.","s.n.",NA,"Brasil","Paraná","Malhada",NA,NA,"Árvore, flor alva, da mata","HAS0074124","1960","12",NA,"Magnoliophyta",NA,"Spring","-49.2064018249512","-25.5347003936768",NA,"São José dos Pinhais","Legrand, D.","1963",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA
"78","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","83398","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Carauta. J.P.","383",NA,"Brasil","Rio de Janeiro","Perto de Iriri",NA,NA,"Arbusto crescendo no campo em local ensolarado. Frutos vermelhos quando bem maduros, suculentos","HAS0083398","1967","07",NA,"Magnoliophyta",NA,"Kiaersk","-41.7868995666504","-22.3708000183105",NA,"Macaé","Mattos, J.","1989",NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA
"79","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","74580","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subundulata","Eugenia subundulata",NA,"Matthes, L.A.","s.n.",NA,"Brasil","São Paulo","Bosque dos Jequitibás",NA,NA,"Coleção Bosque dos Jequitibás. 503-A","HAS0074580","1978","07",NA,"Magnoliophyta",NA,"Kiaersk","-47.060001373291","-22.8999996185303",NA,"Campinas",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"80","2010-08-16 16:42:48-03","GH","HU-HERB","GH 00069375","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","mooniana","Eugenia mooniana","Isotype","George Gardner","416","South America","Brazil","Rio de Janeiro","Organ Mountains","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"416",NA,"undetermined"
"81","2010-08-16 16:41:43-03","GH","HU-HERB","GH 00069376","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","neomooniana","Eugenia neomooniana","Isotype","George Gardner","416","South America","Brazil","Rio de Janeiro","Organ Mountains","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"416",NA,"undetermined"
