"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber","sex"
"46","2015-03-13 19:01:09-03","F","FMNH-SEEDPLANTS","V0257790F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0257790F","V0257790F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-03-13 19:01:09-03","F","FMNH-SEEDPLANTS","V0257789F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0257789F","V0257789F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-23 12:08:29-03","CEPLAC","CEPEC","147357","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana",NA,"J. Meirelles","J. Meirelles","433","2010","01","19",NA,"Brasil","Rio de Janeiro","TERESÓPOLIS",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"49","2015-02-26 09:29:23-03","NHMLondon","NHM-LONDON-BOT","BM000812137","S","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana",NA,NA,"Hb.Gardiner","5823",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-42.64735","-22.531489",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,"-42.64735","-22.531489",NA,NA,"NHMUK:ecatalogue:4976313",NA
"50","2021-02-23 13:22:32-03","MN","R-TIPOS","94802","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"Gardner, G.","s.n.","1841","04",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"R000094802","R000094802_001","Isotypus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:10:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"Gardner, G","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In prov. Rio de Janeiro Serra dos Orgãos, alt. 6850 ped. in udis apricis",NA,NA,NA,NA,NA,NA,NA,"P06P1N0066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-22 10:13:08-03","IBt","SP","348998","S","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"Costa, CB","508","2001","03","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"53","2010-08-16 16:42:39-03","GH","HU-HERB","GH 00075267","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner",NA,"George Gardner","5823",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Organ Mountains",NA,NA,NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5823",NA,NA,"undetermined"
"54","2014-09-23 10:57:56-03","G","G","G00010225","S","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","Calió, M. F.","Glaziou, A. F. M.","15242","1885",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro","Serra dos Orgãos",NA,"-43","-22.43333333",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00010225",NA,NA,NA,"2003","01","01",NA,NA,NA,"-43.0","-22.43333333",NA,NA,NA,NA
"55","2014-09-23 10:57:56-03","G","G","G00010226","S","Plantae",NA,NA,"Gentianaceae","Prepusa","hookeriana","Prepusa hookeriana","Gardner","Calió, M. F.","Gardner, G.","5823",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro","Serra dos Orgãos",NA,"-43","-22.43333333",NA,NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: No picture available on the institution's web site","G00010226",NA,"ISOTYPUS of Prepusa hookeriana Gardner",NA,"2003","01","01",NA,NA,NA,"-43.0","-22.43333333",NA,NA,NA,NA
