"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"144","2019-11-01 14:53:51-03","UnB","UB","45444","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Heringer, EP","5313","1956","07","27","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Cerrado.",NA,NA,"Loeuille, B","Serra do Cipó, Riacho da Serra",NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-05-06 11:53:16-03","UFU","HUFU","67456","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Franco, I.M.; Moura, L.L.; Silva, A.P. & Silva, K.R.","1262","2013","08","02",NA,"Brasil","Minas Gerais","Diamantina","-43.583889","-18.205",NA,"Arvoreta ca. 1,7m. Planta com botões e flores abertas. Botões roxos, flores lilases, estiletes alvos.; Cerrado antropizado. Estrada de terra em frente ao Campus.","HUFU00046123","HUFU00046123",NA,"Parque Estadual do Biribiri, Alto da jacuba, entrada pela porteira em frente à UFVJM.","1390","1390",NA,NA,"-43.583889","-18.205",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-08-08 09:59:14-03","UFU","HUFU","78142","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Mitzi","19222","1991","03","14",NA,"Brasil","Minas Gerais","Itacambira","-43.3088989257812","-17.0646991729736",NA,NA,"HUFU00076137",NA,"Nakajima, J.N.","Serra de Itacambira",NA,NA,"48089","auto",NA,NA,"2019","02",NA,NA,NA,NA,NA,NA,NA
"147","2019-05-06 11:53:16-03","UFU","HUFU","58773","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Quaresma, A.S.; Franco, I.M.; Gusa, M.G.; Gonella, P.M. & Loeuille, B.","125","2010","08","10",NA,"Brasil","Minas Gerais","Diamantina","-43.636944","-18.182778",NA,"Arbusto ca. de 3 metros de altura, solo arenoso. Corola de lilás a alva, estigma e anteras alvos.; Cerrado","HUFU00046121","HUFU00046121","Loeuille, B.","Parque Estadual do Biribiri, Estrada para Pinheiro próximo ao córrego do Padre","1111","1111",NA,NA,"-43.636944","-18.182778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-05-06 11:53:16-03","UFU","HUFU","63586","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Marques, D.; Franco, I.M. & Silva, K.R.","451","2012","06","25",NA,"Brasil","Minas Gerais","Diamantina","-43.645833","-18.163611",NA,"Arvoreta, ca. 1,8 m alt. Brácteas involucrais verdes com ápice avermelhado, tubo da corola branco, lobos roxos, estilete branco.; Cerrado, solo pedregoso.","HUFU00046124","HUFU00046124","Marques, D.","Parque Estadual do Biribiri, Carimbo.","920","920",NA,NA,"-43.645833","-18.163611","2012","07",NA,"06",NA,NA,NA,NA,NA
"149","2019-05-06 11:53:16-03","UFU","HUFU","63587","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Marques, D.; Franco, I.M. & Silva, K.R.","452","2012","06","25",NA,"Brasil","Minas Gerais","Diamantina","-43.645833","-18.163611",NA,"Árvore, ca. 3,5 m alt. Brácteas involucrais verdes com ápice avermelhado, tubo da corola branco, lobos roxos, estielte branco, papus branco.; Cerrado, solo pedregoso.","HUFU00046122","HUFU00046122","Marques, D.","Parque Estadual do Biribiri, Carimbo.","920","920",NA,NA,"-43.645833","-18.163611","2012","10",NA,NA,NA,NA,NA,NA,NA
"150","2019-05-06 11:53:16-03","UFU","HUFU","63605","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Marques, D.; Franco, I.M. & Silva, K.R.","470","2012","06","27",NA,"Brasil","Minas Gerais","Diamantina","-43.6125","-18.185278",NA,"Arvoreta, ca. 2,5 m alt. Brácteas involucrais cinzas, corola branca a lilás, estielte lilás, anteras brancas, paus avermelhado.; Camop rupestre, afloramentos rochoso.","HUFU00046120","HUFU00046120","Marques, D.","Parque Estadual do Biribiri, Estrada para o P.E. do Biribiri-Vargem do Cocho.","1396","1396",NA,NA,"-43.6125","-18.185278","2012","07",NA,"06",NA,NA,NA,NA,NA
"151","2019-05-06 11:53:16-03","UFU","HUFU","63618","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Marques, D.; Franco, I.M. & Silva, K.R.","483","2012","06","28",NA,"Brasil","Minas Gerais","Diamantina","-43.586389","-18.144167",NA,"Arvoreta, ca. 2 m alt. Brácteas involucrais verdes, corola roxa, anteras brancas, estielte roxo, papu avermelhado.; Cerrado.","HUFU00046119","HUFU00046119","Marques, D.","Parque Estadual do Biribiri, Campo do Thiago, próximo ao Candeial.","1207","1207",NA,NA,"-43.586389","-18.144167","2012","10",NA,NA,NA,NA,NA,NA,NA
"152","2019-05-06 11:53:16-03","UFU","HUFU","63619","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Marques, D.; Franco, I.M. & Silva, K.R.","484","2012","06","28",NA,"Brasil","Minas Gerais","Diamantina","-43.586389","-18.144167",NA,"Arvoreta, ca. 2,5 m alt. Brácteas involucrais verdes, corola roxa, anteras brancas, estilete roxo, papus avermelhado.; Cerrado, beira da estrada para a Mata de Rivalino.","HUFU00046118","HUFU00046118","Marques, D.","Parque Estadual do Biribiri, Campo do Thiago, próximo ao Candeial.","1207","1207",NA,NA,"-43.586389","-18.144167","2012","10",NA,NA,NA,NA,NA,NA,NA
"153","2019-05-10 16:39:36-03","UFU","HUFU","70668","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","54","2015","06","29",NA,"Brasil","Minas Gerais",NA,"-43.685","-19.387222",NA,"Arbusto, ca. 2-2.5m altura. Bracteas involucrais verdes, corola branca ou rosada, ramos do estilete brancos.; Cerrado rupestre.","HUFU00070534","HUFU00070534","Nakajima, J.N.","Serra do cipó, Estrada de Sao Jose de Almeida para Cardeal Mota, aprox. Km 86.","820","820",NA,NA,"-43.685","-19.387222","2019","04",NA,NA,NA,NA,NA,NA,NA
"154","2019-05-06 11:53:16-03","UFU","HUFU","74671","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Bautista, H.P.","2661","1998","09","18",NA,"Brasil","Minas Gerais","Salinas","-42.443611","-16.252778",NA,"Árvore, 4m de altura, flroes lilás, papus avermelhado. Abundante.; Área de geleiras (tilitos), Cerrado/Caatinga","HUFU00072509","HUFU00072509","Ortiz, S.","km 340,5 da BR-252","650","650",NA,NA,"-42.443611","-16.252778","2007","09",NA,NA,NA,NA,NA,NA,NA
"155","2020-11-27 11:33:12-03","UFU","HUFU","77259","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Couto, P.A.","s.n.","2008","06","13",NA,"Brasil","Minas Gerais","Contagem","-44.047222","-19.857222",NA,"Arbóreo.; Cerrado.","HUFU00074855",NA,"Nakajima, J.N.","Córrego do Banguelo, Sub-bacia so córrego.",NA,NA,NA,NA,"-44.047222","-19.857222","2020","03",NA,NA,NA,NA,NA,NA,NA
"156","2020-11-27 11:33:12-03","UFU","HUFU","77261","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Andrade, I.R.","s.n.","2003","10","16",NA,"Brasil","Minas Gerais","Itinga","-41.969444","-16.504444",NA,"Arbóreo (arvoreta).; Cerrado.","HUFU00074853",NA,"Nakajima, J.N.","Chapada do Jacaré",NA,NA,NA,NA,"-41.969444","-16.504444","2020","03",NA,NA,NA,NA,NA,NA,NA
"157","2020-11-27 11:33:12-03","UFU","HUFU","77262","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Silva, L.V.C.; Amado, J.L.; Baungart, B. & Maciel, G.M.","1446","2016","06","15",NA,"Brasil","Minas Gerais","Confins","-43.974444","-19.674722",NA,"Arbóreo (arvoreta).; Cerrado.","HUFU00074852",NA,"Nakajima, J.N.","Sitio Aeroportuário de Confins",NA,NA,NA,NA,"-43.974444","-19.674722","2020","03",NA,NA,NA,NA,NA,NA,NA
"158","2019-05-06 11:53:16-03","UFU","HUFU","77342","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Sevilha, A.C.","5117","2008","12","13",NA,"Brasil","Minas Gerais","Rio Pardo de Minas","-42.597222","-15.9325",NA,"Arvoreta. Capítulos secos enegrecidos.; Cerrado denso. Relevo suave ondulado. Latossolo vermelho-amarelo.","HUFU00074894",NA,"Sevilha, A.C.","PN6-341, Parcela da fitossociologia.","925","925",NA,NA,"-42.597222","-15.9325","2008","12",NA,NA,NA,NA,NA,NA,NA
"159","2020-11-27 11:33:12-03","UFU","HUFU","77257","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Fernandes, M.G.C.","s.n.","2001","06","26",NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,"Arbóreo (arvoreta).; Cerrado.","HUFU00074857",NA,"Nakajima, J.N.",NA,NA,NA,"17082","auto",NA,NA,"2020","03",NA,NA,NA,NA,NA,NA,NA
"160","2019-11-28 15:44:42-03","UFU","HUFU","78353","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Franco, I.M.; Cota, M.M.T.","870","2011","07","14",NA,"Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,"Arvoreta ca 2,0 m. com flores lilases esbranquiçadas. Planta com odor adocicado e presença de visitantes (Apis mellifera e vespas).; Campo rupestre.","HUFU00075653",NA,"Franco, I.M.","Campus JK da UFVJM, Estrada de terra atrás do apiário da Universidade.",NA,NA,"101169","auto",NA,NA,"2011","07",NA,"14",NA,NA,NA,NA,NA
"161","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","Warming, JEB","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"P06P2N0003",NA,"ad Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","Martius, C","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"P06P2N0003",NA,"in rupestribus siccis Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","Gardner, G","4814",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"P06P2N0003",NA,"in rupestribus siccis Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P06P2N0003",NA,"in rupestribus siccis Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"P06P2N0003",NA,"Habitat in prov. Minas Gerais, in planitie alta ad Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P06P2N0003",NA,"ad Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vanillosmopsis","polycephala","Vanillosmopsis polycephala","(DC.) Sch.Bip.","Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"P06P2N0003",NA,"Habitat in prov. Minas Gerais, in planitie alta ad Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2014-09-23 11:00:56-03","G","G-DC","G00464274","S","Plantae",NA,NA,"Asteraceae","Albertinia","polycephala","Albertinia polycephala","DC.","Martius, C. F. P.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00464274",NA,"CAT.HERB.PRODR.",NA,NA,NA,NA,NA,"-45.44222222","-18.78777778","2013","01",NA,"01","ISOTYPUS of Albertinia polycephala DC.",NA,NA,NA,NA
"169","2014-09-23 11:00:56-03","G","G-DC","G00464335","S","Plantae",NA,NA,"Asteraceae","Albertinia","saligna","Albertinia saligna","DC.","Martius, C. F. P.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,"-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00464335",NA,"CAT.HERB.PRODR.",NA,NA,NA,NA,NA,"-45.44222222","-18.78777778","2013","01",NA,"01","ISOTYPUS of Albertinia saligna DC.",NA,NA,NA,NA
"170","2019-11-21 10:00:35-03","IBt","SP","52744","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Viégas, AP","s.n.","1945","06","30",NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Simão Bianchini, R","Herb. Inst. Agronômico do Est. de São Paulo n° 7899",NA,NA,"17082","auto",NA,NA,"2016","08",NA,"30",NA,NA,NA,NA,NA
"171","2019-11-21 10:00:35-03","IBt","SP","447929","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Semir, J; Mansanares, ME; Belinello, R","0192","2001","06","20",NA,"Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"Loeuille, B","Estrada para Conselheiro Mata",NA,NA,"101169","auto",NA,NA,"2013","06",NA,NA,NA,NA,NA,NA,NA
"172","2019-11-21 10:00:35-03","IBt","SP","154346","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Giulietti, AM; Costa Jr, S; Henrique, MC; Wanderley, MGL","CFSC5526","1978","07","05",NA,"Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Simão Bianchini, R","Serra do Cipó, Km 100",NA,NA,"26557","auto",NA,NA,"2016","08",NA,"30",NA,NA,NA,NA,NA
"173","2019-11-21 10:00:35-03","IBt","SP","447922","S","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(DC.) MacLeish","Vichnewski, W","449","1998","07","09",NA,"Brasil","Minas Gerais","Turmalina","-42.7299995422363","-17.2856006622314",NA,NA,NA,NA,"Loeuille, B","Rodovia de Minas Novas a Turmalina, a 7 km antes do trevinho Turmalina - Capelinha",NA,NA,"36128","auto",NA,NA,"2013","06",NA,NA,NA,NA,NA,NA,NA
"174","2010-08-16 16:38:55-03","A","HU-HERB","A 00257658","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(de Candolle) MacLeish","A. F. M. Glaziou",NA,NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,"Sheet",NA,NA,NA,"N. F. F. MacLeish (GA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"175","2010-08-16 16:38:55-03","GH","HU-HERB","GH 00257657","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","polycephalus","Eremanthus polycephalus","(de Candolle) MacLeish","N. F. F. MacLeish","702","1980","10","4","South America","Brazil","Minas Gerais",NA,NA,NA,"Sheet",NA,NA,NA,"N. F. F. Macleish (GA)","14 km northeast of Diamantina towards Mendanha on Estrada 367.","1370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"702",NA,NA,"undetermined"
