"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","occurrenceRemarks","infraspecificEpithet","typeStatus","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"150","2019-07-09 13:24:04-03","F","FMNH-SEEDPLANTS","V0191573F","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum",NA,NA,"E. M. Zardini & N. Soria","1988","7","8","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0191573F","V0191573F_01","5540",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-07-09 13:24:04-03","F","FMNH-SEEDPLANTS","V0191574F","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum",NA,NA,"E. M. Zardini","1989","1","5","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0191574F","V0191574F_01","9252",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-12-16 13:21:43-03","F","FMNH-SEEDPLANTS","V0191575F","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum",NA,NA,"T. Rojas","1915","6",NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0191575F","V0191575F_01","1201",NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-07-23 12:05:53-03","CEPLAC","CEPEC","87891","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum",NA,"M. F. A. Lucena","J. G. Jardim","1992","02","05","Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede da Faz. Teimoso. RPPN Sera do Teimoso.","-39.583333","-15.166667","39W35'","15S10'",NA,NA,"1498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/11/2007",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-07-23 12:05:53-03","CEPLAC","CEPEC","81759","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum",NA,"M. F. A. Lucena","A. M. Amorim","1980","12","09","Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056","39W31'43","15S9'29",NA,NA,"2593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/11/2007",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-07-23 12:05:53-03","CEPLAC","CEPEC","81844","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum",NA,"M. F. A. Lucena","A. M. Amorim","1998","08","13","Brasil","Bahia","JUSSARÍ","Rod. Jussar/Palmira. Entrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056","39W31'43","15S9'29",NA,NA,"2456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29/11/2007",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-13 16:04:40-03","UNISANTA","HUSC","11895","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll.Arg.) pax & K.Hoffm.","I. Cordeiro","W. Hoehne","1944","04","23","Brasil","São Paulo","Serra Negra",NA,"-46.7000007629395","-22.6100006103516",NA,NA,NA,NA,"s.n.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"2005","01",NA,"12188","auto",NA,NA,NA
"157","2020-11-12 17:01:00-03","UEL","FUEL","2278","PreservedSpecimen","Plantae","Euphorbiaceae","Argythamnia","tricocca","Argythamnia tricocca","(Vell.) Müll.Arg.","Allem, AC","Francisco das Chagas e Silva",NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Arredores da cidade","-57.6533012390137","-19.0091991424561",NA,NA,"FUEL055931",NA,"816",NA,NA,"Tracheophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,"1986","06","30","295160","auto",NA,NA,NA
"158","2020-11-12 17:01:00-03","UEL","FUEL","3438","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Webster, GL","Perri, CE; Dias, MC","1986","10","27","Brasil","Paraná","Londrina","Bosque I, Beira do caminho de entrada em frente ao Salão da Catedral.","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL018360",NA,"s.n.",NA,NA,"Tracheophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,"1987","09",NA,"63728","auto",NA,NA,NA
"159","2020-11-12 17:01:00-03","UEL","FUEL","270","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Webster, GL","Vieira, AOS; et al.","1984","09","05","Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"FUEL018359",NA,"s.n.",NA,NA,"Tracheophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,"1987","09",NA,"63728","auto",NA,NA,NA
"160","2020-08-20 14:57:15-03","UFSC","FLOR","67942","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J.","Külkamp, J.; Dachi, G.; Soares, V.","2017","08","12","Brasil","Rio Grande do Sul","Estrela","Linho do Ouro.","-51.974444","-29.526389","51º58'28''W","29º31'35''S","FLOR0067942",NA,"226",NA,NA,NA,"Malpighiales",NA,NA,"Borda do rio, interior de floresta. Duplicata de RB 457379",NA,NA,NA,NA,"2017","08","12",NA,NA,NA,NA,NA
"161","2021-02-08 12:41:02-03","UFRGS","ICN","197236","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp","Külkamp","2017","12","05","Brasil","RS","Derrubadas","Parque estadual do Turvo, antiga sede do parque.","-53.973611","-27.241667","-53.973611","-27.241667",NA,NA,"441",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Subarbusto de até 1 metro.; Interior de floresta no declive próximo (aprox. 1 km) ao rio Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-02-08 12:41:02-03","UFRGS","ICN","140438","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Hagelund, K","1973","09","24","Brasil","RS","Porto Mauá",NA,"-54.668098449707","-27.5753002166748",NA,NA,NA,NA,"7064",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Doação de Karner Kagelund.",NA,NA,NA,NA,"2016","08","23","9855","auto",NA,NA,NA
"163","2021-02-08 12:41:02-03","UFRGS","ICN","087774","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Brack, P; et al.",NA,NA,NA,"Brasil","RS","Tenente Portela","Parque Estadual do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"FPET1794",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,"2016","08","23","14404","auto",NA,NA,NA
"164","2021-02-08 12:41:02-03","UFRGS","ICN","164120","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Dettke, GA","2009","07","30","Brasil","RS","Derrubadas","Parque Estadual do Turvo Estrada Porto Garcia","-53.883333","-27.183333","-53.883333","-27.183333",NA,NA,"384",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"herbácea",NA,NA,NA,NA,"2018","02","26",NA,NA,NA,NA,NA
"165","2021-02-08 12:41:02-03","UFRGS","ICN","193313","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Cordeiro, J","Barboza, E; Cordeiro, J; Daniel, V; Ariati, V","2014","09","29","Brasil","RS","São José dos Ausentes","Campo Novo","-49.951667","-28.472222","-49.951667","-28.472222",NA,NA,"4223","97","97","Dicotyledon",NA,"América do Sul",NA,"Subarbusto de 85 cm; flores alvacentas.; Beira de barranco",NA,NA,NA,NA,"2014","11","28",NA,NA,NA,NA,NA
"166","2021-02-08 12:41:02-03","UFRGS","ICN","196994","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Pedersen, TM","1982","11","10","Argentina","Corrientes","Concepción","Estancia San Justo del Palmar",NA,NA,NA,NA,NA,NA,"13446",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"little shrub to about 1 m; edge of woodland on low, moist ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-02-08 12:41:02-03","UFRGS","ICN","197015","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Külkamp, J; Dachi, G; Soares, V","2017","08","12","Brasil","RS","Estrela","Linha do Ouro","-51.974444","-29.526389","-51.974444","-29.526389",NA,NA,"225",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Borda do Rio, interior de floresta.",NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA
"168","2021-02-08 12:41:02-03","UFRGS","ICN","197016","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Külkamp, J; Dachi, G; Soares, V","2017","08","12","Brasil","RS","Estrela","Linha do Ouro","-51.974444","-29.526389","-51.974444","-29.526389",NA,NA,"226",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Borda do Rio, interior de floresta.",NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA
"169","2021-02-08 12:41:02-03","UFRGS","ICN","197017","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Külkamp, J; Soares, M; Rabuske, C; Khöler, M","2017","10","11","Brasil","RS","Quaraí","Margem do Rio Garopá","-56.4225","-30.121389","-56.4225","-30.121389",NA,NA,"365",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Subarbusto 50-80 cm com; Subosque de mata em margem do Rio",NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA
"170","2021-02-08 12:41:02-03","UFRGS","ICN","140439","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Hagelund, K","1967","10","01","Brasil","RS","Porto Mauá",NA,"-54.668098449707","-27.5753002166748",NA,NA,NA,NA,"5467",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Doação de Karner Kagelund.",NA,NA,NA,NA,"2016","08","23","9855","auto",NA,NA,NA
"171","2021-02-08 12:41:02-03","UFRGS","ICN","123612","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Külkamp, J","Sobral, M; Vignoli-Silva, M; Bordignon, SAL",NA,NA,NA,"Brasil","RS","Três Cachoeiras",NA,"-49.9244003295898","-29.4556007385254",NA,NA,NA,NA,"9469",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"Região de mata atlântica; erva 0,3m, em beira de estrada; flores verde-claras.",NA,NA,NA,NA,"2018","02","26","17224","auto",NA,NA,NA
"172","2019-11-21 10:03:54-03","IBt","SP","31443","S","Plantae","Euphorbiaceae","Chiropetalum","gymnadenium","Chiropetalum gymnadenium","(Müll.Arg.) Pax & K.Hoffm.",NA,"Campos Novaes, J","1894",NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"SP023992","SP023992","CGG2859",NA,NA,NA,NA,NA,NA,"nº 218 do coletor",NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA
"173","2019-11-21 10:03:56-03","IBt","SP","49746","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Kuhlmann, M","Kuhlmann, M","1943","03","31","Brasil","São Paulo","Amparo","Monte Alegre. Pasto. Lugar alto.","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1943","03","31","18036","auto",NA,NA,NA
"174","2019-11-21 10:03:56-03","IBt","SP","258957","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Cordeiro, I","Gottsberger, G; et al.","1972","08","10","Brasil","São Paulo","Botucatu","a mais ou menos 7 Km da cidade, encosta da serra próxima à Usina Indiana, mata com árvores de porte elevado, subbosque pouco denso, relativamente úmido. Solo rico em matéria orgânica, de vegetais em decomposição.","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"925","620","620",NA,NA,NA,NA,"Arbusto, com flores brancas, estames brancos, 1-1,5m de altura, umbrófila.",NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA
"175","2019-11-21 10:03:56-03","IBt","SP","11331","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.",NA,"Toledo, JF","1924","11","18","Brasil","São Paulo","Piracicaba","Porto João Alfredo (Barranca do Rio Piracicaba).","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Planta de capoeira. Flores vivescentes.",NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA
"176","2019-11-21 10:03:56-03","IBt","SP","51916","S","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum","(Vell.) Chodat & Hassl.","Toledo, JF","Hoehne, W","1944","04","23","Brasil","São Paulo","Serra Negra","Mata sombria.","-46.7000007629395","-22.6100006103516",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12188","auto",NA,NA,NA
"177","2019-09-13 16:03:14-03","UM","RECOLNAT_UM_MPU","MPU014910","PreservedSpecimen",NA,"Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum latifolium","Chodat & Hassl.",NA,"Hassler, E.",NA,NA,NA,"Paraguay",NA,NA,"Ad ripam lacus Ypacarai",NA,NA,NA,NA,"MPU014910",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014910' target='other'> <mi>dwc_moreinfo</mi></a>","latifolium","isotype",NA,NA,NA,NA,NA,NA,NA,"3927",NA,NA
"178","2010-08-16 16:38:35-03","A","HU-HERB","A 00045924","PreservedSpecimen","Plantae","Euphorbiaceae","Chiropetalum","tricoccum","Chiropetalum tricoccum latifolium","Chodat & Hassler",NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,"Lacus Ypacarai",NA,NA,NA,NA,NA,NA,"3927",NA,NA,NA,NA,"South America","Sheet",NA,"latifolium","Isotype",NA,NA,NA,NA,NA,NA,NA,"3927",NA,"undetermined"
"179","2014-09-23 10:57:27-03","G","G","G00434166","S","Plantae","Euphorbiaceae","Argythamnia","gymnadenia","Argythamnia gymnadenia","Müll. Arg.","Ingram, J. W.","Riedel, L.",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778","G00434166",NA,"331",NA,NA,NA,NA,"AMERIQUE DU SUD",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site",NA,"HOLOTYPUS of Argythamnia gymnadenia Müll. Arg.",NA,NA,"1965","01","01",NA,NA,NA,NA,NA
