"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"85","2021-03-15 16:37:00-03","NY","NYBG","00984641","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","16030","1966","05","25","South America","Brazil","Mato Grosso","Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130788' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984641","NY00984641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-15 16:37:00-03","NY","NYBG","600500","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear Jr.","H. S. Irwin","7474","1964","10","27","South America","Brazil","Goiás","Serra do Caiapó. Ca. 40 km S. of Caiaponia on road to Jataí.","-51.8103","-16.9569",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=368813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00600500","NY00600500_01","Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-15 16:37:00-03","NY","NYBG","00984724","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","23018","1969","02","10","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 30 km N.E. of Francisco Sá, on road to Salinas","-43.2679","-16.4288","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984724","NY00984724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 16:37:00-03","NY","NYBG","01019684","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","21376","1968","03","18","South America","Brazil","Tocantins","10 km S. of Guará.","-48.52","-8.93","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019684","NY01019684_01","Guaraí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-03-15 16:37:00-03","NY","NYBG","00984743","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","28303","1970","03","24","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 3 km N. of São João da Chapada","-43.7833","-18.0833","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984743","NY00984743_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 16:37:00-03","NY","NYBG","00984709","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","R. H. Fortunato","H. S. Irwin","6547","1964","10","01","South America","Brazil","Mato Grosso","Ca. 1 km. N.E. of Garapú.","-52.57","-13.18","300","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984709","NY00984709_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-15 16:37:00-03","NY","NYBG","00984830","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","12868","1966","02","15","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 7 km W. of Veadeiros","-47.58153","-14.1167","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984830","NY00984830_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-15 16:37:00-03","NY","NYBG","01019750","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","A. P. Fortuna Perez","I. Mimura","115","1961","11","24","South America","Brazil","São Paulo","Ca. 11.3 km SSE em linha reta da praça principal da Sao José dos Campos","-45.88","-23.1703","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137545' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019750","NY01019750_01","Sao José dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-15 16:37:00-03","NY","NYBG","01019663","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","28397","1970","03","26","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 2 km S. of São João da Chapada","-43.7833","-18.0833","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132239' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019663","NY01019663_01","Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-15 16:37:00-03","NY","NYBG","607939","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"W. R. Anderson","36727","1972","03","06","South America","Brazil","Bahia","Espigao Mestre, ca. 100km WSW of Barreiras",NA,NA,"750","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00607939","NY00607939_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-15 16:37:00-03","NY","NYBG","01450936","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","A. P. Fortuna Perez","N. A. Rosa","918","1976","09","16","South America","Brazil","Pará","Marajó, Campos de Joanes","-48.5123152","-0.875396",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1379957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450936","NY01450936_01","Salvaterra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 16:37:00-03","NY","NYBG","00984653","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","21241","1968","03","16","South America","Brazil","Tocantins","Ca. 10 km S. of Araguaína","-48.13","-7.25","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984653","NY00984653_01","Araguaína",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-15 16:37:00-03","NY","NYBG","00984816","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","26679","1970","02","26","South America","Brazil","Distrito Federal","Ca. 2 km E. of Lago Paranoá, DF-6.","-47.7958","-15.76075","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984816","NY00984816_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-15 16:37:00-03","NY","NYBG","00984842","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","L. Riedel","1268","1824","12",NA,"South America","Brazil",NA,"Brasilia, pr. Tujuco",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984842","NY00984842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 16:37:00-03","NY","NYBG","01019749","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","A. P. Fortuna Perez","E. Nogueira","129","1981","01","14","South America","Brazil","Goiás","Topo do Pico dos Pirineus, serra do Catingueiro 6 km de Cocalzinho","-48.8086013793945","-15.9236001968384","1380","1380","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019749","NY01019749_01","Corumbá de Goiás",NA,"41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 16:37:00-03","NY","NYBG","01450937","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","A. P. Fortuna Perez","B. V. Rabelo","969","1980","10","31","South America","Brazil","Amapá","Margem do campo","-51.0664","-0.366667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687556' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450937","NY01450937_01","Macapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","01019788","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","V. E. Rudd","G. T. Prance","18954","1973","10","14","South America","Brazil","Mato Grosso","Vicinity of Veu de Noiva.","-55.832445","-15.40761","720","720","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137556' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019788","NY01019788_01","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 16:37:00-03","NY","NYBG","00984833","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","J. W. Grear","H. S. Irwin","13786","1966","03","08","South America","Brazil","Goiás","Serra dos Cristais, ca. 25 km S. of Cristalina","-47.6","-16.9759","1050","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984833","NY00984833_01","Ipameri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","00984656","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato",NA,"H. S. Irwin","21765","1968","03","24","South America","Brazil","Goiás","Ca. 40 km S. of Paraíso.","-47.53","-14.48","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984656","NY00984656_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","01019747","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","A. P. Fortuna Perez","B. Gates","30","1979","01","24","South America","Brazil","Goiás","Chapada dos Veadeiros, 5 km E of Alto Paraíso","-47","-14","1500","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137541' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019747","NY01019747_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","01450927","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","M. G. da Silva","M. G. da Silva","4171","1979","01","05","South America","Brazil","Rondônia","Vilhena, arredores do aeroporto","-60.099174","-12.694217",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687197' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450927","NY01450927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","00984168","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) Don","A. P. Fortuna Perez","H. S. Irwin","19404","1968","01","31","South America","Brazil","Distrito Federal","Ca. 20 km N.E. of Brasília. Chapada da Contagem.","-47.88","-15.7","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1120623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984168","NY00984168_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","01450928","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","R. C. Barneby","G. Davidse","17956","1980","04","06","South America","Brazil","Pará","Ca. 73 airline km NE of Castanhal; savanna adjoining the village of Martins Pinheiro; Campo Martins Pinheiro.","-47.583333","-0.866667","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687200' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450928","NY01450928_01","Maracanã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","01019763","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","8801","1965","09","29","South America","Brazil","Distrito Federal","Vicinity of Planaltina","-47.67","-15.62","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137550' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019763","NY01019763_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2016-10-28 15:07:00-02","NY","NYBG","01019664","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","Tamberlik","s.n.",NA,NA,NA,"South America","Brazil",NA,"Pl. Bras. occid.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132245' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019664","NY01019664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","01019679","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","16633","1966","06","05","South America","Brazil","Mato Grosso","Ca. 75 km. N. of Xavantina. Serra do Roncador.","-52.12","-14.03","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132214' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019679","NY01019679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","02679168","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don",NA,"S. A. Mori","15712","1983","07","31","South America","Brazil","Amapá","Parque Florestal da Fazendinha, 12 km S of Macapá","-51.09569","-0.04072",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2940911' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679168","NY02679168_01","Macapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","600488","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","14856","1966","04","14","South America","Brazil","Bahia","Drainage of the Rio Corrente, Western Bahia. Rio Piau, ca. 150 km. S.W. of Barreiras",NA,NA,"850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=357988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00600488","NY00600488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","01019656","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","10282","1965","11","16","South America","Brazil","Minas Gerais","Serra do Rio Preto, ca. 5 km E. of Goiás boundary on road to Garapauavá, M. G.","-46.8","-15.88","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132180' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019656","NY01019656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","01450930","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don",NA,"M. J. G. Hopkins","830","1986","06","17","South America","Brazil","Roraima","Ilha de Maracá. On road between SEMA Estação and Boa Vista, 14 km from Island","-61.33","3.3",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1383381' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450930","NY01450930_01","Alto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","01019654","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","9174","1965","10","13","South America","Brazil","Distrito Federal","Between Brasília & Sobradinho","-47.83","-15.68","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019654","NY01019654_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","01019687","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","26274","1970","02","07","South America","Brazil","Minas Gerais","Serra da Anta, summit of chapada, ca. 2 km N.W. of Paracatu","-46.8727","-17.22555","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132235' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019687","NY01019687_01","Paracatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2016-10-28 15:07:00-02","NY","NYBG","01019688","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","R. C. Barneby","B. Dubs","2046","1996","01","02","South America","Brazil","Mato Grosso","MT-170, between Itamarati and Campo Novo do Parecis","-57.97","-14.28",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132241' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019688","NY01019688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","01019681","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","19652","1968","02","09","South America","Brazil","Minas Gerais","Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2","1500","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019681","NY01019681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","600492","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","G. Eiten","3644","1962","03","15","South America","Brazil","Maranhão","34.7 km along road from Balsas to Sâo Raimundo das Mangabeiras. (About 25 km due NNE of Balsas.)","-46","-7.33","250","250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=357990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00600492","NY00600492_01","Balsas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","01019652","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","8663","1965","09","25","South America","Brazil","Distrito Federal","Ca. 20 km S. of Brasília, rd. to Goiânia, near Rio Melchior","-48.0355","-15.87895","1125","1125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132149' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019652","NY01019652_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","01019655","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","10282","1965","11","16","South America","Brazil","Minas Gerais","Serra do Rio Preto, ca. 5 km E. of Goiás boundary on road to Garapauavá, M. G.","-46.8","-15.88","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132154' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019655","NY01019655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2016-10-28 15:07:00-02","NY","NYBG","01019665","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","I. Silberbauer-Gottsberger","112-24771","1971","07","24","South America","Brazil","Goiás","Município Serra Geral de Goiás, divisa entre os estados de Goiás e Bahia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132247' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019665","NY01019665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","01019790","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don",NA,"G. G. Hatschbach","25209","1970","10","25","South America","Brazil","Mato Grosso do Sul","Rio Sta. Luzia","-54.5464","-21.8019",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1137557' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019790","NY01019790_01","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","01019660","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","10732","1965","11","30","South America","Brazil","Goiás","Serra dos Pirineus, ca. 14 km S. of Corumbá de Goiás","-48.8086111","-16.05012","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019660","NY01019660_01","Abadiânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","01019657","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","10560","1965","11","19","South America","Brazil","Goiás","Serra do Rio Preto, ca. 3 km E. of Cabeceiras","-46.9553","-15.8","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132182' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019657","NY01019657_01","Cabeceiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","01019677","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","J. W. Grear","H. S. Irwin","11115","1965","12","08","South America","Brazil","Distrito Federal","Immediately south of Brasília","-47.9167","-15.79234","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132210' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019677","NY01019677_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","01019661","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) Don","R. H. Fortunato","H. S. Irwin","25109","1970","01","22","South America","Brazil","Goiás","Contraforte Central, ca. 24 km N.E. of Catalão","-47.78961","-18.01337","875","875","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1132228' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019661","NY01019661_01","Catalão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
