"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"1118","2020-09-02 16:27:49-03","Cenargen","CEN","8867","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Eriosema","crinitum","var. crinitum","Eriosema crinitum var. crinitum","(Kunth) G.Don.","A. P. Fortuna Perez","Lídio Coradin","5694","1983","06","15",NA,"Brasil",NA,"BR - 020 entre Posse e Barreiras, km 50.",NA,NA,"900","900","Exsicatas","Plantas com 20 cm, poucos ramos eretos a partir de um sistema radicular engrossado.","CEN00008867","CEN00008867",NA,NA,NA,NA,"-4610000.0","-1368333.0","2012","10",NA,NA,NA,NA,"4",NA,NA
"1119","2020-09-02 16:27:49-03","Cenargen","CEN","70345","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Eriosema","crinitum","var. crinitum","Eriosema crinitum var. crinitum","(Kunth) G.Don.","S. T. S. Miotto","José Francisco Montenegro Valls","9296","1985","10","21",NA,"Brasil","MT","20 km a sudoeste de São Lourenço de Fátima na estrada para o Ribeirão da Prata.","-55.098611","-16.372777","500","500","Exsicatas",NA,"CEN00070345","CEN00070345 CEN00070345_1","JUSCIMEIRA",NA,NA,NA,"-55.098611","-16.372777",NA,NA,NA,NA,NA,NA,"2",NA,NA
"1120","2020-09-02 16:27:49-03","Cenargen","CEN","91797","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Eriosema","crinitum","var. crinitum","Eriosema crinitum var. crinitum","(Kunth) G.Don.","C. W. Fagg","Carlos Romero Martins","333","2004","04","13",NA,"Brasil","DF","Parque Nacional de Brasília, Cerrado ralo entorno da antiga pist de ultraleve.","-47.926666","-15.731111",NA,NA,"Unicata","Doação FLORA DO BRASIL - DISTRITO FEDERAL","CEN00091797","CEN00091797","BRASILIA",NA,NA,NA,"-47.926666","-15.731111",NA,NA,NA,NA,NA,NA,"1",NA,NA
"1121","2020-09-02 16:27:49-03","Cenargen","CEN","93733","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Eriosema","crinitum","var. crinitum","Eriosema crinitum var. crinitum","(Kunth) G.Don.","A. P. Fortuna Perez","Carlos Romero Martins","1917","2015","11","01",NA,"Brasil","DF","Parque Nacional de Brasília - entorno da erosão próximo a estrada de acesso a Cascalheira do Exército.","-47.946944","-15.737777",NA,NA,"Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00093733","CEN00093733","BRASILIA",NA,NA,NA,"-47.946944","-15.737777","2015","11",NA,NA,NA,NA,"1",NA,NA
"1122","2020-09-02 16:27:49-03","Cenargen","CEN","72696","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Eriosema","crinitum","var. crinitum","Eriosema crinitum var. crinitum","(Kunth) G.Don.","A. P. Fortuna Perez","Anderson Cássio Sevilha","4698","2007","11","05",NA,"Brasil","MG","Sítio do Sr. José.","-47.458888","-15.5325","900","900","Unicata",NA,"CEN00072696","CEN00072696","RIO PARDO DE MINAS",NA,NA,NA,"-47.458888","-15.5325","2012","10",NA,NA,NA,NA,"1",NA,NA
"1123","2020-09-02 16:27:49-03","Cenargen","CEN","30179","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Eriosema","crinitum","var. crinitum","Eriosema crinitum var. crinitum","(Kunth) G.Don.","R. H. Fortunato","Glocimar Pereira-Silva","3495","1996","03","10",NA,"Brasil","MA","Projeto de Balsas, condomínio kissy, lote 23.","-46.0355987548828","-7.53249979019165","470","470","Exsicatas",NA,"CEN00030179","CEN00030179","BALSAS",NA,"222094","auto",NA,NA,"2000",NA,NA,NA,NA,NA,"3",NA,NA
"1124","2020-09-02 16:27:49-03","Cenargen","CEN","105485","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Eriosema","crinitum","var. crinitum","Eriosema crinitum var. crinitum","(Kunth) G.Don.","Marcelo F. Devecchi","Marcelo Fernando Devecchi","168","2011","12","22",NA,"Brasil","MG","Parque Nacional da Serra do Cipó, trilha do Capão dos Palmitos, através da portaria principal, ao longo do trecho depois da portaria até próximo à cachoeira.","-43.7144012451172","-19.1688995361328",NA,NA,"Exsicatas","Flores com cálice verde e pétalas amarelo alvas, frutos imaturos verdes e maduros negros. Doação Universidade de São Paulo. Herbário SPF.","CEN00105485","CEN00105485","SANTANA DO RIACHO",NA,"26557","auto",NA,NA,"2012","12",NA,NA,NA,NA,"1",NA,NA
"1125","2019-12-09 17:29:56-03","UFPR","EFC","10442","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","Hatschbach, G.","Kozera, C.; Kozera, O.P.","2563","2005","11","21",NA,"Brasil","Paraná","Ponte dos Arcos","-49.8071","-25.5527","830","830",NA,"Subarbusto com flores amarelas, em campo seco.","EFC010442",NA,"Balsa Nova",NA,NA,NA,"-49.8071","-25.5527","2006","01","01",NA,NA,NA,NA,NA,NA
"1126","2019-12-09 17:30:00-03","UFPR","EFC","17839","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","DALL AGNOL, R. T.","DALL AGNOL, R. T.","767","2018","11","29",NA,"Brasil","Paraná","Campo natural (seco) degradado da UFPR.","-49.2359361111111","-25.4467277777778",NA,NA,NA,"Erva xilopodífera, 40 cm, frequente; pilosidade alva abundante; vagens imaturas verdes e maduras negras. Campo natural (seco) degradado da UFPR.","EFC017839",NA,"Curitiba",NA,NA,NA,"-49,2359361111111","-25,4467277777778","2018","11","29",NA,NA,NA,NA,NA,NA
"1127","2019-12-09 17:29:56-03","UFPR","EFC","10443","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","Hatschbach, G.","Kozera, C.; Kozera, O.P.","2751","2005","12","07",NA,"Brasil","Paraná","Ponte dos Arcos","-49.8071","-25.5527","830","830",NA,"Herbácea com flores amarelas, campo seco.","EFC010443",NA,"Balsa Nova",NA,NA,NA,"-49.8071","-25.5527","2006","01","01",NA,NA,NA,NA,NA,NA
"1128","2020-10-15 09:53:51-03","UFPR","EFC","18425","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","DALL AGNOL, R. T.","DALL AGNOL, R. T.","970","2019","04","30",NA,"Brasil","Paraná","Fazenda Experimental Canguiri.","-49.140102","-25.394344","934","934",NA,"Subarbusto ascendente, xilopodífero; botões florais esverdeados a amarelados; tricomas alvos. Campo natural (seco) degradado.","EFC018425",NA,"Pinhais",NA,NA,NA,"-49.140102","-25.394344","2019","04","30",NA,NA,NA,NA,NA,NA
"1129","2019-12-09 17:30:00-03","UFPR","EFC","17843","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","DALL AGNOL, R. T.","DALL AGNOL, R. T.","773","2018","11","29",NA,"Brasil","Paraná","Campo natural (seco) degradado da UFPR - Preá.","-49.2373111111111","-25.4467055555556",NA,NA,NA,"Erva xilopodífera, 20 cm, frequente; pilosidade alva abundante; cálice verde, corola lútea com sulcos no estandarte. Campo natural (seco) degradado da UFPR.","EFC017843",NA,"Curitiba",NA,NA,NA,"-49,2373111111111","-25,4467055555556","2018","11","29",NA,NA,NA,NA,NA,NA
"1130","2019-12-09 17:29:56-03","UFPR","EFC","17348","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don",NA,"Hatschbach, G.; Ziller & Saldanha Muniz","54519","1996","02","24",NA,"Brasil","Paraná","Rio Reserva, salto da Fazenda Reserva","-51.6542","-25.6814","1051","1051",NA,"Xilopodífera, ereta 30cm, flores amarelas, brejo minoso. Floresta Estacional Semidecidual Montana","EFC017348",NA,"Pinhão",NA,NA,NA,"-51.6542","-25.6814",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","2019-11-13 11:22:18-03","USP","SPF","189406","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","Cândido, ES","Irwin, HS","16633","1966","06","05",NA,"Brasil","Mato Grosso","Ca. 75 km N of Xavantina.",NA,NA,NA,NA,NA,NA,"SPF00189406",NA,NA,NA,NA,NA,NA,NA,"2016","08","11",NA,NA,NA,NA,NA,NA
"1132","2019-11-13 11:22:18-03","USP","SPF","156476","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Pirani, JR","4607","2000","03","23",NA,"Brasil","Minas Gerais","Serra da Canastra, trilha para as Campinas do Bananal.","-43","-16.833333",NA,NA,NA,NA,"SPF00156476",NA,"Botumirim",NA,NA,NA,"-43","-16.833333","2013","03","20",NA,NA,NA,NA,NA,NA
"1133","2019-11-13 11:22:18-03","USP","SPF","161593","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Sasaki, D","773","2003","10","31",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus. Campo sujo próximo à sede, abaixo da estrada de terra.","-47.460278","-20.247778","1000","1000",NA,NA,"SPF00161593",NA,"Pedregulho",NA,NA,NA,"-47.460278","-20.247778","2013","03","20",NA,NA,NA,NA,NA,NA
"1134","2019-11-13 11:22:18-03","USP","SPF","189411","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Grear, JW","Irwin, HS","6968","1964","10","18",NA,"Brasil","Goiás","Serra do Caiapó","-51.783333","-17.2","800","1000",NA,NA,"SPF00189411",NA,NA,NA,NA,NA,"-51.783333","-17.2","1967",NA,NA,NA,NA,NA,NA,NA,NA
"1135","2019-11-13 11:22:18-03","USP","SPF","189363","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","Fortunato, RH","Irwin, HS","10757","1965","11","30",NA,"Brasil","Goiás","Serra dos Pireneus","-49","-16","975","975",NA,NA,"SPF00189363",NA,"Corumbá de Goiás",NA,NA,NA,"-49","-16","1991",NA,NA,NA,NA,NA,NA,NA,NA
"1136","2019-11-13 11:22:18-03","USP","SPF","189418","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","Grear, JW","Irwin, HS","13665","1966","03","06",NA,"Brasil","Goiás","Serra dos Cristais","-48","-17","1200","1200",NA,NA,"SPF00189418",NA,"Cristalina",NA,NA,NA,"-48","-17","1967",NA,NA,NA,NA,NA,NA,NA,NA
"1137","2019-11-13 11:22:18-03","USP","SPF","189417","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","Grear, JW","Irwin, HS","12730","1966","02","13",NA,"Brasil","Goiás","Chapada dos Veadeiros","-47","-14","900","900",NA,NA,"SPF00189417",NA,NA,NA,NA,NA,"-47","-14","1967",NA,NA,NA,NA,NA,NA,NA,NA
"1138","2019-11-13 11:22:18-03","USP","SPF","102965","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","Flores, AS","Leitão Filho, HF","33272","1995","02","14",NA,"Brasil","São Paulo","Parque Estadual de Jacupiranga","-48.414889","-24.962361",NA,NA,NA,NA,"SPF00102965",NA,"Eldorado",NA,NA,NA,"-48.414889","-24.962361","1997","12",NA,NA,NA,NA,NA,NA,NA
"1139","2019-11-13 11:22:18-03","USP","SPF","189361","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","Grear, JW","Irwin, HS","16587","1966","06","04",NA,"Brasil","Mato Grosso","Serra do Roncador",NA,NA,"550","550",NA,NA,"SPF00189361",NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"1140","2019-11-13 11:22:18-03","USP","SPF","189362","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","Fortunato, RH","Irwin, HS","12337","1966","02","08",NA,"Brasil","Goiás","Chapada dos Veadeiros","-47","-14","1000","1000",NA,NA,"SPF00189362",NA,NA,NA,NA,NA,"-47","-14","1991",NA,NA,NA,NA,NA,NA,NA,NA
"1141","2019-11-13 11:22:18-03","USP","SPF","189365","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","Fortunato, RH","Irwin, HS","7289","1964","10","24",NA,"Brasil","Goiás","Serra do Caiapó","-51.783333","-17.2","800","1000",NA,NA,"SPF00189365",NA,NA,NA,NA,NA,"-51.783333","-17.2","1991",NA,NA,NA,NA,NA,NA,NA,NA
"1142","2019-11-13 11:22:18-03","USP","SPF","189374","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","Fortuna-Perez, AP","Irwin, HS","16321","1966","05","31",NA,"Brasil","Mato Grosso","Serra do Roncador",NA,NA,"550","550",NA,NA,"SPF00189374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","2019-11-13 11:22:18-03","USP","SPF","189376","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","Fortuna-Perez, AP","Irwin, HS","17063","1966","06","13",NA,"Brasil","Mato Grosso","Ca. 75 km N of Xavantina.",NA,NA,"400","400",NA,NA,"SPF00189376",NA,NA,NA,NA,NA,NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1144","2019-11-13 11:22:18-03","USP","SPF","189385","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","Fortuna-Perez, AP","Irwin, HS","16576","1966","06","04",NA,"Brasil","Mato Grosso","Serra do Roncador",NA,NA,"550","550",NA,NA,"SPF00189385",NA,NA,NA,NA,NA,NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1145","2019-11-13 11:22:18-03","USP","SPF","189383","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","macrophyllum","Eriosema crinitum macrophyllum","Grear","Grear, JW","Irwin, HS","9683","1965","10","29",NA,"Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358","975","975",NA,NA,"SPF00189383",NA,"Brasília",NA,"70570","auto",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA
"1146","2019-11-13 11:22:18-03","USP","SPF","189364","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","Fortunato, RH","Irwin, HS","8547","1965","09","22",NA,"Brasil","Distrito Federal",NA,"-47.9296989440918","-15.7797002792358","975","975",NA,NA,"SPF00189364",NA,"Brasília",NA,"70570","auto",NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA
"1147","2019-11-13 11:22:18-03","USP","SPF","195950","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Paula-Souza, J","8266","2006","10","11",NA,"Brasil","Goiás","Parque Nacional das Emas","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,"SPF00195950",NA,"Chapadão do Céu",NA,"44163","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1148","2019-11-13 11:22:18-03","USP","SPF","62691","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cristaldo, ACM","Cavalcanti, TB","95","1989","01","27",NA,"Brasil","Mato Grosso",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"SPF00062691",NA,"Chapada dos Guimarães",NA,"107042","auto",NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"1149","2019-11-13 11:22:18-03","USP","SPF","183913","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","Fortuna-Perez, AP","Paula-Souza, J","8203","2006","10","10",NA,"Brasil","Mato Grosso do Sul",NA,"-51.1907997131348","-19.6772003173828",NA,NA,NA,NA,"SPF00183913",NA,"Paranaíba",NA,"84424","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1150","2019-11-13 11:22:18-03","USP","SPF","62463","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Pirani, JR","CFCR11785","1988","01","09",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00062463",NA,"Diamantina",NA,"101169","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1151","2019-11-13 11:22:18-03","USP","SPF","42648","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Menezes, NL","CFCR9392","1986","01","29",NA,"Brasil","Minas Gerais","Estrada Conselheiro Mata - Dimantina, km 182","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00042648",NA,"Diamantina",NA,"101169","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1152","2019-11-13 11:22:18-03","USP","SPF","76467","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Müller, G","Giulietti, AM","CFSC12451","1991","07","26",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","840","840",NA,NA,"SPF00076467",NA,"Santana do Riacho",NA,"26557","auto",NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA
"1153","2021-03-15 18:27:51-03","USP","SPF","222089","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","Devecchi, MF","Devecchi, MF","168","2011","12","22",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Trilha do Capão dos Palmitos, através da portaria principal, ao longo do trecho depois da porteira até próximo à cachoeira.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva, ca. 40 cm alt. Flores com cálice verde e pétalas amarelo alvas, frutos imaturos verdes e maduros negros.; Cerrado.","SPF00222089",NA,"Santana do Riacho",NA,"26557","auto",NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA
"1154","2021-03-15 18:27:51-03","USP","SPF","222087","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","pulchellum","Eriosema crinitum pulchellum","Benth.","Devecchi, MF","Devecchi, MF","169","2011","12","22",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Trilha do Capão dos Palmitos, através da portaria principal, ao longo do trecho depois da porteira até próximo à cachoeira.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva, ca. 40 cm alt. Flores com cálice verde e pétalas amarelo alvas.; Cerrado.","SPF00222087",NA,"Santana do Riacho",NA,"26557","auto",NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA
"1155","2019-11-13 11:22:18-03","USP","SPF","156476","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Pirani, JR","4607","2000","03","23",NA,"Brasil","Minas Gerais","Serra da Canastra, trilha para as Campinas do Bananal.","-43","-16.833333",NA,NA,NA,NA,"SPF00156476",NA,"Botumirim",NA,NA,NA,"-43","-16.833333","2013","03","20",NA,NA,NA,NA,NA,NA
"1156","2019-11-13 11:22:18-03","USP","SPF","161593","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cândido, ES","Sasaki, D","773","2003","10","31",NA,"Brasil","São Paulo","Parque Estadual das Furnas do Bom Jesus. Campo sujo próximo à sede, abaixo da estrada de terra.","-47.460278","-20.247778","1000","1000",NA,NA,"SPF00161593",NA,"Pedregulho",NA,NA,NA,"-47.460278","-20.247778","2013","03","20",NA,NA,NA,NA,NA,NA
"1157","2019-11-13 11:22:18-03","USP","SPF","189411","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Grear, JW","Irwin, HS","6968","1964","10","18",NA,"Brasil","Goiás","Serra do Caiapó","-51.783333","-17.2","800","1000",NA,NA,"SPF00189411",NA,NA,NA,NA,NA,"-51.783333","-17.2","1967",NA,NA,NA,NA,NA,NA,NA,NA
"1158","2019-11-13 11:22:18-03","USP","SPF","195950","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Paula-Souza, J","8266","2006","10","11",NA,"Brasil","Goiás","Parque Nacional das Emas","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,"SPF00195950",NA,"Chapadão do Céu",NA,"44163","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1159","2019-11-13 11:22:18-03","USP","SPF","62691","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Cristaldo, ACM","Cavalcanti, TB","95","1989","01","27",NA,"Brasil","Mato Grosso",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,"SPF00062691",NA,"Chapada dos Guimarães",NA,"107042","auto",NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA
"1160","2019-11-13 11:22:18-03","USP","SPF","62463","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Pirani, JR","CFCR11785","1988","01","09",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00062463",NA,"Diamantina",NA,"101169","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1161","2019-11-13 11:22:18-03","USP","SPF","42648","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Fortuna-Perez, AP","Menezes, NL","CFCR9392","1986","01","29",NA,"Brasil","Minas Gerais","Estrada Conselheiro Mata - Dimantina, km 182","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00042648",NA,"Diamantina",NA,"101169","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA
"1162","2019-11-13 11:22:18-03","USP","SPF","76467","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Eriosema","crinitum","crinitum","Eriosema crinitum crinitum","(Kunth) G.Don","Müller, G","Giulietti, AM","CFSC12451","1991","07","26",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","-43.7144012451172","-19.1688995361328","840","840",NA,NA,"SPF00076467",NA,"Santana do Riacho",NA,"26557","auto",NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA
"1163","2020-12-02 09:07:12-03","UNITINS","HUTO","6198","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don",NA,"Bastos, M.N.C.","2057","1995","06","15",NA,"Brasil","Pará","Morro 3","-48.5550003051758","-6.40055990219116",NA,NA,NA,"Sub-arbusto de 1m de altura; flores amarelas.; Campo cerrado.","HUTO006198",NA,"São Geraldo do Araguaia",NA,"72333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","2020-12-02 09:07:12-03","UNITINS","HUTO","6375","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don",NA,"Bastos, M.N.C.","1986","1995","06","15",NA,"Brasil","Pará","Campo cerrado, morro 3.","-48.5550003051758","-6.40055990219116",NA,NA,NA,"Erva de 50cm de altura; flores amarelas.","HUTO006375",NA,"São Geraldo do Araguaia",NA,"72333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","2020-12-02 09:07:12-03","UNITINS","HUTO","4727","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Eriosema","crinitum","stipulare","Eriosema crinitum stipulare","(Benth.) Fortunato","Lewis, G.P.","Aparecida, M.","4111","1999","03","24",NA,"Brasil","Tocantins","Ilha do Bananal. Parque Nacional do Araguaia. Saída para Barreiras da Cruz","-50.450833","-10.463889","170","170",NA,"Subarbusto com cerca de 80 cm de altura. Flores amarelas. Frutos esverdeados; Varjão próximo a sede","HUTO004727","HUTO004727","Lagoa da Confusão",NA,NA,NA,"-50.450833","-10.463889","2010",NA,NA,NA,NA,NA,NA,NA,NA
"1166","2020-05-08 11:12:29-03","UEFS","HUEFS","128520","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Eriosema","crinitum","var. stipulare","Eriosema crinitum var. stipulare","(Benth.) Fortunato","E.S.Cândido","Irgang, B.","569","1979","04","24",NA,"Brasil","Roraima","Estrada Normandia - Caracaranã, Km 25.","-59.6227989196777","3.88110995292664",NA,NA,NA,NA,"HUEFS0128520",NA,"Normandia",NA,"114010","auto",NA,NA,"2016","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1167","2020-05-08 11:12:29-03","UEFS","HUEFS","177213","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don","E.S.Cândido","Lima, L.C.P.","593","2009","04","12",NA,"Brasil","Mato Grosso do Sul","Reserva Legal da Fazenda Bonito.","-54.306944","-18.955556",NA,NA,NA,NA,"HUEFS0177213",NA,"São Gabriel do Oeste",NA,NA,NA,"54W18'25''","18S57'20''","2016","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1168","2020-05-08 11:12:29-03","UEFS","HUEFS","105363","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Eriosema","crinitum",NA,"Eriosema crinitum","(Kunth) G.Don",NA,"Conceição, A.A.","1668","2006","01","19",NA,"Brasil","Bahia","Cerrado na base do Morro de Três Morros.","-41.883333","-13.033333","1400","1400",NA,NA,"HUEFS0105363",NA,"Piatã",NA,NA,NA,"41W53'","13S2'","2006","07",NA,"Rosanae",NA,NA,NA,NA,NA
