"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"138","2019-11-01 15:15:01-03","UnB","UB","200810","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Walter, BMT; et al.","6724","2014","01","Southern America","Brasil","Tocantins","Natividade","Estrada Natividade - Conceição do Tocantins. Nos arredores do RIo Salobro, ca. 9km de Natividade","-47.713333","-11.786111","290","290",NA,"Erva ereta. Flor amarela; Borda de mata de galeria. Relevo plano. Solo arenoso com alguma serrapilheira","UB0013934","UB0013934","29","Walter, BMT","2014","01",NA,"-47.713333","-11.786111",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-01 15:15:01-03","UnB","UB","215906","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Faria, JEQ","5237","2015","11","Southern America","Brasil","Goiás","Alto Horizonte","Região da Sururuca, fazenda Cajás, proprietário senhor Jair Eustáquio","-49.292222","-14.198333","404","404",NA,"Erva com flor amarela; Cerrado sensu stricto","UB0030927","UB0030927","28","Faria, JEQ","2015","11",NA,"-49.292222","-14.198333",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-01 15:15:01-03","UnB","UB","34473","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Irwin, HS","7391","1964","10","Southern America","Brasil","Goiás",NA,"50km ao S de Caiapônia",NA,NA,NA,NA,NA,"P yellow-orange; Sandy pocket in steep","UB0013937","UB0013937","26","Ravenna, P","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-01 15:15:01-03","UnB","UB","34474","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Irwin, HS","11724","1966","01","Southern America","Brasil","Goiás","Goiás","Goiás, 20km ao SE de Goiás","-50.1403","-15.9344",NA,NA,NA,"Cormous herb. Perianth yellow; Campo and cerrado, sandstone","UB0013938","UB0013938","18","Ravenna, P","1971",NA,NA,"-50.1403","-15.9344",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-01 15:15:01-03","UnB","UB","34475","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Philcox, D","3428","1967","12","Southern America","Brasil","Mato Grosso",NA,"E do km 247.5, Nova Xavantina - Cahimbo",NA,NA,NA,NA,NA,"Herb. Flowers yellow; Dry campo","UB0013939","UB0013939","07","Philcox, D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-01 15:15:01-03","UnB","UB","34476","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Irwin, HS","16012","1966","05","Southern America","Brasil","Mato Grosso",NA,"60km ao N de Nova Xavantina",NA,NA,NA,NA,NA,"Leaves 30cm. Perianth yellow-orange; Wet campo and gallery margin","UB0013940","UB0013940","25","Ravenna, P","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-01 15:15:01-03","UnB","UB","34477","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Irwin, HS","35004","1972","01","Southern America","Brasil","Goiás","Niquelândia","Niquelândia, 5km ao W de Niquelândia","-48.4597","-14.4739",NA,NA,NA,"Leaves 35cm. Perianth yellow; Sandy ground in cerrado. Cerrado and gallery","UB0013941","UB0013941","25","Ravenna, PF","1973",NA,NA,"-48.4597","-14.4739",NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-01 15:15:01-03","UnB","UB","34478","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Irwin, HS","9351","1965","10","Southern America","Brasil","Goiás",NA,"13km ao NW de Veadeiros",NA,NA,NA,NA,NA,"One-leaved herb from thick vertical root. Perianth yellow; Campo slopes","UB0013936","UB0013936","20","Ravenna, P","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-01 15:15:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Wood, JRI; Soto, D","25389","2008","11","Southern America","Bolivia","Santa Cruz",NA,"Angel Sandoval. Aproximadamente 3km de Las petas en el camino hacia Candelaria","-59.298889","-16.666667","138","138",NA,"Hierba perenne con una raíz tuberosa gruesa, flores amarilla, tépalos algo rojizo en el envés; Zona de vegetación tipo cerrado con suelo compactado, aparentemente inundado estacionalmente, com islas de vegetación estacionalmente quemad","UB0013944",NA,"16",NA,NA,NA,NA,"-59.298889","-16.666667",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-01 15:15:01-03","UnB","UB","102686","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Heringer, EP","14953","1975","08","Southern America","Brasil","Distrito Federal","Brasília","Sobradinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Planta subterrânea, com flores amarelas; Cerrado aberto","UB0013956","UB0013956","29","Proença, CEB","1996",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"148","2019-11-28 15:45:16-03","UFU","HUFU","3485","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","FEEP","325","1992","10",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Cerrado.","HUFU00030315","HUFU00030315","16","Campos-Rocha, A.","2019","09","17",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"149","2019-11-28 15:45:16-03","UFU","HUFU","3708","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Nakajima, J.N.; Romero, R.","46","1992","11",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva, ca. 0,3 m alt. Flores amarelas.; Bord da represa.","HUFU00030248","HUFU00030248","13","Campos-Rocha, A.","2019","09","17",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"150","2019-11-28 15:45:16-03","UFU","HUFU","787","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Peron, M.","35","1986","12",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva. Flores amarelas.; Cerrado.","HUFU00027171","HUFU00027171","05","Campos-Rocha, A.","2019","09","17",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"151","2020-04-30 17:57:48-03","UFMT","UFMT","391","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Prance, G.T.; Coelho, D.F.; Lleras, E.","s.n.","1978","10",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Rodovia próximo ao Véu da Noiva.","-55.749698638916","-15.460599899292","720","720",NA,"Corola amarela, flores emergentes do solo.","UFMT00000391",NA,"18","Walter, B.; Mendonça, R.C.","2002","04",NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA
"152","2017-09-11 17:10:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","scorzonerifolia","Hypoxis scorzonerifolia","Lam.","?","s.n.",NA,NA,NA,"?",NA,NA,"praeterea in Guiana, Surinamo et India occidentali provenit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2017-09-11 17:10:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","scorzonerifolia","Hypoxis scorzonerifolia","Lam.","?","s.n.",NA,NA,NA,"?",NA,NA,"praeterea in Guiana, Surinamo et India occidentali provenit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2017-09-11 17:10:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","scorzonerifolia","Hypoxis scorzonerifolia","Lam.","Sellow, F","s.n.",NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia orientali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2017-09-11 17:10:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","scorzonerifolia","Hypoxis scorzonerifolia","Lam.","Sellow, F","s.n.",NA,NA,"Southern America","Brazil",NA,NA,"in Brasilia orientali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-09-17 10:41:02-03","UEPA","MFS","007327","PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Silva, CAS da","653","2016","06",NA,"Brasil","Pará","Cametá","Comunidade Humarizal, Área de cerrado solo arenoso.","-49.498481","-2.241489",NA,NA,NA,"Erva de 5 a 7 cm de altura com inflorescência amarela.","MFS007327","MFS007327 MFS007327_e","03","Silva, CAS da","2017","01","12","-49.498481","-2.241489",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:07:07-03","IBt","SP","12498","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Loefgren, A","CGG4442","1899","11",NA,"Brasil","São Paulo",NA,"Vale do Paranapanema, campo Jaguareté.",NA,NA,NA,NA,NA,NA,"SP009318","SP009318","26","Carvalho, LDF; Ichaso, CL","1968","05","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:07:07-03","IBt","SP","183260","S","Plantae",NA,NA,"Hypoxidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","(Lam.) Baker","Rizzo, JA","8680","1972","12",NA,"Brasil","Goiás",NA,"Estrada de Jataí para Serranópolis, a 20 km do ribeirão Ariranha",NA,NA,NA,NA,NA,NA,"SP054065","SP054065","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2014-12-22 11:30:17-02","UFRR","UFRR","2380","S","Plantae",NA,NA,"Amaryllidaceae","Curculigo","scorzonerifolia","Curculigo scorzonerifolia","Baler","Barbosa, R.I.","121","2004","05",NA,"Brasil","Roraima","Boa Vista","Campus do Museu Integrado de Roraima (MIRR), Parque Anauá. Savana antropizada.","-60.683889","2.839722",NA,NA,NA,"Planta de pequeno porte, ca 30cm de altura, sem frutos, uma única flôr de cor amarela situada na intersecção do vegetal com o solo, raiz similar a um tubérculo.",NA,NA,"22",NA,NA,NA,NA,"-60.683889","2.839722",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-08-07 17:11:13-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Hypoxidaceae","Hypoxis","scorzoneraefolia","Hypoxis scorzoneraefolia",NA,"Rabelo, BV","255","1980","01",NA,"Brasil","Amapá","Macapá","Macapá","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
