"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","dayIdentified","individualCount","infraspecificEpithet"
"50","2020-09-12 05:00:02-03","US","US","2567797","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner)","W. A. Archer","3679","1936","8","5","South America - Neotropics","Brazil","Minas Gerais","At Serra do Cipo",NA,NA,"1800",NA,NA,NA,"US01208557","US01208557_01 US01208557_02","Roque, N.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","3680654","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner)","N. Roque, P. T. Sano, M. Trovó, F. N. Costa & et al.","4573","2014","11","26","South America - Neotropics","Brazil","Minas Gerais","Olhos d'Agua, Fazenda Alamo, Campos dos Ferreia, nascente do corrego do Sabradão.","-43.72","-17.6161","1204",NA,NA,NA,"US01907882","US01907882_01","Roque, N.",NA,NA,NA,NA,NA,"43 43 12 W","17 36 58 S","Dicotyledonae",NA,NA,NA,"1",NA
"52","2021-03-15 18:25:34-03","USP","SPF","187377","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","1634","2007","09","20",NA,"Brasil","Minas Gerais","Serra do Cipó, Capão Redondo.","-43.552222","-19.164167","1386","1386",NA,"Erva ca. 20 cm alt. em solo areno-pedregoso. Brácteas involucrais verde-vináceas; flores alvas. Moscas e joaninhas presentes ao meio-dia.; Campo rupestre.","SPF00187377",NA,"Roque, N","Santana do Riacho","2012",NA,NA,"01","-43.552222","-19.164167",NA,NA,NA,NA,NA,NA
"53","2021-03-15 18:25:34-03","USP","SPF","187378","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","1637","2007","09","20",NA,"Brasil","Minas Gerais","Serra do Cipó, Capão Redondo.","-43.552222","-19.164167","1386","1386",NA,"Erva ca. 20 cm alt., em solo areno-pedregoso. Capítulos passados.; Campo rupestre.","SPF00187378",NA,"Roque, N","Santana do Riacho","2012",NA,NA,"01","-43.552222","-19.164167",NA,NA,NA,NA,NA,NA
"54","2019-11-13 11:16:32-03","USP","SPF","220825","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","3709","2012","09","22",NA,"Brasil","Minas Gerais","Planalto Diamantina, estrada para Barão do Guaicuí.","-43.702778","-18.376944","1434","1434",NA,NA,"SPF00220825",NA,"Anônimo","Gouveia",NA,NA,NA,NA,"-43.702778","-18.376944",NA,NA,NA,NA,NA,NA
"55","2019-11-13 11:16:32-03","USP","SPF","221168","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Franco, IM","581","2010","08","10",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Antes da descida da Serra do Gombô.","-43.541689","-18.177525","1267","1267",NA,NA,"SPF00221168",NA,"Roque, N","Diamantina","2011",NA,NA,"06","-43.541689","-18.177525",NA,NA,NA,"27",NA,NA
"56","2019-11-13 11:16:32-03","USP","SPF","130552","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Sano, PT","914","1998","02","14",NA,"Brasil","Minas Gerais",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"SPF00130552",NA,"Roque, N","Diamantina","1999","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 18:25:34-03","USP","SPF","187380","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","1643","2007","09","22",NA,"Brasil","Minas Gerais","Cerca 28 km de Diamantina. Campo atrás da comunidade (campo da sedinha, Syngonanthus nitens).","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva ca. 30 cm alt. Brácteas involucrais vináceas, flores alvas.; Campo rupestre.","SPF00187380",NA,"Franco, IM","Diamantina","2014","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 18:25:34-03","USP","SPF","125985","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","442","1997","12","10",NA,"Brasil","Minas Gerais","Estrada Diamantina-Conselheiro Mata, km 188 - lado direito.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Afloramento rochoso.","SPF00125985",NA,"Franco, IM","Diamantina","2014","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 18:25:34-03","USP","SPF","125979","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","410","1997","12","09",NA,"Brasil","Minas Gerais","Estrada para Milho Verde.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Campo arenoso.","SPF00125979",NA,"Franco, IM","Diamantina","2014","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-13 11:16:32-03","USP","SPF","39506","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Pirani, JR","CFCR8198","1985","09","02",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242","1100","1100",NA,NA,"SPF00039506",NA,"Roque, N","Joaquim Felício","1999","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-13 11:16:32-03","USP","SPF","124116","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","351","1997","09","24",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00124116",NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-13 11:16:32-03","USP","SPF","124117","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","352","1997","09","24",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00124117",NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:16:32-03","USP","SPF","128061","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Sano, PT","538","1997","10","20",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00128061",NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:16:32-03","USP","SPF","133238","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","492","1998","09","30",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00133238",NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:16:32-03","USP","SPF","137512","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Sano, PT","980","1999","07","27",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00137512",NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-13 11:16:32-03","USP","SPF","32038","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Forero, E","CFSC8688","1980","09","06",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328","1100","1250",NA,"Coleta: Forero 7765","SPF00032038",NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:16:32-03","USP","SPF","96324","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Roque, N","CFSC12999","1992","10","17",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00096324",NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 18:25:34-03","USP","SPF","180599","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Loeuille, B","117","2007","02","14",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Lagoa Santa - Conceição do Mato Dentro (MG 010), depois da estrada para a Usina. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva com roseta basal. Flores brancas.","SPF00180599",NA,"Loeuille, B","Santana do Riacho","2007","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-09-04 18:46:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia",NA,"F. Sellow","1064",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA
"70","2020-04-29 16:29:37-03","UFVJM","HDJF","5611","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Chaves, DA","111","2013","12","19","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio","-43.77935","-17.916","1317","1317",NA,NA,"HDJF005611","HDJF005611_01","Chaves, DA","Buenópolis","2014",NA,NA,"07","-43.77935","-17.916",NA,NA,NA,"29",NA,NA
"71","2019-11-01 14:53:07-03","UnB","UB","123786","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Actinoseris","revoluta","Actinoseris revoluta","H.F. Leitão Filho","Irwin, HS","22393","1969","01","21","Southern America","Brasil","Minas Gerais","Ca. 20km SW of Diamantina",NA,NA,NA,NA,NA,"Rays white; disc yellow.; Rosette herb.; Cerrado on steep rocky slopes with thin gravelly soil",NA,NA,"Roque, N",NA,"1997",NA,NA,"01",NA,NA,NA,NA,NA,"20",NA,NA
"72","2019-11-01 14:53:07-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Actinoseris","revoluta","Actinoseris revoluta","H.F. Leitão Filho","Irwin, HS; et al.","20069","1968","02","14","Southern America","Brasil","Minas Gerais","Serra do Cipó, ca. Km 120 (ca. 145km N of Belo Horizonte)",NA,NA,"1200","1200",NA,"Acaulescent, the inflorescences 0,35m. Heads white; Sandy campo with outcrops",NA,NA,"Roque, N",NA,"1997",NA,NA,"01",NA,NA,NA,NA,NA,"20",NA,NA
"73","2019-11-01 14:54:28-03","UnB","UB","207057","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Chaves, DA","111","2013","12","19","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, em torno da casa de apoio","-43.77935","-17.916","1317","1317",NA,"Complexo Rupestre",NA,NA,"Chaves, DA","Buenópolis","2014",NA,NA,"07","-43.77935","-17.916",NA,NA,NA,"29",NA,NA
"74","2019-05-06 11:54:02-03","UFU","HUFU","58754","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Franco, I.M.; Quaresma, A.S.; Loeuille, B.; Lusa, M.G. & Gonella.","581","2010","08","10",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Antes da descida da Serra do Gombô","-43.541944","-18.177778","1267","1267",NA,"Subarbusto ca. de 20 cm. flores com corola creme e anteras amarelas.; Campo Rupestre","HUFU00049821","HUFU00049821","Franco, I.M.","Diamantina","2012",NA,NA,"03","-43.541944","-18.177778",NA,NA,NA,"07",NA,NA
"75","2019-05-06 11:54:02-03","UFU","HUFU","60399","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Araújo, I.M.; Marques, D.","145","2011","08","24",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Duas pontes.","-43.635556","-18.186944","676","676",NA,"Subarbusto, ca. 0,6 m alt. Brácteas involucrais verdes com ápice enegrecido, flores do raio alvas, flores do disco creme, estilete amarelo.; Campo rupestre, solo arenoso.","HUFU00049819","HUFU00049819","Franco, I.M.","Diamantina","2012",NA,NA,"03","-43.635556","-18.186944",NA,NA,NA,"07",NA,NA
"76","2019-05-06 11:54:02-03","UFU","HUFU","62005","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Marques, D.; Araújo, I.M.","410","2011","12","16",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Lavrinha.","-43.551389","-18.177222","1303","1303",NA,"Subarbusto, ca. 0,3m. Brácteas involucrais verdes. Corola branca, anteras amarelas, pápus branco.; Campo rupestre.","HUFU00049817","HUFU00049817","Franco, I.M.","Diamantina","2012",NA,NA,"04","-43.551389","-18.177222",NA,NA,NA,"05",NA,NA
"77","2019-05-06 11:54:02-03","UFU","HUFU","63748","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Franco, I.M.; Marques, D.; Araújo, I.M. & Silva, K.R.","1037","2012","06","27",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Morro do Beija Flor, descendo pela Casa dos Ventos.","-43.601944","-18.181389","1388","1388",NA,"Erva. Escapo vináceo, flores creme, anteras castanhas.; Campo rupestre, em solo arenoso úmido.","HUFU00049820","HUFU00049820",NA,"Diamantina",NA,NA,NA,NA,"-43.601944","-18.181389",NA,NA,NA,NA,NA,NA
"78","2019-05-06 11:54:02-03","UFU","HUFU","71392","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Romero, R.; Versiane, A.F.A.; Vital, L.P.; Serrra, A.C.; Silva, L.C. & Rosa, B.B.","8827","2015","10","07",NA,"Brasil","Minas Gerais","Estrada Diamantina - Medanha, km 585, Caminho dos escravos.","-43.594444","-18.217778","1401","1401",NA,"Subarbusto, ca. 0,5. Bracteas involucrais creme; corola e ramos do estilete alvos.; Campo Rupestre","HUFU00050717","HUFU00050717",NA,"Diamantina",NA,NA,NA,NA,"-43.594444","-18.217778",NA,NA,NA,NA,NA,NA
"79","2019-05-06 11:54:02-03","UFU","HUFU","62325","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Versiane, A.F.A.; et al.","95","2012","03","13",NA,"Brasil","Minas Gerais","Estrada Conselheiro Mata, ca. de 10 km de Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto, ca. de 0,2 m. Cálice avermelhado, corola rosa. Tricomas glandulares avermelhados.; Solo úmido.","HUFU00049818","HUFU00049818","Versiane, A.F.A.","Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia","(Gardner) Baker","Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia","(Gardner) Baker","Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,"Praeterea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia","(Gardner) Baker","Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia","(Gardner) Baker","Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in prov. S. Paulo in Serra de S. Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia","(Gardner) Baker","Gardner, G","4955",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in prov. Minas Geraes in campis arenosis aquosis ditionis Adamantium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia","(Gardner) Baker","Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in prov. S. Paulo in Serra de S. Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia","(Gardner) Baker","Gardner, G","4955",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"-43.6003","-18.2494",NA,NA,NA,"In campis arenosis aquosis ditionis Adamantium.; HABITAT: In campis arenosis aquosis ditionis Adamantium.",NA,NA,NA,"Diamantina",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trichocline","angustifolia","Trichocline angustifolia spathulata","Baker","Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Serra de Santo Antônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spathulata"
"88","2019-11-21 09:59:43-03","IBt","SP","143554","S","Plantae",NA,NA,"Asteraceae","Actinoseris","revoluta","Actinoseris revoluta","Leitão","Joly, AB; Semir, J; Joly, AM; Martins, F","CFSC2508","1972","05","29",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"30 cm alt. Capítulos esbranquiçados","SP000502","SP000502","Leitão Filho, HF","Jaboticatubas","1981","31264","auto",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"89","2019-11-21 09:59:43-03","IBt","SP","143556","S","Plantae",NA,NA,"Asteraceae","Actinoseris","revoluta","Actinoseris revoluta","Leitão","Joly, AB; Gemtchújnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","CFSC809","1972","03","04",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 155 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"Escapo floral até 30 cm, capítulos alvos","SP000503","SP000503","Leitão Filho, HF","Jaboticatubas","1986","31264","auto","07",NA,NA,NA,"Paratype",NA,"18",NA,NA
"90","2019-11-21 09:59:43-03","IBt","SP","143548","S","Plantae",NA,NA,"Asteraceae","Actinoseris","revoluta","Actinoseris revoluta","Leitão","Semir, J; Sazima, M; Rita de Cássia","CFSC2812","1972","07","24",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 155 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SP000501","SP000501","Leitão Filho, HF","Jaboticatubas","1986","31264","auto","07",NA,NA,NA,"Paratype",NA,"19",NA,NA
"91","2019-11-21 10:01:16-03","IBt","SP","185671","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Barros, F","205","1980","04","10",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Roque, N","Jaboticatubas","1999","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:01:16-03","IBt","SP","162559","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Mantovani, W","85","1979","07","26",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752","1200","1200",NA,NA,NA,NA,"Roque, N","Jaboticatubas","1999","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-21 10:01:16-03","IBt","SP","143562","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Semir, J; Sazima, M; Menezes, NL; Giulietti, AM","CFSC4057","1973","04","29",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 114 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Roque, N","Jaboticatubas","1999","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:01:16-03","IBt","SP","184346","S","Plantae",NA,NA,"Asteraceae","Richterago","angustifolia","Richterago angustifolia","(Gardner) Roque","Forero, E; Wanderley, MGL; Melo, MMRF; et al.","7765","1980","09","06",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 109 (antigo 114) da estrada Lagoa Santa a Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328","1100","1250",NA,NA,NA,NA,"Roque, N","Santana do Riacho","1999","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2014-09-23 10:56:47-03","G","G","G00222156","S","Plantae",NA,NA,"Asteraceae","Actinoseris","angustifolia","Actinoseris angustifolia","(Gardner) Cabrera","Gardner, G.","4956",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=212371&base=img&lang=en","G00222156","G00222156","?",NA,NA,NA,NA,NA,"-45.44222222","-18.78777778",NA,"TYPUS of Seris angustifolia Gardner",NA,NA,NA,NA
