"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount"
"49","2019-11-05 16:43:33-03","UFOP","OUPR","3158","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Badini, J.","s.n.","1972","05","07",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"(Gardner) Baker","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223","29211",NA,"auto","Mondin, C.A.; Nakajima, J.N.","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-05 16:43:33-03","UFOP","OUPR","3164","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,NA,"(Gardner) Baker","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223","29211",NA,"auto","Mondin, C.A.; Nakajima, J.N.","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-05 16:43:33-03","UFOP","OUPR","30995","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pedrosa, L.G.","195","2018","04","16",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto apoiante. Flores amarelas. Mata ciliar.",NA,NA,NA,"(Gardner) Baker","Ouro Preto","Barraginha","-43.5080986022949","-20.2875003814697","44599",NA,"auto","Nakajima, J.N.","2019","06",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-05 16:43:33-03","UFOP","OUPR","31486","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pedrosa, L.G.","528","2018","06","28",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto escandente. Flores amarelas. Beira de córrego.",NA,NA,NA,"(Gardner) Baker","Ouro Preto","Cascabulho","-43.5080986022949","-20.2875003814697","44599",NA,"auto","Nakajima, J.N.","2019","06",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-05 16:43:33-03","UFOP","OUPR","3160","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Badini, J.","s.n.","1974","05","26",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,NA,"(Gardner) Baker","Ouro Preto","Funil","-43.5080986022949","-20.2875003814697","44599",NA,"auto","Mondin, C.A.; Nakajima, J.N.","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-05 16:43:33-03","UFOP","OUPR","2162","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,NA,"(Gardner) Baker","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697","44599",NA,"auto","Mondin, C.A.; Nakajima, J.N.","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-05 16:43:33-03","UFOP","OUPR","3161","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Badini, J.","s.n.","1975","05","09",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,NA,NA,"(Gardner) Baker","Ouro Preto","Santo Antônio do Leite","-43.5080986022949","-20.2875003814697","44599",NA,"auto","Mondin, C.A.; Nakajima, J.N.","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-08 08:49:34-03","FURB","FURB","732","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.; et al.","74306","2002","11","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"FURB00666",NA,NA,"(Gardner) Baker","Bela Vista","Rodovia BR-267, 10-15km O de Alto Caracol.","-56.5210990905762","-22.1089000701904","66197","FURB00666","auto","Robinson, H","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-16 17:50:23-03","UCS","HUCS","25251","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","74139","2002","11","12",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Herbário MBM; Campo cerrado",NA,"Angiospermae","Asterales","(Gardner) Baker","Bonito","Faz. Baía das Garças - Cachoeira do Rio Aquidaban","-56.4818992614746","-21.1210994720459","71352",NA,"auto","Robinson, H.","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-16 17:50:23-03","UCS","HUCS","31249","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, J.M.","5001","2006","06","12",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Herbário MBM; Cerrado.",NA,"Angiospermae","Asterales","(Gardner) Baker","Caracol","Faz. Recreio dos Cervos.","-57.0243988037109","-22.0139007568359","53879",NA,"auto","Robinson, H.","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-16 17:50:23-03","UCS","HUCS","30961","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, J.M.","5001","2006","06","12",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Herbário MBM; Cerrado.",NA,"Angiospermae","Asterales","(Gardner) Baker","Caracol","Faz. Recreio dos Cervos.","-57.0243988037109","-22.0139007568359","53879",NA,"auto","Robinson, H.","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-16 17:50:23-03","UCS","HUCS","25046","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, J.M.","74306","2002","11","16",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Herbário MBM; Campo cerrado degradado.",NA,"Angiospermae","Asterales","(Gardner) Baker","Bela Vista","Rod. BR 267 10-15 km O de Alto Caracol","-56.5210990905762","-22.1089000701904","66197",NA,"auto","Robinson, H.","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-16 17:50:23-03","UCS","HUCS","25458","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","74581","2003","03","11",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Brejo",NA,"Angiospermae","Asterales","(Gardner) Baker","Bela Vista","Rod. BR 267 Córrego Caracol","-56.5210990905762","-22.1089000701904","66197",NA,"auto","Robinson, H.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-21 19:32:47-03","UFC","EAC","35878","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Souza, E.B.; Queiroz, L.P.; et al.","1222","2005","04","17","Southern America","Brasil","Mato Grosso",NA,NA,"Subarbusto ereto, 50-70cm, folha cartácea, periclínio verde, corola laranja; Cerrado/Mata ciliar","EAC0035878","Dicotyledon",NA,"(Gardner) Baker","Nova Xavantina","Ca. 32 km na estrada p/ Indianópolis","-52","-14",NA,"EAC0035878",NA,"Bringel, J.B.","2011","08","09","-52","-14","315","315",NA,NA,NA
"63","2021-03-21 19:32:47-03","UFC","EAC","5008","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Fernandes, A.; Bezerra, P.","EAC5008","1978","09","23","Southern America","Brasil","Ceará",NA,NA,"Erva, flor amarela.; Carrasco.","EAC0005008","Dicotyledon",NA,"(Gardner) Baker",NA,"Serra de Ibiapaba.",NA,NA,NA,"EAC0005008",NA,"Alves, M.B.B.","2019","09",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-21 19:32:47-03","UFC","EAC","60311","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Miranda, R.R.; Gomes, F.M.; Moreno, D.A.","141","2016","04","07","Southern America","Brasil","Ceará",NA,NA,"Herbácea, 50 cm, forma de vida caméfita, pilosa, flor amarela.; Caatinga.","EAC0060311","Dicotyledon",NA,"(Gardner) Baker","Pentecoste","Fazenda Experimental Vale do Curu, área após 5 anos de corte.","-39.348444","-3.818333",NA,"EAC0060311",NA,"Lima-Verde, L.W.; Miranda, R.R.; Gomes, F.M.","2016","09","27","-39.348444","-3.818333",NA,NA,NA,NA,NA
"65","2021-03-21 19:32:47-03","UFC","EAC","29533","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Nunes, E.; Cavalcanti, F.S.","EAC29533","2000","06","15","Southern America","Brasil","Ceará",NA,NA,"Erva, flor amarela.","EAC0029533","Dicotyledon",NA,"(Gardner) Baker","Pacajus","Triângulo de Quixadá, margem da BR 116.","-38.4606018066406","-4.1725001335144","18737","EAC0029533","auto","Alves, M.B.B.","2019","09",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-21 19:32:47-03","UFC","EAC","23190","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Castro, A.S.F.","41","1995","07","24","Southern America","Brasil","Ceará",NA,NA,"Erva, flor amarela","EAC0023190","Dicotyledon",NA,"(Gardner) Baker","Quixadá",NA,"-39.0153007507324","-4.97138977050781","41968","EAC0023190","auto","Castro, A.S.F.","2011","06","10",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-21 19:32:47-03","UFC","EAC","1394","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Black, G.A.","s.n.","1955","06","28","Southern America","Brasil","Ceará",NA,NA,NA,"EAC0001394","Dicotyledon",NA,"(Gardner) Baker","Quixadá","Fazenda Normal.","-39.0153007507324","-4.97138977050781","41968","EAC0001394","auto","Santos, J.U.M.","1985","08","27",NA,NA,NA,NA,NA,NA,NA
"68","2021-03-21 19:32:47-03","UFC","EAC","317","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Bezerra, P.","s.n.","1941","06","02","Southern America","Brasil","Ceará",NA,NA,NA,"EAC0000317","Dicotyledon",NA,"(Gardner) Baker","Quixeramobim","Uruquê, à jusante de um açude da Fazenda Normal de Criação.","-39.2928009033203","-5.19917011260986","54317","EAC0000317","auto","Alves, M.B.B.","2016","04",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:14:07-03","MBM","MBM","73568","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Oliveira, P.I.; Anderson, W.R.; Anderson, W.R.","452","1982","02","26","Southern America","Brazil","Goiás",NA,NA,"Arbusto, 2 m, flor amarela.; Campo cerrado.","MBM073568",NA,NA,"(Gardner) Baker","Anápolis",NA,"-48.9528007507324","-16.3267002105713","31830","MBM073568","auto","Bringel, J.B.","2006","05",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:14:07-03","MBM","MBM","48090","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","38800","1976","07","11","Southern America","Brazil","Goiás",NA,NA,"Arbusto muito ramoso,flor amarela.; Junto a matinha de galeria, locais rochosos.","MBM048090",NA,NA,"(Gardner) Baker","Caldas Novas","Rio Corumba.","-48.625","-17.74169921875","36612","MBM048090","auto","Sáenz, A.A.","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:14:07-03","MBM","MBM","26661","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","32077","1973","05","18","Southern America","Brazil","Mato Grosso",NA,NA,"Ereta, 1,30 m, capítulos amarelos.; Cerrado.","MBM026661",NA,NA,"(Gardner) Baker","Cuiabá",NA,"-56.0966987609863","-15.5960998535156","74875","MBM026661","auto","Santos, J.U.","1984","06","12",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:14:07-03","MBM","MBM","30318","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","34736","1974","07","23","Southern America","Brazil","Mato Grosso",NA,NA,"Arbusto, capítulos creme, 1,70 m.; Campo cerrado, encosta rochosa de morro.","MBM030318",NA,NA,"(Gardner) Baker","Rondonópolis","Serra da Petroliva","-54.6356010437012","-16.4708003997803","69781","MBM030318","auto","Santos, J.U.","1984","06","11",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:14:07-03","MBM","MBM","30318","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","34736",NA,NA,NA,"Southern America","Brazil","Mato Grosso",NA,NA,NA,"MBM030318",NA,NA,"(Gardner) Baker","Rondonópolis","Serra da Petrovina","-54.6356010437012","-16.4708003997803","69781","MBM030318","auto","Santos, J.U.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:14:07-03","MBM","MBM","276328","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74306","2002","11","16","Southern America","Brazil","Mato Grosso do Sul",NA,NA,"Ereta, 70 cm, capítulo amarelo.; Campo cerrado degradado.","MBM276328",NA,NA,"(Gardner) Baker","Bela Vista",NA,"-56.5210990905762","-22.1089000701904","66197","MBM276328","auto","Robinson, H.","2003","03",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:14:07-03","MBM","MBM","279622","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74581","2003","03","11","Southern America","Brazil","Mato Grosso do Sul",NA,NA,"Ereta, 70 cm, flor amarela.; Brejo.","MBM279622",NA,NA,"(Gardner) Baker","Bela Vista","Córrego Caracol.","-56.5210990905762","-22.1089000701904","66197","MBM279622","auto","Robinson, H.","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:14:07-03","MBM","MBM","276318","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74139","2002","11","12","Southern America","Brazil","Mato Grosso do Sul",NA,NA,"Arbusto, 2 m, capítulo amarelo.; Campo cerrado.","MBM276318",NA,NA,"(Gardner) Baker","Bonito","Cachoeira do Rio Aquidaban, Fazenda Baia das Garças.","-56.4818992614746","-21.1210994720459","71352","MBM276318","auto","Robinson, H.","2003","03",NA,NA,NA,"550","550",NA,NA,NA
"77","2020-12-21 16:14:07-03","MBM","MBM","268555","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","73298","2002","05","22","Southern America","Brazil","Mato Grosso do Sul",NA,NA,"Ereta , 2 m, capítulo amarelo.; Cerrado.","MBM268555",NA,NA,"(Gardner) Baker","Caracol",NA,"-57.0243988037109","-22.0139007568359","53879","MBM268555","auto","Robinson, H.","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:14:07-03","MBM","MBM","318451","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, J.M.; Barboza, E.; Barboza, E.","5001","2006","06","12","Southern America","Brazil","Mato Grosso do Sul",NA,NA,"Ereta, 1 m, capítulo amarelo.; Cerrado.","MBM318451",NA,NA,"(Gardner) Baker","Caracol","Fazenda Recreio dos Cervos.","-57.0243988037109","-22.0139007568359","53879","MBM318451","auto","Robinson, H.","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:14:07-03","MBM","MBM","156675","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58082","1993","02","08","Southern America","Brazil","Mato Grosso do Sul",NA,NA,"Sufrutice delgado, ramoso, 70 cm, capítulos amarelos.; Campo cerrado.","MBM156675",NA,NA,"(Gardner) Baker","Tacuru","Fazenda Santa Paula.","-55.0158004760742","-23.6324996948242","36822","MBM156675","auto","Pruski, J.","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:14:07-03","MBM","MBM","62119","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Krapovickas, A.; et al.; et al.","34474",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul",NA,NA,NA,"MBM062119",NA,NA,"(Gardner) Baker","Terenos","Entre Terenos y Ponte do Grego","-54.8602981567383","-20.4421997070312","52758","MBM062119","auto","Santos, J.U.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:14:07-03","MBM","MBM","99360","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Silva, A.S.L. da; Santos, M.R.; Santos, M.R.","1850","1984","03","17","Southern America","Brazil","Pará",NA,NA,"Arbusto de 1,5 m de altura. Infloresência amarela.; Na lagoa, campo rupestre, solo de canga.","MBM099360",NA,NA,"(Gardner) Baker","Marabá","Serra dos Carajás","-49.1178016662598","-5.36860990524292","262883","MBM099360","auto","Silva, A.S.L. da","1984","04","13",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:14:07-03","MBM","MBM","10233","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Lindeman, J.; Haas, H.; Haas, H.","3294","1966","11","17","Southern America","Brazil","Paraná",NA,NA,NA,"MBM010233",NA,NA,"(Gardner) Baker","Guaira","7 Quedas.","-54.2557983398438","-24.0799999237061","33984","MBM010233","auto","Cordeiro, J.","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:14:07-03","MBM","MBM","70790","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","43976","1981","09","16","Southern America","Brazil","Paraná",NA,NA,"Erva sublenhosa, 1 m, capítulos amarelos.; Solo úmido sobre rochas ao longo do Canyon.","MBM070790",NA,NA,"(Gardner) Baker","Guaira","7 Quedas.","-54.2557983398438","-24.0799999237061","33984","MBM070790","auto","Santos, J.U.","1984","06","11",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:14:07-03","MBM","MBM","83334","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Kirizawa, M.; Custódio Filho, A.; Custódio Filho, A.","747","1982","03","21","Southern America","Brazil","Paraná",NA,NA,"Erva de 80 cm de altura.; Área de rochas, próxima do Rio Paraná. Perto da lagoa.","MBM083334",NA,NA,"(Gardner) Baker","Guaira","Parque Nacional de Sete Quedas.","-54.2557983398438","-24.0799999237061","33984","MBM083334","auto","Nakajima, J.","2009","09",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:14:07-03","MBM","MBM","43842","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","7919","1961","04","06","Southern America","Brazil","Paraná",NA,NA,"Arbusto 1 m, capítulos amarelos.; Sobre rochas junto á corredeiras do Rio Paraná.","MBM043842",NA,NA,"(Gardner) Baker","Guaira","Rio Paraná.","-54.2557983398438","-24.0799999237061","33984","MBM043842","auto","Santos, J.U.","1984","06","11",NA,NA,"220","220",NA,NA,NA
"86","2020-12-21 16:14:07-03","MBM","MBM","185178","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Stellfeld, G.","1239","1947","08","06","Southern America","Brazil","Paraná",NA,NA,NA,"MBM185178",NA,NA,"(Gardner) Baker","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061","33984",NA,"auto","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:14:07-03","MBM","MBM","248069","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70864","2000","05","10","Southern America","Brazil","Tocantins",NA,NA,"sublenhosa, 1,50 m, capítulo amarelo.; Cerrado, solo rochoso.","MBM248069",NA,NA,"(Gardner) Baker","Arraias",NA,"-46.9383010864258","-12.9314002990723","66446","MBM248069","auto","Bringel, J.B.","2007","05",NA,NA,NA,"520","520",NA,NA,NA
"88","2016-10-17 11:25:52-02","MNHN","RECOLNAT_MNHN_P","P02585681","PreservedSpecimen",NA,"Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02585681' target='other'> <mi>dwc_moreinfo</mi></a>","P02585681",NA,NA,"(Gardner) Baker",NA,"s.l.",NA,NA,NA,"P02585681_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3844",NA
"89","2021-04-07 14:12:27-03","JBB","HEPH","19160","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G","73298","2002","05","22","Southern America","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"Dicotyledon","Asterales","(Gardner) Baker","Caracol","BR 267 próximo de Alto Caracol","-57.0243988037109","-22.0139007568359","53879",NA,"auto","Robinson, HE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:32:16-03","UFMG","BHCB","34102","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G; Schinini, A; Silva, JM","58082","1993","02","08","Southern America","Brasil","Mato Grosso do Sul",NA,NA,"Campo cerrado. Subarbusto delgado, ramoso, 0,7m. Capítulos amarelos.",NA,"Dicotyledon",NA,"Baker","Tacuru","Fazenda Santa Paula., Rodovia MS 295. 18km de Tacuru.","-55.0158004760742","-23.6324996948242","36822",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-11 11:32:16-03","UFMG","BHCB","76256","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G; Hatschbach, M; Ribas, OS","73298","2002","05","22","Southern America","Brasil","Mato Grosso do Sul",NA,NA,"Cerrado. Ereta, 2m. Capítulo amarelo.",NA,"Dicotyledon",NA,"Baker","Caracol","Rodovia BR 267, próximo de Alto Caracol.","-57.0243988037109","-22.0139007568359","53879",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:33:47-03","UFMG","BHCB","142920","PreservedSpecimen","Plantae","Asteraceae","Wedelia","attenuata","Wedelia attenuata",NA,"Pivari, MOD; Silva, LVC; Santos, AO; Arruda, AJ","1600","2010","05","25","Southern America","Brasil","Pará",NA,NA,NA,"BHCB017098","Dicotyledon",NA,"(Gardner) B.L.Turner","Canaã dos Carajás","N1, Vegetação rupestre","-50.295","-6.030556",NA,NA,NA,NA,NA,NA,NA,"-50.295","-6.030556","700","700",NA,NA,NA
"93","2020-12-11 11:33:47-03","UFMG","BHCB","114428","PreservedSpecimen","Plantae","Asteraceae","Wedelia","attenuata","Wedelia attenuata",NA,"Mota, NFO; Viana, PL; Silva, LVC; Garcia, LC; Maciel, GM; Silva, DF","1160","2007","12","12","Southern America","Brasil","Pará",NA,NA,NA,"BHCB017095","Dicotyledon",NA,"(Gardner) B.L.Turner","Parauapebas","N1, Vegetação rupestre","-50.282222","-6.043889",NA,NA,NA,NA,NA,NA,NA,"-50.282222","-6.043889","666","666",NA,NA,NA
"94","2020-12-11 11:33:47-03","UFMG","BHCB","130788","PreservedSpecimen","Plantae","Asteraceae","Wedelia","attenuata","Wedelia attenuata",NA,"Giorni, VT; Viana, PL; Silva, LVC; Silva, DF","79","2009","03","11","Southern America","Brasil","Pará",NA,NA,NA,"BHCB017096","Dicotyledon",NA,"(Gardner) B.L.Turner","Parauapebas","N1, Vegetação rupestre","-50.273889","-6.055556",NA,NA,NA,NA,NA,NA,NA,"-50.273889","-6.055556","750","750",NA,NA,NA
"95","2020-12-11 11:33:47-03","UFMG","BHCB","130875","PreservedSpecimen","Plantae","Asteraceae","Wedelia","attenuata","Wedelia attenuata",NA,"Giorni, VT; Viana, PL; Versieux, LM; Garcia, LC; Silva, LVC; Silva, DF","166","2009","03","15","Southern America","Brasil","Pará",NA,NA,NA,"BHCB017097","Dicotyledon",NA,"(Gardner) B.L.Turner","Canaã dos Carajás","S11D, Vegetação rupestre","-50.397222","-6.405556",NA,NA,NA,NA,NA,NA,NA,"-50.397222","-6.405556","750","750",NA,NA,NA
"96","2021-02-11 17:17:59-03","UFPR","UPCB","28064","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Hatschbach, G.","58082","1993","02","08",NA,"Brasil","Mato Grosso do Sul",NA,NA,"Subarbusto delgado, ramoso, 70cm, capítulos amarelos. Campo cerrado..",NA,NA,NA,"(Gardner) Baker","Tacuru","Rod. MS 295, Fazenda Santa Paula, 18km O de Tacuru","-55.0158004760742","-23.6324996948242","36822",NA,"auto","Pruski, J.","1996","01","01",NA,NA,NA,NA,NA,NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","1154649","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Y. Uslar|C. Guardia|Juan Surubí","Uslar 625","1997","2","21","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"(Gardner) Baker","Velasco","Parque Noel Kempff Mercado. Campamento Las Gamas. Campo rupestre.","-60.38722","-14.80472",NA,NA,NA,"J. Pruski (US)",NA,NA,NA,NA,NA,"850.00000000",NA,NA,NA,"2"
"98","2008-05-27 22:02:00-03","MO","MOBOT","935784","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"E. Gutiérrez|Luzmila Arroyo P.|Jean Wellens","Gutiérrez Crespo 1422","1994","6","13","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"(Gardner) Baker","Velasco","Parque Nacional Noel Kempff Mercado. Las Gamas. Cerrado. Bosque húmedo con muchas epífitas. Cabecera de serranía. Cascadas a 4 km. de la parcela de bosque.","-60.39277","-14.79833",NA,NA,NA,"H. Robinson (US)",NA,NA,NA,NA,NA,"825.00000000",NA,NA,NA,NA
