"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount"
"191","2019-11-28 15:44:41-03","UFU","HUFU","24729","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Barros, R.","226","1999","06","11",NA,"Brasil","Piauí",NA,NA,"Flores amarelas.; Cerrado.","HUFU00042474",NA,NA,"(Gardner) Baker","Piracuruca","Parque Nacional Sete Cidades, Próximo a entrada Sul.","-41.7092018127441","-3.92806005477905","41625","HUFU00042474","auto","Nakajima, J.N.","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-08-06 10:39:24-03","FMM","FMM","212","MachineObservation","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,NA,NA,"2014","03","15",NA,"Brasil","Goiás",NA,NA,"Hábito: Subarbusto; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM00212",NA,NA,"(Gardner) Baker","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.826458","-14.163411",NA,"FMM00212_v1 FMM00212_v2 FMM00212_v3 FMM00212_v4",NA,NA,NA,NA,NA,"47°49'35.25W","14°09'48.28S",NA,NA,NA,NA,NA
"193","2017-09-11 17:07:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Gardner, G","3864",NA,NA,NA,"Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Gardner) Baker",NA,"ad Arrayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2017-09-11 17:07:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Burchell, WJ","6933",NA,NA,NA,"Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Gardner) Baker",NA,"Caminho de Carreia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2017-09-11 17:07:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Gardner, G","3861",NA,NA,NA,"Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"(Gardner) Baker",NA,"ad Arrayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-09-17 10:40:18-03","UEPA","MFS","008411","PreservedSpecimen","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Guimarães, J.T.F.","67","2018","03","21",NA,"Brasil","Pará",NA,NA,"Erva lenhosa de ca. de 1,00 m de altura. Flores amarelas protegidas por brácteas amarelas. Botões florais jovens esverdeados e adultos amarelados, longopedunculados, axilares e terminais. Caule marrom-avermelhado e folhas filamentosas,","MFS008411",NA,NA,"(Gardner) Baker","Parauapebas","Flona de Carajás, N1, Crosta leteríca detrítica ferruginosa.","-49.903583","-6.06875",NA,"MFS008411 MFS008411_e",NA,"Carreira, L.M.M.","2018","03","22","-49.903583","-6.06875",NA,NA,NA,NA,NA
"197","2020-05-20 18:18:15-03","UFMT","CNMT","3296","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pereira-Silva, G.; Amaral-Santos, A., Castro, A.C.R,Santos, A.J.B, Moreira, G.A, Moreira, J.R.A, Medeiros, M.B.","9913","2005","04","12",NA,"Brasil","Goiás",NA,NA,"Ocasional no local Botão floral verde. Área de influência indireta.Doação Embrapa - CENARGEM. Herbário CEN","CNMT003296","Angiosperma",NA,"(Gardner) Baker","Luziânia","Margem direita do rio Alagado","-48.17","-16.289722",NA,NA,NA,"Bringel, J.B.","2009","01",NA,"48°10'12W","16°17'23S",NA,NA,NA,NA,NA
"198","2020-05-20 18:18:15-03","UFMT","CNMT","4040","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Pereira-Silva, G.","9913","2005","04","12",NA,"Brasil","Goiás",NA,NA,"Flor amarelaDoação Embrapa - CENARGEM. Herbário CEN","CNMT004040","Angiosperma",NA,"(Gardner) Baker","Luziânia","Margem direita do rio Alagado","-48.194444","-16.272222",NA,NA,NA,"Bringel, J.B.","2009","01",NA,"48°11'40W","16°16'20S","827","827",NA,NA,NA
"199","2019-11-21 09:59:47-03","IBt","SP","97307","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Eiten, G; Eiten, LT","4372","1962","04","23",NA,"Brasil","Maranhão",NA,NA,NA,"SP030669",NA,NA,"Baker","Loreto","Ilha de Balsas region, between the Balsas e Parnaíba Rivers, ca. 2/3 km south of main house of Fazenda Morros, ca. 35 km south of Loreto.","-45.666667","-7.383333",NA,"SP030669",NA,"Santos, JUM","1985","08","27","-45.666667","-7.383333","300","300",NA,NA,NA
"200","2019-11-21 09:59:47-03","IBt","SP","128576","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Heringer, EP; Eiten, G","14243","1974","12","24",NA,"Brasil","Goiás",NA,NA,NA,"SP030670",NA,NA,"Baker","Caldas Novas","Weedy field at lower part of gentle slope, near brook.","-48.625","-17.74169921875","36612","SP030670","auto","Sáenz, AA","1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-21 09:59:47-03","IBt","SP","68979","S","Plantae","Asteraceae","Aspilia","attenuata","Aspilia attenuata",NA,"Macedo, A","4418","1956","02","24",NA,"Brasil","Goiás",NA,NA,NA,"SP030671",NA,NA,"Baker","Niquelândia",NA,"-48.4597015380859","-14.4738998413086","74171","SP030671","auto","Sáenz, AA","1991","01","26",NA,NA,NA,NA,NA,NA,NA
