"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","eventTime"
"1053","2019-11-08 08:56:35-03","FURB","FURB","13841","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2009","08","05","Korte, A.","2009","08","05","Brasil","Santa Catarina","Blumenau","-49.1547222","-26.9391666","-49.1547222","-26.9391666","FURB44283","FURB44283","6","Bairro Ristow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","2020-10-14 10:06:45-03","FURB","FURB","16274","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2009","10","25","Gasper, A.L. de; Stival-Santos, A.","2009","10","25","Brasil","Santa Catarina","Indaial","-49.1797223","-27.1161111","-49.1797223","-27.1161111","FURB44301","FURB44301","2467","Faxinal do Bepe, Parque Nacional da Serra do Itajaí.","780","780","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Habito: arbórea; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","2020-10-14 10:06:45-03","FURB","FURB","17098","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2009","11","25","Korte, A.; Kniess, A.","2009","11","25","Brasil","Santa Catarina","Alfredo Wagner","-49.5005556","-27.6302778","-49.5005556","-27.6302778","FURB44296","FURB44296","160","Alto Limeirinha.","642","642","Florística IFFSC 309 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta; flor roxas e estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","2020-10-14 10:06:45-03","FURB","FURB","18327","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2009","12",NA,"Dreveck, S.; Carneiro, F.E.","2009","11","24","Brasil","Santa Catarina","Corupá","-49.41","-26.3697223","-49.4100000","-26.3697223","FURB44264","FURB44264","1406","Sertãozinho.","857","857","Florística IFFSC 99. Entorno Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: flor lilas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","2020-10-14 10:06:45-03","FURB","FURB","18476","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Verdi, M","2009","12","02","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","-49.2322223","-28.6191667","-49.2322223","-28.6191667","FURB44257","FURB44257","3301","Estação Cocal.","50","50","Florística IFFSC 51 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbustiva; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","2020-10-14 10:06:45-03","FURB","FURB","18620","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2009","12","03","Korte, A.; Kniess, A.","2009","12","03","Brasil","Santa Catarina","Ituporanga","-49.4105556","-27.54","-49.4105556","-27.5400000","FURB44265","FURB44265","1285","Alto Rio Bonito.","676","676","Florística IFFSC 344 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; flor azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","2020-10-14 10:06:45-03","FURB","FURB","18786","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2009","11","10","Korte, A.; Kniess, A.","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","-49.2305556","-27.1802778","-49.2305556","-27.1802778","FURB44256","FURB44256","883","Rio Novo.","617","617","Florística IFFSC 518 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","2020-10-14 10:06:45-03","FURB","FURB","18975","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2009","12","07","Korte, A.; Kniess, A.","2009","12","07","Brasil","Santa Catarina","Rio do Sul","-49.68","-27.18","-49.6800000","-27.1800000","FURB44260","FURB44260","1406","Fundo Canoas.","625","625","Florística IFFSC 513 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbustiva; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","2020-10-14 10:06:45-03","FURB","FURB","19020","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Dreveck, S","2009","12",NA,"Dreveck, S.; Carneiro, F.E.","2009","11","26","Brasil","Santa Catarina","Joinville","-49.1408333","-26.1872222","-49.1408333","-26.1872222","FURB44258","FURB44258","1433","Comfloresta.","822","822","Florística IFFSC 1047 (Arvoreta) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arvoreta; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","2020-10-14 10:06:45-03","FURB","FURB","19771","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2010","01","25","Korte, A.; Kniess, A.","2010","02","05","Brasil","Santa Catarina","Santa Terezinha","-49.9505556","-26.7302778","-49.9505556","-26.7302778","FURB44261","FURB44261","1703","Nova Esperança.","535","535","Florística IFFSC 797 (Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","2020-10-14 10:06:45-03","FURB","FURB","21644","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2010","02","18","Korte, A.; Kniess, A.","2010","02","18","Brasil","Santa Catarina","Taió","-50.1305556","-27.0002778","-50.1305556","-27.0002778","FURB44259","FURB44259","1778","Fazenda Tarumã.","802","802","Florística IFFSC 625 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","2020-10-14 10:06:45-03","FURB","FURB","22374","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2010","03","17","Korte, A.; Kniess, A.","2010","03","17","Brasil","Santa Catarina","Apiúna","-49.3936111","-27.1802778","-49.3936111","-27.1802778","FURB44304","FURB44304","2181","Faxinalzinho.","793","793","Florística IFFSC 516 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta; flor azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","2020-10-14 10:06:45-03","FURB","FURB","22782","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2010","04","07","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","-49.2313889","-27.1813889","-49.2313889","-27.1813889","FURB44254","FURB44254","1622","Braço do Solão.","533","533","Florística IFFSC e518b (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arvoreta; flor botão floral verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","2020-10-14 10:06:45-03","FURB","FURB","24056","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Verdi, M","2010","04","06","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","06","Brasil","Santa Catarina","Armazém","-49.0491666","-28.2594444","-49.0491666","-28.2594444","FURB44255","FURB44255","4193","Areião.","187","187","Florística IFFSC 122 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbustiva; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","2020-10-14 10:06:45-03","FURB","FURB","24521","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2010","04","07","Korte, A.; Kniess, A.","2010","04","07","Brasil","Santa Catarina","Ibirama","-49.5894444","-26.9980555","-49.5894444","-26.9980555","FURB44307","FURB44307","2495","Caminho Moema.","503","503","Florística IFFSC 631 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arvoreta; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","2020-10-14 10:06:45-03","FURB","FURB","25069","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2010","04","30","Korte, A.; Kniess, A.","2010","04","30","Brasil","Santa Catarina","Petrolândia","-49.68","-27.5394444","-49.6800000","-27.5394444","FURB44302","FURB44302","3036","Rio do Jango.","493","493","Florística IFFSC 341 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva; flor azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","2020-10-14 10:06:45-03","FURB","FURB","25315","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Verdi, M","2010","05","27","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","-48.78","-28.08","-48.7800000","-28.0800000","FURB44305","FURB44305","4546","Laranjal.","126","126","Florística IFFSC 174 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","2020-10-14 10:06:45-03","FURB","FURB","25591","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2010","06","01","Vieira, F.C.S.; Carvalho, R.V. & Tomporowski, H.","2010","04","21","Brasil","Santa Catarina","Joinville","-49.05","-26.1016667","-49.0500000","-26.1016667","FURB44303","FURB44303","2169","Serra Quimada.","1150","1150","Florística IFFSC 1065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","2020-10-14 10:06:45-03","FURB","FURB","27905","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Verdi, M","2010","07","06","Verdi, M.; Burkhardt, B. & Klemz, G.","2010","07","06","Brasil","Santa Catarina","Anitápolis","-49.14","-27.81","-49.1400000","-27.8100000","FURB44285","FURB44285","5205","Rio da Prata.","720","720","Florística IFFSC 251 (Arbusto) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Médio; interior do fragmento Habito: arbustiva; flor lilas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","2020-10-14 10:06:45-03","FURB","FURB","33804","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Dreveck, S","2010","10","11","Dreveck, S.; Verdi, M.","2010","10","11","Brasil","Santa Catarina","São Bento do Sul","-49.2669445","-26.365","-49.2669445","-26.3650000","FURB44300","FURB44300","2513","Morro da Igreja - APA Rio Vermelho/Humbold.","356","356","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: arvoreta; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","2020-10-14 10:06:45-03","FURB","FURB","34063","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","03","09","Korte, A.","2011","02","16","Brasil","Santa Catarina","Campo Alegre","-49.1405555","-26.1002778","-49.1405555","-26.1002778","FURB44298","FURB44298","5924","Campinas dos Faxinais.","914","914","Florística IFFSC 1064 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbusto; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","2020-10-14 10:06:45-03","FURB","FURB","34093","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Oliveira, AA de","2011","03","09","Korte, A.","2011","02","17","Brasil","Santa Catarina","Rio Negrinho","-49.5002778","-26.2802778","-49.5002778","-26.2802778","FURB44299","FURB44299","5965","Rio do Salto.","860","860","Florística IFFSC 1021 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: arbusto; flor rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","2020-10-14 10:06:45-03","FURB","FURB","34182","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","03","22","Korte, A.","2011","03","03","Brasil","Santa Catarina","Lontras","-49.5","-27.18","-49.5000000","-27.1800000","FURB44288","FURB44288","6119","Concórdia.","343","343","Florística IFFSC 515 (Arbusto) Habitat: Floresta Ombrófila Densa; Habito: arbusto; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","2020-10-14 10:06:45-03","FURB","FURB","34451","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","05","18","Korte, A.","2011","05","11","Brasil","Santa Catarina","Sangão","-49.14","-28.62","-49.1400000","-28.6200000","FURB44270","FURB44270","6823",NA,"132","132","Florística IFFSC 52 (Arbusto) Habitat: Floresta Ombrófila Densa; Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","2020-10-14 10:06:45-03","FURB","FURB","34536","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","05","18","Korte, A.","2011","05","03","Brasil","Santa Catarina","Capão Alto","-50.58","-28.08","-50.5800000","-28.0800000","FURB44273","FURB44273","6794","Vigia.","1020","1020","Florística IFFSC 154 (Arvoreta) Habitat: Floresta Ombrófila Mista; Habito: arvoreta; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","2020-10-14 10:06:45-03","FURB","FURB","34611","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","05","18","Korte, A.","2011","03","24","Brasil","Santa Catarina","Caxambu do Sul","-52.92","-27.18","-52.9200000","-27.1800000","FURB44275","FURB44275","6312","Loureiro.","354","354","Florística IFFSC 477 (Arvoreta) Habitat: Floresta Estacional Decidual; Estágio Inicial Habito: arvoreta; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","2020-10-14 10:06:45-03","FURB","FURB","34619","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","05","18","Korte, A.","2011","04","19","Brasil","Santa Catarina","Campos Novos","-51.3","-27.36","-51.3000000","-27.3600000","FURB44284","FURB44284","6712","KM 348 (BR-282).","850","850","Florística IFFSC 401 (Arbusto) Habitat: Floresta Ombrófila Mista; Habito: arbusto; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","2020-10-14 10:06:45-03","FURB","FURB","34894","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","05","26","Korte, A.","2011","05","18","Brasil","Santa Catarina","Major Vieira","-50.4","-26.46","-50.4000000","-26.4600000","FURB44252","FURB44252","6870","Paiol Velho.","800","800","Florística IFFSC 940 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbusto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","2020-10-14 10:06:45-03","FURB","FURB","35647","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Korte, A","2011","07","22","Korte, A.","2011","03","15","Brasil","Santa Catarina","Chapadão do Lageado","-49.5","-27.54","-49.5000000","-27.5400000","FURB44253","FURB44253","3336","Rio Lageado.","470","470","Florística IFFSC 343 (Arbusto) Habitat: Floresta Ombrófila Densa; Habito: arbusto; flor lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","2020-10-14 10:06:45-03","FURB","FURB","36030","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2011","08","04","Carneiro, F.E.","2011","07","15","Brasil","Santa Catarina","Santa Rosa de Lima","-49.1383333","-28.0702778","-49.1383333","-28.0702778","FURB44250","FURB44250","52","PCH do Rio Chapéu - SC-431.","200","200","Área suprimida Habitat: Floresta Ombrófila Densa; Habito: arbustiva; Fruto verde; flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","2020-10-14 10:06:45-03","FURB","FURB","36713","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Klemz, G","2011","10","24","Klemz, G.; Doerner, W.","2011","10","24","Brasil","Santa Catarina","Joinville","-49.1513889","-26.3008333","-49.1513889","-26.3008333","FURB44248","FURB44248","13","Ribeirão Manso.","660","660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","2019-11-08 08:56:35-03","FURB","FURB","40542","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Stehmann, JR","2016","04","20","Funez, L.A.; Zermiani, A.E.","2013","02","22","Brasil","Santa Catarina","Rodeio","-49.4011111","-26.8675","-49.4011111","-26.8675000","FURB44227","FURB44227","1828","Propriedade de Denis Pintarelli.","877","877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085","2019-11-08 08:56:35-03","FURB","FURB","42191","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Stehmann, JR","2016","04","20","Funez, L.A.","2013","09","26","Brasil","Santa Catarina","Blumenau","-49.0488889","-26.9283334","-49.0488889","-26.9283334","FURB44243","FURB44243","2206","Rua Pastor Oswaldo Hesse.","36","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","2020-10-14 10:06:45-03","FURB","FURB","42404","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Stehmann, JR","2016","04","20","Gasper, A.L. de; Funez, L.A. & Kassner-Filho, A.","2013","10","22","Brasil","Santa Catarina","Santa Terezinha","-49.9888889","-26.7833333","-49.9888889","-26.7833333","FURB44240","FURB44240","3145","Arredores de Santa Terezinha.","517","517","Projeto REFLORA FAPESC 14843/2011-1. Habitat: beira de estrada Habito: arbórea; flor pétalas lilases, anteras amarelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","2019-11-08 08:56:35-03","FURB","FURB","43646","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2014","02","28","Brogni, E.","2014","02","10","Brasil","Santa Catarina","Vitor Meireles","-49.8738889","-26.7516667","-49.8738889","-26.7516667","FURB44247","FURB44247","13","Trilha da Caverna - ARIE Serra da Abelha.","534","534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","2020-10-14 10:06:45-03","FURB","FURB","45272","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Oliveira, AA de",NA,NA,NA,"Mayer, M.; Oliveira, A.A. de","2014","10","17","Brasil","Santa Catarina","Agronômica","-49.6786111","-27.3616667","-49.6786111","-27.3616667","FURB44251","FURB44251",NA,"Planalto Areado.","514","514","Florística Entorno IFFSC 419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089","2020-10-14 10:06:45-03","FURB","FURB","45532","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Oliveira, AA de","2015","01","26","Oliveira, A.A. de","2015","01","26","Brasil","Santa Catarina","Otacílio Costa","-50.0394444","-27.5402777","-50.0394444","-27.5402777","FURB44245","FURB44245","972","Vila Santa Aparecida.","888","888","Regeneração IFFSC 337 /S/9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","2020-10-14 10:06:45-03","FURB","FURB","45975","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Funez, L.A.","2015","01","05","Funez, L.A.","2015","01","05","Brasil","Santa Catarina","Navegantes","-48.6383333","-26.8311111","-48.6383333","-26.8311111","FURB44246","FURB44246","3355","Gravatá, instalações do Condomínio Praia de Gravatá.","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091","2020-10-14 10:06:45-03","FURB","FURB","47223","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Seubert, RC","2015","04","06","Seubert, R.C.; Adenesky-Filho, E.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","2015","04","06","Brasil","Santa Catarina","Indaial","-49.1861111","-27.1111111","-49.1861111","-27.1111111","FURB44244","FURB44244","131","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","718","718","Projeto Restaurar Habitat: Encosta, Floresta Ombrófila Densa Montana Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","2020-10-14 10:06:45-03","FURB","FURB","47490","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Uller, HF","2015","06","11","Uller, H.F.; Klitzke, A.R.","2015","06","11","Brasil","Santa Catarina","Guaramirim","-49.0438889","-26.5361111","-49.0438889","-26.5361111","FURB44242","FURB44242",NA,"Pico Jaraguá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","2019-11-08 08:56:35-03","FURB","FURB","47531","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Uller, HF","2015","07","02","Uller, H.F.; Klitzke, A.R.","2015","07","02","Brasil","Santa Catarina","Guaramirim","-49.0416666","-26.5313889","-49.0416666","-26.5313889","FURB47531","FURB47531","651","Morro da Antena.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","2020-10-14 10:06:45-03","FURB","FURB","48365","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Schwirkowski, P","2015","09","07","Schwirkowski, P.","2015","10","24","Brasil","Santa Catarina","São Bento do Sul","-49.3586111","-26.2830556","-49.3586111","-26.2830556","FURB48365","FURB48365","1243","Minas de caulim.","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","2020-10-14 10:06:45-03","FURB","FURB","50815","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Funez, L.A.","2016",NA,NA,"Funez, L.A.; Schwirkowski, P.","2015","11","16","Brasil","Santa Catarina","São Bento do Sul","-49.3661111","-26.2788889","-49.3661111","-26.2788889","FURB50815","FURB50815","5061","Linha férrea em Serra Alta.","817","817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","2020-10-14 10:06:45-03","FURB","FURB","51715","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Maçaneiro, J.P.","2016","11","22","Maçaneiro, J.P.","2016","11","22","Brasil","Santa Catarina","Indaial","-49.1952777","-27.1122222","-49.1952777","-27.1122222","FURB51715","FURB51715","101","Faxinal do Bepe. Pastagem abandonada em estágio inicial de regeneração. Parque Nacional da Serra do Itajaí","680","680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","2020-10-14 10:06:45-03","FURB","FURB","53173","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Kassner-Filho, A.","2017","03","20","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","03","20","Brasil","Santa Catarina","Rodeio","-49.4108333","-26.91","-49.4108333","-26.9100000","FURB53173","FURB53173","122",NA,"611","611","Flor azulada Habitat: Borda do Fragmento Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","2019-11-08 08:56:35-03","FURB","FURB","5665","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Gasper, AL de","2007","07","19","Verdi, M.","2007","04","02","Brasil","Santa Catarina","Pouso Redondo","-49.9422222","-27.3344444","-49.9422222","-27.3344444","FURB44294","FURB44294","715","Corruchel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","2019-11-08 08:56:35-03","FURB","FURB","59605","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Kassner-Filho, A.","2018","06","28","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","28","Brasil","Santa Catarina","Orleans","-49.3191667","-28.2608333","-49.3191667","-28.2608333","FURB59605","FURB59605","2975",NA,NA,NA,"flor azulada Habitat: borda do fragmento florestal Habito: arvoreta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","2020-10-14 10:06:45-03","FURB","FURB","6148","PreservedSpecimen","Plantae","Solanaceae","Solanum","mauritianum","Solanum mauritianum","Scop.","Verdi, M","2008","12","15","Verdi, M.; Grosch, B. & Klemz, G.","2008","12","15","Brasil","Santa Catarina","Campo Belo do Sul","-50.8497222","-28.035","-50.8497222","-28.0350000","FURB44291","FURB44291","1151","Canoas / Fazenda Gateados.","845","845","Florística IFFSC 677 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; entorno do fragmento Habito: flor roxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
