"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","eventTime"
"2449","2020-09-12 05:00:02-03","US","US","2570663","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"R. Reitz & D. Klein","1957","7","27","Brazil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"US01934008","US01934008_01 US01934008_02","4033","Mina Velha, Garuva.","10",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","22441","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2450","2020-09-12 05:00:02-03","US","US","1951755","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"B. J. Pickel","1947","6","13","Brazil","São Paulo",NA,NA,NA,NA,NA,"US01933994","US01933994_01 US01933994_02","s.n.","América Brasiliense",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2451","2020-09-12 05:00:02-03","US","US","1199831","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"E. H. Ule","1900","2","13","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"US01933990","US01933990_01 US01933990_02","s.n.",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2452","2020-09-12 05:00:02-03","US","US","2687363","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"G. Eiten & W. D. Clayton","1965","2","13","Brazil","São Paulo","Pedro de Toledo","-47.13","-24.03",NA,NA,"US01933995","US01933995_01 US01933995_02","6054","(northern border, next toun. de Itapecerica da Serra & Mun. de Miracatu): near restaurant along the S. Paulo-Registro highway (BR-2)","800",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2453","2020-09-12 05:00:02-03","US","US","1616928","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. Loefgren & Edwall","1894","10","3","Brazil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"US01934004","US01934004_01 US01934004_02","s.n.",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","55628","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2454","2020-09-12 05:00:02-03","US","US","208480","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. F. Regnell","1865","8","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01934043","US01934043_01 US01934043_02","III 989","Brasilia, Prov.inas Geraes.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2455","2020-09-12 05:00:02-03","US","US","1616949","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. Loefgren",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"US01934001","US01934001_01 US01934001_02","s.n.",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2456","2020-09-12 05:00:02-03","US","US","62168","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"Wilkes Explor. Exped.","1838",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"US00899170","US00899170_01 US00899170_02","s.n.","Gardn. Organ Mts Rio Janeiro, Brazil",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2457","2020-09-12 05:00:02-03","US","US","388527","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"C. Novaes",NA,NA,NA,"Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"US01934003","US01934003_01 US01934003_02","192",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","23900","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2458","2020-09-12 05:00:02-03","US","US","1742775","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"F. C. Hoehne & A. Gehrt","1938","6","13","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"US01933997","US01933997_01 US01933997_02","s.n.","Serra de Botucatú",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","53584","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2459","2020-09-12 05:00:02-03","US","US","2324312","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin","1958","11","28","Brazil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"US01934034","US01934034_01 US01934034_02","2168","Viçosa Airport, 4km S.E. of Viçosa on road to Saoiguel.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2460","2020-09-12 05:00:02-03","US","US","208481","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. F. Regnell","1905","2","2","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US01934044","US01934044_01 US01934044_02","III/989",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2461","2020-09-12 05:00:02-03","US","US","1693709","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"J. Santoro","1937","2","4","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"US01933998","US01933998_01 US01933998_02","929","Rua Paula Bueno.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","23900","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2462","2020-09-12 05:00:02-03","US","US","2271540","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"R. Reitz & D. Klein","1956","6","21","Brazil","Bahia","Nova Canaã","-40.1425018310547","-14.7941999435425",NA,NA,"US01934010","US01934010_01 US01934010_02","3297","Braço Joaquim, Luis Alves","200",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","27564","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2463","2020-09-12 05:00:02-03","US","US","1570199","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"-- Netto & Schwacke","1880","8","29","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"US01933992","US01933992_01 US01933992_02","s.n.","Campo Grande",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","57442","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2464","2020-09-12 05:00:02-03","US","US","1616880","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. Puttemanns",NA,NA,NA,"Brazil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"US01934002","US01934002_01 US01934002_02","768",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","44778","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2465","2020-09-12 05:00:02-03","US","US","1572197","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"Y. Mexia","1930","6","25","Brazil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"US01934040","US01934040_01 US01934040_02","4793","Fazenda de Faziuma.","685",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2466","2020-09-12 05:00:02-03","US","US","1199395","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"Armond, N.","1905","3","3","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"US01933991","US01933991_01 US01933991_02","s.n.",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2467","2020-09-12 05:00:02-03","US","US","1324814","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"S. E. Henschen","1868","8","28","Brazil","Minas Gerais","Caldas","-46.386100769043","-21.9235992431641",NA,NA,"US01934042","US01934042_01 US01934042_02","III989","Prov.inas Geraes",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","25710","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2468","2020-09-12 05:00:02-03","US","US","2513906","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin, R. Souza & R. R. Santos","1965","10","7","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934025","US01934025_01 US01934025_02","9032","Ca. 2 km S of Sobradinho","1100",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2469","2020-09-12 05:00:02-03","US","US","2570061","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"D. R. Hunt & J. F. Ramos",NA,NA,NA,"Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934023","US01934023_01 US01934023_02","5468","Calcareous zone 25km. N.E. of Brasília, near Corrego Landim.","900","1150",NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2470","2020-09-12 05:00:02-03","US","US","3183753","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"M. Nee","1987","3","26","Brazil","Rondônia","Costaarques","-63.45","-12.07",NA,NA,"US01934011","US01934011_01 US01934011_02","34503","Near Rio Cautarinho along hwy BR-429.","200",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2471","2020-09-12 05:00:02-03","US","US","2513902","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin, R. R. Santos, R. Souza & R. R. Santos","1966","5","7","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934024","US01934024_01 US01934024_02","15688","Córrego Landim, ca. 20 km N.E. of Brasília","900",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2472","2020-09-12 05:00:02-03","US","US","2687364","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"G. Eiten & W. D. Clayton","1965","2","13","Brazil","São Paulo","Pedro de Toledo","-47.13","-24.03",NA,NA,"US01933993","US01933993_01 US01933993_02","6054","Northern border, next toun. de Itapecirica da Serra and Mun. de Miracatu; near restaurant along the S. Paulo-Registro highway (BR-2).","800",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2473","2020-09-12 05:00:02-03","US","US","2513904","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin, R. R. Santos, J. W. Grear & R. R. Santos","1966","4","22","Brazil","Goiás",NA,NA,NA,NA,NA,"US01934018","US01934018_01 US01934018_02","15265","Goiás. Serra doorvego. Côrrego Estrema, ca. 35km N.E. of Formosa, Goiás.","800",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2474","2020-09-12 05:00:02-03","US","US","2570059","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"D. R. Hunt & J. F. Ramos","1966","6","21","Brazil","Goiás",NA,NA,NA,NA,NA,"US01934017","US01934017_01 US01934017_02","6119","Goiaz: Caiaponia - Aragarças road, about 75 km from Aragarças.","600","1000",NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2475","2020-09-12 05:00:02-03","US","US","2570062","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"J. F. Ramos","1966","7","14","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934021","US01934021_01 US01934021_02","6636","Jardim Zoológico","900","1150",NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2476","2020-09-12 05:00:02-03","US","US","3124995","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"E. P. Heringer & G. Eiten","1975","9","24","Brazil","Minas Gerais","Marliéria","-42.62","-19.73",NA,NA,"US01934033","US01934033_01 US01934033_02","15211","Along road between Timóteo and Dionísio, just outside entrance of Parque Estadual do Rio Doce",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2477","2020-09-12 05:00:02-03","US","US","1616876","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. Loefgren","1988","7","19","Brazil","São Paulo","São Carlos","-47.8899993896484","-22.0100002288818",NA,NA,"US01934005","US01934005_01 US01934005_02","s.n.","São Carlos do Pinhal.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","45913","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2478","2020-09-12 05:00:02-03","US","US","2957692","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"E. P. Heringer, T. S. Filgueiras, R. C. de Mendonça & B. A. S. Pereira","1981","6","24","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934019","US01934019_01 US01934019_02","7099","Bacia do Rio São Bartolomeu, ca. 1,5 km abaixo da Barragem do Paranoá",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2479","2020-09-12 05:00:02-03","US","US","2513890","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin, R. R. Santos, J. W. Grear & R. R. Santos","1966","6","28","Brazil","Goiás",NA,NA,NA,NA,NA,"US01934015","US01934015_01 US01934015_02","17940","Serra do Caiapó. Cerrado, ca. 40km S of Caiapônia, road to Jataí.","950",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2480","2020-09-12 05:00:02-03","US","US","1572209","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"Y. Mexia","1930","9","13","Brazil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"US01934038","US01934038_01 US01934038_02","5049","Fazenda de Aguada.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2481","2020-09-12 05:00:02-03","US","US","2271562","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"R. Reitz","1957","7","27","Brazil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"US01934007","US01934007_01 US01934007_02","4033","Mina Velha, S. Francisco do Sul","10",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","22441","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2482","2020-09-12 05:00:02-03","US","US","2467061","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"D. Sucre","1965","7","8","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934026","US01934026_01 US01934026_02","673","Mata do Country Club",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2483","2020-09-12 05:00:02-03","US","US","2687362","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"G. Eiten & M. Clayton","1965","2","13","Brazil","São Paulo","Pedro de Toledo","-47.13","-24.03",NA,NA,"US01933996","US01933996_01 US01933996_02","6054","(Northern border, next toun. Itapacerica da Serra e Mun. de Miracatu): Near restaurant along the S. Paulo-Registro highway (BR-2)","800",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2484","2020-09-12 05:00:02-03","US","US","2513900","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin & T. R. Soderstrom","1964","8","21","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934027","US01934027_01 US01934027_02","5432","Creekargin, low gallery forest, ca. 25km E of BRasília.",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2485","2020-09-12 05:00:02-03","US","US","2428166","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"G. Hatschbach","1968","6","8","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"US01934006","US01934006_01 US01934006_02","10107","Turvo",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","32006","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2486","2020-09-12 05:00:02-03","US","US","2544244","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"E. P. Heringer","1962","3","26","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934029","US01934029_01 US01934029_02","8898/1092","Vargem Bonita",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2487","2020-09-12 05:00:02-03","US","US","2558996","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"J. M. Pires","1964","7","4","Brazil","Bahia",NA,NA,NA,NA,NA,"US01933988","US01933988_01 US01933988_02","58163","Rodovia Brasília-Fortaleza, entre o Rio Corrente e Staaria",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2488","2020-09-12 05:00:02-03","US","US","2438350","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"R. S. Santos","1963","10","7","Brazil","Minas Gerais","Dom Cavati","-42.1063995361328","-19.3738994598389",NA,NA,"US01934030","US01934030_01 US01934030_02","s.n.","Beira do Rio Caratinga",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","8107","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2489","2020-09-12 05:00:02-03","US","US","1570374","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"J. Vidal","1927","2","19","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"US01933989","US01933989_01 US01933989_02","s.n.","Monte Alegre","595",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2490","2020-09-12 05:00:02-03","US","US","2527860","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"S.C.",NA,NA,NA,"Brazil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"US01934041","US01934041_01 US01934041_02","3929","Universidade Rural deinas Gerais",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","13937","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2491","2020-09-12 05:00:02-03","US","US","1616961","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. Usteri",NA,NA,NA,"Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"US01934000","US01934000_01 US01934000_02","s.n.","Quedas",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","23900","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2492","2020-09-12 05:00:02-03","US","US","2196086","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"A. Macedo","1948","6","1","Brazil","Minas Gerais","Ituiutaba","-49.4650001525879","-18.968900680542",NA,NA,"US01934036","US01934036_01 US01934036_02","1108",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","50022","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2493","2020-09-12 05:00:02-03","US","US","2558988","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"J. M. Pires","1964","6","30","Brazil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"US01934028","US01934028_01 US01934028_02","58091","Margem do Rioaranhão",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","70570","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2494","2020-09-12 05:00:02-03","US","US","2582295A","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","1968","1","23","Brazil","Goiás",NA,NA,NA,NA,NA,"US01934014","US01934014_01 US01934014_02","19098","Serra dos Pirineus. 60 Km N of Corumbá de Goiás on road to Niquelândia, in valley of Rioaranhão","750",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2495","2020-09-12 05:00:02-03","US","US","2513895","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"H. S. Irwin, R. R. Santos, J. W. Grear & R. R. Santos","1966","6","24","Brazil","Goiás",NA,NA,NA,NA,NA,"US01934016","US01934016_01 US01934016_02","17723","75 km S of Aragarças.","700",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2496","2020-09-12 05:00:02-03","US","US","1616878","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"G. Edwall","1905","6",NA,"Brazil","São Paulo","Pirajuí","-49.4500007629395","-21.9899997711182",NA,NA,"US01933999","US01933999_01 US01933999_02","s.n.","Rio Feio",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","42387","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2497","2020-09-12 05:00:02-03","US","US","1906034","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"L. O. Williams","1945","2",NA,"Brazil","Minas Gerais","Betim","-44.198299407959","-19.9678001403809",NA,NA,"US01934037","US01934037_01 US01934037_02","5150","Fazenda do Cabui, near Contagem","900",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","15199","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2498","2020-09-12 05:00:02-03","US","US","3104278","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"W. Thomas, C. A. Cid Ferreira, D. Ackerley, J. Ramos & R. P. Lima","1985","10","26","Brazil","Mato Grosso","Poconé","-56.92","-17.25",NA,NA,"US01934012","US01934012_01 US01934012_02","4618","Pantanal, 16 km NW of Porto Jofre on Transpantaneira (MT 060) to Poconé",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales",NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA
"2499","2020-09-12 05:00:02-03","US","US","2703572","PreservedSpecimen","Plantae","Solanaceae","Solanum","tabacifolium","Solanum tabacifolium","Dunal",NA,NA,NA,NA,"M. Nee","1970","10","18","Brazil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"US01934032","US01934032_01 US01934032_02","3433","2 km downstream from bridge at Rua Carlos Otto","675",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Solanales","36144","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"2500","2020-09-02 16:40:04-03","Cenargen","CEN","21101","PreservedSpecimen","Plantae","Solanaceae","Solanum","granulosoleprosum","Solanum granulosoleprosum","Dunal","S. R. Silva","1998","06",NA,"Hamilton Garboggini Pinho dos Santos","1994","09","13","Brasil","MG","EWBANK DA CAMARA","-43.5","-21.55","-43.5","-21.55","CEN00021101","CEN00021101","322","Fazenda Cascatinha.","778","778","Cálice verde, corola vinácea, estames amarelo-ouro, estilete branco, estigma verde.",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
