"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"52","2019-09-04 19:51:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaryllidaceae","Hippeastrum","martianum","Hippeastrum martianum",NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"53","2019-09-05 16:02:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaryllidaceae","Hippeastrum","miniatum","Hippeastrum miniatum",NA,"H. Ruíz L. & J. A. Pavón","07-Oct","1778",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"54","2019-01-25 15:38:05-02","IAC","IAC","31983","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","A.F.C. Tombolato","17100","1994","09","22",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"A.F.C. Tombolato","Juquiá","-47.6347","-24.3208",NA,NA,NA,NA,"-47.6347","-24.3208","1994","09","22",NA,NA,NA,NA
"55","2019-11-12 17:14:44-03","URICER","HPBR","9250","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","HOFFMAN, A.",NA,"2004","04","01",NA,"Brasil","RS",NA,NA,NA,"HPBR009250",NA,"DUTILH, J.","Erechim","-52.2738990783691","-27.6341991424561","46790","auto",NA,NA,NA,NA,"2005","04","10",NA,NA,"1",NA
"56","2019-11-01 15:12:43-03","UnB","UB","187137","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Heringer, EP","12916","1973","10","15","Southern America","Brasil","Distrito Federal","Estação Experimental de Biologia - UnB",NA,"Planta bulbosa, perene. Flores ornamentais vermelhas.; Cerrado","UB0000455","UB0000455","Oliveira, RS","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,NA
"57","2019-11-01 15:12:43-03","UnB","UB","184458","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Bianchetti, LB; et al.","1502","1996","12","18","Southern America","Brasil","Goiás","Área a ser iundada",NA,"Erva bulbosa. Flor vermelha com estrela verde na parte interna das pétalas; Campo sujo com mata inundável adjacente. Relevo plano. Solo areno-argiloso","UB0000391","UB0000391","Amaral, AC","Colinas do Sul","-48.290833","-13.721111",NA,NA,NA,NA,"-48.290833","-13.721111","2007","01",NA,NA,NA,NA,NA
"58","2019-11-01 15:12:43-03","UnB","UB","194852","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Ratter, JA; et al.","2647","1972","10","23","Southern America","Brasil","Minas Gerais","Aproxxim. 10km W of Januária",NA,"Tepals orange-red; Growing on a limestone pavement","UB0000393","UB0000393","Dutilh, J",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA
"59","2019-11-01 15:12:43-03","UnB","UB","91891","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Amaral, AC","32","2006","09","19","Southern America","Brasil","Distrito Federal",NA,NA,NA,"UB0000452","UB0000452 UB0000452_1","Dutilh, J","Brasília","-48.23","-15.781667",NA,NA,NA,NA,"-48.23","-15.781667","2013","05",NA,NA,NA,NA,NA
"60","2019-11-01 15:12:43-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Amaral, AC","32","2006","09","19","Southern America","Brasil","Distrito Federal",NA,NA,NA,"UB0000453","UB0000453","Dutilh, J","Brasília","-48.23","-15.781667",NA,NA,NA,NA,"-48.23","-15.781667","2013","05",NA,NA,NA,NA,NA
"61","2019-11-01 15:12:43-03","UnB","UB","187139","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Heringer, EP; et al.","15889","1976","06","23","Southern America","Brasil","Distrito Federal",NA,NA,"Planta colmatosa 0,5m. Flores em haste. Flores vermelhas.; Afloramento de rocha calcárea","UB0000456","UB0000456","Oliveira, RS","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,NA
"62","2019-11-01 15:12:43-03","UnB","UB","187138","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Heringer, EP","13957","1974","09","16","Southern America","Brasil","Distrito Federal","Universidade de Brasília",NA,"Planta com bulbas, flores vermelho sangue.","UB0000454","UB0000454","Oliveira, RS","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,NA
"63","2019-11-01 15:12:43-03","UnB","UB","34486","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Heringer, EP","12880","1973","09","20","Southern America","Brasil","Goiás",NA,NA,"Terrestre, flores em haste de 60 cm, vermelho-sangue","UB0000392","UB0000392","Dutilh, J","Luziânia","-47.9502983093262","-16.2525005340576","83221","auto",NA,NA,NA,NA,"2013","10",NA,NA,NA,NA,NA
"64","2019-11-28 15:44:41-03","UFU","HUFU","34534","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","reginae","Hippeastrum reginae","(L.) Herb.","Amorim, E.H.; Hattori, E.K.O. & Mendes, S.","741","2003","09","27",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro. Mata da Aparecida.",NA,"Herbácea ca. de 0,5 m. Corola vermelha.","HUFU00027167","HUFU00027167","Barbosa, J.M.","Perdizes","-47.2928009033203","-19.3528003692627","45889","auto",NA,NA,NA,NA,"2013","03",NA,NA,NA,NA,NA
"65","2017-09-11 17:06:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata","Ker Gawl.","Gardner, G","688",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia orientali-meridionali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:06:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata","Ker Gawl.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia orientali-meridionali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:06:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","miniata","Amaryllis miniata","Ker Gawl.","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,"in sylvis primaevis ad praesertim S. Joâo Baptista.; HABITAT: in sylvis primaevis ad praesertim S. Joâo Baptista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:06:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","reginae","Amaryllis reginae","L.","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia orientali-meridionali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-03 22:00:02-03","FLAS","FLAS","202804","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","miniatum","Hippeastrum miniatum","(Ruiz & Pav.) Herb.","Jose Schunke V.","14052",NA,NA,NA,NA,"Peru","Huánuco",NA,"Preserved herbarium specimen","[Minimal record, additional data is likely to be present on the sheet.]",NA,NA,NA,"Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-03 22:00:02-03","FLAS","FLAS","202805","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","miniatum","Hippeastrum miniatum","(Ruiz & Pav.) Herb.","Jose Schunke V.","14052",NA,NA,NA,NA,"Peru","Huánuco",NA,"Preserved herbarium specimen","[Minimal record, additional data is likely to be present on the sheet.]",NA,NA,NA,"Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-05-19 11:37:40-03","FEPAGRO","BLA","13723","PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaryllidaceae","Amaryllis","heringeri","Amaryllis heringeri","Rav.","E. P. Heringer","15945","1976","09","09",NA,"Brasil","Distrito Federal",NA,NA,"Ex Herbário da Universidade de Brasília.Habitat: Afloramentos calcares e suas imediações","BLA013723",NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
