"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"817","2019-02-15 11:39:22-02","IPA","IPA","26457","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","Mori, S.A.","1980",NA,NA,"Mori, S.A.","1979","11","01","Brasil","Bahia","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,"400","400","IPA0026457",NA,"Arredores de Lençóis, caminho para Barro Branco.","12925B","Árvore 4 m de altura.","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"818","2019-02-15 11:39:22-02","IPA","IPA","26460","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","Mori, S.A.","1980",NA,NA,"Mori, S.A.","1979","11","01","Brasil","Bahia","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,"400","400","IPA0026460",NA,"Arredores de lençóis, caminho para Barro Branco. Cerrado.","12934","Árvore 5m de altura.","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"819","2019-02-15 11:39:22-02","IPA","IPA","50444","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia janeirensis","Gadelha, J.","Bautista, H.P.","1984","10",NA,"Bautista, H.P.; Orlandi, R.P.; Orlandi, R.P.","1984","08","21","Brasil","Bahia","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"500","600","IPA0050444",NA,"Vegetação: Savana/Floresta Ombrófila.","1001","Arvoreta masculina; flores miúdas, verdes em cordõ","Southern America",NA,NA,"Plantae",NA,"janeirensis",NA,"62396","auto",NA,NA,NA,NA,NA,NA
"820","2019-02-15 11:39:22-02","IPA","IPA","24014","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","Radcliffe-Smith, A.",NA,NA,NA,"Harley, R.M.","1974","02","05","Brasil","Bahia",NA,"-41.383333","-13","-41.383333","-13",NA,NA,"IPA0024014",NA,"Serra do Sincorá. By Rio Cumbuca, about 3km. N. of Mucugê on the Andaraí road, On conglomerate sandstone rock with partly burnt-over vegetation among rocks by river and neighbouring hillside. This plant grwing by riverside.","16017","Tree to ca. 6m. Male flowers greenish-yellow.","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","2019-02-15 11:39:22-02","IPA","IPA","27383","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","Bromley, G.","1980",NA,NA,"Harley, R.M.","1977","02","15","Brasil","Bahia",NA,"-41.35","-12.983333","-41.35","-12.983333","850","850","IPA0027383",NA,"Serra do Sincorá. By Rio Cumbuca, about 3km. N. of Mucugê on the road to Andaraí, On conglomerate sandstone rock with scrubby vegetation among rocks by river and neighbouring hillsides.","18702DO","Tree to 4m. Leaves slightly coriaceous, rather bri","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","2019-02-15 11:39:22-02","IPA","IPA","27500","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","Bromley, G.","1980",NA,NA,"Harley, R.M.","1977","03","24","Brasil","Bahia",NA,"-41.816667","-13.483333","-41.816667","-13.483333","1200","1200","IPA0027500",NA,"serra do Rio de Contas. Ca 3Km south of small town of Mato Grosso on the road to Vila do Rio de Contas. Sandstone rocks and dry hillside with scrubby vegetation.","19964","Tree to 3 m. Leaves coriaceous, dark green above,","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","2019-02-15 11:39:22-02","IPA","IPA","32526","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","GLRB",NA,NA,NA,"Harley, R.M.","1980","05","31","Brasil","Bahia",NA,"-41.333333","-11.633333","-41.333333","-11.633333","900","900","IPA0032526",NA,"Morro do Chapéu. Rio do ferro Doido, 19,5 Km SE of Morro do Chapéu on the BAO52 highway to mundo Novo, with water-worn, horizontally bedded sandstone at surface, with damp sand, sedge marsh, exposed rocks & waterfall. Vegetation open scrub to closed","22857","Small tree to 2m. Leaves coriaceous, rather yellow","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","2019-02-15 11:39:22-02","IPA","IPA","26457","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","Mori, S.A.","1980",NA,NA,"Mori, S.A.","1979","11","01","Brasil","Bahia","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,"400","400","IPA0026457",NA,"Arredores de Lençóis, caminho para Barro Branco.","12925B","Árvore 4 m de altura.","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"825","2019-02-15 11:39:22-02","IPA","IPA","26460","S","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia parvifolia","IPA; Mattos Silva, L.A.; Hage, J.L.","Mori, S.A.","1980",NA,NA,"Mori, S.A.","1979","11","01","Brasil","Bahia","Lençóis","-41.3899993896484","-12.563099861145",NA,NA,"400","400","IPA0026460",NA,"Arredores de lençóis, caminho para Barro Branco. Cerrado.","12934","Árvore 5m de altura.","Southern America",NA,NA,"Plantae",NA,"parvifolia",NA,"47385","auto",NA,NA,NA,NA,NA,NA
"826","2019-08-27 13:28:59-03","IAP","PACA-AGP","93019","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","V. F. Nunes",NA,NA,NA,"V. F. Nunes","1990","12","14","Brasil","RS","Teutônia","-51.8064002990723","-29.4480991363525",NA,NA,"600","600","PACA093019",NA,"Lagoa da Harmonia","675","HASU 1345. Habitat: Sol direto. Fenofase: Flor creme",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"13597","auto","Magnoliatae",NA,NA,NA,NA,NA
"827","2019-08-27 13:28:59-03","IAP","PACA-AGP","65732","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia triplinervia","(Spreng.) Müll. Arg.","L. B. Smith","1957",NA,NA,"R. M. Klein","1956","01","24","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA065732",NA,"Morro da Ressacada","1836","HBR 14566 Habitat: mata Ecossistema: Mata Atlântica",NA,NA,NA,"Magnoliophyta","Euphorbiales","triplinervia",NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"828","2019-11-14 13:52:04-03","IAP","PACA-AGP","118899","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Bauer, D.",NA,NA,NA,"Bauer, D.","2018","01","28","Brasil","RS","Picada Café","-51.113111","-29.399278","51º06'47,2W","29º23'57,4S",NA,NA,"PACA118899",NA,NA,NA,"indivíduo feminino, de borda, com frutos maduros e imaturos Ecossistema: Floresta Estacional Semidecidual",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"829","2019-08-27 13:28:59-03","IAP","PACA-AGP","64110","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","L. B. Smith",NA,NA,NA,"Hatschbach, G.","1957","12","11","Brasil","PR","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"PACA064110",NA,"Rio Boguassu","4312","Habitat: in silvula litoranea Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"41937","auto","Magnoliatae",NA,NA,NA,NA,NA
"830","2019-08-27 13:28:58-03","IAP","PACA-AGP","102711","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","M. Z. Assunção","2008","06","17","E. M. Francisco et al.","2003","05","08","Brasil","PR","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"PACA102711",NA,"Fazenda figueira","135","àrvore com 9 metros de altura, frutos secos. fragmento 1.",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"63728","auto","Magnoliatae",NA,NA,NA,NA,NA
"831","2019-08-27 13:28:58-03","IAP","PACA-AGP","51190","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","L. B. Smith",NA,NA,NA,"Hatschbach, G.","1950","01","07","Brasil","PR","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"PACA051190",NA,"Garuva","1732","Habitat: in silva ad flumen Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"45291","auto","Magnoliatae",NA,NA,NA,NA,NA
"832","2019-08-27 13:28:58-03","IAP","PACA-AGP","105044","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Sobral, M.",NA,NA,NA,"Jagmin, N.","1997","01","08","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,NA,NA,"PACA105044",NA,NA,NA,"Xiloteca nº 778&nf;Altura: 8,80m; Circunferência: 63cm; Fuste: 2,50m.",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA,NA
"833","2019-08-27 13:28:59-03","IAP","PACA-AGP","98467","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","A. Sehnem",NA,NA,NA,"Sehnem, A.","1969","11","16","Brasil","RS","Dois Irmãos","-51.0853004455566","-29.5802993774414",NA,NA,"700","700","PACA098467",NA,"Morro Reuter","10712","Habitat: in silva Hábito: arbor",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"7716","auto","Magnoliatae",NA,NA,NA,NA,NA
"834","2019-08-27 13:28:59-03","IAP","PACA-AGP","73810","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","L. Sevegnani",NA,NA,NA,"L. Sevegnani","1993","12","11","Brasil","RS","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"PACA073810",NA,"Est. Exp. Fitotecnica de Osorio",NA,"arvore 15m Habitat: mata secundaria Ecossistema: Mata Atlântica",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"28094","auto","Magnoliatae",NA,NA,NA,NA,NA
"835","2019-08-27 13:28:58-03","IAP","PACA-AGP","11071","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","E. Schmitt SJ","1943","01",NA,"Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA011071",NA,"Kappesberg",NA,"Habitat: in silva primaeva Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"836","2019-08-27 13:28:58-03","IAP","PACA-AGP","34319","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","E. Friderichs SJ","1946",NA,NA,"Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA034319",NA,"Kappesberg",NA,"Habitat: in silva primaeva Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"837","2019-08-27 13:28:58-03","IAP","PACA-AGP","51103","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Sehnem, A.","1951","01","23","Brasil","RS","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA051103",NA,"Kappesberg",NA,"Habitat: in silva primaeva Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA
"838","2019-08-27 13:28:58-03","IAP","PACA-AGP","103171","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","R. Wasum",NA,NA,NA,"R. Wasum","1972","04","23","Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA103171",NA,NA,"572","Fenofase: frutos Hábito: árvore",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA
"839","2019-08-27 13:28:59-03","IAP","PACA-AGP","103153","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","R. Wasum",NA,NA,NA,"R. Wasum","1971","11","17","Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA103153",NA,NA,"215","Fenofase: flor Hábito: árvore",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA
"840","2019-08-27 13:28:59-03","IAP","PACA-AGP","101296","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","R. Wasum",NA,NA,NA,"R. Wasum","1972","02","09","Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA101296",NA,NA,"405","Fenofase: fruto Hábito: árvore",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA
"841","2019-08-27 13:28:59-03","IAP","PACA-AGP","101287","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","R. Wasum",NA,NA,NA,"R. Wasum","1971","10","17","Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA101287",NA,NA,"122","Fenofase: início de floração Hábito: árvore",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA
"842","2019-08-27 13:28:59-03","IAP","PACA-AGP","101215","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","R. Wasum",NA,NA,NA,"R. Wasum","1971","12","13","Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA101215",NA,NA,"240","Fenofase: flor e fruto Hábito: árvore",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA
"843","2019-08-27 13:28:58-03","IAP","PACA-AGP","101179","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","R. Wasum",NA,NA,NA,"R. Wasum","1972","03","14","Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA101179",NA,NA,"463","Fenofase: fruto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA
"844","2019-08-27 13:28:59-03","IAP","PACA-AGP","97551","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","D. Bauer",NA,NA,NA,"D. Bauer","2001","09","16","Brasil","RS","Morro Reuter","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"PACA097551",NA,"Fazenda Padre Eterno",NA,"HASU s/ n°. Habitat: Interior da mata. Hábito: árvore",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"12924","auto","Magnoliatae",NA,NA,NA,NA,NA
"845","2019-08-27 13:28:58-03","IAP","PACA-AGP","45152","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1950","01","04","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA045152",NA,"Fazenda do Arroio",NA,"Habitat: in silvula subpaludosa Fenofase: estéril",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA
"846","2019-08-27 13:28:58-03","IAP","PACA-AGP","55888","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1955","04","10","Rambo, B.","1954","10","03","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA055888",NA,"Fazenda do Arroio",NA,"Habitat: in silvula arenosa Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA
"847","2019-08-27 13:28:58-03","IAP","PACA-AGP","51820","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1952","01","10","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"PACA051820",NA,"Morro Grande",NA,"SEM MATERIAL Habitat: in silvula arenosa Fenofase: fs",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA
"848","2019-08-27 13:28:58-03","IAP","PACA-AGP","113237","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","E. Valduga","2012","02",NA,"E. Valduga","2011","12","16","Brasil","RS","Pinhal","-53.2150001525879","-27.510799407959",NA,NA,"10","10","PACA113237",NA,"Horto Florestal Municipal.","218","HUCS 38090 Habitat: em beira de estrada do horto",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"9882","auto","Magnoliatae",NA,NA,NA,NA,NA
"849","2019-08-27 13:28:58-03","IAP","PACA-AGP","39417","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1949","01","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA039417",NA,"Lami p. Itapoan",NA,"Habitat: in silva campestri Fenofase: flor feminina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"850","2019-08-27 13:28:58-03","IAP","PACA-AGP","11706","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Emrich, K.","1943","11","07","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA011706",NA,"Montserrat",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor feminina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"851","2019-08-27 13:28:59-03","IAP","PACA-AGP","771","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1933","11","16","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000771",NA,"Morro da Vila Manresa",NA,"SEM MATERIAL Habitat: in silva primaeva Fenofase: flor feminina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"852","2019-08-27 13:28:58-03","IAP","PACA-AGP","27451","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","P. Buck SJ","1944",NA,NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA027451",NA,"Vila Manresa",NA,"Habitat: in silva primaeva Fenofase: fs",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"853","2019-08-27 13:28:58-03","IAP","PACA-AGP","29221","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1945","10","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA029221",NA,"Vila Manresa",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"854","2019-08-27 13:28:58-03","IAP","PACA-AGP","38439","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1948","12","01","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA038439",NA,"Vila Manresa",NA,"Habitat: in silva campestri Fenofase: flor feminina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"855","2019-08-27 13:28:58-03","IAP","PACA-AGP","38479","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1948","12","01","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA038479",NA,"Vila Manresa",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"856","2019-08-27 13:28:58-03","IAP","PACA-AGP","48669","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1950","07","31","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA048669",NA,"Vila Manresa",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor feminina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"857","2019-08-27 13:28:58-03","IAP","PACA-AGP","56024","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1955","04","10","Rambo, B.","1954","11","19","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA056024",NA,"Vila Manresa",NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"858","2019-08-27 13:28:58-03","IAP","PACA-AGP","47508","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","E. Schmitt SJ","1942",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA047508",NA,NA,NA,"Habitat: in silva campestri Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"859","2019-08-27 13:28:58-03","IAP","PACA-AGP","47482","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","E. Schmitt SJ","1942",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA047482",NA,NA,NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor masculina",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"860","2019-08-27 13:28:58-03","IAP","PACA-AGP","11085","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","E. Schmitt SJ","1943",NA,NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA011085",NA,NA,NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: estéril",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"861","2019-08-27 13:28:58-03","IAP","PACA-AGP","38596","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Emrich-Rambo","1954","07","29","Rambo, B.","1948","12","07","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA038596",NA,"ad montem das Cabras",NA,"SEM MATERIAL Habitat: in silva campestri Fenofase: flor",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA
"862","2019-08-27 13:28:59-03","IAP","PACA-AGP","93023","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","L. Amaral & J. Larocca",NA,NA,NA,"L. Amaral","2001","01","17","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"PACA093023",NA,"Alto Ferrabráz",NA,"HASU 16022.",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,"11711","auto","Magnoliatae",NA,NA,NA,NA,NA
