"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"2786","2020-09-12 05:00:02-03","US","US","3240316","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. Rimachi Y.","1984","2","21","Peru","Loreto",NA,NA,NA,NA,NA,"150",NA,"US01262910",NA,"Maynas. Dtto. Iquitos. Carretera de Pe±a Negra, km 3 de Quisto Cocha al caserio de Pe±a Negra,en terreno arenoso","7396","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2787","2020-09-12 05:00:02-03","US","US","2780190","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"R. M. Harley","1974","2","5","Brazil","Bahia",NA,"-41.38","-13",NA,NA,"850",NA,"US01262947","US01262947_01","Serra do Sincora","16017","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2788","2020-09-12 05:00:02-03","US","US","2271777","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"R. Reitz & Klein, --","1957","12","18","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"650","12","US01263019","US01263019_01","Estrada Dona Francisca, Joinville","5699","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2789","2020-09-12 05:00:02-03","US","US","2283793","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"T. M. Pedersen","1956","11","20","Paraguay","Misiones",NA,NA,NA,NA,NA,NA,NA,"US01263038",NA,"Estancia Caapucu","4362","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2790","2020-09-12 05:00:02-03","US","US","3148014","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"C. A. Cid Ferreira","1984","10","19","Brazil","Acre",NA,"-72","-7",NA,NA,NA,NA,"US01262881","US01262881_01","Mun. Cruzeiro do Sul. Estrada do Aeroporto da cidade.","5146","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2791","2020-09-12 05:00:02-03","US","US","1563093","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"J. C. B. Mutis","1760",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"US01262861",NA,NA,"2191","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2792","2020-09-12 05:00:02-03","US","US","1456037","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"G. Klug","1930","4",NA,"Peru","Loreto",NA,NA,NA,NA,NA,"100",NA,"US01262922",NA,"Mishuyacu, near Iquitos.","1153","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2793","2020-09-12 05:00:02-03","US","US","2959924","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1974","12","11","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US01263001","US01263001_01","Rest. Sao Tarcisio, Sao Jose","11127a","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2794","2020-09-12 05:00:02-03","US","US","931221","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. Bang","1894","3","3","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,"US01262895",NA,"Coripati, Yungas","2077","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2795","2020-09-12 05:00:02-03","US","US","2750470","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"Klein, -- & S. Souza","1972","12","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"50",NA,"US01263002","US01263002_01","Bom Retiro, Paulo Lopes","10531","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2796","2020-09-12 05:00:02-03","US","US","325847","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. Bang","1894","3","3","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,"US01262889","US01262889_01","Coripati, Yungas","2077","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2797","2020-09-12 05:00:02-03","US","US","920515","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"H. M. Curran","1914","7","8","Argentina","Misiones",NA,NA,NA,NA,NA,"100","100","US01263042",NA,"Vicinity of Puerto Aguirre","3","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2798","2020-09-12 05:00:02-03","US","US","3096153","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"G. T. Prance, E. Forero, B. S. Pena & J. F. Ramos","1967","2","16","Brazil","Roraima",NA,NA,NA,NA,NA,"1500",NA,"US01262874","US01262874_01","Upper plateau and summit of Serra Tepequem","4421","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2799","2020-09-12 05:00:02-03","US","US","2430208","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"J. A. Steyermark","1962","6","23","Venezuela","Miranda",NA,NA,NA,NA,NA,"1500",NA,"US01262839",NA,"Cloud forest of Oritopo above Los Guayabitos and Baruta, on property of G.C.K. Dunsterville","90901","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2800","2020-09-12 05:00:02-03","US","US","2523042","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"J. R. de Mattos & N. F. Mattos","1960","11","17","Brazil","São Paolo",NA,NA,NA,NA,NA,NA,NA,"US01262968","US01262968_01","Municipio de Moji-Guacu: Fazenda Campininha, 7 km NNW de PADUA SALES. Cerrado derrubado, queimado e arado para plantar Pinus.","8493","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2801","2020-09-12 05:00:02-03","US","US","2434029","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"E. Pereira","1960","2","17","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01262978","US01262978_01","Parque Nacional do Iguacu","5336","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2802","2020-09-12 05:00:02-03","US","US","2142398","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"P. Reitz & Klein, --","1951","9","20","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US01262998","US01262998_01","Laguna","5","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2803","2020-09-12 05:00:02-03","US","US","2027619","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"Klein, R.","1950","1","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"US01263010","US01263010_01","Mata Sao Pedro- Brusque","17","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2804","2020-09-12 05:00:02-03","US","US","2733915","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"T. B. Croat","1972","7","18","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"US01262917",NA,"12km SW of Iquitos","18213","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2805","2020-09-12 05:00:02-03","US","US","1057142","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"E. Hassler","1913",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,"US01263035","US01263035_01","Paraguaria Centralis: In regione lacus Ypacaray [Ypacarai]","12139","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2806","2020-09-12 05:00:02-03","US","US","1544795","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"A. C. Brade & S. Paulo","1917","12",NA,"Brazil","São Paolo",NA,NA,NA,NA,NA,NA,NA,"US01262971","US01262971_01","Iguape","7897","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2807","2020-09-12 05:00:02-03","US","US","1158927","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"O. Buchtien","1912","10",NA,"Bolivia","La Paz",NA,NA,NA,NA,NA,"1100",NA,"US01262892",NA,"Polo-Polo bei Coroico, Nordyungas.","6078","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2808","2020-09-12 05:00:02-03","US","US","325972","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. Bang","1894","3","3","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"US01262894",NA,NA,"2279","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2809","2020-09-12 05:00:02-03","US","US","1460765","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"E. P. Killip & A. C. Smith","1929","8","3","Peru","Loreto",NA,NA,NA,NA,NA,"100","100","US01262925",NA,"Iquitos","26950","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2810","2020-09-12 05:00:02-03","US","US","3395356","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.","Webster, G. L.",NA,NA,NA,"B. G. Stergios","1998","7","9","Venezuela","Trujillo","Boconó",NA,NA,NA,NA,"1860","1860","US00628243",NA,"Parque Nacional Guaramacal, sector El Santuario, La Punta","17397","DAV, PORT, US","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2811","2020-09-12 05:00:02-03","US","US","2444963","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"Klein, -- & R. Reitz","1961","1","25","Brazil","Sao Jose",NA,NA,NA,NA,NA,"900",NA,"US01263025","US01263025_01","Serra da Boa Vista","10.746","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2812","2020-09-12 05:00:02-03","US","US","3584635","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. L. Guedes","2009","5","2","Brazil","Bahia",NA,"-41.8942","-13.08",NA,NA,"1391",NA,"US01262937","US01262937_01","Brasil, Bahia","14784","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2813","2020-09-12 05:00:02-03","US","US","3078544","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"S. Knapp & J. Mallet","1984","6","23","Peru","San Martin",NA,NA,NA,NA,NA,"270",NA,"US01262908",NA,"Km. 68 on Tarapoto-Yurimaguas road. Tropical moist forext on red clay and white sand.","6535","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2814","2020-09-12 05:00:02-03","US","US","3641447","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"V. Zak & J. Jaramillo","1987","9","10","Ecuador","Bolivar",NA,"-79.08","-1.92",NA,NA,"2100",NA,"US01262885",NA,"Carretera Chillanes-Bucay. En la hacienda Tiquibuso del Sr. Gonzalo Gomez.","2884","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2815","2020-09-12 05:00:02-03","US","US","3582726","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"E. Melo, F. França, S. Oliveira, T. Sena, Souza, E. & Ganeu, W.","1994","11","22","Brazil","Bahia",NA,"-41.4528","-12.4567",NA,NA,"1000",NA,"US01262939","US01262939_01","Mun. Lencois, Morro da Chapadinha. Chapadinha.","1238","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2816","2020-09-12 05:00:02-03","US","US","1563087","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"J. C. B. Mutis","1760",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"US01262867",NA,NA,"434","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2817","2020-09-12 05:00:02-03","US","US","931223","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. Bang","1890",NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"US01262896","US01262896_01","Yungas.","210","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2818","2020-09-12 05:00:02-03","US","US","3332077","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"M. Nee & J. Solomon","1985","9","29","Bolivia","La Paz",NA,"-67.55","-16.37",NA,NA,"2000",NA,"US01262901","US01262901_01","Province of Sud Yungas, 1-3 km. W. of Huancane along road to Chuspipata.","32023","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2819","2020-09-12 05:00:02-03","US","US","3277546","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"G. Davidse & J. S. Miller","1984","6","16","Venezuela","Distrito Federal",NA,"-67.33","10.42",NA,NA,"2100","2200","US01262833",NA,"Departmento Vargas, Serrania de la Costa, 2-6 km NW of the La Victoria-Colonia Tovar Highway, along the road to Costa de la Maya, ca. 8-12 km W of Colonia Tovar","28089","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2820","2020-09-12 05:00:02-03","US","US","2102475","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"F. Molina","1945","8",NA,"Colombia","Antioquia",NA,NA,NA,NA,NA,"2500",NA,"US01262852","US01262852_01","Bosque bajo la cumbre cerca de Santa Helena, camino entre Medellin y Rionegro.","9","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2821","2020-09-12 05:00:02-03","US","US","2279590","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"R. L. Fróes","1945","12","27","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"US01262869","US01262869_01","Porto Curucuhy, Sao Gabriel","21552","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2822","2020-09-12 05:00:02-03","US","US","2750464","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"A. Bresolin & -. Roco","1973","2","8","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"750",NA,"US01263015","US01263015_01","Nascentes do Rio Zinco, Alto Benedito, Benedito Novo","690","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2823","2020-09-12 05:00:02-03","US","US","3311318","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"A. M. Amorim, A. M. Carvalho, J. Jardim & J. R. Silva","1993","2","22","Brazil","Bahia",NA,NA,NA,NA,NA,"1100",NA,"US01262940","US01262940_01","Municipio do Morro do Chapeu. Estrada p/ o Morro da Torre de transmissao, ca. de 10 km a partir da Sede do Municipio","1045","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2824","2020-09-12 05:00:02-03","US","US","2854984","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"Klein, R.","1956","1","24","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"250",NA,"US01263005","US01263005_01","Morro de Ressacada, Itajaf","1836","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2825","2020-09-12 05:00:02-03","US","US","3641446","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"V. Zak & J. Jaramillo","1987","9","10","Ecuador","Bolivar",NA,"-79.08","-1.92",NA,NA,"2100",NA,"US01262886",NA,"Carretera Chillanes-Bucay. En la hacienda Tiquibuso del Sr. Gonzalo Gomez.","2884","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2826","2020-09-12 05:00:02-03","US","US","1459326","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"E. Delgado","1938","5","6","Venezuela","Papelon",NA,NA,NA,NA,NA,NA,NA,"US01262842",NA,"Bosques [forests] del Papelon. Selvas [jungles] del Avila.","155","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2827","2020-09-12 05:00:02-03","US","US","2055067","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"B. Rambo","1951","1","18","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"US01262985","US01262985_01","Lagoa dor Quadror, prope Osorio.","49708","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2828","2020-09-12 05:00:02-03","US","US","2965864","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"E. L. Little Jr., A. T. Ortega U., A. V. Samaniego & F. A. Vivar C.","1975","9","30","Ecuador","Morona Santiago",NA,"-77.68","-2.87",NA,NA,"300",NA,"US01262888","US01262888_01","Bosque tropical humedo amazonico Puerto Morona; NE rio Morona","570","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2829","2020-09-12 05:00:02-03","US","US","2249879","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"F. B. Lamb","1954","8","1","Colombia","Santander",NA,NA,NA,NA,NA,NA,NA,"US01262849",NA,"Valle del Magdalena: Cimitarra, Kil. 3","152","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2830","2020-09-12 05:00:02-03","US","US","1474513","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"Ll. Williams","1929","8",NA,"Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"US01262928",NA,"Caballo-cocha on the Amazon River","2186","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2831","2020-09-12 05:00:02-03","US","US","2575090","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"R. M. Klein","1966","12","21","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"200",NA,"US01263012","US01263012_01","Ilha Santa Catarina. Morro Costa da Lagoa","6984","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2832","2020-09-12 05:00:02-03","US","US","1795423","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"J. Cuatrecasas","1940","3","30","Colombia","Caquetá",NA,NA,NA,NA,NA,"500","500","US01262856",NA,"Florencia, Cerro de La Sardina.","8923","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2833","2020-09-12 05:00:02-03","US","US","2271894","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1958","1","29","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"750",NA,"US01263029","US01263029_01","Sabia, Vidal Ramos","6.338","Transcribed by digital volunteers","South America",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2834","2020-09-12 05:00:02-03","US","US","1740537","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"H. F. Pittier","1937","2","18","Venezuela",NA,NA,NA,NA,NA,NA,NA,"1600","US01262843",NA,"Near summit, north side, 1600m., cloud forest.Febr. 18,1937. A small tree","13903","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"2835","2020-09-12 05:00:02-03","US","US","3096154","PreservedSpecimen","Plantae","Euphorbiaceae","Alchornea","triplinervia","Alchornea triplinervia","(Spreng.) Müll. Arg.",NA,NA,NA,NA,"G. T. Prance, E. Forero, Peña S. & J. F. Ramos","1967","2","17","Brazil","Roraima",NA,NA,NA,NA,NA,"1200",NA,"US01262873","US01262873_01","Serra Tepequem, forest on upper west facing slopes","4462","Transcribed by digital volunteers","South America - Neotropics",NA,NA,NA,"Euphorbiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
