"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"130","2019-08-27 13:29:11-03","IAP","PACA-AGP","93846","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","F. C. Xavier",NA,"F. C. Xavier","24","2004",NA,NA,"Brasil","RS","Triunfo","Rio Jacuí (ilhota)","-51.7181015014648","-29.9433002471924","41194","Sarandi.","PACA093846","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"131","2019-08-27 13:29:11-03","IAP","PACA-AGP","93251","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana var. angustifolia","(Müll. Arg.) Pax & K. Hoffm.","C. Mondin",NA,"Mondin, C.",NA,"1998","12",NA,"Brasil","RS","Triunfo","Passo Raso","-51.7181015014648","-29.9433002471924","41194","HASU 12730. Habitat: Curso médio do Arroio Capivara.","PACA093251","auto",NA,NA,"var. angustifolia",NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"132","2019-08-27 13:29:11-03","IAP","PACA-AGP","93250","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana var. angustifolia","(Müll. Arg.) Pax & K. Hoffm.","J. Larocca",NA,"J. Larocca",NA,"1989","10","30","Brasil","RS","Guaíba","Parque Ecológica Riocell.","-51.3250007629395","-30.113899230957","28343","Altura de 2m. Habitat: Beira da Lagoa artificial. Hábito: arbusto","PACA093250","auto",NA,NA,"var. angustifolia",NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"133","2019-08-27 13:29:11-03","IAP","PACA-AGP","93252","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana var. angustifolia","(Müll. Arg.) Pax & K. Hoffm.","sem det.",NA,"J. Larocca",NA,"1989","08","16","Brasil","RS","Guaíba","Parque Ecológico Riocell","-51.3250007629395","-30.113899230957","28343","Com 2m de altura. Flores minúsculas amarelas reunidas em espigas terminais nos ramos. HEDU 2662. Habitat: Beira da praia. Hábito: arbusto","PACA093252","auto",NA,NA,"var. angustifolia",NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"134","2019-08-27 13:29:11-03","IAP","PACA-AGP","29876","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Emrich-Rambo","1954","E. Friderichs SJ",NA,"1945","08","28","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611","21601","SEM MATERIAL Habitat: ad rivum in dumetosis Fenofase: fruto","PACA029876","auto","07","31",NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"135","2019-08-27 13:29:11-03","IAP","PACA-AGP","98774","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","A. Sehnem","1978","Sehnem, A.","16248","1978","09","08","Brasil","RS","Rosário do Sul","Faz. Timbaúva, Sanga do Salso","-54.9141998291016","-30.25830078125","71660","Habitat: in humidis Hábito: arbor","PACA098774","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"136","2019-08-27 13:29:11-03","IAP","PACA-AGP","98464","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","A. Sehenm",NA,"Sehnem, A.","8096","1962","09","04","Brasil","RS","São Leopoldo","prope urbem","-51.1472015380859","-29.7602996826172","10287","Habitat: arbustum ad flumen","PACA098464","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"137","2019-08-27 13:29:11-03","IAP","PACA-AGP","85195","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","J. Mauhs",NA,"Mauhs, J.",NA,"1998","11","11","Brasil","RS","Vacaria","Passo da Concha","-50.9338989257812","-28.5121994018555","63451","Habitat: arbusto junto ao rio","PACA085195","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"138","2019-08-27 13:29:11-03","IAP","PACA-AGP","99764","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Zilda Fernandes Soares",NA,"Backes, A.","528","1975","03","19","Brasil","RS","Viamão","Morro do coco","-51.0233001708984","-30.0811004638672","41667","Sem nº de HASU Habitat: na floresta em locais abertos Hábito: árvore","PACA099764","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"139","2019-08-27 13:29:11-03","IAP","PACA-AGP","93249","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","sem det.",NA,"Backes, A.",NA,"1976","01","02","Brasil","RS","Viamão","Morro do Côco","-51.0233001708984","-30.0811004638672","41667","Muito freqüente. HEDU 3007. Fenofase: flor Hábito: árvore","PACA093249","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"140","2019-08-27 13:29:11-03","IAP","PACA-AGP","93251","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana var. angustifolia","(Müll. Arg.) Pax & K. Hoffm.","C. Mondin",NA,"Mondin, C.",NA,"1998","12",NA,"Brasil","RS","Triunfo","Passo Raso","-51.7181015014648","-29.9433002471924","41194","HASU 12730. Habitat: Curso médio do Arroio Capivara.","PACA093251","auto",NA,NA,"var. angustifolia",NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"141","2019-08-27 13:29:11-03","IAP","PACA-AGP","93250","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana var. angustifolia","(Müll. Arg.) Pax & K. Hoffm.","J. Larocca",NA,"J. Larocca",NA,"1989","10","30","Brasil","RS","Guaíba","Parque Ecológica Riocell.","-51.3250007629395","-30.113899230957","28343","Altura de 2m. Habitat: Beira da Lagoa artificial. Hábito: arbusto","PACA093250","auto",NA,NA,"var. angustifolia",NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"142","2019-08-27 13:29:11-03","IAP","PACA-AGP","93252","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana var. angustifolia","(Müll. Arg.) Pax & K. Hoffm.","sem det.",NA,"J. Larocca",NA,"1989","08","16","Brasil","RS","Guaíba","Parque Ecológico Riocell","-51.3250007629395","-30.113899230957","28343","Com 2m de altura. Flores minúsculas amarelas reunidas em espigas terminais nos ramos. HEDU 2662. Habitat: Beira da praia. Hábito: arbusto","PACA093252","auto",NA,NA,"var. angustifolia",NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"143","2020-12-20 21:16:59-03","UFV","VIC","50599","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","I. Cordeiro","2012","Pscheidt, A.C.; I.Cordeiro; E.R. Martins","161","2012","06","22","Brasil","Minas Gerais","Grão Mogol","Estrada para Cristália,rio Itacambiruçu., MG 307 Km 50. Cerrado.","-42","-16",NA,"Arvoreta 2m. Inflorescência amarela. No leito do rio.; Arvoreta 2m. Inflorescência amarela. No leito do rio.","VIC050599",NA,NA,NA,NA,"668","668",NA,NA,NA,NA,"VIC050599","-42","-16",NA,NA,NA,NA,NA,NA
"144","2020-12-20 21:17:02-03","UFV","VIC","34513","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Assumpção, M.Z.","2009","Pavão, O.C.; Francisco, E.M.","17","1999","09","01","Brasil","Paraná","Mauá da Serra","Sítio Xaxim, Borda de mata.","-51.2294006347656","-23.9013996124268","16036","Árvore, c.a. de 3,0 metros de altura; flores e botões esverdeados.","VIC034513","auto","10","27",NA,NA,NA,NA,NA,NA,NA,"VIC034513",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-20 21:17:02-03","UFV","VIC","34512","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Assumpção, M.Z.","2009","Fadelli, L.; et al.","234","2000","10","24","Brasil","Paraná","Cornélio Procópio","Sítio Nossa Senhora Aparecida, Borda de mata. Matriz do viveiro.","-50.6467018127441","-23.1811008453369","23842","Árvore, c.a. de 5,0 metros de altura; CAP 45 cm; projeção da copa 4x4; frutos maduros verdes.","VIC034512","auto","10","27",NA,NA,NA,NA,NA,NA,NA,"VIC034512",NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-21 14:35:42-03","UFJF","CESJ","32243","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana",NA,"A.C. Pschiedt","2011","J.M. Silva; S.Ziller","1932","1997","04","13","Brasil","Paraná","Assaí","Rio Tibagi, próximo à Barra do Rio Cerro Leão","-50.8414001464844","-23.3733005523682","20909","Arbusto, 2m alt., flor creme. Beira de rio.","CESJ032243","auto","07","11",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 14:35:48-03","UFJF","CESJ","69096","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","L.A. Funez","2014","A.L. de Gasper; L.A. Funez; F. Bittencourt","3368","2013","12","13","Brasil","Santa Catarina","Ibirama","Rio Hercílio, próximo à PCH Ibirama","-49.559167","-27.036944",NA,"Projeto REFLORA FAPESC 14843/2011-1. Reófita, 1,8m alt, na margem do rio. Flor amarelada.","CESJ069096",NA,"01","15",NA,"229","229","Angiosperma",NA,"América do Sul",NA,NA,"-49.559167","-27.036944",NA,NA,NA,NA,NA,NA
"148","2019-11-21 14:35:48-03","UFJF","CESJ","48355","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","G. Hatschbach","2006","J.M. Silva; O.S. Ribas","4630","2006","01","17","Brasil","Paraná","São Mateus do Sul","Colônia Iguaçu","-50.3828010559082","-25.8742008209229","31353","Árvore, 4m, flor zarcão. Várzea do rio Iguaçu.","CESJ048355","auto",NA,NA,NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:43:22-03","UFMS","CGMS","8252","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Sarah M. Athiê-Souza","2015","A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","350","1999","04","08","Brasil","Mato Grosso do Sul","Três Lagoas","Bairro de Jupiá. Margem direita do Rio Paraná.","-51.7847222","-21.0836111",NA,"Flores amarelas. Fruto presente. Habitat: Dentro da água. Habito: Arbusto.","CGMS1018770",NA,"12","17",NA,NA,NA,NA,NA,NA,NA,NA,"-51,7847222","-21,0836111",NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:43:22-03","UFMS","CGMS","39749","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Sarah M. Athiê-Souza","2015","I.P.P. Araújo; A.P. Costa; L.M.M. Arakaki; M.F. Barros","44","2012","10","18","Brasil","Mato Grosso do Sul","Bonito","Parque Estadual da Serra da Bodoquena. Fazenda Boqueirão.","-56.7166667","-21.1230556",NA,"Flor ausente. Fruto verde. Habitat: Floresta Estacional Semidecidual (Mata Atlantica de interior). Mata ciliar do rio Perdido. Solo argiloso calcimorforfico. Relevo ondulado. Habito: Árvore.","CGMS1069128",NA,"12","17",NA,"525","525",NA,NA,NA,NA,NA,"-56,7166667","-21,1230556",NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:43:22-03","UFMS","CGMS","45133","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Sarah M. Athiê-Souza","2015","A. Pott; V.J. Pott","11880","2004","10","11","Brasil","Mato Grosso do Sul","Ivinhema","Rodovia BR-376, Km 137, 17 Km leste de Ivinhema.","-53.6727778","-22.3780556",NA,"Flor avermelhada. Fruto avermelhado. Espinho que fura pneu de trator, folha comida por bovinos. Duplicata CPAP, CEN. Habitat: Vegetação secundária de floresta. Solo latossolo areno-argiloso. Relevo topo de ondulado. Habito: Arbusto.","CGMS1075098",NA,"12","16",NA,"380","380",NA,NA,NA,NA,NA,"-53,6727778","-22,3780556",NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:43:22-03","UFMS","CGMS","35084","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.",NA,"2020","J.C. Gomes Jr.","1810","1964","05","23","Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.6833333","-20.7833333",NA,"Flor amarela. Fruto avermelhado, maduro. Doação do Herbário UB - Brasília -DF. Planta dominante em associação com a Myrtaceae. UB - 5871-8.","CGMS1064481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51,6833333","-20,7833333",NA,NA,NA,NA,NA,NA
"153","2021-04-07 11:43:22-03","UFMS","CGMS","56861","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.",NA,"2020","O.S. Ribas; J.M. Silva","7327","2006","06","30","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espirito Santo.","-51.9791984558105","-23.9160995483398","16297","Flor creme-esverdeada. Habitat: Margem do rio. Floresta Estacional Semidecidua Habito: Arbusto. 1.5 m de altura.","CGMS1086780","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:43:22-03","UFMS","CGMS","50727","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Sarah M. Athiê-Souza","2015","O.S. Ribas; J.M. Silva","7327","2006","06","30","Brasil","Paraná","Fênix","Parque Estadual Vila Rica do Espírito Santo.","-51.9791984558105","-23.9160995483398","16297","Flor creme-esverdeada. Habitat: Margem do rio. Floresta estacional semidecídua. Habito: Arbusto. 1,50m de altura.","CGMS1080714","auto","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-04-07 11:43:22-03","UFMS","CGMS","48623","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Sarah M. Athiê-Souza","2015","A. Uhlmann; Von Linsingen","492","2000","01","10","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado.","-49.7057991027832","-24.2511005401611","44368",NA,"CGMS1078572","auto","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-04-07 11:43:22-03","UFMS","CGMS","48621","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Sarah M. Athiê-Souza","2015","Von Linsingen","418","1999","10","10","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado. Margem do Rio Jaguariaíva.","-49.7057991027832","-24.2511005401611","44368",NA,"CGMS1078570","auto","12","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-27 13:48:25-03","UFS","ASE","39818","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Silva, FO","2018","Silva, FO; Fabricante, JR","193","2017","12","06","Brasil","Sergipe","Campo do Brito","Povoado Poções da Ribeira, Ambiente aberto, com presença de paredões e curos d'água, radiação solar direta.","-37.2658","-10.4951",NA,"Arvoreta - aprox. 3 m de altura. Flores de coloração verde claro, estames amarelos. Folhas alternas de coloração verde escuro nas duas faces e formato linear, margem inteira, apresenta látex. Caule do tipo espique de coloração amarron","ASE0041334",NA,"01","25",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,"-37.2658","-10.4951",NA,NA,NA,NA,NA,NA
"158","2021-03-25 09:27:02-03","UNICAMP","UEC","160740","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Pscheidth, AC","2012","Romão, GO; Rodrigues, CDN; Dantas, APT","1821","2006","11","01","Brazil","Santa Catarina","Urubici","Rodovia Urubici-São Joaquim (SC-430), próximo a Pericó.","-49.479306","-28.126583",NA,"Arbusto 1,5 m alt.; flores brancas.; Mata ciliar bastante degradada.","UEC017011",NA,"07","19",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC017011","-49.479306","-28.126583",NA,NA,NA,NA,NA,NA
"159","2019-08-20 10:11:29-03","UNICAMP","UEC","52720","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Athiê-Souza, SM","2012","Salis, SM; Lieberg, SA","65","1986","12","16","Brazil","São Paulo","Brotas","Rio Jacaré - Pepira, mata ciliar","-48.1199989318848","-22.2800006866455","26585","Árvore com 3.5 metros.","UEC069887","auto","01","05",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC069887",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-08-20 10:11:29-03","UNICAMP","UEC","43446","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Athiê-Souza, SM","2012","Taroda, N; Yamamoto, K; Gouvêa, LSK","18557","1986","04","30","Brazil","São Paulo","Campinas","Distrito de Cabras, Mata próxima ao Observatório Capricórnio","-47.060001373291","-22.8999996185303","23900","Árvore, cerca de 3 m, flores esverdeadas","UEC069885","auto","01","05",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC069885",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-08-20 10:11:29-03","UNICAMP","UEC","90516","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Pscheidth, AC","2012","Pereira-Noronha, MR","1265","1995","08","03","Brazil","São Paulo","Ilha Solteira","Fazenda Santa Izabel (Antiga Fazenda Lag, Mata alta, bem preservada","-51.3400001525879","-20.4300003051758","31913","Arbusto, ca 2 m alt., frutos verdes.","UEC018533","auto","07","19",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC018533",NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:29:37-03","UNICAMP","UEC","190971","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Sodré, RC","2017","Coelho, RLG; et al.","621","2016","01","09","Brazil","São Paulo","Itaberá","Rodovia SP-258 sentido Itararé, lado direito da rodovia, estrada vicinal que leva a beira do rio, após a ponte.","-49.1300010681152","-23.8600006103516","29370","Arbusto ca. 2m alt. Frutos imaturos esverdeados e maduros marrom","UEC128709","auto","03","15",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC128709",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-08-20 10:11:29-03","UNICAMP","UEC","80150","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Athiê-Souza, SM","2012","Leitão Filho, HF; et al.","34176","1993","11","09","Brazil","São Paulo","Lindóia","Junto ao rio, perto da ponte de ferro.","-46.6500015258789","-22.5200004577637","6377",NA,"UEC069883","auto","01","05",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC069883",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-08-20 10:11:29-03","UNICAMP","UEC","81521","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Athiê-Souza, SM","2012","Kinoshita, LS; Dias, MC","94-88","1994","11","07","Brazil","São Paulo","São José do Rio Pardo",NA,"-46.8800010681152","-21.5900001525879","15885","Sub arbusto, ramo armado, flor e fruto verde.","UEC069884","auto","01","05",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC069884",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-08-20 10:11:29-03","UNICAMP","UEC","5098","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Pscheidth, AC","2012","Makino, H","s.n.","1977","10","22","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273","53584","Arbusto. Flores esverdeadas","UEC069942","auto","07","19",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC069942",NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-01-29 12:45:37-03","UNICAMP","UEC","5039","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Hatschbach, G","39823","1977","03","24","Brazil","Paraná","Guaíra","parque Nac. 7 Quedas","-54.183333","-24.666667",NA,"Arbusto ramoso 1m 50, flor creme. Nas rochas junto a corredeiras","UEC189350",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189350","-54.183333","-24.666667",NA,NA,NA,NA,NA,NA
"167","2019-08-20 10:11:41-03","UNICAMP","UEC","5093","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Davis, PH; Shepherd, GJ","D60971","1976","09","17","Argentina","Misiones","Iguazu Falls",NA,NA,NA,NA,"In shallows above the falls. 2 m shrub, willowlike. Dioecious","UEC189352",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189352",NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-01 16:29:41-03","UNICAMP","UEC","5038","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Hatschbach, G","1977","Hatschbach, G","38935","1976","10","04","Brazil","Goiás","Ipameri","Rio Corumba","-48.1596984863281","-17.7219009399414","102542","Abusto 3m, flor creme, margens arenosas do rio.","UEC189356","auto","06",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189356",NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:29:41-03","UNICAMP","UEC","5037","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Irwin, HS; Souza, R; Reis dos Santos, R; Ramos, J; Fonseca, SF","27443","1970","03","13","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço","-43.6002998352051","-18.2493991851807","101169","Srub ca. 2m tall> fruit red- green. Periodically inundated rive bank. Gallery forest on white sand and low sclerophyllous vegetation on outcrops, rio Jequiti]í, ca. 20Km E. Of Diamantina.","UEC189355","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189355",NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 16:29:41-03","UNICAMP","UEC","20466","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Tamashiro, JY","1982","Leitão Filho, HF; et al.","30","1980","09","03","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051","23696","Arbusto até 3 mts. Inflorescência masculi9na amarela, latescente. Flor feminina verde, com ramos estigmáticos brancas. Em área campetre-campo do Saco.","UEC189354","auto","01",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189354",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:29:41-03","UNICAMP","UEC","48867","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Britez, RM; Silva, SM; Souza, WS","1312","1987","02","23","Brazil","Paraná","São Mateus do Sul","Faz. do Durgo","-50.3828010559082","-25.8742008209229","31353","Arbusto c/ 3,5m, com flores masculinas amareladas e flores feininas verdes, frequente em floresta ciliar do Rio Iguaçu.","UEC189351","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189351",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:29:41-03","UNICAMP","UEC","93211","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Oliveira, SA; et al.","s.n.","1995","04","08","Brazil","Paraná","Sengés","Margem esquerda do rio funil, Mata ciliar.","-49.4636001586914","-24.1128005981445","55682","Árvore 3,0m lt; presença de flor masculina; frutos secos e marrom maduros; frutos.",NA,"auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-01 16:29:41-03","UNICAMP","UEC","93225","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Francisconi; et al.","s.n.","1995","04","08","Brazil","Paraná","Sengés","Margem esquerda do rio funil, Mata ciliar.","-49.4636001586914","-24.1128005981445","55682","Arbustiva 2,0m alt; frutos imaturo marrom; maduro avermelhado. Árvore espinhosa.",NA,"auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-08-20 10:11:41-03","UNICAMP","UEC","93225","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Francisconi",NA,"1995","04","08","Brazil","Paraná","Sengés","Mata ciliar, margem esquerda Rio Funil","-49.4636001586914","-24.1128005981445","55682","Arbustiva 2,0 m alt. Frutos imaturo marrom, maduro avermelhado. Árvore espinhosa.","UEC189358","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"UEC189358",NA,NA,NA,NA,NA,NA,NA,NA
