"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"462","2020-09-12 05:00:02-03","US","US","1953479","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. Gallinal","5720","1946","10",NA,"Uruguay","Florida",NA,"Estancia Rincon de Santa Elena. Picada Castro. Arroyo Mansavillagra.",NA,NA,NA,NA,"US01291843",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291843_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"463","2020-09-12 05:00:02-03","US","US","2025581","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"A. Maciel","2638","1950","10","15","Brazil","Minas Gerais",NA,"Ituiutaba",NA,NA,NA,NA,"US01291833",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291833_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"464","2020-09-12 05:00:02-03","US","US","2902832","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"S. A. Renvoize, M. Wilmot-Dear & F. Zuloaga","2951","1978","10","6","Argentina","Entre Rios",NA,"Entre Rios, Concordia. Salto Grande, R. Uruguay. Rapids on R. Uruguay.",NA,NA,NA,NA,"US01291839",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291839_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"465","2020-09-12 05:00:02-03","US","US","2282895","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"G. Hatschbach","6261","1959","9","7","Brazil","Paraná",NA,"Senge. Fde. Morungava, Rio de Funil.",NA,NA,NA,NA,"US01291852",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291852_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"466","2020-09-12 05:00:02-03","US","US","2541049","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","9846","1965","11","3","Brazil","Goias",NA,"Creek border, ca. 5 km. S. of Cristalina.","-48","-17",NA,NA,"US01291830",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291830_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"467","2020-09-12 05:00:02-03","US","US","2142377","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. M. Klein","687","1953","10","26","Brazil","Santa Catarina",NA,"Ibirama",NA,NA,NA,NA,"US01291861",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291861_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"468","2020-09-12 05:00:02-03","US","US","2438849","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. Reitz & R. M. Klein","16233","1963","9","13","Brazil","Santa Catarina",NA,"Lacerdopolis, Capinzal",NA,NA,NA,NA,"US01291859",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291859_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"469","2020-09-12 05:00:02-03","US","US","2428189","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. M. Klein","4602","1963","11","13","Brazil","Paraná",NA,"Witmaraum, Palmeira.",NA,NA,NA,NA,"US01291834",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291834_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"470","2020-09-12 05:00:02-03","US","US","2573561","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"L. B. Smith & R. M. Klein","13159","1964","11","11","Brazil","Santa Catarina",NA,"Mun. Itapiranga: steep slope by Rio Uruguai, 3.4 km west if Itapiranga,","-53.73","-27.17",NA,NA,"US01291857",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291857_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"471","2020-09-12 05:00:02-03","US","US","2048042","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"G. Hatschbach","2305","1951","7","18","Brazil","Sao Paulo",NA,"Ribeira",NA,NA,NA,NA,"US01291832",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291832_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"472","2020-09-12 05:00:02-03","US","US","2571753A","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"E. H. Ule","735","1888","3",NA,"Brazil","Santa Catarina",NA,"Ufer des Itajahy bei Blumenau",NA,NA,NA,NA,"US01291863",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291863_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"473","2020-09-12 05:00:02-03","US","US","2056288","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"I. Cordini","58","1947","11","29","Argentina","Entre Rios",NA,"Provincia de Entre Rios: La Elisa (al S. de Concordia), bosque en galeria de Rio Uruguay.",NA,NA,NA,NA,"US01291842",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"474","2020-09-12 05:00:02-03","US","US","2142306","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"A. Gevieski","48","1953","11","26","Brazil","Santa Catarina",NA,"Ibirama",NA,NA,NA,NA,"US01291860",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291860_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"475","2020-09-12 05:00:02-03","US","US","2434005","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"E. Pereira","5349/13344","1960","2","18","Brazil","Paraná",NA,"Parque Nacional do Iguacu.",NA,NA,NA,NA,"US01291831",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291831_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"476","2020-09-12 05:00:02-03","US","US","2824796","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","18536","1968","1","13","Brazil","Goias",NA,"25 km. N. of Corumba de Goias in road to Niquelandia, Goias, in valley of Rio Corumba.",NA,NA,NA,NA,"US01291829",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291829_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"477","2020-09-12 05:00:02-03","US","US","2902831","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"S. A. Renvoize, M. Wilmot-Dear & F. Zuloaga","2951","1978","10","6","Argentina","Entre Rios",NA,"Entre Rios, Concordia. Salto Grande. R. Uruguay. Rapids on R. Uruguay. wet sandy soil beside river.",NA,NA,NA,NA,"US01291840",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"478","2020-09-12 05:00:02-03","US","US","2565387","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"G. Hatschbach","9462","1962","10","14","Brazil","Paraná",NA,"Foz do Iguacu. Parque Nacional. Arbusto das margens do Rio Iguacu.",NA,NA,NA,NA,"US01291850",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291850_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"479","2020-09-12 05:00:02-03","US","US","2750441","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. M. Klein & M. M. Klein","11081","1974","1","23","Brazil","Santa Catarina",NA,"Subida, Apuina. Margem rochosa do Rio Itajai-Acu.",NA,NA,NA,NA,"US01291853",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291853_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"480","2020-09-12 05:00:02-03","US","US","3560962","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"F. Barros","2936","2000","2","17","Brazil","Sao Paulo",NA,"Sao Paulo, Itarare, SP 258, km 324, margem do Rio Verde.",NA,NA,NA,NA,"US01291828",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291828_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"481","2020-09-12 05:00:02-03","US","US","1344201","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"G. Herter","82824/1004a","1927","11",NA,"Uruguay","Rio Negro",NA,"San Javier",NA,NA,NA,NA,"US01291844",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291844_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"482","2020-09-12 05:00:02-03","US","US","2573562","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"L. B. Smith & R. M. Klein","13932","1964","12","9","Brazil","Santa Catarina",NA,"Mun. Concordia: rock island, Rio Uruguai.","-51.93","-27.43",NA,NA,"US01291855",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291855_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"483","2020-09-12 05:00:02-03","US","US","2172849","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"B. Rambo","43851","1949","10","12","Brazil","Rio Grande do Sul",NA,"Cai",NA,NA,NA,NA,"US01291866",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291866_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"484","2020-09-12 05:00:02-03","US","US","3080027","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"G. K. Gottsberger & J. Poelt","196-80","1979","7","21","Brazil","Paraná",NA,"tal des Rio Itarare ca. 3 km W. Itarare nahe der Grenze zum Est. Sao Paulo .",NA,NA,NA,NA,"US01291847",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291847_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"485","2020-09-12 05:00:02-03","US","US","2959908","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. M. Klein","11132","1974","12","26","Brazil","Santa Catarina",NA,"Limito municipal de Gaspar e Blumenau, Blumenau. Ilha rochossa no rio.",NA,NA,NA,NA,"US01291854",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291854_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"486","2020-09-12 05:00:02-03","US","US","2370640","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"A. L. Cabrera","10775","1951","9","21","Argentina","Entre Rios",NA,"Provincia de Entre Rios: Concordia, Salto Grande.",NA,NA,NA,NA,"US01291841",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"487","2020-09-12 05:00:02-03","US","US","1570482","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"L. S. Netto","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Parahyba [Paraiba] do Sul",NA,NA,NA,NA,"US01291836",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291836_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"488","2020-09-12 05:00:02-03","US","US","3143747","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"R. Wasum","4795","1988","10","30","Brazil","Rio Grande do Sul",NA,"Caxias do Sul - Criuva - Ilheus",NA,NA,NA,NA,"US01291865",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America",NA,"US01291865_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"489","2020-09-12 05:00:02-03","US","US","704510","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"H. M. Curran","78","1915","10","1","Brazil","Bahia",NA,"Forests of Rio Grongogy Basin.",NA,NA,NA,NA,"US01291835",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291835_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"490","2020-09-12 05:00:02-03","US","US","209427","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"A. F. Regnell","III-1058","1861","9","13","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US01291838",NA,NA,NA,NA,NA,NA,NA,"Euphorbiales","South America - Neotropics",NA,"US01291838_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"491","2020-09-02 16:24:46-03","Cenargen","CEN","66287","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","S. M. A. Souza","2011","Aécio Amaral-Santos","2767","2005","11","29","Brasil","SC","ANITA GARIBALDI","Estrada Anita - UHE Barra Grande.","-51.138333","-27.733333",NA,NA,"CEN00066287",NA,"11",NA,NA,"909","909",NA,NA,NA,"Exsicatas","CEN00066287","-51.138333","-27.733333",NA,NA,"4",NA,NA,NA
"492","2020-09-02 16:24:46-03","Cenargen","CEN","46682","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Luciana dos S. D. de Oliveira","2013","Luiz Emmygdio de Mello Filho","2348","1966","07","30","Brasil",NA,NA,"São Paulo - Rio Grande - Estreito.",NA,NA,NA,"Formando comunidades homogêneas, sobre os bancos de areia no meio do rio. Doação do Museu Nacional Rio de Janeiro - Cat. geral Nº 116.419.","CEN00046682",NA,"01",NA,NA,NA,NA,NA,NA,NA,"Exsicatas","CEN00046682",NA,NA,NA,NA,"1",NA,NA,NA
"493","2020-09-02 16:24:46-03","Cenargen","CEN","48307","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","S. M. A. Souza","2011","Glocimar Pereira-Silva","6645","2002","09","20","Brasil","DF","BRASILIA","Margem direita do rio Torto, próximo a ponte de acesso ao condomínio.","-47.9296989440918","-15.7797002792358","70570",NA,"CEN00048307","auto","11",NA,NA,"1030","1030",NA,NA,NA,"Exsicatas","CEN00048307","-4790667.0","-1569972.0",NA,NA,"4",NA,NA,NA
"494","2020-09-02 16:24:46-03","Cenargen","CEN","30253","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","S. M. A. Souza","2011","Glocimar Pereira-Silva","3575","1996","03","21","Brasil","GO","IPAMERI","Fazenda Fundão; córrego Santo Antônio; confluência com rio Corumbá.","-48.1596984863281","-17.7219009399414","102542","Flores cremes; frutos maduros marrons.","CEN00030253","auto","11",NA,NA,"570","570",NA,NA,NA,"Exsicatas","CEN00030253","-4850000.0","-1786667.0",NA,NA,"5",NA,NA,NA
"495","2020-09-02 16:24:46-03","Cenargen","CEN","48925","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","S. M. A. Souza","2011","Glocimar Pereira-Silva","6901","2002","11","07","Brasil","GO","LUZIANIA","Margem esquerda do rio Alagado, próximo à captação d'água da Saneago.","-47.9502983093262","-16.2525005340576","83221",NA,"CEN00048925","auto","11",NA,NA,"725","725",NA,NA,NA,"Exsicatas","CEN00048925","-4819639.0","-1628278.0",NA,NA,"4",NA,NA,NA
"496","2020-09-02 16:25:50-03","Cenargen","CEN","114544","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Mull.Arg.) Mull.Arg.","Maurício Figueira","2018","Maurício Figueira","758","2018","01","04","Brasil","RS","SANTA MARIA",NA,"-53.8069000244141","-29.6842002868652","37819","Floresta Estacional ribeirinha na transição dos Domínios Pampa e Atlântico, aprox. 50 m de altitude. Arvoreta muito ramificada desde a base, casca externa cinza, peuenas fissuras, casca interna verde, ramos avermalhados, inflorescências amarelas.","CEN00114544","auto","01",NA,NA,"50","50",NA,NA,NA,"Exsicatas",NA,"-53701611.0","-29851500.0",NA,NA,"6",NA,NA,NA
"497","2020-09-02 16:25:50-03","Cenargen","CEN","46683","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Mull.Arg.) Mull.Arg.",NA,NA,"Luiz Emmygdio de Mello Filho","2688","1969","12","17","Brasil","SP","ANGATUBA","Reserva Estadual.","-48.4099998474121","-23.4899997711182","29114","Beira do rio, 2,5 m de altura. Doação do Museu Nacional Rio de Janeiro - Cat. geral Nº 159.894.","CEN00046683","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Exsicatas","CEN00046683",NA,NA,NA,NA,"1",NA,NA,NA
"498","2019-12-09 17:29:52-03","UFPR","EFC","8854","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Hatschbach, G.","1999","Ziller, S.R.","1876","1999","04","25","Brasil","Paraná","Ponta Grossa","Várzea abaixo do Parque Estadual de Vila Velha","-50.0035","-25.2591",NA,"Arvoreta ocasional na várzea, em aglomerados. __COMMOM_NAME__: Branquilho","EFC008854",NA,"11","01",NA,NA,NA,NA,NA,NA,NA,NA,"-50.0035","-25.2591",NA,NA,NA,NA,NA,NA
"499","2020-10-15 09:53:51-03","UFPR","EFC","10465","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Scipioni; M.C.","2008","Scipioni; M.C.; Longhi, S.J.",NA,"2008","02","20","Brasil","Rio Grande do Sul","Pantano Grande","Faz. Boa Vista","-52.734","-30.7441",NA,"Árvore, em floresta decidual. Floresta Estacional Decidual","EFC010465",NA,"06","20",NA,NA,NA,NA,NA,NA,NA,NA,"-52.7340","-30.7441",NA,NA,NA,NA,NA,NA
"500","2019-12-09 17:29:52-03","UFPR","EFC","11250","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Saueressig, D.","2011","Saueressig, D.; Henke, J.M.","1481","2011","08","29","Brasil","Paraná","Ponta Grossa","Cara Cará","-50.1618995666504","-25.0949993133545","46557","árvore na beira de uma lagoa __COMMOM_NAME__: sarandi","EFC011250","auto","12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2021-03-15 18:27:11-03","USP","SPF","111325","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2015","Pirani, JR","3718","1996","04","03","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Vale do Rio Cipó, perto da ponte da Rodovia Belo Horizonte-Conceição do Mato Dentro (MG-010). Formação florestal à margem do Rio Cipó, atrás da Pousada dos Monjolos. Vegetação Ripária.","-43.666667","-19.333333",NA,"Arbusto 1.2 m alt. Flores creme-avermelhadas. Em fendas de rocha à beira do Rio Cipó.","SPF00111325",NA,"09",NA,NA,"600","600",NA,NA,NA,NA,NA,"-43.666667","-19.333333",NA,NA,NA,NA,NA,NA
"502","2021-03-15 18:27:11-03","USP","SPF","177373","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2015","Labiak, PH","3825","2006","10","03","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Ilha acima das Cataratas. Floresta ripária.","-54.361111","-25.601667",NA,"Árvore ca. 3 m. Flores esverdeadas.","SPF00177373",NA,"09",NA,NA,"170","170",NA,NA,NA,NA,NA,"-54.361111","-25.601667",NA,NA,NA,NA,NA,NA
"503","2020-01-29 12:17:43-03","USP","SPF","203010","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2015","Pirani, JR","5814","2009","02","06","Brasil","Minas Gerais","Diamantina",NA,"-43.557944","-18.039361",NA,NA,"SPF00203010",NA,"06",NA,NA,"1200","1200",NA,NA,NA,NA,NA,"-43.557944","-18.039361",NA,NA,NA,NA,NA,NA
"504","2021-03-15 18:27:11-03","USP","SPF","210174","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2011","Zappi, DC","2284","2009","11","07","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Distr. de São José da Cachoeira (Inhame). Estrada que liga a Faz. Toucan Cipó ao Rio Cipó","-43.780688","-18.993215",NA,"Arbusto 3 m alt., ramos vermelho-rosados, inflorescências amarelas.; Mata de galeria.","SPF00210174",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.780688","-18.993215",NA,NA,NA,NA,NA,NA
"505","2021-03-15 18:27:11-03","USP","SPF","210181","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2011","Milliken, W","4107","2009","11","19","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Faz. Toucan Cipó, proximidades do estábulo.","-43.777567","-19.006266",NA,"Arbusto na beira do rio, 2,5 m, ramos e pecíolos levemente avermelhados, flores creme, frutos verde-avermelhados; Mata de galeria do Rio Cipó.","SPF00210181",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.777567","-19.006266",NA,NA,NA,NA,NA,NA
"506","2021-03-15 18:27:11-03","USP","SPF","210190","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2011","Zappi, DC","1793","2009","03","06","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Povoado de Inhame., margem do Rio Cipó","-43.794927","-18.960683",NA,"Arbusto 3 m alt., estéril, perto d'agua.; Mata de galeria.","SPF00210190",NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.794927","-18.960683",NA,NA,NA,NA,NA,NA
"507","2021-03-15 18:27:11-03","USP","SPF","62037","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2015","Cordeiro, I","CFCR11613","1987","11","06","Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu, 300 m à jusante do Córrego da Bonita.","-42.91","-16.596667",NA,"Arbusto crescendo à beira do rio. Ramos pendentes flexuosos. Frutos secos.","SPF00062037",NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.91","-16.596667",NA,NA,NA,NA,NA,NA
"508","2021-03-15 18:27:11-03","USP","SPF","78234","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Cordeiro, I","2015","Azevedo, MLM","525","1990","03","14","Brasil","Distrito Federal","Brasília","Lago Paranoá, Ponto do Lago Paranoá, próximo ao Seminário.","-47.9296989440918","-15.7797002792358","70570","Arvoreta ca. 2.5 m alt., flores amarelas esverdeadas, frutos imaturos de cor verde e maduros de cor marrom.","SPF00078234","auto","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
