"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"52","2020-12-21 16:17:59-03","MBM","MBM","232407","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Ditrich, VA de O; et al.; et al.","431","1998","07","18","Southern America","Brazil",NA,NA,NA,"MBM232407",NA,NA,"Vell. ex Char.","Hatschbach, G.","São Paulo","Ubatuba","Pico do Corcovado","-45.0699996948242","-23.4300003051758","MBM232407",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:17:59-03","MBM","MBM","1164","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Hatschbach, G.","13194",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM001164",NA,NA,"Vell. ex Char.","Smith, S.F.; L.B.","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793","MBM001164",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:17:59-03","MBM","MBM","7378","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Hatschbach, G.","16891","1967","08","09","Southern America","Brazil",NA,NA,NA,"MBM007378",NA,NA,"Vell. ex Char.","Hatschbach, G.","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076","MBM007378",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:17:59-03","MBM","MBM","232405","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Ribas, O.S.; Ditrich, VA de O; Ditrich, VA de O","2717","1998","09","08","Southern America","Brazil",NA,NA,NA,"MBM232405",NA,NA,"Vell. ex Char.",NA,"São Paulo","Ubatuba","Morro Corcovado","-45.0699996948242","-23.4300003051758","MBM232405",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:17:59-03","MBM","MBM","232409","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Ribas, O.S.; Ditrich, VA de O; Ditrich, VA de O","2683","1998","09","07","Southern America","Brazil",NA,NA,NA,"MBM232409",NA,NA,"Vell. ex Char.","Hatschbach, G.","São Paulo","Ubatuba","Sertão da Quina","-45.0699996948242","-23.4300003051758","MBM232409",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"57","2015-09-05 11:07:45-03","MNHN","RECOLNAT_MNHN_P","P05587594","PreservedSpecimen",NA,"Begoniaceae","Begonia","herbacea","Begonia herbacea","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587594' target='other'> <mi>dwc_moreinfo</mi></a>","P05587594",NA,NA,"Vell.",NA,"Rio de Janeiro",NA,NA,NA,NA,"P05587594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-05 11:07:45-03","MNHN","RECOLNAT_MNHN_P","P05587595","PreservedSpecimen",NA,"Begoniaceae","Begonia","herbacea","Begonia herbacea","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587595' target='other'> <mi>dwc_moreinfo</mi></a>","P05587595",NA,NA,"Vell.",NA,"Rio de Janeiro",NA,NA,NA,NA,"P05587595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16325",NA
"59","2020-12-11 11:33:49-03","UFMG","BHCB","28680","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Vell.",NA,"São Paulo","Peruíbe","Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:33:49-03","UFMG","BHCB","28680","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Vell.",NA,"São Paulo","Peruíbe","Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-11 17:18:15-03","UFPR","UPCB","38970","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Gatti, A.L.S. | Gatti, G.","277","1998","08","01",NA,"Brasil",NA,NA,"Epífita coletada sobre fuste a 2m de altura, flores brancas. Floresta ombrófila densa submontana, floresta primária alterada..",NA,NA,NA,"Vell.","Jaramillo, J.C.","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha da Figueira","-48.3288993835449","-25.3066997528076",NA,NA,NA,"2016","09","21","37295","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-11 17:18:15-03","UFPR","UPCB","57203","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Matos, F.B. et al.","1267","2006","10","13",NA,"Brasil",NA,NA,"Epífita muito comum no interior da mata. Flores alvas. Floresta Ombrófila Densa..",NA,NA,NA,"Vell.","Jaramillo, J.C.","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha dos 600m.","-48.683333","-25.3",NA,NA,NA,"2016","09","21",NA,NA,"500","500","-48.683333","-25.3",NA,NA,NA
"63","2021-02-11 17:18:15-03","UFPR","UPCB","60726","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Lima, D.F.S. et al.","18","2008","09","12",NA,"Brasil",NA,NA,"Planta epífita com flores brancas. Floresta ombrófila densa..",NA,NA,NA,"Vell.","Jaramillo, J.C.","Paraná","Antonina","Reserva Natural do Rio Cachoeira.","-48.710556","-25.451944",NA,NA,NA,"2016","09","21",NA,NA,"5","5","-48.710556","-25.451944",NA,NA,NA
"64","2021-02-11 17:18:15-03","UFPR","UPCB","67665","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Kellermann, B. et al.","46","2009","09","11",NA,"Brasil",NA,NA,"Epífita. Brácteas da flor feminina rosadas e da masculina brancas, pétalas brancas. Banco de DNA do UPCB..",NA,NA,NA,"Vell.","Jaramillo, J.C.","Paraná","Antonina","Reserva Natural do Cachoeira - SPVS. Floresta Ombrófila Densa de Terras Baixas.","-48.666667","-25.316667",NA,NA,NA,"2016","09","21",NA,NA,"50","50","-48.666667","-25.316667",NA,NA,NA
"65","2021-02-11 17:18:15-03","UFPR","UPCB","36255","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Gatti, G. | Gatti, A.L.S.","246","1998","07","19",NA,"Brasil",NA,NA,"Epífita sobre fuste a 3m, flores com pétalas branco-esverdeado, anteras amarelas; porção basal do pecíolo avermelhado, umbrófila. Floresta ombrófila densa submontana, floresta secundária..",NA,NA,NA,"Vell.","Jaramillo, J.C.","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,"2016","09","21","37295","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","49101",NA,"Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","L. Kollmann","12787","2013","07","11",NA,"Brasil",NA,NA,"Folhas verdes com maculas brancas, estipulas vermelhas, flores brancas, estamens e estigmates amarelos. Floração em cultivo.","MBML049101",NA,NA,"Vell.","L. Kollmann/25-08-2015","Espírito Santo","Santa Teresa","coleção L.Kollmann","-40.587778","-19.940556","MBML049101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W35'16","19S56'26",NA,NA,NA
"67","2020-06-17 15:24:49-03","UNESP-RC","HRCB","10814","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Furlan, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Vell.","J. E. L. S. Ribeiro","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"68","2017-11-24 14:10:13-02","UFLA","ESAL","85","S","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Hoehne, FC","746",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"Vell.","Jacques","São Paulo","Alto da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-09-12 05:00:02-03","US","US","3347560","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","S. J. Gomes da Silva & E. Piacentin","291","1991","12","28","South America - Neotropics","Brazil",NA,NA,NA,"US00589754",NA,"Violales",NA,NA,"São Paulo",NA,"Salesopolis, caraguatatuba, rio pardo",NA,NA,"US00589754_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2020-09-12 05:00:02-03","US","US","3354131","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","M. Kirizawa, R. Lopes & M. Sugiyama","2916","1994","7","28","South America - Neotropics","Brazil",NA,NA,NA,"US00591523",NA,"Violales",NA,NA,"São Paulo",NA,"Sete barras, fazenda intervales, base saibadela",NA,NA,"US00591523_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"71","2020-09-12 05:00:02-03","US","US","2509200","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","G. Hatschbach","13194","1965","11","30","South America","Brazil",NA,NA,NA,"US00313662",NA,"Violales",NA,NA,"Paraná","Antonina","Rio cotia","-48.7118988037109","-25.4286003112793","US00313662_01","Dicotyledonae",NA,NA,NA,NA,"38300","auto","400","400",NA,NA,NA,NA,"1"
"72","2020-09-12 05:00:02-03","US","US","3354127","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","M. Kirizawa & M. Sugiyama","2739","1992","10","6","South America - Neotropics","Brazil",NA,NA,NA,"US00591519",NA,"Violales",NA,NA,"São Paulo",NA,"Sete barras, fazenda intervales, base saibadela",NA,NA,"US00591519_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"73","2020-09-12 05:00:02-03","US","US","2653378","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","O. Handro","1",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00313658",NA,"Violales",NA,NA,"Minas Gerais",NA,NA,NA,NA,"US00313658_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2020-09-12 05:00:02-03","US","US","2653379","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","O. Handro","2",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00313659",NA,"Violales",NA,NA,"Minas Gerais",NA,NA,NA,NA,"US00313659_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"75","2019-10-07 09:24:03-03","UEFS","HUEFS","110116","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Silva-Castro, M.M.","1015","2006","06","08",NA,"Brasil",NA,NA,NA,"HUEFS0110116","Angiospermae","Cucurbitales","Vell.","B.S.Gregório","Rio de Janeiro","Parati","Subida para o Morro da Pedra solada. Dentro da mata, próximo ao bambuzal, depois do córrego.","-44.741667","-23.313889","HUEFS0110116","Rosanae",NA,"2010","09",NA,NA,NA,"148","148","44W44'30''","23S18'50''",NA,NA,NA
"76","2020-07-23 11:59:43-03","CEPLAC","CEPEC","122328","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","F. B. Matos","1267","2006","10","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"F. B. Matos","Paraná","antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha dos 600m.","-48.683333","-25.3",NA,NA,"30/12/2006",NA,NA,NA,NA,NA,NA,NA,"48W41'","25S18'",NA,NA,NA
"77","2017-09-11 17:08:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Vell.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-04 16:06:50-03","MCN-FZBRS","HAS","65247","PreservedSpecimen","Plantae","Begoniaceae","Begonia","herbacea","Begonia herbacea","Mattos, J.","10616","1962","09",NA,NA,"Brasil",NA,NA,"Na mata virgem, sobre troncos das árvore. Flores amarelas.","HAS0065247","Magnoliophyta",NA,"Vell.","Moura, C. de","São Paulo","Barra do Uma","Na Rodovia Bertioga - São Sebastião",NA,NA,NA,NA,NA,"1963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
